LGA_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
LGA10850,654,782,251,22,1705,512,37,42,2291,4,3,3,0,13,32,0,0,45,0,0,0,0,3,0,0,0,3,4,6,7,0,18,32,0,0,45,8,3,6,3,22,46,5,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,6,3,21,45,5,3,76,0,0,0,0,0,4,0,0,10,3,0,0,0,3,0,0,0,3,3,4,0,0,11,5,0,0,13,10,8,0,0,16,11,0,3,29,0,0,0,0,0,0,0,0,0,684,791,262,24,1760,598,40,46,2446,714,788,259,26,1786,587,36,95,2514,11,3,9,0,22,30,0,3,54,5,0,0,0,3,0,0,0,4,12,7,9,0,26,30,0,4,63,3,3,3,3,8,45,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10900,6904,9082,2869,199,19050,5798,720,943,26509,160,46,47,4,255,435,12,22,725,55,26,38,4,123,88,8,15,236,213,68,88,4,380,523,24,33,960,58,22,52,7,140,372,21,42,570,13,0,9,0,24,71,5,11,111,3,0,0,0,4,9,0,4,15,12,0,9,0,18,53,3,6,78,85,26,65,6,183,500,22,58,772,8,6,4,0,14,5,0,6,29,0,0,0,0,3,0,0,0,6,6,3,3,0,8,15,0,9,31,13,8,4,0,31,22,0,19,68,0,0,0,0,0,0,0,4,5,7219,9185,3025,211,19641,6841,764,1061,28308,7208,9001,2887,166,19262,6000,716,1144,27116,234,82,89,0,402,513,38,57,1005,93,47,52,8,200,251,13,33,496,324,128,145,5,603,767,47,87,1505,53,20,33,0,105,284,22,36,451,11,4,4,0,17,56,4,3,80,0,0,0,0,0,4,0,0,4,13,6
LGA10950,288,327,111,8,742,235,31,17,1021,3,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,7,3,3,0,0,9,31,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,3,0,0,7,36,0,6,52,3,0,0,0,3,3,0,15,20,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,10,5,0,0,0,7,11,0,15,31,0,0,0,0,0,0,0,0,0,301,331,119,14,764,289,35,32,1119,252,310,127,10,696,263,22,61,1037,3,3,0,0,4,18,0,3,25,0,0,0,0,0,0,0,0,0,3,3,0,0,4,18,0,3,25,4,0,3,0,7,24,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,1182,2446,735,105,4472,934,145,165,5725,238,347,155,13,755,331,37,41,1159,172,314,124,15,630,189,33,39,896,408,663,284,32,1390,517,68,80,2055,130,134,102,14,386,459,37,83,970,636,1039,392,83,2151,882,201,214,3440,339,236,155,31,764,530,101,144,1540,6,4,0,0,13,4,0,0,14,1115,1415,652,125,3315,1871,339,436,5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,9,3,57,26,0,11,95,15,32,9,3,58,26,0,11,97,3,3,0,0,3,0,0,0,7,2729,4555,1686,264,9236,3350,560,696,13844,1193,2526,679,97,4500,911,163,210,5786,229,388,171,21,810,251,38,40,1144,179,418,136,13,753,179,35,49,1009,413,806,312,29,1563,429,70,85,2154,158,176,89,28,448,441,39,85,1010,648,1005,462,75,2185,927,218,207,3543,578,395,190,56,1217,713,175,174,2276,0,0
LGA11150,223,303,134,19,681,233,24,79,1015,0,0,0,0,6,9,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,6,10,0,4,13,3,0,0,0,5,20,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,20,0,6,38,0,0,0,0,10,17,0,70,98,0,0,0,0,0,4,0,5,18,3,3,0,0,7,10,0,0,9,3,3,0,0,13,35,0,77,121,0,0,0,0,0,0,0,3,4,238,310,134,21,699,295,27,165,1191,231,251,115,15,611,255,21,125,1012,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,6,13,3,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,127,160,106,10,406,115,8,40,566,3,0,0,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,9,10,0,0,0,12,19,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,19,0,3,28,0,0,0,0,3,4,0,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,4,0,0,0,5,5,0,3,15,0,0,0,0,0,0,0,0,0,140,166,105,15,424,142,8,47,619,109,142,92,18,360,150,21,38,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,0,18,19,0,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,2010,1775,953,56,4798,2194,133,284,7409,47,40,28,3,119,88,3,6,223,3,0,0,0,3,3,0,0,6,50,40,28,3,119,94,3,8,223,29,13,32,4,70,185,3,34,302,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,13,0,3,3,0,9,8,0,4,17,29,15,32,4,77,209,7,37,332,12,6,0,0,12,9,0,118,141,0,0,0,0,0,0,0,4,5,3,10,0,0,16,12,0,5,31,11,11,0,0,31,24,0,126,174,3,3,0,0,8,0,0,0,4,2103,1851,1016,67,5032,2523,143,462,8151,2002,1592,968,69,4632,2243,143,396,7411,6,4,6,0,19,53,0,37,107,0,0,0,0,0,0,0,0,0,6,4,6,0,19,58,0,37,115,27,19,24,5,71,169,8,35,274,0,0,0,0,0,0,0,0,0,16,14,9,0,42,25,0,3,75,0,0
LGA11300,1195,2686,588,99,4573,894,218,244,5931,143,216,94,16,462,157,35,43,696,75,102,42,8,227,80,21,37,367,215,315,138,22,689,234,57,81,1058,166,151,107,26,448,334,80,75,941,294,272,140,59,777,403,234,143,1553,290,214,125,53,681,339,198,119,1337,0,4,4,0,8,3,3,0,15,755,636,384,138,1909,1081,515,338,3842,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,9,15,3,0,26,9,4,4,46,8,15,3,0,31,10,4,4,48,0,0,0,0,0,0,0,0,0,2169,3658,1112,268,7211,2224,788,671,10886,1172,2618,633,111,4543,850,238,164,5797,166,261,80,21,526,231,37,26,820,75,156,55,4,288,101,21,17,421,237,417,139,24,815,326,56,44,1240,196,144,93,14,456,301,112,95,960,376,312,161,68,910,366,235,84,1593,360,304,159,57,879,324,210,108,1524,4,5
LGA11350,2201,2625,1360,74,6268,1850,580,721,9424,79,55,77,3,216,154,51,43,471,65,46,73,5,191,108,60,50,412,143,104,151,7,410,262,106,92,878,86,34,106,7,234,334,48,116,729,16,9,6,0,30,47,3,29,109,0,0,0,0,0,0,0,0,0,4,5,3,0,17,35,3,3,52,106,43,122,7,275,413,54,152,898,66,24,30,0,111,201,11,228,549,0,0,0,0,0,93,0,20,116,6,13,4,0,22,28,7,10,65,71,32,34,0,136,324,19,261,734,0,0,0,0,6,0,0,3,6,2531,2815,1669,87,7100,2851,760,1233,11943,2361,2655,1341,73,6427,2129,634,568,9767,81,56,70,3,216,205,45,42,504,122,65,94,12,300,176,83,73,632,205,127,169,10,508,382,131,113,1137,65,27,81,4,181,266,32,88,560,15,0,11,0,22,37,3,14,78,3,3,0,0,7,0,0,0,7,3,3
LGA11400,1437,1536,350,39,3352,918,64,111,4454,3,0,0,0,3,16,0,3,25,0,0,0,0,0,0,0,0,0,3,0,0,0,7,16,0,3,26,5,0,0,0,9,53,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,8,0,0,0,11,53,0,3,62,8,4,0,0,15,29,0,13,57,0,3,0,0,6,4,0,0,6,10,7,8,0,20,12,3,3,43,23,14,9,0,41,46,5,20,112,0,0,0,0,0,0,0,0,0,1466,1550,355,40,3407,1036,71,134,4651,1516,1514,399,32,3469,973,68,101,4607,7,3,0,0,6,37,0,0,51,3,3,3,0,8,5,0,0,16,8,7,7,0,13,44,0,0,65,12,3,3,0,13,48,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11450,3492,7562,1727,118,12894,1704,244,433,15277,93,15,27,0,140,197,5,28,369,41,16,43,0,100,52,13,9,171,133,35,65,5,238,250,14,41,542,32,3,13,3,52,172,7,18,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,7,4,3,31,34,6,14,3,57,184,9,21,271,14,4,3,0,24,79,8,15,115,0,0,0,0,0,0,0,0,0,3,3,0,0,4,16,0,0,20,18,10,4,0,27,87,8,18,140,0,0,0,0,0,0,0,0,4,3676,7615,1816,123,13225,2227,279,508,16235,4023,8172,1924,141,14253,1882,266,444,16836,140,109,58,3,310,313,20,21,663,87,108,66,7,267,95,11,15,389,226,219,123,10,574,415,31,39,1054,35,7,10,3,51,166,10,33,258,11,0,0,0,14,12,0,0,22,0,0,0,0,0,0,0,0,0,4,4
LGA11500,7641,17263,6031,405,31342,5074,664,1429,38510,660,840,906,63,2459,1365,104,256,4187,448,750,1153,51,2404,925,102,251,3679,1106,1590,2060,116,4869,2289,200,503,7861,137,87,109,9,343,494,36,76,947,61,17,20,0,101,69,4,26,202,32,6,27,3,74,89,16,20,201,10,0,3,0,15,4,0,0,17,238,117,152,16,523,662,52,127,1363,0,5,6,0,10,3,0,7,24,0,0,0,0,0,3,0,0,3,9,10,3,0,19,16,0,11,42,9,17,4,0,27,23,3,19,70,0,9,7,0,17,3,0,3,21,8996,18992,8252,535,36777,8047,922,2076,47823,8174,16697,6456,477,31802,5501,744,1221,39278,724,793,670,67,2252,1333,111,159,3857,542,920,915,62,2436,1024,126,247,3838,1268,1711,1590,120,4695,2354,240,408,7697,160,101,107,14,381,602,29,91,1100,147,38,31,3,219,201,16,34,476,91,24,33,5,151,119,14,13,298,6,6
LGA11520,3094,5861,1172,171,10297,2204,346,542,13395,288,257,93,12,654,267,39,46,1004,499,538,167,30,1236,338,75,115,1757,786,798,262,41,1890,601,114,162,2765,604,326,212,45,1189,1060,179,213,2651,926,500,251,93,1772,1013,248,324,3361,1198,586,204,55,2040,973,306,472,3783,11,7,0,0,19,19,0,3,45,2746,1424,667,193,5023,3065,731,1018,9839,3,4,0,0,4,9,0,6,18,0,3,0,0,3,0,0,0,4,35,30,11,3,72,29,16,11,122,32,33,6,3,83,29,21,13,149,0,0,0,0,5,3,0,0,7,6660,8117,2115,415,17298,5901,1215,1731,26147,2942,6159,1210,160,10469,1990,295,372,13126,282,371,97,21,770,254,48,36,1115,628,750,240,32,1657,526,118,113,2410,916,1123,341,54,2429,777,162,156,3527,575,332,194,37,1141,920,127,129,2313,1006,608,322,62,1995,1053,286,291,3638,2167,1204,402,129,3905,1641,590,733,6869,9,7
LGA11570,13705,29163,8274,863,52005,10349,1120,2290,65762,1004,1772,724,85,3591,1664,117,270,5651,1344,2891,1146,102,5483,1371,191,385,7427,2345,4662,1873,195,9075,3039,314,658,13077,2191,3174,1647,243,7253,4873,612,1154,13896,1369,2102,1206,151,4827,2292,320,728,8170,486,640,333,56,1522,769,114,335,2736,10,35,9,3,61,44,0,15,110,4055,5955,3197,456,13663,7975,1047,2228,24908,15,25,14,0,50,38,3,9,100,0,5,0,0,14,8,0,0,19,70,121,60,9,257,108,22,59,441,87,151,72,8,318,152,18,71,566,7,3,4,0,10,42,0,13,68,20206,39934,13415,1514,75070,21553,2497,5260,104382,13177,29514,8846,922,52460,10076,1180,2093,65811,964,1722,723,77,3482,1596,125,241,5446,1553,3902,1493,120,7068,1550,231,456,9305,2518,5624,2213,195,10550,3150,357,701,14755,2573,3711,1675,280,8240,4483,656,1118,14502,1479,2321,1258,158,5209,2262,326,649,8456,677,1017,453,74,2226,900,136,300,3560,28,40
LGA11600,273,335,83,6,700,225,20,69,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,26,3,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,26,3,7,48,4,0,0,3,6,24,3,43,75,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,6,4,3,0,3,13,29,3,50,91,0,0,0,0,0,0,0,0,0,281,342,84,10,715,283,31,127,1153,277,285,84,10,659,238,21,34,954,0,0,0,0,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,4,0,0,0,4,19,4,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,24944,31623,12100,721,69380,18370,2309,3700,93756,1896,600,907,83,3481,3723,208,297,7707,1137,630,710,46,2523,1703,214,273,4718,3034,1232,1614,131,6005,5429,416,575,12425,1013,301,476,42,1832,3393,171,335,5729,215,53,104,19,390,466,75,142,1081,265,57,64,7,402,356,64,173,995,17,24,27,0,72,130,11,18,227,1507,438,677,78,2695,4341,321,670,8024,281,58,81,0,417,949,43,145,1556,0,0,0,0,3,23,0,6,35,23,23,18,0,68,66,9,17,164,301,82,93,3,488,1038,61,173,1756,17,12,8,0,31,23,0,21,76,29800,33383,14489,930,78601,29195,3109,5137,116037,25451,32269,13034,854,71618,19337,2346,2985,96290,2160,841,1071,77,4141,4412,229,279,9056,1160,890,874,56,2980,1857,237,293,5363,3318,1733,1942,134,7127,6267,458,564,14415,1077,301,496,53,1932,3417,175,307,5836,307,106,176,21,604,673,73,177,1533,430,143,177,8,760,587,119,145,1614,38,12
LGA11700,158,159,70,15,402,220,16,58,694,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,13,3,0,0,0,3,4,3,5,15,0,3,0,0,3,8,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,4,12,3,0,0,0,7,24,0,27,64,0,0,0,0,0,10,0,11,22,0,0,0,0,0,3,0,0,8,3,4,3,0,7,40,0,38,85,0,0,0,0,0,0,0,0,0,162,164,78,15,415,262,19,108,807,150,138,83,14,391,202,12,76,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,21,23,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,4263,5319,2249,176,11996,3324,334,476,16137,66,19,33,0,116,146,15,16,293,10,5,5,0,16,27,0,0,45,73,21,43,0,134,174,15,16,336,44,35,65,3,154,341,15,21,524,0,0,0,0,0,4,0,0,5,0,3,3,0,8,6,0,3,17,3,0,0,0,4,0,0,0,3,50,36,72,3,163,349,19,23,551,22,9,8,0,36,51,0,50,139,0,3,0,0,3,0,0,0,3,3,12,4,0,25,9,0,6,39,27,24,12,0,67,59,0,51,181,7,7,7,0,24,3,0,3,35,4413,5412,2381,183,12386,3906,367,570,17231,4567,5578,2460,157,12770,3533,406,628,17341,165,91,127,3,388,404,34,38,865,15,3,12,0,27,31,0,8,58,174,93,140,3,409,432,39,39,922,87,29,60,3,181,336,23,35,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
LGA11730,5374,4518,1918,117,11918,3468,368,426,16187,150,73,97,8,330,276,19,22,652,61,29,20,0,108,110,13,34,266,212,98,119,10,442,389,30,57,911,173,59,130,6,371,594,41,102,1112,7,0,7,0,18,32,3,27,80,6,0,3,0,10,47,3,6,64,6,3,3,0,8,23,0,0,32,192,63,145,9,417,686,53,144,1298,129,35,22,3,192,298,9,378,879,12,3,0,0,16,23,0,20,55,25,18,5,0,45,26,0,3,74,162,60,29,3,252,342,12,405,1014,3,0,0,0,6,0,0,3,6,5939,4739,2210,139,13024,4894,461,1029,19416,5752,4469,2097,163,12479,3893,425,542,17340,114,27,57,4,202,300,11,30,548,55,32,47,6,134,131,15,21,292,166,60,106,7,336,427,29,45,839,171,44,122,9,356,599,42,115,1111,15,4,6,3,27,41,3,33,106,4,3,0,0,3,8,0,3,21,0,0
LGA11750,413,554,155,23,1144,348,45,110,1647,3,0,0,0,9,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,9,8,0,0,16,17,11,8,0,37,109,4,56,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,8,0,37,109,4,56,206,14,3,3,0,21,13,0,58,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,3,0,21,14,0,61,96,0,0,0,0,0,0,0,0,0,446,571,166,24,1205,477,52,228,1962,436,489,161,18,1106,396,30,124,1658,4,0,4,0,12,12,0,3,21,0,0,0,0,0,0,0,0,0,4,0,4,0,12,12,0,3,21,20,5,3,3,31,84,5,21,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11800,5773,6238,2545,130,14680,3278,565,483,18999,374,154,243,10,785,804,68,84,1736,264,135,182,16,596,369,90,65,1119,645,286,424,28,1382,1171,162,146,2855,333,133,288,25,780,1088,124,154,2150,51,13,40,3,106,131,37,43,312,91,16,17,0,128,117,17,59,325,14,13,3,0,27,46,0,0,82,489,177,347,26,1045,1390,181,255,2868,165,35,61,5,259,385,16,506,1168,0,0,0,0,4,44,0,3,51,18,18,7,0,40,15,4,7,68,182,54,70,7,304,448,19,516,1295,0,0,0,0,3,4,0,0,11,7088,6754,3387,187,17410,6285,927,1406,26025,6359,6414,2657,143,15567,3731,567,609,20473,387,135,229,13,760,857,73,56,1742,312,150,178,13,648,452,83,74,1259,692,288,406,20,1406,1311,153,128,3003,288,134,266,20,703,1178,125,172,2178,58,21,25,9,107,107,26,18,252,72,19,21,0,108,118,13,40,270,9,10
LGA12000,441,491,119,6,1060,317,23,22,1428,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,3,23,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,28,0,3,37,3,0,0,0,3,7,0,4,19,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,0,0,9,5,0,0,0,14,13,0,4,27,3,0,0,0,3,3,0,0,5,448,497,126,6,1081,366,28,30,1501,468,439,133,10,1051,327,27,55,1467,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,18,0,0,0,21,38,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,414,398,231,24,1060,392,30,35,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,3,3,3,0,16,72,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,16,69,3,0,89,7,0,0,0,9,7,0,17,35,0,0,0,0,0,0,0,3,4,3,0,0,0,6,3,0,0,10,8,3,4,0,18,14,0,22,48,0,0,0,0,0,0,0,0,0,429,405,237,22,1095,480,33,58,1656,418,350,228,25,1027,395,31,78,1529,9,0,3,0,14,21,0,4,37,0,0,0,0,0,0,0,0,0,9,0,3,0,14,21,0,4,37,4,0,0,0,6,32,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,1409,1349,478,35,3270,1001,87,72,4433,13,0,7,0,20,67,0,4,93,4,0,4,0,6,6,0,0,20,19,0,9,0,29,79,0,3,114,35,10,13,3,59,159,9,12,233,3,0,0,0,3,6,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,34,13,13,3,63,162,9,10,249,13,3,3,0,18,22,0,20,55,3,6,0,0,12,5,0,0,16,0,3,0,0,7,3,0,0,8,18,14,4,0,33,27,0,20,80,0,0,0,0,0,0,0,0,0,1481,1371,506,41,3396,1274,101,112,4877,1428,1179,432,36,3074,1166,101,220,4553,24,5,6,0,37,88,0,8,129,0,3,3,0,6,11,4,0,20,27,3,12,0,41,98,6,8,148,18,3,8,4,36,150,13,26,221,0,0,0,0,0,8,0,0,8,0,0,0,0,0,4,0,0,4,0,0
