LGA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
LGA10850,1183,579,462,798,786,670,529,309,77,5387,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,3,0,0,25,4,3,6,3,0,0,3,0,0,26,195,100,110,97,102,85,30,13,4,732,93,41,43,72,57,55,31,18,3,423,1479,735,623,977,945,818,599,339,77,6594,3,3,3,3,3,3,6,0,0,26,354,184,162,265,297,257,219,163,45,1946,0,0,0,0,0,0,0,0,0,0,20,29,6,11,27,8,12,3,0,120,0,0,0,0,0,0,0,0,0,0,551,264,192,281,311,269,175,103,20,2162,0,0,0,0,0,0,0,0,0,4,3,3,0,0,5,3,0,0,0,9,3,0,0,0,0,0,3,0,0,6
LGA10900,9247,5659,4377,6564,7538,6254,3906,2597,963,47104,26,25,14,24,40,24,7,3,0,155,45,38,31,28,25,14,8,3,0,189,14,9,16,20,22,34,7,11,3,131,6,0,0,0,5,0,0,0,0,12,0,4,0,0,3,3,0,0,0,10,98,66,113,155,115,72,15,13,0,647,101,67,115,157,119,77,13,13,0,667,3806,2283,2071,2548,2686,1870,776,395,90,16527,1717,1080,913,1125,1288,1078,507,361,182,8262,15108,9263,7660,10669,11961,9510,5259,3389,1244,74064,163,105,114,244,233,241,66,19,0,1172,2583,1459,1217,2019,2503,2673,1854,1059,538,15901,0,0,0,4,0,0,0,0,0,3,429,315,235,225,334,314,198,83,56,2186,75,30,33,33,16,28,20,9,6,247,3563,2040,1342,2187,2504,2245,1398,764,278,16320,22,13,4,7,20,26,15,9,10,127,117,53,36,98,91,72,67,27,14,580,52,39,24,66,51,47,41,25,11,353
LGA10950,585,222,276,375,304,352,256,121,34,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,23,42,23,20,7,12,4,0,202,41,20,23,20,21,19,5,9,3,159,695,264,337,425,339,376,277,138,38,2879,3,3,3,3,0,0,0,0,0,15,182,83,73,119,122,98,107,52,20,858,0,0,0,0,0,0,0,0,0,0,11,5,3,3,3,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,290,120,104,137,124,99,113,60,15,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA11100,4136,2830,3201,3606,3186,2904,2151,1515,518,24044,118,83,174,101,66,40,16,4,0,598,667,486,643,481,320,136,63,9,3,2808,93,42,40,62,63,45,47,32,16,441,0,0,0,0,0,0,0,0,0,0,13,4,14,3,12,3,5,3,0,50,10,18,23,13,16,6,5,3,3,98,22,19,35,22,22,10,11,7,3,145,727,556,726,637,468,291,155,83,14,3662,673,431,555,464,407,290,169,154,41,3196,6564,4629,5532,5570,4744,3826,2677,1835,604,35994,146,189,316,209,213,189,68,36,11,1376,520,381,440,711,667,580,456,328,170,4245,59,33,48,35,49,19,8,4,0,267,50,36,48,67,55,32,23,12,0,330,6,0,0,3,0,4,0,0,0,10,2686,1503,1621,1969,1676,1399,1115,701,264,12939,8,4,0,8,7,3,0,0,0,25,607,289,434,612,440,424,519,353,65,3751,8,0,15,17,9,18,7,8,3,82
LGA11150,680,337,330,364,333,256,158,96,24,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,66,22,48,40,21,17,5,3,0,228,75,45,39,39,43,28,14,8,3,294,815,411,413,445,400,301,182,104,28,3094,0,0,3,0,3,0,0,0,0,9,111,49,72,96,100,85,47,34,4,606,0,0,0,0,0,0,0,0,0,0,14,7,11,3,7,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,328,172,151,161,150,107,69,42,5,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,6,0,14
LGA11200,348,177,149,228,187,146,81,56,16,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,9,118,52,42,47,14,8,8,3,0,298,62,65,41,29,27,14,7,11,0,252,525,304,230,305,236,173,91,72,17,1943,0,0,0,3,0,0,0,0,0,3,107,65,40,64,98,69,33,29,9,512,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,14,13,3,9,3,6,0,0,0,51,110,84,64,65,88,54,31,16,11,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,3,0,0,0,0,5
LGA11250,1864,1139,1048,1527,2001,1779,1447,1080,287,12170,3,0,0,4,0,0,0,0,0,13,8,0,3,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,6,3,0,0,0,33,3,3,8,4,6,3,0,0,0,32,1317,695,602,600,519,347,174,102,27,4381,601,325,269,317,349,272,212,212,133,2694,3799,2179,1941,2464,2902,2406,1833,1390,447,19366,16,7,17,15,17,15,0,0,0,90,270,189,217,290,417,477,281,237,92,2468,0,0,0,0,0,0,0,0,0,0,18,24,16,20,39,39,31,19,17,226,0,0,0,0,0,0,0,0,0,0,703,530,457,553,752,686,498,371,102,4660,9,0,3,3,12,7,10,3,3,44,14,8,3,10,16,0,13,14,5,85,4,0,3,5,4,4,5,5,0,38
LGA11300,3001,2316,2419,2578,2334,2016,1597,1342,528,18121,193,406,601,178,116,77,32,28,8,1639,76,141,119,60,64,37,25,5,3,529,3,7,6,0,6,5,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0,0,0,0,0,68,5,19,24,15,7,8,4,0,0,88,9,47,57,18,11,8,4,0,0,154,785,1189,1019,798,705,285,202,124,51,5148,513,660,546,439,407,291,202,187,88,3332,4783,5102,5099,4414,3983,2896,2167,1758,713,30924,210,392,504,330,405,255,119,100,33,2352,282,227,213,246,348,282,194,188,140,2119,3,0,0,3,3,0,0,0,0,9,57,52,79,56,60,33,25,17,12,389,3,0,0,3,5,0,3,3,0,16,1729,1277,1150,1340,1268,1094,877,752,309,9784,0,8,11,0,5,6,0,0,0,24,290,188,175,239,230,181,240,181,53,1767,24,7,18,15,18,11,12,3,0,104
LGA11350,2016,1371,1054,1804,2480,1806,1150,981,330,12992,17,7,5,11,23,6,5,0,0,80,4,6,7,8,10,3,0,3,0,44,55,11,31,47,41,27,6,3,3,214,0,0,6,3,3,0,0,0,0,15,12,11,0,9,14,3,3,0,0,54,43,28,58,82,94,40,3,3,0,356,53,42,64,93,105,40,5,6,0,417,2178,1118,1167,1396,1604,937,283,154,35,8871,1162,704,611,828,980,566,238,169,71,5330,5588,3321,3011,4355,5488,3519,1704,1332,446,28765,158,76,107,217,236,204,53,10,0,1061,449,296,234,516,708,792,529,353,195,4077,0,0,0,0,0,0,0,0,0,0,15,9,8,20,31,30,13,14,4,148,0,0,0,0,0,0,0,0,0,0,849,509,402,652,863,648,359,252,107,4651,0,0,0,3,0,4,0,8,0,14,31,4,12,23,27,16,11,11,0,129,20,14,12,22,35,21,12,6,3,141
LGA11400,2195,1011,968,1413,1492,1433,1005,568,181,10266,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,0,0,0,0,24,0,5,5,6,5,0,0,0,0,24,308,115,134,168,176,120,76,33,6,1139,208,111,87,115,144,121,83,52,19,930,2723,1240,1196,1711,1825,1683,1163,648,211,12396,9,5,4,4,13,9,6,0,0,58,695,353,332,485,585,606,450,257,90,3858,0,0,0,0,0,0,0,0,0,0,48,27,21,27,42,19,30,16,9,243,21,16,11,11,10,7,4,4,0,88,986,468,308,496,594,466,342,180,46,3891,0,0,0,0,0,4,0,0,0,3,4,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
LGA11450,9537,5027,5653,6546,5095,3662,1943,1225,461,39150,43,20,27,42,17,5,7,0,0,159,137,66,66,67,36,23,4,0,6,399,3,0,8,0,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,4,6,5,9,4,0,0,0,0,29,9,16,11,27,13,8,3,0,0,86,13,27,18,35,21,11,3,0,0,123,1864,930,912,822,590,323,115,59,23,5640,1020,578,528,547,466,311,179,131,47,3796,12683,6692,7274,8124,6286,4359,2260,1418,538,49645,110,66,97,88,89,39,16,3,0,505,3402,1901,2020,2705,2190,1854,1095,598,282,16051,12,7,11,3,3,3,0,0,0,40,186,108,120,134,109,101,43,32,39,865,28,31,23,12,12,9,5,7,3,137,5332,2786,2611,3273,2644,1779,966,497,194,20079,13,6,3,11,9,0,3,0,0,54,258,108,135,202,143,95,49,22,9,1006,34,31,24,28,32,34,20,13,8,215
LGA11500,21452,16409,12785,13957,15855,11638,5037,2888,836,100856,898,391,601,708,413,155,83,21,3,3270,2205,1083,1004,959,712,276,106,16,5,6371,8,10,5,7,6,8,4,4,0,54,4,3,0,3,3,0,0,0,0,16,94,53,61,58,53,16,17,0,3,355,67,103,79,72,65,37,16,7,4,454,169,160,141,132,115,55,30,7,8,825,5013,2938,2506,1932,1691,932,319,126,34,15482,3682,2259,1814,1628,1736,1179,495,328,100,13226,34019,23738,19333,19875,21034,14467,6170,3435,1001,143075,624,477,523,605,583,393,142,58,20,3426,5074,4237,3867,3872,4751,4879,2405,1132,409,30632,0,6,9,0,4,0,4,0,0,27,538,357,329,337,392,374,213,77,18,2632,64,46,37,30,27,27,18,4,3,263,9146,7061,5882,5524,6497,5730,2712,1276,345,44175,28,18,13,25,28,20,13,7,0,164,564,375,375,484,397,370,217,96,23,2906,124,86,125,115,115,124,82,32,15,804
LGA11520,7688,4808,7365,7470,6066,5256,3790,2898,970,46299,124,139,303,116,78,53,20,8,0,841,147,118,154,113,71,66,43,26,0,737,24,12,17,30,29,32,13,18,3,181,0,0,0,0,0,0,0,0,0,0,10,13,29,13,6,0,0,0,0,80,29,23,44,50,38,19,7,5,0,205,39,33,77,62,48,20,3,4,3,292,1455,1311,1824,1618,1353,751,309,183,53,8857,1188,826,1348,1136,988,692,371,320,131,6994,10829,7477,11419,10817,8921,7004,4619,3490,1174,65746,217,348,607,396,363,278,113,62,20,2401,1019,630,1104,1355,1242,1314,871,577,375,8485,11,0,15,3,5,0,0,0,0,37,76,70,145,105,114,69,40,27,11,661,3,3,3,0,3,0,3,0,0,14,5761,3273,3973,4699,4118,3079,2393,1809,629,29727,6,0,4,3,7,3,3,6,3,35,771,354,421,767,542,304,376,282,42,3854,35,17,39,35,29,26,15,6,3,193
LGA11570,32390,21969,22497,25125,23181,21145,16102,13008,3753,179172,636,491,847,516,462,211,98,35,5,3301,14767,8050,8201,5881,3701,2001,765,349,81,43786,11,13,21,17,16,28,14,15,5,144,0,0,0,6,0,3,0,0,0,12,108,117,144,80,55,23,13,3,3,545,174,176,199,173,172,104,38,15,3,1054,284,290,336,262,226,128,50,18,7,1607,5543,3713,3845,4578,4217,1961,1152,712,198,25917,6378,3749,3803,3914,3512,2307,1548,1374,435,27024,63793,40607,42437,44012,39062,29208,20661,16039,4630,300449,3644,2724,2961,3569,4181,2647,1034,732,217,21707,2860,2288,2312,2907,3599,4218,3194,2758,1575,25715,21,4,8,8,9,12,4,0,0,69,827,540,581,614,685,524,316,206,98,4397,10,10,9,8,9,13,6,16,3,85,16867,11527,10649,11709,11897,9655,6942,5222,1859,86317,45,26,25,29,36,35,18,18,13,247,6422,3521,3925,5730,4077,3608,3996,2396,471,34142,132,104,143,139,136,114,90,49,12,925
LGA11600,434,240,232,348,339,240,223,109,28,2194,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,124,33,43,35,33,17,4,6,0,289,62,40,36,42,33,28,30,21,6,302,623,318,318,439,407,286,259,136,33,2817,4,0,0,0,0,0,0,0,0,13,114,61,58,79,116,108,63,32,11,637,0,0,0,0,0,0,0,0,0,0,6,0,4,13,8,3,6,0,0,38,0,0,0,0,0,0,0,0,0,0,181,91,101,108,127,90,70,34,13,814,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA11650,40265,24707,21425,29605,30342,26428,21404,17414,5622,217212,105,61,97,103,80,44,34,10,3,534,227,117,123,134,99,53,24,8,0,782,50,19,23,37,43,60,46,23,23,318,9,7,0,3,4,0,0,0,0,29,8,3,8,3,14,6,0,0,0,44,100,131,160,183,174,66,24,14,11,863,128,138,173,192,186,72,28,14,11,939,12923,6736,6303,6283,5528,3550,1935,1390,374,45017,6957,4066,3383,3953,4021,3243,2471,2316,1096,31498,60883,36034,31800,40654,40629,33636,25996,21189,7132,297957,431,288,411,567,524,357,118,28,15,2738,13418,8922,7755,11460,12703,12681,10726,7750,3515,88918,0,0,0,0,0,0,0,0,0,9,1153,641,568,712,768,748,630,422,219,5859,48,38,31,24,12,15,8,19,7,197,17105,10776,8081,10622,11660,9757,7775,5058,1826,82671,76,54,32,60,68,69,52,48,13,469,394,208,165,334,295,248,260,161,38,2114,285,144,183,205,189,198,128,76,34,1439
LGA11700,290,150,154,201,229,216,107,33,9,1387,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,9,61,29,33,31,39,38,12,11,0,254,29,48,34,46,36,34,25,14,3,263,392,234,232,278,301,281,140,59,15,1939,3,0,0,0,3,0,0,0,0,6,48,32,34,47,51,81,59,18,3,374,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,198,108,106,95,107,78,42,24,3,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA11720,6581,4122,3881,4584,5106,4483,2732,1987,629,34105,7,9,13,9,13,8,0,0,0,57,20,13,9,9,8,3,3,0,0,68,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,13,16,25,14,5,0,0,0,91,9,13,16,28,14,7,0,0,0,92,2254,1018,899,861,805,558,221,105,32,6752,1156,680,707,752,622,484,296,207,53,4973,10048,5879,5551,6272,6611,5577,3251,2301,725,46209,36,32,38,45,48,29,14,0,0,237,2872,1841,1809,2175,2162,2331,1405,871,349,15801,0,0,0,0,0,0,0,0,0,0,121,55,74,86,74,89,54,31,15,604,0,0,0,0,0,0,3,3,0,9,2506,1516,1440,1458,1510,1310,815,436,149,11139,5,3,3,3,10,3,8,7,0,41,10,12,9,15,14,19,12,0,0,87,30,24,32,25,27,32,28,9,3,216
LGA11730,6133,3325,2664,4401,5372,5349,4224,2746,895,35118,4,3,0,3,6,3,0,0,0,27,7,3,0,13,5,0,0,0,0,37,4,0,3,6,3,0,0,3,0,21,3,0,4,3,0,0,0,0,0,12,4,0,0,3,3,6,0,0,0,24,17,13,22,32,33,20,3,0,3,142,27,18,26,38,40,24,3,0,3,184,2185,1018,845,906,1119,763,362,206,51,7455,1157,587,561,657,740,619,412,275,95,5103,9544,4985,4125,6060,7335,6797,5014,3239,1042,48148,41,46,35,50,94,65,21,4,0,345,2125,1380,921,1738,2250,2656,2215,1413,523,15208,0,0,0,0,0,0,0,0,0,0,153,65,66,84,100,129,82,67,15,766,0,0,0,0,0,0,0,0,0,0,1978,1231,827,1232,1683,1662,1338,806,215,10984,3,0,0,3,6,0,3,0,0,24,5,5,9,3,15,10,7,8,3,69,66,48,33,51,57,50,18,11,3,344
LGA11750,762,471,448,545,564,385,277,140,40,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,13,0,3,4,0,0,3,0,0,0,13,213,117,107,87,73,26,15,4,0,636,150,91,83,97,78,60,33,18,4,614,1125,683,642,737,725,477,327,163,48,4915,5,4,5,3,0,0,0,0,0,17,165,106,131,141,165,146,87,65,11,1014,0,0,0,0,0,0,0,0,0,0,24,3,14,15,19,9,3,3,0,93,0,0,0,0,0,0,0,0,0,0,410,243,233,215,266,167,124,68,29,1760,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3
LGA11800,7884,4929,3740,5919,6917,6048,4503,3179,1030,44147,16,6,16,11,5,15,6,0,0,72,47,17,23,31,16,8,3,0,0,151,0,9,3,9,0,12,4,0,3,40,13,5,0,3,7,3,0,0,0,33,157,107,84,94,110,37,29,26,3,631,26,30,37,49,57,30,14,3,0,243,191,140,120,142,167,74,41,30,5,902,3298,1935,1480,1601,1728,1198,539,292,74,12149,1648,959,714,879,1011,712,488,394,179,6987,13156,8053,6131,8673,9969,8129,5598,3904,1296,64913,93,78,92,131,142,122,33,13,0,717,2337,1442,1157,1972,2675,2840,2224,1475,616,16728,0,0,0,0,0,0,0,0,0,0,272,121,99,155,143,157,93,62,28,1125,0,0,0,0,0,0,0,3,0,5,3038,1907,1400,1859,2303,2095,1411,864,299,15169,25,13,3,12,16,7,11,3,5,92,37,33,19,23,26,24,15,10,4,181,69,40,55,54,47,65,42,23,7,408
LGA12000,748,338,273,470,476,432,354,213,80,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,147,47,47,61,43,33,12,13,0,398,62,21,22,32,34,28,19,19,5,244,965,412,341,565,552,488,379,239,85,4032,0,0,0,3,4,3,0,0,0,8,161,94,63,126,153,142,137,79,34,986,0,0,0,0,0,0,0,0,0,0,9,3,3,7,0,7,3,3,0,45,0,0,0,0,0,0,0,0,0,0,369,186,121,153,195,166,146,86,23,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA12150,806,401,360,501,521,461,327,212,60,3636,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,116,33,50,35,30,23,4,6,3,301,70,25,19,28,43,18,27,15,5,252,999,461,427,566,595,507,353,229,65,4212,0,3,0,0,0,3,0,0,0,11,348,169,149,217,227,214,145,93,29,1584,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,269,157,129,139,179,164,130,85,24,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,7,0,0,0,0,3,3,6,0,0,18
LGA12350,2111,1080,955,1304,1448,1417,1145,744,225,10424,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,17,0,0,5,3,0,4,0,0,0,18,342,170,139,147,143,111,49,21,5,1125,223,85,89,124,103,93,82,58,9,869,2687,1338,1200,1589,1699,1632,1272,821,246,12478,3,3,3,4,8,4,4,0,0,41,543,354,256,433,477,575,521,337,112,3613,0,0,0,0,0,0,0,0,0,0,33,28,13,20,16,24,17,15,4,175,55,24,35,13,15,16,0,5,3,164,795,415,298,435,499,561,408,247,97,3752,0,0,0,0,0,0,3,0,0,3,17,3,9,3,7,12,6,0,0,51,26,13,17,12,24,18,11,9,0,117
LGA12380,17697,12973,13083,12825,12232,11061,7521,5725,1865,94989,1544,1024,1968,1228,720,369,199,92,14,7157,9829,5744,5583,4143,2374,1298,529,141,35,29678,3,10,8,7,8,4,7,3,3,55,0,0,0,0,0,0,0,0,0,3,125,151,248,75,31,34,14,0,0,680,124,120,133,122,98,57,17,4,4,685,245,272,383,193,138,91,37,9,4,1366,3190,2684,2691,2574,2261,1023,604,344,62,15433,3718,2669,2713,2319,1987,1318,865,617,218,16423,37685,26500,27746,25059,21490,15947,10219,7195,2285,174124,1363,1333,1583,1625,2003,1327,539,350,98,10226,1506,1251,1392,1514,1926,2360,1587,1325,720,13583,28,17,19,14,24,17,8,3,0,126,386,299,326,347,362,265,166,124,39,2306,9,22,8,11,17,4,10,3,0,92,11179,7728,7709,7410,7108,6275,4390,2705,1004,55516,27,11,31,21,21,13,9,13,12,155,1301,810,935,1021,797,669,744,361,105,6744,88,44,69,78,63,54,42,18,3,465
