LGA_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
LGA26430,0,0,0,3,8,0,3,0,0,13,22,4,10,0,0,47,11,0,15,0,3,36,30,3,18,0,3,53,16,4,25,3,3,51,8,0,8,0,0,19,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,3,8,3,0,17,142,15,108,6,23,292
LGA26490,0,0,0,0,11,0,6,0,0,15,18,0,4,0,0,19,17,0,14,0,0,29,39,0,14,0,3,57,59,0,65,5,11,139,161,22,186,16,12,385,79,21,138,11,8,263,16,4,37,4,0,62,4,0,5,0,0,15,0,3,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,15,0,17,0,5,41,444,59,512,43,42,1102
LGA26610,5,0,0,12,44,0,27,0,3,74,82,11,62,4,3,159,54,13,41,4,4,113,67,4,71,6,4,155,31,13,41,3,3,94,16,4,16,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,12,3,3,37,347,44,318,34,31,776
LGA26670,0,0,0,5,11,0,8,0,0,17,20,3,17,0,3,43,8,0,7,0,0,19,10,4,11,0,0,29,11,0,5,0,0,13,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,81,6,71,3,7,168
LGA26700,0,0,0,4,17,4,11,0,0,30,72,5,36,4,6,124,50,7,29,3,4,95,91,6,71,3,7,184,77,15,109,12,13,214,26,8,53,4,6,93,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,7,0,0,23,374,45,355,33,35,846
LGA26730,0,0,0,0,23,0,11,0,3,34,66,4,20,3,0,102,60,0,25,5,6,99,123,13,75,7,21,239,216,14,185,8,16,447,75,20,148,24,23,278,17,8,25,7,0,51,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,0,6,0,3,28,623,64,511,56,76,1329
LGA26810,3,0,0,11,35,3,27,3,5,74,107,8,50,0,15,180,73,3,56,4,9,141,137,10,156,10,11,320,115,17,139,10,10,293,40,29,75,10,9,161,7,0,16,3,5,34,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,29,3,19,8,3,61,615,93,618,46,68,1445
LGA26890,0,0,0,3,10,0,4,4,0,25,10,0,13,0,0,20,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,64,8,58,6,0,134
LGA26980,3,0,0,17,64,5,14,0,4,87,113,0,20,0,6,143,86,5,11,0,6,109,184,7,87,12,12,299,667,31,390,46,49,1193,1462,129,1340,149,120,3198,517,78,627,128,67,1424,173,42,240,34,29,524,44,21,100,24,21,215,25,6,31,11,5,84,6,3,7,9,5,31,23,3,37,11,5,72,96,5,54,9,22,188,3608,353,3047,451,362,7826
LGA27070,0,0,0,10,24,4,19,3,7,54,58,0,37,4,13,109,40,4,30,4,11,92,176,17,191,12,37,431,1389,187,1816,121,181,3692,863,268,1568,193,241,3129,98,39,166,33,30,372,18,12,19,0,7,58,10,0,14,0,3,22,3,0,14,0,0,17,0,0,3,0,0,7,24,3,30,3,5,66,79,23,107,20,38,259,2891,566,4091,406,575,8533
LGA27170,0,0,0,3,28,7,9,0,0,45,95,4,45,3,10,159,107,10,63,9,12,202,230,23,234,5,29,519,276,44,287,22,23,663,113,40,204,22,27,404,13,3,26,3,0,47,6,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,22,8,9,0,3,43,911,134,902,76,105,2127
LGA27260,7,0,0,15,29,0,20,3,3,55,58,5,44,11,10,131,86,5,49,8,6,159,338,56,514,41,40,995,1760,320,2874,192,237,5381,1024,279,2012,169,193,3675,139,77,275,30,34,568,31,22,62,15,14,139,7,10,22,3,0,42,8,3,14,3,3,33,0,0,4,0,0,12,29,3,42,3,0,83,105,21,123,13,17,282,3729,819,6152,499,571,11769
LGA27350,6,0,0,28,72,3,47,11,7,135,162,14,94,11,15,287,46,7,36,9,11,117,110,17,66,13,13,224,487,7,100,16,29,640,1347,7,147,7,13,1529,1483,8,277,16,15,1788,947,9,220,7,8,1191,420,8,117,15,6,567,163,3,72,15,6,261,95,0,46,4,6,155,91,8,52,14,6,174,92,6,28,3,3,139,5631,102,1352,148,142,7367
LGA27450,6,0,0,9,45,0,20,3,5,65,50,3,22,3,9,83,45,8,25,4,4,84,87,11,82,6,11,190,300,50,346,29,48,770,467,72,564,66,86,1260,91,32,152,26,29,338,16,5,32,3,3,68,3,4,9,0,0,14,5,0,7,0,3,18,0,0,0,3,0,3,6,3,5,0,0,12,43,15,40,3,24,118,1252,211,1361,161,230,3211
LGA27630,3,0,0,6,9,0,14,0,0,27,27,3,16,3,0,54,4,0,3,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,77,9,56,4,3,152
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,15
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,3,0,0,11,12,3,42,0,12,67,3,3,26,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,85,0,11,143
LGA30300,0,0,0,3,7,0,10,0,0,13,14,0,12,0,5,27,13,5,7,3,3,27,11,0,9,0,0,24,12,5,13,0,0,27,5,0,13,0,0,18,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,22,116,13,116,5,16,275
LGA30370,17,0,0,33,38,0,28,3,0,66,40,6,17,0,0,70,21,3,27,0,3,57,41,3,48,3,4,101,63,12,60,3,6,143,42,10,67,4,0,124,0,0,11,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,25,4,3,62,379,47,380,28,32,869
LGA30410,0,0,0,4,10,0,8,0,7,28,7,0,7,0,4,15,8,0,7,0,0,9,3,0,9,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,3,24,66,7,74,3,15,163
LGA30450,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,0,0,18
LGA30760,0,0,0,3,11,0,4,0,0,16,14,0,3,0,0,23,6,0,5,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,62,4,38,3,3,111
LGA30900,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,26
LGA31000,8,3,0,60,384,13,99,23,29,554,815,55,253,39,54,1227,502,55,263,40,38,901,1348,99,785,54,126,2417,4887,257,2882,201,274,8498,14535,1026,9138,822,904,26430,7210,746,4933,659,613,14149,2430,350,2052,354,228,5410,922,192,880,193,116,2300,338,116,484,124,68,1127,180,44,269,61,16,578,264,96,429,113,57,960,588,86,351,52,82,1160,35041,3178,23205,2801,2677,66903
LGA31750,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,21
LGA31820,6,0,0,25,57,0,13,3,6,82,132,11,53,13,12,215,158,15,60,3,6,248,437,34,299,24,58,856,567,123,701,67,84,1550,176,85,270,37,26,590,17,3,29,0,6,61,5,0,3,0,0,8,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,0,0,6,55,5,34,9,8,115,1729,292,1527,156,223,3925
LGA31900,5,0,3,13,17,0,16,0,3,32,44,0,17,3,0,64,40,6,32,7,7,85,62,12,75,3,9,161,64,9,52,8,11,149,18,6,27,0,0,49,0,0,7,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,4,22,309,40,287,25,57,720
LGA31950,0,0,0,0,5,3,3,0,3,7,0,0,5,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,5,35
LGA32080,8,0,0,19,67,6,42,0,10,129,195,21,82,16,24,332,179,19,127,8,23,362,549,52,413,31,55,1105,1206,116,853,57,112,2346,1224,215,1285,111,134,2968,352,96,370,64,50,926,75,25,92,22,12,219,34,4,41,0,3,82,15,0,13,0,0,30,5,0,5,0,0,9,3,0,4,0,0,16,86,15,50,7,9,165,4097,580,3445,328,444,8897
LGA32250,0,0,4,0,16,0,12,0,0,24,18,0,9,0,5,32,3,0,7,0,3,12,5,0,7,0,0,13,7,0,5,0,0,12,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,12,100,4,70,0,10,183
LGA32260,5,0,0,20,26,0,20,0,0,45,85,4,48,3,4,152,81,7,72,0,5,162,165,19,144,12,23,360,136,25,147,9,21,332,56,12,73,7,12,160,7,0,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,19,3,3,40,635,82,586,39,71,1412
LGA32270,49,3,7,96,41,4,36,3,4,89,87,3,66,4,8,159,83,8,59,9,5,163,112,9,119,9,9,266,109,32,182,14,15,357,69,21,119,15,11,235,12,8,27,3,0,50,0,3,6,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,11,61,9,8,132,886,151,1108,101,104,2347
LGA32310,5,0,0,16,16,0,12,0,3,26,26,0,21,0,6,53,30,0,24,0,3,59,21,6,42,3,3,78,26,11,37,0,3,82,14,7,24,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,0,22,193,39,212,11,25,489
LGA32330,18,0,0,30,20,10,24,4,4,58,6,0,7,0,3,13,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,11,57,4,11,120
LGA32450,6,0,0,13,7,0,7,0,3,8,4,0,5,0,0,10,5,3,5,0,0,16,6,0,5,0,0,14,8,0,8,0,0,26,13,0,16,0,4,35,5,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,15,100,12,115,8,10,243
LGA32500,7,0,0,8,4,0,8,0,4,15,10,0,11,0,0,18,8,0,3,0,0,14,9,0,7,0,0,22,12,0,16,0,3,32,17,3,21,0,0,33,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,8,0,0,19,119,12,112,4,17,262
LGA32600,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,7,0,0,14
LGA32750,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,14,3,3,35
LGA32770,15,0,3,28,13,3,52,0,3,75,8,3,40,0,0,46,0,0,5,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,130,0,12,188
LGA32810,4,0,0,8,5,0,8,0,0,17,6,3,13,0,0,28,19,0,13,0,3,34,34,3,18,0,3,66,109,9,47,0,11,175,79,5,49,9,5,145,25,3,20,0,0,53,10,0,3,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,10,0,0,25,340,30,194,14,26,602
LGA33100,0,0,0,0,6,0,7,0,0,9,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,20,0,27,0,4,49
LGA33200,0,0,0,3,13,0,4,0,0,19,12,3,6,0,0,23,3,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,7,55,4,32,3,3,97
LGA33220,3,0,0,8,58,3,9,0,3,70,132,3,27,6,10,185,153,9,69,4,18,249,433,39,306,21,59,850,705,98,692,72,118,1678,257,107,416,43,52,872,33,8,44,3,13,105,9,4,9,0,0,16,3,0,3,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,46,9,26,6,4,91,1928,285,1651,158,274,4291
LGA33360,21,0,0,32,66,7,43,4,0,120,160,5,102,6,4,274,201,14,158,9,15,404,385,41,341,32,26,822,401,64,474,29,41,1012,180,43,256,23,31,535,34,12,72,10,4,127,10,4,26,0,0,40,0,0,11,0,0,15,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,42,4,54,3,0,104,1562,206,1607,123,126,3628
LGA33430,4,0,0,37,134,3,35,3,8,181,331,4,62,16,22,429,210,10,46,6,26,291,512,19,155,19,39,740,2704,52,1150,80,165,4151,6622,667,5432,460,702,13895,2906,590,3315,481,606,7892,952,253,1136,275,280,2894,429,148,505,118,124,1332,166,69,229,64,62,584,85,37,111,36,40,304,108,39,142,59,27,378,284,36,187,25,68,602,15835,1960,12640,1658,2194,34291
LGA33610,4,0,0,11,19,0,15,3,3,39,43,0,11,3,3,62,28,3,20,0,0,48,29,0,40,3,4,71,55,4,53,3,3,124,21,4,35,0,3,60,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,3,22,5,3,50,286,39,279,19,22,644
LGA33620,8,0,0,16,32,4,13,3,5,54,73,3,27,3,4,112,94,3,45,8,12,156,225,32,197,8,33,493,251,69,350,31,36,737,45,22,79,16,12,173,11,3,7,0,0,18,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,23,3,3,61,825,142,794,71,110,1943
LGA33800,3,0,0,8,22,0,10,0,0,37,34,0,22,0,10,65,30,3,16,4,4,60,27,5,36,3,8,74,19,3,19,7,3,60,4,0,3,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,10,181,28,142,22,29,397
LGA33830,5,0,3,18,9,3,28,0,7,46,7,0,11,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,11,55,4,17,116
LGA33960,4,0,3,22,58,0,36,3,3,101,146,17,67,10,12,245,129,22,75,8,18,240,711,95,768,54,111,1738,1653,323,2233,147,253,4621,1235,406,2128,171,251,4192,125,74,237,44,42,516,34,16,65,4,15,136,17,0,10,4,0,31,3,0,3,4,3,10,3,0,0,0,0,4,3,0,8,0,0,18,75,18,79,11,17,200,4249,983,5771,464,741,12215
LGA33980,103,7,4,171,54,12,82,6,5,164,68,12,67,0,3,145,54,3,60,4,3,130,88,4,83,5,7,182,63,10,125,0,9,207,36,12,68,4,3,122,6,4,23,0,0,41,4,5,5,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,74,5,4,133,894,162,1389,81,75,2602
LGA34420,13,0,4,25,10,0,7,0,0,21,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,52,6,60,0,14,130
LGA34530,0,0,3,16,20,0,3,0,3,26,22,0,15,0,8,44,34,3,10,0,5,51,54,4,34,0,11,104,157,15,171,9,23,380,166,52,259,27,36,535,49,20,59,19,9,148,0,3,5,0,0,14,3,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,3,10,0,0,42,580,105,593,64,101,1448
LGA34570,12,0,3,15,3,0,16,0,0,23,0,0,13,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,16,19,0,51,0,3,77
LGA34580,3,0,0,5,18,0,3,0,3,21,28,0,17,0,3,52,46,0,36,3,3,85,130,9,116,4,10,278,213,35,271,19,25,561,88,25,103,13,8,239,3,0,7,5,3,25,4,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,8,7,0,0,28,586,89,584,49,69,1381
LGA34590,4,3,0,18,98,7,47,3,23,173,266,28,111,9,43,456,99,12,66,13,16,216,406,44,399,27,65,936,1599,294,2196,160,250,4500,2145,635,3322,305,488,6897,344,184,602,94,149,1374,85,53,129,39,36,350,31,9,28,3,19,92,8,0,13,4,6,32,0,0,5,0,7,11,5,3,5,0,0,19,117,33,114,8,38,313,5348,1327,7125,685,1155,15647
LGA34710,3,0,0,9,9,0,3,0,0,16,9,0,6,0,0,14,14,0,10,0,0,25,18,0,9,3,0,33,16,0,13,0,0,34,11,0,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,16,108,13,102,8,7,236
LGA34770,6,0,3,25,62,7,29,5,4,111,175,8,79,4,11,281,183,11,122,10,9,332,407,34,325,22,36,826,861,74,804,54,71,1869,557,133,728,65,91,1577,73,39,117,27,30,286,22,11,23,3,3,61,5,0,13,0,0,18,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,61,6,45,5,17,133,2554,342,2386,208,288,5787
LGA34800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,23,0,19,0,3,53
LGA34830,0,0,0,0,7,0,7,0,0,10,0,5,9,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,0,0,36
LGA34860,14,0,0,15,26,5,10,0,0,45,24,3,23,0,4,61,30,0,27,0,0,65,57,4,32,4,3,98,64,9,75,5,7,163,23,5,43,3,3,82,3,0,8,0,0,12,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,17,4,18,8,0,42,329,37,333,27,28,760
LGA34880,3,0,3,14,16,4,13,0,3,38,42,7,32,0,3,82,23,4,20,0,4,60,47,0,66,0,10,121,56,11,95,10,11,188,48,17,56,3,14,138,5,4,13,3,0,21,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,11,0,0,28,321,61,366,30,53,819
LGA35010,4,0,0,29,145,10,34,4,24,207,347,24,97,12,35,508,208,22,91,5,29,361,785,74,682,41,88,1660,2603,227,2326,152,353,5656,3405,731,4683,424,603,9846,599,257,1012,166,177,2209,178,78,273,49,74,655,54,42,106,18,23,239,21,12,40,8,8,94,5,3,8,3,3,18,4,10,11,0,3,32,167,18,142,24,40,390,8742,1515,9591,925,1478,22251
LGA35250,5,3,0,17,7,0,36,0,4,46,12,0,15,0,0,23,0,0,0,0,0,5,0,0,3,0,0,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,49,8,79,3,6,147
LGA35300,4,0,0,24,13,3,15,0,0,35,37,0,34,0,4,74,34,0,29,0,3,68,59,0,41,0,3,104,107,10,83,7,9,217,130,18,151,12,8,321,73,9,102,9,5,207,24,3,31,3,4,59,8,0,3,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,3,22,3,0,58,641,60,607,45,38,1400
LGA35600,7,0,0,4,11,0,3,0,0,15,18,0,16,0,0,31,21,0,11,0,0,33,12,4,13,0,0,29,4,0,7,0,0,9,4,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,18,100,11,104,3,3,228
