LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA23940,6,4,0,3,0,0,0,0,0,0,41,5,0,3,5,3,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,11,3,0,0,0,0,0,0,3,39,4,5,4,6,0,0,0,0,0,0,0,0,18,124,51,96,115,43,23,10,0,0,0,5,24,496
LGA24130,0,7,8,28,90,111,26,10,9,11,308,17,0,0,5,6,14,43,102,22,6,3,7,227,8,0,3,4,3,0,22,36,18,10,8,0,108,7,0,3,0,0,4,18,40,29,5,6,6,113,8,0,0,0,0,0,8,28,19,9,11,0,82,10,0,0,7,3,20,50,44,16,3,3,6,153,3,3,7,0,4,0,3,7,0,0,0,14,48,179,44,115,110,131,237,595,600,175,48,46,98,2383
LGA24210,7,3,4,19,97,459,219,76,39,19,993,28,0,4,3,5,9,61,370,237,86,46,21,868,16,0,4,0,0,12,33,146,142,73,40,9,472,21,0,4,7,3,4,20,176,200,118,71,17,635,19,0,3,3,0,6,11,75,127,98,92,14,452,25,0,6,14,0,6,47,170,165,81,51,37,599,11,0,5,0,0,4,5,32,18,5,15,46,148,396,9,137,163,76,180,751,2628,1700,709,468,331,7551
LGA24250,4,3,5,10,24,12,0,0,0,5,65,10,0,0,4,3,5,16,9,0,0,0,5,51,0,0,0,0,0,3,7,5,0,0,0,4,21,4,0,0,0,0,3,6,0,0,0,0,3,21,3,0,0,0,0,0,0,0,0,0,4,0,13,9,0,0,5,7,0,9,6,0,0,0,0,42,0,0,6,3,6,5,3,0,0,0,0,0,22,91,9,60,74,63,77,166,55,6,3,12,32,651
LGA24330,21,33,37,140,514,635,185,41,37,35,1706,7,3,11,15,25,75,306,652,256,69,34,32,1487,7,0,5,10,13,21,125,330,197,54,24,8,796,9,0,13,3,3,14,91,267,253,130,65,21,869,3,0,5,0,0,4,33,100,139,72,62,14,439,19,11,22,34,26,57,184,268,124,58,37,44,882,13,4,47,15,23,23,43,29,15,0,5,50,272,353,110,818,689,733,1386,3222,3613,1482,497,375,469,13743
LGA24410,15,13,10,50,470,621,123,11,25,28,1387,15,3,8,9,6,31,246,507,148,27,5,15,1014,6,0,0,4,0,8,107,238,80,11,13,0,479,13,4,0,6,0,9,56,204,122,27,13,9,462,4,0,0,3,0,0,9,58,48,25,9,9,165,12,4,10,22,13,21,132,211,72,25,14,25,554,7,3,18,11,12,7,35,21,4,0,3,50,181,268,57,435,379,232,566,3047,3202,800,164,127,322,9601
LGA24600,25,33,25,93,418,1500,988,506,339,99,4120,67,5,25,27,15,59,221,1170,1188,604,461,76,3927,51,0,10,10,6,23,72,524,555,301,292,21,1863,65,0,16,15,12,31,92,559,881,597,736,57,3056,46,0,4,4,8,8,18,185,473,422,734,35,1943,45,6,35,46,29,53,146,418,598,415,564,89,2446,46,8,76,35,16,74,171,266,208,119,199,160,1383,1141,164,1133,897,575,1629,4184,9295,8783,5338,4925,1278,39329
LGA24650,8,11,16,183,518,342,43,11,12,15,1185,18,0,8,4,13,86,322,309,55,3,11,10,845,7,0,7,4,7,37,148,165,34,3,9,10,427,14,6,6,7,3,25,95,159,29,11,3,10,360,3,0,0,0,3,11,32,50,24,8,6,8,137,10,0,8,9,20,91,189,157,31,3,8,36,569,7,6,6,13,7,35,37,26,3,0,0,43,190,263,45,183,293,339,1756,3220,2117,328,57,71,306,8987
LGA24780,18,78,49,114,161,34,4,3,3,15,534,17,0,16,25,19,68,102,41,4,0,4,4,292,3,0,5,7,8,30,33,22,3,0,0,4,120,11,0,8,12,8,20,29,23,4,0,3,3,130,4,0,0,6,10,8,13,11,0,0,3,9,55,14,3,16,48,43,67,104,49,7,0,0,14,364,27,12,47,46,21,26,17,0,5,0,0,45,248,386,133,700,1269,757,1167,1075,307,51,16,43,252,6163
LGA24850,3,16,19,109,152,47,8,3,3,21,386,10,0,4,3,6,55,109,55,6,0,3,12,267,4,0,3,0,3,32,51,14,5,0,0,3,119,8,0,0,0,3,23,36,20,5,0,0,3,92,3,0,3,0,3,6,16,8,0,0,4,3,52,6,0,3,14,14,46,72,31,3,0,4,10,203,4,0,13,12,8,16,5,3,0,0,0,20,84,165,33,201,285,245,660,1016,324,47,9,21,121,3119
LGA24900,18,49,37,48,54,21,0,0,3,9,265,19,0,10,10,17,24,28,10,0,0,3,9,129,14,0,5,4,5,13,15,7,3,0,0,4,70,3,0,3,3,0,7,8,3,3,0,0,0,33,8,0,0,3,0,7,4,5,0,0,0,0,27,14,0,9,33,14,32,17,12,0,0,0,5,141,13,0,28,15,19,6,6,5,0,0,0,19,111,272,34,367,530,356,446,334,132,13,0,14,120,2614
LGA24970,32,28,22,54,370,1000,453,145,92,48,2311,52,3,15,37,17,31,266,945,527,170,103,36,2209,19,0,6,8,5,17,141,457,342,118,67,22,1212,29,3,14,22,9,18,76,432,397,196,99,30,1325,17,0,10,6,3,12,25,165,243,172,117,24,795,28,0,23,32,14,31,138,430,282,142,97,62,1284,19,5,26,12,5,17,24,43,30,16,18,67,289,630,77,758,699,341,742,2609,6250,3458,1434,932,645,18585
LGA25060,15,21,25,117,519,706,231,59,45,34,1814,31,3,5,19,11,77,358,757,262,84,50,31,1684,27,0,4,7,6,25,128,366,205,60,36,15,873,16,0,13,4,4,23,108,316,288,128,87,25,1017,8,0,6,4,3,3,27,113,164,113,122,7,579,25,4,30,28,27,42,164,277,173,84,50,49,943,24,6,41,22,9,9,36,34,11,8,6,62,268,526,148,894,605,367,1215,3079,4099,1725,649,502,451,14267
LGA25150,5,11,20,43,105,32,4,0,0,10,254,9,0,3,6,8,24,71,40,3,0,3,3,163,0,0,0,0,3,11,41,22,0,0,3,0,78,3,0,0,0,0,13,21,21,0,0,0,0,73,0,0,0,0,3,0,11,9,0,3,0,0,30,12,0,4,4,9,18,39,10,0,0,0,10,107,3,4,8,8,4,12,4,0,0,0,0,10,52,141,27,173,171,207,380,650,209,16,8,12,80,2080
LGA25250,32,44,31,160,857,1257,421,124,124,58,3167,35,3,14,27,24,91,515,1204,578,170,104,38,2811,21,0,9,8,11,34,224,682,380,138,92,23,1630,22,0,13,10,9,28,160,512,447,246,115,25,1579,24,0,0,8,6,6,39,152,183,157,167,19,759,32,5,29,41,38,91,340,506,355,203,173,96,1912,16,9,46,16,18,44,66,54,22,6,9,75,380,659,127,875,705,586,1754,5456,7089,3111,1290,1032,669,23351
LGA25340,14,20,20,116,436,489,141,34,26,31,1400,38,0,13,8,19,71,232,354,138,44,38,20,961,18,0,4,9,9,28,96,161,83,30,21,13,480,15,0,3,0,7,16,47,99,95,41,53,14,400,15,0,0,0,8,7,20,45,70,42,91,7,309,36,3,24,25,23,62,200,216,91,40,32,36,801,10,0,34,27,18,41,57,34,4,0,8,72,317,666,64,615,576,534,1527,3470,2732,922,298,361,431,12203
LGA25430,0,8,3,15,43,22,3,0,0,0,102,4,0,0,0,3,4,32,10,0,0,0,5,66,0,0,0,3,5,0,12,9,0,0,0,0,29,4,0,3,0,3,0,6,9,0,0,3,0,30,0,0,0,0,0,0,5,0,3,0,0,0,13,0,0,3,4,8,10,27,8,5,0,3,0,76,3,3,14,5,3,10,6,0,0,0,0,11,46,98,11,149,131,120,230,382,123,21,9,14,47,1330
LGA25490,9,20,12,16,27,16,4,0,4,13,160,22,0,6,13,6,12,15,13,3,0,0,3,92,16,0,0,3,0,3,4,4,0,0,0,3,40,6,0,0,5,0,8,4,4,0,0,0,3,30,3,0,0,0,0,0,3,5,0,0,0,3,23,22,0,4,5,11,12,12,4,0,0,0,3,76,4,0,9,9,0,5,4,0,0,0,0,6,37,277,17,141,182,114,171,142,88,7,4,9,68,1226
LGA25620,3,4,9,22,30,10,0,0,0,4,83,10,0,5,3,4,10,6,3,3,0,3,0,59,5,0,0,0,3,3,3,0,0,0,0,0,22,0,0,0,0,0,3,0,7,0,0,0,0,11,7,0,0,0,0,0,0,3,0,0,0,3,10,4,0,4,7,6,10,14,4,3,0,0,3,49,0,0,6,6,3,4,4,0,0,0,0,7,32,99,12,82,127,116,178,133,56,13,3,7,40,858
LGA25710,3,5,7,9,45,92,43,14,9,12,242,9,0,4,0,3,4,31,83,56,19,4,6,215,13,0,0,0,0,3,7,43,19,12,7,5,117,3,0,0,3,0,3,6,40,48,21,16,0,151,5,0,0,0,0,3,4,7,30,20,17,0,89,13,0,0,5,0,3,24,45,24,16,13,6,152,8,0,5,0,0,3,4,0,0,0,0,15,39,139,14,99,57,49,75,337,562,299,114,80,85,1910
LGA25810,5,14,14,11,4,5,0,0,0,3,72,7,4,8,9,7,10,7,0,0,0,0,8,65,3,0,0,3,0,3,6,3,0,0,0,6,25,3,0,0,6,0,4,0,0,0,0,0,5,20,0,0,0,0,0,0,4,0,0,0,0,3,15,5,0,11,13,10,13,0,0,0,0,0,0,55,6,0,13,10,0,3,0,0,0,0,3,11,41,108,23,235,325,145,125,42,12,5,0,19,58,1097
LGA25900,12,26,28,155,664,1270,592,210,194,52,3261,27,4,3,19,13,63,375,1228,790,342,300,39,3210,13,0,5,7,5,25,106,513,464,229,211,22,1601,27,3,3,9,5,29,111,552,749,511,614,43,2649,19,0,3,0,0,11,26,124,297,390,874,26,1774,27,0,16,39,21,32,133,376,355,238,369,39,1643,15,3,64,33,23,33,42,68,25,29,51,106,493,532,146,1123,787,533,1451,3705,6446,4159,2325,3030,646,24879
LGA25990,6,9,10,3,3,0,0,0,0,3,45,9,0,3,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,11,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,3,3,0,3,0,0,0,0,21,3,0,0,0,4,4,0,0,0,0,0,3,15,91,12,64,71,54,51,29,11,4,0,3,24,411
LGA26080,0,0,0,0,5,10,0,0,0,0,16,3,0,0,0,0,0,3,4,0,0,0,0,12,3,0,0,0,0,0,0,6,0,0,0,0,14,3,0,0,0,0,0,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,4,0,0,0,0,18,0,0,4,0,0,0,3,0,0,0,0,0,8,27,3,12,19,9,22,60,54,11,3,4,11,225
LGA26170,5,17,20,47,41,9,0,0,0,8,180,17,3,4,4,14,35,18,13,0,3,0,5,108,9,0,0,3,3,11,15,0,0,0,0,0,53,12,0,3,3,3,14,8,3,0,0,0,0,48,8,0,0,4,0,3,4,0,0,0,0,3,29,8,4,5,19,10,22,30,4,0,0,0,3,102,5,3,15,10,6,3,3,0,0,0,3,15,69,276,62,180,282,288,508,297,50,6,5,21,87,2064
LGA26260,9,17,17,34,25,5,0,0,0,5,138,10,0,9,9,5,11,15,3,0,0,0,3,69,5,3,4,0,4,11,5,3,0,0,0,0,36,6,0,3,0,3,7,11,3,0,0,0,3,39,10,0,0,4,0,3,3,3,0,0,0,0,17,12,4,12,15,19,17,9,0,0,0,3,0,89,6,5,14,3,4,8,3,0,0,0,0,5,50,206,39,253,268,190,243,117,29,3,0,5,46,1419
LGA26350,4,26,13,113,624,1085,397,172,145,34,2661,36,3,6,26,18,46,374,1057,594,294,222,46,2716,14,0,3,10,5,15,116,425,398,180,171,26,1372,35,0,4,12,11,16,108,488,541,430,521,39,2213,31,0,3,4,9,9,37,161,257,356,773,25,1669,35,6,18,29,15,22,126,353,302,229,313,62,1508,24,6,45,14,5,33,40,57,27,14,28,76,377,530,108,779,493,308,1054,3241,5859,3369,2062,2559,590,20950
LGA26430,3,11,9,18,15,9,0,0,0,10,96,3,0,7,6,3,5,6,6,0,0,0,3,40,3,0,0,0,3,0,3,3,0,0,0,0,19,8,0,0,0,0,3,0,0,0,0,0,0,14,7,0,0,0,3,0,0,0,0,0,0,0,9,8,0,0,7,4,13,5,3,0,0,0,3,49,5,0,9,3,0,6,3,0,0,0,0,5,36,134,10,112,149,102,157,86,31,3,4,9,41,847
LGA26490,8,5,13,16,56,124,57,6,3,3,299,21,0,4,6,4,3,37,107,62,11,5,7,264,9,0,0,3,0,7,4,59,38,6,3,4,143,12,0,0,0,0,7,9,33,51,16,6,6,139,3,0,0,0,0,4,3,21,37,11,7,0,82,3,0,3,3,3,4,20,62,47,10,4,0,172,3,0,3,3,0,3,7,6,3,4,0,13,35,151,15,66,89,84,159,354,658,383,85,43,79,2169
LGA26610,20,41,30,40,31,8,0,0,0,5,202,21,5,8,16,16,31,17,3,0,0,0,3,123,7,0,3,5,8,12,5,7,0,0,0,8,49,11,3,3,4,5,7,3,9,0,0,0,0,46,0,0,6,3,0,6,3,4,0,0,0,0,24,15,0,16,22,26,14,21,9,0,0,0,9,129,15,11,24,27,7,14,3,4,0,0,4,17,125,231,67,340,474,306,362,173,77,4,7,14,99,2157
LGA26670,0,8,3,7,3,0,0,0,0,4,46,6,0,6,0,0,6,0,0,0,0,0,0,22,5,0,0,3,0,3,0,0,0,0,0,0,16,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,3,3,0,0,0,0,0,12,0,0,3,4,0,0,0,0,0,0,0,0,7,83,14,88,116,44,57,21,9,0,0,0,14,451
LGA26700,5,26,22,58,59,19,3,0,0,3,223,10,0,0,6,16,28,44,23,0,0,0,4,139,8,0,0,3,0,8,21,13,0,0,0,0,49,8,0,0,3,6,4,13,12,0,0,0,4,40,3,0,0,0,5,6,3,5,3,0,4,0,20,4,0,8,15,7,21,32,13,0,0,0,5,117,10,0,19,24,3,13,0,0,0,0,0,26,96,185,36,329,503,313,528,407,146,16,3,5,103,2575
LGA26730,6,17,25,86,169,81,12,0,0,4,415,5,0,6,9,10,38,98,78,13,0,0,9,271,3,0,0,3,8,10,42,32,8,0,0,4,120,6,7,10,0,3,10,20,47,7,0,3,0,113,0,0,0,0,0,0,12,20,4,0,0,5,48,5,0,8,14,22,42,61,46,8,0,0,10,214,9,0,18,19,13,25,17,3,4,0,0,27,123,140,54,401,467,445,757,971,493,68,14,16,119,3946
LGA26810,23,42,31,83,79,44,8,0,0,16,375,10,0,7,12,17,57,62,36,7,0,10,15,230,17,0,3,3,7,20,38,12,3,0,0,9,104,11,4,4,3,9,23,26,38,15,5,0,12,150,9,0,0,3,0,9,16,26,8,0,3,0,70,14,0,12,34,27,46,49,37,8,0,0,17,251,9,3,19,16,7,18,3,0,0,0,0,24,106,362,67,460,628,461,743,576,284,56,9,23,180,3852
LGA26890,9,7,0,0,0,0,0,0,0,0,28,8,0,6,0,0,0,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,3,0,0,0,0,0,0,8,12,0,3,6,0,0,0,0,0,0,0,3,25,0,0,3,3,0,0,0,0,0,0,0,0,11,128,28,67,39,9,4,0,0,0,0,0,24,308
LGA26980,31,33,20,53,369,942,304,74,52,46,1977,37,0,15,30,16,39,255,809,368,113,62,42,1782,14,0,11,11,11,22,84,444,216,79,58,22,978,31,3,18,12,3,9,76,335,279,113,98,15,996,17,0,8,0,0,3,30,123,151,97,106,15,561,38,6,25,42,21,29,138,399,212,76,72,65,1116,23,8,35,15,16,23,16,53,31,10,12,59,301,622,132,758,626,591,850,2586,5624,2446,837,691,593,16345
LGA27070,20,21,19,102,944,870,84,15,28,57,2212,30,3,9,14,9,53,596,689,71,8,31,27,1546,17,0,3,7,3,34,262,348,53,5,13,13,747,11,0,3,9,3,13,143,269,59,5,7,14,544,4,0,0,0,0,6,52,122,28,16,6,5,245,25,0,11,26,12,65,401,367,60,11,15,63,1047,14,0,10,9,16,22,92,39,7,0,0,66,284,474,49,309,383,253,965,6811,4927,557,117,212,516,15577
LGA27170,12,24,44,160,209,112,12,0,0,10,589,5,0,4,17,21,97,151,121,11,0,0,10,434,3,0,0,9,9,28,75,53,13,0,3,7,197,0,0,8,8,3,24,33,42,13,0,0,0,134,0,0,4,3,0,3,9,17,0,5,0,3,40,4,0,20,21,38,69,81,77,3,4,0,6,327,4,3,19,24,15,11,15,4,0,0,0,44,140,129,42,495,601,631,1122,1223,655,62,14,23,145,5136
LGA27260,16,25,33,243,1460,844,107,19,37,33,2859,42,0,7,10,18,150,979,860,123,21,23,28,2261,12,0,0,7,9,58,440,486,70,24,15,16,1134,15,3,0,7,4,40,294,435,110,33,13,11,976,12,0,7,0,0,10,109,205,72,22,21,13,467,26,5,23,24,24,107,534,391,78,22,18,84,1333,9,0,16,15,18,27,70,50,3,0,4,97,303,413,44,332,418,476,2177,8577,5069,756,187,239,559,19245
LGA27350,18,31,34,90,332,770,401,210,154,34,2103,29,3,12,11,5,44,215,751,709,366,233,38,2427,15,0,7,3,0,20,78,319,476,302,227,21,1477,28,3,7,4,8,9,70,300,698,624,536,40,2326,9,0,0,6,5,16,23,97,287,433,876,30,1784,16,8,51,58,29,46,103,218,351,336,501,73,1787,14,13,71,15,21,10,29,35,17,13,18,75,338,479,247,1520,848,534,894,2112,3720,3613,2599,2886,579,20036
LGA27450,19,16,25,43,229,420,78,13,18,31,930,39,0,11,12,14,31,158,360,83,11,7,11,744,20,0,5,3,3,5,42,149,51,14,4,0,306,14,3,3,0,4,6,28,98,53,16,4,12,246,8,0,3,3,0,3,16,36,39,12,5,3,121,20,3,12,9,11,29,123,183,46,16,7,38,490,9,5,15,11,7,22,24,26,5,0,0,56,185,412,65,348,348,380,700,2000,2359,473,101,84,323,7602
LGA27630,11,13,0,0,0,0,0,0,0,6,38,11,0,4,8,3,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,28,3,3,0,6,0,0,0,0,0,0,0,6,14,119,29,102,142,24,8,3,3,0,0,0,27,463
LGA29399,0,0,0,0,5,3,3,4,11,0,25,5,0,0,3,0,0,0,0,0,0,10,5,28,3,0,0,0,0,0,0,0,0,0,4,3,19,0,0,0,0,0,0,0,0,0,3,17,7,26,3,0,0,0,0,0,0,0,0,0,58,9,72,3,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,5,0,7,33,3,6,3,3,11,13,3,11,8,127,42,256
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,5,4,0,0,0,0,0,0,0,0,25,3,3,5,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,68,29,114,42,0,0,0,3,0,0,0,9,264
LGA30300,6,3,8,9,15,8,0,0,0,5,84,21,0,0,3,3,4,10,0,0,0,0,3,50,11,0,0,0,0,3,4,0,3,0,0,0,25,10,0,0,0,0,0,3,3,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,7,0,3,4,0,0,0,0,7,41,5,0,3,0,3,0,0,0,0,0,0,3,12,173,8,76,74,54,60,57,26,3,0,4,47,577
LGA30370,19,14,12,25,43,34,3,0,0,13,223,41,17,23,13,11,33,37,40,4,0,0,11,233,27,7,11,0,3,9,14,18,0,0,0,9,100,40,7,12,7,3,14,34,25,8,3,0,4,144,13,7,7,3,0,8,14,14,3,0,0,12,91,24,4,7,17,13,12,19,8,0,0,0,6,114,10,3,3,4,7,3,3,3,0,0,3,13,41,372,85,211,175,130,199,265,184,23,7,11,120,1776
LGA30410,3,3,4,4,0,0,0,0,0,5,35,14,7,3,3,0,7,0,0,0,0,0,3,38,10,0,0,0,0,0,0,0,0,0,0,3,24,5,0,5,0,0,0,0,3,0,0,0,3,19,3,0,0,0,0,0,0,0,0,0,0,3,5,12,0,7,3,3,3,0,3,0,0,0,4,37,0,0,3,0,0,3,0,0,0,0,0,0,9,129,18,56,36,27,27,10,3,0,0,0,44,352
LGA30450,3,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,5,9,0,0,0,0,0,0,0,9,64
LGA30760,4,3,3,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,3,0,0,0,0,0,0,14,3,3,3,0,0,0,0,0,0,0,0,0,7,83,15,55,49,20,14,0,0,0,0,0,12,241
LGA30900,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,10,5,4,3,0,0,0,0,0,7,76
LGA31000,155,289,251,789,2932,9730,4110,1131,640,283,20613,201,4,80,171,152,392,1674,8221,4701,1426,948,237,18205,119,7,44,72,64,187,658,3763,2946,1069,626,117,9679,139,12,85,84,73,135,507,2841,3390,1847,1658,160,10919,100,0,21,34,32,54,171,824,1413,1254,2122,99,6124,182,28,196,286,204,334,1056,3623,2610,1202,1132,416,11262,108,69,250,153,89,128,205,419,219,86,109,516,2355,3669,1434,6692,5973,3726,7642,20825,51560,26461,10263,8754,3873,150870
LGA31750,3,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,12,0,0,0,0,0,4,0,0,8,49
LGA31820,20,24,38,206,423,159,19,0,7,19,957,25,3,8,21,25,86,232,111,21,0,3,11,543,9,0,0,8,8,26,76,68,9,0,0,5,215,18,4,7,13,9,23,57,53,12,3,4,8,209,5,0,0,3,3,7,26,23,12,0,0,3,85,25,5,19,32,22,116,214,92,7,3,3,30,570,14,10,39,41,45,56,48,11,3,0,4,64,340,474,163,627,1022,1043,2486,3223,963,124,24,64,360,10572
LGA31900,4,21,15,38,41,10,0,3,0,11,182,22,7,7,4,6,24,30,14,5,0,0,4,123,15,3,0,5,3,4,10,3,0,0,0,0,55,14,3,3,0,3,8,8,5,0,0,0,3,58,16,0,0,0,0,3,3,5,0,0,0,0,32,13,0,5,9,20,29,20,5,0,0,0,10,108,3,3,5,14,7,8,7,0,0,0,0,14,64,249,43,156,306,292,415,250,70,13,9,8,75,1890
LGA31950,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,16,14,3,3,0,0,0,0,0,7,54
LGA32080,22,55,93,308,781,917,210,34,31,39,2534,48,3,18,39,48,173,487,799,202,49,30,26,1926,18,0,8,12,15,42,166,346,160,27,30,11,835,17,3,10,14,13,48,114,265,158,69,38,8,760,8,0,0,6,6,8,32,114,92,52,51,8,380,28,3,66,108,79,199,398,504,186,45,29,52,1709,32,8,47,76,52,63,75,54,15,3,16,114,559,639,225,1122,1849,1656,3332,5458,5253,1393,364,321,575,22184
LGA32250,5,10,4,7,5,3,0,0,0,0,51,21,0,0,11,3,3,5,0,0,0,0,0,46,10,0,5,0,0,0,0,0,0,0,0,3,22,12,0,3,5,0,0,0,0,0,0,0,3,19,0,0,3,4,0,0,0,0,0,0,0,0,11,6,0,10,16,8,0,0,0,0,0,0,0,48,0,3,0,3,0,3,0,0,0,0,0,3,21,103,14,51,82,30,29,29,10,3,0,0,32,380
