LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA40220,22,12,3,5,8,4,0,0,0,57,221,117,94,138,145,175,137,83,26,1132,0,0,0,0,0,0,0,0,0,0,3,6,8,3,4,3,9,0,0,36,71,55,29,35,46,49,37,20,6,341,17,10,12,11,42,88,71,40,21,317,4,0,3,4,4,9,21,4,0,52,0,3,4,4,3,0,8,9,8,42,390,241,126,300,422,579,643,317,145,3160,160,83,67,77,109,126,79,30,3,727,18,24,6,17,13,4,7,4,0,96,1757,1047,759,1360,1847,2364,2381,1267,433,13219,3,0,10,6,5,0,0,0,0,24,0,4,6,6,3,6,0,0,0,23,0,0,0,0,0,0,6,0,0,5,8,3,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,6,16,12,10,29,23,24,3,5,0,117,21,14,6,29,27,25,3,5,0,140,1762,970,853,1031,1034,1011,612,267,101,7647
LGA40250,0,0,0,0,0,0,0,0,0,0,44,29,29,20,11,6,4,3,0,144,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,8,0,4,0,0,3,0,0,0,18,5,0,0,3,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,5,131,95,75,61,58,35,10,9,0,482,13,16,8,9,9,3,6,3,0,65,0,0,0,0,0,0,0,0,0,0,216,156,139,107,100,79,34,25,7,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,245,213,167,110,63,30,18,11,7,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,213,167,110,59,30,18,11,7,860,84,74,95,60,53,40,10,5,0,426
LGA40310,9,4,0,6,4,4,0,0,0,24,1365,589,603,740,805,815,586,477,251,6235,0,3,0,0,0,0,0,0,0,3,7,4,0,5,5,0,4,0,3,25,32,37,25,17,38,40,20,12,4,225,18,6,9,29,36,40,31,16,4,200,3,4,3,4,3,4,4,4,0,28,3,0,3,0,3,3,0,3,0,12,246,138,116,233,307,385,272,174,87,1963,67,56,42,54,66,48,41,12,7,395,18,10,4,16,7,6,10,0,0,66,2630,1324,1255,1915,2172,2224,1551,1035,487,14595,3,0,5,3,0,0,0,0,0,9,6,0,0,5,0,0,0,0,0,15,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,6,17,10,11,3,0,0,73,9,7,6,18,12,11,3,0,0,70,1331,847,801,907,818,578,239,92,30,5643
LGA40430,0,0,0,0,0,0,0,0,0,0,16,10,4,14,13,15,16,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,13,5,5,41,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,8,0,0,3,17,130,40,45,104,121,135,141,108,52,879,5,3,0,0,4,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,232,91,94,180,228,311,264,173,80,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,3,0,0,9,116,59,58,70,99,95,43,17,11,571
LGA40520,11,3,4,4,4,0,0,0,0,20,145,103,96,113,165,154,81,59,24,933,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,12,30,22,19,21,20,25,9,7,0,144,14,3,3,11,14,27,17,10,0,98,11,11,3,3,10,3,3,0,0,47,7,3,3,3,3,10,3,0,8,48,128,89,65,119,167,244,183,122,58,1184,35,22,11,21,24,18,13,11,0,164,0,0,0,0,0,0,0,0,0,6,964,549,485,730,982,996,729,548,220,6202,3,0,8,0,3,0,0,0,0,14,6,0,4,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,26,22,30,21,20,16,12,0,5,148,0,4,3,7,4,8,0,5,3,32,32,23,39,25,23,23,12,5,3,187,834,452,439,424,365,270,126,61,12,2977
LGA40700,6,8,7,3,12,7,4,0,3,56,126,82,71,101,141,146,108,85,48,910,4,3,5,4,4,0,7,0,0,27,8,13,3,9,11,4,0,0,0,53,46,48,39,35,41,40,19,6,3,276,72,41,32,67,81,106,93,62,41,604,0,3,0,0,8,0,3,10,9,31,3,0,3,0,5,0,3,0,0,25,400,378,167,362,513,580,529,412,271,3620,112,119,100,86,92,132,67,26,17,747,13,5,4,16,11,9,19,5,4,90,3848,2908,1583,2828,3785,3679,2914,2205,1139,24888,108,65,123,99,71,42,33,7,3,564,80,81,81,66,33,18,12,3,3,386,25,17,11,20,22,39,15,10,3,168,0,0,0,0,0,0,0,0,0,3,14,14,21,19,8,8,5,4,0,104,29,21,26,30,35,25,17,21,9,208,46,35,47,42,43,34,27,27,9,311,1947,2137,1471,1482,1623,1453,726,358,165,11371
LGA40910,47,30,21,24,12,14,6,6,0,176,150,96,111,144,136,127,169,130,56,1123,27,22,9,12,19,8,3,0,0,103,13,18,14,14,10,6,6,4,4,100,119,86,74,93,80,79,52,25,3,616,76,68,49,77,76,54,54,59,25,539,10,11,9,6,12,18,22,27,10,120,6,12,4,3,4,10,8,8,6,58,320,275,213,314,338,468,535,393,223,3091,147,143,123,127,121,102,80,23,14,892,12,4,5,6,3,5,3,3,0,52,5123,3814,2915,4362,4616,3789,3864,2838,1042,32363,177,94,222,156,79,34,26,5,3,788,181,87,154,93,59,32,4,7,0,618,14,8,10,7,9,5,3,0,0,55,0,0,0,0,0,0,0,0,0,4,66,84,181,47,17,17,9,0,0,426,50,51,50,42,57,44,15,15,8,337,119,139,230,92,77,58,22,15,8,764,1743,1630,1605,1435,1110,839,501,253,145,9258
LGA41010,0,0,0,0,0,0,0,0,0,3,242,131,118,131,108,88,52,6,5,895,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,14,3,5,3,7,5,0,0,0,34,3,3,0,0,9,16,6,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,55,7,24,38,67,68,60,38,17,367,3,3,3,3,3,7,7,3,0,33,0,0,0,0,0,0,0,0,0,0,512,251,236,315,335,347,223,108,42,2379,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12,4,3,0,3,0,0,0,0,0,11,181,124,131,123,99,80,28,4,0,767
LGA41060,26,22,31,7,29,32,6,15,3,174,307,260,253,277,316,292,204,199,77,2182,62,23,50,39,17,11,3,3,0,206,25,23,20,37,26,23,17,14,5,182,220,170,135,140,180,172,85,58,12,1173,49,37,54,85,125,185,150,123,52,858,13,9,6,16,35,32,30,14,11,180,20,23,12,16,16,8,7,4,6,111,677,532,476,696,1038,1192,1077,923,530,7142,277,217,240,221,240,158,121,50,20,1560,17,17,13,17,9,18,21,8,4,127,9678,7246,6518,8843,9929,8896,7157,5894,2628,66798,202,114,444,168,37,34,10,5,0,1006,643,384,419,310,170,62,36,7,0,2034,10,3,13,11,8,10,3,6,6,62,4,0,0,0,0,4,0,0,0,11,111,164,381,57,10,4,3,0,0,741,47,57,71,75,60,57,26,14,0,413,167,224,451,128,77,68,27,12,4,1159,4111,3653,4141,3519,2980,2248,947,528,273,22391
LGA41140,0,0,0,0,0,0,0,0,0,8,177,86,74,103,98,107,53,52,27,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,18,11,4,6,13,12,12,8,0,79,3,3,0,3,20,16,10,11,3,71,0,0,3,0,0,5,4,0,0,13,0,0,0,0,0,0,3,0,0,7,226,114,97,194,221,233,236,142,76,1549,29,15,24,13,26,18,15,7,0,145,3,3,6,3,0,3,5,0,0,15,979,476,467,677,806,897,728,422,185,5634,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,6,9,3,0,0,33,0,7,9,6,6,9,3,0,0,31,546,338,263,325,328,289,108,40,8,2244
LGA41190,0,0,0,0,0,0,0,0,0,0,35,22,13,20,36,19,20,16,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,4,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,82,32,28,62,80,85,50,41,19,486,29,7,5,15,3,9,5,6,0,71,0,0,0,0,0,0,0,0,0,0,234,93,94,158,189,194,136,93,34,1225,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,52,50,55,65,44,19,10,3,429
LGA41330,0,0,0,0,0,0,0,0,0,3,26,18,10,21,33,14,13,3,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,4,4,7,3,0,35,4,3,4,0,7,7,3,0,0,24,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,0,0,0,9,10,0,7,0,19,17,4,6,0,59,0,3,8,4,7,10,4,0,0,34,0,0,0,0,0,0,0,0,0,0,139,72,88,115,177,173,177,49,7,998,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,9,61,49,44,42,55,52,36,3,0,346
LGA41560,3,0,0,0,0,0,0,0,0,16,77,49,47,43,80,85,69,26,8,481,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,12,23,8,13,16,15,17,13,7,0,99,6,6,4,8,22,35,31,25,6,140,16,14,4,8,13,23,21,20,5,121,3,4,3,0,0,7,10,10,3,40,277,212,130,237,381,608,586,394,174,2999,80,28,27,45,27,36,40,7,3,285,0,0,0,0,3,3,0,0,3,16,977,606,481,740,1088,1490,1439,813,292,7927,0,0,0,3,0,0,0,0,0,6,3,3,3,3,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,16,0,0,4,6,0,0,0,0,0,15,985,552,496,492,550,384,228,100,26,3814
LGA41750,0,0,0,0,0,0,0,0,0,0,21,8,16,11,8,6,8,10,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,13,4,0,0,8,3,3,8,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,13,37,35,27,17,14,0,208,3,7,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,124,55,61,87,131,117,80,40,15,708,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,56,41,29,33,34,31,12,4,0,241
LGA41830,0,0,0,0,0,0,0,0,0,0,6,4,9,7,9,9,3,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,7,0,3,0,3,3,10,3,0,3,27,0,0,0,0,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,46,30,27,29,49,84,54,34,14,361,9,3,3,3,8,3,3,3,0,30,0,0,0,0,0,0,0,0,0,0,149,98,69,106,140,221,138,78,40,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,127,47,54,74,66,47,24,11,8,454
LGA41960,0,0,0,0,0,0,0,0,0,0,38,10,20,19,16,21,13,8,4,131,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,7,31,32,59,61,20,7,245,0,6,0,0,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,106,51,46,91,102,145,107,47,19,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,61,39,43,29,46,21,5,3,337
LGA42030,5,0,0,4,3,0,3,0,0,22,256,149,142,166,184,186,132,94,41,1353,0,0,0,0,0,0,0,0,0,0,13,3,9,5,13,8,11,6,0,61,52,33,25,33,46,31,25,14,10,256,11,7,12,14,24,57,46,21,9,200,4,0,0,0,11,16,13,9,0,57,0,3,3,3,0,3,11,0,0,28,229,179,127,198,301,334,344,261,113,2094,168,81,84,66,91,75,42,30,8,636,3,3,3,0,0,4,0,4,0,22,1847,1299,1093,1383,1944,1696,1465,1099,394,12231,7,0,7,3,3,3,0,0,0,27,10,4,6,10,3,3,4,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,3,17,17,17,20,9,7,3,3,90,5,14,20,21,19,9,7,3,3,98,1398,1078,956,844,749,500,213,131,51,5919
LGA42110,3,0,0,0,0,0,3,0,0,4,142,89,57,80,113,121,78,68,30,778,3,0,0,0,4,0,0,0,0,8,4,0,3,0,0,0,3,0,0,10,0,6,0,3,3,6,0,0,0,12,8,8,0,3,12,4,10,0,0,43,0,4,0,0,3,3,0,0,0,8,6,0,4,3,5,3,0,0,0,19,94,40,48,68,119,124,84,62,31,675,5,0,3,0,8,5,9,0,0,31,0,0,0,0,0,0,0,0,0,0,488,247,197,312,465,469,351,221,99,2848,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,3,0,0,18,0,3,3,3,12,0,3,0,0,19,214,145,73,118,155,118,71,23,5,921
LGA42250,0,0,0,0,0,0,0,4,0,12,85,35,24,56,66,56,23,17,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,3,12,6,11,7,0,0,59,36,37,24,60,131,152,73,59,12,594,10,3,3,0,10,3,11,5,0,49,4,3,0,5,0,0,0,0,0,12,139,59,37,103,130,159,87,26,16,748,39,23,7,28,31,19,11,3,0,168,0,0,0,0,0,0,0,0,0,4,836,433,291,662,837,858,449,205,60,4633,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,8,0,0,8,4,0,0,0,0,0,10,658,307,278,395,316,186,79,21,0,2250
LGA42600,14,6,3,6,3,11,4,6,0,55,143,137,87,92,161,140,92,97,31,972,3,0,0,4,0,0,3,0,0,14,6,3,9,10,12,15,3,5,9,66,35,27,27,28,28,29,11,7,3,213,18,18,15,26,76,90,70,44,44,412,3,0,0,5,6,12,0,10,4,47,3,0,3,0,0,0,0,7,0,14,239,252,152,249,475,633,454,416,340,3214,88,81,83,91,123,103,63,17,16,672,3,8,3,10,9,14,9,4,4,55,2474,2201,1707,2206,3224,3297,2263,2068,1345,20783,40,27,84,48,13,11,3,0,0,227,55,36,99,30,17,3,3,0,0,241,0,0,7,0,0,8,11,8,3,45,0,0,0,0,3,0,0,0,0,5,9,8,30,0,0,0,0,0,0,54,11,17,29,18,28,25,9,12,3,150,18,33,53,20,28,24,11,12,3,204,1374,1483,1623,1367,1398,1198,547,286,169,9447
LGA42750,3,4,3,3,0,5,3,0,0,27,28,13,14,20,17,32,17,7,4,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,7,8,3,0,4,46,4,0,0,8,7,13,5,4,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,10,73,32,31,54,100,137,84,35,25,570,12,10,10,14,18,21,19,10,0,114,0,3,0,3,3,3,0,0,0,9,251,127,159,230,377,473,287,149,73,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,3,4,3,0,0,0,13,415,178,207,239,260,223,98,23,10,1657
LGA43080,0,0,0,0,0,0,0,0,0,0,30,25,10,30,46,27,20,17,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,32,19,9,29,38,60,21,25,10,239,6,7,3,3,0,6,4,0,0,43,0,0,0,0,0,0,0,0,0,0,130,65,42,85,124,142,72,59,13,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,3,0,3,3,0,0,0,0,9,48,25,13,32,24,20,5,7,5,180
LGA43220,0,0,0,0,0,0,0,0,0,0,3,4,8,3,6,9,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,23,30,33,58,70,43,42,15,363,9,9,11,3,0,5,3,0,0,39,0,0,0,0,0,0,0,0,0,0,97,55,64,63,103,110,78,61,20,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,38,53,50,41,28,14,12,0,333
LGA43360,0,0,0,0,0,0,0,0,0,3,5,17,14,12,20,21,12,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,14,3,7,5,3,6,5,0,46,0,0,0,3,4,10,25,3,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,20,32,49,94,81,53,16,414,0,3,0,0,9,6,0,3,0,28,0,0,0,0,0,0,0,0,0,0,127,110,90,129,171,269,232,135,30,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,179,98,88,95,88,77,31,13,5,671
LGA43650,7,0,0,0,4,0,0,0,0,12,496,255,188,283,321,260,156,88,49,2103,0,0,0,0,0,0,0,0,0,0,3,8,3,7,5,5,0,0,0,27,30,23,11,19,28,13,11,4,0,134,15,6,12,20,31,16,21,3,8,128,4,0,0,3,3,3,7,0,0,27,0,4,3,0,3,5,3,0,0,20,161,120,91,179,257,172,140,63,38,1222,104,65,48,47,63,44,35,3,3,408,3,0,3,3,3,0,0,0,0,23,1674,958,757,1191,1552,1116,724,332,149,8457,0,0,0,0,0,3,0,0,0,5,3,3,0,6,3,0,0,0,0,18,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,5,3,0,0,33,0,3,7,5,12,5,3,0,0,35,1111,580,492,663,554,329,128,55,15,3924
LGA43710,0,0,0,0,0,0,0,0,0,0,89,47,34,59,53,36,36,20,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,9,11,3,6,16,4,3,0,0,63,10,0,0,3,4,8,15,4,0,47,3,0,0,3,5,6,0,0,0,22,4,0,0,0,0,0,0,0,0,7,123,52,59,102,106,137,104,54,16,747,22,12,17,12,16,17,12,3,0,98,0,0,0,0,0,0,0,0,0,0,594,274,240,406,483,436,328,145,48,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,0,0,0,21,0,3,0,0,10,8,0,0,0,21,376,162,179,204,201,156,61,24,4,1368
