LGA_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
LGA22670,7803,2583,610,10995,4312,1756,104,153,6335,391,179,569,6905,2254,563,9724,4020,1594,99,172,5893,339,161,504,6396,2257,524,9179,3626,1387,105,155,5270,334,155,487,5756,2441,480,8683,2966,1246,114,103,4425,256,135,391,4818,3025,487,8330,1814,1020,98,77,3015,172,107,276,3290,3821,396,7507,632,523,46,38,1239,16,36,51,1294,4993,456,6745,133,193,19,14,350,4,13,21,370,4426,371,5166,42,71,8,18,134,3,10,15,143,8872,988,10008,37340,19657,1439,1875,60306,4033,2863,6897,67196,49783,7620,124599
LGA22750,11026,2304,664,13998,7272,3812,339,180,11604,359,233,598,12198,2285,773,15258,7267,3565,310,184,11333,387,178,567,11899,2281,843,15025,7121,3507,361,141,11133,341,147,483,11615,2547,779,14948,5890,3495,397,136,9916,298,161,459,10371,3622,826,14817,3310,2965,372,109,6750,236,203,439,7193,6064,811,14073,975,1518,165,43,2705,14,52,62,2766,9753,899,13418,219,577,56,35,876,3,22,26,910,8529,733,10171,110,287,28,36,457,9,10,22,481,17246,2050,19778,58999,38630,4097,1852,103580,3857,3199,7057,110631,69055,11482,191166
LGA22830,2667,743,270,3691,1859,899,96,61,2915,96,51,149,3061,748,277,4091,2057,880,85,61,3086,96,50,149,3231,703,314,4252,2008,886,113,41,3053,97,30,129,3184,779,337,4301,1725,829,133,45,2731,62,33,100,2831,959,322,4111,1104,726,117,35,1978,43,44,84,2056,1420,329,3802,411,419,50,27,913,3,7,13,923,2234,352,3512,122,162,19,21,324,0,4,4,324,2058,278,2658,77,99,11,22,212,5,0,3,213,4159,609,4982,16278,8985,1100,615,26976,1095,761,1857,28828,18031,4272,51131
LGA22910,573,124,46,747,406,278,27,14,725,13,16,25,752,149,78,979,447,318,32,11,807,29,9,35,844,182,90,1121,431,329,43,23,824,22,19,36,862,211,98,1173,461,348,42,14,866,26,12,38,896,336,125,1362,289,319,60,13,687,17,14,26,715,601,118,1437,121,188,19,8,334,7,8,9,346,891,104,1341,41,59,7,8,115,0,4,4,114,718,95,930,31,39,5,6,71,0,0,0,73,1201,218,1492,3250,2603,335,161,6346,210,136,345,6696,5060,1187,12934
LGA22980,193,37,7,236,146,55,10,4,214,6,0,6,218,56,12,289,165,80,7,3,249,10,4,15,262,80,28,374,190,91,7,4,297,10,5,18,308,70,31,414,204,94,17,12,329,15,0,15,344,114,37,497,112,81,8,0,213,10,5,16,223,200,27,455,44,28,7,4,83,0,0,0,85,290,27,407,32,27,0,3,65,0,0,0,66,266,33,363,18,23,5,11,53,0,0,0,53,634,85,771,1410,741,95,52,2298,91,37,124,2429,2080,351,4859
LGA23110,5376,979,355,6710,3525,1425,148,65,5160,172,99,265,5427,943,347,6726,3442,1379,101,85,5009,180,80,257,5262,941,318,6521,3243,1182,112,67,4601,176,71,243,4845,948,328,6117,2567,1063,96,52,3780,136,84,221,3998,1399,308,5707,1302,779,117,25,2220,100,63,159,2382,1972,249,4600,388,375,48,13,830,7,15,22,846,2839,249,3930,79,168,12,14,273,3,3,9,280,2444,201,2923,41,65,12,4,118,0,7,7,120,5554,604,6272,26968,12865,1402,744,41978,1712,1215,2931,44911,23339,4186,72429
LGA23190,802,165,54,1022,558,335,19,13,923,20,21,38,959,148,58,1168,602,316,21,15,958,20,21,39,990,146,60,1198,654,308,37,17,1014,28,12,39,1058,193,70,1315,628,356,45,19,1054,20,16,38,1086,247,68,1398,364,268,49,18,698,11,15,19,720,470,84,1274,126,164,32,4,325,0,6,6,328,734,70,1136,52,74,5,9,138,0,0,0,141,683,65,891,31,57,8,9,109,0,0,0,111,1675,147,1932,5285,3252,390,186,9111,258,219,468,9585,5421,910,15913
LGA23270,10013,3344,784,14138,5858,2597,181,191,8836,440,214,654,9491,3008,687,13182,6051,2517,169,224,8958,374,208,582,9539,3259,729,13522,5732,2256,196,189,8366,323,155,479,8842,3271,699,12815,4190,1849,183,119,6345,241,155,397,6739,3458,624,10815,2282,1329,152,68,3826,148,105,252,4082,4302,542,8924,683,656,56,45,1445,14,21,38,1481,5422,492,7395,140,217,26,9,392,4,15,15,409,4368,400,5181,48,71,6,20,142,0,8,8,151,6941,725,7816,49915,26526,2405,2183,81025,4441,3313,7756,88775,55708,8979,153462
LGA23350,654,142,41,828,533,288,26,16,864,21,8,35,902,140,57,1102,628,289,25,17,959,20,11,29,987,128,79,1193,639,301,36,22,996,23,13,32,1031,174,67,1271,579,307,58,12,953,22,13,35,988,278,79,1342,374,287,50,10,727,21,10,30,758,449,90,1294,139,177,28,11,350,0,3,6,358,794,74,1231,56,71,6,3,139,0,3,3,141,621,50,814,33,43,6,7,90,0,0,0,97,1030,126,1248,4284,2668,372,164,7492,197,135,333,7821,4475,807,13104
LGA23430,8979,1442,532,10953,6258,2707,219,144,9334,221,144,368,9696,1324,504,11523,6293,2620,198,142,9252,272,119,388,9639,1359,500,11504,5453,2150,168,100,7876,213,122,335,8212,1449,441,10099,4348,1974,183,90,6603,177,104,282,6879,1995,400,9269,2597,1690,164,68,4512,129,106,233,4748,3149,445,8339,906,1002,80,49,2032,27,39,73,2106,5061,441,7608,207,417,34,23,676,3,16,22,700,4859,392,5943,67,209,31,28,327,3,9,7,337,10722,1503,12565,46192,24369,2287,1253,74103,2192,2051,4247,78347,39402,6845,124594
LGA23670,8383,1506,395,10280,5458,2564,187,122,8329,213,152,364,8695,1404,373,10471,5985,2569,152,128,8834,232,147,380,9212,1456,375,11047,6053,2406,187,116,8762,231,121,348,9111,1534,387,11032,5090,2280,221,103,7693,195,116,313,8006,2133,355,10497,3009,1999,213,64,5289,147,105,253,5545,3467,389,9399,924,1085,114,37,2155,23,33,52,2210,5500,347,8062,180,357,24,13,578,3,4,4,583,4745,278,5607,55,144,19,29,243,3,3,4,249,9098,869,10215,47880,25844,2397,1223,77348,2362,2223,4584,81929,39952,5170,127047
LGA23810,3091,724,267,4079,1843,978,82,40,2941,192,77,268,3208,734,311,4253,1972,1037,112,51,3162,182,63,247,3411,895,361,4669,2115,1071,130,48,3361,169,51,224,3587,1090,376,5048,1826,1028,187,63,3096,193,70,260,3357,1473,400,5225,1090,802,161,42,2092,126,68,195,2285,2208,383,4873,357,420,54,21,851,14,15,23,873,3161,371,4407,72,155,15,15,265,0,5,11,273,2635,290,3199,49,90,13,16,161,3,3,6,166,5050,763,5985,16856,10736,1311,588,29490,2110,1044,3157,32646,22395,4955,59998
LGA23940,228,58,29,316,169,87,4,10,263,9,0,11,273,76,55,404,206,111,10,11,333,12,3,13,349,99,55,498,211,125,21,12,364,22,4,27,388,129,57,581,250,124,26,9,409,19,0,23,429,212,67,705,200,94,25,13,335,12,4,14,348,241,55,645,87,62,7,4,159,0,0,3,162,427,77,667,49,31,4,0,85,0,0,0,90,337,49,472,35,35,6,0,80,0,0,0,80,668,126,875,1673,939,138,97,2838,116,42,158,2993,2629,695,6322
LGA24130,2211,352,189,2753,1749,905,91,43,2796,49,41,87,2885,437,203,3525,1948,949,64,40,3000,56,43,92,3093,390,220,3708,1807,825,92,35,2753,62,33,92,2847,411,214,3473,1473,783,118,32,2403,69,36,107,2514,615,202,3330,828,651,107,24,1606,48,47,89,1700,1125,204,3022,358,413,45,15,836,9,14,26,867,1882,199,2948,100,183,17,3,308,0,5,10,315,1603,185,2100,50,79,4,12,139,0,8,8,150,2313,362,2822,12691,7806,875,373,21741,520,478,1002,22739,11408,2513,36659
LGA24210,5268,1145,240,6657,3820,1700,86,105,5711,165,117,283,5990,1171,227,7392,4348,2042,116,84,6591,173,113,285,6873,1273,293,8437,4139,1980,98,99,6310,179,124,304,6611,1320,312,8245,3392,1727,133,78,5328,161,99,255,5584,1871,294,7740,2027,1471,98,60,3663,92,65,159,3819,2624,261,6708,825,992,76,36,1930,23,25,47,1978,4266,263,6506,305,514,43,25,891,3,13,18,911,4590,287,5785,121,320,24,24,487,4,6,6,495,10918,1003,12410,31346,19130,1387,955,52818,1616,1840,3452,56269,37151,4105,97529
LGA24250,343,50,31,428,230,128,10,9,382,8,8,15,397,65,47,512,248,149,9,11,410,9,0,14,426,75,55,549,281,149,21,9,450,9,5,16,470,85,54,606,290,185,20,9,503,12,8,20,521,129,58,709,187,173,19,4,383,10,13,15,405,264,47,719,92,118,9,3,220,0,0,0,226,486,50,758,29,53,11,3,90,0,0,0,90,419,43,549,23,25,5,3,56,0,0,0,56,643,61,751,2084,1460,155,88,3781,80,52,132,3913,2573,563,7049
LGA24330,6188,1002,532,7725,3373,1238,123,63,4796,195,94,283,5084,832,415,6328,2726,1056,78,56,3911,202,92,290,4205,814,366,5389,2193,824,74,58,3143,173,67,246,3390,826,296,4513,1600,753,73,36,2460,140,80,221,2682,1125,266,4072,833,474,45,19,1374,88,60,144,1519,1424,227,3170,236,227,28,4,493,4,22,27,516,1731,166,2413,60,57,8,7,129,0,4,8,137,1320,160,1619,30,34,5,3,74,3,3,4,78,3385,508,3967,26372,13283,1288,699,41648,1998,1762,3760,45402,18711,4982,69093
LGA24410,6377,1083,299,7759,4132,1908,143,76,6264,168,118,286,6554,1014,293,7857,4155,1892,114,86,6249,139,82,219,6468,959,278,7708,3963,1716,138,83,5899,174,75,248,6146,1002,301,7454,3216,1475,165,58,4911,102,69,176,5090,1345,277,6710,1873,1355,144,43,3412,83,59,142,3555,2229,224,6008,634,752,72,25,1481,16,24,38,1511,3618,234,5360,142,319,25,13,502,3,5,10,515,3545,224,4280,37,145,13,15,214,3,12,16,227,7066,761,8058,33660,18650,1772,844,54940,1588,1440,3025,57961,27840,3965,89771
LGA24600,7491,1140,1191,9821,3296,888,114,55,4350,173,88,260,4612,844,764,6213,2681,715,92,54,3545,151,53,206,3754,739,628,5126,2258,667,95,28,3050,124,57,183,3230,816,606,4656,1762,625,81,49,2516,88,60,149,2667,967,532,4155,1109,622,67,27,1821,60,37,98,1920,1272,453,3639,516,474,47,6,1043,16,26,38,1079,1673,432,3185,207,253,18,11,490,8,12,21,508,1299,295,2097,101,152,18,11,286,4,0,4,291,2529,731,3553,41864,20153,1976,1165,65156,2852,5153,8006,73154,39837,14237,127232
LGA24650,8885,2209,599,11691,5808,2192,170,140,8308,309,180,494,8798,1785,581,11164,4759,1758,135,137,6798,266,122,389,7189,1597,517,9299,3729,1362,154,115,5360,201,86,283,5642,1485,458,7591,2705,1176,151,79,4108,155,77,232,4342,1832,359,6530,1635,912,119,44,2716,128,96,217,2936,2629,395,5960,433,384,41,16,870,17,17,36,902,3533,328,4762,72,121,5,8,208,0,7,7,215,2486,210,2912,22,31,5,12,75,3,0,5,79,3317,335,3738,38566,18201,1953,1306,60028,2860,2081,4943,64968,31192,5934,102097
LGA24780,2202,518,192,2917,1521,702,57,46,2319,98,45,150,2469,542,240,3254,1729,762,62,38,2588,85,42,128,2721,578,277,3579,1617,679,77,56,2423,82,30,115,2539,680,277,3501,1566,699,106,43,2417,79,41,120,2538,896,309,3743,1008,583,87,39,1720,45,33,80,1804,1265,298,3365,335,336,52,14,735,13,8,21,754,2114,316,3187,96,131,15,19,256,0,6,6,261,1797,248,2306,57,75,7,19,158,3,0,3,156,3812,623,4587,13573,7554,848,524,22501,1075,710,1784,24286,15480,3877,43642
LGA24850,1841,409,182,2431,1338,580,65,31,2015,77,37,113,2128,396,217,2749,1486,600,80,38,2205,79,36,111,2324,373,196,2898,1430,568,73,40,2114,60,25,83,2200,472,222,2895,1137,570,67,32,1809,54,27,80,1889,580,195,2662,706,442,75,26,1236,36,23,62,1301,886,207,2396,231,228,32,12,503,3,4,12,513,1429,184,2127,62,75,13,4,161,0,0,0,160,1153,166,1480,33,47,13,6,97,3,0,3,100,1785,323,2210,11436,5813,745,409,18406,695,414,1112,19512,10262,2670,32439
LGA24900,1023,246,73,1338,755,366,38,26,1191,29,19,46,1234,223,118,1577,918,355,44,27,1343,40,23,66,1416,282,128,1822,904,417,52,22,1397,30,19,50,1447,357,143,1941,858,378,75,28,1337,42,14,49,1393,512,165,2064,566,402,78,21,1068,32,25,59,1127,849,185,2165,220,217,44,14,487,5,5,7,499,1518,203,2218,64,79,12,7,163,0,3,3,165,1392,181,1744,55,56,13,22,143,0,0,3,146,2776,394,3312,6997,3900,598,309,11806,386,236,629,12432,9557,1983,23981
LGA24970,9171,1845,506,11514,6245,2632,172,116,9161,300,207,508,9664,1802,515,11986,6422,2668,163,141,9386,287,196,483,9868,1838,482,12187,5701,2194,161,111,8164,278,156,434,8594,1863,439,10892,4345,1960,160,83,6550,231,102,333,6886,2403,380,9672,2486,1730,147,63,4427,130,103,238,4666,3661,371,8693,918,1041,85,36,2078,24,37,55,2140,5643,356,8134,245,491,44,24,806,6,11,15,827,5864,357,7047,103,300,31,45,475,0,9,11,487,14355,1363,16202,48525,28147,2230,1477,80373,2965,3985,6956,87328,59066,7319,153720
LGA25060,6708,1052,480,8243,4462,1897,156,110,6624,188,99,289,6911,1040,475,8424,4661,1838,119,100,6722,202,105,305,7024,1029,458,8508,3992,1551,124,95,5767,164,80,242,6013,1035,355,7403,3202,1447,121,83,4857,113,70,181,5035,1474,357,6869,1714,1219,132,62,3128,84,64,152,3282,2289,353,5919,612,680,52,33,1375,14,27,37,1420,3524,347,5286,163,252,24,15,448,0,4,7,454,3334,313,4104,64,133,11,19,228,3,3,7,234,8183,940,9351,36259,18636,1830,1034,57761,1837,1621,3462,61219,29834,6061,97118
LGA25150,1593,333,125,2045,1114,495,40,27,1674,50,31,80,1757,310,122,2191,1261,509,53,25,1847,52,24,74,1919,337,143,2401,1128,523,65,43,1760,55,24,77,1840,356,158,2359,951,424,59,22,1458,48,27,76,1536,493,124,2155,521,374,64,19,978,33,27,55,1038,793,132,1964,177,203,29,14,416,3,4,12,423,1313,142,1875,75,79,5,7,161,0,0,0,163,1070,116,1347,41,36,4,8,89,0,0,0,90,1487,181,1752,8964,4795,550,319,14632,558,340,895,15523,8224,1627,25373
LGA25250,11346,1939,880,14171,5751,2599,253,140,8741,321,168,493,9230,1620,641,11498,5237,2171,175,121,7710,253,144,392,8100,1608,565,10274,4337,1767,158,106,6373,220,125,346,6717,1714,506,8936,3150,1488,146,87,4871,172,93,267,5135,2111,432,7674,1689,1072,102,50,2920,116,100,220,3137,2641,394,6174,554,563,47,30,1196,14,21,39,1232,3710,362,5298,124,182,14,21,339,0,11,11,353,3601,306,4259,61,104,12,32,207,4,10,7,217,11538,1015,12765,50039,26309,2440,1564,80352,3155,2762,5915,86268,41767,8420,136461
LGA25340,6238,1215,387,7837,4826,2701,186,127,7842,201,114,314,8156,1374,544,10081,5427,2793,221,125,8567,193,121,317,8882,1484,544,10909,5058,2508,220,111,7899,187,98,286,8183,1582,577,10343,4265,2593,309,114,7280,183,115,302,7581,2339,551,10465,2654,2369,283,90,5398,154,137,288,5686,4208,643,10537,1027,1598,174,57,2859,16,53,73,2932,7685,712,11320,301,705,73,36,1115,7,34,46,1158,7771,642,9578,114,351,35,29,532,5,9,12,544,14950,1739,17237,37951,25796,2496,1261,67498,1825,1662,3487,70985,49302,7871,128156
LGA25430,631,282,69,982,449,306,19,16,792,34,13,46,833,275,74,1183,530,411,23,6,972,25,24,45,1019,265,111,1391,579,381,43,17,1021,25,14,35,1057,275,90,1425,549,396,50,18,1012,33,13,42,1053,384,125,1563,361,400,53,8,824,26,28,50,880,660,143,1678,127,203,26,3,359,3,12,13,369,1049,110,1529,39,61,13,3,118,0,3,3,123,901,89,1112,36,56,3,4,96,0,0,3,103,1518,272,1889,3868,3243,319,131,7558,244,186,431,7990,6694,1261,15946
LGA25490,707,118,56,884,529,272,32,11,846,25,13,31,874,130,88,1094,557,282,33,22,894,20,14,30,928,129,78,1133,622,282,45,13,958,20,15,39,995,154,91,1241,547,311,44,18,918,22,20,35,953,216,82,1257,379,259,41,17,690,8,15,18,713,411,104,1231,174,131,16,6,338,0,3,3,344,647,101,1096,72,54,10,12,146,0,0,0,146,525,71,738,62,57,9,16,140,0,0,0,140,952,139,1231,4580,2584,382,184,7730,165,130,299,8026,4064,1046,13134
LGA25620,529,131,68,731,407,226,20,7,658,14,15,28,684,111,79,876,473,227,28,9,739,13,14,28,768,151,60,979,462,229,28,17,735,22,16,37,765,165,73,1006,452,271,55,10,783,21,7,29,815,292,107,1213,260,262,33,4,558,20,11,30,587,477,100,1163,118,144,17,6,285,3,3,5,293,784,113,1188,50,69,3,9,134,0,0,0,131,671,90,899,48,44,8,12,108,0,0,0,108,926,135,1170,3389,2157,277,125,5954,182,138,318,6272,4269,1005,11546
LGA25710,2903,365,144,3409,2453,1287,104,44,3886,58,42,99,3985,463,160,4611,2878,1326,106,54,4360,47,46,94,4451,482,182,5120,2690,1268,104,42,4096,61,34,99,4187,539,221,4952,2399,1222,125,53,3800,67,42,114,3910,772,190,4865,1356,953,94,35,2440,43,42,85,2530,1335,155,4017,475,584,40,19,1119,9,12,27,1145,1963,145,3248,112,239,12,11,372,0,6,6,378,1637,121,2139,40,94,7,6,141,0,0,0,141,2283,223,2648,18981,12078,1045,472,32575,660,799,1457,34033,13146,2032,49213
LGA25810,378,105,33,518,286,153,18,7,463,16,5,27,487,135,33,651,358,181,10,5,559,12,4,12,569,128,51,751,389,180,33,13,619,20,6,24,641,178,58,886,345,207,33,17,598,17,6,21,619,209,48,880,243,171,32,10,457,16,3,22,480,395,75,953,111,89,16,5,221,3,4,9,227,623,60,912,35,54,12,6,102,0,0,0,102,518,59,686,25,28,4,9,71,0,0,0,71,1038,136,1244,2794,1712,239,111,4859,192,75,266,5121,3914,693,9724
LGA25900,8089,871,993,9953,4628,1350,195,59,6232,216,92,312,6538,816,806,8161,4007,1281,125,50,5466,201,68,262,5730,888,720,7334,3108,1093,106,45,4343,196,77,269,4618,918,615,6150,2465,1062,97,26,3649,133,66,201,3854,1172,613,5646,1303,911,94,35,2342,95,61,155,2499,1622,441,4557,620,662,52,16,1353,24,30,54,1404,2271,428,4110,213,323,16,7,558,10,15,25,578,1973,281,2841,80,140,11,14,245,4,4,11,257,3851,530,4635,40825,14466,1672,742,57705,1832,1249,3075,60782,19028,9263,89077
LGA25990,215,99,32,346,175,100,5,7,282,9,4,15,295,114,33,445,194,104,10,8,310,11,4,12,326,162,23,507,192,97,18,9,322,12,12,26,344,160,38,540,195,128,27,3,359,7,5,17,372,202,48,629,152,117,24,6,301,16,8,22,320,326,57,703,69,74,11,3,154,0,0,0,160,439,54,650,27,28,3,4,68,0,0,0,71,385,58,509,21,8,7,4,37,0,0,0,37,518,79,630,1483,981,144,60,2664,113,64,176,2844,2772,486,6105
LGA26080,62,10,4,77,68,30,3,3,105,3,4,3,106,14,11,129,71,39,3,0,115,0,0,0,119,17,14,146,73,54,4,0,137,3,0,3,139,28,14,185,75,70,11,0,154,0,3,3,155,37,18,211,69,78,7,3,155,0,4,7,157,105,21,289,26,46,5,0,76,0,0,0,76,224,33,331,8,20,0,3,35,0,0,0,36,236,25,295,5,15,0,3,21,0,0,0,19,457,55,535,506,468,51,14,1046,15,23,34,1083,1230,210,2523
LGA26170,1025,205,97,1333,781,446,37,22,1288,30,15,52,1341,236,92,1663,887,500,44,19,1446,38,17,54,1505,252,124,1888,875,515,77,26,1503,39,26,61,1565,350,159,2069,785,590,72,30,1478,33,38,73,1549,520,160,2235,556,509,68,23,1154,32,23,55,1216,896,196,2308,252,297,50,23,619,0,11,16,634,1497,222,2351,91,136,16,10,253,0,3,3,259,1277,145,1688,68,74,21,27,185,0,0,0,188,2279,298,2765,6653,4671,564,299,12184,365,256,626,12810,8927,1850,23581
LGA26260,626,102,31,760,431,240,18,10,704,13,9,29,726,119,44,888,492,275,39,13,816,29,11,37,849,148,55,1055,540,289,30,9,866,23,9,28,900,181,56,1127,504,314,31,15,868,14,6,26,894,227,66,1187,400,272,42,10,723,10,11,22,742,411,75,1237,169,145,23,10,349,0,3,3,354,700,67,1126,65,82,9,8,165,0,0,0,168,653,72,899,56,42,4,8,112,0,0,0,112,1380,220,1713,4127,2643,334,148,7250,196,139,335,7581,4774,841,13199
LGA26350,6334,749,611,7690,3658,1183,107,56,5006,149,74,226,5228,789,448,6463,3526,1205,89,57,4876,169,72,241,5123,882,408,6413,3047,1087,80,47,4265,97,62,160,4422,889,398,5711,2409,1066,88,36,3599,112,61,171,3768,1102,363,5236,1514,1034,73,32,2647,58,46,104,2751,1669,327,4749,810,956,53,28,1845,13,35,50,1900,2393,320,4607,296,509,39,19,861,5,12,22,882,2433,248,3564,164,325,23,29,532,4,13,12,550,6277,778,7609,38154,16178,1436,776,56530,1555,1553,3112,59646,24380,6937,90965
LGA26430,358,86,27,474,243,133,15,9,396,8,4,18,413,55,39,501,264,132,17,16,425,10,7,21,448,112,39,603,317,180,24,11,533,13,4,20,556,136,59,756,337,201,30,18,589,20,14,30,613,192,71,878,286,185,26,9,510,18,8,30,535,359,75,970,114,135,16,3,271,3,4,5,273,588,65,927,41,52,9,5,110,0,0,0,112,539,69,722,42,56,3,4,107,0,0,0,108,976,181,1268,2480,1580,202,117,4369,131,78,210,4578,3430,753,8763
LGA26490,1560,257,85,1905,1082,661,58,14,1821,20,21,44,1859,224,118,2208,1122,631,51,19,1828,38,21,53,1882,184,118,2182,1020,557,63,16,1660,39,26,65,1721,211,109,2039,852,551,74,28,1509,22,22,41,1546,394,111,2060,511,466,43,12,1033,27,13,42,1079,840,113,2029,202,297,38,3,538,0,6,8,543,1243,100,1886,58,121,10,6,202,0,3,3,203,1003,99,1306,20,44,6,8,86,0,0,0,93,1694,174,1954,7796,5457,595,229,14079,279,277,558,14637,7375,1340,23345
LGA26610,825,186,149,1158,518,233,25,26,803,30,18,45,846,182,121,1147,598,249,28,24,896,22,18,37,934,184,165,1294,635,252,39,23,957,31,16,48,998,223,185,1411,600,279,53,19,960,23,19,37,994,294,173,1460,386,251,39,19,701,12,14,20,719,423,162,1305,137,132,32,10,309,4,5,7,316,703,158,1169,44,58,11,0,116,0,3,0,118,646,112,876,39,34,7,12,92,0,0,0,91,1472,275,1842,5256,2705,365,243,8568,287,177,462,9032,5544,2074,16646
LGA26670,192,46,25,255,154,60,8,5,220,10,4,13,239,50,26,312,187,96,7,5,300,8,3,11,307,55,29,392,246,98,19,6,370,12,3,15,384,71,29,488,221,123,22,9,371,12,7,16,388,115,25,526,144,106,23,6,282,9,7,13,290,188,30,511,100,71,11,6,188,0,3,4,188,280,33,506,52,35,4,8,99,0,3,3,102,266,34,404,37,23,0,8,68,0,0,0,68,481,72,626,1551,899,141,81,2673,86,44,129,2805,1846,376,5023
LGA26700,1205,219,85,1509,813,475,49,22,1358,41,25,61,1415,238,126,1784,951,454,39,25,1474,31,10,47,1516,248,109,1873,971,496,56,25,1538,38,9,52,1589,264,128,1987,878,507,70,24,1486,38,33,68,1551,401,133,2088,552,454,73,9,1086,26,12,36,1125,753,127,2004,190,248,39,11,487,3,6,10,497,1239,143,1879,74,92,6,14,187,0,0,4,190,1199,141,1534,69,73,15,13,167,0,0,0,167,2303,500,2962,7163,4645,559,251,12616,366,248,615,13229,8140,1837,23209
LGA26730,1522,275,104,1903,929,538,54,33,1554,36,31,69,1620,269,130,2019,1083,602,51,27,1757,29,23,53,1813,275,175,2263,1076,559,81,27,1748,31,22,54,1800,284,139,2218,932,537,72,19,1556,24,26,48,1607,441,148,2194,497,460,67,21,1041,25,28,55,1089,829,144,2063,158,229,25,4,418,0,10,12,430,1343,151,1924,20,71,9,10,114,0,0,0,117,1202,154,1471,16,41,9,8,79,0,3,4,77,2498,388,2964,8643,5990,675,292,15601,458,404,863,16460,9029,2058,27546
LGA26810,1714,511,161,2385,1113,562,62,33,1775,69,23,93,1873,476,203,2556,1189,625,87,38,1931,77,36,117,2046,503,200,2751,1306,627,98,51,2080,74,27,100,2180,577,224,2982,1264,674,116,42,2093,78,43,113,2208,798,249,3250,795,650,95,31,1569,54,32,87,1662,1346,237,3247,342,307,57,13,716,8,18,25,733,2078,231,3041,105,134,12,14,269,0,0,3,271,1607,174,2050,73,100,9,17,201,3,0,3,204,2956,420,3578,10425,6264,858,400,17944,741,451,1196,19141,13474,2737,35358
