LGA_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
LGA23940,0,0,3,7,0,7,0,0,0,0,0,0,0,0,3,23,0,3,12,36,11,32,15,7,11,4,0,0,0,0,15,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,19,57,11,69,25,31,26,4,0,0,0,0,31,278,27,44,43,84,275,323,149,148,457,148,58,31,20,10,257,2074,5,0,6,0,0,7,10,29,34,30,23,4,6,6,11,178,0,0,0,0,0,3,6,5,15,3,3,0,0,0,0,40,6,0,3,0,0,9,15,35,34,25,15,3,9,0,0,146,0,0,0,0,0,0,3,0,9,3,3,0,0,0,0,20,0,0,0,0,3,5,27,14,19,7,0,0,3,0,0,84,0,0,5,3,3,14,22,9,14,0,0,0,0,0,8,79,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA24130,0,3,13,21,0,12,10,0,4,0,0,0,0,0,3,74,9,11,35,89,26,104,37,30,44,13,3,5,3,0,46,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,12,21,68,171,27,266,133,108,192,61,18,23,3,0,158,1270,62,89,107,242,471,861,506,660,2387,1483,841,755,444,124,1351,10404,10,0,7,0,0,3,9,36,86,148,221,121,165,74,21,901,0,0,3,3,4,19,17,36,56,31,20,9,19,6,3,228,7,0,0,0,0,8,15,48,143,154,123,70,72,13,18,669,0,0,0,0,0,0,5,4,28,22,26,15,22,5,3,137,9,0,0,8,14,5,39,45,115,85,32,94,18,8,15,481,0,0,3,3,19,39,46,61,66,25,5,19,14,3,7,313,0,0,0,0,3,4,10,6,9,11,3,3,4,0,6,66,0,0,4,0,0,0,3,7
LGA24210,12,3,24,20,6,24,6,10,12,3,3,0,0,0,13,144,60,43,102,132,64,215,88,128,233,97,44,38,17,5,173,1436,3,0,3,0,0,0,0,0,3,4,0,0,0,0,39,58,85,67,165,244,81,503,301,350,692,301,139,119,50,13,491,3602,321,356,346,472,1579,2307,1213,1646,5787,3813,2730,2854,2251,900,4088,30672,7,0,0,0,0,10,8,48,134,250,421,249,491,254,38,1915,0,0,8,6,10,28,37,79,100,58,44,28,30,24,13,458,3,0,3,6,7,12,35,77,229,201,179,100,193,50,23,1124,0,0,0,3,0,4,4,25,35,42,27,22,27,17,9,211,4,0,3,12,19,14,73,93,248,170,75,212,52,20,36,1041,5,7,30,35,45,84,111,114,208,79,44,43,34,18,21,869,0,0,10,9,4,4,16,10,32,22,9,14,6,0,12,146,0,0,3,0,0,0,3,13
LGA24250,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,3,0,7,10,3,10,3,4,3,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,16,25,8,52,34,19,16,8,0,3,0,0,27,215,21,27,32,52,158,240,111,135,455,190,81,44,32,11,257,1839,0,0,0,0,0,5,6,13,40,44,38,13,12,3,3,192,0,0,5,3,0,14,13,18,17,8,6,0,6,0,0,80,0,0,0,0,0,5,3,23,46,31,14,7,9,4,9,147,0,0,0,0,0,0,4,3,8,0,4,0,0,3,0,26,0,0,0,0,0,0,10,14,11,12,0,6,3,0,0,57,0,0,0,3,3,13,10,13,7,7,4,3,0,0,3,81,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4
LGA24330,8,16,33,33,3,44,11,9,13,3,0,0,0,0,18,197,36,48,200,245,132,284,95,123,205,54,28,6,3,4,193,1659,3,0,4,3,3,3,0,7,3,0,0,0,0,0,58,84,44,80,289,370,150,527,262,250,491,147,61,35,9,4,368,3087,192,282,424,492,1184,1345,834,934,2871,1802,1313,845,584,174,1733,15002,13,0,4,0,0,5,14,37,170,295,562,334,583,311,32,2343,4,0,7,4,7,33,41,53,55,28,23,8,13,9,0,277,5,0,0,0,3,5,19,51,205,199,168,74,116,20,10,881,0,0,0,0,0,5,8,7,22,26,35,23,28,23,8,181,4,4,0,8,21,13,110,98,198,96,23,67,18,9,27,689,0,11,19,15,36,36,50,39,34,17,10,8,0,0,3,270,0,0,0,0,3,9,6,10,9,13,3,5,0,0,0,61,0,0,6,0,0,0,4,3
LGA24410,9,3,24,41,0,45,10,13,15,0,0,0,0,0,23,175,28,30,109,219,63,326,113,131,187,48,16,4,6,5,167,1447,0,0,0,3,0,7,3,4,6,0,0,0,0,0,52,74,45,50,179,384,71,777,488,445,865,273,95,63,29,3,568,4339,138,189,279,498,1107,2202,1355,1793,6234,3908,2422,1675,1131,288,3079,26293,10,0,3,0,0,7,10,36,225,461,814,359,421,140,45,2534,7,0,4,3,6,28,33,56,101,54,27,12,20,3,12,354,3,0,3,7,3,17,32,81,343,292,261,121,142,20,32,1359,0,0,0,4,0,3,3,9,39,38,51,15,27,13,9,212,4,0,3,10,14,12,99,130,251,170,53,126,42,11,26,961,0,7,19,19,32,84,107,119,130,44,19,19,14,0,17,626,0,0,0,0,7,13,15,10,25,14,10,10,3,0,6,112,0,0,0,0,0,0,0,6
LGA24600,9,8,21,13,4,8,0,3,3,0,0,0,0,0,7,85,53,42,94,89,38,100,43,40,68,19,4,9,3,0,72,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,62,59,129,149,60,179,102,106,232,106,35,81,23,5,196,1519,299,162,238,233,341,606,348,475,1883,1420,1339,1430,1415,659,1371,12227,8,0,4,0,0,4,12,40,217,429,906,512,1115,803,32,4077,3,0,17,10,8,30,38,67,81,43,49,19,49,30,3,454,0,0,0,5,0,9,26,70,262,259,213,132,277,105,13,1372,0,0,0,0,0,12,11,14,25,35,43,28,50,40,22,283,4,0,3,5,29,11,86,114,323,244,98,295,93,61,21,1395,8,30,25,29,32,31,53,51,84,42,23,30,42,33,5,529,0,0,3,4,0,0,4,6,13,17,0,20,11,3,4,80,0,0,0,0,0,3,0,3
LGA24650,5,4,32,71,8,73,13,10,14,4,0,0,0,0,34,272,24,27,130,315,50,341,105,102,111,29,11,4,0,0,122,1368,0,0,0,3,0,3,3,0,0,0,0,0,0,0,70,87,29,38,183,508,68,725,374,317,508,160,70,32,12,0,428,3448,164,154,289,633,891,1728,1232,1550,5238,3209,1854,962,535,137,2476,21054,10,0,0,0,0,3,9,41,318,565,855,332,325,73,52,2593,3,0,0,6,4,29,16,36,40,21,20,9,3,0,7,186,3,0,0,0,0,7,28,70,348,307,202,59,70,8,15,1113,0,3,0,0,5,7,3,9,49,66,52,18,24,8,8,247,5,0,0,5,33,22,126,173,329,167,40,81,18,3,48,1053,0,4,11,21,20,78,84,57,73,21,7,3,7,0,16,401,6,0,4,0,3,14,13,19,29,14,8,10,3,0,19,137,0,0,0,0,0,3,0,8
LGA24780,0,3,24,56,3,39,10,10,3,0,0,0,0,0,10,151,4,28,95,200,45,256,55,56,74,12,4,7,0,0,115,943,0,0,3,6,3,5,0,0,0,0,0,0,0,0,60,84,13,32,149,338,58,555,236,171,259,44,6,14,0,3,315,2185,110,173,233,428,1083,1627,829,1002,3256,1459,625,326,196,71,1683,13104,10,0,3,0,3,23,39,65,220,259,256,80,109,41,10,1125,3,0,3,0,0,22,16,41,49,15,21,6,5,0,4,192,7,0,7,4,0,16,41,71,260,161,83,25,26,13,18,732,0,0,0,0,0,4,12,22,34,21,14,11,6,0,6,135,0,0,0,6,4,19,69,81,134,57,21,18,0,0,16,432,0,0,8,14,20,78,59,51,53,16,3,3,3,0,9,326,0,0,3,0,0,12,9,8,15,5,0,3,0,0,12,70,3,0,3,0,0,5,3,8
LGA24850,3,0,16,18,0,26,3,3,0,0,0,0,0,0,0,69,6,12,47,117,29,122,30,32,38,8,5,6,0,0,59,517,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,34,12,20,89,193,30,274,134,118,144,48,13,6,8,0,199,1289,59,84,133,230,447,782,469,613,1971,1057,571,312,189,31,1147,8097,3,0,3,3,3,0,10,18,105,171,210,77,85,29,25,744,0,0,0,0,4,9,13,23,42,14,12,0,6,0,3,119,0,0,0,0,3,0,16,37,143,115,88,32,34,7,7,476,0,0,0,0,0,3,3,7,22,24,20,3,9,0,5,93,3,0,3,0,5,7,34,48,98,64,14,34,9,0,16,347,0,0,3,13,8,41,39,40,28,11,0,0,3,0,6,199,0,0,0,0,3,3,9,6,13,6,0,0,7,0,4,51,0,0,0,0,0,0,3,6
LGA24900,0,0,6,18,3,9,3,0,0,0,0,0,0,0,6,52,8,10,35,76,28,113,25,26,39,3,0,0,0,0,43,398,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,19,6,11,53,146,33,240,90,79,115,27,7,4,0,0,124,939,88,101,116,208,774,948,468,545,1790,698,355,131,100,57,895,7268,13,0,8,3,0,20,16,54,123,138,126,42,35,16,11,606,4,0,3,3,3,20,25,33,24,8,0,0,3,0,8,138,9,0,6,4,0,11,26,57,168,106,56,23,27,3,8,507,0,0,0,0,0,6,7,8,11,21,8,3,6,0,0,71,3,0,0,4,10,14,39,66,61,27,7,6,3,3,11,257,5,6,7,12,16,41,32,27,28,4,0,3,0,0,3,194,0,0,0,3,0,8,7,9,5,3,0,0,0,0,6,44,0,0,0,0,0,0,3,7
LGA24970,16,17,45,41,15,51,17,16,21,3,3,0,0,0,12,254,97,54,167,214,130,383,159,216,445,151,51,37,9,5,286,2391,0,0,3,3,3,6,3,6,10,3,0,0,0,0,55,93,118,94,259,394,162,801,500,520,1210,465,191,148,55,7,731,5660,553,534,535,738,2545,3443,1992,2575,8669,5477,3735,3230,2560,847,5039,42468,9,0,3,3,3,9,19,79,260,477,773,405,711,324,56,3131,3,0,13,12,9,87,62,108,125,74,58,24,32,19,10,617,0,0,9,4,8,25,49,103,426,347,275,163,188,47,29,1657,0,0,4,0,4,9,11,16,45,50,57,37,32,15,19,296,8,3,7,10,45,27,207,178,409,222,114,251,76,20,37,1611,6,25,39,70,78,155,151,173,219,96,52,43,29,10,32,1170,3,0,9,6,5,20,21,26,34,15,12,20,7,0,26,195,0,0,0,0,0,0,3,10
LGA25060,5,10,45,40,7,31,8,3,11,0,0,0,0,3,20,185,36,57,201,209,123,319,106,144,250,85,30,21,8,3,224,1817,0,0,4,3,10,9,4,3,5,0,3,0,0,0,70,106,49,83,283,356,146,601,328,343,747,285,109,97,33,3,532,3996,210,353,435,527,1787,2050,1058,1396,4816,3278,2437,2152,1711,602,3254,26075,10,0,3,0,3,11,6,31,165,367,702,382,663,342,33,2716,3,0,3,4,0,18,46,58,80,41,35,16,20,4,6,337,4,0,0,3,3,8,24,60,258,242,231,112,154,40,23,1166,0,0,0,3,0,3,5,19,29,43,44,27,32,12,17,231,6,0,10,5,23,22,94,105,234,140,56,151,43,15,31,930,3,4,22,30,37,58,75,87,112,62,18,22,9,3,16,545,0,6,3,0,0,15,10,12,17,11,3,16,3,0,4,97,3,0,0,0,0,3,5,9
LGA25150,0,3,7,24,3,9,5,3,3,3,0,0,0,0,14,75,4,7,46,95,22,90,30,20,35,7,0,0,0,0,47,404,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,16,4,14,58,167,36,188,100,82,157,43,15,5,3,0,128,1004,41,70,89,215,432,635,356,487,1659,947,501,321,183,49,908,6900,0,0,3,3,0,3,10,17,66,110,159,81,79,35,18,584,3,0,3,0,0,14,10,26,31,12,9,6,3,3,3,130,3,0,3,0,0,5,17,33,110,98,61,30,46,3,13,422,3,0,0,0,0,0,0,0,16,12,17,3,7,3,0,65,3,3,3,3,4,10,33,41,99,56,15,42,12,0,16,336,3,0,5,8,8,39,27,29,23,12,3,6,0,0,6,165,0,0,0,0,0,0,9,6,11,4,0,0,0,0,5,30,0,0,0,0,0,3,0,0
LGA25250,5,12,44,60,7,50,13,17,14,3,0,0,0,0,20,241,41,66,246,340,203,621,168,269,464,127,35,28,8,4,360,2970,0,0,5,3,9,3,3,4,7,0,0,0,0,0,99,146,65,86,339,545,229,1034,468,549,1056,355,125,84,19,12,770,5748,336,580,601,835,3112,3377,1662,2187,6778,3997,2696,1748,1146,338,4098,33487,12,0,6,0,0,3,20,69,318,565,1059,557,876,411,47,3946,5,0,3,5,3,49,88,111,133,70,36,16,25,7,6,561,5,0,0,0,3,17,34,111,415,370,352,109,219,34,19,1707,4,0,0,3,0,7,5,25,53,48,78,36,61,17,20,350,8,5,7,8,37,19,125,158,366,190,75,115,64,21,33,1232,5,7,30,42,54,86,92,103,106,54,16,18,7,3,18,649,3,0,0,3,4,14,9,19,23,14,5,17,3,0,15,129,3,0,0,0,0,4,3,11
LGA25340,3,5,36,78,9,97,13,15,15,0,0,0,0,0,19,286,36,32,159,374,104,513,117,150,173,42,13,15,3,0,231,1964,0,0,3,5,0,7,0,0,8,0,0,0,0,0,68,89,50,67,256,691,129,1251,542,494,777,220,72,62,24,4,744,5378,250,350,420,913,2568,4115,1885,2533,8096,4267,2461,1765,1215,402,4657,35898,8,0,7,0,4,13,16,74,277,479,709,271,377,136,57,2431,3,0,12,10,8,38,92,148,193,117,61,37,43,36,19,806,6,0,0,3,3,13,61,139,516,455,333,141,203,65,47,1974,0,0,0,0,3,10,7,23,67,71,57,32,44,14,14,342,7,0,9,11,23,26,112,199,375,235,73,176,48,20,58,1386,9,9,24,29,57,194,196,211,274,100,50,53,30,17,35,1282,3,0,0,0,3,14,20,30,40,25,3,18,3,3,12,180,0,0,0,0,0,4,5,16
LGA25430,0,0,10,15,3,13,3,0,0,0,0,0,0,0,8,55,0,11,31,77,27,91,16,21,14,4,0,0,0,0,32,330,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,3,11,48,147,30,204,74,71,65,19,4,3,0,0,90,767,22,58,84,190,439,630,290,375,996,403,193,119,52,27,552,4438,3,0,3,0,0,11,13,23,59,52,66,26,26,12,3,300,0,0,8,0,3,10,12,29,41,10,9,0,3,3,6,135,0,0,0,0,0,3,14,31,83,59,44,13,12,9,3,274,0,0,0,0,0,0,0,10,11,7,10,0,0,0,3,48,0,0,0,3,4,10,23,37,49,26,7,10,4,3,4,180,0,0,3,11,9,30,21,22,43,15,4,3,5,0,3,166,0,0,0,0,0,3,3,5,3,3,0,3,0,0,3,21,0,0,0,0,0,3,3,3
LGA25490,0,0,4,9,0,6,0,0,0,0,0,0,0,0,0,24,0,5,13,40,14,47,14,15,12,5,0,0,0,0,24,199,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,15,0,10,33,83,14,126,51,40,50,22,5,4,4,0,75,507,35,49,49,112,282,485,253,297,978,464,261,124,82,81,538,4097,4,0,8,0,0,5,19,25,70,86,85,42,51,27,20,442,5,0,5,0,3,14,9,24,20,12,4,0,4,0,7,98,4,0,3,0,3,11,12,28,83,68,38,16,19,9,12,298,0,0,0,0,0,0,3,3,18,17,6,0,7,0,0,53,0,0,0,3,6,4,23,21,49,6,8,3,3,0,10,149,0,0,3,5,9,29,19,27,24,9,0,4,3,0,0,126,0,0,0,0,0,7,5,0,4,7,0,0,0,0,0,26,0,0,0,0,0,0,3,0
LGA25620,0,0,4,6,0,7,0,0,0,0,0,0,0,0,0,21,3,0,13,38,7,51,10,13,15,0,0,0,0,0,23,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,4,4,24,67,8,109,48,40,53,13,3,0,0,0,47,429,31,45,66,103,254,461,216,256,904,412,199,104,53,16,491,3618,3,0,0,0,3,4,12,16,44,56,52,27,21,7,9,251,0,0,5,3,3,11,6,20,31,8,4,0,3,0,3,92,0,0,3,3,5,9,13,25,85,62,44,8,9,6,4,272,0,0,0,0,0,0,0,0,14,16,8,0,0,0,0,38,3,0,3,3,7,0,23,25,52,16,3,8,8,0,11,165,4,3,10,8,10,33,23,16,18,6,5,3,3,0,9,149,0,0,0,0,5,3,4,6,3,3,0,0,0,0,0,27,0,0,4,0,0,0,0,4
LGA25710,4,3,11,11,0,13,5,0,3,0,0,0,0,0,9,59,13,5,35,59,23,89,26,41,78,18,11,4,4,3,55,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,13,15,63,142,23,270,167,139,374,154,57,52,17,4,289,1787,63,78,99,210,329,819,538,732,3239,2542,1804,1699,1302,376,2302,16121,3,0,4,0,0,0,5,9,69,142,297,154,240,114,24,1072,0,0,3,3,0,19,15,40,60,57,29,17,20,8,5,276,4,0,3,0,0,4,20,34,141,172,160,80,148,28,11,794,0,0,0,0,0,0,8,7,24,19,28,10,20,13,16,138,0,0,0,3,5,5,32,45,118,102,36,120,28,11,31,520,0,3,7,9,13,31,48,57,106,35,26,14,12,6,6,386,0,0,0,0,0,0,4,7,10,8,4,12,0,0,6,50,0,0,0,0,0,0,3,0
LGA25810,0,0,3,11,0,8,0,0,0,0,0,0,0,0,0,25,3,3,17,36,13,64,16,13,11,0,0,0,0,0,10,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,28,65,16,126,39,48,48,10,0,0,0,0,44,425,25,45,56,98,282,449,222,254,748,330,132,76,40,15,371,3149,0,0,5,4,0,10,10,26,46,52,57,18,33,3,7,284,0,0,4,4,0,6,8,12,18,9,3,0,3,0,0,69,5,0,3,0,0,14,11,34,70,37,23,6,13,3,4,226,0,0,0,0,3,0,3,0,13,7,3,0,0,0,0,31,0,0,4,0,3,8,19,19,40,12,9,3,0,0,3,118,0,0,3,10,3,20,23,25,16,12,0,0,0,0,0,104,0,0,0,0,0,7,4,3,7,0,0,0,0,0,0,24,0,0,0,0,0,3,0,3
LGA25900,0,3,15,24,7,18,3,0,8,3,0,0,0,0,7,96,32,23,106,120,69,186,54,53,119,30,16,22,8,0,108,939,0,3,4,0,0,4,3,0,0,0,0,0,0,0,32,55,42,46,138,217,81,379,174,155,400,148,42,124,33,3,300,2272,139,162,201,291,675,925,488,626,2634,2022,1820,2158,2180,1203,1994,17524,14,0,0,0,4,4,10,44,175,499,1052,689,1431,1178,40,5136,0,0,6,0,4,17,36,54,104,62,56,38,49,26,5,469,3,0,5,7,0,17,25,54,271,297,297,185,346,115,20,1633,0,0,0,0,0,3,4,8,31,33,59,39,61,50,16,310,3,3,3,3,17,9,60,83,229,203,78,304,126,81,34,1237,3,3,12,17,21,37,46,44,73,61,36,45,23,25,9,448,0,0,0,0,0,3,4,6,13,12,8,16,4,6,6,82,3,0,0,0,0,0,3,3
LGA25990,0,0,3,4,3,3,0,0,0,0,0,0,0,0,0,15,0,4,17,16,10,27,8,8,4,0,0,0,0,0,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,34,17,68,19,23,26,6,4,3,0,0,23,235,21,31,43,56,210,291,127,165,377,114,58,36,17,0,207,1762,3,0,0,0,0,6,10,16,28,33,31,5,4,0,3,134,0,0,0,0,0,3,3,4,5,3,3,0,0,0,3,30,0,0,0,3,0,0,11,18,33,22,13,4,5,4,0,112,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,14,0,0,3,4,0,4,16,20,19,7,0,0,0,0,6,75,0,0,0,0,3,18,21,8,12,7,0,0,0,0,4,75,0,0,0,0,0,4,3,3,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,0,3,4,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,20,8,7,21,8,0,0,0,0,10,88,3,10,3,14,56,95,45,46,162,84,54,46,23,7,107,767,0,0,0,0,0,0,3,6,4,7,17,5,4,3,0,44,0,0,0,0,0,0,0,4,7,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,11,7,8,3,5,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,10,8,3,4,0,0,0,22,0,0,0,0,0,0,5,6,11,4,3,3,0,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
