LGA_NAME16	Year	Sex	labourForceParticipation
Augusta-Margaret River (S)	2011	F	59.5
Augusta-Margaret River (S)	2011	M	69.5
Augusta-Margaret River (S)	2016	F	61.3
Augusta-Margaret River (S)	2016	M	68.3
Bassendean (T)	2006	F	55.9
Bassendean (T)	2006	M	68.2
Bassendean (T)	2011	F	58.9
Bassendean (T)	2011	M	69.5
Bassendean (T)	2016	F	58.9
Bassendean (T)	2016	M	68.5
Bayswater (C)	2006	F	56.1
Bayswater (C)	2006	M	67.9
Bayswater (C)	2011	F	59.2
Bayswater (C)	2011	M	70.1
Bayswater (C)	2016	F	59.9
Bayswater (C)	2016	M	69.3
Belmont (C)	2006	F	51.6
Belmont (C)	2006	M	65
Belmont (C)	2011	F	55.6
Belmont (C)	2011	M	68.5
Belmont (C)	2016	F	55.7
Belmont (C)	2016	M	66.7
Beverley (S)	2006	F	44.1
Beverley (S)	2006	M	58.2
Beverley (S)	2011	F	43.5
Beverley (S)	2011	M	55
Beverley (S)	2016	F	44.6
Beverley (S)	2016	M	52.8
Boddington (S)	2006	F	52.2
Boddington (S)	2006	M	71.8
Boddington (S)	2011	F	60.7
Boddington (S)	2011	M	65.3
Boddington (S)	2016	F	55.4
Boddington (S)	2016	M	69.2
Boyup Brook (S)	2006	F	56.4
Boyup Brook (S)	2006	M	72.3
Boyup Brook (S)	2011	F	53.6
Boyup Brook (S)	2011	M	68.4
Boyup Brook (S)	2016	F	51.6
Boyup Brook (S)	2016	M	63
Bridgetown-Greenbushes (S)	2006	F	53.2
Bridgetown-Greenbushes (S)	2006	M	66.8
Bridgetown-Greenbushes (S)	2011	F	54.3
Bridgetown-Greenbushes (S)	2011	M	64.6
Bridgetown-Greenbushes (S)	2016	F	50.4
Bridgetown-Greenbushes (S)	2016	M	57.3
Brookton (S)	2006	F	54.2
Brookton (S)	2006	M	70.8
Brookton (S)	2011	F	52.9
Brookton (S)	2011	M	59.1
Brookton (S)	2016	F	46.3
Brookton (S)	2016	M	59.1
Broome (S)	2006	F	60.2
Broome (S)	2006	M	64.8
Broome (S)	2011	F	63.3
Broome (S)	2011	M	66.7
Broome (S)	2016	F	62.6
Broome (S)	2016	M	65.3
Broomehill-Tambellup (S)	2006	F	49.7
Broomehill-Tambellup (S)	2006	M	68.5
Broomehill-Tambellup (S)	2011	F	54.9
Broomehill-Tambellup (S)	2011	M	69.1
Broomehill-Tambellup (S)	2016	F	51.1
Broomehill-Tambellup (S)	2016	M	62.7
Bruce Rock (S)	2006	F	50.7
Bruce Rock (S)	2006	M	71.4
Bruce Rock (S)	2011	F	54.9
Bruce Rock (S)	2011	M	70.8
Bruce Rock (S)	2016	F	51.7
Bruce Rock (S)	2016	M	63
Bunbury (C)	2006	F	53.1
Bunbury (C)	2006	M	67.3
Bunbury (C)	2011	F	53.9
Bunbury (C)	2011	M	66.8
Bunbury (C)	2016	F	52.7
Bunbury (C)	2016	M	61.7
Busselton (C)	2006	F	54.6
Busselton (C)	2006	M	68.6
Busselton (C)	2011	F	54.8
Busselton (C)	2011	M	67.4
Busselton (C)	2016	F	53.9
Busselton (C)	2016	M	63.2
Cambridge (T)	2006	F	56.8
Cambridge (T)	2006	M	69.2
Cambridge (T)	2011	F	58.6
Cambridge (T)	2011	M	73.1
Cambridge (T)	2016	F	59
Cambridge (T)	2016	M	70.8
Canning (C)	2006	F	57.5
Canning (C)	2006	M	69.6
Canning (C)	2011	F	58.3
Canning (C)	2011	M	70.4
Canning (C)	2016	F	57.7
Canning (C)	2016	M	68.5
Capel (S)	2006	F	60.3
Capel (S)	2006	M	75.3
Capel (S)	2011	F	60.9
Capel (S)	2011	M	74.3
Capel (S)	2016	F	61.3
Capel (S)	2016	M	71.7
Carnamah (S)	2006	F	59.1
Carnamah (S)	2006	M	74.8
Carnamah (S)	2011	F	54.1
Carnamah (S)	2011	M	70.2
Carnamah (S)	2016	F	50.9
Carnamah (S)	2016	M	67.5
Carnarvon (S)	2006	F	57.7
Carnarvon (S)	2006	M	67.2
Carnarvon (S)	2011	F	55.5
Carnarvon (S)	2011	M	63.2
Carnarvon (S)	2016	F	56.3
Carnarvon (S)	2016	M	57.9
Chapman Valley (S)	2006	F	64.7
Chapman Valley (S)	2006	M	76.5
Chapman Valley (S)	2011	F	60.4
Chapman Valley (S)	2011	M	67.4
Chapman Valley (S)	2016	F	58.5
Chapman Valley (S)	2016	M	66
Chittering (S)	2006	F	55.7
Chittering (S)	2006	M	71.1
Chittering (S)	2011	F	57.6
Chittering (S)	2011	M	68.9
Chittering (S)	2016	F	56
Chittering (S)	2016	M	65.8
Claremont (T)	2006	F	49.8
Claremont (T)	2006	M	60.7
Claremont (T)	2011	F	51.8
Claremont (T)	2011	M	62.6
Claremont (T)	2016	F	50.3
Claremont (T)	2016	M	61
Cockburn (C)	2006	F	57.9
Cockburn (C)	2006	M	71.6
Cockburn (C)	2011	F	62
Cockburn (C)	2011	M	74.5
Cockburn (C)	2016	F	62.3
Cockburn (C)	2016	M	72
Collie (S)	2006	F	46.7
Collie (S)	2006	M	65
Collie (S)	2011	F	49.9
Collie (S)	2011	M	67.4
Collie (S)	2016	F	46.9
Collie (S)	2016	M	56.6
Coolgardie (S)	2006	F	50.9
Coolgardie (S)	2006	M	76
Coolgardie (S)	2011	F	53.1
Coolgardie (S)	2011	M	73.3
Coolgardie (S)	2016	F	52.1
Coolgardie (S)	2016	M	63.2
Coorow (S)	2006	F	55.7
Coorow (S)	2006	M	70.1
Coorow (S)	2011	F	49.3
Coorow (S)	2011	M	64.8
Coorow (S)	2016	F	45.8
Coorow (S)	2016	M	58.6
Corrigin (S)	2006	F	58
Corrigin (S)	2006	M	76.4
Corrigin (S)	2011	F	61.1
Corrigin (S)	2011	M	74.5
Corrigin (S)	2016	F	54.1
Corrigin (S)	2016	M	64.9
Cottesloe (T)	2006	F	53.1
Cottesloe (T)	2006	M	64.6
Cottesloe (T)	2011	F	54.6
Cottesloe (T)	2011	M	68.9
Cottesloe (T)	2016	F	56.4
Cottesloe (T)	2016	M	68
Cranbrook (S)	2006	F	59.5
Cranbrook (S)	2006	M	76.7
Cranbrook (S)	2011	F	54.8
Cranbrook (S)	2011	M	68.7
Cranbrook (S)	2016	F	56
Cranbrook (S)	2016	M	65.5
Cuballing (S)	2006	F	63
Cuballing (S)	2006	M	69.6
Cuballing (S)	2011	F	57.4
Cuballing (S)	2011	M	70.2
Cuballing (S)	2016	F	55.1
Cuballing (S)	2016	M	55.3
Cue (S)	2006	F	43.9
Cue (S)	2006	M	61.6
Cue (S)	2011	F	46.5
Cue (S)	2011	M	39.1
Cue (S)	2016	F	39.7
Cue (S)	2016	M	41.2
Cunderdin (S)	2006	F	55.8
Cunderdin (S)	2006	M	69.6
Cunderdin (S)	2011	F	54.3
Cunderdin (S)	2011	M	64.3
Cunderdin (S)	2016	F	51.8
Cunderdin (S)	2016	M	58.9
Dalwallinu (S)	2006	F	60.8
Dalwallinu (S)	2006	M	80.8
Dalwallinu (S)	2011	F	65.7
Dalwallinu (S)	2011	M	79
Dalwallinu (S)	2016	F	56.8
Dalwallinu (S)	2016	M	73
Dandaragan (S)	2006	F	54.8
Dandaragan (S)	2006	M	64
Dandaragan (S)	2011	F	53.8
Dandaragan (S)	2011	M	62.7
Dandaragan (S)	2016	F	52.5
Dandaragan (S)	2016	M	59.1
Dardanup (S)	2006	F	55.6
Dardanup (S)	2006	M	74.6
Dardanup (S)	2011	F	59
Dardanup (S)	2011	M	74.6
Dardanup (S)	2016	F	57.2
Dardanup (S)	2016	M	68.5
Denmark (S)	2006	F	51.8
Denmark (S)	2006	M	60
Denmark (S)	2011	F	52.3
Denmark (S)	2011	M	59.9
Denmark (S)	2016	F	48.4
Denmark (S)	2016	M	54.5
Derby-West Kimberley (S)	2006	F	58.7
Derby-West Kimberley (S)	2006	M	67
Derby-West Kimberley (S)	2011	F	48.8
Derby-West Kimberley (S)	2011	M	38.3
Derby-West Kimberley (S)	2016	F	44.1
Derby-West Kimberley (S)	2016	M	50.2
Donnybrook-Balingup (S)	2006	F	54.9
Donnybrook-Balingup (S)	2006	M	69.3
Donnybrook-Balingup (S)	2011	F	53.6
Donnybrook-Balingup (S)	2011	M	66.1
Donnybrook-Balingup (S)	2016	F	50.1
Donnybrook-Balingup (S)	2016	M	61.2
Dowerin (S)	2006	F	60
Dowerin (S)	2006	M	74.9
Dowerin (S)	2011	F	56.7
Dowerin (S)	2011	M	71.9
Dowerin (S)	2016	F	49.6
Dowerin (S)	2016	M	69
Dumbleyung (S)	2006	F	65.7
Dumbleyung (S)	2006	M	79.6
Dumbleyung (S)	2011	F	65.6
Dumbleyung (S)	2011	M	77.2
Dumbleyung (S)	2016	F	58.6
Dumbleyung (S)	2016	M	66.9
Dundas (S)	2006	F	54.5
Dundas (S)	2006	M	67.9
Dundas (S)	2011	F	55.4
Dundas (S)	2011	M	62.2
Dundas (S)	2016	F	48.1
Dundas (S)	2016	M	53.2
East Fremantle (T)	2006	F	59.6
East Fremantle (T)	2006	M	69.6
East Fremantle (T)	2011	F	61.4
East Fremantle (T)	2011	M	70.2
East Fremantle (T)	2016	F	62.3
East Fremantle (T)	2016	M	68.9
East Pilbara (S)	2006	F	59.4
East Pilbara (S)	2006	M	70.4
East Pilbara (S)	2011	F	61.5
East Pilbara (S)	2011	M	72.4
East Pilbara (S)	2016	F	61.8
East Pilbara (S)	2016	M	70.8
Esperance (S)	2006	F	56.9
Esperance (S)	2006	M	70.8
Esperance (S)	2011	F	57.6
Esperance (S)	2011	M	69.4
Esperance (S)	2016	F	53.9
Esperance (S)	2016	M	64.4
Exmouth (S)	2006	F	66.1
Exmouth (S)	2006	M	70.7
Exmouth (S)	2011	F	66.2
Exmouth (S)	2011	M	70.8
Exmouth (S)	2016	F	65.5
Exmouth (S)	2016	M	69.8
Fremantle (C)	2006	F	54.9
Fremantle (C)	2006	M	62.5
Fremantle (C)	2011	F	58.3
Fremantle (C)	2011	M	65.7
Fremantle (C)	2016	F	57.8
Fremantle (C)	2016	M	64.1
Gingin (S)	2006	F	44
Gingin (S)	2006	M	57.4
Gingin (S)	2011	F	49.3
Gingin (S)	2011	M	59
Gingin (S)	2016	F	49.3
Gingin (S)	2016	M	56.6
Gnowangerup (S)	2006	F	65.4
Gnowangerup (S)	2006	M	81.4
Gnowangerup (S)	2011	F	59.9
Gnowangerup (S)	2011	M	76.9
Gnowangerup (S)	2016	F	58.2
Gnowangerup (S)	2016	M	68.6
Goomalling (S)	2006	F	55.6
Goomalling (S)	2006	M	71
Goomalling (S)	2011	F	53.9
Goomalling (S)	2011	M	67.1
Goomalling (S)	2016	F	52.1
Goomalling (S)	2016	M	63.1
Gosnells (C)	2006	F	56.4
Gosnells (C)	2006	M	71.7
Gosnells (C)	2011	F	57.9
Gosnells (C)	2011	M	70.8
Gosnells (C)	2016	F	56.6
Gosnells (C)	2016	M	68.9
Greater Geraldton (C)	2006	F	54.2
Greater Geraldton (C)	2006	M	66
Greater Geraldton (C)	2011	F	58.1
Greater Geraldton (C)	2011	M	68.5
Greater Geraldton (C)	2016	F	56.4
Greater Geraldton (C)	2016	M	63.4
Halls Creek (S)	2006	F	44
Halls Creek (S)	2006	M	56.7
Halls Creek (S)	2011	F	41.6
Halls Creek (S)	2011	M	50.3
Halls Creek (S)	2016	F	32.9
Halls Creek (S)	2016	M	39.3
Harvey (S)	2006	F	56.4
Harvey (S)	2006	M	71.3
Harvey (S)	2011	F	57
Harvey (S)	2011	M	71.3
Harvey (S)	2016	F	55.9
Harvey (S)	2016	M	66.8
Irwin (S)	2006	F	50
Irwin (S)	2006	M	60
Irwin (S)	2011	F	51.9
Irwin (S)	2011	M	61.3
Irwin (S)	2016	F	47.1
Irwin (S)	2016	M	54.7
Jerramungup (S)	2006	F	70.8
Jerramungup (S)	2006	M	78.2
Jerramungup (S)	2011	F	65.6
Jerramungup (S)	2011	M	78.6
Jerramungup (S)	2016	F	61.2
Jerramungup (S)	2016	M	70.2
Joondalup (C)	2006	F	64.2
Joondalup (C)	2006	M	76.7
Joondalup (C)	2011	F	64.6
Joondalup (C)	2011	M	76.1
Joondalup (C)	2016	F	63.5
Joondalup (C)	2016	M	72.4
Kalamunda (S)	2006	F	58.9
Kalamunda (S)	2006	M	73.3
Kalamunda (S)	2011	F	59.2
Kalamunda (S)	2011	M	72.1
Kalamunda (S)	2016	F	57.9
Kalamunda (S)	2016	M	69
Kalgoorlie/Boulder (C)	2006	F	60.6
Kalgoorlie/Boulder (C)	2006	M	74.5
Kalgoorlie/Boulder (C)	2011	F	62.3
Kalgoorlie/Boulder (C)	2011	M	74.8
Kalgoorlie/Boulder (C)	2016	F	63
Kalgoorlie/Boulder (C)	2016	M	73.1
Karratha (C)	2006	F	62.8
Karratha (C)	2006	M	73.8
Karratha (C)	2011	F	63.4
Karratha (C)	2011	M	69.6
Karratha (C)	2016	F	65.8
Karratha (C)	2016	M	74
Katanning (S)	2006	F	51.5
Katanning (S)	2006	M	66.3
Katanning (S)	2011	F	53.2
Katanning (S)	2011	M	67.2
Katanning (S)	2016	F	49.6
Katanning (S)	2016	M	62.9
Kellerberrin (S)	2006	F	46.1
Kellerberrin (S)	2006	M	64.2
Kellerberrin (S)	2011	F	46.4
Kellerberrin (S)	2011	M	60.1
Kellerberrin (S)	2016	F	44.5
Kellerberrin (S)	2016	M	55.4
Kent (S)	2006	F	70.5
Kent (S)	2006	M	82.8
Kent (S)	2011	F	66.9
Kent (S)	2011	M	84.1
Kent (S)	2016	F	65.6
Kent (S)	2016	M	72.1
Kojonup (S)	2006	F	58.2
Kojonup (S)	2006	M	75
Kojonup (S)	2011	F	56.2
Kojonup (S)	2011	M	72
Kojonup (S)	2016	F	56
Kojonup (S)	2016	M	70.3
Kondinin (S)	2006	F	69
Kondinin (S)	2006	M	83.5
Kondinin (S)	2011	F	66
Kondinin (S)	2011	M	75
Kondinin (S)	2016	F	69.1
Kondinin (S)	2016	M	72.7
Koorda (S)	2006	F	52.1
Koorda (S)	2006	M	76.2
Koorda (S)	2011	F	50
Koorda (S)	2011	M	71.3
Koorda (S)	2016	F	54.4
Koorda (S)	2016	M	61.5
Kulin (S)	2006	F	69.1
Kulin (S)	2006	M	86.5
Kulin (S)	2011	F	68.2
Kulin (S)	2011	M	82.8
Kulin (S)	2016	F	59.5
Kulin (S)	2016	M	76.1
Kwinana (C)	2006	F	48.1
Kwinana (C)	2006	M	61.7
Kwinana (C)	2011	F	55.8
Kwinana (C)	2011	M	65.3
Kwinana (C)	2016	F	58.6
Kwinana (C)	2016	M	65.8
Lake Grace (S)	2006	F	73.3
Lake Grace (S)	2006	M	86.3
Lake Grace (S)	2011	F	69.9
Lake Grace (S)	2011	M	82.4
Lake Grace (S)	2016	F	63.3
Lake Grace (S)	2016	M	80.9
Laverton (S)	2006	F	60.6
Laverton (S)	2006	M	75
Laverton (S)	2011	F	59.8
Laverton (S)	2011	M	77.2
Laverton (S)	2016	F	53.4
Laverton (S)	2016	M	69
Leonora (S)	2006	F	67.6
Leonora (S)	2006	M	85.8
Leonora (S)	2011	F	56.2
Leonora (S)	2011	M	67.2
Leonora (S)	2016	F	52.7
Leonora (S)	2016	M	61.6
Mandurah (C)	2006	F	42.1
Mandurah (C)	2006	M	56.8
Mandurah (C)	2011	F	46.4
Mandurah (C)	2011	M	59.2
Mandurah (C)	2016	F	47.6
Mandurah (C)	2016	M	57.9
Manjimup (S)	2006	F	55.9
Manjimup (S)	2006	M	67.4
Manjimup (S)	2011	F	57.5
Manjimup (S)	2011	M	67.4
Manjimup (S)	2016	F	54.3
Manjimup (S)	2016	M	62.7
Meekatharra (S)	2006	F	47.7
Meekatharra (S)	2006	M	60.5
Meekatharra (S)	2011	F	48.5
Meekatharra (S)	2011	M	67
Meekatharra (S)	2016	F	45.5
Meekatharra (S)	2016	M	62
Melville (C)	2006	F	55.4
Melville (C)	2006	M	68.7
Melville (C)	2011	F	57.6
Melville (C)	2011	M	70
Melville (C)	2016	F	56.4
Melville (C)	2016	M	67.3
Menzies (S)	2006	F	52.9
Menzies (S)	2006	M	56.6
Menzies (S)	2011	F	36.9
Menzies (S)	2011	M	44.9
Menzies (S)	2016	F	47.6
Menzies (S)	2016	M	64.4
Merredin (S)	2006	F	57.3
Merredin (S)	2006	M	71.2
Merredin (S)	2011	F	58.5
Merredin (S)	2011	M	68
Merredin (S)	2016	F	55.3
Merredin (S)	2016	M	61.7
Mingenew (S)	2006	F	58.3
Mingenew (S)	2006	M	68.7
Mingenew (S)	2011	F	63.2
Mingenew (S)	2011	M	73
Mingenew (S)	2016	F	63.4
Mingenew (S)	2016	M	68.7
Moora (S)	2006	F	59.7
Moora (S)	2006	M	76.6
Moora (S)	2011	F	59.3
Moora (S)	2011	M	74
Moora (S)	2016	F	56.2
Moora (S)	2016	M	67.7
Morawa (S)	2006	F	60.4
Morawa (S)	2006	M	64
Morawa (S)	2011	F	59
Morawa (S)	2011	M	65.5
Morawa (S)	2016	F	52.5
Morawa (S)	2016	M	57.3
Mosman Park (T)	2006	F	51
Mosman Park (T)	2006	M	65.4
Mosman Park (T)	2011	F	54
Mosman Park (T)	2011	M	68
Mosman Park (T)	2016	F	54.9
Mosman Park (T)	2016	M	65
Mount Magnet (S)	2006	F	55.6
Mount Magnet (S)	2006	M	57.3
Mount Magnet (S)	2011	F	46.3
Mount Magnet (S)	2011	M	54.8
Mount Magnet (S)	2016	F	42.3
Mount Magnet (S)	2016	M	42.5
Mount Marshall (S)	2006	F	63
Mount Marshall (S)	2006	M	81.1
Mount Marshall (S)	2011	F	67.7
Mount Marshall (S)	2011	M	83.3
Mount Marshall (S)	2016	F	63.4
Mount Marshall (S)	2016	M	73.9
Mukinbudin (S)	2006	F	61.6
Mukinbudin (S)	2006	M	80.9
Mukinbudin (S)	2011	F	64.2
Mukinbudin (S)	2011	M	79.8
Mukinbudin (S)	2016	F	56.4
Mukinbudin (S)	2016	M	73
Mundaring (S)	2006	F	58.3
Mundaring (S)	2006	M	67.1
Mundaring (S)	2011	F	59.7
Mundaring (S)	2011	M	64.6
Mundaring (S)	2016	F	58.7
Mundaring (S)	2016	M	59.7
Murchison (S)	2006	F	66.7
Murchison (S)	2006	M	78
Murchison (S)	2011	F	50
Murchison (S)	2011	M	67.4
Murchison (S)	2016	F	41.4
Murchison (S)	2016	M	47.3
Murray (S)	2006	F	44.7
Murray (S)	2006	M	57.6
Murray (S)	2011	F	48.3
Murray (S)	2011	M	60.7
Murray (S)	2016	F	47.9
Murray (S)	2016	M	56.9
Nannup (S)	2006	F	51.2
Nannup (S)	2006	M	67.6
Nannup (S)	2011	F	57.3
Nannup (S)	2011	M	58.6
Nannup (S)	2016	F	49.7
Nannup (S)	2016	M	53.3
Narembeen (S)	2006	F	55.5
Narembeen (S)	2006	M	81.1
Narembeen (S)	2011	F	54
Narembeen (S)	2011	M	78
Narembeen (S)	2016	F	56
Narembeen (S)	2016	M	71.3
Narrogin (S)	2006	F	53.1
Narrogin (S)	2006	M	67.9
Narrogin (S)	2011	F	53.9
Narrogin (S)	2011	M	65.1
Narrogin (S)	2016	F	48.9
Narrogin (S)	2016	M	59.9
Nedlands (C)	2006	F	51.8
Nedlands (C)	2006	M	67.2
Nedlands (C)	2011	F	54.4
Nedlands (C)	2011	M	68.6
Nedlands (C)	2016	F	55
Nedlands (C)	2016	M	67.4
Ngaanyatjarraku (S)	2006	F	52.8
Ngaanyatjarraku (S)	2006	M	67.2
Ngaanyatjarraku (S)	2011	F	39.3
Ngaanyatjarraku (S)	2011	M	52.4
Ngaanyatjarraku (S)	2016	F	31.6
Ngaanyatjarraku (S)	2016	M	32.9
Northam (S)	2006	F	50.2
Northam (S)	2006	M	63.4
Northam (S)	2011	F	52.6
Northam (S)	2011	M	63.3
Northam (S)	2016	F	51
Northam (S)	2016	M	54
Northampton (S)	2006	F	52.8
Northampton (S)	2006	M	63.2
Northampton (S)	2011	F	50.8
Northampton (S)	2011	M	58.9
Northampton (S)	2016	F	49.5
Northampton (S)	2016	M	55.8
Nungarin (S)	2006	F	57
Nungarin (S)	2006	M	72.9
Nungarin (S)	2011	F	50.6
Nungarin (S)	2011	M	68.8
Nungarin (S)	2016	F	59.4
Nungarin (S)	2016	M	61
Peppermint Grove (S)	2006	F	41.6
Peppermint Grove (S)	2006	M	67.3
Peppermint Grove (S)	2011	F	40.6
Peppermint Grove (S)	2011	M	62.3
Peppermint Grove (S)	2016	F	46.4
Peppermint Grove (S)	2016	M	65.5
Perenjori (S)	2006	F	59.9
Perenjori (S)	2006	M	79.1
Perenjori (S)	2011	F	68.9
Perenjori (S)	2011	M	82.3
Perenjori (S)	2016	F	68.2
Perenjori (S)	2016	M	79.4
Perth (C)	2006	F	50
Perth (C)	2006	M	53.3
Perth (C)	2011	F	59.1
Perth (C)	2011	M	66.8
Perth (C)	2016	F	58
Perth (C)	2016	M	64.7
Pingelly (S)	2006	F	43.8
Pingelly (S)	2006	M	60.7
Pingelly (S)	2011	F	45.8
Pingelly (S)	2011	M	62.5
Pingelly (S)	2016	F	43.8
Pingelly (S)	2016	M	53.6
Plantagenet (S)	2006	F	52.6
Plantagenet (S)	2006	M	68.4
Plantagenet (S)	2011	F	54
Plantagenet (S)	2011	M	63.3
Plantagenet (S)	2016	F	51.2
Plantagenet (S)	2016	M	57.3
Port Hedland (T)	2006	F	52
Port Hedland (T)	2006	M	64.5
Port Hedland (T)	2011	F	60.4
Port Hedland (T)	2011	M	70.3
Port Hedland (T)	2016	F	61.2
Port Hedland (T)	2016	M	72.6
Quairading (S)	2006	F	54.8
Quairading (S)	2006	M	66.7
Quairading (S)	2011	F	48.6
Quairading (S)	2011	M	61.8
Quairading (S)	2016	F	39.5
Quairading (S)	2016	M	54.9
Ravensthorpe (S)	2006	F	61.1
Ravensthorpe (S)	2006	M	82.3
Ravensthorpe (S)	2011	F	57
Ravensthorpe (S)	2011	M	76
Ravensthorpe (S)	2016	F	49.5
Ravensthorpe (S)	2016	M	64
Rockingham (C)	2006	F	50.5
Rockingham (C)	2006	M	67.4
Rockingham (C)	2011	F	56.4
Rockingham (C)	2011	M	70.9
Rockingham (C)	2016	F	56.9
Rockingham (C)	2016	M	68.4
Sandstone (S)	2006	F	54.8
Sandstone (S)	2006	M	67.7
Sandstone (S)	2011	F	51.1
Sandstone (S)	2011	M	58.8
Sandstone (S)	2016	F	56.3
Sandstone (S)	2016	M	40
Serpentine-Jarrahdale (S)	2006	F	59.4
Serpentine-Jarrahdale (S)	2006	M	72.4
Serpentine-Jarrahdale (S)	2011	F	62
Serpentine-Jarrahdale (S)	2011	M	73.2
Serpentine-Jarrahdale (S)	2016	F	63.3
Serpentine-Jarrahdale (S)	2016	M	72.2
Shark Bay (S)	2006	F	58.5
Shark Bay (S)	2006	M	60.5
Shark Bay (S)	2011	F	62.5
Shark Bay (S)	2011	M	66
Shark Bay (S)	2016	F	53.5
Shark Bay (S)	2016	M	58.8
South Perth (C)	2006	F	56.6
South Perth (C)	2006	M	67.5
South Perth (C)	2011	F	59
South Perth (C)	2011	M	69.5
South Perth (C)	2016	F	57.8
South Perth (C)	2016	M	67.2
Stirling (C)	2006	F	55.1
Stirling (C)	2006	M	67.3
Stirling (C)	2011	F	58
Stirling (C)	2011	M	69.3
Stirling (C)	2016	F	59
Stirling (C)	2016	M	68.9
Subiaco (C)	2006	F	58.8
Subiaco (C)	2006	M	66.8
Subiaco (C)	2011	F	58
Subiaco (C)	2011	M	67.5
Subiaco (C)	2016	F	56.5
Subiaco (C)	2016	M	64.6
Swan (C)	2006	F	57.5
Swan (C)	2006	M	72.2
Swan (C)	2011	F	60.3
Swan (C)	2011	M	73.4
Swan (C)	2016	F	60.6
Swan (C)	2016	M	71.4
Tammin (S)	2006	F	51.6
Tammin (S)	2006	M	69.2
Tammin (S)	2011	F	57.4
Tammin (S)	2011	M	64.8
Tammin (S)	2016	F	51
Tammin (S)	2016	M	64.4
Three Springs (S)	2006	F	55.2
Three Springs (S)	2006	M	77.2
Three Springs (S)	2011	F	59
Three Springs (S)	2011	M	67.6
Three Springs (S)	2016	F	56.3
Three Springs (S)	2016	M	69.8
Toodyay (S)	2006	F	50.9
Toodyay (S)	2006	M	62.8
Toodyay (S)	2011	F	52.5
Toodyay (S)	2011	M	59.6
Toodyay (S)	2016	F	49.3
Toodyay (S)	2016	M	57.1
Trayning (S)	2006	F	51.3
Trayning (S)	2006	M	66.9
Trayning (S)	2011	F	51.1
Trayning (S)	2011	M	66.2
Trayning (S)	2016	F	41.4
Trayning (S)	2016	M	54.5
Upper Gascoyne (S)	2006	F	63.3
Upper Gascoyne (S)	2006	M	75.2
Upper Gascoyne (S)	2011	F	51.8
Upper Gascoyne (S)	2011	M	51.5
Upper Gascoyne (S)	2016	F	42.3
Upper Gascoyne (S)	2016	M	47.9
Victoria Park (T)	2006	F	53.3
Victoria Park (T)	2006	M	64.1
Victoria Park (T)	2011	F	57.5
Victoria Park (T)	2011	M	68.4
Victoria Park (T)	2016	F	58.9
Victoria Park (T)	2016	M	67.7
Victoria Plains (S)	2006	F	60.5
Victoria Plains (S)	2006	M	75.8
Victoria Plains (S)	2011	F	62.8
Victoria Plains (S)	2011	M	76.4
Victoria Plains (S)	2016	F	56.4
Victoria Plains (S)	2016	M	68.6
Vincent (C)	2006	F	59.8
Vincent (C)	2006	M	68.1
Vincent (C)	2011	F	65
Vincent (C)	2011	M	72.5
Vincent (C)	2016	F	65.8
Vincent (C)	2016	M	72.7
Wagin (S)	2006	F	49.4
Wagin (S)	2006	M	63.5
Wagin (S)	2011	F	50.8
Wagin (S)	2011	M	63.3
Wagin (S)	2016	F	49.5
Wagin (S)	2016	M	55.9
Wandering (S)	2006	F	54.2
Wandering (S)	2006	M	71.7
Wandering (S)	2011	F	63.1
Wandering (S)	2011	M	74.9
Wandering (S)	2016	F	52.1
Wandering (S)	2016	M	67.9
Wanneroo (C)	2006	F	56.4
Wanneroo (C)	2006	M	72
Wanneroo (C)	2011	F	60.5
Wanneroo (C)	2011	M	74
Wanneroo (C)	2016	F	61.7
Wanneroo (C)	2016	M	72.9
Waroona (S)	2006	F	48
Waroona (S)	2006	M	66.4
Waroona (S)	2011	F	47.4
Waroona (S)	2011	M	65.5
Waroona (S)	2016	F	46.7
Waroona (S)	2016	M	58.9
West Arthur (S)	2006	F	66.1
West Arthur (S)	2006	M	84
West Arthur (S)	2011	F	61.1
West Arthur (S)	2011	M	81
West Arthur (S)	2016	F	58.8
West Arthur (S)	2016	M	73
Westonia (S)	2006	F	69.3
Westonia (S)	2006	M	74.7
Westonia (S)	2011	F	73
Westonia (S)	2011	M	77.8
Westonia (S)	2016	F	58.5
Westonia (S)	2016	M	71.8
Wickepin (S)	2006	F	58
Wickepin (S)	2006	M	81.5
Wickepin (S)	2011	F	51.8
Wickepin (S)	2011	M	73.1
Wickepin (S)	2016	F	56.1
Wickepin (S)	2016	M	69.2
Williams (S)	2006	F	68.8
Williams (S)	2006	M	77.8
Williams (S)	2011	F	67.1
Williams (S)	2011	M	81.8
Williams (S)	2016	F	62.4
Williams (S)	2016	M	73.1
Wiluna (S)	2006	F	58.4
Wiluna (S)	2006	M	77.8
Wiluna (S)	2011	F	59.9
Wiluna (S)	2011	M	77.4
Wiluna (S)	2016	F	50
Wiluna (S)	2016	M	63.7
Wongan-Ballidu (S)	2006	F	61.9
Wongan-Ballidu (S)	2006	M	83.3
Wongan-Ballidu (S)	2011	F	60
Wongan-Ballidu (S)	2011	M	76.3
Wongan-Ballidu (S)	2016	F	61
Wongan-Ballidu (S)	2016	M	74
Woodanilling (S)	2006	F	71.1
Woodanilling (S)	2006	M	76.7
Woodanilling (S)	2011	F	62.9
Woodanilling (S)	2011	M	79
Woodanilling (S)	2016	F	64.9
