LGA_NAME16	Year	IndigenousStatus	persons
Moreland (C)	2011	Non-indigenous	146537
Moreland (C)	2011	Torres Strait Islander	53
Moreland (C)	2016	Aboriginal	734
Moreland (C)	2016	Both Aboriginal & Torres Strait Islander	30
Moreland (C)	2016	Non-indigenous	161747
Moreland (C)	2016	Torres Strait Islander	47
Mornington Peninsula (S)	2006	Aboriginal	574
Mornington Peninsula (S)	2006	Both Aboriginal & Torres Strait Islander	14
Mornington Peninsula (S)	2006	Non-indigenous	135852
Mornington Peninsula (S)	2006	Torres Strait Islander	43
Mornington Peninsula (S)	2011	Aboriginal	891
Mornington Peninsula (S)	2011	Both Aboriginal & Torres Strait Islander	29
Mornington Peninsula (S)	2011	Non-indigenous	143639
Mornington Peninsula (S)	2011	Torres Strait Islander	49
Mornington Peninsula (S)	2016	Aboriginal	1202
Mornington Peninsula (S)	2016	Both Aboriginal & Torres Strait Islander	30
Mornington Peninsula (S)	2016	Non-indigenous	153695
Mornington Peninsula (S)	2016	Torres Strait Islander	72
Mount Alexander (S)	2006	Aboriginal	112
Mount Alexander (S)	2006	Both Aboriginal & Torres Strait Islander	8
Mount Alexander (S)	2006	Non-indigenous	16939
Mount Alexander (S)	2006	Torres Strait Islander	9
Mount Alexander (S)	2011	Aboriginal	160
Mount Alexander (S)	2011	Both Aboriginal & Torres Strait Islander	3
Mount Alexander (S)	2011	Non-indigenous	17418
Mount Alexander (S)	2011	Torres Strait Islander	11
Mount Alexander (S)	2016	Aboriginal	208
Mount Alexander (S)	2016	Both Aboriginal & Torres Strait Islander	3
Mount Alexander (S)	2016	Non-indigenous	18547
Mount Alexander (S)	2016	Torres Strait Islander	3
Moyne (S)	2006	Aboriginal	143
Moyne (S)	2006	Both Aboriginal & Torres Strait Islander	0
Moyne (S)	2006	Non-indigenous	15296
Moyne (S)	2006	Torres Strait Islander	14
Moyne (S)	2011	Aboriginal	178
Moyne (S)	2011	Both Aboriginal & Torres Strait Islander	5
Moyne (S)	2011	Non-indigenous	15770
Moyne (S)	2011	Torres Strait Islander	3
Moyne (S)	2016	Aboriginal	180
Moyne (S)	2016	Both Aboriginal & Torres Strait Islander	13
Moyne (S)	2016	Non-indigenous	16297
Moyne (S)	2016	Torres Strait Islander	5
Murrindindi (S)	2006	Aboriginal	81
Murrindindi (S)	2006	Both Aboriginal & Torres Strait Islander	4
Murrindindi (S)	2006	Non-indigenous	13571
Murrindindi (S)	2006	Torres Strait Islander	16
Murrindindi (S)	2011	Aboriginal	84
Murrindindi (S)	2011	Both Aboriginal & Torres Strait Islander	3
Murrindindi (S)	2011	Non-indigenous	12963
Murrindindi (S)	2011	Torres Strait Islander	7
Murrindindi (S)	2016	Aboriginal	164
Murrindindi (S)	2016	Both Aboriginal & Torres Strait Islander	3
Murrindindi (S)	2016	Non-indigenous	13548
Murrindindi (S)	2016	Torres Strait Islander	17
Nillumbik (S)	2006	Aboriginal	136
Nillumbik (S)	2006	Both Aboriginal & Torres Strait Islander	3
Nillumbik (S)	2006	Non-indigenous	59635
Nillumbik (S)	2006	Torres Strait Islander	16
Nillumbik (S)	2011	Aboriginal	182
Nillumbik (S)	2011	Both Aboriginal & Torres Strait Islander	3
Nillumbik (S)	2011	Non-indigenous	60148
Nillumbik (S)	2011	Torres Strait Islander	11
Nillumbik (S)	2016	Aboriginal	223
Nillumbik (S)	2016	Both Aboriginal & Torres Strait Islander	0
Nillumbik (S)	2016	Non-indigenous	61037
Nillumbik (S)	2016	Torres Strait Islander	13
Northern Grampians (S)	2006	Aboriginal	69
Northern Grampians (S)	2006	Both Aboriginal & Torres Strait Islander	0
Northern Grampians (S)	2006	Non-indigenous	11823
Northern Grampians (S)	2006	Torres Strait Islander	19
Northern Grampians (S)	2011	Aboriginal	127
Northern Grampians (S)	2011	Both Aboriginal & Torres Strait Islander	0
Northern Grampians (S)	2011	Non-indigenous	11701
Northern Grampians (S)	2011	Torres Strait Islander	16
Northern Grampians (S)	2016	Aboriginal	156
Northern Grampians (S)	2016	Both Aboriginal & Torres Strait Islander	6
Northern Grampians (S)	2016	Non-indigenous	11265
Northern Grampians (S)	2016	Torres Strait Islander	12
Port Phillip (C)	2006	Aboriginal	198
Port Phillip (C)	2006	Both Aboriginal & Torres Strait Islander	11
Port Phillip (C)	2006	Non-indigenous	84861
Port Phillip (C)	2006	Torres Strait Islander	26
Port Phillip (C)	2011	Aboriginal	259
Port Phillip (C)	2011	Both Aboriginal & Torres Strait Islander	6
Port Phillip (C)	2011	Non-indigenous	91086
Port Phillip (C)	2011	Torres Strait Islander	19
Port Phillip (C)	2016	Aboriginal	357
Port Phillip (C)	2016	Both Aboriginal & Torres Strait Islander	13
Port Phillip (C)	2016	Non-indigenous	100475
Port Phillip (C)	2016	Torres Strait Islander	18
Pyrenees (S)	2006	Aboriginal	27
Pyrenees (S)	2006	Both Aboriginal & Torres Strait Islander	3
Pyrenees (S)	2006	Non-indigenous	6518
Pyrenees (S)	2006	Torres Strait Islander	7
Pyrenees (S)	2011	Aboriginal	56
Pyrenees (S)	2011	Both Aboriginal & Torres Strait Islander	0
Pyrenees (S)	2011	Non-indigenous	6604
Pyrenees (S)	2011	Torres Strait Islander	8
Pyrenees (S)	2016	Aboriginal	124
Pyrenees (S)	2016	Both Aboriginal & Torres Strait Islander	3
Pyrenees (S)	2016	Non-indigenous	7100
Pyrenees (S)	2016	Torres Strait Islander	11
Queenscliffe (B)	2006	Aboriginal	9
Queenscliffe (B)	2006	Both Aboriginal & Torres Strait Islander	0
Queenscliffe (B)	2006	Non-indigenous	3006
Queenscliffe (B)	2006	Torres Strait Islander	3
Queenscliffe (B)	2011	Aboriginal	15
Queenscliffe (B)	2011	Both Aboriginal & Torres Strait Islander	0
Queenscliffe (B)	2011	Non-indigenous	2983
Queenscliffe (B)	2011	Torres Strait Islander	0
Queenscliffe (B)	2016	Aboriginal	8
Queenscliffe (B)	2016	Both Aboriginal & Torres Strait Islander	0
Queenscliffe (B)	2016	Non-indigenous	2845
Queenscliffe (B)	2016	Torres Strait Islander	0
South Gippsland (S)	2006	Aboriginal	90
South Gippsland (S)	2006	Both Aboriginal & Torres Strait Islander	5
South Gippsland (S)	2006	Non-indigenous	25623
South Gippsland (S)	2006	Torres Strait Islander	21
South Gippsland (S)	2011	Aboriginal	172
South Gippsland (S)	2011	Both Aboriginal & Torres Strait Islander	4
South Gippsland (S)	2011	Non-indigenous	27004
South Gippsland (S)	2011	Torres Strait Islander	30
South Gippsland (S)	2016	Aboriginal	236
South Gippsland (S)	2016	Both Aboriginal & Torres Strait Islander	18
South Gippsland (S)	2016	Non-indigenous	28429
South Gippsland (S)	2016	Torres Strait Islander	20
Southern Grampians (S)	2006	Aboriginal	103
Southern Grampians (S)	2006	Both Aboriginal & Torres Strait Islander	3
Southern Grampians (S)	2006	Non-indigenous	16521
Southern Grampians (S)	2006	Torres Strait Islander	7
Southern Grampians (S)	2011	Aboriginal	178
Southern Grampians (S)	2011	Both Aboriginal & Torres Strait Islander	4
Southern Grampians (S)	2011	Non-indigenous	16175
Southern Grampians (S)	2011	Torres Strait Islander	4
Southern Grampians (S)	2016	Aboriginal	236
Southern Grampians (S)	2016	Both Aboriginal & Torres Strait Islander	4
Southern Grampians (S)	2016	Non-indigenous	15699
Southern Grampians (S)	2016	Torres Strait Islander	5
Stonnington (C)	2006	Aboriginal	140
Stonnington (C)	2006	Both Aboriginal & Torres Strait Islander	8
Stonnington (C)	2006	Non-indigenous	89717
Stonnington (C)	2006	Torres Strait Islander	20
Stonnington (C)	2011	Aboriginal	153
Stonnington (C)	2011	Both Aboriginal & Torres Strait Islander	8
Stonnington (C)	2011	Non-indigenous	92966
Stonnington (C)	2011	Torres Strait Islander	16
Stonnington (C)	2016	Aboriginal	287
Stonnington (C)	2016	Both Aboriginal & Torres Strait Islander	10
Stonnington (C)	2016	Non-indigenous	103528
Stonnington (C)	2016	Torres Strait Islander	7
Strathbogie (S)	2006	Aboriginal	61
Strathbogie (S)	2006	Both Aboriginal & Torres Strait Islander	4
Strathbogie (S)	2006	Non-indigenous	9221
Strathbogie (S)	2006	Torres Strait Islander	10
Strathbogie (S)	2011	Aboriginal	78
Strathbogie (S)	2011	Both Aboriginal & Torres Strait Islander	0
Strathbogie (S)	2011	Non-indigenous	9397
Strathbogie (S)	2011	Torres Strait Islander	10
Strathbogie (S)	2016	Aboriginal	103
Strathbogie (S)	2016	Both Aboriginal & Torres Strait Islander	4
Strathbogie (S)	2016	Non-indigenous	10160
Strathbogie (S)	2016	Torres Strait Islander	7
Surf Coast (S)	2006	Aboriginal	73
Surf Coast (S)	2006	Both Aboriginal & Torres Strait Islander	0
Surf Coast (S)	2006	Non-indigenous	21685
Surf Coast (S)	2006	Torres Strait Islander	8
Surf Coast (S)	2011	Aboriginal	132
Surf Coast (S)	2011	Both Aboriginal & Torres Strait Islander	5
Surf Coast (S)	2011	Non-indigenous	25721
Surf Coast (S)	2011	Torres Strait Islander	10
Surf Coast (S)	2016	Aboriginal	179
Surf Coast (S)	2016	Both Aboriginal & Torres Strait Islander	4
Surf Coast (S)	2016	Non-indigenous	29206
Surf Coast (S)	2016	Torres Strait Islander	8
Swan Hill (RC)	2006	Aboriginal	751
Swan Hill (RC)	2006	Both Aboriginal & Torres Strait Islander	28
Swan Hill (RC)	2006	Non-indigenous	19830
Swan Hill (RC)	2006	Torres Strait Islander	22
Swan Hill (RC)	2011	Aboriginal	825
Swan Hill (RC)	2011	Both Aboriginal & Torres Strait Islander	29
Swan Hill (RC)	2011	Non-indigenous	19562
Swan Hill (RC)	2011	Torres Strait Islander	33
Swan Hill (RC)	2016	Aboriginal	775
Swan Hill (RC)	2016	Both Aboriginal & Torres Strait Islander	25
Swan Hill (RC)	2016	Non-indigenous	19752
Swan Hill (RC)	2016	Torres Strait Islander	32
Towong (S)	2006	Aboriginal	45
Towong (S)	2006	Both Aboriginal & Torres Strait Islander	0
Towong (S)	2006	Non-indigenous	5970
Towong (S)	2006	Torres Strait Islander	3
Towong (S)	2011	Aboriginal	77
Towong (S)	2011	Both Aboriginal & Torres Strait Islander	3
Towong (S)	2011	Non-indigenous	5806
Towong (S)	2011	Torres Strait Islander	3
Towong (S)	2016	Aboriginal	83
Towong (S)	2016	Both Aboriginal & Torres Strait Islander	4
Towong (S)	2016	Non-indigenous	5895
Towong (S)	2016	Torres Strait Islander	3
Wangaratta (RC)	2006	Aboriginal	181
Wangaratta (RC)	2006	Both Aboriginal & Torres Strait Islander	9
Wangaratta (RC)	2006	Non-indigenous	26176
Wangaratta (RC)	2006	Torres Strait Islander	24
Wangaratta (RC)	2011	Aboriginal	222
Wangaratta (RC)	2011	Both Aboriginal & Torres Strait Islander	6
Wangaratta (RC)	2011	Non-indigenous	26551
Wangaratta (RC)	2011	Torres Strait Islander	35
Wangaratta (RC)	2016	Aboriginal	356
Wangaratta (RC)	2016	Both Aboriginal & Torres Strait Islander	5
Wangaratta (RC)	2016	Non-indigenous	27929
Wangaratta (RC)	2016	Torres Strait Islander	20
Warrnambool (C)	2006	Aboriginal	369
Warrnambool (C)	2006	Both Aboriginal & Torres Strait Islander	12
Warrnambool (C)	2006	Non-indigenous	30000
Warrnambool (C)	2006	Torres Strait Islander	13
Warrnambool (C)	2011	Aboriginal	458
Warrnambool (C)	2011	Both Aboriginal & Torres Strait Islander	13
Warrnambool (C)	2011	Non-indigenous	31534
Warrnambool (C)	2011	Torres Strait Islander	21
Warrnambool (C)	2016	Aboriginal	542
Warrnambool (C)	2016	Both Aboriginal & Torres Strait Islander	0
Warrnambool (C)	2016	Non-indigenous	33105
Warrnambool (C)	2016	Torres Strait Islander	8
Wellington (S)	2006	Aboriginal	415
Wellington (S)	2006	Both Aboriginal & Torres Strait Islander	9
Wellington (S)	2006	Non-indigenous	39641
Wellington (S)	2006	Torres Strait Islander	15
Wellington (S)	2011	Aboriginal	559
Wellington (S)	2011	Both Aboriginal & Torres Strait Islander	11
Wellington (S)	2011	Non-indigenous	40850
Wellington (S)	2011	Torres Strait Islander	21
Wellington (S)	2016	Aboriginal	607
Wellington (S)	2016	Both Aboriginal & Torres Strait Islander	20
Wellington (S)	2016	Non-indigenous	42334
Wellington (S)	2016	Torres Strait Islander	22
West Wimmera (S)	2006	Aboriginal	13
West Wimmera (S)	2006	Both Aboriginal & Torres Strait Islander	0
West Wimmera (S)	2006	Non-indigenous	4456
West Wimmera (S)	2006	Torres Strait Islander	3
West Wimmera (S)	2011	Aboriginal	27
West Wimmera (S)	2011	Both Aboriginal & Torres Strait Islander	0
West Wimmera (S)	2011	Non-indigenous	4221
West Wimmera (S)	2011	Torres Strait Islander	3
West Wimmera (S)	2016	Aboriginal	34
West Wimmera (S)	2016	Both Aboriginal & Torres Strait Islander	0
West Wimmera (S)	2016	Non-indigenous	3866
West Wimmera (S)	2016	Torres Strait Islander	3
Whitehorse (C)	2006	Aboriginal	250
Whitehorse (C)	2006	Both Aboriginal & Torres Strait Islander	6
Whitehorse (C)	2006	Non-indigenous	144476
Whitehorse (C)	2006	Torres Strait Islander	35
Whitehorse (C)	2011	Aboriginal	282
Whitehorse (C)	2011	Both Aboriginal & Torres Strait Islander	13
Whitehorse (C)	2011	Non-indigenous	151023
Whitehorse (C)	2011	Torres Strait Islander	16
Whitehorse (C)	2016	Aboriginal	322
Whitehorse (C)	2016	Both Aboriginal & Torres Strait Islander	7
Whitehorse (C)	2016	Non-indigenous	161722
Whitehorse (C)	2016	Torres Strait Islander	27
Whittlesea (C)	2006	Aboriginal	752
Whittlesea (C)	2006	Both Aboriginal & Torres Strait Islander	15
Whittlesea (C)	2006	Non-indigenous	123803
Whittlesea (C)	2006	Torres Strait Islander	81
Whittlesea (C)	2011	Aboriginal	1036
Whittlesea (C)	2011	Both Aboriginal & Torres Strait Islander	22
Whittlesea (C)	2011	Non-indigenous	153757
Whittlesea (C)	2011	Torres Strait Islander	65
Whittlesea (C)	2016	Aboriginal	1522
Whittlesea (C)	2016	Both Aboriginal & Torres Strait Islander	63
Whittlesea (C)	2016	Non-indigenous	195859
Whittlesea (C)	2016	Torres Strait Islander	47
Wodonga (C)	2006	Aboriginal	414
Wodonga (C)	2006	Both Aboriginal & Torres Strait Islander	12
Wodonga (C)	2006	Non-indigenous	32546
Wodonga (C)	2006	Torres Strait Islander	34
Wodonga (C)	2011	Aboriginal	669
Wodonga (C)	2011	Both Aboriginal & Torres Strait Islander	8
Wodonga (C)	2011	Non-indigenous	34807
Wodonga (C)	2011	Torres Strait Islander	35
Wodonga (C)	2016	Aboriginal	910
Wodonga (C)	2016	Both Aboriginal & Torres Strait Islander	26
Wodonga (C)	2016	Non-indigenous	38375
Wodonga (C)	2016	Torres Strait Islander	40
Wyndham (C)	2006	Aboriginal	629
Wyndham (C)	2006	Both Aboriginal & Torres Strait Islander	22
Wyndham (C)	2006	Non-indigenous	111994
Wyndham (C)	2006	Torres Strait Islander	53
Wyndham (C)	2011	Aboriginal	1064
Wyndham (C)	2011	Both Aboriginal & Torres Strait Islander	20
Wyndham (C)	2011	Non-indigenous	160433
Wyndham (C)	2011	Torres Strait Islander	60
Wyndham (C)	2016	Aboriginal	1662
Wyndham (C)	2016	Both Aboriginal & Torres Strait Islander	33
Wyndham (C)	2016	Non-indigenous	215380
Wyndham (C)	2016	Torres Strait Islander	47
Yarra (C)	2006	Aboriginal	225
Yarra (C)	2006	Both Aboriginal & Torres Strait Islander	8
Yarra (C)	2006	Non-indigenous	69082
Yarra (C)	2006	Torres Strait Islander	14
Yarra (C)	2011	Aboriginal	293
Yarra (C)	2011	Both Aboriginal & Torres Strait Islander	6
Yarra (C)	2011	Non-indigenous	73774
Yarra (C)	2011	Torres Strait Islander	18
Yarra (C)	2016	Aboriginal	356
Yarra (C)	2016	Both Aboriginal & Torres Strait Islander	10
Yarra (C)	2016	Non-indigenous	86271
Yarra (C)	2016	Torres Strait Islander	20
Yarra Ranges (S)	2006	Aboriginal	786
Yarra Ranges (S)	2006	Both Aboriginal & Torres Strait Islander	17
Yarra Ranges (S)	2006	Non-indigenous	139370
Yarra Ranges (S)	2006	Torres Strait Islander	43
Yarra Ranges (S)	2011	Aboriginal	903
Yarra Ranges (S)	2011	Both Aboriginal & Torres Strait Islander	19
Yarra Ranges (S)	2011	Non-indigenous	143564
Yarra Ranges (S)	2011	Torres Strait Islander	55
Yarra Ranges (S)	2016	Aboriginal	1279
Yarra Ranges (S)	2016	Both Aboriginal & Torres Strait Islander	38
Yarra Ranges (S)	2016	Non-indigenous	148173
Yarra Ranges (S)	2016	Torres Strait Islander	47
Yarriambiack (S)	2006	Aboriginal	41
Yarriambiack (S)	2006	Both Aboriginal & Torres Strait Islander	3
Yarriambiack (S)	2006	Non-indigenous	7465
Yarriambiack (S)	2006	Torres Strait Islander	7
Yarriambiack (S)	2011	Aboriginal	55
Yarriambiack (S)	2011	Both Aboriginal & Torres Strait Islander	9
Yarriambiack (S)	2011	Non-indigenous	7020
Yarriambiack (S)	2011	Torres Strait Islander	6
Yarriambiack (S)	2016	Aboriginal	63
Yarriambiack (S)	2016	Both Aboriginal & Torres Strait Islander	5
Yarriambiack (S)	2016	Non-indigenous	6594
Yarriambiack (S)	2016	Torres Strait Islander	12
Unincorporated Vic	2006	Aboriginal	8
Unincorporated Vic	2006	Both Aboriginal & Torres Strait Islander	0
Unincorporated Vic	2006	Non-indigenous	717
Unincorporated Vic	2006	Torres Strait Islander	3
Unincorporated Vic	2011	Aboriginal	5
Unincorporated Vic	2011	Both Aboriginal & Torres Strait Islander	0
Unincorporated Vic	2011	Non-indigenous	759
Unincorporated Vic	2011	Torres Strait Islander	0
Unincorporated Vic	2016	Aboriginal	9
Unincorporated Vic	2016	Both Aboriginal & Torres Strait Islander	0
Unincorporated Vic	2016	Non-indigenous	867
Unincorporated Vic	2016	Torres Strait Islander	0
No usual address (Vic.)	2006	Aboriginal	83
No usual address (Vic.)	2006	Both Aboriginal & Torres Strait Islander	5
No usual address (Vic.)	2006	Torres Strait Islander	7
No usual address (Vic.)	2011	Aboriginal	271
No usual address (Vic.)	2011	Both Aboriginal & Torres Strait Islander	3
No usual address (Vic.)	2011	Torres Strait Islander	5
No usual address (Vic.)	2016	Aboriginal	247
No usual address (Vic.)	2016	Both Aboriginal & Torres Strait Islander	11
No usual address (Vic.)	2016	Torres Strait Islander	16
Migratory - Offshore - Shipping (Vic.)	2006	Aboriginal	0
Migratory - Offshore - Shipping (Vic.)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2011	Aboriginal	0
Migratory - Offshore - Shipping (Vic.)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2016	Aboriginal	0
Migratory - Offshore - Shipping (Vic.)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Vic.)	2016	Torres Strait Islander	0
Aurukun (S)	2006	Aboriginal	937
Aurukun (S)	2006	Both Aboriginal & Torres Strait Islander	20
Aurukun (S)	2006	Non-indigenous	83
Aurukun (S)	2006	Torres Strait Islander	6
Aurukun (S)	2011	Aboriginal	1164
Aurukun (S)	2011	Both Aboriginal & Torres Strait Islander	26
Aurukun (S)	2011	Non-indigenous	96
Aurukun (S)	2011	Torres Strait Islander	9
Aurukun (S)	2016	Aboriginal	1058
Aurukun (S)	2016	Both Aboriginal & Torres Strait Islander	67
Aurukun (S)	2016	Non-indigenous	118
Aurukun (S)	2016	Torres Strait Islander	26
Balonne (S)	2006	Aboriginal	666
Balonne (S)	2006	Both Aboriginal & Torres Strait Islander	11
Balonne (S)	2006	Non-indigenous	3944
Balonne (S)	2006	Torres Strait Islander	8
Balonne (S)	2011	Aboriginal	791
Balonne (S)	2011	Both Aboriginal & Torres Strait Islander	6
Balonne (S)	2011	Non-indigenous	3919
Balonne (S)	2011	Torres Strait Islander	3
Balonne (S)	2016	Aboriginal	679
Balonne (S)	2016	Both Aboriginal & Torres Strait Islander	11
Balonne (S)	2016	Non-indigenous	3678
Balonne (S)	2016	Torres Strait Islander	9
Banana (S)	2006	Aboriginal	427
Banana (S)	2006	Both Aboriginal & Torres Strait Islander	14
Banana (S)	2006	Non-indigenous	14191
Banana (S)	2006	Torres Strait Islander	19
Banana (S)	2011	Aboriginal	544
Banana (S)	2011	Both Aboriginal & Torres Strait Islander	27
Banana (S)	2011	Non-indigenous	13872
Banana (S)	2011	Torres Strait Islander	12
Banana (S)	2016	Aboriginal	519
Banana (S)	2016	Both Aboriginal & Torres Strait Islander	44
Banana (S)	2016	Non-indigenous	13739
Banana (S)	2016	Torres Strait Islander	17
Barcaldine (R)	2006	Aboriginal	175
Barcaldine (R)	2006	Both Aboriginal & Torres Strait Islander	9
Barcaldine (R)	2006	Non-indigenous	3062
Barcaldine (R)	2006	Torres Strait Islander	14
Barcaldine (R)	2011	Aboriginal	176
Barcaldine (R)	2011	Both Aboriginal & Torres Strait Islander	6
Barcaldine (R)	2011	Non-indigenous	3016
Barcaldine (R)	2011	Torres Strait Islander	17
Barcaldine (R)	2016	Aboriginal	154
Barcaldine (R)	2016	Both Aboriginal & Torres Strait Islander	4
Barcaldine (R)	2016	Non-indigenous	2701
Barcaldine (R)	2016	Torres Strait Islander	6
Barcoo (S)	2006	Aboriginal	22
Barcoo (S)	2006	Both Aboriginal & Torres Strait Islander	0
Barcoo (S)	2006	Non-indigenous	338
Barcoo (S)	2006	Torres Strait Islander	0
Barcoo (S)	2011	Aboriginal	26
Barcoo (S)	2011	Both Aboriginal & Torres Strait Islander	0
Barcoo (S)	2011	Non-indigenous	326
Barcoo (S)	2011	Torres Strait Islander	0
Barcoo (S)	2016	Aboriginal	25
Barcoo (S)	2016	Both Aboriginal & Torres Strait Islander	3
Barcoo (S)	2016	Non-indigenous	239
Barcoo (S)	2016	Torres Strait Islander	0
Blackall-Tambo (R)	2006	Aboriginal	56
Blackall-Tambo (R)	2006	Both Aboriginal & Torres Strait Islander	0
Blackall-Tambo (R)	2006	Non-indigenous	1961
Blackall-Tambo (R)	2006	Torres Strait Islander	0
