LGA_NAME16	Year	SameAddress5YearsAgo	persons
South Burnett (R)	2011		3681
South Burnett (R)	2011	0	11959
South Burnett (R)	2011	1	15389
South Burnett (R)	2016		4637
South Burnett (R)	2016	0	10965
South Burnett (R)	2016	1	16584
Southern Downs (R)	2006		3713
Southern Downs (R)	2006	0	12712
Southern Downs (R)	2006	1	15237
Southern Downs (R)	2011		3721
Southern Downs (R)	2011	0	12720
Southern Downs (R)	2011	1	17442
Southern Downs (R)	2016		4490
Southern Downs (R)	2016	0	11766
Southern Downs (R)	2016	1	18854
Sunshine Coast (R)	2006		26800
Sunshine Coast (R)	2006	0	112518
Sunshine Coast (R)	2006	1	90551
Sunshine Coast (R)	2011		27878
Sunshine Coast (R)	2011	0	115187
Sunshine Coast (R)	2011	1	114888
Sunshine Coast (R)	2016		34552
Sunshine Coast (R)	2016	0	131777
Sunshine Coast (R)	2016	1	128038
Tablelands (R)	2006		3029
Tablelands (R)	2006	0	9268
Tablelands (R)	2006	1	10396
Tablelands (R)	2011		3007
Tablelands (R)	2011	0	8501
Tablelands (R)	2011	1	12203
Tablelands (R)	2016		3600
Tablelands (R)	2016	0	8256
Tablelands (R)	2016	1	12971
Toowoomba (R)	2006		17114
Toowoomba (R)	2006	0	65035
Toowoomba (R)	2006	1	60134
Toowoomba (R)	2011		18801
Toowoomba (R)	2011	0	62304
Toowoomba (R)	2011	1	70084
Toowoomba (R)	2016		22038
Toowoomba (R)	2016	0	64804
Toowoomba (R)	2016	1	73937
Torres (S)	2006		593
Torres (S)	2006	0	911
Torres (S)	2006	1	1729
Torres (S)	2011		743
Torres (S)	2011	0	1160
Torres (S)	2011	1	1356
Torres (S)	2016		785
Torres (S)	2016	0	1162
Torres (S)	2016	1	1663
Torres Strait Island (R)	2006		695
Torres Strait Island (R)	2006	0	709
Torres Strait Island (R)	2006	1	2992
Torres Strait Island (R)	2011		720
Torres Strait Island (R)	2011	0	527
Torres Strait Island (R)	2011	1	3003
Torres Strait Island (R)	2016		710
Torres Strait Island (R)	2016	0	769
Torres Strait Island (R)	2016	1	3035
Townsville (C)	2006		21813
Townsville (C)	2006	0	73314
Townsville (C)	2006	1	59501
Townsville (C)	2011		25093
Townsville (C)	2011	0	77243
Townsville (C)	2011	1	72125
Townsville (C)	2016		27626
Townsville (C)	2016	0	80461
Townsville (C)	2016	1	78670
Weipa (T)	2006		552
Weipa (T)	2006	0	1524
Weipa (T)	2006	1	756
Weipa (T)	2011		684
Weipa (T)	2011	0	1614
Weipa (T)	2011	1	1034
Weipa (T)	2016		775
Weipa (T)	2016	0	1859
Weipa (T)	2016	1	1271
Western Downs (R)	2006		3939
Western Downs (R)	2006	0	11239
Western Downs (R)	2006	1	13228
Western Downs (R)	2011		4832
Western Downs (R)	2011	0	12029
Western Downs (R)	2011	1	14730
Western Downs (R)	2016		6173
Western Downs (R)	2016	0	12068
Western Downs (R)	2016	1	15203
Whitsunday (R)	2006		5089
Whitsunday (R)	2006	0	12837
Whitsunday (R)	2006	1	11411
Whitsunday (R)	2011		5501
Whitsunday (R)	2011	0	12813
Whitsunday (R)	2011	1	13113
Whitsunday (R)	2016		6550
Whitsunday (R)	2016	0	13350
Whitsunday (R)	2016	1	13878
Winton (S)	2006		254
Winton (S)	2006	0	421
Winton (S)	2006	1	707
Winton (S)	2011		144
Winton (S)	2011	0	459
Winton (S)	2011	1	734
Winton (S)	2016		191
Winton (S)	2016	0	326
Winton (S)	2016	1	617
Woorabinda (S)	2006		132
Woorabinda (S)	2006	0	77
Woorabinda (S)	2006	1	639
Woorabinda (S)	2011		121
Woorabinda (S)	2011	0	121
Woorabinda (S)	2011	1	702
Woorabinda (S)	2016		143
Woorabinda (S)	2016	0	187
Woorabinda (S)	2016	1	632
Wujal Wujal (S)	2006		31
Wujal Wujal (S)	2006	0	62
Wujal Wujal (S)	2006	1	233
Wujal Wujal (S)	2011		17
Wujal Wujal (S)	2011	0	32
Wujal Wujal (S)	2011	1	220
Wujal Wujal (S)	2016		34
Wujal Wujal (S)	2016	0	50
Wujal Wujal (S)	2016	1	198
Yarrabah (S)	2006		380
Yarrabah (S)	2006	0	174
Yarrabah (S)	2006	1	1821
Yarrabah (S)	2011		321
Yarrabah (S)	2011	0	185
Yarrabah (S)	2011	1	1902
Yarrabah (S)	2016		286
Yarrabah (S)	2016	0	280
Yarrabah (S)	2016	1	1993
No usual address (Qld)	2006	0	9224
No usual address (Qld)	2006	1	1236
No usual address (Qld)	2011	0	8610
No usual address (Qld)	2011	1	1398
No usual address (Qld)	2016	0	7693
No usual address (Qld)	2016	1	1684
Migratory - Offshore - Shipping (Qld)	2006	0	58
Migratory - Offshore - Shipping (Qld)	2006	1	31
Migratory - Offshore - Shipping (Qld)	2011	0	168
Migratory - Offshore - Shipping (Qld)	2011	1	215
Migratory - Offshore - Shipping (Qld)	2016	0	45
Migratory - Offshore - Shipping (Qld)	2016	1	84
Adelaide (C)	2006		2971
Adelaide (C)	2006	0	9481
Adelaide (C)	2006	1	4206
Adelaide (C)	2011		2740
Adelaide (C)	2011	0	11662
Adelaide (C)	2011	1	5236
Adelaide (C)	2016		3144
Adelaide (C)	2016	0	13345
Adelaide (C)	2016	1	5574
Adelaide Hills (DC)	2006		3745
Adelaide Hills (DC)	2006	0	10898
Adelaide Hills (DC)	2006	1	23217
Adelaide Hills (DC)	2011		3505
Adelaide Hills (DC)	2011	0	10649
Adelaide Hills (DC)	2011	1	24474
Adelaide Hills (DC)	2016		3876
Adelaide Hills (DC)	2016	0	10409
Adelaide Hills (DC)	2016	1	24578
Alexandrina (DC)	2006		2601
Alexandrina (DC)	2006	0	8258
Alexandrina (DC)	2006	1	9854
Alexandrina (DC)	2011		2048
Alexandrina (DC)	2011	0	9554
Alexandrina (DC)	2011	1	12097
Alexandrina (DC)	2016		2930
Alexandrina (DC)	2016	0	8997
Alexandrina (DC)	2016	1	13946
Anangu Pitjantjatjara (AC)	2006		268
Anangu Pitjantjatjara (AC)	2006	0	461
Anangu Pitjantjatjara (AC)	2006	1	1506
Anangu Pitjantjatjara (AC)	2011		278
Anangu Pitjantjatjara (AC)	2011	0	456
Anangu Pitjantjatjara (AC)	2011	1	1705
Anangu Pitjantjatjara (AC)	2016		427
Anangu Pitjantjatjara (AC)	2016	0	315
Anangu Pitjantjatjara (AC)	2016	1	1534
Barossa (DC)	2006		1947
Barossa (DC)	2006	0	7290
Barossa (DC)	2006	1	11313
Barossa (DC)	2011		2152
Barossa (DC)	2011	0	7445
Barossa (DC)	2011	1	12570
Barossa (DC)	2016		2637
Barossa (DC)	2016	0	7237
Barossa (DC)	2016	1	13684
Barunga West (DC)	2006		262
Barunga West (DC)	2006	0	697
Barunga West (DC)	2006	1	1585
Barunga West (DC)	2011		255
Barunga West (DC)	2011	0	711
Barunga West (DC)	2011	1	1490
Barunga West (DC)	2016		341
Barunga West (DC)	2016	0	630
Barunga West (DC)	2016	1	1573
Berri and Barmera (DC)	2006		1317
Berri and Barmera (DC)	2006	0	3708
Berri and Barmera (DC)	2006	1	5910
Berri and Barmera (DC)	2011		1265
Berri and Barmera (DC)	2011	0	3259
Berri and Barmera (DC)	2011	1	6043
Berri and Barmera (DC)	2016		1368
Berri and Barmera (DC)	2016	0	2978
Berri and Barmera (DC)	2016	1	6199
Burnside (C)	2006		3981
Burnside (C)	2006	0	14721
Burnside (C)	2006	1	23253
Burnside (C)	2011		3342
Burnside (C)	2011	0	14683
Burnside (C)	2011	1	24167
Burnside (C)	2016		3789
Burnside (C)	2016	0	16373
Burnside (C)	2016	1	23749
Campbelltown (C) (SA)	2006		4456
Campbelltown (C) (SA)	2006	0	13798
Campbelltown (C) (SA)	2006	1	27905
Campbelltown (C) (SA)	2011		4242
Campbelltown (C) (SA)	2011	0	15264
Campbelltown (C) (SA)	2011	1	28656
Campbelltown (C) (SA)	2016		4704
Campbelltown (C) (SA)	2016	0	16385
Campbelltown (C) (SA)	2016	1	29075
Ceduna (DC)	2006		568
Ceduna (DC)	2006	0	1097
Ceduna (DC)	2006	1	1909
Ceduna (DC)	2011		398
Ceduna (DC)	2011	0	1228
Ceduna (DC)	2011	1	1854
Ceduna (DC)	2016		725
Ceduna (DC)	2016	0	983
Ceduna (DC)	2016	1	1700
Charles Sturt (C)	2006		10528
Charles Sturt (C)	2006	0	29855
Charles Sturt (C)	2006	1	60150
Charles Sturt (C)	2011		10530
Charles Sturt (C)	2011	0	32905
Charles Sturt (C)	2011	1	61549
Charles Sturt (C)	2016		12209
Charles Sturt (C)	2016	0	38313
Charles Sturt (C)	2016	1	61237
Clare and Gilbert Valleys (DC)	2006		840
Clare and Gilbert Valleys (DC)	2006	0	2866
Clare and Gilbert Valleys (DC)	2006	1	4438
Clare and Gilbert Valleys (DC)	2011		914
Clare and Gilbert Valleys (DC)	2011	0	3152
Clare and Gilbert Valleys (DC)	2011	1	4685
Clare and Gilbert Valleys (DC)	2016		1119
Clare and Gilbert Valleys (DC)	2016	0	2840
Clare and Gilbert Valleys (DC)	2016	1	5064
Cleve (DC)	2006		233
Cleve (DC)	2006	0	589
Cleve (DC)	2006	1	1207
Cleve (DC)	2011		173
Cleve (DC)	2011	0	452
Cleve (DC)	2011	1	1165
Cleve (DC)	2016		257
Cleve (DC)	2016	0	403
Cleve (DC)	2016	1	1111
Coober Pedy (DC)	2006		443
Coober Pedy (DC)	2006	0	536
Coober Pedy (DC)	2006	1	932
Coober Pedy (DC)	2011		282
Coober Pedy (DC)	2011	0	562
Coober Pedy (DC)	2011	1	850
Coober Pedy (DC)	2016		402
Coober Pedy (DC)	2016	0	518
Coober Pedy (DC)	2016	1	842
Copper Coast (DC)	2006		1139
Copper Coast (DC)	2006	0	4388
Copper Coast (DC)	2006	1	5918
Copper Coast (DC)	2011		1215
Copper Coast (DC)	2011	0	5027
Copper Coast (DC)	2011	1	6705
Copper Coast (DC)	2016		1940
Copper Coast (DC)	2016	0	4607
Copper Coast (DC)	2016	1	7592
Elliston (DC)	2006		118
Elliston (DC)	2006	0	333
Elliston (DC)	2006	1	681
Elliston (DC)	2011		96
Elliston (DC)	2011	0	286
Elliston (DC)	2011	1	666
Elliston (DC)	2016		138
Elliston (DC)	2016	0	230
Elliston (DC)	2016	1	677
Flinders Ranges (DC)	2006		250
Flinders Ranges (DC)	2006	0	574
Flinders Ranges (DC)	2006	1	903
Flinders Ranges (DC)	2011		186
Flinders Ranges (DC)	2011	0	523
Flinders Ranges (DC)	2011	1	992
Flinders Ranges (DC)	2016		225
Flinders Ranges (DC)	2016	0	454
Flinders Ranges (DC)	2016	1	964
Franklin Harbour (DC)	2006		107
Franklin Harbour (DC)	2006	0	428
Franklin Harbour (DC)	2006	1	611
Franklin Harbour (DC)	2011		175
Franklin Harbour (DC)	2011	0	370
Franklin Harbour (DC)	2011	1	668
Franklin Harbour (DC)	2016		202
Franklin Harbour (DC)	2016	0	388
Franklin Harbour (DC)	2016	1	708
Gawler (T)	2006		1923
Gawler (T)	2006	0	7260
Gawler (T)	2006	1	9728
Gawler (T)	2011		2176
Gawler (T)	2011	0	7547
Gawler (T)	2011	1	10814
Gawler (T)	2016		2798
Gawler (T)	2016	0	8811
Gawler (T)	2016	1	11425
Goyder (DC)	2006		447
Goyder (DC)	2006	0	1265
Goyder (DC)	2006	1	2469
Goyder (DC)	2011		397
Goyder (DC)	2011	0	1242
Goyder (DC)	2011	1	2524
Goyder (DC)	2016		539
Goyder (DC)	2016	0	1069
Goyder (DC)	2016	1	2528
Grant (DC)	2006		814
Grant (DC)	2006	0	2214
Grant (DC)	2006	1	4246
Grant (DC)	2011		922
Grant (DC)	2011	0	2080
Grant (DC)	2011	1	4854
Grant (DC)	2016		1425
Grant (DC)	2016	0	1897
Grant (DC)	2016	1	4881
Holdfast Bay (C)	2006		3048
Holdfast Bay (C)	2006	0	13036
Holdfast Bay (C)	2006	1	17217
Holdfast Bay (C)	2011		3302
Holdfast Bay (C)	2011	0	13386
Holdfast Bay (C)	2011	1	17916
Holdfast Bay (C)	2016		3806
Holdfast Bay (C)	2016	0	13554
Holdfast Bay (C)	2016	1	18000
Kangaroo Island (DC)	2006		484
Kangaroo Island (DC)	2006	0	1576
Kangaroo Island (DC)	2006	1	2198
Kangaroo Island (DC)	2011		462
Kangaroo Island (DC)	2011	0	1600
Kangaroo Island (DC)	2011	1	2354
Kangaroo Island (DC)	2016		701
Kangaroo Island (DC)	2016	0	1381
Kangaroo Island (DC)	2016	1	2620
Karoonda East Murray (DC)	2006		105
Karoonda East Murray (DC)	2006	0	282
Karoonda East Murray (DC)	2006	1	776
Karoonda East Murray (DC)	2011		117
Karoonda East Murray (DC)	2011	0	212
Karoonda East Murray (DC)	2011	1	704
Karoonda East Murray (DC)	2016		122
Karoonda East Murray (DC)	2016	0	259
Karoonda East Murray (DC)	2016	1	709
Kimba (DC)	2006		97
Kimba (DC)	2006	0	244
Kimba (DC)	2006	1	773
Kimba (DC)	2011		123
Kimba (DC)	2011	0	231
Kimba (DC)	2011	1	735
Kimba (DC)	2016		166
Kimba (DC)	2016	0	230
Kimba (DC)	2016	1	665
Kingston (DC) (SA)	2006		196
Kingston (DC) (SA)	2006	0	818
Kingston (DC) (SA)	2006	1	1313
Kingston (DC) (SA)	2011		194
Kingston (DC) (SA)	2011	0	824
Kingston (DC) (SA)	2011	1	1262
Kingston (DC) (SA)	2016		300
Kingston (DC) (SA)	2016	0	701
Kingston (DC) (SA)	2016	1	1348
Light (RegC)	2006		1362
Light (RegC)	2006	0	4800
Light (RegC)	2006	1	6200
Light (RegC)	2011		1355
Light (RegC)	2011	0	4622
Light (RegC)	2011	1	7806
Light (RegC)	2016		1586
Light (RegC)	2016	0	4501
Light (RegC)	2016	1	8649
Lower Eyre Peninsula (DC)	2006		540
Lower Eyre Peninsula (DC)	2006	0	1422
Lower Eyre Peninsula (DC)	2006	1	2442
Lower Eyre Peninsula (DC)	2011		560
Lower Eyre Peninsula (DC)	2011	0	1567
Lower Eyre Peninsula (DC)	2011	1	2789
Lower Eyre Peninsula (DC)	2016		925
Lower Eyre Peninsula (DC)	2016	0	1642
Lower Eyre Peninsula (DC)	2016	1	2943
Loxton Waikerie (DC)	2006		1179
Loxton Waikerie (DC)	2006	0	3729
Loxton Waikerie (DC)	2006	1	6699
Loxton Waikerie (DC)	2011		1047
Loxton Waikerie (DC)	2011	0	3422
Loxton Waikerie (DC)	2011	1	6819
Loxton Waikerie (DC)	2016		1437
Loxton Waikerie (DC)	2016	0	3179
Loxton Waikerie (DC)	2016	1	6871
Mallala (DC)	2006		982
Mallala (DC)	2006	0	2445
Mallala (DC)	2006	1	4477
Mallala (DC)	2011		845
Mallala (DC)	2011	0	2262
Mallala (DC)	2011	1	5239
Mallala (DC)	2016		1138
Mallala (DC)	2016	0	2233
Mallala (DC)	2016	1	5430
Maralinga Tjarutja (AC)	2006		0
Maralinga Tjarutja (AC)	2006	0	20
Maralinga Tjarutja (AC)	2006	1	85
Maralinga Tjarutja (AC)	2011		10
Maralinga Tjarutja (AC)	2011	0	22
Maralinga Tjarutja (AC)	2011	1	41
Maralinga Tjarutja (AC)	2016		39
Maralinga Tjarutja (AC)	2016	0	13
Maralinga Tjarutja (AC)	2016	1	7
Marion (C)	2006		7661
Marion (C)	2006	0	26407
Marion (C)	2006	1	44635
Marion (C)	2011		8202
Marion (C)	2011	0	28422
Marion (C)	2011	1	46367
Marion (C)	2016		9462
Marion (C)	2016	0	32045
Marion (C)	2016	1	47111
Mid Murray (DC)	2006		919
Mid Murray (DC)	2006	0	2504
Mid Murray (DC)	2006	1	4616
Mid Murray (DC)	2011		1031
Mid Murray (DC)	2011	0	2191
Mid Murray (DC)	2011	1	4914
Mid Murray (DC)	2016		1268
Mid Murray (DC)	2016	0	2389
Mid Murray (DC)	2016	1	4985
Mitcham (C)	2006		5577
Mitcham (C)	2006	0	20212
Mitcham (C)	2006	1	36060
Mitcham (C)	2011		5432
Mitcham (C)	2011	0	19776
Mitcham (C)	2011	1	37691
Mitcham (C)	2016		6161
Mitcham (C)	2016	0	20931
Mitcham (C)	2016	1	37713
Mount Barker (DC)	2006		2993
Mount Barker (DC)	2006	0	10653
Mount Barker (DC)	2006	1	12789
Mount Barker (DC)	2011		2957
Mount Barker (DC)	2011	0	11455
Mount Barker (DC)	2011	1	15354
Mount Barker (DC)	2016		3969
Mount Barker (DC)	2016	0	12092
Mount Barker (DC)	2016	1	17336
Mount Gambier (C)	2006		2936
Mount Gambier (C)	2006	0	9474
Mount Gambier (C)	2006	1	11677
Mount Gambier (C)	2011		2725
Mount Gambier (C)	2011	0	9577
Mount Gambier (C)	2011	1	12947
Mount Gambier (C)	2016		3333
Mount Gambier (C)	2016	0	9242
Mount Gambier (C)	2016	1	13701
Mount Remarkable (DC)	2006		283
Mount Remarkable (DC)	2006	0	747
Mount Remarkable (DC)	2006	1	1813
Mount Remarkable (DC)	2011		270
Mount Remarkable (DC)	2011	0	769
Mount Remarkable (DC)	2011	1	1835
Mount Remarkable (DC)	2016		340
Mount Remarkable (DC)	2016	0	608
Mount Remarkable (DC)	2016	1	1916
Murray Bridge (RC)	2006		2207
Murray Bridge (RC)	2006	0	6527
Murray Bridge (RC)	2006	1	8944
Murray Bridge (RC)	2011		2731
Murray Bridge (RC)	2011	0	7080
Murray Bridge (RC)	2011	1	9931
Murray Bridge (RC)	2016		2960
Murray Bridge (RC)	2016	0	7532
Murray Bridge (RC)	2016	1	10366
Naracoorte and Lucindale (DC)	2006		802
Naracoorte and Lucindale (DC)	2006	0	2887
Naracoorte and Lucindale (DC)	2006	1	4393
Naracoorte and Lucindale (DC)	2011		911
Naracoorte and Lucindale (DC)	2011	0	2631
Naracoorte and Lucindale (DC)	2011	1	4573
Naracoorte and Lucindale (DC)	2016		1030
Naracoorte and Lucindale (DC)	2016	0	2674
Naracoorte and Lucindale (DC)	2016	1	4587
Northern Areas (DC)	2006		453
Northern Areas (DC)	2006	0	1410
Northern Areas (DC)	2006	1	2786
Northern Areas (DC)	2011		407
Northern Areas (DC)	2011	0	1226
Northern Areas (DC)	2011	1	2872
Northern Areas (DC)	2016		589
Northern Areas (DC)	2016	0	1098
Northern Areas (DC)	2016	1	2837
Norwood Payneham St Peters (C)	2006		3665
Norwood Payneham St Peters (C)	2006	0	13444
Norwood Payneham St Peters (C)	2006	1	16620
Norwood Payneham St Peters (C)	2011		3325
Norwood Payneham St Peters (C)	2011	0	13925
Norwood Payneham St Peters (C)	2011	1	17637
Norwood Payneham St Peters (C)	2016		3533
Norwood Payneham St Peters (C)	2016	0	14331
Norwood Payneham St Peters (C)	2016	1	17498
Onkaparinga (C)	2006		15385
Onkaparinga (C)	2006	0	50242
Onkaparinga (C)	2006	1	84106
Onkaparinga (C)	2011		16640
Onkaparinga (C)	2011	0	52684
Onkaparinga (C)	2011	1	90251
Onkaparinga (C)	2016		19537
Onkaparinga (C)	2016	0	53362
Onkaparinga (C)	2016	1	93867
Orroroo/Carrieton (DC)	2006		70
Orroroo/Carrieton (DC)	2006	0	237
Orroroo/Carrieton (DC)	2006	1	629
Orroroo/Carrieton (DC)	2011		60
Orroroo/Carrieton (DC)	2011	0	220
Orroroo/Carrieton (DC)	2011	1	593
Orroroo/Carrieton (DC)	2016		123
Orroroo/Carrieton (DC)	2016	0	205
Orroroo/Carrieton (DC)	2016	1	567
Peterborough (DC)	2006		290
Peterborough (DC)	2006	0	580
Peterborough (DC)	2006	1	1034
Peterborough (DC)	2011		182
Peterborough (DC)	2011	0	456
Peterborough (DC)	2011	1	1093
Peterborough (DC)	2016		224
Peterborough (DC)	2016	0	443
Peterborough (DC)	2016	1	1011
Playford (C)	2006		9856
Playford (C)	2006	0	24981
Playford (C)	2006	1	35176
Playford (C)	2011		11278
Playford (C)	2011	0	28326
Playford (C)	2011	1	39514
Playford (C)	2016		14314
Playford (C)	2016	0	32017
Playford (C)	2016	1	43041
Port Adelaide Enfield (C)	2006		13680
Port Adelaide Enfield (C)	2006	0	35503
Port Adelaide Enfield (C)	2006	1	53746
Port Adelaide Enfield (C)	2011		13985
Port Adelaide Enfield (C)	2011	0	40709
Port Adelaide Enfield (C)	2011	1	58122
Port Adelaide Enfield (C)	2016		15815
Port Adelaide Enfield (C)	2016	0	44948
Port Adelaide Enfield (C)	2016	1	60467
Port Augusta (C)	2006		2412
Port Augusta (C)	2006	0	4185
Port Augusta (C)	2006	1	7278
Port Augusta (C)	2011		2681
Port Augusta (C)	2011	0	3885
Port Augusta (C)	2011	1	7420
Port Augusta (C)	2016		2701
Port Augusta (C)	2016	0	3726
Port Augusta (C)	2016	1	7381
Port Lincoln (C)	2006		1857
Port Lincoln (C)	2006	0	5331
Port Lincoln (C)	2006	1	6416
Port Lincoln (C)	2011		1654
Port Lincoln (C)	2011	0	5170
Port Lincoln (C)	2011	1	7262
Port Lincoln (C)	2016		2061
Port Lincoln (C)	2016	0	4805
Port Lincoln (C)	2016	1	7198
Port Pirie City and Dists (M)	2006		1978
Port Pirie City and Dists (M)	2006	0	5459
Port Pirie City and Dists (M)	2006	1	9702
Port Pirie City and Dists (M)	2011		1819
Port Pirie City and Dists (M)	2011	0	5211
Port Pirie City and Dists (M)	2011	1	10302
Port Pirie City and Dists (M)	2016		2245
Port Pirie City and Dists (M)	2016	0	4903
Port Pirie City and Dists (M)	2016	1	10216
Prospect (C)	2006		2188
Prospect (C)	2006	0	6564
Prospect (C)	2006	1	10541
Prospect (C)	2011		2075
Prospect (C)	2011	0	6954
Prospect (C)	2011	1	10926
Prospect (C)	2016		2206
Prospect (C)	2016	0	7243
Prospect (C)	2016	1	11078
Renmark Paringa (DC)	2006		1183
Renmark Paringa (DC)	2006	0	3103
Renmark Paringa (DC)	2006	1	5166
Renmark Paringa (DC)	2011		1124
Renmark Paringa (DC)	2011	0	2660
Renmark Paringa (DC)	2011	1	5460
Renmark Paringa (DC)	2016		1270
Renmark Paringa (DC)	2016	0	2833
Renmark Paringa (DC)	2016	1	5372
Robe (DC)	2006		548
Robe (DC)	2006	0	481
Robe (DC)	2006	1	673
Robe (DC)	2011		167
Robe (DC)	2011	0	488
Robe (DC)	2011	1	743
Robe (DC)	2016		172
Robe (DC)	2016	0	477
Robe (DC)	2016	1	729
Roxby Downs (M)	2006		728
Roxby Downs (M)	2006	0	2280
Roxby Downs (M)	2006	1	1048
Roxby Downs (M)	2011		941
Roxby Downs (M)	2011	0	2751
Roxby Downs (M)	2011	1	1010
Roxby Downs (M)	2016		763
Roxby Downs (M)	2016	0	2003
Roxby Downs (M)	2016	1	1118
Salisbury (C)	2006		14808
Salisbury (C)	2006	0	38337
Salisbury (C)	2006	1	65279
Salisbury (C)	2011		15878
Salisbury (C)	2011	0	41614
Salisbury (C)	2011	1	71616
Salisbury (C)	2016		17113
Salisbury (C)	2016	0	44884
Salisbury (C)	2016	1	75982
Southern Mallee (DC)	2006		216
Southern Mallee (DC)	2006	0	637
Southern Mallee (DC)	2006	1	1285
Southern Mallee (DC)	2011		208
Southern Mallee (DC)	2011	0	564
Southern Mallee (DC)	2011	1	1329
Southern Mallee (DC)	2016		290
Southern Mallee (DC)	2016	0	518
Southern Mallee (DC)	2016	1	1219
Streaky Bay (DC)	2006		238
Streaky Bay (DC)	2006	0	658
Streaky Bay (DC)	2006	1	1125
Streaky Bay (DC)	2011		285
Streaky Bay (DC)	2011	0	654
Streaky Bay (DC)	2011	1	1163
Streaky Bay (DC)	2016		284
Streaky Bay (DC)	2016	0	572
Streaky Bay (DC)	2016	1	1218
Tatiara (DC)	2006		708
Tatiara (DC)	2006	0	2311
Tatiara (DC)	2006	1	3846
Tatiara (DC)	2011		627
Tatiara (DC)	2011	0	2142
Tatiara (DC)	2011	1	3785
Tatiara (DC)	2016		1012
Tatiara (DC)	2016	0	1847
Tatiara (DC)	2016	1	3761
Tea Tree Gully (C)	2006		8993
Tea Tree Gully (C)	2006	0	28663
Tea Tree Gully (C)	2006	1	58317
Tea Tree Gully (C)	2011		8392
Tea Tree Gully (C)	2011	0	26885
Tea Tree Gully (C)	2011	1	60190
Tea Tree Gully (C)	2016		9634
Tea Tree Gully (C)	2016	0	27830
Tea Tree Gully (C)	2016	1	60270
The Coorong (DC)	2006		662
The Coorong (DC)	2006	0	1837
The Coorong (DC)	2006	1	3167
The Coorong (DC)	2011		679
The Coorong (DC)	2011	0	1564
The Coorong (DC)	2011	1	3280
The Coorong (DC)	2016		713
The Coorong (DC)	2016	0	1402
The Coorong (DC)	2016	1	3265
Tumby Bay (DC)	2006		249
Tumby Bay (DC)	2006	0	858
Tumby Bay (DC)	2006	1	1431
Tumby Bay (DC)	2011		223
Tumby Bay (DC)	2011	0	811
Tumby Bay (DC)	2011	1	1554
Tumby Bay (DC)	2016		298
Tumby Bay (DC)	2016	0	732
Tumby Bay (DC)	2016	1	1580
Unley (C)	2006		3857
Unley (C)	2006	0	13983
Unley (C)	2006	1	18159
Unley (C)	2011		3534
Unley (C)	2011	0	13728
Unley (C)	2011	1	19576
Unley (C)	2016		3722
Unley (C)	2016	0	14405
Unley (C)	2016	1	19594
Victor Harbor (C)	2006		1233
Victor Harbor (C)	2006	0	5229
Victor Harbor (C)	2006	1	5551
Victor Harbor (C)	2011		1465
Victor Harbor (C)	2011	0	5674
Victor Harbor (C)	2011	1	6702
Victor Harbor (C)	2016		1591
Victor Harbor (C)	2016	0	5492
Victor Harbor (C)	2016	1	7582
Wakefield (DC)	2006		747
Wakefield (DC)	2006	0	2025
Wakefield (DC)	2006	1	3597
Wakefield (DC)	2011		737
Wakefield (DC)	2011	0	2136
Wakefield (DC)	2011	1	3787
Wakefield (DC)	2016		914
Wakefield (DC)	2016	0	1903
Wakefield (DC)	2016	1	3984
Walkerville (M)	2006		683
Walkerville (M)	2006	0	2311
Walkerville (M)	2006	1	3968
Walkerville (M)	2011		666
Walkerville (M)	2011	0	2406
Walkerville (M)	2011	1	3929
Walkerville (M)	2016		735
Walkerville (M)	2016	0	2865
Walkerville (M)	2016	1	3950
Wattle Range (DC)	2006		1331
Wattle Range (DC)	2006	0	3616
Wattle Range (DC)	2006	1	6941
Wattle Range (DC)	2011		1110
Wattle Range (DC)	2011	0	3113
Wattle Range (DC)	2011	1	7401
Wattle Range (DC)	2016		1411
Wattle Range (DC)	2016	0	3007
Wattle Range (DC)	2016	1	7259
West Torrens (C)	2006		5588
West Torrens (C)	2006	0	18222
West Torrens (C)	2006	1	28349
West Torrens (C)	2011		5574
West Torrens (C)	2011	0	20011
West Torrens (C)	2011	1	29377
West Torrens (C)	2016		6127
West Torrens (C)	2016	0	22271
West Torrens (C)	2016	1	29503
Whyalla (C)	2006		2897
Whyalla (C)	2006	0	6836
Whyalla (C)	2006	1	11684
Whyalla (C)	2011		2820
Whyalla (C)	2011	0	6903
Whyalla (C)	2011	1	12366
Whyalla (C)	2016		3101
Whyalla (C)	2016	0	6077
Whyalla (C)	2016	1	12650
Wudinna (DC)	2006		121
Wudinna (DC)	2006	0	376
Wudinna (DC)	2006	1	815
Wudinna (DC)	2011		139
Wudinna (DC)	2011	0	360
Wudinna (DC)	2011	1	754
Wudinna (DC)	2016		193
Wudinna (DC)	2016	0	285
Wudinna (DC)	2016	1	772
Yankalilla (DC)	2006		478
Yankalilla (DC)	2006	0	1572
Yankalilla (DC)	2006	1	2101
Yankalilla (DC)	2011		369
Yankalilla (DC)	2011	0	1664
Yankalilla (DC)	2011	1	2363
Yankalilla (DC)	2016		562
Yankalilla (DC)	2016	0	1864
Yankalilla (DC)	2016	1	2733
Yorke Peninsula (DC)	2006		978
Yorke Peninsula (DC)	2006	0	3267
Yorke Peninsula (DC)	2006	1	6947
Yorke Peninsula (DC)	2011		912
Yorke Peninsula (DC)	2011	0	3055
Yorke Peninsula (DC)	2011	1	7058
