LGA_NAME16	Year	Sex	employmentToPopulation
Augusta-Margaret River (S)	2011	M	66.6
Augusta-Margaret River (S)	2016	F	58.6
Augusta-Margaret River (S)	2016	M	65
Bassendean (T)	2006	F	53.9
Bassendean (T)	2006	M	65.8
Bassendean (T)	2011	F	56.3
Bassendean (T)	2011	M	66.4
Bassendean (T)	2016	F	54.9
Bassendean (T)	2016	M	62.3
Bayswater (C)	2006	F	54.1
Bayswater (C)	2006	M	65.3
Bayswater (C)	2011	F	56.6
Bayswater (C)	2011	M	66.8
Bayswater (C)	2016	F	55.5
Bayswater (C)	2016	M	63.6
Belmont (C)	2006	F	49.3
Belmont (C)	2006	M	62.3
Belmont (C)	2011	F	52.6
Belmont (C)	2011	M	65
Belmont (C)	2016	F	50.8
Belmont (C)	2016	M	60.7
Beverley (S)	2006	F	41.5
Beverley (S)	2006	M	55.4
Beverley (S)	2011	F	42
Beverley (S)	2011	M	52.3
Beverley (S)	2016	F	42.2
Beverley (S)	2016	M	49.3
Boddington (S)	2006	F	51
Boddington (S)	2006	M	68.6
Boddington (S)	2011	F	57.8
Boddington (S)	2011	M	63.8
Boddington (S)	2016	F	51.8
Boddington (S)	2016	M	65.8
Boyup Brook (S)	2006	F	54.5
Boyup Brook (S)	2006	M	70.6
Boyup Brook (S)	2011	F	51.5
Boyup Brook (S)	2011	M	66
Boyup Brook (S)	2016	F	49
Boyup Brook (S)	2016	M	59.4
Bridgetown-Greenbushes (S)	2006	F	51.1
Bridgetown-Greenbushes (S)	2006	M	64.2
Bridgetown-Greenbushes (S)	2011	F	52.3
Bridgetown-Greenbushes (S)	2011	M	62.1
Bridgetown-Greenbushes (S)	2016	F	47.2
Bridgetown-Greenbushes (S)	2016	M	53.8
Brookton (S)	2006	F	53.7
Brookton (S)	2006	M	66.9
Brookton (S)	2011	F	52.6
Brookton (S)	2011	M	56.7
Brookton (S)	2016	F	44.3
Brookton (S)	2016	M	53.7
Broome (S)	2006	F	58.1
Broome (S)	2006	M	62.1
Broome (S)	2011	F	60.9
Broome (S)	2011	M	63.1
Broome (S)	2016	F	59.3
Broome (S)	2016	M	60.3
Broomehill-Tambellup (S)	2006	F	47.9
Broomehill-Tambellup (S)	2006	M	68.5
Broomehill-Tambellup (S)	2011	F	53.7
Broomehill-Tambellup (S)	2011	M	66.7
Broomehill-Tambellup (S)	2016	F	47.5
Broomehill-Tambellup (S)	2016	M	60.7
Bruce Rock (S)	2006	F	48.5
Bruce Rock (S)	2006	M	66
Bruce Rock (S)	2011	F	51.1
Bruce Rock (S)	2011	M	65.7
Bruce Rock (S)	2016	F	49.7
Bruce Rock (S)	2016	M	60.7
Bunbury (C)	2006	F	50.5
Bunbury (C)	2006	M	64.7
Bunbury (C)	2011	F	50.6
Bunbury (C)	2011	M	63.3
Bunbury (C)	2016	F	48.5
Bunbury (C)	2016	M	55.8
Busselton (C)	2006	F	52.6
Busselton (C)	2006	M	66.5
Busselton (C)	2011	F	52
Busselton (C)	2011	M	64.4
Busselton (C)	2016	F	51
Busselton (C)	2016	M	59.3
Cambridge (T)	2006	F	55.6
Cambridge (T)	2006	M	67.4
Cambridge (T)	2011	F	56.8
Cambridge (T)	2011	M	70.8
Cambridge (T)	2016	F	56
Cambridge (T)	2016	M	66.9
Canning (C)	2006	F	55.1
Canning (C)	2006	M	67
Canning (C)	2011	F	55
Canning (C)	2011	M	66.6
Canning (C)	2016	F	51.9
Canning (C)	2016	M	61.4
Capel (S)	2006	F	58.3
Capel (S)	2006	M	73.4
Capel (S)	2011	F	58.2
Capel (S)	2011	M	71.6
Capel (S)	2016	F	57
Capel (S)	2016	M	67
Carnamah (S)	2006	F	53.8
Carnamah (S)	2006	M	74.2
Carnamah (S)	2011	F	51.7
Carnamah (S)	2011	M	68
Carnamah (S)	2016	F	50.5
Carnamah (S)	2016	M	60.8
Carnarvon (S)	2006	F	56.7
Carnarvon (S)	2006	M	64.8
Carnarvon (S)	2011	F	53.1
Carnarvon (S)	2011	M	60
Carnarvon (S)	2016	F	53.5
Carnarvon (S)	2016	M	53.2
Chapman Valley (S)	2006	F	60.3
Chapman Valley (S)	2006	M	73
Chapman Valley (S)	2011	F	57.3
Chapman Valley (S)	2011	M	65.1
Chapman Valley (S)	2016	F	55.5
Chapman Valley (S)	2016	M	63.3
Chittering (S)	2006	F	54.6
Chittering (S)	2006	M	68.8
Chittering (S)	2011	F	55.3
Chittering (S)	2011	M	66.5
Chittering (S)	2016	F	52.2
Chittering (S)	2016	M	61.9
Claremont (T)	2006	F	48.3
Claremont (T)	2006	M	58.5
Claremont (T)	2011	F	50.3
Claremont (T)	2011	M	59.9
Claremont (T)	2016	F	47.2
Claremont (T)	2016	M	57.7
Cockburn (C)	2006	F	55.8
Cockburn (C)	2006	M	69.5
Cockburn (C)	2011	F	59.2
Cockburn (C)	2011	M	71.4
Cockburn (C)	2016	F	57.9
Cockburn (C)	2016	M	66.2
Collie (S)	2006	F	43.9
Collie (S)	2006	M	61.4
Collie (S)	2011	F	47.3
Collie (S)	2011	M	64.4
Collie (S)	2016	F	42.9
Collie (S)	2016	M	49.5
Coolgardie (S)	2006	F	46.5
Coolgardie (S)	2006	M	73.7
Coolgardie (S)	2011	F	48
Coolgardie (S)	2011	M	69.9
Coolgardie (S)	2016	F	47.4
Coolgardie (S)	2016	M	56.8
Coorow (S)	2006	F	54.7
Coorow (S)	2006	M	66.7
Coorow (S)	2011	F	47.3
Coorow (S)	2011	M	62.3
Coorow (S)	2016	F	41.6
Coorow (S)	2016	M	52.3
Corrigin (S)	2006	F	55.8
Corrigin (S)	2006	M	74
Corrigin (S)	2011	F	57.8
Corrigin (S)	2011	M	70.5
Corrigin (S)	2016	F	51.2
Corrigin (S)	2016	M	62.6
Cottesloe (T)	2006	F	51.7
Cottesloe (T)	2006	M	62.9
Cottesloe (T)	2011	F	52.3
Cottesloe (T)	2011	M	67.1
Cottesloe (T)	2016	F	53.8
Cottesloe (T)	2016	M	64.3
Cranbrook (S)	2006	F	58.4
Cranbrook (S)	2006	M	76.5
Cranbrook (S)	2011	F	53.3
Cranbrook (S)	2011	M	64.6
Cranbrook (S)	2016	F	53.6
Cranbrook (S)	2016	M	64.6
Cuballing (S)	2006	F	60.9
Cuballing (S)	2006	M	68.9
Cuballing (S)	2011	F	56.5
Cuballing (S)	2011	M	69.3
Cuballing (S)	2016	F	51.9
Cuballing (S)	2016	M	53.5
Cue (S)	2006	F	39.5
Cue (S)	2006	M	62.3
Cue (S)	2011	F	45.5
Cue (S)	2011	M	32
Cue (S)	2016	F	42.6
Cue (S)	2016	M	34
Cunderdin (S)	2006	F	53.8
Cunderdin (S)	2006	M	66.5
Cunderdin (S)	2011	F	51
Cunderdin (S)	2011	M	62.4
Cunderdin (S)	2016	F	47.4
Cunderdin (S)	2016	M	55.9
Dalwallinu (S)	2006	F	60.8
Dalwallinu (S)	2006	M	78.1
Dalwallinu (S)	2011	F	64.3
Dalwallinu (S)	2011	M	76.5
Dalwallinu (S)	2016	F	55.7
Dalwallinu (S)	2016	M	70.3
Dandaragan (S)	2006	F	52.3
Dandaragan (S)	2006	M	60.5
Dandaragan (S)	2011	F	52.1
Dandaragan (S)	2011	M	60
Dandaragan (S)	2016	F	50.2
Dandaragan (S)	2016	M	56.2
Dardanup (S)	2006	F	53.2
Dardanup (S)	2006	M	72.6
Dardanup (S)	2011	F	56.5
Dardanup (S)	2011	M	71.5
Dardanup (S)	2016	F	53.2
Dardanup (S)	2016	M	63.8
Denmark (S)	2006	F	49.4
Denmark (S)	2006	M	56.7
Denmark (S)	2011	F	50
Denmark (S)	2011	M	57.1
Denmark (S)	2016	F	46.1
Denmark (S)	2016	M	51.7
Derby-West Kimberley (S)	2006	F	57
Derby-West Kimberley (S)	2006	M	64.2
Derby-West Kimberley (S)	2011	F	46.6
Derby-West Kimberley (S)	2011	M	36.5
Derby-West Kimberley (S)	2016	F	39.5
Derby-West Kimberley (S)	2016	M	41.6
Donnybrook-Balingup (S)	2006	F	53.8
Donnybrook-Balingup (S)	2006	M	66.9
Donnybrook-Balingup (S)	2011	F	51.3
Donnybrook-Balingup (S)	2011	M	63.6
Donnybrook-Balingup (S)	2016	F	47.6
Donnybrook-Balingup (S)	2016	M	56.8
Dowerin (S)	2006	F	61.9
Dowerin (S)	2006	M	73.5
Dowerin (S)	2011	F	53.6
Dowerin (S)	2011	M	70.4
Dowerin (S)	2016	F	48.9
Dowerin (S)	2016	M	64.9
Dumbleyung (S)	2006	F	62.8
Dumbleyung (S)	2006	M	78.4
Dumbleyung (S)	2011	F	60.6
Dumbleyung (S)	2011	M	76.8
Dumbleyung (S)	2016	F	54.8
Dumbleyung (S)	2016	M	62.7
Dundas (S)	2006	F	53.2
Dundas (S)	2006	M	62.3
Dundas (S)	2011	F	51.5
Dundas (S)	2011	M	56.9
Dundas (S)	2016	F	46.3
Dundas (S)	2016	M	48.4
East Fremantle (T)	2006	F	58.5
East Fremantle (T)	2006	M	67.2
East Fremantle (T)	2011	F	59.4
East Fremantle (T)	2011	M	67.6
East Fremantle (T)	2016	F	59.4
East Fremantle (T)	2016	M	64.3
East Pilbara (S)	2006	F	56.3
East Pilbara (S)	2006	M	68.1
East Pilbara (S)	2011	F	59.1
East Pilbara (S)	2011	M	71.3
East Pilbara (S)	2016	F	57.3
East Pilbara (S)	2016	M	68.5
Esperance (S)	2006	F	54.2
Esperance (S)	2006	M	67.8
Esperance (S)	2011	F	55
Esperance (S)	2011	M	66.4
Esperance (S)	2016	F	51.8
Esperance (S)	2016	M	61.2
Exmouth (S)	2006	F	63.5
Exmouth (S)	2006	M	67.9
Exmouth (S)	2011	F	64.4
Exmouth (S)	2011	M	67.9
Exmouth (S)	2016	F	63.3
Exmouth (S)	2016	M	66.8
Fremantle (C)	2006	F	52.7
Fremantle (C)	2006	M	59.3
Fremantle (C)	2011	F	55.6
Fremantle (C)	2011	M	62.2
Fremantle (C)	2016	F	54.2
Fremantle (C)	2016	M	58.7
Gingin (S)	2006	F	42.3
Gingin (S)	2006	M	55.1
Gingin (S)	2011	F	46.9
Gingin (S)	2011	M	56.2
Gingin (S)	2016	F	46.8
Gingin (S)	2016	M	52.5
Gnowangerup (S)	2006	F	63.2
Gnowangerup (S)	2006	M	79.1
Gnowangerup (S)	2011	F	57.4
Gnowangerup (S)	2011	M	72.8
Gnowangerup (S)	2016	F	54.3
Gnowangerup (S)	2016	M	66.5
Goomalling (S)	2006	F	54.3
Goomalling (S)	2006	M	68.8
Goomalling (S)	2011	F	53.4
Goomalling (S)	2011	M	65.2
Goomalling (S)	2016	F	49.2
Goomalling (S)	2016	M	60.6
Gosnells (C)	2006	F	54.2
Gosnells (C)	2006	M	69
Gosnells (C)	2011	F	54.4
Gosnells (C)	2011	M	67.2
Gosnells (C)	2016	F	51.1
Gosnells (C)	2016	M	62.1
Greater Geraldton (C)	2006	F	51.1
Greater Geraldton (C)	2006	M	62
Greater Geraldton (C)	2011	F	54.8
Greater Geraldton (C)	2011	M	64.7
Greater Geraldton (C)	2016	F	52.3
Greater Geraldton (C)	2016	M	56.9
Halls Creek (S)	2006	F	38.8
Halls Creek (S)	2006	M	53.8
Halls Creek (S)	2011	F	36.6
Halls Creek (S)	2011	M	43.3
Halls Creek (S)	2016	F	27.1
Halls Creek (S)	2016	M	31.7
Harvey (S)	2006	F	53.8
Harvey (S)	2006	M	69.3
Harvey (S)	2011	F	54.2
Harvey (S)	2011	M	68.1
Harvey (S)	2016	F	51.7
Harvey (S)	2016	M	61.5
Irwin (S)	2006	F	47.2
Irwin (S)	2006	M	56.2
Irwin (S)	2011	F	48.8
Irwin (S)	2011	M	58.7
Irwin (S)	2016	F	44.2
Irwin (S)	2016	M	50.5
Jerramungup (S)	2006	F	70
Jerramungup (S)	2006	M	78.2
Jerramungup (S)	2011	F	64.8
Jerramungup (S)	2011	M	76.1
Jerramungup (S)	2016	F	60.5
Jerramungup (S)	2016	M	68.5
Joondalup (C)	2006	F	62.2
Joondalup (C)	2006	M	74.6
Joondalup (C)	2011	F	62
Joondalup (C)	2011	M	73.2
Joondalup (C)	2016	F	59.5
Joondalup (C)	2016	M	67.1
Kalamunda (S)	2006	F	57
Kalamunda (S)	2006	M	71.5
Kalamunda (S)	2011	F	57.1
Kalamunda (S)	2011	M	69.5
Kalamunda (S)	2016	F	53.9
Kalamunda (S)	2016	M	64.1
Kalgoorlie/Boulder (C)	2006	F	58.2
Kalgoorlie/Boulder (C)	2006	M	72.1
Kalgoorlie/Boulder (C)	2011	F	59.2
Kalgoorlie/Boulder (C)	2011	M	72
Kalgoorlie/Boulder (C)	2016	F	58.9
Kalgoorlie/Boulder (C)	2016	M	69.2
Karratha (C)	2006	F	60.4
Karratha (C)	2006	M	72.1
Karratha (C)	2011	F	61.3
Karratha (C)	2011	M	68.2
Karratha (C)	2016	F	61
Karratha (C)	2016	M	70.2
Katanning (S)	2006	F	49.2
Katanning (S)	2006	M	63.5
Katanning (S)	2011	F	50.4
Katanning (S)	2011	M	63.6
Katanning (S)	2016	F	47.4
Katanning (S)	2016	M	58.9
Kellerberrin (S)	2006	F	43.3
Kellerberrin (S)	2006	M	58.9
Kellerberrin (S)	2011	F	43.7
Kellerberrin (S)	2011	M	56.3
Kellerberrin (S)	2016	F	43.5
Kellerberrin (S)	2016	M	52.4
Kent (S)	2006	F	68
Kent (S)	2006	M	84.8
Kent (S)	2011	F	66.9
Kent (S)	2011	M	88.3
Kent (S)	2016	F	61.3
Kent (S)	2016	M	75.8
Kojonup (S)	2006	F	57.2
Kojonup (S)	2006	M	73.2
Kojonup (S)	2011	F	54.2
Kojonup (S)	2011	M	69.8
Kojonup (S)	2016	F	55
Kojonup (S)	2016	M	68.3
Kondinin (S)	2006	F	69.3
Kondinin (S)	2006	M	81.3
Kondinin (S)	2011	F	64
Kondinin (S)	2011	M	72.4
Kondinin (S)	2016	F	69.1
Kondinin (S)	2016	M	71.2
Koorda (S)	2006	F	53.3
Koorda (S)	2006	M	71.9
Koorda (S)	2011	F	50
Koorda (S)	2011	M	73.6
Koorda (S)	2016	F	53.8
Koorda (S)	2016	M	58
Kulin (S)	2006	F	64.8
Kulin (S)	2006	M	83.4
Kulin (S)	2011	F	68.2
Kulin (S)	2011	M	80.1
Kulin (S)	2016	F	58.8
Kulin (S)	2016	M	73.9
Kwinana (C)	2006	F	44.8
Kwinana (C)	2006	M	58.6
Kwinana (C)	2011	F	51.6
Kwinana (C)	2011	M	61.2
Kwinana (C)	2016	F	52.1
Kwinana (C)	2016	M	58.9
Lake Grace (S)	2006	F	70.7
Lake Grace (S)	2006	M	84.4
Lake Grace (S)	2011	F	69.2
Lake Grace (S)	2011	M	82.4
Lake Grace (S)	2016	F	63.3
Lake Grace (S)	2016	M	78.8
Laverton (S)	2006	F	60.1
Laverton (S)	2006	M	73.8
Laverton (S)	2011	F	56.9
Laverton (S)	2011	M	75.9
Laverton (S)	2016	F	46.2
Laverton (S)	2016	M	64.7
Leonora (S)	2006	F	66.3
Leonora (S)	2006	M	83.6
Leonora (S)	2011	F	54.2
Leonora (S)	2011	M	66.3
Leonora (S)	2016	F	50.2
Leonora (S)	2016	M	60.1
Mandurah (C)	2006	F	39.5
Mandurah (C)	2006	M	54.1
Mandurah (C)	2011	F	43
Mandurah (C)	2011	M	55.2
Mandurah (C)	2016	F	42.6
Mandurah (C)	2016	M	51.5
Manjimup (S)	2006	F	53.9
Manjimup (S)	2006	M	65.2
Manjimup (S)	2011	F	54.9
Manjimup (S)	2011	M	64.2
Manjimup (S)	2016	F	51.8
Manjimup (S)	2016	M	59.1
Meekatharra (S)	2006	F	45.5
Meekatharra (S)	2006	M	56.6
Meekatharra (S)	2011	F	45.7
Meekatharra (S)	2011	M	64.5
Meekatharra (S)	2016	F	43.2
Meekatharra (S)	2016	M	59.3
Melville (C)	2006	F	53.7
Melville (C)	2006	M	66.7
Melville (C)	2011	F	55.2
Melville (C)	2011	M	67.1
Melville (C)	2016	F	53
Melville (C)	2016	M	62.3
Menzies (S)	2006	F	44.1
Menzies (S)	2006	M	62.6
Menzies (S)	2011	F	38.3
Menzies (S)	2011	M	41.9
Menzies (S)	2016	F	38.8
Menzies (S)	2016	M	60.4
Merredin (S)	2006	F	55.6
Merredin (S)	2006	M	68.8
Merredin (S)	2011	F	56
Merredin (S)	2011	M	64.8
Merredin (S)	2016	F	53
Merredin (S)	2016	M	58.4
Mingenew (S)	2006	F	56.4
Mingenew (S)	2006	M	67.7
Mingenew (S)	2011	F	55.2
Mingenew (S)	2011	M	68.5
Mingenew (S)	2016	F	59.1
Mingenew (S)	2016	M	67.7
Moora (S)	2006	F	58
Moora (S)	2006	M	74.1
Moora (S)	2011	F	58.7
Moora (S)	2011	M	71.4
Moora (S)	2016	F	54.1
Moora (S)	2016	M	64.5
Morawa (S)	2006	F	57.4
Morawa (S)	2006	M	58.7
Morawa (S)	2011	F	55.1
Morawa (S)	2011	M	64.4
Morawa (S)	2016	F	49.3
Morawa (S)	2016	M	51.3
Mosman Park (T)	2006	F	48.9
Mosman Park (T)	2006	M	62.6
Mosman Park (T)	2011	F	51.6
Mosman Park (T)	2011	M	65
Mosman Park (T)	2016	F	51.7
Mosman Park (T)	2016	M	61
Mount Magnet (S)	2006	F	54.9
Mount Magnet (S)	2006	M	58.3
Mount Magnet (S)	2011	F	44
Mount Magnet (S)	2011	M	50.5
Mount Magnet (S)	2016	F	34.3
Mount Magnet (S)	2016	M	39.3
Mount Marshall (S)	2006	F	66.8
Mount Marshall (S)	2006	M	81.1
Mount Marshall (S)	2011	F	65.2
Mount Marshall (S)	2011	M	79.3
Mount Marshall (S)	2016	F	65.1
Mount Marshall (S)	2016	M	73.4
Mukinbudin (S)	2006	F	62
Mukinbudin (S)	2006	M	80.9
Mukinbudin (S)	2011	F	60.5
Mukinbudin (S)	2011	M	79.8
Mukinbudin (S)	2016	F	55.9
Mukinbudin (S)	2016	M	71.2
Mundaring (S)	2006	F	56.4
Mundaring (S)	2006	M	65.2
Mundaring (S)	2011	F	57.2
Mundaring (S)	2011	M	62.2
Mundaring (S)	2016	F	55.2
Mundaring (S)	2016	M	55.2
Murchison (S)	2006	F	61.1
Murchison (S)	2006	M	82
Murchison (S)	2011	F	40
Murchison (S)	2011	M	65.2
Murchison (S)	2016	F	51.7
Murchison (S)	2016	M	44.6
Murray (S)	2006	F	42.6
Murray (S)	2006	M	55
Murray (S)	2011	F	45.3
Murray (S)	2011	M	57.5
Murray (S)	2016	F	43.2
Murray (S)	2016	M	51.3
Nannup (S)	2006	F	49.5
Nannup (S)	2006	M	65.4
Nannup (S)	2011	F	56.5
Nannup (S)	2011	M	55.4
Nannup (S)	2016	F	46.6
Nannup (S)	2016	M	50.5
Narembeen (S)	2006	F	54.9
Narembeen (S)	2006	M	79.2
Narembeen (S)	2011	F	52.8
Narembeen (S)	2011	M	75.7
Narembeen (S)	2016	F	55
Narembeen (S)	2016	M	69.5
Narrogin (S)	2006	F	51.2
Narrogin (S)	2006	M	65.9
Narrogin (S)	2011	F	50.9
Narrogin (S)	2011	M	60.7
Narrogin (S)	2016	F	46.7
Narrogin (S)	2016	M	56.6
Nedlands (C)	2006	F	50.3
Nedlands (C)	2006	M	65.6
Nedlands (C)	2011	F	52.4
Nedlands (C)	2011	M	66
Nedlands (C)	2016	F	52.1
Nedlands (C)	2016	M	63.6
Ngaanyatjarraku (S)	2006	F	52.2
Ngaanyatjarraku (S)	2006	M	66.5
Ngaanyatjarraku (S)	2011	F	37.8
Ngaanyatjarraku (S)	2011	M	46.6
Ngaanyatjarraku (S)	2016	F	23.8
Ngaanyatjarraku (S)	2016	M	23.6
Northam (S)	2006	F	46.6
Northam (S)	2006	M	59.6
Northam (S)	2011	F	49.5
Northam (S)	2011	M	58.7
Northam (S)	2016	F	47.3
Northam (S)	2016	M	48.7
Northampton (S)	2006	F	51.5
Northampton (S)	2006	M	59
Northampton (S)	2011	F	49.2
Northampton (S)	2011	M	54.6
Northampton (S)	2016	F	47.4
Northampton (S)	2016	M	50.3
Nungarin (S)	2006	F	58.1
Nungarin (S)	2006	M	66.7
Nungarin (S)	2011	F	47.1
Nungarin (S)	2011	M	59.1
Nungarin (S)	2016	F	51
Nungarin (S)	2016	M	62.9
Peppermint Grove (S)	2006	F	40.4
Peppermint Grove (S)	2006	M	66
Peppermint Grove (S)	2011	F	38.3
Peppermint Grove (S)	2011	M	60.6
Peppermint Grove (S)	2016	F	44.3
Peppermint Grove (S)	2016	M	63.1
Perenjori (S)	2006	F	60.4
Perenjori (S)	2006	M	76.7
Perenjori (S)	2011	F	68.9
Perenjori (S)	2011	M	81.8
Perenjori (S)	2016	F	63.1
Perenjori (S)	2016	M	79.4
Perth (C)	2006	F	47
Perth (C)	2006	M	50.3
Perth (C)	2011	F	55.6
Perth (C)	2011	M	63.6
Perth (C)	2016	F	52.2
Perth (C)	2016	M	58.8
Pingelly (S)	2006	F	42.5
Pingelly (S)	2006	M	58.4
Pingelly (S)	2011	F	43.3
Pingelly (S)	2011	M	55.8
Pingelly (S)	2016	F	39.6
Pingelly (S)	2016	M	47.5
Plantagenet (S)	2006	F	49.6
Plantagenet (S)	2006	M	65.6
Plantagenet (S)	2011	F	51
Plantagenet (S)	2011	M	59.6
Plantagenet (S)	2016	F	48
Plantagenet (S)	2016	M	52.7
Port Hedland (T)	2006	F	49.8
Port Hedland (T)	2006	M	61.8
Port Hedland (T)	2011	F	57.7
Port Hedland (T)	2011	M	68.1
Port Hedland (T)	2016	F	57.3
Port Hedland (T)	2016	M	69.4
Quairading (S)	2006	F	51.9
Quairading (S)	2006	M	60
Quairading (S)	2011	F	45
Quairading (S)	2011	M	58.6
Quairading (S)	2016	F	37.9
Quairading (S)	2016	M	48.9
Ravensthorpe (S)	2006	F	61
Ravensthorpe (S)	2006	M	81.2
Ravensthorpe (S)	2011	F	54.7
Ravensthorpe (S)	2011	M	74.5
Ravensthorpe (S)	2016	F	47.2
Ravensthorpe (S)	2016	M	59.4
Rockingham (C)	2006	F	47.6
Rockingham (C)	2006	M	64.7
Rockingham (C)	2011	F	52.7
Rockingham (C)	2011	M	67.1
Rockingham (C)	2016	F	51.2
Rockingham (C)	2016	M	61.8
Sandstone (S)	2006	F	35.7
Sandstone (S)	2006	M	61.3
Sandstone (S)	2011	F	33.3
Sandstone (S)	2011	M	41.2
Sandstone (S)	2016	F	43.8
Sandstone (S)	2016	M	30.9
Serpentine-Jarrahdale (S)	2006	F	57.3
Serpentine-Jarrahdale (S)	2006	M	71.1
Serpentine-Jarrahdale (S)	2011	F	59.4
Serpentine-Jarrahdale (S)	2011	M	70.4
Serpentine-Jarrahdale (S)	2016	F	58.4
Serpentine-Jarrahdale (S)	2016	M	67.4
Shark Bay (S)	2006	F	57.4
Shark Bay (S)	2006	M	59.5
Shark Bay (S)	2011	F	58.6
Shark Bay (S)	2011	M	62.6
Shark Bay (S)	2016	F	51.8
Shark Bay (S)	2016	M	55
South Perth (C)	2006	F	54.4
South Perth (C)	2006	M	65
South Perth (C)	2011	F	56.1
South Perth (C)	2011	M	66.4
South Perth (C)	2016	F	53.9
South Perth (C)	2016	M	62.1
Stirling (C)	2006	F	53.1
Stirling (C)	2006	M	64.9
Stirling (C)	2011	F	55.5
Stirling (C)	2011	M	66.1
Stirling (C)	2016	F	55
Stirling (C)	2016	M	63.6
Subiaco (C)	2006	F	56.5
Subiaco (C)	2006	M	64.1
Subiaco (C)	2011	F	55.4
Subiaco (C)	2011	M	64.5
Subiaco (C)	2016	F	52.4
Subiaco (C)	2016	M	59.4
Swan (C)	2006	F	55.2
Swan (C)	2006	M	69.8
Swan (C)	2011	F	57.1
Swan (C)	2011	M	70.2
Swan (C)	2016	F	55.5
Swan (C)	2016	M	65.5
Tammin (S)	2006	F	51.6
Tammin (S)	2006	M	62.9
Tammin (S)	2011	F	52.5
Tammin (S)	2011	M	57.4
Tammin (S)	2016	F	53.7
Tammin (S)	2016	M	61.9
Three Springs (S)	2006	F	56.9
Three Springs (S)	2006	M	75
Three Springs (S)	2011	F	53.2
Three Springs (S)	2011	M	65.6
Three Springs (S)	2016	F	55.4
Three Springs (S)	2016	M	67.1
Toodyay (S)	2006	F	48.3
Toodyay (S)	2006	M	58.2
Toodyay (S)	2011	F	49.3
Toodyay (S)	2011	M	56.7
Toodyay (S)	2016	F	45.7
Toodyay (S)	2016	M	52
Trayning (S)	2006	F	45.5
Trayning (S)	2006	M	63.1
Trayning (S)	2011	F	51.1
Trayning (S)	2011	M	60.7
Trayning (S)	2016	F	42.1
Trayning (S)	2016	M	49.1
Upper Gascoyne (S)	2006	F	57.8
Upper Gascoyne (S)	2006	M	73.6
Upper Gascoyne (S)	2011	F	40
Upper Gascoyne (S)	2011	M	50.5
Upper Gascoyne (S)	2016	F	34.6
Upper Gascoyne (S)	2016	M	37.2
Victoria Park (T)	2006	F	50.7
Victoria Park (T)	2006	M	61
Victoria Park (T)	2011	F	54.1
Victoria Park (T)	2011	M	64.9
Victoria Park (T)	2016	F	54.1
Victoria Park (T)	2016	M	61.6
Victoria Plains (S)	2006	F	58.2
Victoria Plains (S)	2006	M	75.5
Victoria Plains (S)	2011	F	61.8
Victoria Plains (S)	2011	M	73.9
Victoria Plains (S)	2016	F	54
Victoria Plains (S)	2016	M	66.9
Vincent (C)	2006	F	58
Vincent (C)	2006	M	65.6
Vincent (C)	2011	F	62.5
Vincent (C)	2011	M	69.4
Vincent (C)	2016	F	62.1
Vincent (C)	2016	M	67.9
Wagin (S)	2006	F	48.6
Wagin (S)	2006	M	61.4
Wagin (S)	2011	F	48.5
Wagin (S)	2011	M	60.5
Wagin (S)	2016	F	46.6
Wagin (S)	2016	M	51.5
Wandering (S)	2006	F	58.8
Wandering (S)	2006	M	69.1
Wandering (S)	2011	F	63.7
Wandering (S)	2011	M	74.9
Wandering (S)	2016	F	52.7
Wandering (S)	2016	M	61.7
Wanneroo (C)	2006	F	53.6
Wanneroo (C)	2006	M	69.6
Wanneroo (C)	2011	F	57.2
Wanneroo (C)	2011	M	70.8
Wanneroo (C)	2016	F	56.4
Wanneroo (C)	2016	M	66.7
Waroona (S)	2006	F	45
Waroona (S)	2006	M	64.2
Waroona (S)	2011	F	44.3
Waroona (S)	2011	M	62.7
Waroona (S)	2016	F	42.8
Waroona (S)	2016	M	53.7
West Arthur (S)	2006	F	66.1
West Arthur (S)	2006	M	84.6
West Arthur (S)	2011	F	58.7
West Arthur (S)	2011	M	78.4
West Arthur (S)	2016	F	57.2
West Arthur (S)	2016	M	68.2
Westonia (S)	2006	F	66.7
Westonia (S)	2006	M	77.1
Westonia (S)	2011	F	68.5
Westonia (S)	2011	M	75.6
Westonia (S)	2016	F	53.8
Westonia (S)	2016	M	68.6
Wickepin (S)	2006	F	53.8
Wickepin (S)	2006	M	78
Wickepin (S)	2011	F	51.5
Wickepin (S)	2011	M	72.4
Wickepin (S)	2016	F	54.3
Wickepin (S)	2016	M	65.6
Williams (S)	2006	F	67
Williams (S)	2006	M	77.5
Williams (S)	2011	F	66.6
Williams (S)	2011	M	79.7
Williams (S)	2016	F	60.5
Williams (S)	2016	M	72.8
Wiluna (S)	2006	F	54.2
Wiluna (S)	2006	M	75.6
Wiluna (S)	2011	F	56.4
Wiluna (S)	2011	M	75.2
Wiluna (S)	2016	F	43.9
Wiluna (S)	2016	M	61.8
Wongan-Ballidu (S)	2006	F	61.1
Wongan-Ballidu (S)	2006	M	82.8
Wongan-Ballidu (S)	2011	F	55.4
Wongan-Ballidu (S)	2011	M	73.3
Wongan-Ballidu (S)	2016	F	56.5
Wongan-Ballidu (S)	2016	M	69.6
Woodanilling (S)	2006	F	67.2
Woodanilling (S)	2006	M	77.3
Woodanilling (S)	2011	F	60.1
