LGA_NAME16	Year	AustCitizen	persons
Cottesloe (T)	2016	1	6344
Cranbrook (S)	2006	0	117
Cranbrook (S)	2006	1	944
Cranbrook (S)	2011	0	136
Cranbrook (S)	2011	1	945
Cranbrook (S)	2016	0	191
Cranbrook (S)	2016	1	898
Cuballing (S)	2006	0	70
Cuballing (S)	2006	1	715
Cuballing (S)	2011	0	71
Cuballing (S)	2011	1	800
Cuballing (S)	2016	0	163
Cuballing (S)	2016	1	700
Cue (S)	2006	0	43
Cue (S)	2006	1	278
Cue (S)	2011	0	64
Cue (S)	2011	1	208
Cue (S)	2016	0	63
Cue (S)	2016	1	131
Cunderdin (S)	2006	0	123
Cunderdin (S)	2006	1	1124
Cunderdin (S)	2011	0	165
Cunderdin (S)	2011	1	1146
Cunderdin (S)	2016	0	278
Cunderdin (S)	2016	1	1179
Dalwallinu (S)	2006	0	128
Dalwallinu (S)	2006	1	1240
Dalwallinu (S)	2011	0	141
Dalwallinu (S)	2011	1	1125
Dalwallinu (S)	2016	0	322
Dalwallinu (S)	2016	1	1107
Dandaragan (S)	2006	0	380
Dandaragan (S)	2006	1	2505
Dandaragan (S)	2011	0	542
Dandaragan (S)	2011	1	2643
Dandaragan (S)	2016	0	482
Dandaragan (S)	2016	1	2731
Dardanup (S)	2006	0	1069
Dardanup (S)	2006	1	9270
Dardanup (S)	2011	0	1461
Dardanup (S)	2011	1	10943
Dardanup (S)	2016	0	1972
Dardanup (S)	2016	1	12061
Denmark (S)	2006	0	505
Denmark (S)	2006	1	4004
Denmark (S)	2011	0	553
Denmark (S)	2011	1	4641
Denmark (S)	2016	0	850
Denmark (S)	2016	1	4995
Derby-West Kimberley (S)	2006	0	731
Derby-West Kimberley (S)	2006	1	5823
Derby-West Kimberley (S)	2011	0	2510
Derby-West Kimberley (S)	2011	1	5924
Derby-West Kimberley (S)	2016	0	1157
Derby-West Kimberley (S)	2016	1	6573
Donnybrook-Balingup (S)	2006	0	536
Donnybrook-Balingup (S)	2006	1	4199
Donnybrook-Balingup (S)	2011	0	590
Donnybrook-Balingup (S)	2011	1	4732
Donnybrook-Balingup (S)	2016	0	888
Donnybrook-Balingup (S)	2016	1	4982
Dowerin (S)	2006	0	59
Dowerin (S)	2006	1	644
Dowerin (S)	2011	0	36
Dowerin (S)	2011	1	640
Dowerin (S)	2016	0	66
Dowerin (S)	2016	1	624
Dumbleyung (S)	2006	0	56
Dumbleyung (S)	2006	1	573
Dumbleyung (S)	2011	0	51
Dumbleyung (S)	2011	1	552
Dumbleyung (S)	2016	0	111
Dumbleyung (S)	2016	1	560
Dundas (S)	2006	0	225
Dundas (S)	2006	1	843
Dundas (S)	2011	0	323
Dundas (S)	2011	1	820
Dundas (S)	2016	0	240
Dundas (S)	2016	1	532
East Fremantle (T)	2006	0	902
East Fremantle (T)	2006	1	5798
East Fremantle (T)	2011	0	919
East Fremantle (T)	2011	1	6013
East Fremantle (T)	2016	0	1044
East Fremantle (T)	2016	1	6332
East Pilbara (S)	2006	0	1615
East Pilbara (S)	2006	1	4931
East Pilbara (S)	2011	0	3670
East Pilbara (S)	2011	1	8280
East Pilbara (S)	2016	0	3226
East Pilbara (S)	2016	1	7365
Esperance (S)	2006	0	1419
Esperance (S)	2006	1	11544
Esperance (S)	2011	0	1760
Esperance (S)	2011	1	11717
Esperance (S)	2016	0	2385
Esperance (S)	2016	1	11851
Exmouth (S)	2006	0	282
Exmouth (S)	2006	1	1780
Exmouth (S)	2011	0	372
Exmouth (S)	2011	1	2021
Exmouth (S)	2016	0	462
Exmouth (S)	2016	1	2266
Fremantle (C)	2006	0	4131
Fremantle (C)	2006	1	20703
Fremantle (C)	2011	0	4599
Fremantle (C)	2011	1	21984
Fremantle (C)	2016	0	5700
Fremantle (C)	2016	1	23193
Gingin (S)	2006	0	854
Gingin (S)	2006	1	3462
Gingin (S)	2011	0	776
Gingin (S)	2011	1	3911
Gingin (S)	2016	0	920
Gingin (S)	2016	1	4297
Gnowangerup (S)	2006	0	115
Gnowangerup (S)	2006	1	1250
Gnowangerup (S)	2011	0	118
Gnowangerup (S)	2011	1	1153
Gnowangerup (S)	2016	0	241
Gnowangerup (S)	2016	1	974
Goomalling (S)	2006	0	94
Goomalling (S)	2006	1	842
Goomalling (S)	2011	0	98
Goomalling (S)	2011	1	888
Goomalling (S)	2016	0	140
Goomalling (S)	2016	1	893
Gosnells (C)	2006	0	15816
Gosnells (C)	2006	1	75766
Gosnells (C)	2011	0	24664
Gosnells (C)	2011	1	81920
Gosnells (C)	2016	0	30654
Gosnells (C)	2016	1	87419
Greater Geraldton (C)	2006	0	4476
Greater Geraldton (C)	2006	1	29388
Greater Geraldton (C)	2011	0	4914
Greater Geraldton (C)	2011	1	32243
Greater Geraldton (C)	2016	0	5938
Greater Geraldton (C)	2016	1	32696
Halls Creek (S)	2006	0	392
Halls Creek (S)	2006	1	2694
Halls Creek (S)	2011	0	187
Halls Creek (S)	2011	1	3375
Halls Creek (S)	2016	0	527
Halls Creek (S)	2016	1	2742
Harvey (S)	2006	0	2342
Harvey (S)	2006	1	17214
Harvey (S)	2011	0	3451
Harvey (S)	2011	1	19787
Harvey (S)	2016	0	4241
Harvey (S)	2016	1	22312
Irwin (S)	2006	0	353
Irwin (S)	2006	1	2699
Irwin (S)	2011	0	396
Irwin (S)	2011	1	3172
Irwin (S)	2016	0	403
Irwin (S)	2016	1	3166
Jerramungup (S)	2006	0	109
Jerramungup (S)	2006	1	1017
Jerramungup (S)	2011	0	129
Jerramungup (S)	2011	1	924
Jerramungup (S)	2016	0	227
Jerramungup (S)	2016	1	882
Joondalup (C)	2006	0	23543
Joondalup (C)	2006	1	126132
Joondalup (C)	2011	0	24759
Joondalup (C)	2011	1	127646
Joondalup (C)	2016	0	24868
Joondalup (C)	2016	1	129577
Kalamunda (S)	2006	0	6587
Kalamunda (S)	2006	1	42947
Kalamunda (S)	2011	0	7786
Kalamunda (S)	2011	1	45782
Kalamunda (S)	2016	0	9402
Kalamunda (S)	2016	1	48047
Kalgoorlie/Boulder (C)	2006	0	6100
Kalgoorlie/Boulder (C)	2006	1	22323
Kalgoorlie/Boulder (C)	2011	0	8423
Kalgoorlie/Boulder (C)	2011	1	22686
Kalgoorlie/Boulder (C)	2016	0	7746
Kalgoorlie/Boulder (C)	2016	1	22313
Karratha (C)	2006	0	3545
Karratha (C)	2006	1	12874
Karratha (C)	2011	0	7623
Karratha (C)	2011	1	15276
Karratha (C)	2016	0	5382
Karratha (C)	2016	1	16091
Katanning (S)	2006	0	814
Katanning (S)	2006	1	3394
Katanning (S)	2011	0	703
Katanning (S)	2011	1	3481
Katanning (S)	2016	0	988
Katanning (S)	2016	1	3163
Kellerberrin (S)	2006	0	100
Kellerberrin (S)	2006	1	1082
Kellerberrin (S)	2011	0	102
Kellerberrin (S)	2011	1	1078
Kellerberrin (S)	2016	0	172
Kellerberrin (S)	2016	1	1052
Kent (S)	2006	0	48
Kent (S)	2006	1	530
Kent (S)	2011	0	44
Kent (S)	2011	1	466
Kent (S)	2016	0	109
Kent (S)	2016	1	450
Kojonup (S)	2006	0	256
Kojonup (S)	2006	1	1897
Kojonup (S)	2011	0	233
Kojonup (S)	2011	1	1749
Kojonup (S)	2016	0	353
Kojonup (S)	2016	1	1632
Kondinin (S)	2006	0	89
Kondinin (S)	2006	1	879
Kondinin (S)	2011	0	142
Kondinin (S)	2011	1	904
Kondinin (S)	2016	0	131
Kondinin (S)	2016	1	742
Koorda (S)	2006	0	50
Koorda (S)	2006	1	382
Koorda (S)	2011	0	41
Koorda (S)	2011	1	393
Koorda (S)	2016	0	41
Koorda (S)	2016	1	373
Kulin (S)	2006	0	77
Kulin (S)	2006	1	804
Kulin (S)	2011	0	60
Kulin (S)	2011	1	766
Kulin (S)	2016	0	105
Kulin (S)	2016	1	660
Kwinana (C)	2006	0	4932
Kwinana (C)	2006	1	18266
Kwinana (C)	2011	0	6598
Kwinana (C)	2011	1	22629
Kwinana (C)	2016	0	10189
Kwinana (C)	2016	1	28729
Lake Grace (S)	2006	0	124
Lake Grace (S)	2006	1	1334
Lake Grace (S)	2011	0	152
Lake Grace (S)	2011	1	1207
Lake Grace (S)	2016	0	184
Lake Grace (S)	2016	1	1084
Laverton (S)	2006	0	110
Laverton (S)	2006	1	616
Laverton (S)	2011	0	273
Laverton (S)	2011	1	953
Laverton (S)	2016	0	342
Laverton (S)	2016	1	811
Leonora (S)	2006	0	246
Leonora (S)	2006	1	1163
Leonora (S)	2011	0	966
Leonora (S)	2011	1	1546
Leonora (S)	2016	0	481
Leonora (S)	2016	1	930
Mandurah (C)	2006	0	8455
Mandurah (C)	2006	1	47362
Mandurah (C)	2011	0	12092
Mandurah (C)	2011	1	57811
Mandurah (C)	2016	0	14593
Mandurah (C)	2016	1	66220
Manjimup (S)	2006	0	965
Manjimup (S)	2006	1	8292
Manjimup (S)	2011	0	895
Manjimup (S)	2011	1	8287
Manjimup (S)	2016	0	1256
Manjimup (S)	2016	1	7994
Meekatharra (S)	2006	0	295
Meekatharra (S)	2006	1	839
Meekatharra (S)	2011	0	373
Meekatharra (S)	2011	1	1004
Meekatharra (S)	2016	0	295
Meekatharra (S)	2016	1	772
Melville (C)	2006	0	14786
Melville (C)	2006	1	77998
Melville (C)	2011	0	16107
Melville (C)	2011	1	79595
Melville (C)	2016	0	16889
Melville (C)	2016	1	81194
Menzies (S)	2006	0	14
Menzies (S)	2006	1	203
Menzies (S)	2011	0	24
Menzies (S)	2011	1	361
Menzies (S)	2016	0	112
Menzies (S)	2016	1	378
Merredin (S)	2006	0	384
Merredin (S)	2006	1	2860
Merredin (S)	2011	0	462
Merredin (S)	2011	1	2820
Merredin (S)	2016	0	559
Merredin (S)	2016	1	2791
Mingenew (S)	2006	0	48
Mingenew (S)	2006	1	423
Mingenew (S)	2011	0	42
Mingenew (S)	2011	1	437
Mingenew (S)	2016	0	55
Mingenew (S)	2016	1	400
Moora (S)	2006	0	272
Moora (S)	2006	1	2140
Moora (S)	2011	0	298
Moora (S)	2011	1	2178
Moora (S)	2016	0	361
Moora (S)	2016	1	2067
Morawa (S)	2006	0	79
Morawa (S)	2006	1	744
Morawa (S)	2011	0	115
Morawa (S)	2011	1	776
Morawa (S)	2016	0	98
Morawa (S)	2016	1	652
Mosman Park (T)	2006	0	1662
Mosman Park (T)	2006	1	6586
Mosman Park (T)	2011	0	1724
Mosman Park (T)	2011	1	6875
Mosman Park (T)	2016	0	1824
Mosman Park (T)	2016	1	6933
Mount Magnet (S)	2006	0	100
Mount Magnet (S)	2006	1	358
Mount Magnet (S)	2011	0	101
Mount Magnet (S)	2011	1	542
Mount Magnet (S)	2016	0	159
Mount Magnet (S)	2016	1	323
Mount Marshall (S)	2006	0	43
Mount Marshall (S)	2006	1	570
Mount Marshall (S)	2011	0	30
Mount Marshall (S)	2011	1	456
Mount Marshall (S)	2016	0	79
Mount Marshall (S)	2016	1	448
Mukinbudin (S)	2006	0	54
Mukinbudin (S)	2006	1	526
Mukinbudin (S)	2011	0	38
Mukinbudin (S)	2011	1	451
Mukinbudin (S)	2016	0	66
Mukinbudin (S)	2016	1	489
Mundaring (S)	2006	0	4967
Mundaring (S)	2006	1	30126
Mundaring (S)	2011	0	5629
Mundaring (S)	2011	1	30901
Mundaring (S)	2016	0	6496
Mundaring (S)	2016	1	31661
Murchison (S)	2006	0	9
Murchison (S)	2006	1	101
Murchison (S)	2011	0	18
Murchison (S)	2011	1	97
Murchison (S)	2016	0	47
Murchison (S)	2016	1	106
Murray (S)	2006	0	1633
Murray (S)	2006	1	10340
Murray (S)	2011	0	1797
Murray (S)	2011	1	12353
Murray (S)	2016	0	2396
Murray (S)	2016	1	14302
Nannup (S)	2006	0	131
Nannup (S)	2006	1	1059
Nannup (S)	2011	0	154
Nannup (S)	2011	1	1109
Nannup (S)	2016	0	191
Nannup (S)	2016	1	1137
Narembeen (S)	2006	0	98
Narembeen (S)	2006	1	806
Narembeen (S)	2011	0	85
Narembeen (S)	2011	1	728
Narembeen (S)	2016	0	125
Narembeen (S)	2016	1	684
Narrogin (S)	2006	0	483
Narrogin (S)	2006	1	4588
Narrogin (S)	2011	0	560
Narrogin (S)	2011	1	4538
Narrogin (S)	2016	0	848
Narrogin (S)	2016	1	4314
Nedlands (C)	2006	0	3280
Nedlands (C)	2006	1	17056
Nedlands (C)	2011	0	3141
Nedlands (C)	2011	1	17393
Nedlands (C)	2016	0	3090
Nedlands (C)	2016	1	18031
Ngaanyatjarraku (S)	2006	0	23
Ngaanyatjarraku (S)	2006	1	1313
Ngaanyatjarraku (S)	2011	0	22
Ngaanyatjarraku (S)	2011	1	1415
Ngaanyatjarraku (S)	2016	0	153
Ngaanyatjarraku (S)	2016	1	1453
Northam (S)	2006	0	1225
Northam (S)	2006	1	8579
Northam (S)	2011	0	1562
Northam (S)	2011	1	8995
Northam (S)	2016	0	2096
Northam (S)	2016	1	9016
Northampton (S)	2006	0	340
Northampton (S)	2006	1	2867
Northampton (S)	2011	0	321
Northampton (S)	2011	1	2867
Northampton (S)	2016	0	450
Northampton (S)	2016	1	2869
Nungarin (S)	2006	0	21
Nungarin (S)	2006	1	224
Nungarin (S)	2011	0	27
Nungarin (S)	2011	1	204
Nungarin (S)	2016	0	31
Nungarin (S)	2016	1	226
Peppermint Grove (S)	2006	0	226
Peppermint Grove (S)	2006	1	1353
Peppermint Grove (S)	2011	0	251
Peppermint Grove (S)	2011	1	1276
Peppermint Grove (S)	2016	0	257
Peppermint Grove (S)	2016	1	1379
Perenjori (S)	2006	0	51
Perenjori (S)	2006	1	481
Perenjori (S)	2011	0	167
Perenjori (S)	2011	1	738
Perenjori (S)	2016	0	121
Perenjori (S)	2016	1	496
Perth (C)	2006	0	5666
Perth (C)	2006	1	5814
Perth (C)	2011	0	8463
Perth (C)	2011	1	8252
Perth (C)	2016	0	11468
Perth (C)	2016	1	10329
Pingelly (S)	2006	0	174
Pingelly (S)	2006	1	995
Pingelly (S)	2011	0	135
Pingelly (S)	2011	1	1029
Pingelly (S)	2016	0	177
Pingelly (S)	2016	1	969
Plantagenet (S)	2006	0	578
Plantagenet (S)	2006	1	3905
Plantagenet (S)	2011	0	640
Plantagenet (S)	2011	1	4242
Plantagenet (S)	2016	0	830
Plantagenet (S)	2016	1	4249
Port Hedland (T)	2006	0	4012
Port Hedland (T)	2006	1	7948
Port Hedland (T)	2011	0	4740
Port Hedland (T)	2011	1	10306
Port Hedland (T)	2016	0	4015
Port Hedland (T)	2016	1	10454
Quairading (S)	2006	0	105
Quairading (S)	2006	1	914
Quairading (S)	2011	0	68
Quairading (S)	2011	1	976
Quairading (S)	2016	0	176
Quairading (S)	2016	1	843
Ravensthorpe (S)	2006	0	298
Ravensthorpe (S)	2006	1	1654
Ravensthorpe (S)	2011	0	343
Ravensthorpe (S)	2011	1	1783
Ravensthorpe (S)	2016	0	363
Ravensthorpe (S)	2016	1	1370
Rockingham (C)	2006	0	14306
Rockingham (C)	2006	1	70000
Rockingham (C)	2011	0	19975
Rockingham (C)	2011	1	84130
Rockingham (C)	2016	0	26623
Rockingham (C)	2016	1	98491
Sandstone (S)	2006	0	26
Sandstone (S)	2006	1	91
Sandstone (S)	2011	0	20
Sandstone (S)	2011	1	85
Sandstone (S)	2016	0	18
Sandstone (S)	2016	1	71
Serpentine-Jarrahdale (S)	2006	0	1688
Serpentine-Jarrahdale (S)	2006	1	11205
Serpentine-Jarrahdale (S)	2011	0	2431
Serpentine-Jarrahdale (S)	2011	1	15314
Serpentine-Jarrahdale (S)	2016	0	4821
Serpentine-Jarrahdale (S)	2016	1	22012
Shark Bay (S)	2006	0	173
Shark Bay (S)	2006	1	682
Shark Bay (S)	2011	0	86
Shark Bay (S)	2011	1	769
Shark Bay (S)	2016	0	167
Shark Bay (S)	2016	1	779
South Perth (C)	2006	0	8669
South Perth (C)	2006	1	29692
South Perth (C)	2011	0	9558
South Perth (C)	2011	1	31181
South Perth (C)	2016	0	9857
South Perth (C)	2016	1	32132
Stirling (C)	2006	0	29560
Stirling (C)	2006	1	146550
Stirling (C)	2011	0	39943
Stirling (C)	2011	1	155756
Stirling (C)	2016	0	47177
Stirling (C)	2016	1	163031
Subiaco (C)	2006	0	3893
Subiaco (C)	2006	1	12487
Subiaco (C)	2011	0	4833
Subiaco (C)	2011	1	12742
Subiaco (C)	2016	0	5486
Subiaco (C)	2016	1	13873
Swan (C)	2006	0	14174
Swan (C)	2006	1	79102
Swan (C)	2011	0	18202
Swan (C)	2011	1	90260
Swan (C)	2016	0	26559
Swan (C)	2016	1	107292
Tammin (S)	2006	0	44
Tammin (S)	2006	1	345
Tammin (S)	2011	0	55
Tammin (S)	2011	1	350
Tammin (S)	2016	0	67
Tammin (S)	2016	1	335
Three Springs (S)	2006	0	68
Three Springs (S)	2006	1	597
Three Springs (S)	2011	0	94
Three Springs (S)	2011	1	520
Three Springs (S)	2016	0	96
Three Springs (S)	2016	1	498
Toodyay (S)	2006	0	528
Toodyay (S)	2006	1	3582
Toodyay (S)	2011	0	653
Toodyay (S)	2011	1	3734
Toodyay (S)	2016	0	686
Toodyay (S)	2016	1	3753
Trayning (S)	2006	0	34
Trayning (S)	2006	1	358
Trayning (S)	2011	0	31
Trayning (S)	2011	1	316
Trayning (S)	2016	0	74
Trayning (S)	2016	1	276
Upper Gascoyne (S)	2006	0	41
Upper Gascoyne (S)	2006	1	247
Upper Gascoyne (S)	2011	0	24
Upper Gascoyne (S)	2011	1	226
Upper Gascoyne (S)	2016	0	36
Upper Gascoyne (S)	2016	1	242
Victoria Park (T)	2006	0	7414
Victoria Park (T)	2006	1	20545
Victoria Park (T)	2011	0	10226
Victoria Park (T)	2011	1	22207
Victoria Park (T)	2016	0	11077
Victoria Park (T)	2016	1	23913
Victoria Plains (S)	2006	0	99
Victoria Plains (S)	2006	1	806
Victoria Plains (S)	2011	0	137
Victoria Plains (S)	2011	1	760
Victoria Plains (S)	2016	0	179
Victoria Plains (S)	2016	1	731
Vincent (C)	2006	0	5774
Vincent (C)	2006	1	21959
Vincent (C)	2011	0	7552
Vincent (C)	2011	1	23998
Vincent (C)	2016	0	8138
Vincent (C)	2016	1	25555
Wagin (S)	2006	0	240
Wagin (S)	2006	1	1602
Wagin (S)	2011	0	205
Wagin (S)	2011	1	1642
Wagin (S)	2016	0	309
Wagin (S)	2016	1	1543
Wandering (S)	2006	0	48
Wandering (S)	2006	1	306
Wandering (S)	2011	0	36
Wandering (S)	2011	1	402
Wandering (S)	2016	0	60
Wandering (S)	2016	1	384
Wanneroo (C)	2006	0	20466
Wanneroo (C)	2006	1	90475
Wanneroo (C)	2011	0	32559
Wanneroo (C)	2011	1	119517
Wanneroo (C)	2016	0	41029
Wanneroo (C)	2016	1	147183
Waroona (S)	2006	0	351
Waroona (S)	2006	1	3097
Waroona (S)	2011	0	349
Waroona (S)	2011	1	3233
Waroona (S)	2016	0	705
Waroona (S)	2016	1	3443
West Arthur (S)	2006	0	74
West Arthur (S)	2006	1	782
West Arthur (S)	2011	0	63
West Arthur (S)	2011	1	805
West Arthur (S)	2016	0	113
West Arthur (S)	2016	1	696
Westonia (S)	2006	0	13
Westonia (S)	2006	1	197
Westonia (S)	2011	0	35
Westonia (S)	2011	1	241
Westonia (S)	2016	0	66
Westonia (S)	2016	1	238
Wickepin (S)	2006	0	45
Wickepin (S)	2006	1	671
Wickepin (S)	2011	0	58
Wickepin (S)	2011	1	691
Wickepin (S)	2016	0	78
Wickepin (S)	2016	1	640
Williams (S)	2006	0	75
Williams (S)	2006	1	789
Williams (S)	2011	0	76
Williams (S)	2011	1	838
Williams (S)	2016	0	138
Williams (S)	2016	1	843
Wiluna (S)	2006	0	97
Wiluna (S)	2006	1	583
Wiluna (S)	2011	0	309
Wiluna (S)	2011	1	851
Wiluna (S)	2016	0	207
Wiluna (S)	2016	1	535
Wongan-Ballidu (S)	2006	0	128
Wongan-Ballidu (S)	2006	1	1257
Wongan-Ballidu (S)	2011	0	163
Wongan-Ballidu (S)	2011	1	1271
Wongan-Ballidu (S)	2016	0	140
Wongan-Ballidu (S)	2016	1	1191
Woodanilling (S)	2006	0	38
Woodanilling (S)	2006	1	364
Woodanilling (S)	2011	0	19
Woodanilling (S)	2011	1	398
Woodanilling (S)	2016	0	51
Woodanilling (S)	2016	1	358
Wyalkatchem (S)	2006	0	33
Wyalkatchem (S)	2006	1	529
Wyalkatchem (S)	2011	0	69
Wyalkatchem (S)	2011	1	454
Wyalkatchem (S)	2016	0	85
Wyalkatchem (S)	2016	1	431
Wyndham-East Kimberley (S)	2006	0	1299
Wyndham-East Kimberley (S)	2006	1	5295
Wyndham-East Kimberley (S)	2011	0	1303
Wyndham-East Kimberley (S)	2011	1	6497
Wyndham-East Kimberley (S)	2016	0	1404
Wyndham-East Kimberley (S)	2016	1	5744
Yalgoo (S)	2006	0	44
Yalgoo (S)	2006	1	198
Yalgoo (S)	2011	0	96
Yalgoo (S)	2011	1	306
Yalgoo (S)	2016	0	108
Yalgoo (S)	2016	1	229
Yilgarn (S)	2006	0	205
Yilgarn (S)	2006	1	1208
Yilgarn (S)	2011	0	362
Yilgarn (S)	2011	1	1275
Yilgarn (S)	2016	0	272
Yilgarn (S)	2016	1	930
York (S)	2006	0	291
York (S)	2006	1	2826
York (S)	2011	0	410
York (S)	2011	1	2985
York (S)	2016	0	585
York (S)	2016	1	3021
No usual address (WA)	2006	1	4326
No usual address (WA)	2011	1	4655
No usual address (WA)	2016	1	3584
Migratory - Offshore - Shipping (WA)	2006	1	263
Migratory - Offshore - Shipping (WA)	2011	1	285
Migratory - Offshore - Shipping (WA)	2016	1	272
Break O'Day (M)	2006	0	642
Break O'Day (M)	2006	1	5426
Break O'Day (M)	2011	0	562
Break O'Day (M)	2011	1	5631
Break O'Day (M)	2016	0	660
Break O'Day (M)	2016	1	5444
Brighton (M)	2006	0	1539
Brighton (M)	2006	1	12583
Brighton (M)	2011	0	1408
Brighton (M)	2011	1	14052
Brighton (M)	2016	0	1411
Brighton (M)	2016	1	15101
Burnie (C)	2006	0	1490
Burnie (C)	2006	1	17566
Burnie (C)	2011	0	1529
Burnie (C)	2011	1	17801
Burnie (C)	2016	0	1652
Burnie (C)	2016	1	17243
Central Coast (M) (Tas.)	2006	0	1628
Central Coast (M) (Tas.)	2006	1	19036
Central Coast (M) (Tas.)	2011	0	1482
Central Coast (M) (Tas.)	2011	1	19872
Central Coast (M) (Tas.)	2016	0	1803
Central Coast (M) (Tas.)	2016	1	19559
Central Highlands (M) (Tas.)	2006	0	218
Central Highlands (M) (Tas.)	2006	1	2026
Central Highlands (M) (Tas.)	2011	0	221
Central Highlands (M) (Tas.)	2011	1	2040
Central Highlands (M) (Tas.)	2016	0	204
Central Highlands (M) (Tas.)	2016	1	1937
Circular Head (M)	2006	0	631
Circular Head (M)	2006	1	7325
Circular Head (M)	2011	0	812
Circular Head (M)	2011	1	7166
Circular Head (M)	2016	0	911
Circular Head (M)	2016	1	7015
Clarence (C)	2006	0	4342
Clarence (C)	2006	1	45296
Clarence (C)	2011	0	4375
Clarence (C)	2011	1	47477
Clarence (C)	2016	0	5019
Clarence (C)	2016	1	49800
Derwent Valley (M)	2006	0	997
Derwent Valley (M)	2006	1	8481
Derwent Valley (M)	2011	0	695
Derwent Valley (M)	2011	1	9011
Derwent Valley (M)	2016	0	884
Derwent Valley (M)	2016	1	9137
Devonport (C)	2006	0	1871
Devonport (C)	2006	1	22144
Devonport (C)	2011	0	1996
Devonport (C)	2011	1	22621
Devonport (C)	2016	0	2154
Devonport (C)	2016	1	22542
Dorset (M)	2006	0	560
Dorset (M)	2006	1	6436
Dorset (M)	2011	0	493
Dorset (M)	2011	1	6335
Dorset (M)	2016	0	656
Dorset (M)	2016	1	5961
Flinders (M) (Tas.)	2006	0	56
Flinders (M) (Tas.)	2006	1	803
Flinders (M) (Tas.)	2011	0	78
Flinders (M) (Tas.)	2011	1	698
Flinders (M) (Tas.)	2016	0	90
Flinders (M) (Tas.)	2016	1	816
George Town (M)	2006	0	600
George Town (M)	2006	1	5929
George Town (M)	2011	0	537
George Town (M)	2011	1	6099
George Town (M)	2016	0	853
George Town (M)	2016	1	5911
Glamorgan/Spring Bay (M)	2006	0	405
Glamorgan/Spring Bay (M)	2006	1	3783
Glamorgan/Spring Bay (M)	2011	0	333
Glamorgan/Spring Bay (M)	2011	1	3858
Glamorgan/Spring Bay (M)	2016	0	535
Glamorgan/Spring Bay (M)	2016	1	3865
Glenorchy (C)	2006	0	4076
Glenorchy (C)	2006	1	39338
Glenorchy (C)	2011	0	3999
Glenorchy (C)	2011	1	40656
Glenorchy (C)	2016	0	5451
Glenorchy (C)	2016	1	40802
Hobart (C)	2006	0	6407
Hobart (C)	2006	1	41291
Hobart (C)	2011	0	6915
Hobart (C)	2011	1	41791
Hobart (C)	2016	0	8776
Hobart (C)	2016	1	41663
Huon Valley (M)	2006	0	1247
Huon Valley (M)	2006	1	12754
Huon Valley (M)	2011	0	1279
Huon Valley (M)	2011	1	13861
Huon Valley (M)	2016	0	1731
Huon Valley (M)	2016	1	14468
Kentish (M)	2006	0	462
Kentish (M)	2006	1	5297
Kentish (M)	2011	0	487
Kentish (M)	2011	1	5599
Kentish (M)	2016	0	637
Kentish (M)	2016	1	5491
King Island (M)	2006	0	158
King Island (M)	2006	1	1483
King Island (M)	2011	0	158
King Island (M)	2011	1	1405
King Island (M)	2016	0	216
King Island (M)	2016	1	1369
Kingborough (M)	2006	0	2620
Kingborough (M)	2006	1	28216
Kingborough (M)	2011	0	2977
Kingborough (M)	2011	1	30915
Kingborough (M)	2016	0	3507
Kingborough (M)	2016	1	32346
Latrobe (M) (Tas.)	2006	0	634
Latrobe (M) (Tas.)	2006	1	7996
Latrobe (M) (Tas.)	2011	0	685
Latrobe (M) (Tas.)	2011	1	9148
Latrobe (M) (Tas.)	2016	0	916
Latrobe (M) (Tas.)	2016	1	9783
Launceston (C)	2006	0	6087
Launceston (C)	2006	1	56134
Launceston (C)	2011	0	6553
Launceston (C)	2011	1	57640
Launceston (C)	2016	0	8568
Launceston (C)	2016	1	56706
Meander Valley (M)	2006	0	1534
Meander Valley (M)	2006	1	16816
Meander Valley (M)	2011	0	1268
Meander Valley (M)	2011	1	17621
Meander Valley (M)	2016	0	1828
Meander Valley (M)	2016	1	17454
Northern Midlands (M)	2006	0	861
Northern Midlands (M)	2006	1	11231
Northern Midlands (M)	2011	0	799
Northern Midlands (M)	2011	1	11431
Northern Midlands (M)	2016	0	1226
Northern Midlands (M)	2016	1	11596
Sorell (M)	2006	0	908
Sorell (M)	2006	1	11018
Sorell (M)	2011	0	1052
Sorell (M)	2011	1	12144
Sorell (M)	2016	0	1337
Sorell (M)	2016	1	13077
Southern Midlands (M)	2006	0	462
Southern Midlands (M)	2006	1	5211
Southern Midlands (M)	2011	0	457
Southern Midlands (M)	2011	1	5590
Southern Midlands (M)	2016	0	541
Southern Midlands (M)	2016	1	5502
Tasman (M)	2006	0	226
Tasman (M)	2006	1	2015
Tasman (M)	2011	0	190
Tasman (M)	2011	1	2165
Tasman (M)	2016	0	331
Tasman (M)	2016	1	2041
Waratah/Wynyard (M)	2006	0	918
Waratah/Wynyard (M)	2006	1	12494
Waratah/Wynyard (M)	2011	0	1013
Waratah/Wynyard (M)	2011	1	12694
Waratah/Wynyard (M)	2016	0	1253
Waratah/Wynyard (M)	2016	1	12325
West Coast (M)	2006	0	463
West Coast (M)	2006	1	4540
West Coast (M)	2011	0	500
West Coast (M)	2011	1	4179
West Coast (M)	2016	0	476
West Coast (M)	2016	1	3673
West Tamar (M)	2006	0	1850
West Tamar (M)	2006	1	18965
West Tamar (M)	2011	0	1720
West Tamar (M)	2011	1	20096
West Tamar (M)	2016	0	2211
