LGA_NAME16	Year	SameAddress1YearAgo	persons
Southern Downs (R)	2011	1	26917
Southern Downs (R)	2016		3012
Southern Downs (R)	2016	0	4842
Southern Downs (R)	2016	1	27256
Sunshine Coast (R)	2006		14213
Sunshine Coast (R)	2006	0	46739
Sunshine Coast (R)	2006	1	168917
Sunshine Coast (R)	2011		13624
Sunshine Coast (R)	2011	0	46137
Sunshine Coast (R)	2011	1	198192
Sunshine Coast (R)	2016		26090
Sunshine Coast (R)	2016	0	53972
Sunshine Coast (R)	2016	1	214305
Tablelands (R)	2006		1746
Tablelands (R)	2006	0	4021
Tablelands (R)	2006	1	16926
Tablelands (R)	2011		1556
Tablelands (R)	2011	0	3820
Tablelands (R)	2011	1	18335
Tablelands (R)	2016		2562
Tablelands (R)	2016	0	3435
Tablelands (R)	2016	1	18830
Toowoomba (R)	2006		8326
Toowoomba (R)	2006	0	28300
Toowoomba (R)	2006	1	105657
Toowoomba (R)	2011		8938
Toowoomba (R)	2011	0	25931
Toowoomba (R)	2011	1	116320
Toowoomba (R)	2016		15296
Toowoomba (R)	2016	0	26607
Toowoomba (R)	2016	1	118876
Torres (S)	2006		273
Torres (S)	2006	0	472
Torres (S)	2006	1	2488
Torres (S)	2011		432
Torres (S)	2011	0	538
Torres (S)	2011	1	2289
Torres (S)	2016		520
Torres (S)	2016	0	587
Torres (S)	2016	1	2503
Torres Strait Island (R)	2006		205
Torres Strait Island (R)	2006	0	465
Torres Strait Island (R)	2006	1	3726
Torres Strait Island (R)	2011		249
Torres Strait Island (R)	2011	0	376
Torres Strait Island (R)	2011	1	3625
Torres Strait Island (R)	2016		294
Torres Strait Island (R)	2016	0	556
Torres Strait Island (R)	2016	1	3664
Townsville (C)	2006		11831
Townsville (C)	2006	0	34315
Townsville (C)	2006	1	108482
Townsville (C)	2011		13829
Townsville (C)	2011	0	34331
Townsville (C)	2011	1	126301
Townsville (C)	2016		20520
Townsville (C)	2016	0	34274
Townsville (C)	2016	1	131963
Weipa (T)	2006		314
Weipa (T)	2006	0	759
Weipa (T)	2006	1	1759
Weipa (T)	2011		411
Weipa (T)	2011	0	871
Weipa (T)	2011	1	2050
Weipa (T)	2016		498
Weipa (T)	2016	0	768
Weipa (T)	2016	1	2639
Western Downs (R)	2006		2028
Western Downs (R)	2006	0	4957
Western Downs (R)	2006	1	21421
Western Downs (R)	2011		2606
Western Downs (R)	2011	0	5625
Western Downs (R)	2011	1	23360
Western Downs (R)	2016		4356
Western Downs (R)	2016	0	5351
Western Downs (R)	2016	1	23737
Whitsunday (R)	2006		3502
Whitsunday (R)	2006	0	6053
Whitsunday (R)	2006	1	19782
Whitsunday (R)	2011		3675
Whitsunday (R)	2011	0	6171
Whitsunday (R)	2011	1	21581
Whitsunday (R)	2016		5060
Whitsunday (R)	2016	0	6032
Whitsunday (R)	2016	1	22686
Winton (S)	2006		163
Winton (S)	2006	0	211
Winton (S)	2006	1	1008
Winton (S)	2011		75
Winton (S)	2011	0	178
Winton (S)	2011	1	1084
Winton (S)	2016		132
Winton (S)	2016	0	151
Winton (S)	2016	1	851
Woorabinda (S)	2006		35
Woorabinda (S)	2006	0	70
Woorabinda (S)	2006	1	743
Woorabinda (S)	2011		39
Woorabinda (S)	2011	0	53
Woorabinda (S)	2011	1	852
Woorabinda (S)	2016		43
Woorabinda (S)	2016	0	114
Woorabinda (S)	2016	1	805
Wujal Wujal (S)	2006		4
Wujal Wujal (S)	2006	0	48
Wujal Wujal (S)	2006	1	274
Wujal Wujal (S)	2011		8
Wujal Wujal (S)	2011	0	18
Wujal Wujal (S)	2011	1	243
Wujal Wujal (S)	2016		15
Wujal Wujal (S)	2016	0	7
Wujal Wujal (S)	2016	1	260
Yarrabah (S)	2006		115
Yarrabah (S)	2006	0	109
Yarrabah (S)	2006	1	2151
Yarrabah (S)	2011		75
Yarrabah (S)	2011	0	133
Yarrabah (S)	2011	1	2200
Yarrabah (S)	2016		104
Yarrabah (S)	2016	0	113
Yarrabah (S)	2016	1	2342
No usual address (Qld)	2006	0	8844
No usual address (Qld)	2006	1	2021
No usual address (Qld)	2011	0	8069
No usual address (Qld)	2011	1	2379
No usual address (Qld)	2016	0	6907
No usual address (Qld)	2016	1	2737
Migratory - Offshore - Shipping (Qld)	2006	0	43
Migratory - Offshore - Shipping (Qld)	2006	1	48
Migratory - Offshore - Shipping (Qld)	2011	0	78
Migratory - Offshore - Shipping (Qld)	2011	1	313
Migratory - Offshore - Shipping (Qld)	2016	0	22
Migratory - Offshore - Shipping (Qld)	2016	1	102
Adelaide (C)	2006		2550
Adelaide (C)	2006	0	4854
Adelaide (C)	2006	1	9254
Adelaide (C)	2011		2205
Adelaide (C)	2011	0	5721
Adelaide (C)	2011	1	11712
Adelaide (C)	2016		2892
Adelaide (C)	2016	0	6733
Adelaide (C)	2016	1	12438
Adelaide Hills (DC)	2006		1790
Adelaide Hills (DC)	2006	0	3903
Adelaide Hills (DC)	2006	1	32167
Adelaide Hills (DC)	2011		1605
Adelaide Hills (DC)	2011	0	3612
Adelaide Hills (DC)	2011	1	33411
Adelaide Hills (DC)	2016		2797
Adelaide Hills (DC)	2016	0	3529
Adelaide Hills (DC)	2016	1	32537
Alexandrina (DC)	2006		1592
Alexandrina (DC)	2006	0	3088
Alexandrina (DC)	2006	1	16033
Alexandrina (DC)	2011		937
Alexandrina (DC)	2011	0	3389
Alexandrina (DC)	2011	1	19373
Alexandrina (DC)	2016		2227
Alexandrina (DC)	2016	0	3194
Alexandrina (DC)	2016	1	20452
Anangu Pitjantjatjara (AC)	2006		94
Anangu Pitjantjatjara (AC)	2006	0	292
Anangu Pitjantjatjara (AC)	2006	1	1849
Anangu Pitjantjatjara (AC)	2011		92
Anangu Pitjantjatjara (AC)	2011	0	215
Anangu Pitjantjatjara (AC)	2011	1	2132
Anangu Pitjantjatjara (AC)	2016		275
Anangu Pitjantjatjara (AC)	2016	0	164
Anangu Pitjantjatjara (AC)	2016	1	1837
Barossa (DC)	2006		830
Barossa (DC)	2006	0	2875
Barossa (DC)	2006	1	16845
Barossa (DC)	2011		914
Barossa (DC)	2011	0	2732
Barossa (DC)	2011	1	18521
Barossa (DC)	2016		1669
Barossa (DC)	2016	0	2568
Barossa (DC)	2016	1	19321
Barunga West (DC)	2006		160
Barunga West (DC)	2006	0	234
Barunga West (DC)	2006	1	2150
Barunga West (DC)	2011		108
Barunga West (DC)	2011	0	273
Barunga West (DC)	2011	1	2075
Barunga West (DC)	2016		248
Barunga West (DC)	2016	0	223
Barunga West (DC)	2016	1	2073
Berri and Barmera (DC)	2006		639
Berri and Barmera (DC)	2006	0	1628
Berri and Barmera (DC)	2006	1	8668
Berri and Barmera (DC)	2011		610
Berri and Barmera (DC)	2011	0	1356
Berri and Barmera (DC)	2011	1	8601
Berri and Barmera (DC)	2016		965
Berri and Barmera (DC)	2016	0	1241
Berri and Barmera (DC)	2016	1	8339
Burnside (C)	2006		2170
Burnside (C)	2006	0	5806
Burnside (C)	2006	1	33979
Burnside (C)	2011		1760
Burnside (C)	2011	0	5666
Burnside (C)	2011	1	34766
Burnside (C)	2016		2940
Burnside (C)	2016	0	6010
Burnside (C)	2016	1	34961
Campbelltown (C) (SA)	2006		2277
Campbelltown (C) (SA)	2006	0	5559
Campbelltown (C) (SA)	2006	1	38323
Campbelltown (C) (SA)	2011		1858
Campbelltown (C) (SA)	2011	0	5757
Campbelltown (C) (SA)	2011	1	40547
Campbelltown (C) (SA)	2016		3210
Campbelltown (C) (SA)	2016	0	6232
Campbelltown (C) (SA)	2016	1	40722
Ceduna (DC)	2006		326
Ceduna (DC)	2006	0	474
Ceduna (DC)	2006	1	2774
Ceduna (DC)	2011		201
Ceduna (DC)	2011	0	598
Ceduna (DC)	2011	1	2681
Ceduna (DC)	2016		531
Ceduna (DC)	2016	0	425
Ceduna (DC)	2016	1	2452
Charles Sturt (C)	2006		5658
Charles Sturt (C)	2006	0	12143
Charles Sturt (C)	2006	1	82732
Charles Sturt (C)	2011		5149
Charles Sturt (C)	2011	0	13542
Charles Sturt (C)	2011	1	86293
Charles Sturt (C)	2016		8850
Charles Sturt (C)	2016	0	15264
Charles Sturt (C)	2016	1	87645
Clare and Gilbert Valleys (DC)	2006		407
Clare and Gilbert Valleys (DC)	2006	0	1156
Clare and Gilbert Valleys (DC)	2006	1	6581
Clare and Gilbert Valleys (DC)	2011		387
Clare and Gilbert Valleys (DC)	2011	0	1226
Clare and Gilbert Valleys (DC)	2011	1	7138
Clare and Gilbert Valleys (DC)	2016		751
Clare and Gilbert Valleys (DC)	2016	0	1042
Clare and Gilbert Valleys (DC)	2016	1	7230
Cleve (DC)	2006		95
Cleve (DC)	2006	0	201
Cleve (DC)	2006	1	1733
Cleve (DC)	2011		58
Cleve (DC)	2011	0	190
Cleve (DC)	2011	1	1542
Cleve (DC)	2016		169
Cleve (DC)	2016	0	161
Cleve (DC)	2016	1	1441
Coober Pedy (DC)	2006		333
Coober Pedy (DC)	2006	0	243
Coober Pedy (DC)	2006	1	1335
Coober Pedy (DC)	2011		188
Coober Pedy (DC)	2011	0	268
Coober Pedy (DC)	2011	1	1238
Coober Pedy (DC)	2016		308
Coober Pedy (DC)	2016	0	213
Coober Pedy (DC)	2016	1	1241
Copper Coast (DC)	2006		568
Copper Coast (DC)	2006	0	1936
Copper Coast (DC)	2006	1	8941
Copper Coast (DC)	2011		527
Copper Coast (DC)	2011	0	1929
Copper Coast (DC)	2011	1	10491
Copper Coast (DC)	2016		1399
Copper Coast (DC)	2016	0	1746
Copper Coast (DC)	2016	1	10994
Elliston (DC)	2006		46
Elliston (DC)	2006	0	109
Elliston (DC)	2006	1	977
Elliston (DC)	2011		38
Elliston (DC)	2011	0	150
Elliston (DC)	2011	1	860
Elliston (DC)	2016		89
Elliston (DC)	2016	0	77
Elliston (DC)	2016	1	879
Flinders Ranges (DC)	2006		161
Flinders Ranges (DC)	2006	0	272
Flinders Ranges (DC)	2006	1	1294
Flinders Ranges (DC)	2011		110
Flinders Ranges (DC)	2011	0	186
Flinders Ranges (DC)	2011	1	1405
Flinders Ranges (DC)	2016		183
Flinders Ranges (DC)	2016	0	174
Flinders Ranges (DC)	2016	1	1286
Franklin Harbour (DC)	2006		48
Franklin Harbour (DC)	2006	0	197
Franklin Harbour (DC)	2006	1	901
Franklin Harbour (DC)	2011		107
Franklin Harbour (DC)	2011	0	173
Franklin Harbour (DC)	2011	1	933
Franklin Harbour (DC)	2016		159
Franklin Harbour (DC)	2016	0	118
Franklin Harbour (DC)	2016	1	1021
Gawler (T)	2006		1015
Gawler (T)	2006	0	2870
Gawler (T)	2006	1	15026
Gawler (T)	2011		1029
Gawler (T)	2011	0	2796
Gawler (T)	2011	1	16712
Gawler (T)	2016		2038
Gawler (T)	2016	0	3462
Gawler (T)	2016	1	17534
Goyder (DC)	2006		205
Goyder (DC)	2006	0	550
Goyder (DC)	2006	1	3426
Goyder (DC)	2011		189
Goyder (DC)	2011	0	448
Goyder (DC)	2011	1	3526
Goyder (DC)	2016		387
Goyder (DC)	2016	0	397
Goyder (DC)	2016	1	3352
Grant (DC)	2006		413
Grant (DC)	2006	0	734
Grant (DC)	2006	1	6127
Grant (DC)	2011		457
Grant (DC)	2011	0	675
Grant (DC)	2011	1	6724
Grant (DC)	2016		1074
Grant (DC)	2016	0	706
Grant (DC)	2016	1	6423
Holdfast Bay (C)	2006		1761
Holdfast Bay (C)	2006	0	5732
Holdfast Bay (C)	2006	1	25808
Holdfast Bay (C)	2011		1966
Holdfast Bay (C)	2011	0	5468
Holdfast Bay (C)	2011	1	27170
Holdfast Bay (C)	2016		3160
Holdfast Bay (C)	2016	0	5127
Holdfast Bay (C)	2016	1	27073
Kangaroo Island (DC)	2006		272
Kangaroo Island (DC)	2006	0	615
Kangaroo Island (DC)	2006	1	3371
Kangaroo Island (DC)	2011		239
Kangaroo Island (DC)	2011	0	611
Kangaroo Island (DC)	2011	1	3566
Kangaroo Island (DC)	2016		521
Kangaroo Island (DC)	2016	0	569
Kangaroo Island (DC)	2016	1	3612
Karoonda East Murray (DC)	2006		40
Karoonda East Murray (DC)	2006	0	120
Karoonda East Murray (DC)	2006	1	1003
Karoonda East Murray (DC)	2011		52
Karoonda East Murray (DC)	2011	0	92
Karoonda East Murray (DC)	2011	1	889
Karoonda East Murray (DC)	2016		81
Karoonda East Murray (DC)	2016	0	78
Karoonda East Murray (DC)	2016	1	931
Kimba (DC)	2006		38
Kimba (DC)	2006	0	102
Kimba (DC)	2006	1	974
Kimba (DC)	2011		58
Kimba (DC)	2011	0	91
Kimba (DC)	2011	1	940
Kimba (DC)	2016		94
Kimba (DC)	2016	0	105
Kimba (DC)	2016	1	862
Kingston (DC) (SA)	2006		98
Kingston (DC) (SA)	2006	0	318
Kingston (DC) (SA)	2006	1	1911
Kingston (DC) (SA)	2011		87
Kingston (DC) (SA)	2011	0	267
Kingston (DC) (SA)	2011	1	1926
Kingston (DC) (SA)	2016		226
Kingston (DC) (SA)	2016	0	246
Kingston (DC) (SA)	2016	1	1877
Light (RegC)	2006		568
Light (RegC)	2006	0	1652
Light (RegC)	2006	1	10142
Light (RegC)	2011		535
Light (RegC)	2011	0	1698
Light (RegC)	2011	1	11550
Light (RegC)	2016		979
Light (RegC)	2016	0	1504
Light (RegC)	2016	1	12253
Lower Eyre Peninsula (DC)	2006		283
Lower Eyre Peninsula (DC)	2006	0	543
Lower Eyre Peninsula (DC)	2006	1	3578
Lower Eyre Peninsula (DC)	2011		295
Lower Eyre Peninsula (DC)	2011	0	616
Lower Eyre Peninsula (DC)	2011	1	4005
Lower Eyre Peninsula (DC)	2016		679
Lower Eyre Peninsula (DC)	2016	0	580
Lower Eyre Peninsula (DC)	2016	1	4251
Loxton Waikerie (DC)	2006		520
Loxton Waikerie (DC)	2006	0	1476
Loxton Waikerie (DC)	2006	1	9611
Loxton Waikerie (DC)	2011		484
Loxton Waikerie (DC)	2011	0	1228
Loxton Waikerie (DC)	2011	1	9576
Loxton Waikerie (DC)	2016		932
Loxton Waikerie (DC)	2016	0	1219
Loxton Waikerie (DC)	2016	1	9336
Mallala (DC)	2006		553
Mallala (DC)	2006	0	827
Mallala (DC)	2006	1	6524
Mallala (DC)	2011		391
Mallala (DC)	2011	0	807
Mallala (DC)	2011	1	7148
Mallala (DC)	2016		794
Mallala (DC)	2016	0	702
Mallala (DC)	2016	1	7305
Maralinga Tjarutja (AC)	2006		-4
Maralinga Tjarutja (AC)	2006	0	17
Maralinga Tjarutja (AC)	2006	1	92
Maralinga Tjarutja (AC)	2011		3
Maralinga Tjarutja (AC)	2011	0	17
Maralinga Tjarutja (AC)	2011	1	53
Maralinga Tjarutja (AC)	2016		40
Maralinga Tjarutja (AC)	2016	0	6
Maralinga Tjarutja (AC)	2016	1	13
Marion (C)	2006		3715
Marion (C)	2006	0	10689
Marion (C)	2006	1	64299
Marion (C)	2011		3941
Marion (C)	2011	0	11419
Marion (C)	2011	1	67631
Marion (C)	2016		6783
Marion (C)	2016	0	12486
Marion (C)	2016	1	69349
Mid Murray (DC)	2006		577
Mid Murray (DC)	2006	0	834
Mid Murray (DC)	2006	1	6628
Mid Murray (DC)	2011		676
Mid Murray (DC)	2011	0	764
Mid Murray (DC)	2011	1	6696
Mid Murray (DC)	2016		1005
Mid Murray (DC)	2016	0	962
Mid Murray (DC)	2016	1	6675
Mitcham (C)	2006		2590
Mitcham (C)	2006	0	7476
Mitcham (C)	2006	1	51783
Mitcham (C)	2011		2304
Mitcham (C)	2011	0	7568
Mitcham (C)	2011	1	53027
Mitcham (C)	2016		4490
Mitcham (C)	2016	0	7733
Mitcham (C)	2016	1	52582
Mount Barker (DC)	2006		1292
Mount Barker (DC)	2006	0	3873
Mount Barker (DC)	2006	1	21270
Mount Barker (DC)	2011		1110
Mount Barker (DC)	2011	0	4289
Mount Barker (DC)	2011	1	24367
Mount Barker (DC)	2016		2470
Mount Barker (DC)	2016	0	4728
Mount Barker (DC)	2016	1	26199
Mount Gambier (C)	2006		1309
Mount Gambier (C)	2006	0	4041
Mount Gambier (C)	2006	1	18737
Mount Gambier (C)	2011		1092
Mount Gambier (C)	2011	0	3700
Mount Gambier (C)	2011	1	20457
Mount Gambier (C)	2016		2328
Mount Gambier (C)	2016	0	3742
Mount Gambier (C)	2016	1	20206
Mount Remarkable (DC)	2006		166
Mount Remarkable (DC)	2006	0	281
Mount Remarkable (DC)	2006	1	2396
Mount Remarkable (DC)	2011		139
Mount Remarkable (DC)	2011	0	288
Mount Remarkable (DC)	2011	1	2447
Mount Remarkable (DC)	2016		253
Mount Remarkable (DC)	2016	0	222
Mount Remarkable (DC)	2016	1	2389
Murray Bridge (RC)	2006		1145
Murray Bridge (RC)	2006	0	2944
Murray Bridge (RC)	2006	1	13589
Murray Bridge (RC)	2011		1547
Murray Bridge (RC)	2011	0	2950
Murray Bridge (RC)	2011	1	15245
Murray Bridge (RC)	2016		2169
Murray Bridge (RC)	2016	0	3088
Murray Bridge (RC)	2016	1	15601
Naracoorte and Lucindale (DC)	2006		358
Naracoorte and Lucindale (DC)	2006	0	1145
Naracoorte and Lucindale (DC)	2006	1	6579
Naracoorte and Lucindale (DC)	2011		423
Naracoorte and Lucindale (DC)	2011	0	1063
Naracoorte and Lucindale (DC)	2011	1	6629
Naracoorte and Lucindale (DC)	2016		596
Naracoorte and Lucindale (DC)	2016	0	1184
Naracoorte and Lucindale (DC)	2016	1	6511
Northern Areas (DC)	2006		214
Northern Areas (DC)	2006	0	539
Northern Areas (DC)	2006	1	3896
Northern Areas (DC)	2011		170
Northern Areas (DC)	2011	0	400
Northern Areas (DC)	2011	1	3935
Northern Areas (DC)	2016		387
Northern Areas (DC)	2016	0	385
Northern Areas (DC)	2016	1	3752
Norwood Payneham St Peters (C)	2006		2178
Norwood Payneham St Peters (C)	2006	0	5833
Norwood Payneham St Peters (C)	2006	1	25718
Norwood Payneham St Peters (C)	2011		1795
Norwood Payneham St Peters (C)	2011	0	5795
Norwood Payneham St Peters (C)	2011	1	27297
Norwood Payneham St Peters (C)	2016		2775
Norwood Payneham St Peters (C)	2016	0	5933
Norwood Payneham St Peters (C)	2016	1	26654
Onkaparinga (C)	2006		6897
Onkaparinga (C)	2006	0	19793
Onkaparinga (C)	2006	1	123043
Onkaparinga (C)	2011		7299
Onkaparinga (C)	2011	0	19901
Onkaparinga (C)	2011	1	132375
Onkaparinga (C)	2016		13642
Onkaparinga (C)	2016	0	19454
Onkaparinga (C)	2016	1	133670
Orroroo/Carrieton (DC)	2006		26
Orroroo/Carrieton (DC)	2006	0	96
Orroroo/Carrieton (DC)	2006	1	814
Orroroo/Carrieton (DC)	2011		26
Orroroo/Carrieton (DC)	2011	0	81
Orroroo/Carrieton (DC)	2011	1	766
Orroroo/Carrieton (DC)	2016		90
Orroroo/Carrieton (DC)	2016	0	73
Orroroo/Carrieton (DC)	2016	1	732
Peterborough (DC)	2006		169
Peterborough (DC)	2006	0	262
Peterborough (DC)	2006	1	1473
Peterborough (DC)	2011		102
Peterborough (DC)	2011	0	167
Peterborough (DC)	2011	1	1462
Peterborough (DC)	2016		171
Peterborough (DC)	2016	0	182
Peterborough (DC)	2016	1	1325
Playford (C)	2006		5020
Playford (C)	2006	0	9931
Playford (C)	2006	1	55062
Playford (C)	2011		4925
Playford (C)	2011	0	12191
Playford (C)	2011	1	62002
Playford (C)	2016		9111
Playford (C)	2016	0	12786
Playford (C)	2016	1	67475
Port Adelaide Enfield (C)	2006		7991
Port Adelaide Enfield (C)	2006	0	15132
Port Adelaide Enfield (C)	2006	1	79806
Port Adelaide Enfield (C)	2011		7315
Port Adelaide Enfield (C)	2011	0	16532
Port Adelaide Enfield (C)	2011	1	88969
Port Adelaide Enfield (C)	2016		11046
Port Adelaide Enfield (C)	2016	0	17555
Port Adelaide Enfield (C)	2016	1	92629
Port Augusta (C)	2006		1479
Port Augusta (C)	2006	0	1901
Port Augusta (C)	2006	1	10495
Port Augusta (C)	2011		1741
Port Augusta (C)	2011	0	1724
Port Augusta (C)	2011	1	10521
Port Augusta (C)	2016		2096
Port Augusta (C)	2016	0	1638
Port Augusta (C)	2016	1	10074
Port Lincoln (C)	2006		970
Port Lincoln (C)	2006	0	2438
Port Lincoln (C)	2006	1	10196
Port Lincoln (C)	2011		783
Port Lincoln (C)	2011	0	2202
Port Lincoln (C)	2011	1	11101
Port Lincoln (C)	2016		1540
Port Lincoln (C)	2016	0	1858
Port Lincoln (C)	2016	1	10666
Port Pirie City and Dists (M)	2006		908
Port Pirie City and Dists (M)	2006	0	2347
Port Pirie City and Dists (M)	2006	1	13884
Port Pirie City and Dists (M)	2011		780
Port Pirie City and Dists (M)	2011	0	2266
Port Pirie City and Dists (M)	2011	1	14286
Port Pirie City and Dists (M)	2016		1648
Port Pirie City and Dists (M)	2016	0	1924
Port Pirie City and Dists (M)	2016	1	13792
Prospect (C)	2006		1153
Prospect (C)	2006	0	2833
Prospect (C)	2006	1	15307
Prospect (C)	2011		914
Prospect (C)	2011	0	2950
Prospect (C)	2011	1	16091
Prospect (C)	2016		1601
Prospect (C)	2016	0	2901
Prospect (C)	2016	1	16025
Renmark Paringa (DC)	2006		640
Renmark Paringa (DC)	2006	0	1251
Renmark Paringa (DC)	2006	1	7561
Renmark Paringa (DC)	2011		611
Renmark Paringa (DC)	2011	0	1069
Renmark Paringa (DC)	2011	1	7564
Renmark Paringa (DC)	2016		891
Renmark Paringa (DC)	2016	0	1209
Renmark Paringa (DC)	2016	1	7375
Robe (DC)	2006		480
Robe (DC)	2006	0	175
Robe (DC)	2006	1	1047
Robe (DC)	2011		90
Robe (DC)	2011	0	186
Robe (DC)	2011	1	1122
Robe (DC)	2016		130
Robe (DC)	2016	0	182
Robe (DC)	2016	1	1066
Roxby Downs (M)	2006		357
Roxby Downs (M)	2006	0	1230
Roxby Downs (M)	2006	1	2469
Roxby Downs (M)	2011		548
Roxby Downs (M)	2011	0	1396
Roxby Downs (M)	2011	1	2758
Roxby Downs (M)	2016		444
Roxby Downs (M)	2016	0	1121
Roxby Downs (M)	2016	1	2319
Salisbury (C)	2006		7410
Salisbury (C)	2006	0	15576
Salisbury (C)	2006	1	95438
Salisbury (C)	2011		7359
Salisbury (C)	2011	0	16371
Salisbury (C)	2011	1	105378
Salisbury (C)	2016		11151
Salisbury (C)	2016	0	17826
Salisbury (C)	2016	1	109002
Southern Mallee (DC)	2006		84
Southern Mallee (DC)	2006	0	255
Southern Mallee (DC)	2006	1	1799
Southern Mallee (DC)	2011		93
Southern Mallee (DC)	2011	0	204
Southern Mallee (DC)	2011	1	1804
Southern Mallee (DC)	2016		210
Southern Mallee (DC)	2016	0	221
Southern Mallee (DC)	2016	1	1596
Streaky Bay (DC)	2006		123
Streaky Bay (DC)	2006	0	236
Streaky Bay (DC)	2006	1	1662
Streaky Bay (DC)	2011		145
Streaky Bay (DC)	2011	0	254
Streaky Bay (DC)	2011	1	1703
Streaky Bay (DC)	2016		196
Streaky Bay (DC)	2016	0	203
Streaky Bay (DC)	2016	1	1675
Tatiara (DC)	2006		333
Tatiara (DC)	2006	0	957
Tatiara (DC)	2006	1	5575
Tatiara (DC)	2011		225
Tatiara (DC)	2011	0	808
Tatiara (DC)	2011	1	5521
Tatiara (DC)	2016		692
Tatiara (DC)	2016	0	725
Tatiara (DC)	2016	1	5203
Tea Tree Gully (C)	2006		3952
Tea Tree Gully (C)	2006	0	10478
Tea Tree Gully (C)	2006	1	81543
Tea Tree Gully (C)	2011		3442
Tea Tree Gully (C)	2011	0	9452
Tea Tree Gully (C)	2011	1	82573
Tea Tree Gully (C)	2016		6707
Tea Tree Gully (C)	2016	0	9990
Tea Tree Gully (C)	2016	1	81037
The Coorong (DC)	2006		323
The Coorong (DC)	2006	0	768
The Coorong (DC)	2006	1	4575
The Coorong (DC)	2011		411
The Coorong (DC)	2011	0	576
The Coorong (DC)	2011	1	4536
The Coorong (DC)	2016		466
The Coorong (DC)	2016	0	550
The Coorong (DC)	2016	1	4364
Tumby Bay (DC)	2006		128
Tumby Bay (DC)	2006	0	315
Tumby Bay (DC)	2006	1	2095
Tumby Bay (DC)	2011		84
Tumby Bay (DC)	2011	0	310
Tumby Bay (DC)	2011	1	2194
Tumby Bay (DC)	2016		193
Tumby Bay (DC)	2016	0	266
Tumby Bay (DC)	2016	1	2151
Unley (C)	2006		2035
Unley (C)	2006	0	6036
Unley (C)	2006	1	27928
Unley (C)	2011		1685
Unley (C)	2011	0	5750
Unley (C)	2011	1	29403
Unley (C)	2016		2937
Unley (C)	2016	0	5878
Unley (C)	2016	1	28906
Victor Harbor (C)	2006		710
Victor Harbor (C)	2006	0	1966
Victor Harbor (C)	2006	1	9337
Victor Harbor (C)	2011		940
Victor Harbor (C)	2011	0	2052
Victor Harbor (C)	2011	1	10849
Victor Harbor (C)	2016		1273
Victor Harbor (C)	2016	0	1927
Victor Harbor (C)	2016	1	11465
Wakefield (DC)	2006		370
Wakefield (DC)	2006	0	788
Wakefield (DC)	2006	1	5211
Wakefield (DC)	2011		324
Wakefield (DC)	2011	0	789
Wakefield (DC)	2011	1	5547
Wakefield (DC)	2016		576
Wakefield (DC)	2016	0	735
Wakefield (DC)	2016	1	5490
Walkerville (M)	2006		439
Walkerville (M)	2006	0	948
Walkerville (M)	2006	1	5575
Walkerville (M)	2011		374
Walkerville (M)	2011	0	993
Walkerville (M)	2011	1	5634
Walkerville (M)	2016		605
Walkerville (M)	2016	0	1193
Walkerville (M)	2016	1	5752
Wattle Range (DC)	2006		575
Wattle Range (DC)	2006	0	1410
Wattle Range (DC)	2006	1	9903
Wattle Range (DC)	2011		433
Wattle Range (DC)	2011	0	1142
Wattle Range (DC)	2011	1	10049
Wattle Range (DC)	2016		884
Wattle Range (DC)	2016	0	1190
Wattle Range (DC)	2016	1	9603
West Torrens (C)	2006		3003
West Torrens (C)	2006	0	8083
West Torrens (C)	2006	1	41073
West Torrens (C)	2011		2766
West Torrens (C)	2011	0	8071
West Torrens (C)	2011	1	44125
West Torrens (C)	2016		4574
West Torrens (C)	2016	0	9176
West Torrens (C)	2016	1	44151
Whyalla (C)	2006		1419
Whyalla (C)	2006	0	2974
Whyalla (C)	2006	1	17024
Whyalla (C)	2011		1467
Whyalla (C)	2011	0	2940
Whyalla (C)	2011	1	17682
Whyalla (C)	2016		2185
Whyalla (C)	2016	0	2620
Whyalla (C)	2016	1	17023
Wudinna (DC)	2006		45
Wudinna (DC)	2006	0	136
Wudinna (DC)	2006	1	1131
Wudinna (DC)	2011		40
Wudinna (DC)	2011	0	149
Wudinna (DC)	2011	1	1064
Wudinna (DC)	2016		114
Wudinna (DC)	2016	0	119
Wudinna (DC)	2016	1	1017
Yankalilla (DC)	2006		325
Yankalilla (DC)	2006	0	617
Yankalilla (DC)	2006	1	3209
Yankalilla (DC)	2011		181
Yankalilla (DC)	2011	0	532
Yankalilla (DC)	2011	1	3683
Yankalilla (DC)	2016		438
Yankalilla (DC)	2016	0	722
Yankalilla (DC)	2016	1	3999
Yorke Peninsula (DC)	2006		542
Yorke Peninsula (DC)	2006	0	1140
Yorke Peninsula (DC)	2006	1	9510
Yorke Peninsula (DC)	2011		412
Yorke Peninsula (DC)	2011	0	1206
Yorke Peninsula (DC)	2011	1	9407
Yorke Peninsula (DC)	2016		795
Yorke Peninsula (DC)	2016	0	911
Yorke Peninsula (DC)	2016	1	9350
Unincorporated SA	2006		368
Unincorporated SA	2006	0	677
Unincorporated SA	2006	1	2698
Unincorporated SA	2011		692
Unincorporated SA	2011	0	777
Unincorporated SA	2011	1	2975
Unincorporated SA	2016		641
Unincorporated SA	2016	0	473
Unincorporated SA	2016	1	2410
No usual address (SA)	2006	0	1809
No usual address (SA)	2006	1	477
No usual address (SA)	2011	0	1960
