LGA_NAME16	Year	Sex	overseas_visitors
Dumbleyung (S)	2006	M	0
Dumbleyung (S)	2011	F	4
Dumbleyung (S)	2011	M	6
Dumbleyung (S)	2016	F	7
Dumbleyung (S)	2016	M	0
Dundas (S)	2006	F	11
Dundas (S)	2006	M	12
Dundas (S)	2011	F	14
Dundas (S)	2011	M	14
Dundas (S)	2016	F	9
Dundas (S)	2016	M	5
East Fremantle (T)	2006	F	27
East Fremantle (T)	2006	M	33
East Fremantle (T)	2011	F	39
East Fremantle (T)	2011	M	32
East Fremantle (T)	2016	F	45
East Fremantle (T)	2016	M	25
East Pilbara (S)	2006	F	26
East Pilbara (S)	2006	M	53
East Pilbara (S)	2011	F	43
East Pilbara (S)	2011	M	83
East Pilbara (S)	2016	F	43
East Pilbara (S)	2016	M	93
Esperance (S)	2006	F	27
Esperance (S)	2006	M	29
Esperance (S)	2011	F	25
Esperance (S)	2011	M	31
Esperance (S)	2016	F	37
Esperance (S)	2016	M	29
Exmouth (S)	2006	F	81
Exmouth (S)	2006	M	63
Exmouth (S)	2011	F	76
Exmouth (S)	2011	M	56
Exmouth (S)	2016	F	132
Exmouth (S)	2016	M	80
Fremantle (C)	2006	F	247
Fremantle (C)	2006	M	268
Fremantle (C)	2011	F	254
Fremantle (C)	2011	M	323
Fremantle (C)	2016	F	304
Fremantle (C)	2016	M	221
Gingin (S)	2006	F	21
Gingin (S)	2006	M	18
Gingin (S)	2011	F	33
Gingin (S)	2011	M	46
Gingin (S)	2016	F	101
Gingin (S)	2016	M	68
Gnowangerup (S)	2006	F	4
Gnowangerup (S)	2006	M	8
Gnowangerup (S)	2011	F	0
Gnowangerup (S)	2011	M	4
Gnowangerup (S)	2016	F	3
Gnowangerup (S)	2016	M	5
Goomalling (S)	2006	F	0
Goomalling (S)	2006	M	0
Goomalling (S)	2011	F	4
Goomalling (S)	2011	M	0
Goomalling (S)	2016	F	3
Goomalling (S)	2016	M	0
Gosnells (C)	2006	F	262
Gosnells (C)	2006	M	174
Gosnells (C)	2011	F	421
Gosnells (C)	2011	M	327
Gosnells (C)	2016	F	866
Gosnells (C)	2016	M	544
Greater Geraldton (C)	2006	F	89
Greater Geraldton (C)	2006	M	63
Greater Geraldton (C)	2011	F	109
Greater Geraldton (C)	2011	M	112
Greater Geraldton (C)	2016	F	179
Greater Geraldton (C)	2016	M	102
Halls Creek (S)	2006	F	32
Halls Creek (S)	2006	M	30
Halls Creek (S)	2011	F	51
Halls Creek (S)	2011	M	64
Halls Creek (S)	2016	F	58
Halls Creek (S)	2016	M	76
Harvey (S)	2006	F	31
Harvey (S)	2006	M	32
Harvey (S)	2011	F	62
Harvey (S)	2011	M	61
Harvey (S)	2016	F	84
Harvey (S)	2016	M	62
Irwin (S)	2006	F	24
Irwin (S)	2006	M	22
Irwin (S)	2011	F	21
Irwin (S)	2011	M	38
Irwin (S)	2016	F	6
Irwin (S)	2016	M	9
Jerramungup (S)	2006	F	0
Jerramungup (S)	2006	M	0
Jerramungup (S)	2011	F	13
Jerramungup (S)	2011	M	6
Jerramungup (S)	2016	F	4
Jerramungup (S)	2016	M	0
Joondalup (C)	2006	F	695
Joondalup (C)	2006	M	563
Joondalup (C)	2011	F	662
Joondalup (C)	2011	M	519
Joondalup (C)	2016	F	742
Joondalup (C)	2016	M	446
Kalamunda (S)	2006	F	163
Kalamunda (S)	2006	M	135
Kalamunda (S)	2011	F	169
Kalamunda (S)	2011	M	124
Kalamunda (S)	2016	F	208
Kalamunda (S)	2016	M	150
Kalgoorlie/Boulder (C)	2006	F	73
Kalgoorlie/Boulder (C)	2006	M	123
Kalgoorlie/Boulder (C)	2011	F	108
Kalgoorlie/Boulder (C)	2011	M	150
Kalgoorlie/Boulder (C)	2016	F	108
Kalgoorlie/Boulder (C)	2016	M	84
Karratha (C)	2006	F	64
Karratha (C)	2006	M	103
Karratha (C)	2011	F	104
Karratha (C)	2011	M	248
Karratha (C)	2016	F	121
Karratha (C)	2016	M	162
Katanning (S)	2006	F	4
Katanning (S)	2006	M	6
Katanning (S)	2011	F	10
Katanning (S)	2011	M	0
Katanning (S)	2016	F	16
Katanning (S)	2016	M	15
Kellerberrin (S)	2006	F	6
Kellerberrin (S)	2006	M	0
Kellerberrin (S)	2011	F	0
Kellerberrin (S)	2011	M	0
Kellerberrin (S)	2016	F	0
Kellerberrin (S)	2016	M	3
Kent (S)	2006	F	3
Kent (S)	2006	M	0
Kent (S)	2011	F	0
Kent (S)	2011	M	3
Kent (S)	2016	F	0
Kent (S)	2016	M	3
Kojonup (S)	2006	F	3
Kojonup (S)	2006	M	3
Kojonup (S)	2011	F	7
Kojonup (S)	2011	M	6
Kojonup (S)	2016	F	6
Kojonup (S)	2016	M	10
Kondinin (S)	2006	F	3
Kondinin (S)	2006	M	9
Kondinin (S)	2011	F	7
Kondinin (S)	2011	M	17
Kondinin (S)	2016	F	4
Kondinin (S)	2016	M	11
Koorda (S)	2006	F	0
Koorda (S)	2006	M	0
Koorda (S)	2011	F	0
Koorda (S)	2011	M	3
Koorda (S)	2016	F	0
Koorda (S)	2016	M	0
Kulin (S)	2006	F	3
Kulin (S)	2006	M	8
Kulin (S)	2011	F	3
Kulin (S)	2011	M	0
Kulin (S)	2016	F	0
Kulin (S)	2016	M	0
Kwinana (C)	2006	F	35
Kwinana (C)	2006	M	20
Kwinana (C)	2011	F	59
Kwinana (C)	2011	M	58
Kwinana (C)	2016	F	204
Kwinana (C)	2016	M	121
Lake Grace (S)	2006	F	13
Lake Grace (S)	2006	M	10
Lake Grace (S)	2011	F	7
Lake Grace (S)	2011	M	10
Lake Grace (S)	2016	F	7
Lake Grace (S)	2016	M	7
Laverton (S)	2006	F	4
Laverton (S)	2006	M	8
Laverton (S)	2011	F	8
Laverton (S)	2011	M	10
Laverton (S)	2016	F	0
Laverton (S)	2016	M	15
Leonora (S)	2006	F	3
Leonora (S)	2006	M	16
Leonora (S)	2011	F	4
Leonora (S)	2011	M	13
Leonora (S)	2016	F	8
Leonora (S)	2016	M	22
Mandurah (C)	2006	F	127
Mandurah (C)	2006	M	97
Mandurah (C)	2011	F	188
Mandurah (C)	2011	M	157
Mandurah (C)	2016	F	254
Mandurah (C)	2016	M	162
Manjimup (S)	2006	F	78
Manjimup (S)	2006	M	79
Manjimup (S)	2011	F	53
Manjimup (S)	2011	M	63
Manjimup (S)	2016	F	85
Manjimup (S)	2016	M	94
Meekatharra (S)	2006	F	9
Meekatharra (S)	2006	M	15
Meekatharra (S)	2011	F	17
Meekatharra (S)	2011	M	5
Meekatharra (S)	2016	F	10
Meekatharra (S)	2016	M	19
Melville (C)	2006	F	632
Melville (C)	2006	M	412
Melville (C)	2011	F	609
Melville (C)	2011	M	511
Melville (C)	2016	F	787
Melville (C)	2016	M	519
Menzies (S)	2006	F	0
Menzies (S)	2006	M	0
Menzies (S)	2011	F	0
Menzies (S)	2011	M	3
Menzies (S)	2016	F	0
Menzies (S)	2016	M	0
Merredin (S)	2006	F	5
Merredin (S)	2006	M	128
Merredin (S)	2011	F	9
Merredin (S)	2011	M	21
Merredin (S)	2016	F	12
Merredin (S)	2016	M	53
Mingenew (S)	2006	F	0
Mingenew (S)	2006	M	0
Mingenew (S)	2011	F	0
Mingenew (S)	2011	M	4
Mingenew (S)	2016	F	0
Mingenew (S)	2016	M	0
Moora (S)	2006	F	9
Moora (S)	2006	M	8
Moora (S)	2011	F	3
Moora (S)	2011	M	8
Moora (S)	2016	F	14
Moora (S)	2016	M	3
Morawa (S)	2006	F	0
Morawa (S)	2006	M	0
Morawa (S)	2011	F	0
Morawa (S)	2011	M	5
Morawa (S)	2016	F	7
Morawa (S)	2016	M	0
Mosman Park (T)	2006	F	81
Mosman Park (T)	2006	M	69
Mosman Park (T)	2011	F	83
Mosman Park (T)	2011	M	69
Mosman Park (T)	2016	F	70
Mosman Park (T)	2016	M	39
Mount Magnet (S)	2006	F	4
Mount Magnet (S)	2006	M	0
Mount Magnet (S)	2011	F	9
Mount Magnet (S)	2011	M	9
Mount Magnet (S)	2016	F	0
Mount Magnet (S)	2016	M	3
Mount Marshall (S)	2006	F	3
Mount Marshall (S)	2006	M	0
Mount Marshall (S)	2011	F	0
Mount Marshall (S)	2011	M	0
Mount Marshall (S)	2016	F	3
Mount Marshall (S)	2016	M	3
Mukinbudin (S)	2006	F	0
Mukinbudin (S)	2006	M	0
Mukinbudin (S)	2011	F	0
Mukinbudin (S)	2011	M	0
Mukinbudin (S)	2016	F	0
Mukinbudin (S)	2016	M	0
Mundaring (S)	2006	F	88
Mundaring (S)	2006	M	54
Mundaring (S)	2011	F	74
Mundaring (S)	2011	M	54
Mundaring (S)	2016	F	97
Mundaring (S)	2016	M	50
Murchison (S)	2006	F	0
Murchison (S)	2006	M	0
Murchison (S)	2011	F	0
Murchison (S)	2011	M	13
Murchison (S)	2016	F	0
Murchison (S)	2016	M	3
Murray (S)	2006	F	27
Murray (S)	2006	M	11
Murray (S)	2011	F	30
Murray (S)	2011	M	35
Murray (S)	2016	F	32
Murray (S)	2016	M	19
Nannup (S)	2006	F	11
Nannup (S)	2006	M	8
Nannup (S)	2011	F	5
Nannup (S)	2011	M	8
Nannup (S)	2016	F	5
Nannup (S)	2016	M	7
Narembeen (S)	2006	F	0
Narembeen (S)	2006	M	0
Narembeen (S)	2011	F	4
Narembeen (S)	2011	M	9
Narembeen (S)	2016	F	3
Narembeen (S)	2016	M	3
Narrogin (S)	2006	F	11
Narrogin (S)	2006	M	7
Narrogin (S)	2011	F	10
Narrogin (S)	2011	M	8
Narrogin (S)	2016	F	10
Narrogin (S)	2016	M	11
Nedlands (C)	2006	F	168
Nedlands (C)	2006	M	112
Nedlands (C)	2011	F	183
Nedlands (C)	2011	M	132
Nedlands (C)	2016	F	182
Nedlands (C)	2016	M	126
Ngaanyatjarraku (S)	2006	F	3
Ngaanyatjarraku (S)	2006	M	0
Ngaanyatjarraku (S)	2011	F	3
Ngaanyatjarraku (S)	2011	M	5
Ngaanyatjarraku (S)	2016	F	9
Ngaanyatjarraku (S)	2016	M	8
Northam (S)	2006	F	20
Northam (S)	2006	M	35
Northam (S)	2011	F	19
Northam (S)	2011	M	20
Northam (S)	2016	F	19
Northam (S)	2016	M	21
Northampton (S)	2006	F	76
Northampton (S)	2006	M	72
Northampton (S)	2011	F	54
Northampton (S)	2011	M	49
Northampton (S)	2016	F	108
Northampton (S)	2016	M	96
Nungarin (S)	2006	F	0
Nungarin (S)	2006	M	0
Nungarin (S)	2011	F	5
Nungarin (S)	2011	M	0
Nungarin (S)	2016	F	0
Nungarin (S)	2016	M	0
Peppermint Grove (S)	2006	F	20
Peppermint Grove (S)	2006	M	11
Peppermint Grove (S)	2011	F	13
Peppermint Grove (S)	2011	M	5
Peppermint Grove (S)	2016	F	11
Peppermint Grove (S)	2016	M	15
Perenjori (S)	2006	F	3
Perenjori (S)	2006	M	0
Perenjori (S)	2011	F	4
Perenjori (S)	2011	M	14
Perenjori (S)	2016	F	8
Perenjori (S)	2016	M	5
Perth (C)	2006	F	1328
Perth (C)	2006	M	1598
Perth (C)	2011	F	1148
Perth (C)	2011	M	1686
Perth (C)	2016	F	1670
Perth (C)	2016	M	1669
Pingelly (S)	2006	F	3
Pingelly (S)	2006	M	0
Pingelly (S)	2011	F	5
Pingelly (S)	2011	M	3
Pingelly (S)	2016	F	3
Pingelly (S)	2016	M	3
Plantagenet (S)	2006	F	7
Plantagenet (S)	2006	M	9
Plantagenet (S)	2011	F	15
Plantagenet (S)	2011	M	8
Plantagenet (S)	2016	F	10
Plantagenet (S)	2016	M	11
Port Hedland (T)	2006	F	66
Port Hedland (T)	2006	M	91
Port Hedland (T)	2011	F	79
Port Hedland (T)	2011	M	133
Port Hedland (T)	2016	F	94
Port Hedland (T)	2016	M	117
Quairading (S)	2006	F	4
Quairading (S)	2006	M	0
Quairading (S)	2011	F	3
Quairading (S)	2011	M	3
Quairading (S)	2016	F	3
Quairading (S)	2016	M	3
Ravensthorpe (S)	2006	F	4
Ravensthorpe (S)	2006	M	28
Ravensthorpe (S)	2011	F	18
Ravensthorpe (S)	2011	M	10
Ravensthorpe (S)	2016	F	11
Ravensthorpe (S)	2016	M	3
Rockingham (C)	2006	F	210
Rockingham (C)	2006	M	145
Rockingham (C)	2011	F	285
Rockingham (C)	2011	M	233
Rockingham (C)	2016	F	384
Rockingham (C)	2016	M	304
Sandstone (S)	2006	F	0
Sandstone (S)	2006	M	0
Sandstone (S)	2011	F	3
Sandstone (S)	2011	M	0
Sandstone (S)	2016	F	0
Sandstone (S)	2016	M	0
Serpentine-Jarrahdale (S)	2006	F	27
Serpentine-Jarrahdale (S)	2006	M	20
Serpentine-Jarrahdale (S)	2011	F	44
Serpentine-Jarrahdale (S)	2011	M	39
Serpentine-Jarrahdale (S)	2016	F	94
Serpentine-Jarrahdale (S)	2016	M	65
Shark Bay (S)	2006	F	112
Shark Bay (S)	2006	M	80
Shark Bay (S)	2011	F	109
Shark Bay (S)	2011	M	82
Shark Bay (S)	2016	F	68
Shark Bay (S)	2016	M	75
South Perth (C)	2006	F	416
South Perth (C)	2006	M	370
South Perth (C)	2011	F	424
South Perth (C)	2011	M	423
South Perth (C)	2016	F	432
South Perth (C)	2016	M	344
Stirling (C)	2006	F	818
Stirling (C)	2006	M	629
Stirling (C)	2011	F	1046
Stirling (C)	2011	M	869
Stirling (C)	2016	F	1469
Stirling (C)	2016	M	984
Subiaco (C)	2006	F	274
Subiaco (C)	2006	M	239
Subiaco (C)	2011	F	290
Subiaco (C)	2011	M	219
Subiaco (C)	2016	F	340
Subiaco (C)	2016	M	253
Swan (C)	2006	F	232
Swan (C)	2006	M	218
Swan (C)	2011	F	293
Swan (C)	2011	M	257
Swan (C)	2016	F	654
Swan (C)	2016	M	427
Tammin (S)	2006	F	0
Tammin (S)	2006	M	0
Tammin (S)	2011	F	0
Tammin (S)	2011	M	3
Tammin (S)	2016	F	0
Tammin (S)	2016	M	0
Three Springs (S)	2006	F	3
Three Springs (S)	2006	M	0
Three Springs (S)	2011	F	7
Three Springs (S)	2011	M	4
Three Springs (S)	2016	F	3
Three Springs (S)	2016	M	3
Toodyay (S)	2006	F	5
Toodyay (S)	2006	M	3
Toodyay (S)	2011	F	17
Toodyay (S)	2011	M	8
Toodyay (S)	2016	F	7
Toodyay (S)	2016	M	3
Trayning (S)	2006	F	0
Trayning (S)	2006	M	0
Trayning (S)	2011	F	0
Trayning (S)	2011	M	4
Trayning (S)	2016	F	3
Trayning (S)	2016	M	0
Upper Gascoyne (S)	2006	F	0
Upper Gascoyne (S)	2006	M	5
Upper Gascoyne (S)	2011	F	0
Upper Gascoyne (S)	2011	M	0
Upper Gascoyne (S)	2016	F	0
Upper Gascoyne (S)	2016	M	0
Victoria Park (T)	2006	F	271
Victoria Park (T)	2006	M	288
Victoria Park (T)	2011	F	360
Victoria Park (T)	2011	M	347
Victoria Park (T)	2016	F	458
Victoria Park (T)	2016	M	351
Victoria Plains (S)	2006	F	4
Victoria Plains (S)	2006	M	9
Victoria Plains (S)	2011	F	8
Victoria Plains (S)	2011	M	12
Victoria Plains (S)	2016	F	0
Victoria Plains (S)	2016	M	15
Vincent (C)	2006	F	421
Vincent (C)	2006	M	446
Vincent (C)	2011	F	452
Vincent (C)	2011	M	461
Vincent (C)	2016	F	394
Vincent (C)	2016	M	339
Wagin (S)	2006	F	5
Wagin (S)	2006	M	3
Wagin (S)	2011	F	8
Wagin (S)	2011	M	8
Wagin (S)	2016	F	3
Wagin (S)	2016	M	5
Wandering (S)	2006	F	0
Wandering (S)	2006	M	0
Wandering (S)	2011	F	0
Wandering (S)	2011	M	0
Wandering (S)	2016	F	0
Wandering (S)	2016	M	0
Wanneroo (C)	2006	F	348
Wanneroo (C)	2006	M	264
Wanneroo (C)	2011	F	505
Wanneroo (C)	2011	M	370
Wanneroo (C)	2016	F	873
Wanneroo (C)	2016	M	560
Waroona (S)	2006	F	4
Waroona (S)	2006	M	3
Waroona (S)	2011	F	7
Waroona (S)	2011	M	4
Waroona (S)	2016	F	5
Waroona (S)	2016	M	3
West Arthur (S)	2006	F	3
West Arthur (S)	2006	M	3
West Arthur (S)	2011	F	5
West Arthur (S)	2011	M	0
West Arthur (S)	2016	F	0
West Arthur (S)	2016	M	0
Westonia (S)	2006	F	0
Westonia (S)	2006	M	0
Westonia (S)	2011	F	0
Westonia (S)	2011	M	0
Westonia (S)	2016	F	5
Westonia (S)	2016	M	3
Wickepin (S)	2006	F	0
Wickepin (S)	2006	M	0
Wickepin (S)	2011	F	6
Wickepin (S)	2011	M	0
Wickepin (S)	2016	F	3
Wickepin (S)	2016	M	4
Williams (S)	2006	F	4
Williams (S)	2006	M	0
Williams (S)	2011	F	9
Williams (S)	2011	M	3
Williams (S)	2016	F	3
Williams (S)	2016	M	6
Wiluna (S)	2006	F	3
Wiluna (S)	2006	M	20
Wiluna (S)	2011	F	10
Wiluna (S)	2011	M	15
Wiluna (S)	2016	F	3
Wiluna (S)	2016	M	12
Wongan-Ballidu (S)	2006	F	0
Wongan-Ballidu (S)	2006	M	7
Wongan-Ballidu (S)	2011	F	9
Wongan-Ballidu (S)	2011	M	4
Wongan-Ballidu (S)	2016	F	3
Wongan-Ballidu (S)	2016	M	0
Woodanilling (S)	2006	F	0
Woodanilling (S)	2006	M	0
Woodanilling (S)	2011	F	0
Woodanilling (S)	2011	M	0
Woodanilling (S)	2016	F	0
Woodanilling (S)	2016	M	0
Wyalkatchem (S)	2006	F	0
Wyalkatchem (S)	2006	M	0
Wyalkatchem (S)	2011	F	0
Wyalkatchem (S)	2011	M	0
Wyalkatchem (S)	2016	F	0
Wyalkatchem (S)	2016	M	0
Wyndham-East Kimberley (S)	2006	F	183
Wyndham-East Kimberley (S)	2006	M	177
Wyndham-East Kimberley (S)	2011	F	186
Wyndham-East Kimberley (S)	2011	M	211
Wyndham-East Kimberley (S)	2016	F	159
Wyndham-East Kimberley (S)	2016	M	188
Yalgoo (S)	2006	F	3
Yalgoo (S)	2006	M	3
Yalgoo (S)	2011	F	5
Yalgoo (S)	2011	M	3
Yalgoo (S)	2016	F	0
Yalgoo (S)	2016	M	3
Yilgarn (S)	2006	F	7
Yilgarn (S)	2006	M	9
Yilgarn (S)	2011	F	4
Yilgarn (S)	2011	M	9
Yilgarn (S)	2016	F	10
Yilgarn (S)	2016	M	13
York (S)	2006	F	9
York (S)	2006	M	7
York (S)	2011	F	9
York (S)	2011	M	12
York (S)	2016	F	15
York (S)	2016	M	14
No usual address (WA)	2006	F	0
No usual address (WA)	2006	M	0
No usual address (WA)	2011	F	0
No usual address (WA)	2011	M	0
No usual address (WA)	2016	F	0
No usual address (WA)	2016	M	0
Migratory - Offshore - Shipping (WA)	2006	F	118
Migratory - Offshore - Shipping (WA)	2006	M	262
Migratory - Offshore - Shipping (WA)	2011	F	25
Migratory - Offshore - Shipping (WA)	2011	M	434
Migratory - Offshore - Shipping (WA)	2016	F	102
Migratory - Offshore - Shipping (WA)	2016	M	359
Break O'Day (M)	2006	F	5
Break O'Day (M)	2006	M	9
Break O'Day (M)	2011	F	7
Break O'Day (M)	2011	M	13
Break O'Day (M)	2016	F	9
Break O'Day (M)	2016	M	8
Brighton (M)	2006	F	3
Brighton (M)	2006	M	7
Brighton (M)	2011	F	8
Brighton (M)	2011	M	0
Brighton (M)	2016	F	9
Brighton (M)	2016	M	4
Burnie (C)	2006	F	13
Burnie (C)	2006	M	10
Burnie (C)	2011	F	35
Burnie (C)	2011	M	38
Burnie (C)	2016	F	22
Burnie (C)	2016	M	26
Central Coast (M) (Tas.)	2006	F	28
Central Coast (M) (Tas.)	2006	M	17
Central Coast (M) (Tas.)	2011	F	20
Central Coast (M) (Tas.)	2011	M	20
Central Coast (M) (Tas.)	2016	F	14
Central Coast (M) (Tas.)	2016	M	19
Central Highlands (M) (Tas.)	2006	F	0
Central Highlands (M) (Tas.)	2006	M	0
Central Highlands (M) (Tas.)	2011	F	3
Central Highlands (M) (Tas.)	2011	M	0
Central Highlands (M) (Tas.)	2016	F	9
Central Highlands (M) (Tas.)	2016	M	6
Circular Head (M)	2006	F	5
Circular Head (M)	2006	M	14
Circular Head (M)	2011	F	27
Circular Head (M)	2011	M	15
Circular Head (M)	2016	F	16
Circular Head (M)	2016	M	31
Clarence (C)	2006	F	79
Clarence (C)	2006	M	53
Clarence (C)	2011	F	94
Clarence (C)	2011	M	50
Clarence (C)	2016	F	107
Clarence (C)	2016	M	63
Derwent Valley (M)	2006	F	13
Derwent Valley (M)	2006	M	24
Derwent Valley (M)	2011	F	0
Derwent Valley (M)	2011	M	4
Derwent Valley (M)	2016	F	11
Derwent Valley (M)	2016	M	8
Devonport (C)	2006	F	31
Devonport (C)	2006	M	20
Devonport (C)	2011	F	28
Devonport (C)	2011	M	26
Devonport (C)	2016	F	52
Devonport (C)	2016	M	63
Dorset (M)	2006	F	5
Dorset (M)	2006	M	7
Dorset (M)	2011	F	8
Dorset (M)	2011	M	5
Dorset (M)	2016	F	3
Dorset (M)	2016	M	5
Flinders (M) (Tas.)	2006	F	3
Flinders (M) (Tas.)	2006	M	3
Flinders (M) (Tas.)	2011	F	0
Flinders (M) (Tas.)	2011	M	4
Flinders (M) (Tas.)	2016	F	0
Flinders (M) (Tas.)	2016	M	0
George Town (M)	2006	F	18
George Town (M)	2006	M	9
George Town (M)	2011	F	24
George Town (M)	2011	M	13
George Town (M)	2016	F	13
George Town (M)	2016	M	18
Glamorgan/Spring Bay (M)	2006	F	36
Glamorgan/Spring Bay (M)	2006	M	9
Glamorgan/Spring Bay (M)	2011	F	32
Glamorgan/Spring Bay (M)	2011	M	27
Glamorgan/Spring Bay (M)	2016	F	60
Glamorgan/Spring Bay (M)	2016	M	60
Glenorchy (C)	2006	F	22
Glenorchy (C)	2006	M	22
Glenorchy (C)	2011	F	51
Glenorchy (C)	2011	M	37
Glenorchy (C)	2016	F	84
Glenorchy (C)	2016	M	53
Hobart (C)	2006	F	343
Hobart (C)	2006	M	289
Hobart (C)	2011	F	381
Hobart (C)	2011	M	339
Hobart (C)	2016	F	601
Hobart (C)	2016	M	492
Huon Valley (M)	2006	F	15
Huon Valley (M)	2006	M	7
Huon Valley (M)	2011	F	20
Huon Valley (M)	2011	M	12
Huon Valley (M)	2016	F	26
Huon Valley (M)	2016	M	24
Kentish (M)	2006	F	18
Kentish (M)	2006	M	14
Kentish (M)	2011	F	31
Kentish (M)	2011	M	21
Kentish (M)	2016	F	61
Kentish (M)	2016	M	47
King Island (M)	2006	F	3
King Island (M)	2006	M	3
King Island (M)	2011	F	4
King Island (M)	2011	M	10
King Island (M)	2016	F	3
King Island (M)	2016	M	4
Kingborough (M)	2006	F	53
Kingborough (M)	2006	M	39
Kingborough (M)	2011	F	78
Kingborough (M)	2011	M	58
Kingborough (M)	2016	F	114
Kingborough (M)	2016	M	69
Latrobe (M) (Tas.)	2006	F	15
Latrobe (M) (Tas.)	2006	M	17
Latrobe (M) (Tas.)	2011	F	6
Latrobe (M) (Tas.)	2011	M	5
Latrobe (M) (Tas.)	2016	F	15
Latrobe (M) (Tas.)	2016	M	7
Launceston (C)	2006	F	167
Launceston (C)	2006	M	140
Launceston (C)	2011	F	174
Launceston (C)	2011	M	196
Launceston (C)	2016	F	237
Launceston (C)	2016	M	241
Meander Valley (M)	2006	F	21
Meander Valley (M)	2006	M	20
Meander Valley (M)	2011	F	29
Meander Valley (M)	2011	M	18
Meander Valley (M)	2016	F	19
Meander Valley (M)	2016	M	11
Northern Midlands (M)	2006	F	9
Northern Midlands (M)	2006	M	8
Northern Midlands (M)	2011	F	14
Northern Midlands (M)	2011	M	22
Northern Midlands (M)	2016	F	15
Northern Midlands (M)	2016	M	13
Sorell (M)	2006	F	14
Sorell (M)	2006	M	7
Sorell (M)	2011	F	7
Sorell (M)	2011	M	0
Sorell (M)	2016	F	8
Sorell (M)	2016	M	9
Southern Midlands (M)	2006	F	0
Southern Midlands (M)	2006	M	3
Southern Midlands (M)	2011	F	26
Southern Midlands (M)	2011	M	16
Southern Midlands (M)	2016	F	3
Southern Midlands (M)	2016	M	0
Tasman (M)	2006	F	0
Tasman (M)	2006	M	9
Tasman (M)	2011	F	11
Tasman (M)	2011	M	4
Tasman (M)	2016	F	12
Tasman (M)	2016	M	6
Waratah/Wynyard (M)	2006	F	15
Waratah/Wynyard (M)	2006	M	17
Waratah/Wynyard (M)	2011	F	10
Waratah/Wynyard (M)	2011	M	18
Waratah/Wynyard (M)	2016	F	11
Waratah/Wynyard (M)	2016	M	15
West Coast (M)	2006	F	8
West Coast (M)	2006	M	5
West Coast (M)	2011	F	10
West Coast (M)	2011	M	14
West Coast (M)	2016	F	3
West Coast (M)	2016	M	11
West Tamar (M)	2006	F	15
West Tamar (M)	2006	M	22
West Tamar (M)	2011	F	36
West Tamar (M)	2011	M	19
West Tamar (M)	2016	F	36
West Tamar (M)	2016	M	34
No usual address (Tas.)	2006	F	0
No usual address (Tas.)	2006	M	0
No usual address (Tas.)	2011	F	0
No usual address (Tas.)	2011	M	0
No usual address (Tas.)	2016	F	0
No usual address (Tas.)	2016	M	0
Migratory - Offshore - Shipping (Tas.)	2006	F	0
Migratory - Offshore - Shipping (Tas.)	2006	M	34
Migratory - Offshore - Shipping (Tas.)	2011	F	8
Migratory - Offshore - Shipping (Tas.)	2011	M	21
Migratory - Offshore - Shipping (Tas.)	2016	F	9
Migratory - Offshore - Shipping (Tas.)	2016	M	34
Alice Springs (T)	2006	F	509
Alice Springs (T)	2006	M	414
Alice Springs (T)	2011	F	511
Alice Springs (T)	2011	M	426
Alice Springs (T)	2016	F	546
Alice Springs (T)	2016	M	411
Barkly (R)	2006	F	71
Barkly (R)	2006	M	65
Barkly (R)	2011	F	83
Barkly (R)	2011	M	66
Barkly (R)	2016	F	68
Barkly (R)	2016	M	54
Belyuen (S)	2006	F	0
Belyuen (S)	2006	M	0
Belyuen (S)	2011	F	0
Belyuen (S)	2011	M	0
Belyuen (S)	2016	F	0
Belyuen (S)	2016	M	0
Central Desert (R)	2006	F	15
Central Desert (R)	2006	M	22
Central Desert (R)	2011	F	22
Central Desert (R)	2011	M	19
Central Desert (R)	2016	F	16
Central Desert (R)	2016	M	15
Coomalie (S)	2006	F	38
Coomalie (S)	2006	M	46
Coomalie (S)	2011	F	29
Coomalie (S)	2011	M	24
Coomalie (S)	2016	F	40
Coomalie (S)	2016	M	46
Darwin (C)	2006	F	1204
Darwin (C)	2006	M	1174
Darwin (C)	2011	F	1108
Darwin (C)	2011	M	1076
Darwin (C)	2016	F	1504
Darwin (C)	2016	M	1899
East Arnhem (R)	2006	F	9
East Arnhem (R)	2006	M	6
East Arnhem (R)	2011	F	5
East Arnhem (R)	2011	M	3
East Arnhem (R)	2016	F	20
East Arnhem (R)	2016	M	22
Katherine (T)	2006	F	166
Katherine (T)	2006	M	248
Katherine (T)	2011	F	81
Katherine (T)	2011	M	79
Katherine (T)	2016	F	128
Katherine (T)	2016	M	214
Litchfield (M)	2006	F	83
Litchfield (M)	2006	M	78
Litchfield (M)	2011	F	90
Litchfield (M)	2011	M	73
Litchfield (M)	2016	F	110
Litchfield (M)	2016	M	1027
MacDonnell (R)	2006	F	181
MacDonnell (R)	2006	M	156
MacDonnell (R)	2011	F	246
MacDonnell (R)	2011	M	203
MacDonnell (R)	2016	F	227
MacDonnell (R)	2016	M	215
Palmerston (C)	2006	F	52
Palmerston (C)	2006	M	49
Palmerston (C)	2011	F	77
Palmerston (C)	2011	M	53
Palmerston (C)	2016	F	168
Palmerston (C)	2016	M	106
Roper Gulf (R)	2006	F	56
Roper Gulf (R)	2006	M	58
Roper Gulf (R)	2011	F	56
Roper Gulf (R)	2011	M	56
Roper Gulf (R)	2016	F	116
