LGA_NAME16	Year	Age	persons
Manjimup (S)	2016	15-19	583
Manjimup (S)	2016	20-24	410
Manjimup (S)	2016	25-34	849
Manjimup (S)	2016	35-44	1010
Manjimup (S)	2016	45-54	1401
Manjimup (S)	2016	55-64	1431
Manjimup (S)	2016	65-74	1062
Manjimup (S)	2016	75-84	571
Manjimup (S)	2016	85+	200
Meekatharra (S)	2006	0-4	103
Meekatharra (S)	2006	5-14	196
Meekatharra (S)	2006	15-19	65
Meekatharra (S)	2006	20-24	89
Meekatharra (S)	2006	25-34	140
Meekatharra (S)	2006	35-44	177
Meekatharra (S)	2006	45-54	171
Meekatharra (S)	2006	55-64	108
Meekatharra (S)	2006	65-74	44
Meekatharra (S)	2006	75-84	21
Meekatharra (S)	2006	85+	10
Meekatharra (S)	2011	0-4	88
Meekatharra (S)	2011	5-14	167
Meekatharra (S)	2011	15-19	57
Meekatharra (S)	2011	20-24	115
Meekatharra (S)	2011	25-34	283
Meekatharra (S)	2011	35-44	198
Meekatharra (S)	2011	45-54	226
Meekatharra (S)	2011	55-64	161
Meekatharra (S)	2011	65-74	62
Meekatharra (S)	2011	75-84	16
Meekatharra (S)	2011	85+	7
Meekatharra (S)	2016	0-4	67
Meekatharra (S)	2016	5-14	117
Meekatharra (S)	2016	15-19	53
Meekatharra (S)	2016	20-24	52
Meekatharra (S)	2016	25-34	230
Meekatharra (S)	2016	35-44	172
Meekatharra (S)	2016	45-54	148
Meekatharra (S)	2016	55-64	138
Meekatharra (S)	2016	65-74	70
Meekatharra (S)	2016	75-84	12
Meekatharra (S)	2016	85+	10
Melville (C)	2006	0-4	4575
Melville (C)	2006	5-14	11677
Melville (C)	2006	15-19	7597
Melville (C)	2006	20-24	7048
Melville (C)	2006	25-34	9392
Melville (C)	2006	35-44	12576
Melville (C)	2006	45-54	14741
Melville (C)	2006	55-64	10921
Melville (C)	2006	65-74	6648
Melville (C)	2006	75-84	5611
Melville (C)	2006	85+	1993
Melville (C)	2011	0-4	4921
Melville (C)	2011	5-14	11271
Melville (C)	2011	15-19	7101
Melville (C)	2011	20-24	7279
Melville (C)	2011	25-34	10614
Melville (C)	2011	35-44	12527
Melville (C)	2011	45-54	14111
Melville (C)	2011	55-64	12478
Melville (C)	2011	65-74	7368
Melville (C)	2011	75-84	5483
Melville (C)	2011	85+	2542
Melville (C)	2016	0-4	4915
Melville (C)	2016	5-14	11880
Melville (C)	2016	15-19	6496
Melville (C)	2016	20-24	6666
Melville (C)	2016	25-34	11320
Melville (C)	2016	35-44	12324
Melville (C)	2016	45-54	13521
Melville (C)	2016	55-64	12702
Melville (C)	2016	65-74	9370
Melville (C)	2016	75-84	5662
Melville (C)	2016	85+	3221
Menzies (S)	2006	0-4	20
Menzies (S)	2006	5-14	29
Menzies (S)	2006	15-19	8
Menzies (S)	2006	20-24	11
Menzies (S)	2006	25-34	31
Menzies (S)	2006	35-44	26
Menzies (S)	2006	45-54	47
Menzies (S)	2006	55-64	21
Menzies (S)	2006	65-74	13
Menzies (S)	2006	75-84	5
Menzies (S)	2006	85+	0
Menzies (S)	2011	0-4	26
Menzies (S)	2011	5-14	51
Menzies (S)	2011	15-19	28
Menzies (S)	2011	20-24	27
Menzies (S)	2011	25-34	56
Menzies (S)	2011	35-44	50
Menzies (S)	2011	45-54	68
Menzies (S)	2011	55-64	54
Menzies (S)	2011	65-74	20
Menzies (S)	2011	75-84	6
Menzies (S)	2011	85+	0
Menzies (S)	2016	0-4	20
Menzies (S)	2016	5-14	37
Menzies (S)	2016	15-19	30
Menzies (S)	2016	20-24	39
Menzies (S)	2016	25-34	98
Menzies (S)	2016	35-44	77
Menzies (S)	2016	45-54	83
Menzies (S)	2016	55-64	59
Menzies (S)	2016	65-74	30
Menzies (S)	2016	75-84	5
Menzies (S)	2016	85+	0
Merredin (S)	2006	0-4	232
Merredin (S)	2006	5-14	477
Merredin (S)	2006	15-19	221
Merredin (S)	2006	20-24	197
Merredin (S)	2006	25-34	402
Merredin (S)	2006	35-44	480
Merredin (S)	2006	45-54	456
Merredin (S)	2006	55-64	348
Merredin (S)	2006	65-74	223
Merredin (S)	2006	75-84	149
Merredin (S)	2006	85+	51
Merredin (S)	2011	0-4	217
Merredin (S)	2011	5-14	490
Merredin (S)	2011	15-19	201
Merredin (S)	2011	20-24	266
Merredin (S)	2011	25-34	395
Merredin (S)	2011	35-44	456
Merredin (S)	2011	45-54	458
Merredin (S)	2011	55-64	381
Merredin (S)	2011	65-74	235
Merredin (S)	2011	75-84	146
Merredin (S)	2011	85+	38
Merredin (S)	2016	0-4	213
Merredin (S)	2016	5-14	446
Merredin (S)	2016	15-19	204
Merredin (S)	2016	20-24	302
Merredin (S)	2016	25-34	400
Merredin (S)	2016	35-44	373
Merredin (S)	2016	45-54	450
Merredin (S)	2016	55-64	443
Merredin (S)	2016	65-74	306
Merredin (S)	2016	75-84	151
Merredin (S)	2016	85+	67
Mingenew (S)	2006	0-4	34
Mingenew (S)	2006	5-14	80
Mingenew (S)	2006	15-19	15
Mingenew (S)	2006	20-24	19
Mingenew (S)	2006	25-34	66
Mingenew (S)	2006	35-44	78
Mingenew (S)	2006	45-54	75
Mingenew (S)	2006	55-64	46
Mingenew (S)	2006	65-74	38
Mingenew (S)	2006	75-84	14
Mingenew (S)	2006	85+	3
Mingenew (S)	2011	0-4	37
Mingenew (S)	2011	5-14	81
Mingenew (S)	2011	15-19	17
Mingenew (S)	2011	20-24	27
Mingenew (S)	2011	25-34	53
Mingenew (S)	2011	35-44	67
Mingenew (S)	2011	45-54	66
Mingenew (S)	2011	55-64	77
Mingenew (S)	2011	65-74	35
Mingenew (S)	2011	75-84	19
Mingenew (S)	2011	85+	3
Mingenew (S)	2016	0-4	36
Mingenew (S)	2016	5-14	54
Mingenew (S)	2016	15-19	22
Mingenew (S)	2016	20-24	16
Mingenew (S)	2016	25-34	62
Mingenew (S)	2016	35-44	54
Mingenew (S)	2016	45-54	62
Mingenew (S)	2016	55-64	85
Mingenew (S)	2016	65-74	41
Mingenew (S)	2016	75-84	16
Mingenew (S)	2016	85+	7
Moora (S)	2006	0-4	157
Moora (S)	2006	5-14	400
Moora (S)	2006	15-19	152
Moora (S)	2006	20-24	113
Moora (S)	2006	25-34	327
Moora (S)	2006	35-44	370
Moora (S)	2006	45-54	356
Moora (S)	2006	55-64	284
Moora (S)	2006	65-74	132
Moora (S)	2006	75-84	86
Moora (S)	2006	85+	32
Moora (S)	2011	0-4	206
Moora (S)	2011	5-14	344
Moora (S)	2011	15-19	170
Moora (S)	2011	20-24	124
Moora (S)	2011	25-34	291
Moora (S)	2011	35-44	348
Moora (S)	2011	45-54	362
Moora (S)	2011	55-64	321
Moora (S)	2011	65-74	177
Moora (S)	2011	75-84	94
Moora (S)	2011	85+	48
Moora (S)	2016	0-4	159
Moora (S)	2016	5-14	360
Moora (S)	2016	15-19	122
Moora (S)	2016	20-24	141
Moora (S)	2016	25-34	242
Moora (S)	2016	35-44	324
Moora (S)	2016	45-54	359
Moora (S)	2016	55-64	326
Moora (S)	2016	65-74	237
Moora (S)	2016	75-84	125
Moora (S)	2016	85+	49
Morawa (S)	2006	0-4	50
Morawa (S)	2006	5-14	160
Morawa (S)	2006	15-19	84
Morawa (S)	2006	20-24	37
Morawa (S)	2006	25-34	69
Morawa (S)	2006	35-44	121
Morawa (S)	2006	45-54	114
Morawa (S)	2006	55-64	86
Morawa (S)	2006	65-74	59
Morawa (S)	2006	75-84	32
Morawa (S)	2006	85+	19
Morawa (S)	2011	0-4	61
Morawa (S)	2011	5-14	164
Morawa (S)	2011	15-19	101
Morawa (S)	2011	20-24	28
Morawa (S)	2011	25-34	79
Morawa (S)	2011	35-44	121
Morawa (S)	2011	45-54	132
Morawa (S)	2011	55-64	85
Morawa (S)	2011	65-74	59
Morawa (S)	2011	75-84	41
Morawa (S)	2011	85+	12
Morawa (S)	2016	0-4	47
Morawa (S)	2016	5-14	106
Morawa (S)	2016	15-19	76
Morawa (S)	2016	20-24	37
Morawa (S)	2016	25-34	84
Morawa (S)	2016	35-44	80
Morawa (S)	2016	45-54	89
Morawa (S)	2016	55-64	110
Morawa (S)	2016	65-74	52
Morawa (S)	2016	75-84	46
Morawa (S)	2016	85+	18
Mosman Park (T)	2006	0-4	417
Mosman Park (T)	2006	5-14	997
Mosman Park (T)	2006	15-19	746
Mosman Park (T)	2006	20-24	613
Mosman Park (T)	2006	25-34	942
Mosman Park (T)	2006	35-44	1140
Mosman Park (T)	2006	45-54	1238
Mosman Park (T)	2006	55-64	962
Mosman Park (T)	2006	65-74	560
Mosman Park (T)	2006	75-84	388
Mosman Park (T)	2006	85+	251
Mosman Park (T)	2011	0-4	419
Mosman Park (T)	2011	5-14	1060
Mosman Park (T)	2011	15-19	679
Mosman Park (T)	2011	20-24	608
Mosman Park (T)	2011	25-34	1134
Mosman Park (T)	2011	35-44	1115
Mosman Park (T)	2011	45-54	1198
Mosman Park (T)	2011	55-64	1045
Mosman Park (T)	2011	65-74	724
Mosman Park (T)	2011	75-84	389
Mosman Park (T)	2011	85+	223
Mosman Park (T)	2016	0-4	398
Mosman Park (T)	2016	5-14	1108
Mosman Park (T)	2016	15-19	644
Mosman Park (T)	2016	20-24	482
Mosman Park (T)	2016	25-34	1181
Mosman Park (T)	2016	35-44	1057
Mosman Park (T)	2016	45-54	1296
Mosman Park (T)	2016	55-64	1028
Mosman Park (T)	2016	65-74	932
Mosman Park (T)	2016	75-84	452
Mosman Park (T)	2016	85+	182
Mount Magnet (S)	2006	0-4	35
Mount Magnet (S)	2006	5-14	71
Mount Magnet (S)	2006	15-19	23
Mount Magnet (S)	2006	20-24	26
Mount Magnet (S)	2006	25-34	61
Mount Magnet (S)	2006	35-44	82
Mount Magnet (S)	2006	45-54	73
Mount Magnet (S)	2006	55-64	51
Mount Magnet (S)	2006	65-74	30
Mount Magnet (S)	2006	75-84	3
Mount Magnet (S)	2006	85+	0
Mount Magnet (S)	2011	0-4	49
Mount Magnet (S)	2011	5-14	80
Mount Magnet (S)	2011	15-19	35
Mount Magnet (S)	2011	20-24	49
Mount Magnet (S)	2011	25-34	95
Mount Magnet (S)	2011	35-44	109
Mount Magnet (S)	2011	45-54	110
Mount Magnet (S)	2011	55-64	61
Mount Magnet (S)	2011	65-74	51
Mount Magnet (S)	2011	75-84	11
Mount Magnet (S)	2011	85+	0
Mount Magnet (S)	2016	0-4	26
Mount Magnet (S)	2016	5-14	62
Mount Magnet (S)	2016	15-19	26
Mount Magnet (S)	2016	20-24	21
Mount Magnet (S)	2016	25-34	60
Mount Magnet (S)	2016	35-44	65
Mount Magnet (S)	2016	45-54	69
Mount Magnet (S)	2016	55-64	78
Mount Magnet (S)	2016	65-74	69
Mount Magnet (S)	2016	75-84	12
Mount Magnet (S)	2016	85+	3
Mount Marshall (S)	2006	0-4	67
Mount Marshall (S)	2006	5-14	96
Mount Marshall (S)	2006	15-19	24
Mount Marshall (S)	2006	20-24	33
Mount Marshall (S)	2006	25-34	93
Mount Marshall (S)	2006	35-44	103
Mount Marshall (S)	2006	45-54	80
Mount Marshall (S)	2006	55-64	73
Mount Marshall (S)	2006	65-74	38
Mount Marshall (S)	2006	75-84	14
Mount Marshall (S)	2006	85+	3
Mount Marshall (S)	2011	0-4	35
Mount Marshall (S)	2011	5-14	80
Mount Marshall (S)	2011	15-19	12
Mount Marshall (S)	2011	20-24	21
Mount Marshall (S)	2011	25-34	61
Mount Marshall (S)	2011	35-44	81
Mount Marshall (S)	2011	45-54	83
Mount Marshall (S)	2011	55-64	67
Mount Marshall (S)	2011	65-74	28
Mount Marshall (S)	2011	75-84	19
Mount Marshall (S)	2011	85+	0
Mount Marshall (S)	2016	0-4	50
Mount Marshall (S)	2016	5-14	66
Mount Marshall (S)	2016	15-19	14
Mount Marshall (S)	2016	20-24	11
Mount Marshall (S)	2016	25-34	71
Mount Marshall (S)	2016	35-44	82
Mount Marshall (S)	2016	45-54	90
Mount Marshall (S)	2016	55-64	68
Mount Marshall (S)	2016	65-74	52
Mount Marshall (S)	2016	75-84	18
Mount Marshall (S)	2016	85+	6
Mukinbudin (S)	2006	0-4	48
Mukinbudin (S)	2006	5-14	79
Mukinbudin (S)	2006	15-19	25
Mukinbudin (S)	2006	20-24	34
Mukinbudin (S)	2006	25-34	75
Mukinbudin (S)	2006	35-44	91
Mukinbudin (S)	2006	45-54	86
Mukinbudin (S)	2006	55-64	63
Mukinbudin (S)	2006	65-74	53
Mukinbudin (S)	2006	75-84	28
Mukinbudin (S)	2006	85+	0
Mukinbudin (S)	2011	0-4	34
Mukinbudin (S)	2011	5-14	55
Mukinbudin (S)	2011	15-19	26
Mukinbudin (S)	2011	20-24	23
Mukinbudin (S)	2011	25-34	51
Mukinbudin (S)	2011	35-44	62
Mukinbudin (S)	2011	45-54	80
Mukinbudin (S)	2011	55-64	71
Mukinbudin (S)	2011	65-74	50
Mukinbudin (S)	2011	75-84	31
Mukinbudin (S)	2011	85+	3
Mukinbudin (S)	2016	0-4	44
Mukinbudin (S)	2016	5-14	66
Mukinbudin (S)	2016	15-19	12
Mukinbudin (S)	2016	20-24	16
Mukinbudin (S)	2016	25-34	83
Mukinbudin (S)	2016	35-44	73
Mukinbudin (S)	2016	45-54	66
Mukinbudin (S)	2016	55-64	84
Mukinbudin (S)	2016	65-74	55
Mukinbudin (S)	2016	75-84	35
Mukinbudin (S)	2016	85+	13
Mundaring (S)	2006	0-4	1927
Mundaring (S)	2006	5-14	5444
Mundaring (S)	2006	15-19	2818
Mundaring (S)	2006	20-24	1819
Mundaring (S)	2006	25-34	3350
Mundaring (S)	2006	35-44	5674
Mundaring (S)	2006	45-54	5540
Mundaring (S)	2006	55-64	4633
Mundaring (S)	2006	65-74	2269
Mundaring (S)	2006	75-84	1246
Mundaring (S)	2006	85+	381
Mundaring (S)	2011	0-4	1945
Mundaring (S)	2011	5-14	5027
Mundaring (S)	2011	15-19	2784
Mundaring (S)	2011	20-24	2177
Mundaring (S)	2011	25-34	3395
Mundaring (S)	2011	35-44	5320
Mundaring (S)	2011	45-54	5966
Mundaring (S)	2011	55-64	5092
Mundaring (S)	2011	65-74	2964
Mundaring (S)	2011	75-84	1405
Mundaring (S)	2011	85+	468
Mundaring (S)	2016	0-4	1896
Mundaring (S)	2016	5-14	4735
Mundaring (S)	2016	15-19	2508
Mundaring (S)	2016	20-24	2146
Mundaring (S)	2016	25-34	4175
Mundaring (S)	2016	35-44	4918
Mundaring (S)	2016	45-54	6117
Mundaring (S)	2016	55-64	5294
Mundaring (S)	2016	65-74	4026
Mundaring (S)	2016	75-84	1727
Mundaring (S)	2016	85+	604
Murchison (S)	2006	0-4	3
Murchison (S)	2006	5-14	16
Murchison (S)	2006	15-19	9
Murchison (S)	2006	20-24	4
Murchison (S)	2006	25-34	23
Murchison (S)	2006	35-44	21
Murchison (S)	2006	45-54	13
Murchison (S)	2006	55-64	21
Murchison (S)	2006	65-74	3
Murchison (S)	2006	75-84	0
Murchison (S)	2006	85+	0
Murchison (S)	2011	0-4	10
Murchison (S)	2011	5-14	19
Murchison (S)	2011	15-19	5
Murchison (S)	2011	20-24	5
Murchison (S)	2011	25-34	9
Murchison (S)	2011	35-44	19
Murchison (S)	2011	45-54	16
Murchison (S)	2011	55-64	16
Murchison (S)	2011	65-74	7
Murchison (S)	2011	75-84	3
Murchison (S)	2011	85+	0
Murchison (S)	2016	0-4	9
Murchison (S)	2016	5-14	13
Murchison (S)	2016	15-19	8
Murchison (S)	2016	20-24	14
Murchison (S)	2016	25-34	20
Murchison (S)	2016	35-44	20
Murchison (S)	2016	45-54	36
Murchison (S)	2016	55-64	20
Murchison (S)	2016	65-74	4
Murchison (S)	2016	75-84	0
Murchison (S)	2016	85+	0
Murray (S)	2006	0-4	630
Murray (S)	2006	5-14	1686
Murray (S)	2006	15-19	743
Murray (S)	2006	20-24	441
Murray (S)	2006	25-34	1092
Murray (S)	2006	35-44	1630
Murray (S)	2006	45-54	1727
Murray (S)	2006	55-64	1892
Murray (S)	2006	65-74	1374
Murray (S)	2006	75-84	628
Murray (S)	2006	85+	119
Murray (S)	2011	0-4	877
Murray (S)	2011	5-14	1924
Murray (S)	2011	15-19	887
Murray (S)	2011	20-24	643
Murray (S)	2011	25-34	1324
Murray (S)	2011	35-44	1749
Murray (S)	2011	45-54	2010
Murray (S)	2011	55-64	2047
Murray (S)	2011	65-74	1660
Murray (S)	2011	75-84	846
Murray (S)	2011	85+	185
Murray (S)	2016	0-4	927
Murray (S)	2016	5-14	2217
Murray (S)	2016	15-19	1005
Murray (S)	2016	20-24	827
Murray (S)	2016	25-34	1617
Murray (S)	2016	35-44	1915
Murray (S)	2016	45-54	2294
Murray (S)	2016	55-64	2293
Murray (S)	2016	65-74	2159
Murray (S)	2016	75-84	1145
Murray (S)	2016	85+	298
Nannup (S)	2006	0-4	76
Nannup (S)	2006	5-14	161
Nannup (S)	2006	15-19	35
Nannup (S)	2006	20-24	36
Nannup (S)	2006	25-34	105
Nannup (S)	2006	35-44	169
Nannup (S)	2006	45-54	204
Nannup (S)	2006	55-64	239
Nannup (S)	2006	65-74	108
Nannup (S)	2006	75-84	42
Nannup (S)	2006	85+	11
Nannup (S)	2011	0-4	59
Nannup (S)	2011	5-14	144
Nannup (S)	2011	15-19	67
Nannup (S)	2011	20-24	31
Nannup (S)	2011	25-34	100
Nannup (S)	2011	35-44	152
Nannup (S)	2011	45-54	199
Nannup (S)	2011	55-64	282
Nannup (S)	2011	65-74	170
Nannup (S)	2011	75-84	49
Nannup (S)	2011	85+	13
Nannup (S)	2016	0-4	57
Nannup (S)	2016	5-14	146
Nannup (S)	2016	15-19	39
Nannup (S)	2016	20-24	41
Nannup (S)	2016	25-34	91
Nannup (S)	2016	35-44	125
Nannup (S)	2016	45-54	213
Nannup (S)	2016	55-64	267
Nannup (S)	2016	65-74	248
Nannup (S)	2016	75-84	79
Nannup (S)	2016	85+	18
Narembeen (S)	2006	0-4	58
Narembeen (S)	2006	5-14	139
Narembeen (S)	2006	15-19	36
Narembeen (S)	2006	20-24	40
Narembeen (S)	2006	25-34	96
Narembeen (S)	2006	35-44	126
Narembeen (S)	2006	45-54	169
Narembeen (S)	2006	55-64	97
Narembeen (S)	2006	65-74	82
Narembeen (S)	2006	75-84	47
Narembeen (S)	2006	85+	15
Narembeen (S)	2011	0-4	44
Narembeen (S)	2011	5-14	102
Narembeen (S)	2011	15-19	25
Narembeen (S)	2011	20-24	41
Narembeen (S)	2011	25-34	76
Narembeen (S)	2011	35-44	101
Narembeen (S)	2011	45-54	141
Narembeen (S)	2011	55-64	101
Narembeen (S)	2011	65-74	80
Narembeen (S)	2011	75-84	64
Narembeen (S)	2011	85+	27
Narembeen (S)	2016	0-4	59
Narembeen (S)	2016	5-14	77
Narembeen (S)	2016	15-19	24
Narembeen (S)	2016	20-24	35
Narembeen (S)	2016	25-34	121
Narembeen (S)	2016	35-44	70
Narembeen (S)	2016	45-54	104
Narembeen (S)	2016	55-64	136
Narembeen (S)	2016	65-74	95
Narembeen (S)	2016	75-84	59
Narembeen (S)	2016	85+	25
Narrogin (S)	2006	0-4	324
Narrogin (S)	2006	5-14	799
Narrogin (S)	2006	15-19	563
Narrogin (S)	2006	20-24	276
Narrogin (S)	2006	25-34	544
Narrogin (S)	2006	35-44	628
Narrogin (S)	2006	45-54	703
Narrogin (S)	2006	55-64	566
Narrogin (S)	2006	65-74	323
Narrogin (S)	2006	75-84	233
Narrogin (S)	2006	85+	113
Narrogin (S)	2011	0-4	376
Narrogin (S)	2011	5-14	779
Narrogin (S)	2011	15-19	460
Narrogin (S)	2011	20-24	273
Narrogin (S)	2011	25-34	507
Narrogin (S)	2011	35-44	676
Narrogin (S)	2011	45-54	688
Narrogin (S)	2011	55-64	595
Narrogin (S)	2011	65-74	381
Narrogin (S)	2011	75-84	249
Narrogin (S)	2011	85+	113
Narrogin (S)	2016	0-4	324
Narrogin (S)	2016	5-14	743
Narrogin (S)	2016	15-19	395
Narrogin (S)	2016	20-24	263
Narrogin (S)	2016	25-34	557
Narrogin (S)	2016	35-44	553
Narrogin (S)	2016	45-54	655
Narrogin (S)	2016	55-64	725
Narrogin (S)	2016	65-74	522
Narrogin (S)	2016	75-84	291
Narrogin (S)	2016	85+	132
Nedlands (C)	2006	0-4	1087
Nedlands (C)	2006	5-14	2966
Nedlands (C)	2006	15-19	1745
Nedlands (C)	2006	20-24	1525
Nedlands (C)	2006	25-34	1585
Nedlands (C)	2006	35-44	2556
Nedlands (C)	2006	45-54	3213
Nedlands (C)	2006	55-64	2435
Nedlands (C)	2006	65-74	1347
Nedlands (C)	2006	75-84	1114
Nedlands (C)	2006	85+	764
Nedlands (C)	2011	0-4	1062
Nedlands (C)	2011	5-14	2971
Nedlands (C)	2011	15-19	1622
Nedlands (C)	2011	20-24	1665
Nedlands (C)	2011	25-34	1683
Nedlands (C)	2011	35-44	2384
Nedlands (C)	2011	45-54	3164
Nedlands (C)	2011	55-64	2722
Nedlands (C)	2011	65-74	1672
Nedlands (C)	2011	75-84	982
Nedlands (C)	2011	85+	614
Nedlands (C)	2016	0-4	1002
Nedlands (C)	2016	5-14	3184
Nedlands (C)	2016	15-19	1527
Nedlands (C)	2016	20-24	1535
Nedlands (C)	2016	25-34	1779
Nedlands (C)	2016	35-44	2415
Nedlands (C)	2016	45-54	3086
Nedlands (C)	2016	55-64	2763
Nedlands (C)	2016	65-74	2173
Nedlands (C)	2016	75-84	1083
Nedlands (C)	2016	85+	574
Ngaanyatjarraku (S)	2006	0-4	117
Ngaanyatjarraku (S)	2006	5-14	248
Ngaanyatjarraku (S)	2006	15-19	116
Ngaanyatjarraku (S)	2006	20-24	118
Ngaanyatjarraku (S)	2006	25-34	224
Ngaanyatjarraku (S)	2006	35-44	190
Ngaanyatjarraku (S)	2006	45-54	150
Ngaanyatjarraku (S)	2006	55-64	96
Ngaanyatjarraku (S)	2006	65-74	53
Ngaanyatjarraku (S)	2006	75-84	21
Ngaanyatjarraku (S)	2006	85+	3
Ngaanyatjarraku (S)	2011	0-4	147
Ngaanyatjarraku (S)	2011	5-14	264
Ngaanyatjarraku (S)	2011	15-19	113
Ngaanyatjarraku (S)	2011	20-24	120
Ngaanyatjarraku (S)	2011	25-34	260
Ngaanyatjarraku (S)	2011	35-44	190
Ngaanyatjarraku (S)	2011	45-54	161
Ngaanyatjarraku (S)	2011	55-64	126
Ngaanyatjarraku (S)	2011	65-74	48
Ngaanyatjarraku (S)	2011	75-84	18
Ngaanyatjarraku (S)	2011	85+	5
Ngaanyatjarraku (S)	2016	0-4	132
Ngaanyatjarraku (S)	2016	5-14	270
Ngaanyatjarraku (S)	2016	15-19	141
Ngaanyatjarraku (S)	2016	20-24	147
Ngaanyatjarraku (S)	2016	25-34	303
Ngaanyatjarraku (S)	2016	35-44	226
Ngaanyatjarraku (S)	2016	45-54	175
Ngaanyatjarraku (S)	2016	55-64	124
Ngaanyatjarraku (S)	2016	65-74	68
Ngaanyatjarraku (S)	2016	75-84	19
Ngaanyatjarraku (S)	2016	85+	3
Northam (S)	2006	0-4	667
Northam (S)	2006	5-14	1513
Northam (S)	2006	15-19	708
Northam (S)	2006	20-24	501
Northam (S)	2006	25-34	1034
Northam (S)	2006	35-44	1261
Northam (S)	2006	45-54	1525
Northam (S)	2006	55-64	1242
Northam (S)	2006	65-74	719
Northam (S)	2006	75-84	485
Northam (S)	2006	85+	151
Northam (S)	2011	0-4	717
Northam (S)	2011	5-14	1577
Northam (S)	2011	15-19	691
Northam (S)	2011	20-24	524
Northam (S)	2011	25-34	1088
Northam (S)	2011	35-44	1331
Northam (S)	2011	45-54	1502
Northam (S)	2011	55-64	1517
Northam (S)	2011	65-74	915
Northam (S)	2011	75-84	520
Northam (S)	2011	85+	178
Northam (S)	2016	0-4	665
Northam (S)	2016	5-14	1430
Northam (S)	2016	15-19	622
Northam (S)	2016	20-24	588
Northam (S)	2016	25-34	1324
Northam (S)	2016	35-44	1371
Northam (S)	2016	45-54	1469
Northam (S)	2016	55-64	1671
Northam (S)	2016	65-74	1219
Northam (S)	2016	75-84	557
Northam (S)	2016	85+	200
Northampton (S)	2006	0-4	200
Northampton (S)	2006	5-14	459
Northampton (S)	2006	15-19	130
Northampton (S)	2006	20-24	83
Northampton (S)	2006	25-34	336
Northampton (S)	2006	35-44	489
Northampton (S)	2006	45-54	521
Northampton (S)	2006	55-64	483
Northampton (S)	2006	65-74	333
Northampton (S)	2006	75-84	136
Northampton (S)	2006	85+	40
Northampton (S)	2011	0-4	193
Northampton (S)	2011	5-14	408
Northampton (S)	2011	15-19	148
Northampton (S)	2011	20-24	83
Northampton (S)	2011	25-34	253
Northampton (S)	2011	35-44	425
Northampton (S)	2011	45-54	519
Northampton (S)	2011	55-64	545
Northampton (S)	2011	65-74	390
Northampton (S)	2011	75-84	185
Northampton (S)	2011	85+	49
Northampton (S)	2016	0-4	148
Northampton (S)	2016	5-14	360
Northampton (S)	2016	15-19	124
Northampton (S)	2016	20-24	135
Northampton (S)	2016	25-34	252
Northampton (S)	2016	35-44	344
Northampton (S)	2016	45-54	513
Northampton (S)	2016	55-64	658
Northampton (S)	2016	65-74	520
Northampton (S)	2016	75-84	207
Northampton (S)	2016	85+	62
Nungarin (S)	2006	0-4	15
Nungarin (S)	2006	5-14	49
Nungarin (S)	2006	15-19	15
Nungarin (S)	2006	20-24	12
Nungarin (S)	2006	25-34	18
Nungarin (S)	2006	35-44	42
Nungarin (S)	2006	45-54	47
Nungarin (S)	2006	55-64	23
Nungarin (S)	2006	65-74	13
Nungarin (S)	2006	75-84	13
Nungarin (S)	2006	85+	0
Nungarin (S)	2011	0-4	11
Nungarin (S)	2011	5-14	45
Nungarin (S)	2011	15-19	13
Nungarin (S)	2011	20-24	6
Nungarin (S)	2011	25-34	12
Nungarin (S)	2011	35-44	23
Nungarin (S)	2011	45-54	42
Nungarin (S)	2011	55-64	37
Nungarin (S)	2011	65-74	14
Nungarin (S)	2011	75-84	17
Nungarin (S)	2011	85+	3
Nungarin (S)	2016	0-4	19
Nungarin (S)	2016	5-14	28
Nungarin (S)	2016	15-19	13
Nungarin (S)	2016	20-24	20
Nungarin (S)	2016	25-34	19
Nungarin (S)	2016	35-44	24
Nungarin (S)	2016	45-54	31
Nungarin (S)	2016	55-64	48
Nungarin (S)	2016	65-74	22
Nungarin (S)	2016	75-84	17
Nungarin (S)	2016	85+	8
Peppermint Grove (S)	2006	0-4	56
Peppermint Grove (S)	2006	5-14	284
Peppermint Grove (S)	2006	15-19	219
Peppermint Grove (S)	2006	20-24	109
Peppermint Grove (S)	2006	25-34	85
Peppermint Grove (S)	2006	35-44	157
Peppermint Grove (S)	2006	45-54	279
Peppermint Grove (S)	2006	55-64	183
Peppermint Grove (S)	2006	65-74	102
Peppermint Grove (S)	2006	75-84	84
Peppermint Grove (S)	2006	85+	28
Peppermint Grove (S)	2011	0-4	34
Peppermint Grove (S)	2011	5-14	256
Peppermint Grove (S)	2011	15-19	184
Peppermint Grove (S)	2011	20-24	118
Peppermint Grove (S)	2011	25-34	110
Peppermint Grove (S)	2011	35-44	125
Peppermint Grove (S)	2011	45-54	236
Peppermint Grove (S)	2011	55-64	213
Peppermint Grove (S)	2011	65-74	127
Peppermint Grove (S)	2011	75-84	84
Peppermint Grove (S)	2011	85+	40
Peppermint Grove (S)	2016	0-4	49
Peppermint Grove (S)	2016	5-14	261
Peppermint Grove (S)	2016	15-19	211
Peppermint Grove (S)	2016	20-24	115
Peppermint Grove (S)	2016	25-34	131
Peppermint Grove (S)	2016	35-44	125
Peppermint Grove (S)	2016	45-54	236
Peppermint Grove (S)	2016	55-64	228
Peppermint Grove (S)	2016	65-74	151
Peppermint Grove (S)	2016	75-84	93
