LGA_NAME16	Year	EduInstitutionType	students
Dungog (A)	2016	Technical or Further Educational Institution	142
Dungog (A)	2016	University or other tertiary	176
Edward River (A)	2006		748
Edward River (A)	2006	Infants/Primary	873
Edward River (A)	2006	Pre-school	148
Edward River (A)	2006	Secondary	612
Edward River (A)	2006	Technical or Further Educational Institution	286
Edward River (A)	2006	University or other tertiary	94
Edward River (A)	2011		684
Edward River (A)	2011	Infants/Primary	683
Edward River (A)	2011	Pre-school	159
Edward River (A)	2011	Secondary	600
Edward River (A)	2011	Technical or Further Educational Institution	247
Edward River (A)	2011	University or other tertiary	99
Edward River (A)	2016		999
Edward River (A)	2016	Infants/Primary	702
Edward River (A)	2016	Pre-school	139
Edward River (A)	2016	Secondary	507
Edward River (A)	2016	Technical or Further Educational Institution	144
Edward River (A)	2016	University or other tertiary	109
Eurobodalla (A)	2006		2608
Eurobodalla (A)	2006	Infants/Primary	2682
Eurobodalla (A)	2006	Pre-school	495
Eurobodalla (A)	2006	Secondary	2348
Eurobodalla (A)	2006	Technical or Further Educational Institution	680
Eurobodalla (A)	2006	University or other tertiary	296
Eurobodalla (A)	2011		2854
Eurobodalla (A)	2011	Infants/Primary	2490
Eurobodalla (A)	2011	Pre-school	541
Eurobodalla (A)	2011	Secondary	2173
Eurobodalla (A)	2011	Technical or Further Educational Institution	761
Eurobodalla (A)	2011	University or other tertiary	424
Eurobodalla (A)	2016		3650
Eurobodalla (A)	2016	Infants/Primary	2432
Eurobodalla (A)	2016	Pre-school	446
Eurobodalla (A)	2016	Secondary	1950
Eurobodalla (A)	2016	Technical or Further Educational Institution	525
Eurobodalla (A)	2016	University or other tertiary	462
Fairfield (C)	2006		17767
Fairfield (C)	2006	Infants/Primary	15335
Fairfield (C)	2006	Pre-school	2291
Fairfield (C)	2006	Secondary	14081
Fairfield (C)	2006	Technical or Further Educational Institution	5408
Fairfield (C)	2006	University or other tertiary	5015
Fairfield (C)	2011		15968
Fairfield (C)	2011	Infants/Primary	14776
Fairfield (C)	2011	Pre-school	2666
Fairfield (C)	2011	Secondary	14495
Fairfield (C)	2011	Technical or Further Educational Institution	5428
Fairfield (C)	2011	University or other tertiary	7470
Fairfield (C)	2016		15008
Fairfield (C)	2016	Infants/Primary	15955
Fairfield (C)	2016	Pre-school	2567
Fairfield (C)	2016	Secondary	14973
Fairfield (C)	2016	Technical or Further Educational Institution	4643
Fairfield (C)	2016	University or other tertiary	9876
Federation (A)	2006		837
Federation (A)	2006	Infants/Primary	1076
Federation (A)	2006	Pre-school	175
Federation (A)	2006	Secondary	771
Federation (A)	2006	Technical or Further Educational Institution	242
Federation (A)	2006	University or other tertiary	117
Federation (A)	2011		822
Federation (A)	2011	Infants/Primary	955
Federation (A)	2011	Pre-school	242
Federation (A)	2011	Secondary	790
Federation (A)	2011	Technical or Further Educational Institution	240
Federation (A)	2011	University or other tertiary	132
Federation (A)	2016		1250
Federation (A)	2016	Infants/Primary	945
Federation (A)	2016	Pre-school	203
Federation (A)	2016	Secondary	678
Federation (A)	2016	Technical or Further Educational Institution	215
Federation (A)	2016	University or other tertiary	159
Forbes (A)	2006		763
Forbes (A)	2006	Infants/Primary	899
Forbes (A)	2006	Pre-school	180
Forbes (A)	2006	Secondary	764
Forbes (A)	2006	Technical or Further Educational Institution	238
Forbes (A)	2006	University or other tertiary	93
Forbes (A)	2011		630
Forbes (A)	2011	Infants/Primary	768
Forbes (A)	2011	Pre-school	188
Forbes (A)	2011	Secondary	709
Forbes (A)	2011	Technical or Further Educational Institution	220
Forbes (A)	2011	University or other tertiary	113
Forbes (A)	2016		974
Forbes (A)	2016	Infants/Primary	831
Forbes (A)	2016	Pre-school	214
Forbes (A)	2016	Secondary	673
Forbes (A)	2016	Technical or Further Educational Institution	169
Forbes (A)	2016	University or other tertiary	127
Georges River (A)	2006		10370
Georges River (A)	2006	Infants/Primary	9787
Georges River (A)	2006	Pre-school	2008
Georges River (A)	2006	Secondary	8124
Georges River (A)	2006	Technical or Further Educational Institution	3417
Georges River (A)	2006	University or other tertiary	6386
Georges River (A)	2011		8676
Georges River (A)	2011	Infants/Primary	9764
Georges River (A)	2011	Pre-school	2112
Georges River (A)	2011	Secondary	8720
Georges River (A)	2011	Technical or Further Educational Institution	3205
Georges River (A)	2011	University or other tertiary	8220
Georges River (A)	2016		8899
Georges River (A)	2016	Infants/Primary	10584
Georges River (A)	2016	Pre-school	2246
Georges River (A)	2016	Secondary	9283
Georges River (A)	2016	Technical or Further Educational Institution	2754
Georges River (A)	2016	University or other tertiary	11373
Gilgandra (A)	2006		339
Gilgandra (A)	2006	Infants/Primary	436
Gilgandra (A)	2006	Pre-school	82
Gilgandra (A)	2006	Secondary	334
Gilgandra (A)	2006	Technical or Further Educational Institution	107
Gilgandra (A)	2006	University or other tertiary	54
Gilgandra (A)	2011		353
Gilgandra (A)	2011	Infants/Primary	365
Gilgandra (A)	2011	Pre-school	79
Gilgandra (A)	2011	Secondary	288
Gilgandra (A)	2011	Technical or Further Educational Institution	102
Gilgandra (A)	2011	University or other tertiary	69
Gilgandra (A)	2016		426
Gilgandra (A)	2016	Infants/Primary	347
Gilgandra (A)	2016	Pre-school	106
Gilgandra (A)	2016	Secondary	222
Gilgandra (A)	2016	Technical or Further Educational Institution	53
Gilgandra (A)	2016	University or other tertiary	46
Glen Innes Severn (A)	2006		755
Glen Innes Severn (A)	2006	Infants/Primary	782
Glen Innes Severn (A)	2006	Pre-school	146
Glen Innes Severn (A)	2006	Secondary	532
Glen Innes Severn (A)	2006	Technical or Further Educational Institution	331
Glen Innes Severn (A)	2006	University or other tertiary	81
Glen Innes Severn (A)	2011		717
Glen Innes Severn (A)	2011	Infants/Primary	666
Glen Innes Severn (A)	2011	Pre-school	143
Glen Innes Severn (A)	2011	Secondary	529
Glen Innes Severn (A)	2011	Technical or Further Educational Institution	301
Glen Innes Severn (A)	2011	University or other tertiary	110
Glen Innes Severn (A)	2016		1188
Glen Innes Severn (A)	2016	Infants/Primary	649
Glen Innes Severn (A)	2016	Pre-school	123
Glen Innes Severn (A)	2016	Secondary	479
Glen Innes Severn (A)	2016	Technical or Further Educational Institution	154
Glen Innes Severn (A)	2016	University or other tertiary	107
Goulburn Mulwaree (A)	2006		2574
Goulburn Mulwaree (A)	2006	Infants/Primary	2203
Goulburn Mulwaree (A)	2006	Pre-school	481
Goulburn Mulwaree (A)	2006	Secondary	1802
Goulburn Mulwaree (A)	2006	Technical or Further Educational Institution	673
Goulburn Mulwaree (A)	2006	University or other tertiary	549
Goulburn Mulwaree (A)	2011		2404
Goulburn Mulwaree (A)	2011	Infants/Primary	2202
Goulburn Mulwaree (A)	2011	Pre-school	514
Goulburn Mulwaree (A)	2011	Secondary	1795
Goulburn Mulwaree (A)	2011	Technical or Further Educational Institution	787
Goulburn Mulwaree (A)	2011	University or other tertiary	510
Goulburn Mulwaree (A)	2016		3061
Goulburn Mulwaree (A)	2016	Infants/Primary	2390
Goulburn Mulwaree (A)	2016	Pre-school	533
Goulburn Mulwaree (A)	2016	Secondary	1721
Goulburn Mulwaree (A)	2016	Technical or Further Educational Institution	617
Goulburn Mulwaree (A)	2016	University or other tertiary	608
Greater Hume Shire (A)	2006		653
Greater Hume Shire (A)	2006	Infants/Primary	974
Greater Hume Shire (A)	2006	Pre-school	181
Greater Hume Shire (A)	2006	Secondary	788
Greater Hume Shire (A)	2006	Technical or Further Educational Institution	255
Greater Hume Shire (A)	2006	University or other tertiary	118
Greater Hume Shire (A)	2011		672
Greater Hume Shire (A)	2011	Infants/Primary	920
Greater Hume Shire (A)	2011	Pre-school	191
Greater Hume Shire (A)	2011	Secondary	803
Greater Hume Shire (A)	2011	Technical or Further Educational Institution	243
Greater Hume Shire (A)	2011	University or other tertiary	165
Greater Hume Shire (A)	2016		861
Greater Hume Shire (A)	2016	Infants/Primary	1047
Greater Hume Shire (A)	2016	Pre-school	226
Greater Hume Shire (A)	2016	Secondary	805
Greater Hume Shire (A)	2016	Technical or Further Educational Institution	182
Greater Hume Shire (A)	2016	University or other tertiary	165
Griffith (C)	2006		2121
Griffith (C)	2006	Infants/Primary	2347
Griffith (C)	2006	Pre-school	451
Griffith (C)	2006	Secondary	1611
Griffith (C)	2006	Technical or Further Educational Institution	544
Griffith (C)	2006	University or other tertiary	255
Griffith (C)	2011		2191
Griffith (C)	2011	Infants/Primary	2266
Griffith (C)	2011	Pre-school	497
Griffith (C)	2011	Secondary	1666
Griffith (C)	2011	Technical or Further Educational Institution	613
Griffith (C)	2011	University or other tertiary	364
Griffith (C)	2016		2907
Griffith (C)	2016	Infants/Primary	2231
Griffith (C)	2016	Pre-school	493
Griffith (C)	2016	Secondary	1637
Griffith (C)	2016	Technical or Further Educational Institution	473
Griffith (C)	2016	University or other tertiary	381
Gundagai (A)	2006		709
Gundagai (A)	2006	Infants/Primary	1074
Gundagai (A)	2006	Pre-school	206
Gundagai (A)	2006	Secondary	727
Gundagai (A)	2006	Technical or Further Educational Institution	255
Gundagai (A)	2006	University or other tertiary	84
Gundagai (A)	2011		843
Gundagai (A)	2011	Infants/Primary	953
Gundagai (A)	2011	Pre-school	239
Gundagai (A)	2011	Secondary	703
Gundagai (A)	2011	Technical or Further Educational Institution	236
Gundagai (A)	2011	University or other tertiary	124
Gundagai (A)	2016		973
Gundagai (A)	2016	Infants/Primary	934
Gundagai (A)	2016	Pre-school	190
Gundagai (A)	2016	Secondary	636
Gundagai (A)	2016	Technical or Further Educational Institution	185
Gundagai (A)	2016	University or other tertiary	139
Gunnedah (A)	2006		868
Gunnedah (A)	2006	Infants/Primary	1160
Gunnedah (A)	2006	Pre-school	232
Gunnedah (A)	2006	Secondary	772
Gunnedah (A)	2006	Technical or Further Educational Institution	295
Gunnedah (A)	2006	University or other tertiary	113
Gunnedah (A)	2011		1007
Gunnedah (A)	2011	Infants/Primary	1054
Gunnedah (A)	2011	Pre-school	259
Gunnedah (A)	2011	Secondary	806
Gunnedah (A)	2011	Technical or Further Educational Institution	237
Gunnedah (A)	2011	University or other tertiary	148
Gunnedah (A)	2016		1162
Gunnedah (A)	2016	Infants/Primary	1060
Gunnedah (A)	2016	Pre-school	294
Gunnedah (A)	2016	Secondary	666
Gunnedah (A)	2016	Technical or Further Educational Institution	217
Gunnedah (A)	2016	University or other tertiary	188
Gwydir (A)	2006		377
Gwydir (A)	2006	Infants/Primary	477
Gwydir (A)	2006	Pre-school	108
Gwydir (A)	2006	Secondary	321
Gwydir (A)	2006	Technical or Further Educational Institution	106
Gwydir (A)	2006	University or other tertiary	46
Gwydir (A)	2011		260
Gwydir (A)	2011	Infants/Primary	411
Gwydir (A)	2011	Pre-school	106
Gwydir (A)	2011	Secondary	282
Gwydir (A)	2011	Technical or Further Educational Institution	72
Gwydir (A)	2011	University or other tertiary	56
Gwydir (A)	2016		600
Gwydir (A)	2016	Infants/Primary	418
Gwydir (A)	2016	Pre-school	101
Gwydir (A)	2016	Secondary	255
Gwydir (A)	2016	Technical or Further Educational Institution	53
Gwydir (A)	2016	University or other tertiary	45
Hawkesbury (C)	2006		4780
Hawkesbury (C)	2006	Infants/Primary	6013
Hawkesbury (C)	2006	Pre-school	1313
Hawkesbury (C)	2006	Secondary	4642
Hawkesbury (C)	2006	Technical or Further Educational Institution	1596
Hawkesbury (C)	2006	University or other tertiary	1451
Hawkesbury (C)	2011		4290
Hawkesbury (C)	2011	Infants/Primary	5703
Hawkesbury (C)	2011	Pre-school	1323
Hawkesbury (C)	2011	Secondary	4690
Hawkesbury (C)	2011	Technical or Further Educational Institution	1795
Hawkesbury (C)	2011	University or other tertiary	1743
Hawkesbury (C)	2016		4442
Hawkesbury (C)	2016	Infants/Primary	5692
Hawkesbury (C)	2016	Pre-school	1325
Hawkesbury (C)	2016	Secondary	4442
Hawkesbury (C)	2016	Technical or Further Educational Institution	1404
Hawkesbury (C)	2016	University or other tertiary	2163
Hay (A)	2006		221
Hay (A)	2006	Infants/Primary	376
Hay (A)	2006	Pre-school	60
Hay (A)	2006	Secondary	255
Hay (A)	2006	Technical or Further Educational Institution	56
Hay (A)	2006	University or other tertiary	19
Hay (A)	2011		201
Hay (A)	2011	Infants/Primary	284
Hay (A)	2011	Pre-school	55
Hay (A)	2011	Secondary	186
Hay (A)	2011	Technical or Further Educational Institution	73
Hay (A)	2011	University or other tertiary	31
Hay (A)	2016		382
Hay (A)	2016	Infants/Primary	234
Hay (A)	2016	Pre-school	44
Hay (A)	2016	Secondary	174
Hay (A)	2016	Technical or Further Educational Institution	33
Hay (A)	2016	University or other tertiary	29
Hilltops (A)	2006		1088
Hilltops (A)	2006	Infants/Primary	1856
Hilltops (A)	2006	Pre-school	323
Hilltops (A)	2006	Secondary	1186
Hilltops (A)	2006	Technical or Further Educational Institution	463
Hilltops (A)	2006	University or other tertiary	146
Hilltops (A)	2011		1267
Hilltops (A)	2011	Infants/Primary	1602
Hilltops (A)	2011	Pre-school	346
Hilltops (A)	2011	Secondary	1319
Hilltops (A)	2011	Technical or Further Educational Institution	415
Hilltops (A)	2011	University or other tertiary	197
Hilltops (A)	2016		1573
Hilltops (A)	2016	Infants/Primary	1651
Hilltops (A)	2016	Pre-school	343
Hilltops (A)	2016	Secondary	1189
Hilltops (A)	2016	Technical or Further Educational Institution	338
Hilltops (A)	2016	University or other tertiary	271
Hornsby (A)	2006		7584
Hornsby (A)	2006	Infants/Primary	11731
Hornsby (A)	2006	Pre-school	2597
Hornsby (A)	2006	Secondary	11207
Hornsby (A)	2006	Technical or Further Educational Institution	2992
Hornsby (A)	2006	University or other tertiary	6956
Hornsby (A)	2011		6236
Hornsby (A)	2011	Infants/Primary	12057
Hornsby (A)	2011	Pre-school	2920
Hornsby (A)	2011	Secondary	11114
Hornsby (A)	2011	Technical or Further Educational Institution	3004
Hornsby (A)	2011	University or other tertiary	8148
Hornsby (A)	2016		6535
Hornsby (A)	2016	Infants/Primary	13329
Hornsby (A)	2016	Pre-school	2772
Hornsby (A)	2016	Secondary	11165
Hornsby (A)	2016	Technical or Further Educational Institution	2519
Hornsby (A)	2016	University or other tertiary	8614
Hunters Hill (A)	2006		1120
Hunters Hill (A)	2006	Infants/Primary	964
Hunters Hill (A)	2006	Pre-school	227
Hunters Hill (A)	2006	Secondary	1499
Hunters Hill (A)	2006	Technical or Further Educational Institution	182
Hunters Hill (A)	2006	University or other tertiary	616
Hunters Hill (A)	2011		775
Hunters Hill (A)	2011	Infants/Primary	1051
Hunters Hill (A)	2011	Pre-school	267
Hunters Hill (A)	2011	Secondary	1388
Hunters Hill (A)	2011	Technical or Further Educational Institution	144
Hunters Hill (A)	2011	University or other tertiary	712
Hunters Hill (A)	2016		848
Hunters Hill (A)	2016	Infants/Primary	1235
Hunters Hill (A)	2016	Pre-school	262
Hunters Hill (A)	2016	Secondary	1435
Hunters Hill (A)	2016	Technical or Further Educational Institution	131
Hunters Hill (A)	2016	University or other tertiary	800
Inner West (A)	2006		17778
Inner West (A)	2006	Infants/Primary	8250
Inner West (A)	2006	Pre-school	2017
Inner West (A)	2006	Secondary	6336
Inner West (A)	2006	Technical or Further Educational Institution	3877
Inner West (A)	2006	University or other tertiary	10407
Inner West (A)	2011		14322
Inner West (A)	2011	Infants/Primary	9697
Inner West (A)	2011	Pre-school	2511
Inner West (A)	2011	Secondary	6414
Inner West (A)	2011	Technical or Further Educational Institution	3940
Inner West (A)	2011	University or other tertiary	12283
Inner West (A)	2016		15781
Inner West (A)	2016	Infants/Primary	11804
Inner West (A)	2016	Pre-school	2737
Inner West (A)	2016	Secondary	7650
Inner West (A)	2016	Technical or Further Educational Institution	3204
Inner West (A)	2016	University or other tertiary	13879
Inverell (A)	2006		1028
Inverell (A)	2006	Infants/Primary	1527
Inverell (A)	2006	Pre-school	295
Inverell (A)	2006	Secondary	1069
Inverell (A)	2006	Technical or Further Educational Institution	416
Inverell (A)	2006	University or other tertiary	169
Inverell (A)	2011		1167
Inverell (A)	2011	Infants/Primary	1424
Inverell (A)	2011	Pre-school	314
Inverell (A)	2011	Secondary	1148
Inverell (A)	2011	Technical or Further Educational Institution	422
Inverell (A)	2011	University or other tertiary	225
Inverell (A)	2016		1647
Inverell (A)	2016	Infants/Primary	1403
Inverell (A)	2016	Pre-school	313
Inverell (A)	2016	Secondary	1052
Inverell (A)	2016	Technical or Further Educational Institution	297
Inverell (A)	2016	University or other tertiary	234
Junee (A)	2006		1138
Junee (A)	2006	Infants/Primary	483
Junee (A)	2006	Pre-school	110
Junee (A)	2006	Secondary	363
Junee (A)	2006	Technical or Further Educational Institution	104
Junee (A)	2006	University or other tertiary	83
Junee (A)	2011		1138
Junee (A)	2011	Infants/Primary	464
Junee (A)	2011	Pre-school	108
Junee (A)	2011	Secondary	351
Junee (A)	2011	Technical or Further Educational Institution	121
Junee (A)	2011	University or other tertiary	115
Junee (A)	2016		1462
Junee (A)	2016	Infants/Primary	491
Junee (A)	2016	Pre-school	103
Junee (A)	2016	Secondary	301
Junee (A)	2016	Technical or Further Educational Institution	107
Junee (A)	2016	University or other tertiary	95
Kempsey (A)	2006		2793
Kempsey (A)	2006	Infants/Primary	2494
Kempsey (A)	2006	Pre-school	503
Kempsey (A)	2006	Secondary	1897
Kempsey (A)	2006	Technical or Further Educational Institution	696
