LGA_NAME16	Year	Age	Sex	persons
Capel (S)	2016	45-54	M	1265
Capel (S)	2016	55-64	F	958
Capel (S)	2016	55-64	M	951
Capel (S)	2016	65-74	F	620
Capel (S)	2016	65-74	M	671
Capel (S)	2016	75-84	F	235
Capel (S)	2016	75-84	M	204
Capel (S)	2016	85+	F	60
Capel (S)	2016	85+	M	45
Carnamah (S)	2006	0-4	F	34
Carnamah (S)	2006	0-4	M	22
Carnamah (S)	2006	5-14	F	63
Carnamah (S)	2006	5-14	M	73
Carnamah (S)	2006	15-19	F	11
Carnamah (S)	2006	15-19	M	21
Carnamah (S)	2006	20-24	F	18
Carnamah (S)	2006	20-24	M	34
Carnamah (S)	2006	25-34	F	35
Carnamah (S)	2006	25-34	M	46
Carnamah (S)	2006	35-44	F	61
Carnamah (S)	2006	35-44	M	66
Carnamah (S)	2006	45-54	F	54
Carnamah (S)	2006	45-54	M	58
Carnamah (S)	2006	55-64	F	32
Carnamah (S)	2006	55-64	M	66
Carnamah (S)	2006	65-74	F	20
Carnamah (S)	2006	65-74	M	20
Carnamah (S)	2006	75-84	F	16
Carnamah (S)	2006	75-84	M	8
Carnamah (S)	2006	85+	F	0
Carnamah (S)	2006	85+	M	0
Carnamah (S)	2011	0-4	F	14
Carnamah (S)	2011	0-4	M	21
Carnamah (S)	2011	5-14	F	39
Carnamah (S)	2011	5-14	M	31
Carnamah (S)	2011	15-19	F	12
Carnamah (S)	2011	15-19	M	13
Carnamah (S)	2011	20-24	F	12
Carnamah (S)	2011	20-24	M	12
Carnamah (S)	2011	25-34	F	34
Carnamah (S)	2011	25-34	M	29
Carnamah (S)	2011	35-44	F	28
Carnamah (S)	2011	35-44	M	28
Carnamah (S)	2011	45-54	F	42
Carnamah (S)	2011	45-54	M	52
Carnamah (S)	2011	55-64	F	33
Carnamah (S)	2011	55-64	M	56
Carnamah (S)	2011	65-74	F	25
Carnamah (S)	2011	65-74	M	26
Carnamah (S)	2011	75-84	F	13
Carnamah (S)	2011	75-84	M	9
Carnamah (S)	2011	85+	F	3
Carnamah (S)	2011	85+	M	3
Carnamah (S)	2016	0-4	F	19
Carnamah (S)	2016	0-4	M	12
Carnamah (S)	2016	5-14	F	26
Carnamah (S)	2016	5-14	M	41
Carnamah (S)	2016	15-19	F	8
Carnamah (S)	2016	15-19	M	9
Carnamah (S)	2016	20-24	F	16
Carnamah (S)	2016	20-24	M	19
Carnamah (S)	2016	25-34	F	32
Carnamah (S)	2016	25-34	M	33
Carnamah (S)	2016	35-44	F	32
Carnamah (S)	2016	35-44	M	34
Carnamah (S)	2016	45-54	F	43
Carnamah (S)	2016	45-54	M	40
Carnamah (S)	2016	55-64	F	46
Carnamah (S)	2016	55-64	M	56
Carnamah (S)	2016	65-74	F	26
Carnamah (S)	2016	65-74	M	36
Carnamah (S)	2016	75-84	F	15
Carnamah (S)	2016	75-84	M	12
Carnamah (S)	2016	85+	F	5
Carnamah (S)	2016	85+	M	0
Carnarvon (S)	2006	0-4	F	210
Carnarvon (S)	2006	0-4	M	223
Carnarvon (S)	2006	5-14	F	482
Carnarvon (S)	2006	5-14	M	465
Carnarvon (S)	2006	15-19	F	163
Carnarvon (S)	2006	15-19	M	149
Carnarvon (S)	2006	20-24	F	132
Carnarvon (S)	2006	20-24	M	138
Carnarvon (S)	2006	25-34	F	432
Carnarvon (S)	2006	25-34	M	345
Carnarvon (S)	2006	35-44	F	435
Carnarvon (S)	2006	35-44	M	457
Carnarvon (S)	2006	45-54	F	368
Carnarvon (S)	2006	45-54	M	454
Carnarvon (S)	2006	55-64	F	260
Carnarvon (S)	2006	55-64	M	344
Carnarvon (S)	2006	65-74	F	175
Carnarvon (S)	2006	65-74	M	207
Carnarvon (S)	2006	75-84	F	90
Carnarvon (S)	2006	75-84	M	120
Carnarvon (S)	2006	85+	F	23
Carnarvon (S)	2006	85+	M	19
Carnarvon (S)	2011	0-4	F	217
Carnarvon (S)	2011	0-4	M	239
Carnarvon (S)	2011	5-14	F	434
Carnarvon (S)	2011	5-14	M	421
Carnarvon (S)	2011	15-19	F	134
Carnarvon (S)	2011	15-19	M	157
Carnarvon (S)	2011	20-24	F	138
Carnarvon (S)	2011	20-24	M	128
Carnarvon (S)	2011	25-34	F	400
Carnarvon (S)	2011	25-34	M	328
Carnarvon (S)	2011	35-44	F	431
Carnarvon (S)	2011	35-44	M	444
Carnarvon (S)	2011	45-54	F	391
Carnarvon (S)	2011	45-54	M	448
Carnarvon (S)	2011	55-64	F	358
Carnarvon (S)	2011	55-64	M	411
Carnarvon (S)	2011	65-74	F	211
Carnarvon (S)	2011	65-74	M	273
Carnarvon (S)	2011	75-84	F	81
Carnarvon (S)	2011	75-84	M	105
Carnarvon (S)	2011	85+	F	32
Carnarvon (S)	2011	85+	M	19
Carnarvon (S)	2016	0-4	F	148
Carnarvon (S)	2016	0-4	M	192
Carnarvon (S)	2016	5-14	F	365
Carnarvon (S)	2016	5-14	M	421
Carnarvon (S)	2016	15-19	F	132
Carnarvon (S)	2016	15-19	M	134
Carnarvon (S)	2016	20-24	F	164
Carnarvon (S)	2016	20-24	M	138
Carnarvon (S)	2016	25-34	F	395
Carnarvon (S)	2016	25-34	M	362
Carnarvon (S)	2016	35-44	F	363
Carnarvon (S)	2016	35-44	M	352
Carnarvon (S)	2016	45-54	F	412
Carnarvon (S)	2016	45-54	M	440
Carnarvon (S)	2016	55-64	F	316
Carnarvon (S)	2016	55-64	M	436
Carnarvon (S)	2016	65-74	F	220
Carnarvon (S)	2016	65-74	M	264
Carnarvon (S)	2016	75-84	F	94
Carnarvon (S)	2016	75-84	M	121
Carnarvon (S)	2016	85+	F	35
Carnarvon (S)	2016	85+	M	32
Chapman Valley (S)	2006	0-4	F	36
Chapman Valley (S)	2006	0-4	M	29
Chapman Valley (S)	2006	5-14	F	58
Chapman Valley (S)	2006	5-14	M	79
Chapman Valley (S)	2006	15-19	F	17
Chapman Valley (S)	2006	15-19	M	27
Chapman Valley (S)	2006	20-24	F	29
Chapman Valley (S)	2006	20-24	M	18
Chapman Valley (S)	2006	25-34	F	43
Chapman Valley (S)	2006	25-34	M	50
Chapman Valley (S)	2006	35-44	F	76
Chapman Valley (S)	2006	35-44	M	72
Chapman Valley (S)	2006	45-54	F	80
Chapman Valley (S)	2006	45-54	M	78
Chapman Valley (S)	2006	55-64	F	73
Chapman Valley (S)	2006	55-64	M	75
Chapman Valley (S)	2006	65-74	F	18
Chapman Valley (S)	2006	65-74	M	40
Chapman Valley (S)	2006	75-84	F	8
Chapman Valley (S)	2006	75-84	M	9
Chapman Valley (S)	2006	85+	F	4
Chapman Valley (S)	2006	85+	M	0
Chapman Valley (S)	2011	0-4	F	45
Chapman Valley (S)	2011	0-4	M	53
Chapman Valley (S)	2011	5-14	F	85
Chapman Valley (S)	2011	5-14	M	74
Chapman Valley (S)	2011	15-19	F	24
Chapman Valley (S)	2011	15-19	M	34
Chapman Valley (S)	2011	20-24	F	15
Chapman Valley (S)	2011	20-24	M	18
Chapman Valley (S)	2011	25-34	F	61
Chapman Valley (S)	2011	25-34	M	49
Chapman Valley (S)	2011	35-44	F	83
Chapman Valley (S)	2011	35-44	M	86
Chapman Valley (S)	2011	45-54	F	83
Chapman Valley (S)	2011	45-54	M	92
Chapman Valley (S)	2011	55-64	F	104
Chapman Valley (S)	2011	55-64	M	101
Chapman Valley (S)	2011	65-74	F	47
Chapman Valley (S)	2011	65-74	M	70
Chapman Valley (S)	2011	75-84	F	7
Chapman Valley (S)	2011	75-84	M	22
Chapman Valley (S)	2011	85+	F	3
Chapman Valley (S)	2011	85+	M	0
Chapman Valley (S)	2016	0-4	F	38
Chapman Valley (S)	2016	0-4	M	48
Chapman Valley (S)	2016	5-14	F	137
Chapman Valley (S)	2016	5-14	M	115
Chapman Valley (S)	2016	15-19	F	40
Chapman Valley (S)	2016	15-19	M	34
Chapman Valley (S)	2016	20-24	F	18
Chapman Valley (S)	2016	20-24	M	22
Chapman Valley (S)	2016	25-34	F	56
Chapman Valley (S)	2016	25-34	M	54
Chapman Valley (S)	2016	35-44	F	104
Chapman Valley (S)	2016	35-44	M	97
Chapman Valley (S)	2016	45-54	F	134
Chapman Valley (S)	2016	45-54	M	124
Chapman Valley (S)	2016	55-64	F	96
Chapman Valley (S)	2016	55-64	M	105
Chapman Valley (S)	2016	65-74	F	71
Chapman Valley (S)	2016	65-74	M	78
Chapman Valley (S)	2016	75-84	F	22
Chapman Valley (S)	2016	75-84	M	35
Chapman Valley (S)	2016	85+	F	3
Chapman Valley (S)	2016	85+	M	10
Chittering (S)	2006	0-4	F	80
Chittering (S)	2006	0-4	M	101
Chittering (S)	2006	5-14	F	340
Chittering (S)	2006	5-14	M	332
Chittering (S)	2006	15-19	F	128
Chittering (S)	2006	15-19	M	121
Chittering (S)	2006	20-24	F	38
Chittering (S)	2006	20-24	M	62
Chittering (S)	2006	25-34	F	152
Chittering (S)	2006	25-34	M	129
Chittering (S)	2006	35-44	F	316
Chittering (S)	2006	35-44	M	306
Chittering (S)	2006	45-54	F	263
Chittering (S)	2006	45-54	M	279
Chittering (S)	2006	55-64	F	246
Chittering (S)	2006	55-64	M	235
Chittering (S)	2006	65-74	F	113
Chittering (S)	2006	65-74	M	167
Chittering (S)	2006	75-84	F	47
Chittering (S)	2006	75-84	M	51
Chittering (S)	2006	85+	F	13
Chittering (S)	2006	85+	M	5
Chittering (S)	2011	0-4	F	115
Chittering (S)	2011	0-4	M	140
Chittering (S)	2011	5-14	F	342
Chittering (S)	2011	5-14	M	379
Chittering (S)	2011	15-19	F	181
Chittering (S)	2011	15-19	M	171
Chittering (S)	2011	20-24	F	68
Chittering (S)	2011	20-24	M	73
Chittering (S)	2011	25-34	F	170
Chittering (S)	2011	25-34	M	138
Chittering (S)	2011	35-44	F	346
Chittering (S)	2011	35-44	M	312
Chittering (S)	2011	45-54	F	391
Chittering (S)	2011	45-54	M	410
Chittering (S)	2011	55-64	F	319
Chittering (S)	2011	55-64	M	304
Chittering (S)	2011	65-74	F	189
Chittering (S)	2011	65-74	M	231
Chittering (S)	2011	75-84	F	54
Chittering (S)	2011	75-84	M	75
Chittering (S)	2011	85+	F	10
Chittering (S)	2011	85+	M	17
Chittering (S)	2016	0-4	F	138
Chittering (S)	2016	0-4	M	133
Chittering (S)	2016	5-14	F	383
Chittering (S)	2016	5-14	M	400
Chittering (S)	2016	15-19	F	180
Chittering (S)	2016	15-19	M	232
Chittering (S)	2016	20-24	F	112
Chittering (S)	2016	20-24	M	105
Chittering (S)	2016	25-34	F	263
Chittering (S)	2016	25-34	M	214
Chittering (S)	2016	35-44	F	355
Chittering (S)	2016	35-44	M	372
Chittering (S)	2016	45-54	F	477
Chittering (S)	2016	45-54	M	476
Chittering (S)	2016	55-64	F	378
Chittering (S)	2016	55-64	M	419
Chittering (S)	2016	65-74	F	269
Chittering (S)	2016	65-74	M	287
Chittering (S)	2016	75-84	F	111
Chittering (S)	2016	75-84	M	133
Chittering (S)	2016	85+	F	25
Chittering (S)	2016	85+	M	12
Claremont (T)	2006	0-4	F	166
Claremont (T)	2006	0-4	M	175
Claremont (T)	2006	5-14	F	447
Claremont (T)	2006	5-14	M	557
Claremont (T)	2006	15-19	F	404
Claremont (T)	2006	15-19	M	496
Claremont (T)	2006	20-24	F	362
Claremont (T)	2006	20-24	M	330
Claremont (T)	2006	25-34	F	397
Claremont (T)	2006	25-34	M	441
Claremont (T)	2006	35-44	F	548
Claremont (T)	2006	35-44	M	437
Claremont (T)	2006	45-54	F	706
Claremont (T)	2006	45-54	M	576
Claremont (T)	2006	55-64	F	603
Claremont (T)	2006	55-64	M	564
Claremont (T)	2006	65-74	F	421
Claremont (T)	2006	65-74	M	370
Claremont (T)	2006	75-84	F	357
Claremont (T)	2006	75-84	M	233
Claremont (T)	2006	85+	F	258
Claremont (T)	2006	85+	M	99
Claremont (T)	2011	0-4	F	192
Claremont (T)	2011	0-4	M	221
Claremont (T)	2011	5-14	F	480
Claremont (T)	2011	5-14	M	569
Claremont (T)	2011	15-19	F	312
Claremont (T)	2011	15-19	M	439
Claremont (T)	2011	20-24	F	375
Claremont (T)	2011	20-24	M	379
Claremont (T)	2011	25-34	F	517
Claremont (T)	2011	25-34	M	504
Claremont (T)	2011	35-44	F	528
Claremont (T)	2011	35-44	M	484
Claremont (T)	2011	45-54	F	674
Claremont (T)	2011	45-54	M	569
Claremont (T)	2011	55-64	F	595
Claremont (T)	2011	55-64	M	543
Claremont (T)	2011	65-74	F	482
Claremont (T)	2011	65-74	M	448
Claremont (T)	2011	75-84	F	368
Claremont (T)	2011	75-84	M	230
Claremont (T)	2011	85+	F	274
Claremont (T)	2011	85+	M	113
Claremont (T)	2016	0-4	F	186
Claremont (T)	2016	0-4	M	216
Claremont (T)	2016	5-14	F	540
Claremont (T)	2016	5-14	M	660
Claremont (T)	2016	15-19	F	332
Claremont (T)	2016	15-19	M	485
Claremont (T)	2016	20-24	F	304
Claremont (T)	2016	20-24	M	357
Claremont (T)	2016	25-34	F	569
Claremont (T)	2016	25-34	M	563
Claremont (T)	2016	35-44	F	535
Claremont (T)	2016	35-44	M	503
Claremont (T)	2016	45-54	F	736
Claremont (T)	2016	45-54	M	586
Claremont (T)	2016	55-64	F	634
Claremont (T)	2016	55-64	M	551
Claremont (T)	2016	65-74	F	595
Claremont (T)	2016	65-74	M	489
Claremont (T)	2016	75-84	F	436
Claremont (T)	2016	75-84	M	318
Claremont (T)	2016	85+	F	317
Claremont (T)	2016	85+	M	139
Cockburn (C)	2006	0-4	F	2595
Cockburn (C)	2006	0-4	M	2629
Cockburn (C)	2006	5-14	F	5210
Cockburn (C)	2006	5-14	M	5530
Cockburn (C)	2006	15-19	F	2650
Cockburn (C)	2006	15-19	M	2692
Cockburn (C)	2006	20-24	F	2441
Cockburn (C)	2006	20-24	M	2643
Cockburn (C)	2006	25-34	F	5537
Cockburn (C)	2006	25-34	M	5580
Cockburn (C)	2006	35-44	F	6177
Cockburn (C)	2006	35-44	M	5954
Cockburn (C)	2006	45-54	F	5228
Cockburn (C)	2006	45-54	M	4993
Cockburn (C)	2006	55-64	F	3538
Cockburn (C)	2006	55-64	M	3580
Cockburn (C)	2006	65-74	F	2181
Cockburn (C)	2006	65-74	M	2180
Cockburn (C)	2006	75-84	F	1351
Cockburn (C)	2006	75-84	M	1042
Cockburn (C)	2006	85+	F	508
Cockburn (C)	2006	85+	M	233
Cockburn (C)	2011	0-4	F	3267
Cockburn (C)	2011	0-4	M	3523
Cockburn (C)	2011	5-14	F	5845
Cockburn (C)	2011	5-14	M	6118
Cockburn (C)	2011	15-19	F	2894
Cockburn (C)	2011	15-19	M	2910
Cockburn (C)	2011	20-24	F	3097
Cockburn (C)	2011	20-24	M	3167
Cockburn (C)	2011	25-34	F	7027
Cockburn (C)	2011	25-34	M	7070
Cockburn (C)	2011	35-44	F	7299
Cockburn (C)	2011	35-44	M	7276
Cockburn (C)	2011	45-54	F	6075
Cockburn (C)	2011	45-54	M	5974
Cockburn (C)	2011	55-64	F	4586
Cockburn (C)	2011	55-64	M	4414
Cockburn (C)	2011	65-74	F	2654
Cockburn (C)	2011	65-74	M	2582
Cockburn (C)	2011	75-84	F	1638
Cockburn (C)	2011	75-84	M	1339
Cockburn (C)	2011	85+	F	631
Cockburn (C)	2011	85+	M	313
Cockburn (C)	2016	0-4	F	3792
Cockburn (C)	2016	0-4	M	3791
Cockburn (C)	2016	5-14	F	6513
Cockburn (C)	2016	5-14	M	6803
Cockburn (C)	2016	15-19	F	3149
Cockburn (C)	2016	15-19	M	3260
Cockburn (C)	2016	20-24	F	3351
Cockburn (C)	2016	20-24	M	3377
Cockburn (C)	2016	25-34	F	8621
Cockburn (C)	2016	25-34	M	8180
Cockburn (C)	2016	35-44	F	8165
Cockburn (C)	2016	35-44	M	8213
Cockburn (C)	2016	45-54	F	7186
Cockburn (C)	2016	45-54	M	7078
Cockburn (C)	2016	55-64	F	5649
Cockburn (C)	2016	55-64	M	5237
Cockburn (C)	2016	65-74	F	3573
Cockburn (C)	2016	65-74	M	3391
Cockburn (C)	2016	75-84	F	1973
Cockburn (C)	2016	75-84	M	1755
Cockburn (C)	2016	85+	F	936
Cockburn (C)	2016	85+	M	491
Collie (S)	2006	0-4	F	262
Collie (S)	2006	0-4	M	281
Collie (S)	2006	5-14	F	701
Collie (S)	2006	5-14	M	792
Collie (S)	2006	15-19	F	264
Collie (S)	2006	15-19	M	295
Collie (S)	2006	20-24	F	189
Collie (S)	2006	20-24	M	238
Collie (S)	2006	25-34	F	477
Collie (S)	2006	25-34	M	416
Collie (S)	2006	35-44	F	655
Collie (S)	2006	35-44	M	621
Collie (S)	2006	45-54	F	651
Collie (S)	2006	45-54	M	690
Collie (S)	2006	55-64	F	473
Collie (S)	2006	55-64	M	530
Collie (S)	2006	65-74	F	296
Collie (S)	2006	65-74	M	290
Collie (S)	2006	75-84	F	221
Collie (S)	2006	75-84	M	181
Collie (S)	2006	85+	F	67
Collie (S)	2006	85+	M	36
Collie (S)	2011	0-4	F	257
Collie (S)	2011	0-4	M	289
Collie (S)	2011	5-14	F	569
Collie (S)	2011	5-14	M	649
Collie (S)	2011	15-19	F	294
Collie (S)	2011	15-19	M	349
Collie (S)	2011	20-24	F	217
Collie (S)	2011	20-24	M	278
Collie (S)	2011	25-34	F	453
Collie (S)	2011	25-34	M	627
Collie (S)	2011	35-44	F	620
Collie (S)	2011	35-44	M	669
Collie (S)	2011	45-54	F	601
Collie (S)	2011	45-54	M	776
Collie (S)	2011	55-64	F	565
Collie (S)	2011	55-64	M	687
Collie (S)	2011	65-74	F	325
Collie (S)	2011	65-74	M	345
Collie (S)	2011	75-84	F	216
Collie (S)	2011	75-84	M	186
Collie (S)	2011	85+	F	94
Collie (S)	2011	85+	M	44
Collie (S)	2016	0-4	F	245
Collie (S)	2016	0-4	M	276
Collie (S)	2016	5-14	F	563
Collie (S)	2016	5-14	M	589
Collie (S)	2016	15-19	F	272
Collie (S)	2016	15-19	M	289
Collie (S)	2016	20-24	F	231
Collie (S)	2016	20-24	M	286
Collie (S)	2016	25-34	F	509
Collie (S)	2016	25-34	M	482
Collie (S)	2016	35-44	F	501
Collie (S)	2016	35-44	M	471
Collie (S)	2016	45-54	F	607
Collie (S)	2016	45-54	M	601
Collie (S)	2016	55-64	F	632
Collie (S)	2016	55-64	M	687
Collie (S)	2016	65-74	F	481
Collie (S)	2016	65-74	M	511
Collie (S)	2016	75-84	F	228
Collie (S)	2016	75-84	M	197
Collie (S)	2016	85+	F	91
Collie (S)	2016	85+	M	64
Coolgardie (S)	2006	0-4	F	173
Coolgardie (S)	2006	0-4	M	185
Coolgardie (S)	2006	5-14	F	322
Coolgardie (S)	2006	5-14	M	384
Coolgardie (S)	2006	15-19	F	114
Coolgardie (S)	2006	15-19	M	128
Coolgardie (S)	2006	20-24	F	105
Coolgardie (S)	2006	20-24	M	127
Coolgardie (S)	2006	25-34	F	305
Coolgardie (S)	2006	25-34	M	347
Coolgardie (S)	2006	35-44	F	303
Coolgardie (S)	2006	35-44	M	368
Coolgardie (S)	2006	45-54	F	217
Coolgardie (S)	2006	45-54	M	256
Coolgardie (S)	2006	55-64	F	121
Coolgardie (S)	2006	55-64	M	206
Coolgardie (S)	2006	65-74	F	42
Coolgardie (S)	2006	65-74	M	62
Coolgardie (S)	2006	75-84	F	11
Coolgardie (S)	2006	75-84	M	9
Coolgardie (S)	2006	85+	F	4
Coolgardie (S)	2006	85+	M	7
Coolgardie (S)	2011	0-4	F	153
Coolgardie (S)	2011	0-4	M	182
Coolgardie (S)	2011	5-14	F	366
Coolgardie (S)	2011	5-14	M	303
Coolgardie (S)	2011	15-19	F	106
Coolgardie (S)	2011	15-19	M	175
Coolgardie (S)	2011	20-24	F	143
Coolgardie (S)	2011	20-24	M	151
Coolgardie (S)	2011	25-34	F	293
Coolgardie (S)	2011	25-34	M	362
Coolgardie (S)	2011	35-44	F	281
Coolgardie (S)	2011	35-44	M	363
Coolgardie (S)	2011	45-54	F	225
Coolgardie (S)	2011	45-54	M	286
Coolgardie (S)	2011	55-64	F	183
Coolgardie (S)	2011	55-64	M	232
Coolgardie (S)	2011	65-74	F	57
Coolgardie (S)	2011	65-74	M	103
Coolgardie (S)	2011	75-84	F	19
Coolgardie (S)	2011	75-84	M	18
Coolgardie (S)	2011	85+	F	0
Coolgardie (S)	2011	85+	M	9
Coolgardie (S)	2016	0-4	F	143
Coolgardie (S)	2016	0-4	M	152
Coolgardie (S)	2016	5-14	F	270
Coolgardie (S)	2016	5-14	M	267
Coolgardie (S)	2016	15-19	F	115
Coolgardie (S)	2016	15-19	M	118
Coolgardie (S)	2016	20-24	F	100
Coolgardie (S)	2016	20-24	M	103
Coolgardie (S)	2016	25-34	F	279
Coolgardie (S)	2016	25-34	M	319
Coolgardie (S)	2016	35-44	F	235
Coolgardie (S)	2016	35-44	M	247
Coolgardie (S)	2016	45-54	F	237
Coolgardie (S)	2016	45-54	M	319
Coolgardie (S)	2016	55-64	F	191
Coolgardie (S)	2016	55-64	M	230
Coolgardie (S)	2016	65-74	F	80
Coolgardie (S)	2016	65-74	M	139
Coolgardie (S)	2016	75-84	F	27
Coolgardie (S)	2016	75-84	M	43
Coolgardie (S)	2016	85+	F	3
Coolgardie (S)	2016	85+	M	7
Coorow (S)	2006	0-4	F	36
Coorow (S)	2006	0-4	M	46
Coorow (S)	2006	5-14	F	61
Coorow (S)	2006	5-14	M	106
Coorow (S)	2006	15-19	F	14
Coorow (S)	2006	15-19	M	32
Coorow (S)	2006	20-24	F	17
Coorow (S)	2006	20-24	M	25
Coorow (S)	2006	25-34	F	70
Coorow (S)	2006	25-34	M	75
Coorow (S)	2006	35-44	F	90
Coorow (S)	2006	35-44	M	100
Coorow (S)	2006	45-54	F	84
Coorow (S)	2006	45-54	M	109
Coorow (S)	2006	55-64	F	86
Coorow (S)	2006	55-64	M	98
Coorow (S)	2006	65-74	F	38
Coorow (S)	2006	65-74	M	70
Coorow (S)	2006	75-84	F	17
Coorow (S)	2006	75-84	M	20
Coorow (S)	2006	85+	F	5
Coorow (S)	2006	85+	M	6
Coorow (S)	2011	0-4	F	29
Coorow (S)	2011	0-4	M	26
Coorow (S)	2011	5-14	F	69
Coorow (S)	2011	5-14	M	59
Coorow (S)	2011	15-19	F	19
Coorow (S)	2011	15-19	M	12
Coorow (S)	2011	20-24	F	15
Coorow (S)	2011	20-24	M	31
Coorow (S)	2011	25-34	F	48
Coorow (S)	2011	25-34	M	44
Coorow (S)	2011	35-44	F	72
Coorow (S)	2011	35-44	M	72
Coorow (S)	2011	45-54	F	71
Coorow (S)	2011	45-54	M	102
Coorow (S)	2011	55-64	F	92
Coorow (S)	2011	55-64	M	96
Coorow (S)	2011	65-74	F	58
Coorow (S)	2011	65-74	M	79
Coorow (S)	2011	75-84	F	30
Coorow (S)	2011	75-84	M	29
Coorow (S)	2011	85+	F	3
Coorow (S)	2011	85+	M	4
Coorow (S)	2016	0-4	F	15
Coorow (S)	2016	0-4	M	30
Coorow (S)	2016	5-14	F	56
Coorow (S)	2016	5-14	M	46
Coorow (S)	2016	15-19	F	8
Coorow (S)	2016	15-19	M	20
Coorow (S)	2016	20-24	F	14
Coorow (S)	2016	20-24	M	10
Coorow (S)	2016	25-34	F	41
Coorow (S)	2016	25-34	M	61
Coorow (S)	2016	35-44	F	41
Coorow (S)	2016	35-44	M	55
Coorow (S)	2016	45-54	F	67
Coorow (S)	2016	45-54	M	86
Coorow (S)	2016	55-64	F	118
Coorow (S)	2016	55-64	M	122
Coorow (S)	2016	65-74	F	76
Coorow (S)	2016	65-74	M	107
Coorow (S)	2016	75-84	F	28
Coorow (S)	2016	75-84	M	35
Coorow (S)	2016	85+	F	4
Coorow (S)	2016	85+	M	7
Corrigin (S)	2006	0-4	F	48
Corrigin (S)	2006	0-4	M	36
Corrigin (S)	2006	5-14	F	70
Corrigin (S)	2006	5-14	M	95
Corrigin (S)	2006	15-19	F	14
Corrigin (S)	2006	15-19	M	22
Corrigin (S)	2006	20-24	F	21
Corrigin (S)	2006	20-24	M	27
Corrigin (S)	2006	25-34	F	79
Corrigin (S)	2006	25-34	M	76
Corrigin (S)	2006	35-44	F	71
Corrigin (S)	2006	35-44	M	77
Corrigin (S)	2006	45-54	F	92
Corrigin (S)	2006	45-54	M	99
Corrigin (S)	2006	55-64	F	56
Corrigin (S)	2006	55-64	M	72
Corrigin (S)	2006	65-74	F	52
Corrigin (S)	2006	65-74	M	46
Corrigin (S)	2006	75-84	F	32
Corrigin (S)	2006	75-84	M	26
Corrigin (S)	2006	85+	F	17
Corrigin (S)	2006	85+	M	9
Corrigin (S)	2011	0-4	F	36
Corrigin (S)	2011	0-4	M	31
Corrigin (S)	2011	5-14	F	57
Corrigin (S)	2011	5-14	M	62
Corrigin (S)	2011	15-19	F	10
Corrigin (S)	2011	15-19	M	14
Corrigin (S)	2011	20-24	F	12
Corrigin (S)	2011	20-24	M	26
Corrigin (S)	2011	25-34	F	64
Corrigin (S)	2011	25-34	M	55
Corrigin (S)	2011	35-44	F	64
Corrigin (S)	2011	35-44	M	65
Corrigin (S)	2011	45-54	F	76
Corrigin (S)	2011	45-54	M	87
Corrigin (S)	2011	55-64	F	80
Corrigin (S)	2011	55-64	M	92
Corrigin (S)	2011	65-74	F	60
Corrigin (S)	2011	65-74	M	63
Corrigin (S)	2011	75-84	F	42
Corrigin (S)	2011	75-84	M	33
Corrigin (S)	2011	85+	F	25
Corrigin (S)	2011	85+	M	15
Corrigin (S)	2016	0-4	F	43
Corrigin (S)	2016	0-4	M	35
Corrigin (S)	2016	5-14	F	67
Corrigin (S)	2016	5-14	M	85
Corrigin (S)	2016	15-19	F	17
Corrigin (S)	2016	15-19	M	32
Corrigin (S)	2016	20-24	F	19
Corrigin (S)	2016	20-24	M	31
Corrigin (S)	2016	25-34	F	58
Corrigin (S)	2016	25-34	M	64
Corrigin (S)	2016	35-44	F	69
Corrigin (S)	2016	35-44	M	62
Corrigin (S)	2016	45-54	F	66
Corrigin (S)	2016	45-54	M	75
Corrigin (S)	2016	55-64	F	88
Corrigin (S)	2016	55-64	M	94
Corrigin (S)	2016	65-74	F	54
Corrigin (S)	2016	65-74	M	70
Corrigin (S)	2016	75-84	F	50
Corrigin (S)	2016	75-84	M	42
Corrigin (S)	2016	85+	F	19
Corrigin (S)	2016	85+	M	14
Cottesloe (T)	2006	0-4	F	197
Cottesloe (T)	2006	0-4	M	215
Cottesloe (T)	2006	5-14	F	410
Cottesloe (T)	2006	5-14	M	399
Cottesloe (T)	2006	15-19	F	247
Cottesloe (T)	2006	15-19	M	245
Cottesloe (T)	2006	20-24	F	246
Cottesloe (T)	2006	20-24	M	271
Cottesloe (T)	2006	25-34	F	435
Cottesloe (T)	2006	25-34	M	471
Cottesloe (T)	2006	35-44	F	489
Cottesloe (T)	2006	35-44	M	459
Cottesloe (T)	2006	45-54	F	551
Cottesloe (T)	2006	45-54	M	525
Cottesloe (T)	2006	55-64	F	504
Cottesloe (T)	2006	55-64	M	517
Cottesloe (T)	2006	65-74	F	249
Cottesloe (T)	2006	65-74	M	266
Cottesloe (T)	2006	75-84	F	228
Cottesloe (T)	2006	75-84	M	129
Cottesloe (T)	2006	85+	F	133
Cottesloe (T)	2006	85+	M	67
Cottesloe (T)	2011	0-4	F	188
Cottesloe (T)	2011	0-4	M	204
Cottesloe (T)	2011	5-14	F	457
Cottesloe (T)	2011	5-14	M	477
Cottesloe (T)	2011	15-19	F	228
Cottesloe (T)	2011	15-19	M	199
Cottesloe (T)	2011	20-24	F	252
Cottesloe (T)	2011	20-24	M	287
Cottesloe (T)	2011	25-34	F	493
Cottesloe (T)	2011	25-34	M	558
