LGA_NAME16	Year	Sex	persons
Chittering (S)	2011	F	2177
Chittering (S)	2011	M	2251
Chittering (S)	2016	F	2695
Chittering (S)	2016	M	2781
Claremont (T)	2006	F	4661
Claremont (T)	2006	M	4277
Claremont (T)	2011	F	4796
Claremont (T)	2011	M	4487
Claremont (T)	2016	F	5185
Claremont (T)	2016	M	4875
Cockburn (C)	2006	F	37416
Cockburn (C)	2006	M	37051
Cockburn (C)	2011	F	45000
Cockburn (C)	2011	M	44679
Cockburn (C)	2016	F	52908
Cockburn (C)	2016	M	51565
Collie (S)	2006	F	4246
Collie (S)	2006	M	4359
Collie (S)	2011	F	4223
Collie (S)	2011	M	4908
Collie (S)	2016	F	4363
Collie (S)	2016	M	4435
Coolgardie (S)	2006	F	1731
Coolgardie (S)	2006	M	2075
Coolgardie (S)	2011	F	1818
Coolgardie (S)	2011	M	2178
Coolgardie (S)	2016	F	1680
Coolgardie (S)	2016	M	1931
Coorow (S)	2006	F	530
Coorow (S)	2006	M	673
Coorow (S)	2011	F	498
Coorow (S)	2011	M	572
Coorow (S)	2016	F	466
Coorow (S)	2016	M	570
Corrigin (S)	2006	F	552
Corrigin (S)	2006	M	588
Corrigin (S)	2011	F	526
Corrigin (S)	2011	M	538
Corrigin (S)	2016	F	545
Corrigin (S)	2016	M	599
Cottesloe (T)	2006	F	3694
Cottesloe (T)	2006	M	3568
Cottesloe (T)	2011	F	3881
Cottesloe (T)	2011	M	3724
Cottesloe (T)	2016	F	3858
Cottesloe (T)	2016	M	3736
Cranbrook (S)	2006	F	500
Cranbrook (S)	2006	M	567
Cranbrook (S)	2011	F	500
Cranbrook (S)	2011	M	576
Cranbrook (S)	2016	F	524
Cranbrook (S)	2016	M	558
Cuballing (S)	2006	F	371
Cuballing (S)	2006	M	412
Cuballing (S)	2011	F	435
Cuballing (S)	2011	M	432
Cuballing (S)	2016	F	402
Cuballing (S)	2016	M	463
Cue (S)	2006	F	147
Cue (S)	2006	M	175
Cue (S)	2011	F	118
Cue (S)	2011	M	153
Cue (S)	2016	F	81
Cue (S)	2016	M	107
Cunderdin (S)	2006	F	576
Cunderdin (S)	2006	M	670
Cunderdin (S)	2011	F	614
Cunderdin (S)	2011	M	695
Cunderdin (S)	2016	F	648
Cunderdin (S)	2016	M	803
Dalwallinu (S)	2006	F	645
Dalwallinu (S)	2006	M	718
Dalwallinu (S)	2011	F	588
Dalwallinu (S)	2011	M	677
Dalwallinu (S)	2016	F	648
Dalwallinu (S)	2016	M	782
Dandaragan (S)	2006	F	1348
Dandaragan (S)	2006	M	1532
Dandaragan (S)	2011	F	1463
Dandaragan (S)	2011	M	1722
Dandaragan (S)	2016	F	1516
Dandaragan (S)	2016	M	1698
Dardanup (S)	2006	F	5120
Dardanup (S)	2006	M	5216
Dardanup (S)	2011	F	6218
Dardanup (S)	2011	M	6188
Dardanup (S)	2016	F	7093
Dardanup (S)	2016	M	6938
Denmark (S)	2006	F	2278
Denmark (S)	2006	M	2234
Denmark (S)	2011	F	2640
Denmark (S)	2011	M	2554
Denmark (S)	2016	F	2949
Denmark (S)	2016	M	2904
Derby-West Kimberley (S)	2006	F	3233
Derby-West Kimberley (S)	2006	M	3323
Derby-West Kimberley (S)	2011	F	3467
Derby-West Kimberley (S)	2011	M	4969
Derby-West Kimberley (S)	2016	F	3828
Derby-West Kimberley (S)	2016	M	3899
Donnybrook-Balingup (S)	2006	F	2356
Donnybrook-Balingup (S)	2006	M	2383
Donnybrook-Balingup (S)	2011	F	2640
Donnybrook-Balingup (S)	2011	M	2676
Donnybrook-Balingup (S)	2016	F	2972
Donnybrook-Balingup (S)	2016	M	2899
Dowerin (S)	2006	F	337
Dowerin (S)	2006	M	362
Dowerin (S)	2011	F	331
Dowerin (S)	2011	M	349
Dowerin (S)	2016	F	344
Dowerin (S)	2016	M	347
Dumbleyung (S)	2006	F	297
Dumbleyung (S)	2006	M	334
Dumbleyung (S)	2011	F	282
Dumbleyung (S)	2011	M	326
Dumbleyung (S)	2016	F	325
Dumbleyung (S)	2016	M	351
Dundas (S)	2006	F	466
Dundas (S)	2006	M	601
Dundas (S)	2011	F	490
Dundas (S)	2011	M	648
Dundas (S)	2016	F	348
Dundas (S)	2016	M	420
East Fremantle (T)	2006	F	3444
East Fremantle (T)	2006	M	3252
East Fremantle (T)	2011	F	3576
East Fremantle (T)	2011	M	3351
East Fremantle (T)	2016	F	3834
East Fremantle (T)	2016	M	3539
East Pilbara (S)	2006	F	2753
East Pilbara (S)	2006	M	3789
East Pilbara (S)	2011	F	3911
East Pilbara (S)	2011	M	8040
East Pilbara (S)	2016	F	3527
East Pilbara (S)	2016	M	7060
Esperance (S)	2006	F	6493
Esperance (S)	2006	M	6471
Esperance (S)	2011	F	6740
Esperance (S)	2011	M	6737
Esperance (S)	2016	F	7070
Esperance (S)	2016	M	7165
Exmouth (S)	2006	F	958
Exmouth (S)	2006	M	1108
Exmouth (S)	2011	F	1108
Exmouth (S)	2011	M	1285
Exmouth (S)	2016	F	1296
Exmouth (S)	2016	M	1428
Fremantle (C)	2006	F	12509
Fremantle (C)	2006	M	12321
Fremantle (C)	2011	F	13577
Fremantle (C)	2011	M	13003
Fremantle (C)	2016	F	14928
Fremantle (C)	2016	M	13965
Gingin (S)	2006	F	2091
Gingin (S)	2006	M	2229
Gingin (S)	2011	F	2252
Gingin (S)	2011	M	2429
Gingin (S)	2016	F	2511
Gingin (S)	2016	M	2702
Gnowangerup (S)	2006	F	662
Gnowangerup (S)	2006	M	699
Gnowangerup (S)	2011	F	603
Gnowangerup (S)	2011	M	669
Gnowangerup (S)	2016	F	558
Gnowangerup (S)	2016	M	654
Goomalling (S)	2006	F	466
Goomalling (S)	2006	M	472
Goomalling (S)	2011	F	493
Goomalling (S)	2011	M	490
Goomalling (S)	2016	F	518
Goomalling (S)	2016	M	515
Gosnells (C)	2006	F	45726
Gosnells (C)	2006	M	45847
Gosnells (C)	2011	F	52832
Gosnells (C)	2011	M	53754
Gosnells (C)	2016	F	58066
Gosnells (C)	2016	M	60000
Greater Geraldton (C)	2006	F	16944
Greater Geraldton (C)	2006	M	16918
Greater Geraldton (C)	2011	F	18640
Greater Geraldton (C)	2011	M	18516
Greater Geraldton (C)	2016	F	19465
Greater Geraldton (C)	2016	M	19167
Halls Creek (S)	2006	F	1539
Halls Creek (S)	2006	M	1552
Halls Creek (S)	2011	F	1737
Halls Creek (S)	2011	M	1820
Halls Creek (S)	2016	F	1662
Halls Creek (S)	2016	M	1599
Harvey (S)	2006	F	9653
Harvey (S)	2006	M	9902
Harvey (S)	2011	F	11578
Harvey (S)	2011	M	11657
Harvey (S)	2016	F	13269
Harvey (S)	2016	M	13284
Irwin (S)	2006	F	1471
Irwin (S)	2006	M	1587
Irwin (S)	2011	F	1745
Irwin (S)	2011	M	1821
Irwin (S)	2016	F	1772
Irwin (S)	2016	M	1799
Jerramungup (S)	2006	F	504
Jerramungup (S)	2006	M	628
Jerramungup (S)	2011	F	488
Jerramungup (S)	2011	M	570
Jerramungup (S)	2016	F	496
Jerramungup (S)	2016	M	615
Joondalup (C)	2006	F	75671
Joondalup (C)	2006	M	74004
Joondalup (C)	2011	F	77042
Joondalup (C)	2011	M	75366
Joondalup (C)	2016	F	77905
Joondalup (C)	2016	M	76539
Kalamunda (S)	2006	F	24960
Kalamunda (S)	2006	M	24577
Kalamunda (S)	2011	F	27034
Kalamunda (S)	2011	M	26533
Kalamunda (S)	2016	F	28995
Kalamunda (S)	2016	M	28458
Kalgoorlie/Boulder (C)	2006	F	13603
Kalgoorlie/Boulder (C)	2006	M	14816
Kalgoorlie/Boulder (C)	2011	F	14816
Kalgoorlie/Boulder (C)	2011	M	16288
Kalgoorlie/Boulder (C)	2016	F	14384
Kalgoorlie/Boulder (C)	2016	M	15675
Karratha (C)	2006	F	7560
Karratha (C)	2006	M	8863
Karratha (C)	2011	F	9150
Karratha (C)	2011	M	13752
Karratha (C)	2016	F	9533
Karratha (C)	2016	M	11943
Katanning (S)	2006	F	2098
Katanning (S)	2006	M	2115
Katanning (S)	2011	F	2100
Katanning (S)	2011	M	2081
Katanning (S)	2016	F	2030
Katanning (S)	2016	M	2124
Kellerberrin (S)	2006	F	592
Kellerberrin (S)	2006	M	585
Kellerberrin (S)	2011	F	586
Kellerberrin (S)	2011	M	598
Kellerberrin (S)	2016	F	611
Kellerberrin (S)	2016	M	616
Kent (S)	2006	F	251
Kent (S)	2006	M	324
Kent (S)	2011	F	239
Kent (S)	2011	M	277
Kent (S)	2016	F	247
Kent (S)	2016	M	318
Kojonup (S)	2006	F	1048
Kojonup (S)	2006	M	1100
Kojonup (S)	2011	F	999
Kojonup (S)	2011	M	983
Kojonup (S)	2016	F	980
Kojonup (S)	2016	M	1005
Kondinin (S)	2006	F	452
Kondinin (S)	2006	M	519
Kondinin (S)	2011	F	443
Kondinin (S)	2011	M	601
Kondinin (S)	2016	F	393
Kondinin (S)	2016	M	478
Koorda (S)	2006	F	201
Koorda (S)	2006	M	227
Koorda (S)	2011	F	203
Koorda (S)	2011	M	239
Koorda (S)	2016	F	198
Koorda (S)	2016	M	217
Kulin (S)	2006	F	419
Kulin (S)	2006	M	464
Kulin (S)	2011	F	393
Kulin (S)	2011	M	432
Kulin (S)	2016	F	362
Kulin (S)	2016	M	403
Kwinana (C)	2006	F	11188
Kwinana (C)	2006	M	12001
Kwinana (C)	2011	F	14356
Kwinana (C)	2011	M	14872
Kwinana (C)	2016	F	18948
Kwinana (C)	2016	M	19970
Lake Grace (S)	2006	F	661
Lake Grace (S)	2006	M	801
Lake Grace (S)	2011	F	640
Lake Grace (S)	2011	M	724
Lake Grace (S)	2016	F	601
Lake Grace (S)	2016	M	663
Laverton (S)	2006	F	263
Laverton (S)	2006	M	460
Laverton (S)	2011	F	382
Laverton (S)	2011	M	847
Laverton (S)	2016	F	368
Laverton (S)	2016	M	790
Leonora (S)	2006	F	579
Leonora (S)	2006	M	830
Leonora (S)	2011	F	839
Leonora (S)	2011	M	1678
Leonora (S)	2016	F	526
Leonora (S)	2016	M	883
Mandurah (C)	2006	F	28578
Mandurah (C)	2006	M	27237
Mandurah (C)	2011	F	35812
Mandurah (C)	2011	M	34092
Mandurah (C)	2016	F	41620
Mandurah (C)	2016	M	39188
Manjimup (S)	2006	F	4604
Manjimup (S)	2006	M	4647
Manjimup (S)	2011	F	4544
Manjimup (S)	2011	M	4642
Manjimup (S)	2016	F	4589
Manjimup (S)	2016	M	4664
Meekatharra (S)	2006	F	543
Meekatharra (S)	2006	M	590
Meekatharra (S)	2011	F	555
Meekatharra (S)	2011	M	822
Meekatharra (S)	2016	F	434
Meekatharra (S)	2016	M	632
Melville (C)	2006	F	48648
Melville (C)	2006	M	44132
Melville (C)	2011	F	49639
Melville (C)	2011	M	46059
Melville (C)	2016	F	50782
Melville (C)	2016	M	47299
Menzies (S)	2006	F	97
Menzies (S)	2006	M	117
Menzies (S)	2011	F	176
Menzies (S)	2011	M	207
Menzies (S)	2016	F	177
Menzies (S)	2016	M	311
Merredin (S)	2006	F	1582
Merredin (S)	2006	M	1664
Merredin (S)	2011	F	1546
Merredin (S)	2011	M	1737
Merredin (S)	2016	F	1587
Merredin (S)	2016	M	1761
Mingenew (S)	2006	F	206
Mingenew (S)	2006	M	263
Mingenew (S)	2011	F	220
Mingenew (S)	2011	M	261
Mingenew (S)	2016	F	199
Mingenew (S)	2016	M	257
Moora (S)	2006	F	1178
Moora (S)	2006	M	1238
Moora (S)	2011	F	1230
Moora (S)	2011	M	1246
Moora (S)	2016	F	1170
Moora (S)	2016	M	1259
Morawa (S)	2006	F	391
Morawa (S)	2006	M	432
Morawa (S)	2011	F	425
Morawa (S)	2011	M	474
Morawa (S)	2016	F	352
Morawa (S)	2016	M	401
Mosman Park (T)	2006	F	4475
Mosman Park (T)	2006	M	3774
Mosman Park (T)	2011	F	4654
Mosman Park (T)	2011	M	3942
Mosman Park (T)	2016	F	4693
Mosman Park (T)	2016	M	4058
Mount Magnet (S)	2006	F	213
Mount Magnet (S)	2006	M	239
Mount Magnet (S)	2011	F	277
Mount Magnet (S)	2011	M	366
Mount Magnet (S)	2016	F	216
Mount Magnet (S)	2016	M	262
Mount Marshall (S)	2006	F	278
Mount Marshall (S)	2006	M	341
Mount Marshall (S)	2011	F	221
Mount Marshall (S)	2011	M	265
Mount Marshall (S)	2016	F	241
Mount Marshall (S)	2016	M	284
Mukinbudin (S)	2006	F	288
Mukinbudin (S)	2006	M	291
Mukinbudin (S)	2011	F	235
Mukinbudin (S)	2011	M	257
Mukinbudin (S)	2016	F	259
Mukinbudin (S)	2016	M	295
Mundaring (S)	2006	F	17206
Mundaring (S)	2006	M	17885
Mundaring (S)	2011	F	17762
Mundaring (S)	2011	M	18765
Mundaring (S)	2016	F	18257
Mundaring (S)	2016	M	19900
Murchison (S)	2006	F	48
Murchison (S)	2006	M	63
Murchison (S)	2011	F	53
Murchison (S)	2011	M	59
Murchison (S)	2016	F	69
Murchison (S)	2016	M	87
Murray (S)	2006	F	5901
Murray (S)	2006	M	6073
Murray (S)	2011	F	6975
Murray (S)	2011	M	7172
Murray (S)	2016	F	8335
Murray (S)	2016	M	8365
Nannup (S)	2006	F	563
Nannup (S)	2006	M	625
Nannup (S)	2011	F	586
Nannup (S)	2011	M	674
Nannup (S)	2016	F	641
Nannup (S)	2016	M	685
Narembeen (S)	2006	F	430
Narembeen (S)	2006	M	472
Narembeen (S)	2011	F	394
Narembeen (S)	2011	M	416
Narembeen (S)	2016	F	398
Narembeen (S)	2016	M	408
Narrogin (S)	2006	F	2625
Narrogin (S)	2006	M	2447
Narrogin (S)	2011	F	2584
Narrogin (S)	2011	M	2515
Narrogin (S)	2016	F	2642
Narrogin (S)	2016	M	2519
Nedlands (C)	2006	F	10573
Nedlands (C)	2006	M	9763
Nedlands (C)	2011	F	10540
Nedlands (C)	2011	M	9995
Nedlands (C)	2016	F	10688
Nedlands (C)	2016	M	10425
Ngaanyatjarraku (S)	2006	F	707
Ngaanyatjarraku (S)	2006	M	627
Ngaanyatjarraku (S)	2011	F	736
Ngaanyatjarraku (S)	2011	M	701
Ngaanyatjarraku (S)	2016	F	821
Ngaanyatjarraku (S)	2016	M	784
Northam (S)	2006	F	4949
Northam (S)	2006	M	4852
Northam (S)	2011	F	5357
Northam (S)	2011	M	5200
Northam (S)	2016	F	5387
Northam (S)	2016	M	5723
Northampton (S)	2006	F	1566
Northampton (S)	2006	M	1645
Northampton (S)	2011	F	1557
Northampton (S)	2011	M	1634
Northampton (S)	2016	F	1588
Northampton (S)	2016	M	1732
Nungarin (S)	2006	F	116
Nungarin (S)	2006	M	127
Nungarin (S)	2011	F	101
Nungarin (S)	2011	M	128
Nungarin (S)	2016	F	118
Nungarin (S)	2016	M	132
Peppermint Grove (S)	2006	F	898
Peppermint Grove (S)	2006	M	686
Peppermint Grove (S)	2011	F	843
Peppermint Grove (S)	2011	M	688
Peppermint Grove (S)	2016	F	943
Peppermint Grove (S)	2016	M	692
Perenjori (S)	2006	F	259
Perenjori (S)	2006	M	272
Perenjori (S)	2011	F	295
Perenjori (S)	2011	M	606
Perenjori (S)	2016	F	219
Perenjori (S)	2016	M	397
Perth (C)	2006	F	5006
Perth (C)	2006	M	6481
Perth (C)	2011	F	7445
Perth (C)	2011	M	9268
Perth (C)	2016	F	10332
Perth (C)	2016	M	11463
Pingelly (S)	2006	F	581
Pingelly (S)	2006	M	585
Pingelly (S)	2011	F	571
Pingelly (S)	2011	M	590
Pingelly (S)	2016	F	566
Pingelly (S)	2016	M	582
Plantagenet (S)	2006	F	2229
Plantagenet (S)	2006	M	2253
Plantagenet (S)	2011	F	2386
Plantagenet (S)	2011	M	2497
Plantagenet (S)	2016	F	2467
Plantagenet (S)	2016	M	2614
Port Hedland (T)	2006	F	5530
Port Hedland (T)	2006	M	6431
Port Hedland (T)	2011	F	6469
Port Hedland (T)	2011	M	8573
Port Hedland (T)	2016	F	6744
Port Hedland (T)	2016	M	7727
Quairading (S)	2006	F	500
Quairading (S)	2006	M	516
Quairading (S)	2011	F	538
Quairading (S)	2011	M	504
Quairading (S)	2016	F	516
Quairading (S)	2016	M	504
Ravensthorpe (S)	2006	F	781
Ravensthorpe (S)	2006	M	1172
Ravensthorpe (S)	2011	F	953
Ravensthorpe (S)	2011	M	1174
Ravensthorpe (S)	2016	F	790
Ravensthorpe (S)	2016	M	941
Rockingham (C)	2006	F	42406
Rockingham (C)	2006	M	41904
Rockingham (C)	2011	F	52253
Rockingham (C)	2011	M	51853
Rockingham (C)	2016	F	63083
Rockingham (C)	2016	M	62028
Sandstone (S)	2006	F	50
Sandstone (S)	2006	M	70
Sandstone (S)	2011	F	51
Sandstone (S)	2011	M	54
Sandstone (S)	2016	F	34
Sandstone (S)	2016	M	53
Serpentine-Jarrahdale (S)	2006	F	6276
Serpentine-Jarrahdale (S)	2006	M	6622
Serpentine-Jarrahdale (S)	2011	F	8730
Serpentine-Jarrahdale (S)	2011	M	9019
Serpentine-Jarrahdale (S)	2016	F	13224
Serpentine-Jarrahdale (S)	2016	M	13612
Shark Bay (S)	2006	F	405
Shark Bay (S)	2006	M	452
Shark Bay (S)	2011	F	401
Shark Bay (S)	2011	M	459
Shark Bay (S)	2016	F	433
Shark Bay (S)	2016	M	510
South Perth (C)	2006	F	19609
South Perth (C)	2006	M	18754
South Perth (C)	2011	F	20834
South Perth (C)	2011	M	19905
South Perth (C)	2016	F	21440
South Perth (C)	2016	M	20544
Stirling (C)	2006	F	90510
Stirling (C)	2006	M	85593
Stirling (C)	2011	F	99532
Stirling (C)	2011	M	96175
Stirling (C)	2016	F	107542
Stirling (C)	2016	M	102664
Subiaco (C)	2006	F	8386
Subiaco (C)	2006	M	7992
Subiaco (C)	2011	F	9077
Subiaco (C)	2011	M	8495
Subiaco (C)	2016	F	9934
Subiaco (C)	2016	M	9421
Swan (C)	2006	F	46909
Swan (C)	2006	M	46376
Swan (C)	2011	F	54443
Swan (C)	2011	M	54018
Swan (C)	2016	F	67372
Swan (C)	2016	M	66480
Tammin (S)	2006	F	181
Tammin (S)	2006	M	209
Tammin (S)	2011	F	172
Tammin (S)	2011	M	230
Tammin (S)	2016	F	185
Tammin (S)	2016	M	217
Three Springs (S)	2006	F	311
Three Springs (S)	2006	M	348
Three Springs (S)	2011	F	306
Three Springs (S)	2011	M	312
Three Springs (S)	2016	F	290
Three Springs (S)	2016	M	306
Toodyay (S)	2006	F	2004
Toodyay (S)	2006	M	2109
Toodyay (S)	2011	F	2208
Toodyay (S)	2011	M	2180
Toodyay (S)	2016	F	2188
Toodyay (S)	2016	M	2245
Trayning (S)	2006	F	182
Trayning (S)	2006	M	208
Trayning (S)	2011	F	158
Trayning (S)	2011	M	190
Trayning (S)	2016	F	153
Trayning (S)	2016	M	191
Upper Gascoyne (S)	2006	F	130
Upper Gascoyne (S)	2006	M	153
Upper Gascoyne (S)	2011	F	113
Upper Gascoyne (S)	2011	M	138
Upper Gascoyne (S)	2016	F	119
Upper Gascoyne (S)	2016	M	158
Victoria Park (T)	2006	F	14229
Victoria Park (T)	2006	M	13725
Victoria Park (T)	2011	F	16127
Victoria Park (T)	2011	M	16307
Victoria Park (T)	2016	F	17562
Victoria Park (T)	2016	M	17429
Victoria Plains (S)	2006	F	402
Victoria Plains (S)	2006	M	499
Victoria Plains (S)	2011	F	394
Victoria Plains (S)	2011	M	498
Victoria Plains (S)	2016	F	417
Victoria Plains (S)	2016	M	494
Vincent (C)	2006	F	13730
Vincent (C)	2006	M	13997
Vincent (C)	2011	F	15484
Vincent (C)	2011	M	16062
Vincent (C)	2016	F	16891
Vincent (C)	2016	M	16807
Wagin (S)	2006	F	930
Wagin (S)	2006	M	914
Wagin (S)	2011	F	908
Wagin (S)	2011	M	940
Wagin (S)	2016	F	941
Wagin (S)	2016	M	907
Wandering (S)	2006	F	162
Wandering (S)	2006	M	196
Wandering (S)	2011	F	214
Wandering (S)	2011	M	225
Wandering (S)	2016	F	219
Wandering (S)	2016	M	226
Wanneroo (C)	2006	F	55949
Wanneroo (C)	2006	M	54993
Wanneroo (C)	2011	F	76859
Wanneroo (C)	2011	M	75222
Wanneroo (C)	2016	F	95199
Wanneroo (C)	2016	M	93015
Waroona (S)	2006	F	1721
Waroona (S)	2006	M	1729
Waroona (S)	2011	F	1809
Waroona (S)	2011	M	1774
Waroona (S)	2016	F	2076
Waroona (S)	2016	M	2071
West Arthur (S)	2006	F	397
West Arthur (S)	2006	M	456
West Arthur (S)	2011	F	418
West Arthur (S)	2011	M	449
West Arthur (S)	2016	F	392
West Arthur (S)	2016	M	418
Westonia (S)	2006	F	108
Westonia (S)	2006	M	106
Westonia (S)	2011	F	111
Westonia (S)	2011	M	168
Westonia (S)	2016	F	121
Westonia (S)	2016	M	182
Wickepin (S)	2006	F	343
Wickepin (S)	2006	M	370
Wickepin (S)	2011	F	361
Wickepin (S)	2011	M	389
Wickepin (S)	2016	F	343
Wickepin (S)	2016	M	378
Williams (S)	2006	F	416
Williams (S)	2006	M	448
Williams (S)	2011	F	437
Williams (S)	2011	M	477
Williams (S)	2016	F	458
Williams (S)	2016	M	521
Wiluna (S)	2006	F	221
Wiluna (S)	2006	M	459
Wiluna (S)	2011	F	342
Wiluna (S)	2011	M	815
Wiluna (S)	2016	F	237
Wiluna (S)	2016	M	510
Wongan-Ballidu (S)	2006	F	679
Wongan-Ballidu (S)	2006	M	707
Wongan-Ballidu (S)	2011	F	696
Wongan-Ballidu (S)	2011	M	737
Wongan-Ballidu (S)	2016	F	621
Wongan-Ballidu (S)	2016	M	708
Woodanilling (S)	2006	F	177
Woodanilling (S)	2006	M	220
Woodanilling (S)	2011	F	200
Woodanilling (S)	2011	M	221
Woodanilling (S)	2016	F	194
Woodanilling (S)	2016	M	215
Wyalkatchem (S)	2006	F	277
Wyalkatchem (S)	2006	M	282
Wyalkatchem (S)	2011	F	255
Wyalkatchem (S)	2011	M	267
Wyalkatchem (S)	2016	F	238
Wyalkatchem (S)	2016	M	271
Wyndham-East Kimberley (S)	2006	F	3128
Wyndham-East Kimberley (S)	2006	M	3468
Wyndham-East Kimberley (S)	2011	F	3749
Wyndham-East Kimberley (S)	2011	M	4049
Wyndham-East Kimberley (S)	2016	F	3618
Wyndham-East Kimberley (S)	2016	M	3534
Yalgoo (S)	2006	F	107
Yalgoo (S)	2006	M	136
Yalgoo (S)	2011	F	129
Yalgoo (S)	2011	M	281
Yalgoo (S)	2016	F	120
Yalgoo (S)	2016	M	221
Yilgarn (S)	2006	F	632
Yilgarn (S)	2006	M	785
Yilgarn (S)	2011	F	629
Yilgarn (S)	2011	M	1006
Yilgarn (S)	2016	F	471
Yilgarn (S)	2016	M	731
York (S)	2006	F	1533
York (S)	2006	M	1582
York (S)	2011	F	1702
York (S)	2011	M	1697
York (S)	2016	F	1793
York (S)	2016	M	1806
No usual address (WA)	2006	F	2541
No usual address (WA)	2006	M	3442
No usual address (WA)	2011	F	3010
No usual address (WA)	2011	M	4285
No usual address (WA)	2016	F	2415
No usual address (WA)	2016	M	3532
Migratory - Offshore - Shipping (WA)	2006	F	26
Migratory - Offshore - Shipping (WA)	2006	M	314
Migratory - Offshore - Shipping (WA)	2011	F	33
Migratory - Offshore - Shipping (WA)	2011	M	381
Migratory - Offshore - Shipping (WA)	2016	F	26
Migratory - Offshore - Shipping (WA)	2016	M	408
Break O'Day (M)	2006	F	3009
Break O'Day (M)	2006	M	3059
Break O'Day (M)	2011	F	3039
Break O'Day (M)	2011	M	3157
Break O'Day (M)	2016	F	3008
Break O'Day (M)	2016	M	3096
Brighton (M)	2006	F	7213
Brighton (M)	2006	M	6903
Brighton (M)	2011	F	7978
Brighton (M)	2011	M	7481
Brighton (M)	2016	F	8456
Brighton (M)	2016	M	8061
Burnie (C)	2006	F	9864
Burnie (C)	2006	M	9189
Burnie (C)	2011	F	10043
Burnie (C)	2011	M	9284
Burnie (C)	2016	F	9809
Burnie (C)	2016	M	9084
Central Coast (M) (Tas.)	2006	F	10597
Central Coast (M) (Tas.)	2006	M	10067
Central Coast (M) (Tas.)	2011	F	10949
Central Coast (M) (Tas.)	2011	M	10407
Central Coast (M) (Tas.)	2016	F	10983
Central Coast (M) (Tas.)	2016	M	10385
Central Highlands (M) (Tas.)	2006	F	1061
Central Highlands (M) (Tas.)	2006	M	1179
Central Highlands (M) (Tas.)	2011	F	1070
Central Highlands (M) (Tas.)	2011	M	1194
Central Highlands (M) (Tas.)	2016	F	998
Central Highlands (M) (Tas.)	2016	M	1141
Circular Head (M)	2006	F	3894
Circular Head (M)	2006	M	4066
Circular Head (M)	2011	F	3939
Circular Head (M)	2011	M	4038
Circular Head (M)	2016	F	3876
Circular Head (M)	2016	M	4046
Clarence (C)	2006	F	25512
Clarence (C)	2006	M	24123
Clarence (C)	2011	F	26542
Clarence (C)	2011	M	25310
Clarence (C)	2016	F	28234
Clarence (C)	2016	M	26587
Derwent Valley (M)	2006	F	4690
Derwent Valley (M)	2006	M	4786
Derwent Valley (M)	2011	F	4770
Derwent Valley (M)	2011	M	4930
Derwent Valley (M)	2016	F	5011
Derwent Valley (M)	2016	M	5015
Devonport (C)	2006	F	12502
Devonport (C)	2006	M	11513
Devonport (C)	2011	F	12862
Devonport (C)	2011	M	11749
Devonport (C)	2016	F	13031
Devonport (C)	2016	M	11668
Dorset (M)	2006	F	3472
Dorset (M)	2006	M	3527
Dorset (M)	2011	F	3425
Dorset (M)	2011	M	3399
Dorset (M)	2016	F	3298
Dorset (M)	2016	M	3318
Flinders (M) (Tas.)	2006	F	396
Flinders (M) (Tas.)	2006	M	459
Flinders (M) (Tas.)	2011	F	366
Flinders (M) (Tas.)	2011	M	410
Flinders (M) (Tas.)	2016	F	412
Flinders (M) (Tas.)	2016	M	490
George Town (M)	2006	F	3221
George Town (M)	2006	M	3305
George Town (M)	2011	F	3343
George Town (M)	2011	M	3294
George Town (M)	2016	F	3391
George Town (M)	2016	M	3375
Glamorgan/Spring Bay (M)	2006	F	2046
Glamorgan/Spring Bay (M)	2006	M	2141
Glamorgan/Spring Bay (M)	2011	F	2070
Glamorgan/Spring Bay (M)	2011	M	2117
Glamorgan/Spring Bay (M)	2016	F	2159
Glamorgan/Spring Bay (M)	2016	M	2238
Glenorchy (C)	2006	F	22626
Glenorchy (C)	2006	M	20784
Glenorchy (C)	2011	F	23194
Glenorchy (C)	2011	M	21466
Glenorchy (C)	2016	F	23863
Glenorchy (C)	2016	M	22388
Hobart (C)	2006	F	24538
Hobart (C)	2006	M	23164
Hobart (C)	2011	F	24923
Hobart (C)	2011	M	23776
Hobart (C)	2016	F	25866
Hobart (C)	2016	M	24573
Huon Valley (M)	2006	F	6911
Huon Valley (M)	2006	M	7091
Huon Valley (M)	2011	F	7508
Huon Valley (M)	2011	M	7632
Huon Valley (M)	2016	F	8119
Huon Valley (M)	2016	M	8079
Kentish (M)	2006	F	2824
Kentish (M)	2006	M	2940
Kentish (M)	2011	F	2958
Kentish (M)	2011	M	3127
Kentish (M)	2016	F	2993
Kentish (M)	2016	M	3133
King Island (M)	2006	F	765
King Island (M)	2006	M	869
King Island (M)	2011	F	753
King Island (M)	2011	M	817
King Island (M)	2016	F	776
King Island (M)	2016	M	810
Kingborough (M)	2006	F	15900
Kingborough (M)	2006	M	14941
Kingborough (M)	2011	F	17453
Kingborough (M)	2011	M	16441
Kingborough (M)	2016	F	18525
Kingborough (M)	2016	M	17327
Latrobe (M) (Tas.)	2006	F	4284
Latrobe (M) (Tas.)	2006	M	4349
Latrobe (M) (Tas.)	2011	F	4954
Latrobe (M) (Tas.)	2011	M	4879
Latrobe (M) (Tas.)	2016	F	5447
Latrobe (M) (Tas.)	2016	M	5256
Launceston (C)	2006	F	32287
