LGA_NAME16	Year	SpeaksEnglishOnly	persons
Coolgardie (S)	2011	0	253
Coolgardie (S)	2011	1	3288
Coolgardie (S)	2016	0	229
Coolgardie (S)	2016	1	2915
Coorow (S)	2006	0	20
Coorow (S)	2006	1	1132
Coorow (S)	2011	0	22
Coorow (S)	2011	1	985
Coorow (S)	2016	0	21
Coorow (S)	2016	1	949
Corrigin (S)	2006	0	23
Corrigin (S)	2006	1	1066
Corrigin (S)	2011	0	16
Corrigin (S)	2011	1	1012
Corrigin (S)	2016	0	27
Corrigin (S)	2016	1	996
Cottesloe (T)	2006	0	357
Cottesloe (T)	2006	1	6087
Cottesloe (T)	2011	0	451
Cottesloe (T)	2011	1	6449
Cottesloe (T)	2016	0	523
Cottesloe (T)	2016	1	6563
Cranbrook (S)	2006	0	33
Cranbrook (S)	2006	1	994
Cranbrook (S)	2011	0	35
Cranbrook (S)	2011	1	978
Cranbrook (S)	2016	0	37
Cranbrook (S)	2016	1	944
Cuballing (S)	2006	0	18
Cuballing (S)	2006	1	736
Cuballing (S)	2011	0	29
Cuballing (S)	2011	1	823
Cuballing (S)	2016	0	11
Cuballing (S)	2016	1	730
Cue (S)	2006	0	8
Cue (S)	2006	1	284
Cue (S)	2011	0	8
Cue (S)	2011	1	213
Cue (S)	2016	0	3
Cue (S)	2016	1	135
Cunderdin (S)	2006	0	27
Cunderdin (S)	2006	1	1164
Cunderdin (S)	2011	0	77
Cunderdin (S)	2011	1	1174
Cunderdin (S)	2016	0	117
Cunderdin (S)	2016	1	1211
Dalwallinu (S)	2006	0	44
Dalwallinu (S)	2006	1	1266
Dalwallinu (S)	2011	0	50
Dalwallinu (S)	2011	1	1176
Dalwallinu (S)	2016	0	139
Dalwallinu (S)	2016	1	1145
Dandaragan (S)	2006	0	67
Dandaragan (S)	2006	1	2596
Dandaragan (S)	2011	0	131
Dandaragan (S)	2011	1	2756
Dandaragan (S)	2016	0	121
Dandaragan (S)	2016	1	2801
Dardanup (S)	2006	0	341
Dardanup (S)	2006	1	9572
Dardanup (S)	2011	0	501
Dardanup (S)	2011	1	11405
Dardanup (S)	2016	0	731
Dardanup (S)	2016	1	12428
Denmark (S)	2006	0	136
Denmark (S)	2006	1	4181
Denmark (S)	2011	0	185
Denmark (S)	2011	1	4797
Denmark (S)	2016	0	239
Denmark (S)	2016	1	5069
Derby-West Kimberley (S)	2006	0	2055
Derby-West Kimberley (S)	2006	1	3931
Derby-West Kimberley (S)	2011	0	2307
Derby-West Kimberley (S)	2011	1	3861
Derby-West Kimberley (S)	2016	0	3046
Derby-West Kimberley (S)	2016	1	3743
Donnybrook-Balingup (S)	2006	0	217
Donnybrook-Balingup (S)	2006	1	4350
Donnybrook-Balingup (S)	2011	0	279
Donnybrook-Balingup (S)	2011	1	4840
Donnybrook-Balingup (S)	2016	0	257
Donnybrook-Balingup (S)	2016	1	5090
Dowerin (S)	2006	0	9
Dowerin (S)	2006	1	662
Dowerin (S)	2011	0	12
Dowerin (S)	2011	1	659
Dowerin (S)	2016	0	10
Dowerin (S)	2016	1	622
Dumbleyung (S)	2006	0	6
Dumbleyung (S)	2006	1	598
Dumbleyung (S)	2011	0	7
Dumbleyung (S)	2011	1	582
Dumbleyung (S)	2016	0	13
Dumbleyung (S)	2016	1	578
Dundas (S)	2006	0	62
Dundas (S)	2006	1	921
Dundas (S)	2011	0	54
Dundas (S)	2011	1	939
Dundas (S)	2016	0	48
Dundas (S)	2016	1	587
East Fremantle (T)	2006	0	561
East Fremantle (T)	2006	1	5675
East Fremantle (T)	2011	0	629
East Fremantle (T)	2011	1	5981
East Fremantle (T)	2016	0	604
East Fremantle (T)	2016	1	6283
East Pilbara (S)	2006	0	1287
East Pilbara (S)	2006	1	4237
East Pilbara (S)	2011	0	1998
East Pilbara (S)	2011	1	7632
East Pilbara (S)	2016	0	1971
East Pilbara (S)	2016	1	6610
Esperance (S)	2006	0	321
Esperance (S)	2006	1	11970
Esperance (S)	2011	0	485
Esperance (S)	2011	1	12209
Esperance (S)	2016	0	478
Esperance (S)	2016	1	12156
Exmouth (S)	2006	0	69
Exmouth (S)	2006	1	1847
Exmouth (S)	2011	0	120
Exmouth (S)	2011	1	2097
Exmouth (S)	2016	0	129
Exmouth (S)	2016	1	2353
Fremantle (C)	2006	0	3776
Fremantle (C)	2006	1	19216
Fremantle (C)	2011	0	4039
Fremantle (C)	2011	1	21040
Fremantle (C)	2016	0	4259
Fremantle (C)	2016	1	22160
Gingin (S)	2006	0	166
Gingin (S)	2006	1	3566
Gingin (S)	2011	0	294
Gingin (S)	2011	1	4062
Gingin (S)	2016	0	433
Gingin (S)	2016	1	4316
Gnowangerup (S)	2006	0	23
Gnowangerup (S)	2006	1	1307
Gnowangerup (S)	2011	0	24
Gnowangerup (S)	2011	1	1198
Gnowangerup (S)	2016	0	71
Gnowangerup (S)	2016	1	1028
Goomalling (S)	2006	0	9
Goomalling (S)	2006	1	896
Goomalling (S)	2011	0	32
Goomalling (S)	2011	1	916
Goomalling (S)	2016	0	19
Goomalling (S)	2016	1	911
Gosnells (C)	2006	0	12536
Gosnells (C)	2006	1	73570
Gosnells (C)	2011	0	23227
Gosnells (C)	2011	1	76432
Gosnells (C)	2016	0	37750
Gosnells (C)	2016	1	73408
Greater Geraldton (C)	2006	0	1322
Greater Geraldton (C)	2006	1	29731
Greater Geraldton (C)	2011	0	2098
Greater Geraldton (C)	2011	1	32869
Greater Geraldton (C)	2016	0	2837
Greater Geraldton (C)	2016	1	32378
Halls Creek (S)	2006	0	1202
Halls Creek (S)	2006	1	1459
Halls Creek (S)	2011	0	1719
Halls Creek (S)	2011	1	1656
Halls Creek (S)	2016	0	1149
Halls Creek (S)	2016	1	1445
Harvey (S)	2006	0	916
Harvey (S)	2006	1	17556
Harvey (S)	2011	0	1308
Harvey (S)	2011	1	20684
Harvey (S)	2016	0	1792
Harvey (S)	2016	1	22813
Irwin (S)	2006	0	37
Irwin (S)	2006	1	2846
Irwin (S)	2011	0	68
Irwin (S)	2011	1	3320
Irwin (S)	2016	0	70
Irwin (S)	2016	1	3256
Jerramungup (S)	2006	0	16
Jerramungup (S)	2006	1	1049
Jerramungup (S)	2011	0	21
Jerramungup (S)	2011	1	991
Jerramungup (S)	2016	0	26
Jerramungup (S)	2016	1	937
Joondalup (C)	2006	0	12605
Joondalup (C)	2006	1	131141
Joondalup (C)	2011	0	14986
Joondalup (C)	2011	1	132422
Joondalup (C)	2016	0	16886
Joondalup (C)	2016	1	131653
Kalamunda (S)	2006	0	3037
Kalamunda (S)	2006	1	44112
Kalamunda (S)	2011	0	4228
Kalamunda (S)	2011	1	46755
Kalamunda (S)	2016	0	6796
Kalamunda (S)	2016	1	47468
Kalgoorlie/Boulder (C)	2006	0	1573
Kalgoorlie/Boulder (C)	2006	1	23575
Kalgoorlie/Boulder (C)	2011	0	2737
Kalgoorlie/Boulder (C)	2011	1	24748
Kalgoorlie/Boulder (C)	2016	0	3458
Kalgoorlie/Boulder (C)	2016	1	23611
Karratha (C)	2006	0	1171
Karratha (C)	2006	1	12881
Karratha (C)	2011	0	2330
Karratha (C)	2011	1	15843
Karratha (C)	2016	0	2721
Karratha (C)	2016	1	15981
Katanning (S)	2006	0	509
Katanning (S)	2006	1	3243
Katanning (S)	2011	0	763
Katanning (S)	2011	1	3258
Katanning (S)	2016	0	791
Katanning (S)	2016	1	2804
Kellerberrin (S)	2006	0	29
Kellerberrin (S)	2006	1	1099
Kellerberrin (S)	2011	0	36
Kellerberrin (S)	2011	1	1089
Kellerberrin (S)	2016	0	38
Kellerberrin (S)	2016	1	1061
Kent (S)	2006	0	10
Kent (S)	2006	1	552
Kent (S)	2011	0	7
Kent (S)	2011	1	498
Kent (S)	2016	0	12
Kent (S)	2016	1	476
Kojonup (S)	2006	0	67
Kojonup (S)	2006	1	1952
Kojonup (S)	2011	0	71
Kojonup (S)	2011	1	1857
Kojonup (S)	2016	0	72
Kojonup (S)	2016	1	1719
Kondinin (S)	2006	0	16
Kondinin (S)	2006	1	918
Kondinin (S)	2011	0	27
Kondinin (S)	2011	1	948
Kondinin (S)	2016	0	38
Kondinin (S)	2016	1	756
Koorda (S)	2006	0	4
Koorda (S)	2006	1	408
Koorda (S)	2011	0	11
Koorda (S)	2011	1	418
Koorda (S)	2016	0	0
Koorda (S)	2016	1	395
Kulin (S)	2006	0	15
Kulin (S)	2006	1	841
Kulin (S)	2011	0	26
Kulin (S)	2011	1	784
Kulin (S)	2016	0	25
Kulin (S)	2016	1	689
Kwinana (C)	2006	0	1359
Kwinana (C)	2006	1	19267
Kwinana (C)	2011	0	2830
Kwinana (C)	2011	1	23680
Kwinana (C)	2016	0	7422
Kwinana (C)	2016	1	27816
Lake Grace (S)	2006	0	29
Lake Grace (S)	2006	1	1389
Lake Grace (S)	2011	0	58
Lake Grace (S)	2011	1	1257
Lake Grace (S)	2016	0	60
Lake Grace (S)	2016	1	1088
Laverton (S)	2006	0	123
Laverton (S)	2006	1	545
Laverton (S)	2011	0	242
Laverton (S)	2011	1	841
Laverton (S)	2016	0	209
Laverton (S)	2016	1	727
Leonora (S)	2006	0	129
Leonora (S)	2006	1	1198
Leonora (S)	2011	0	211
Leonora (S)	2011	1	1656
Leonora (S)	2016	0	112
Leonora (S)	2016	1	975
Mandurah (C)	2006	0	1677
Mandurah (C)	2006	1	50351
Mandurah (C)	2011	0	3436
Mandurah (C)	2011	1	62347
Mandurah (C)	2016	0	5471
Mandurah (C)	2016	1	70172
Manjimup (S)	2006	0	461
Manjimup (S)	2006	1	8347
Manjimup (S)	2011	0	480
Manjimup (S)	2011	1	8338
Manjimup (S)	2016	0	497
Manjimup (S)	2016	1	7946
Meekatharra (S)	2006	0	30
Meekatharra (S)	2006	1	858
Meekatharra (S)	2011	0	102
Meekatharra (S)	2011	1	1004
Meekatharra (S)	2016	0	85
Meekatharra (S)	2016	1	748
Melville (C)	2006	0	14452
Melville (C)	2006	1	74092
Melville (C)	2011	0	17150
Melville (C)	2011	1	74846
Melville (C)	2016	0	19500
Melville (C)	2016	1	73903
Menzies (S)	2006	0	77
Menzies (S)	2006	1	112
Menzies (S)	2011	0	185
Menzies (S)	2011	1	177
Menzies (S)	2016	0	196
Menzies (S)	2016	1	235
Merredin (S)	2006	0	116
Merredin (S)	2006	1	2938
Merredin (S)	2011	0	198
Merredin (S)	2011	1	2938
Merredin (S)	2016	0	237
Merredin (S)	2016	1	2861
Mingenew (S)	2006	0	0
Mingenew (S)	2006	1	438
Mingenew (S)	2011	0	3
Mingenew (S)	2011	1	448
Mingenew (S)	2016	0	0
Mingenew (S)	2016	1	413
Moora (S)	2006	0	49
Moora (S)	2006	1	2276
Moora (S)	2011	0	68
Moora (S)	2011	1	2296
Moora (S)	2016	0	78
Moora (S)	2016	1	2120
Morawa (S)	2006	0	20
Morawa (S)	2006	1	769
Morawa (S)	2011	0	25
Morawa (S)	2011	1	821
Morawa (S)	2016	0	23
Morawa (S)	2016	1	664
Mosman Park (T)	2006	0	881
Mosman Park (T)	2006	1	6699
Mosman Park (T)	2011	0	1061
Mosman Park (T)	2011	1	7081
Mosman Park (T)	2016	0	1185
Mosman Park (T)	2016	1	6874
Mount Magnet (S)	2006	0	7
Mount Magnet (S)	2006	1	375
Mount Magnet (S)	2011	0	23
Mount Magnet (S)	2011	1	570
Mount Magnet (S)	2016	0	17
Mount Magnet (S)	2016	1	340
Mount Marshall (S)	2006	0	4
Mount Marshall (S)	2006	1	593
Mount Marshall (S)	2011	0	3
Mount Marshall (S)	2011	1	471
Mount Marshall (S)	2016	0	4
Mount Marshall (S)	2016	1	478
Mukinbudin (S)	2006	0	8
Mukinbudin (S)	2006	1	555
Mukinbudin (S)	2011	0	9
Mukinbudin (S)	2011	1	481
Mukinbudin (S)	2016	0	11
Mukinbudin (S)	2016	1	507
Mundaring (S)	2006	0	1568
Mundaring (S)	2006	1	31119
Mundaring (S)	2011	0	1836
Mundaring (S)	2011	1	31622
Mundaring (S)	2016	0	2333
Mundaring (S)	2016	1	32038
Murchison (S)	2006	0	5
Murchison (S)	2006	1	98
Murchison (S)	2011	0	18
Murchison (S)	2011	1	89
Murchison (S)	2016	0	15
Murchison (S)	2016	1	94
Murray (S)	2006	0	231
Murray (S)	2006	1	10891
Murray (S)	2011	0	328
Murray (S)	2011	1	13009
Murray (S)	2016	0	491
Murray (S)	2016	1	14894
Nannup (S)	2006	0	28
Nannup (S)	2006	1	1112
Nannup (S)	2011	0	36
Nannup (S)	2011	1	1169
Nannup (S)	2016	0	38
Nannup (S)	2016	1	1178
Narembeen (S)	2006	0	33
Narembeen (S)	2006	1	844
Narembeen (S)	2011	0	31
Narembeen (S)	2011	1	745
Narembeen (S)	2016	0	34
Narembeen (S)	2016	1	707
Narrogin (S)	2006	0	165
Narrogin (S)	2006	1	4743
Narrogin (S)	2011	0	256
Narrogin (S)	2011	1	4622
Narrogin (S)	2016	0	299
Narrogin (S)	2016	1	4288
Nedlands (C)	2006	0	2135
Nedlands (C)	2006	1	16839
Nedlands (C)	2011	0	2751
Nedlands (C)	2011	1	17010
Nedlands (C)	2016	0	3184
Nedlands (C)	2016	1	16987
Ngaanyatjarraku (S)	2006	0	985
Ngaanyatjarraku (S)	2006	1	251
Ngaanyatjarraku (S)	2011	0	1130
Ngaanyatjarraku (S)	2011	1	237
Ngaanyatjarraku (S)	2016	0	1301
Ngaanyatjarraku (S)	2016	1	157
Northam (S)	2006	0	381
Northam (S)	2006	1	8755
Northam (S)	2011	0	555
Northam (S)	2011	1	9175
Northam (S)	2016	0	556
Northam (S)	2016	1	9080
Northampton (S)	2006	0	51
Northampton (S)	2006	1	2965
Northampton (S)	2011	0	62
Northampton (S)	2011	1	2989
Northampton (S)	2016	0	71
Northampton (S)	2016	1	2910
Nungarin (S)	2006	0	3
Nungarin (S)	2006	1	239
Nungarin (S)	2011	0	3
Nungarin (S)	2011	1	212
Nungarin (S)	2016	0	11
Nungarin (S)	2016	1	228
Peppermint Grove (S)	2006	0	106
Peppermint Grove (S)	2006	1	1372
Peppermint Grove (S)	2011	0	121
Peppermint Grove (S)	2011	1	1278
Peppermint Grove (S)	2016	0	151
Peppermint Grove (S)	2016	1	1383
Perenjori (S)	2006	0	0
Perenjori (S)	2006	1	499
Perenjori (S)	2011	0	45
Perenjori (S)	2011	1	795
Perenjori (S)	2016	0	26
Perenjori (S)	2016	1	528
Perth (C)	2006	0	3024
Perth (C)	2006	1	5778
Perth (C)	2011	0	5174
Perth (C)	2011	1	8831
Perth (C)	2016	0	8044
Perth (C)	2016	1	10220
Pingelly (S)	2006	0	36
Pingelly (S)	2006	1	1033
Pingelly (S)	2011	0	29
Pingelly (S)	2011	1	1086
Pingelly (S)	2016	0	17
Pingelly (S)	2016	1	1004
Plantagenet (S)	2006	0	157
Plantagenet (S)	2006	1	4052
Plantagenet (S)	2011	0	228
Plantagenet (S)	2011	1	4337
Plantagenet (S)	2016	0	291
Plantagenet (S)	2016	1	4293
Port Hedland (T)	2006	0	1173
Port Hedland (T)	2006	1	7622
Port Hedland (T)	2011	0	1533
Port Hedland (T)	2011	1	10433
Port Hedland (T)	2016	0	2072
Port Hedland (T)	2016	1	10150
Quairading (S)	2006	0	18
Quairading (S)	2006	1	958
Quairading (S)	2011	0	20
Quairading (S)	2011	1	1004
Quairading (S)	2016	0	17
Quairading (S)	2016	1	866
Ravensthorpe (S)	2006	0	96
Ravensthorpe (S)	2006	1	1743
Ravensthorpe (S)	2011	0	87
Ravensthorpe (S)	2011	1	1901
Ravensthorpe (S)	2016	0	84
Ravensthorpe (S)	2016	1	1439
Rockingham (C)	2006	0	3419
Rockingham (C)	2006	1	75304
Rockingham (C)	2011	0	6065
Rockingham (C)	2011	1	92619
Rockingham (C)	2016	0	9673
Rockingham (C)	2016	1	106543
Sandstone (S)	2006	0	0
Sandstone (S)	2006	1	102
Sandstone (S)	2011	0	0
Sandstone (S)	2011	1	90
Sandstone (S)	2016	0	5
Sandstone (S)	2016	1	75
Serpentine-Jarrahdale (S)	2006	0	463
Serpentine-Jarrahdale (S)	2006	1	11861
Serpentine-Jarrahdale (S)	2011	0	755
Serpentine-Jarrahdale (S)	2011	1	16048
Serpentine-Jarrahdale (S)	2016	0	2470
Serpentine-Jarrahdale (S)	2016	1	22450
Shark Bay (S)	2006	0	23
Shark Bay (S)	2006	1	719
Shark Bay (S)	2011	0	25
Shark Bay (S)	2011	1	803
Shark Bay (S)	2016	0	64
Shark Bay (S)	2016	1	792
South Perth (C)	2006	0	6558
South Perth (C)	2006	1	28819
South Perth (C)	2011	0	8283
South Perth (C)	2011	1	29978
South Perth (C)	2016	0	9268
South Perth (C)	2016	1	29903
Stirling (C)	2006	0	36270
Stirling (C)	2006	1	128581
Stirling (C)	2011	0	47568
Stirling (C)	2011	1	136357
Stirling (C)	2016	0	57372
Stirling (C)	2016	1	139376
Subiaco (C)	2006	0	2363
Subiaco (C)	2006	1	12679
Subiaco (C)	2011	0	3343
Subiaco (C)	2011	1	13114
Subiaco (C)	2016	0	4337
Subiaco (C)	2016	1	13691
Swan (C)	2006	0	13100
Swan (C)	2006	1	74304
Swan (C)	2011	0	17190
Swan (C)	2011	1	85462
Swan (C)	2016	0	27736
Swan (C)	2016	1	97071
Tammin (S)	2006	0	4
Tammin (S)	2006	1	367
Tammin (S)	2011	0	5
Tammin (S)	2011	1	378
Tammin (S)	2016	0	14
Tammin (S)	2016	1	335
Three Springs (S)	2006	0	27
Three Springs (S)	2006	1	611
Three Springs (S)	2011	0	38
Three Springs (S)	2011	1	534
Three Springs (S)	2016	0	28
Three Springs (S)	2016	1	516
Toodyay (S)	2006	0	110
Toodyay (S)	2006	1	3771
Toodyay (S)	2011	0	133
Toodyay (S)	2011	1	3956
Toodyay (S)	2016	0	155
Toodyay (S)	2016	1	3870
Trayning (S)	2006	0	11
Trayning (S)	2006	1	367
Trayning (S)	2011	0	3
Trayning (S)	2011	1	335
Trayning (S)	2016	0	3
Trayning (S)	2016	1	286
Upper Gascoyne (S)	2006	0	3
Upper Gascoyne (S)	2006	1	244
Upper Gascoyne (S)	2011	0	9
Upper Gascoyne (S)	2011	1	214
Upper Gascoyne (S)	2016	0	17
Upper Gascoyne (S)	2016	1	226
Victoria Park (T)	2006	0	5410
Victoria Park (T)	2006	1	19977
Victoria Park (T)	2011	0	8320
Victoria Park (T)	2011	1	21361
Victoria Park (T)	2016	0	9430
Victoria Park (T)	2016	1	22385
Victoria Plains (S)	2006	0	12
Victoria Plains (S)	2006	1	844
Victoria Plains (S)	2011	0	30
Victoria Plains (S)	2011	1	823
Victoria Plains (S)	2016	0	37
Victoria Plains (S)	2016	1	789
Vincent (C)	2006	0	5807
Vincent (C)	2006	1	19231
Vincent (C)	2011	0	7037
Vincent (C)	2011	1	22094
Vincent (C)	2016	0	7353
Vincent (C)	2016	1	23562
Wagin (S)	2006	0	24
Wagin (S)	2006	1	1710
Wagin (S)	2011	0	51
Wagin (S)	2011	1	1737
Wagin (S)	2016	0	32
Wagin (S)	2016	1	1639
Wandering (S)	2006	0	6
Wandering (S)	2006	1	315
Wandering (S)	2011	0	11
Wandering (S)	2011	1	410
Wandering (S)	2016	0	10
Wandering (S)	2016	1	384
Wanneroo (C)	2006	0	16955
Wanneroo (C)	2006	1	87975
Wanneroo (C)	2011	0	26915
Wanneroo (C)	2011	1	117862
Wanneroo (C)	2016	0	38255
Wanneroo (C)	2016	1	139269
Waroona (S)	2006	0	211
Waroona (S)	2006	1	3061
Waroona (S)	2011	0	243
Waroona (S)	2011	1	3211
Waroona (S)	2016	0	235
Waroona (S)	2016	1	3453
West Arthur (S)	2006	0	14
West Arthur (S)	2006	1	814
West Arthur (S)	2011	0	16
West Arthur (S)	2011	1	833
West Arthur (S)	2016	0	7
West Arthur (S)	2016	1	729
Westonia (S)	2006	0	7
Westonia (S)	2006	1	195
Westonia (S)	2011	0	14
Westonia (S)	2011	1	254
Westonia (S)	2016	0	16
Westonia (S)	2016	1	246
Wickepin (S)	2006	0	6
Wickepin (S)	2006	1	695
Wickepin (S)	2011	0	11
Wickepin (S)	2011	1	700
Wickepin (S)	2016	0	9
Wickepin (S)	2016	1	658
Williams (S)	2006	0	12
Williams (S)	2006	1	821
Williams (S)	2011	0	5
Williams (S)	2011	1	866
Williams (S)	2016	0	19
Williams (S)	2016	1	872
Wiluna (S)	2006	0	172
Wiluna (S)	2006	1	449
Wiluna (S)	2011	0	290
Wiluna (S)	2011	1	723
Wiluna (S)	2016	0	220
Wiluna (S)	2016	1	383
Wongan-Ballidu (S)	2006	0	29
Wongan-Ballidu (S)	2006	1	1322
Wongan-Ballidu (S)	2011	0	43
Wongan-Ballidu (S)	2011	1	1329
Wongan-Ballidu (S)	2016	0	49
Wongan-Ballidu (S)	2016	1	1231
Woodanilling (S)	2006	0	4
Woodanilling (S)	2006	1	370
Woodanilling (S)	2011	0	4
Woodanilling (S)	2011	1	412
Woodanilling (S)	2016	0	9
Woodanilling (S)	2016	1	379
Wyalkatchem (S)	2006	0	4
Wyalkatchem (S)	2006	1	544
Wyalkatchem (S)	2011	0	10
Wyalkatchem (S)	2011	1	469
Wyalkatchem (S)	2016	0	8
Wyalkatchem (S)	2016	1	442
Wyndham-East Kimberley (S)	2006	0	560
Wyndham-East Kimberley (S)	2006	1	5044
Wyndham-East Kimberley (S)	2011	0	777
Wyndham-East Kimberley (S)	2011	1	6206
Wyndham-East Kimberley (S)	2016	0	846
Wyndham-East Kimberley (S)	2016	1	5410
Yalgoo (S)	2006	0	4
Yalgoo (S)	2006	1	207
Yalgoo (S)	2011	0	18
Yalgoo (S)	2011	1	320
Yalgoo (S)	2016	0	21
Yalgoo (S)	2016	1	254
Yilgarn (S)	2006	0	47
Yilgarn (S)	2006	1	1289
Yilgarn (S)	2011	0	63
Yilgarn (S)	2011	1	1390
Yilgarn (S)	2016	0	50
Yilgarn (S)	2016	1	981
York (S)	2006	0	64
York (S)	2006	1	2926
York (S)	2011	0	89
York (S)	2011	1	3120
York (S)	2016	0	85
York (S)	2016	1	3127
No usual address (WA)	2006	0	460
No usual address (WA)	2006	1	4837
No usual address (WA)	2011	0	698
No usual address (WA)	2011	1	5334
No usual address (WA)	2016	0	585
No usual address (WA)	2016	1	3819
Migratory - Offshore - Shipping (WA)	2006	0	27
Migratory - Offshore - Shipping (WA)	2006	1	281
Migratory - Offshore - Shipping (WA)	2011	0	39
Migratory - Offshore - Shipping (WA)	2011	1	311
Migratory - Offshore - Shipping (WA)	2016	0	53
Migratory - Offshore - Shipping (WA)	2016	1	309
Break O'Day (M)	2006	0	80
Break O'Day (M)	2006	1	5638
Break O'Day (M)	2011	0	120
Break O'Day (M)	2011	1	5817
Break O'Day (M)	2016	0	128
Break O'Day (M)	2016	1	5521
Brighton (M)	2006	0	218
Brighton (M)	2006	1	12911
Brighton (M)	2011	0	297
Brighton (M)	2011	1	14341
Brighton (M)	2016	0	311
Brighton (M)	2016	1	15088
Burnie (C)	2006	0	417
Burnie (C)	2006	1	17889
Burnie (C)	2011	0	521
Burnie (C)	2011	1	17993
Burnie (C)	2016	0	552
Burnie (C)	2016	1	17287
Central Coast (M) (Tas.)	2006	0	285
Central Coast (M) (Tas.)	2006	1	19615
Central Coast (M) (Tas.)	2011	0	334
Central Coast (M) (Tas.)	2011	1	20188
Central Coast (M) (Tas.)	2016	0	371
Central Coast (M) (Tas.)	2016	1	19743
Central Highlands (M) (Tas.)	2006	0	23
Central Highlands (M) (Tas.)	2006	1	2087
Central Highlands (M) (Tas.)	2011	0	44
Central Highlands (M) (Tas.)	2011	1	2108
Central Highlands (M) (Tas.)	2016	0	27
Central Highlands (M) (Tas.)	2016	1	1969
Circular Head (M)	2006	0	103
Circular Head (M)	2006	1	7608
Circular Head (M)	2011	0	141
Circular Head (M)	2011	1	7513
Circular Head (M)	2016	0	173
Circular Head (M)	2016	1	7144
Clarence (C)	2006	0	1272
Clarence (C)	2006	1	45879
Clarence (C)	2011	0	1847
Clarence (C)	2011	1	47790
Clarence (C)	2016	0	2235
Clarence (C)	2016	1	49469
Derwent Valley (M)	2006	0	103
Derwent Valley (M)	2006	1	8812
Derwent Valley (M)	2011	0	128
Derwent Valley (M)	2011	1	9214
Derwent Valley (M)	2016	0	162
Derwent Valley (M)	2016	1	9202
Devonport (C)	2006	0	511
Devonport (C)	2006	1	22587
Devonport (C)	2011	0	552
Devonport (C)	2011	1	23127
Devonport (C)	2016	0	728
Devonport (C)	2016	1	22521
Dorset (M)	2006	0	63
Dorset (M)	2006	1	6637
Dorset (M)	2011	0	94
Dorset (M)	2011	1	6476
Dorset (M)	2016	0	123
Dorset (M)	2016	1	6017
Flinders (M) (Tas.)	2006	0	8
Flinders (M) (Tas.)	2006	1	823
Flinders (M) (Tas.)	2011	0	15
Flinders (M) (Tas.)	2011	1	715
Flinders (M) (Tas.)	2016	0	14
Flinders (M) (Tas.)	2016	1	839
George Town (M)	2006	0	112
George Town (M)	2006	1	6111
George Town (M)	2011	0	124
George Town (M)	2011	1	6322
George Town (M)	2016	0	111
George Town (M)	2016	1	6063
Glamorgan/Spring Bay (M)	2006	0	89
Glamorgan/Spring Bay (M)	2006	1	3862
Glamorgan/Spring Bay (M)	2011	0	99
Glamorgan/Spring Bay (M)	2011	1	3935
Glamorgan/Spring Bay (M)	2016	0	129
Glamorgan/Spring Bay (M)	2016	1	3906
Glenorchy (C)	2006	0	2287
Glenorchy (C)	2006	1	38865
Glenorchy (C)	2011	0	3296
Glenorchy (C)	2011	1	39597
Glenorchy (C)	2016	0	4384
Glenorchy (C)	2016	1	38787
Hobart (C)	2006	0	4838
Hobart (C)	2006	1	40194
Hobart (C)	2011	0	6122
Hobart (C)	2011	1	40334
Hobart (C)	2016	0	7592
Hobart (C)	2016	1	39877
Huon Valley (M)	2006	0	316
Huon Valley (M)	2006	1	13119
Huon Valley (M)	2011	0	452
Huon Valley (M)	2011	1	14226
Huon Valley (M)	2016	0	562
Huon Valley (M)	2016	1	14537
Kentish (M)	2006	0	90
Kentish (M)	2006	1	5512
Kentish (M)	2011	0	161
Kentish (M)	2011	1	5778
Kentish (M)	2016	0	199
Kentish (M)	2016	1	5527
King Island (M)	2006	0	45
King Island (M)	2006	1	1532
King Island (M)	2011	0	60
King Island (M)	2011	1	1451
King Island (M)	2016	0	71
King Island (M)	2016	1	1383
Kingborough (M)	2006	0	1389
Kingborough (M)	2006	1	28469
Kingborough (M)	2011	0	1846
Kingborough (M)	2011	1	31023
Kingborough (M)	2016	0	2169
Kingborough (M)	2016	1	32091
Latrobe (M) (Tas.)	2006	0	120
Latrobe (M) (Tas.)	2006	1	8216
Latrobe (M) (Tas.)	2011	0	195
Latrobe (M) (Tas.)	2011	1	9358
Latrobe (M) (Tas.)	2016	0	214
Latrobe (M) (Tas.)	2016	1	9827
Launceston (C)	2006	0	2453
Launceston (C)	2006	1	56825
Launceston (C)	2011	0	3548
Launceston (C)	2011	1	58109
Launceston (C)	2016	0	4648
Launceston (C)	2016	1	56019
Meander Valley (M)	2006	0	354
Meander Valley (M)	2006	1	17243
Meander Valley (M)	2011	0	421
Meander Valley (M)	2011	1	17916
Meander Valley (M)	2016	0	494
Meander Valley (M)	2016	1	17590
Northern Midlands (M)	2006	0	144
Northern Midlands (M)	2006	1	11452
Northern Midlands (M)	2011	0	169
Northern Midlands (M)	2011	1	11738
Northern Midlands (M)	2016	0	201
Northern Midlands (M)	2016	1	11645
Sorell (M)	2006	0	206
Sorell (M)	2006	1	11269
Sorell (M)	2011	0	231
Sorell (M)	2011	1	12437
Sorell (M)	2016	0	298
Sorell (M)	2016	1	13240
Southern Midlands (M)	2006	0	42
Southern Midlands (M)	2006	1	5356
Southern Midlands (M)	2011	0	65
Southern Midlands (M)	2011	1	5703
