LGA_NAME16	Year	BornAust	persons
Collie (S)	2006	0	1032
Collie (S)	2006	1	6899
Collie (S)	2011	0	1320
Collie (S)	2011	1	7240
Collie (S)	2016	0	989
Collie (S)	2016	1	6921
Coolgardie (S)	2006	0	666
Coolgardie (S)	2006	1	2656
Coolgardie (S)	2011	0	830
Coolgardie (S)	2011	1	2659
Coolgardie (S)	2016	0	666
Coolgardie (S)	2016	1	2414
Coorow (S)	2006	0	115
Coorow (S)	2006	1	1025
Coorow (S)	2011	0	128
Coorow (S)	2011	1	887
Coorow (S)	2016	0	114
Coorow (S)	2016	1	835
Corrigin (S)	2006	0	84
Corrigin (S)	2006	1	992
Corrigin (S)	2011	0	106
Corrigin (S)	2011	1	925
Corrigin (S)	2016	0	117
Corrigin (S)	2016	1	893
Cottesloe (T)	2006	0	1495
Cottesloe (T)	2006	1	4921
Cottesloe (T)	2011	0	1771
Cottesloe (T)	2011	1	5102
Cottesloe (T)	2016	0	1901
Cottesloe (T)	2016	1	5174
Cranbrook (S)	2006	0	172
Cranbrook (S)	2006	1	837
Cranbrook (S)	2011	0	159
Cranbrook (S)	2011	1	850
Cranbrook (S)	2016	0	175
Cranbrook (S)	2016	1	788
Cuballing (S)	2006	0	109
Cuballing (S)	2006	1	648
Cuballing (S)	2011	0	117
Cuballing (S)	2011	1	724
Cuballing (S)	2016	0	107
Cuballing (S)	2016	1	626
Cue (S)	2006	0	43
Cue (S)	2006	1	239
Cue (S)	2011	0	43
Cue (S)	2011	1	182
Cue (S)	2016	0	33
Cue (S)	2016	1	113
Cunderdin (S)	2006	0	122
Cunderdin (S)	2006	1	1033
Cunderdin (S)	2011	0	195
Cunderdin (S)	2011	1	1040
Cunderdin (S)	2016	0	245
Cunderdin (S)	2016	1	1066
Dalwallinu (S)	2006	0	125
Dalwallinu (S)	2006	1	1163
Dalwallinu (S)	2011	0	164
Dalwallinu (S)	2011	1	1041
Dalwallinu (S)	2016	0	254
Dalwallinu (S)	2016	1	1016
Dandaragan (S)	2006	0	361
Dandaragan (S)	2006	1	2266
Dandaragan (S)	2011	0	449
Dandaragan (S)	2011	1	2390
Dandaragan (S)	2016	0	435
Dandaragan (S)	2016	1	2427
Dardanup (S)	2006	0	1514
Dardanup (S)	2006	1	8307
Dardanup (S)	2011	0	1944
Dardanup (S)	2011	1	9878
Dardanup (S)	2016	0	2332
Dardanup (S)	2016	1	10713
Denmark (S)	2006	0	1074
Denmark (S)	2006	1	3155
Denmark (S)	2011	0	1246
Denmark (S)	2011	1	3683
Denmark (S)	2016	0	1328
Denmark (S)	2016	1	3887
Derby-West Kimberley (S)	2006	0	395
Derby-West Kimberley (S)	2006	1	5618
Derby-West Kimberley (S)	2011	0	1826
Derby-West Kimberley (S)	2011	1	5746
Derby-West Kimberley (S)	2016	0	619
Derby-West Kimberley (S)	2016	1	6457
Donnybrook-Balingup (S)	2006	0	867
Donnybrook-Balingup (S)	2006	1	3617
Donnybrook-Balingup (S)	2011	0	1033
Donnybrook-Balingup (S)	2011	1	4027
Donnybrook-Balingup (S)	2016	0	1022
Donnybrook-Balingup (S)	2016	1	4226
Dowerin (S)	2006	0	56
Dowerin (S)	2006	1	609
Dowerin (S)	2011	0	50
Dowerin (S)	2011	1	603
Dowerin (S)	2016	0	55
Dowerin (S)	2016	1	576
Dumbleyung (S)	2006	0	53
Dumbleyung (S)	2006	1	540
Dumbleyung (S)	2011	0	71
Dumbleyung (S)	2011	1	508
Dumbleyung (S)	2016	0	62
Dumbleyung (S)	2016	1	519
Dundas (S)	2006	0	207
Dundas (S)	2006	1	758
Dundas (S)	2011	0	234
Dundas (S)	2011	1	735
Dundas (S)	2016	0	157
Dundas (S)	2016	1	469
East Fremantle (T)	2006	0	1596
East Fremantle (T)	2006	1	4596
East Fremantle (T)	2011	0	1751
East Fremantle (T)	2011	1	4834
East Fremantle (T)	2016	0	1737
East Fremantle (T)	2016	1	5122
East Pilbara (S)	2006	0	1061
East Pilbara (S)	2006	1	4423
East Pilbara (S)	2011	0	2363
East Pilbara (S)	2011	1	7374
East Pilbara (S)	2016	0	2117
East Pilbara (S)	2016	1	6445
Esperance (S)	2006	0	1483
Esperance (S)	2006	1	10622
Esperance (S)	2011	0	1759
Esperance (S)	2011	1	10806
Esperance (S)	2016	0	1767
Esperance (S)	2016	1	10694
Exmouth (S)	2006	0	335
Exmouth (S)	2006	1	1543
Exmouth (S)	2011	0	399
Exmouth (S)	2011	1	1815
Exmouth (S)	2016	0	442
Exmouth (S)	2016	1	1997
Fremantle (C)	2006	0	7351
Fremantle (C)	2006	1	15408
Fremantle (C)	2011	0	8321
Fremantle (C)	2011	1	16594
Fremantle (C)	2016	0	8711
Fremantle (C)	2016	1	17550
Gingin (S)	2006	0	832
Gingin (S)	2006	1	2834
Gingin (S)	2011	0	1067
Gingin (S)	2011	1	3234
Gingin (S)	2016	0	1231
Gingin (S)	2016	1	3384
Gnowangerup (S)	2006	0	137
Gnowangerup (S)	2006	1	1165
Gnowangerup (S)	2011	0	108
Gnowangerup (S)	2011	1	1094
Gnowangerup (S)	2016	0	171
Gnowangerup (S)	2016	1	905
Goomalling (S)	2006	0	93
Goomalling (S)	2006	1	790
Goomalling (S)	2011	0	95
Goomalling (S)	2011	1	816
Goomalling (S)	2016	0	100
Goomalling (S)	2016	1	810
Gosnells (C)	2006	0	28927
Gosnells (C)	2006	1	56749
Gosnells (C)	2011	0	40225
Gosnells (C)	2011	1	59557
Gosnells (C)	2016	0	51096
Gosnells (C)	2016	1	60443
Greater Geraldton (C)	2006	0	3867
Greater Geraldton (C)	2006	1	26984
Greater Geraldton (C)	2011	0	5342
Greater Geraldton (C)	2011	1	29600
Greater Geraldton (C)	2016	0	5708
Greater Geraldton (C)	2016	1	29553
Halls Creek (S)	2006	0	81
Halls Creek (S)	2006	1	2740
Halls Creek (S)	2011	0	131
Halls Creek (S)	2011	1	3317
Halls Creek (S)	2016	0	188
Halls Creek (S)	2016	1	2687
Harvey (S)	2006	0	3010
Harvey (S)	2006	1	15189
Harvey (S)	2011	0	4329
Harvey (S)	2011	1	17514
Harvey (S)	2016	0	5087
Harvey (S)	2016	1	19334
Irwin (S)	2006	0	412
Irwin (S)	2006	1	2417
Irwin (S)	2011	0	492
Irwin (S)	2011	1	2885
Irwin (S)	2016	0	485
Irwin (S)	2016	1	2782
Jerramungup (S)	2006	0	111
Jerramungup (S)	2006	1	945
Jerramungup (S)	2011	0	117
Jerramungup (S)	2011	1	885
Jerramungup (S)	2016	0	127
Jerramungup (S)	2016	1	827
Joondalup (C)	2006	0	52145
Joondalup (C)	2006	1	89846
Joondalup (C)	2011	0	57425
Joondalup (C)	2011	1	89343
Joondalup (C)	2016	0	58441
Joondalup (C)	2016	1	89515
Kalamunda (S)	2006	0	13160
Kalamunda (S)	2006	1	33501
Kalamunda (S)	2011	0	14943
Kalamunda (S)	2011	1	35803
Kalamunda (S)	2016	0	16696
Kalamunda (S)	2016	1	37263
Kalgoorlie/Boulder (C)	2006	0	4541
Kalgoorlie/Boulder (C)	2006	1	20436
Kalgoorlie/Boulder (C)	2011	0	6897
Kalgoorlie/Boulder (C)	2011	1	20547
Kalgoorlie/Boulder (C)	2016	0	7156
Kalgoorlie/Boulder (C)	2016	1	19758
Karratha (C)	2006	0	2373
Karratha (C)	2006	1	11732
Karratha (C)	2011	0	4707
Karratha (C)	2011	1	13570
Karratha (C)	2016	0	4429
Karratha (C)	2016	1	14295
Katanning (S)	2006	0	585
Katanning (S)	2006	1	3134
Katanning (S)	2011	0	825
Katanning (S)	2011	1	3156
Katanning (S)	2016	0	843
Katanning (S)	2016	1	2720
Kellerberrin (S)	2006	0	121
Kellerberrin (S)	2006	1	998
Kellerberrin (S)	2011	0	116
Kellerberrin (S)	2011	1	1007
Kellerberrin (S)	2016	0	131
Kellerberrin (S)	2016	1	953
Kent (S)	2006	0	42
Kent (S)	2006	1	510
Kent (S)	2011	0	46
Kent (S)	2011	1	454
Kent (S)	2016	0	52
Kent (S)	2016	1	433
Kojonup (S)	2006	0	246
Kojonup (S)	2006	1	1733
Kojonup (S)	2011	0	264
Kojonup (S)	2011	1	1637
Kojonup (S)	2016	0	246
Kojonup (S)	2016	1	1523
Kondinin (S)	2006	0	87
Kondinin (S)	2006	1	840
Kondinin (S)	2011	0	128
Kondinin (S)	2011	1	834
Kondinin (S)	2016	0	121
Kondinin (S)	2016	1	670
Koorda (S)	2006	0	36
Koorda (S)	2006	1	375
Koorda (S)	2011	0	45
Koorda (S)	2011	1	373
Koorda (S)	2016	0	46
Koorda (S)	2016	1	338
Kulin (S)	2006	0	81
Kulin (S)	2006	1	762
Kulin (S)	2011	0	87
Kulin (S)	2011	1	724
Kulin (S)	2016	0	76
Kulin (S)	2016	1	627
Kwinana (C)	2006	0	5932
Kwinana (C)	2006	1	14950
Kwinana (C)	2011	0	8639
Kwinana (C)	2011	1	18244
Kwinana (C)	2016	0	13387
Kwinana (C)	2016	1	22541
Lake Grace (S)	2006	0	156
Lake Grace (S)	2006	1	1236
Lake Grace (S)	2011	0	183
Lake Grace (S)	2011	1	1127
Lake Grace (S)	2016	0	143
Lake Grace (S)	2016	1	994
Laverton (S)	2006	0	129
Laverton (S)	2006	1	550
Laverton (S)	2011	0	244
Laverton (S)	2011	1	852
Laverton (S)	2016	0	234
Laverton (S)	2016	1	716
Leonora (S)	2006	0	307
Leonora (S)	2006	1	1011
Leonora (S)	2011	0	591
Leonora (S)	2011	1	1376
Leonora (S)	2016	0	251
Leonora (S)	2016	1	810
Mandurah (C)	2006	0	11862
Mandurah (C)	2006	1	39314
Mandurah (C)	2011	0	17630
Mandurah (C)	2011	1	47701
Mandurah (C)	2016	0	22221
Mandurah (C)	2016	1	52883
Manjimup (S)	2006	0	1347
Manjimup (S)	2006	1	7299
Manjimup (S)	2011	0	1409
Manjimup (S)	2011	1	7322
Manjimup (S)	2016	0	1385
Manjimup (S)	2016	1	6888
Meekatharra (S)	2006	0	92
Meekatharra (S)	2006	1	780
Meekatharra (S)	2011	0	185
Meekatharra (S)	2011	1	939
Meekatharra (S)	2016	0	150
Meekatharra (S)	2016	1	667
Melville (C)	2006	0	29460
Melville (C)	2006	1	57989
Melville (C)	2011	0	32643
Melville (C)	2011	1	58758
Melville (C)	2016	0	33804
Melville (C)	2016	1	59577
Menzies (S)	2006	0	17
Menzies (S)	2006	1	193
Menzies (S)	2011	0	18
Menzies (S)	2011	1	347
Menzies (S)	2016	0	74
Menzies (S)	2016	1	352
Merredin (S)	2006	0	374
Merredin (S)	2006	1	2636
Merredin (S)	2011	0	481
Merredin (S)	2011	1	2615
Merredin (S)	2016	0	521
Merredin (S)	2016	1	2549
Mingenew (S)	2006	0	34
Mingenew (S)	2006	1	399
Mingenew (S)	2011	0	40
Mingenew (S)	2011	1	423
Mingenew (S)	2016	0	39
Mingenew (S)	2016	1	372
Moora (S)	2006	0	255
Moora (S)	2006	1	2040
Moora (S)	2011	0	298
Moora (S)	2011	1	2048
Moora (S)	2016	0	261
Moora (S)	2016	1	1877
Morawa (S)	2006	0	74
Morawa (S)	2006	1	710
Morawa (S)	2011	0	93
Morawa (S)	2011	1	725
Morawa (S)	2016	0	74
Morawa (S)	2016	1	596
Mosman Park (T)	2006	0	2374
Mosman Park (T)	2006	1	5138
Mosman Park (T)	2011	0	2806
Mosman Park (T)	2011	1	5273
Mosman Park (T)	2016	0	2799
Mosman Park (T)	2016	1	5224
Mount Magnet (S)	2006	0	49
Mount Magnet (S)	2006	1	330
Mount Magnet (S)	2011	0	88
Mount Magnet (S)	2011	1	502
Mount Magnet (S)	2016	0	60
Mount Magnet (S)	2016	1	297
Mount Marshall (S)	2006	0	51
Mount Marshall (S)	2006	1	538
Mount Marshall (S)	2011	0	38
Mount Marshall (S)	2011	1	432
Mount Marshall (S)	2016	0	52
Mount Marshall (S)	2016	1	420
Mukinbudin (S)	2006	0	51
Mukinbudin (S)	2006	1	497
Mukinbudin (S)	2011	0	45
Mukinbudin (S)	2011	1	427
Mukinbudin (S)	2016	0	62
Mukinbudin (S)	2016	1	448
Mundaring (S)	2006	0	8540
Mundaring (S)	2006	1	24645
Mundaring (S)	2011	0	9987
Mundaring (S)	2011	1	24640
Mundaring (S)	2016	0	9264
Mundaring (S)	2016	1	26774
Murchison (S)	2006	0	4
Murchison (S)	2006	1	98
Murchison (S)	2011	0	16
Murchison (S)	2011	1	88
Murchison (S)	2016	0	13
Murchison (S)	2016	1	94
Murray (S)	2006	0	2229
Murray (S)	2006	1	8706
Murray (S)	2011	0	2647
Murray (S)	2011	1	10592
Murray (S)	2016	0	3001
Murray (S)	2016	1	12186
Nannup (S)	2006	0	233
Nannup (S)	2006	1	886
Nannup (S)	2011	0	271
Nannup (S)	2011	1	931
Nannup (S)	2016	0	278
Nannup (S)	2016	1	917
Narembeen (S)	2006	0	109
Narembeen (S)	2006	1	746
Narembeen (S)	2011	0	96
Narembeen (S)	2011	1	672
Narembeen (S)	2016	0	105
Narembeen (S)	2016	1	623
Narrogin (S)	2006	0	613
Narrogin (S)	2006	1	4204
Narrogin (S)	2011	0	694
Narrogin (S)	2011	1	4163
Narrogin (S)	2016	0	740
Narrogin (S)	2016	1	3770
Nedlands (C)	2006	0	5884
Nedlands (C)	2006	1	12917
Nedlands (C)	2011	0	6726
Nedlands (C)	2011	1	12985
Nedlands (C)	2016	0	6711
Nedlands (C)	2016	1	13437
Ngaanyatjarraku (S)	2006	0	8
Ngaanyatjarraku (S)	2006	1	1309
Ngaanyatjarraku (S)	2011	0	5
Ngaanyatjarraku (S)	2011	1	1407
Ngaanyatjarraku (S)	2016	0	57
Ngaanyatjarraku (S)	2016	1	1436
Northam (S)	2006	0	1472
Northam (S)	2006	1	7528
Northam (S)	2011	0	1695
Northam (S)	2011	1	7956
Northam (S)	2016	0	2214
Northam (S)	2016	1	7745
Northampton (S)	2006	0	387
Northampton (S)	2006	1	2592
Northampton (S)	2011	0	430
Northampton (S)	2011	1	2561
Northampton (S)	2016	0	407
Northampton (S)	2016	1	2509
Nungarin (S)	2006	0	30
Nungarin (S)	2006	1	202
Nungarin (S)	2011	0	20
Nungarin (S)	2011	1	185
Nungarin (S)	2016	0	28
Nungarin (S)	2016	1	203
Peppermint Grove (S)	2006	0	346
Peppermint Grove (S)	2006	1	1119
Peppermint Grove (S)	2011	0	369
Peppermint Grove (S)	2011	1	1030
Peppermint Grove (S)	2016	0	424
Peppermint Grove (S)	2016	1	1102
Perenjori (S)	2006	0	37
Perenjori (S)	2006	1	460
Perenjori (S)	2011	0	159
Perenjori (S)	2011	1	667
Perenjori (S)	2016	0	80
Perenjori (S)	2016	1	457
Perth (C)	2006	0	5071
Perth (C)	2006	1	3866
Perth (C)	2011	0	8627
Perth (C)	2011	1	5327
Perth (C)	2016	0	11703
Perth (C)	2016	1	6494
Pingelly (S)	2006	0	158
Pingelly (S)	2006	1	887
Pingelly (S)	2011	0	166
Pingelly (S)	2011	1	940
Pingelly (S)	2016	0	156
Pingelly (S)	2016	1	855
Plantagenet (S)	2006	0	805
Plantagenet (S)	2006	1	3337
Plantagenet (S)	2011	0	1008
Plantagenet (S)	2011	1	3605
Plantagenet (S)	2016	0	978
Plantagenet (S)	2016	1	3626
Port Hedland (T)	2006	0	1724
Port Hedland (T)	2006	1	6952
Port Hedland (T)	2011	0	2646
Port Hedland (T)	2011	1	9256
Port Hedland (T)	2016	0	2950
Port Hedland (T)	2016	1	9139
Quairading (S)	2006	0	95
Quairading (S)	2006	1	852
Quairading (S)	2011	0	97
Quairading (S)	2011	1	910
Quairading (S)	2016	0	113
Quairading (S)	2016	1	764
Ravensthorpe (S)	2006	0	346
Ravensthorpe (S)	2006	1	1477
Ravensthorpe (S)	2011	0	357
Ravensthorpe (S)	2011	1	1618
Ravensthorpe (S)	2016	0	293
Ravensthorpe (S)	2016	1	1208
Rockingham (C)	2006	0	23775
Rockingham (C)	2006	1	54012
Rockingham (C)	2011	0	32732
Rockingham (C)	2011	1	65429
Rockingham (C)	2016	0	39655
Rockingham (C)	2016	1	75785
Sandstone (S)	2006	0	22
Sandstone (S)	2006	1	84
Sandstone (S)	2011	0	15
Sandstone (S)	2011	1	74
Sandstone (S)	2016	0	11
Sandstone (S)	2016	1	65
Serpentine-Jarrahdale (S)	2006	0	3031
Serpentine-Jarrahdale (S)	2006	1	9272
Serpentine-Jarrahdale (S)	2011	0	4290
Serpentine-Jarrahdale (S)	2011	1	12645
Serpentine-Jarrahdale (S)	2016	0	6790
Serpentine-Jarrahdale (S)	2016	1	18334
Shark Bay (S)	2006	0	138
Shark Bay (S)	2006	1	597
Shark Bay (S)	2011	0	153
Shark Bay (S)	2011	1	662
Shark Bay (S)	2016	0	170
Shark Bay (S)	2016	1	668
South Perth (C)	2006	0	12323
South Perth (C)	2006	1	22782
South Perth (C)	2011	0	14508
South Perth (C)	2011	1	23602
South Perth (C)	2016	0	15141
South Perth (C)	2016	1	23927
Stirling (C)	2006	0	56603
Stirling (C)	2006	1	106170
Stirling (C)	2011	0	70004
Stirling (C)	2011	1	112872
Stirling (C)	2016	0	79361
Stirling (C)	2016	1	116529
Subiaco (C)	2006	0	5450
Subiaco (C)	2006	1	9452
Subiaco (C)	2011	0	6758
Subiaco (C)	2011	1	9649
Subiaco (C)	2016	0	7745
Subiaco (C)	2016	1	10258
Swan (C)	2006	0	25794
Swan (C)	2006	1	60662
Swan (C)	2011	0	32728
Swan (C)	2011	1	69524
Swan (C)	2016	0	44057
Swan (C)	2016	1	80565
Tammin (S)	2006	0	39
Tammin (S)	2006	1	329
Tammin (S)	2011	0	41
Tammin (S)	2011	1	337
Tammin (S)	2016	0	47
Tammin (S)	2016	1	310
Three Springs (S)	2006	0	88
Three Springs (S)	2006	1	538
Three Springs (S)	2011	0	99
Three Springs (S)	2011	1	480
Three Springs (S)	2016	0	98
Three Springs (S)	2016	1	447
Toodyay (S)	2006	0	847
Toodyay (S)	2006	1	2973
Toodyay (S)	2011	0	948
Toodyay (S)	2011	1	3081
Toodyay (S)	2016	0	952
Toodyay (S)	2016	1	2991
Trayning (S)	2006	0	44
Trayning (S)	2006	1	329
Trayning (S)	2011	0	54
Trayning (S)	2011	1	297
Trayning (S)	2016	0	40
Trayning (S)	2016	1	246
Upper Gascoyne (S)	2006	0	10
Upper Gascoyne (S)	2006	1	232
Upper Gascoyne (S)	2011	0	9
Upper Gascoyne (S)	2011	1	222
Upper Gascoyne (S)	2016	0	20
Upper Gascoyne (S)	2016	1	225
Victoria Park (T)	2006	0	9716
Victoria Park (T)	2006	1	15466
Victoria Park (T)	2011	0	13210
Victoria Park (T)	2011	1	16625
Victoria Park (T)	2016	0	14023
Victoria Park (T)	2016	1	17842
Victoria Plains (S)	2006	0	110
Victoria Plains (S)	2006	1	743
Victoria Plains (S)	2011	0	131
Victoria Plains (S)	2011	1	704
Victoria Plains (S)	2016	0	140
Victoria Plains (S)	2016	1	670
Vincent (C)	2006	0	9064
Vincent (C)	2006	1	15716
Vincent (C)	2011	0	11276
Vincent (C)	2011	1	17734
Vincent (C)	2016	0	11651
Vincent (C)	2016	1	19124
Wagin (S)	2006	0	245
Wagin (S)	2006	1	1463
Wagin (S)	2011	0	284
Wagin (S)	2011	1	1475
Wagin (S)	2016	0	253
Wagin (S)	2016	1	1387
Wandering (S)	2006	0	32
Wandering (S)	2006	1	284
Wandering (S)	2011	0	63
Wandering (S)	2011	1	358
Wandering (S)	2016	0	53
Wandering (S)	2016	1	344
Wanneroo (C)	2006	0	39244
Wanneroo (C)	2006	1	64321
Wanneroo (C)	2011	0	60457
Wanneroo (C)	2011	1	83487
Wanneroo (C)	2016	0	77127
Wanneroo (C)	2016	1	99084
Waroona (S)	2006	0	537
Waroona (S)	2006	1	2678
Waroona (S)	2011	0	591
Waroona (S)	2011	1	2822
Waroona (S)	2016	0	674
Waroona (S)	2016	1	2944
West Arthur (S)	2006	0	78
West Arthur (S)	2006	1	721
West Arthur (S)	2011	0	83
West Arthur (S)	2011	1	757
West Arthur (S)	2016	0	79
West Arthur (S)	2016	1	652
Westonia (S)	2006	0	17
Westonia (S)	2006	1	184
Westonia (S)	2011	0	48
Westonia (S)	2011	1	215
Westonia (S)	2016	0	55
Westonia (S)	2016	1	206
Wickepin (S)	2006	0	68
Wickepin (S)	2006	1	628
Wickepin (S)	2011	0	64
Wickepin (S)	2011	1	649
Wickepin (S)	2016	0	63
Wickepin (S)	2016	1	603
Williams (S)	2006	0	75
Williams (S)	2006	1	740
Williams (S)	2011	0	81
Williams (S)	2011	1	790
Williams (S)	2016	0	90
Williams (S)	2016	1	790
Wiluna (S)	2006	0	128
Wiluna (S)	2006	1	504
Wiluna (S)	2011	0	273
Wiluna (S)	2011	1	742
Wiluna (S)	2016	0	163
Wiluna (S)	2016	1	456
Wongan-Ballidu (S)	2006	0	150
Wongan-Ballidu (S)	2006	1	1190
Wongan-Ballidu (S)	2011	0	153
Wongan-Ballidu (S)	2011	1	1211
Wongan-Ballidu (S)	2016	0	172
Wongan-Ballidu (S)	2016	1	1088
Woodanilling (S)	2006	0	32
Woodanilling (S)	2006	1	339
Woodanilling (S)	2011	0	45
Woodanilling (S)	2011	1	360
Woodanilling (S)	2016	0	50
Woodanilling (S)	2016	1	322
Wyalkatchem (S)	2006	0	51
Wyalkatchem (S)	2006	1	482
Wyalkatchem (S)	2011	0	64
Wyalkatchem (S)	2011	1	407
Wyalkatchem (S)	2016	0	52
Wyalkatchem (S)	2016	1	386
Wyndham-East Kimberley (S)	2006	0	565
Wyndham-East Kimberley (S)	2006	1	5026
Wyndham-East Kimberley (S)	2011	0	946
Wyndham-East Kimberley (S)	2011	1	6105
Wyndham-East Kimberley (S)	2016	0	935
Wyndham-East Kimberley (S)	2016	1	5282
Yalgoo (S)	2006	0	19
Yalgoo (S)	2006	1	197
Yalgoo (S)	2011	0	64
Yalgoo (S)	2011	1	276
Yalgoo (S)	2016	0	60
Yalgoo (S)	2016	1	208
Yilgarn (S)	2006	0	182
Yilgarn (S)	2006	1	1131
Yilgarn (S)	2011	0	263
Yilgarn (S)	2011	1	1176
Yilgarn (S)	2016	0	175
Yilgarn (S)	2016	1	835
York (S)	2006	0	542
York (S)	2006	1	2403
York (S)	2011	0	605
York (S)	2011	1	2569
York (S)	2016	0	593
York (S)	2016	1	2583
No usual address (WA)	2006	0	1651
No usual address (WA)	2006	1	3622
No usual address (WA)	2011	0	2285
No usual address (WA)	2011	1	4239
No usual address (WA)	2016	0	1484
No usual address (WA)	2016	1	3512
Migratory - Offshore - Shipping (WA)	2006	0	114
Migratory - Offshore - Shipping (WA)	2006	1	200
Migratory - Offshore - Shipping (WA)	2011	0	112
Migratory - Offshore - Shipping (WA)	2011	1	239
Migratory - Offshore - Shipping (WA)	2016	0	168
Migratory - Offshore - Shipping (WA)	2016	1	193
Break O'Day (M)	2006	0	696
Break O'Day (M)	2006	1	4893
Break O'Day (M)	2011	0	758
Break O'Day (M)	2011	1	5070
Break O'Day (M)	2016	0	770
Break O'Day (M)	2016	1	4753
Brighton (M)	2006	0	641
Brighton (M)	2006	1	12222
Brighton (M)	2011	0	745
Brighton (M)	2011	1	13631
Brighton (M)	2016	0	771
Brighton (M)	2016	1	14406
Burnie (C)	2006	0	1514
Burnie (C)	2006	1	16469
Burnie (C)	2011	0	1588
Burnie (C)	2011	1	16685
Burnie (C)	2016	0	1565
Burnie (C)	2016	1	16054
Central Coast (M) (Tas.)	2006	0	1761
Central Coast (M) (Tas.)	2006	1	17679
Central Coast (M) (Tas.)	2011	0	1825
Central Coast (M) (Tas.)	2011	1	18441
Central Coast (M) (Tas.)	2016	0	1845
Central Coast (M) (Tas.)	2016	1	17969
Central Highlands (M) (Tas.)	2006	0	138
Central Highlands (M) (Tas.)	2006	1	1916
Central Highlands (M) (Tas.)	2011	0	184
Central Highlands (M) (Tas.)	2011	1	1920
Central Highlands (M) (Tas.)	2016	0	192
Central Highlands (M) (Tas.)	2016	1	1755
Circular Head (M)	2006	0	613
Circular Head (M)	2006	1	6955
Circular Head (M)	2011	0	687
Circular Head (M)	2011	1	6852
Circular Head (M)	2016	0	647
Circular Head (M)	2016	1	6522
Clarence (C)	2006	0	4679
Clarence (C)	2006	1	42137
Clarence (C)	2011	0	5225
Clarence (C)	2011	1	44281
Clarence (C)	2016	0	5590
Clarence (C)	2016	1	46228
Derwent Valley (M)	2006	0	695
Derwent Valley (M)	2006	1	8106
Derwent Valley (M)	2011	0	733
Derwent Valley (M)	2011	1	8561
Derwent Valley (M)	2016	0	719
Derwent Valley (M)	2016	1	8409
Devonport (C)	2006	0	2002
Devonport (C)	2006	1	20649
Devonport (C)	2011	0	2084
Devonport (C)	2011	1	21260
Devonport (C)	2016	0	2087
Devonport (C)	2016	1	20931
Dorset (M)	2006	0	429
Dorset (M)	2006	1	6126
Dorset (M)	2011	0	515
Dorset (M)	2011	1	5978
Dorset (M)	2016	0	525
Dorset (M)	2016	1	5476
Flinders (M) (Tas.)	2006	0	79
Flinders (M) (Tas.)	2006	1	751
Flinders (M) (Tas.)	2011	0	73
Flinders (M) (Tas.)	2011	1	632
Flinders (M) (Tas.)	2016	0	86
Flinders (M) (Tas.)	2016	1	741
George Town (M)	2006	0	707
George Town (M)	2006	1	5374
George Town (M)	2011	0	734
George Town (M)	2011	1	5590
George Town (M)	2016	0	719
George Town (M)	2016	1	5358
Glamorgan/Spring Bay (M)	2006	0	415
Glamorgan/Spring Bay (M)	2006	1	3439
Glamorgan/Spring Bay (M)	2011	0	448
Glamorgan/Spring Bay (M)	2011	1	3536
Glamorgan/Spring Bay (M)	2016	0	456
Glamorgan/Spring Bay (M)	2016	1	3488
Glenorchy (C)	2006	0	4144
Glenorchy (C)	2006	1	36102
Glenorchy (C)	2011	0	4915
Glenorchy (C)	2011	1	37555
Glenorchy (C)	2016	0	5788
Glenorchy (C)	2016	1	36904
Hobart (C)	2006	0	8766
Hobart (C)	2006	1	35774
Hobart (C)	2011	0	10200
Hobart (C)	2011	1	36112
Hobart (C)	2016	0	11471
Hobart (C)	2016	1	35872
Huon Valley (M)	2006	0	1665
Huon Valley (M)	2006	1	11484
Huon Valley (M)	2011	0	2139
Huon Valley (M)	2011	1	12389
Huon Valley (M)	2016	0	2367
Huon Valley (M)	2016	1	12467
Kentish (M)	2006	0	562
Kentish (M)	2006	1	4880
Kentish (M)	2011	0	696
Kentish (M)	2011	1	5155
Kentish (M)	2016	0	720
Kentish (M)	2016	1	4860
King Island (M)	2006	0	202
King Island (M)	2006	1	1348
King Island (M)	2011	0	217
King Island (M)	2011	1	1279
King Island (M)	2016	0	196
King Island (M)	2016	1	1244
Kingborough (M)	2006	0	5000
Kingborough (M)	2006	1	24473
Kingborough (M)	2011	0	5828
Kingborough (M)	2011	1	26931
Kingborough (M)	2016	0	5955
Kingborough (M)	2016	1	28084
Latrobe (M) (Tas.)	2006	0	691
Latrobe (M) (Tas.)	2006	1	7521
Latrobe (M) (Tas.)	2011	0	872
Latrobe (M) (Tas.)	2011	1	8551
Latrobe (M) (Tas.)	2016	0	925
Latrobe (M) (Tas.)	2016	1	8981
Launceston (C)	2006	0	6226
Launceston (C)	2006	1	52103
Launceston (C)	2011	0	7437
Launceston (C)	2011	1	53621
Launceston (C)	2016	0	8180
Launceston (C)	2016	1	51970
Meander Valley (M)	2006	0	1787
Meander Valley (M)	2006	1	15550
Meander Valley (M)	2011	0	1962
Meander Valley (M)	2011	1	16253
Meander Valley (M)	2016	0	1927
Meander Valley (M)	2016	1	15940
Northern Midlands (M)	2006	0	924
Northern Midlands (M)	2006	1	10427
Northern Midlands (M)	2011	0	1036
Northern Midlands (M)	2011	1	10725
Northern Midlands (M)	2016	0	1030
Northern Midlands (M)	2016	1	10603
Sorell (M)	2006	0	990
