LGA_NAME16	Year	Sex	unemployment
Augusta-Margaret River (S)	2016	M	4.9
Bassendean (T)	2006	F	3.5
Bassendean (T)	2006	M	3.7
Bassendean (T)	2011	F	4.6
Bassendean (T)	2011	M	4.6
Bassendean (T)	2016	F	6.7
Bassendean (T)	2016	M	9
Bayswater (C)	2006	F	3.6
Bayswater (C)	2006	M	3.8
Bayswater (C)	2011	F	4.4
Bayswater (C)	2011	M	4.8
Bayswater (C)	2016	F	7.3
Bayswater (C)	2016	M	8.1
Belmont (C)	2006	F	4.5
Belmont (C)	2006	M	4.2
Belmont (C)	2011	F	5.2
Belmont (C)	2011	M	5.1
Belmont (C)	2016	F	8.6
Belmont (C)	2016	M	8.9
Beverley (S)	2006	F	7
Beverley (S)	2006	M	5.2
Beverley (S)	2011	F	3.3
Beverley (S)	2011	M	5.7
Beverley (S)	2016	F	4.7
Beverley (S)	2016	M	7.1
Boddington (S)	2006	F	3.8
Boddington (S)	2006	M	3.3
Boddington (S)	2011	F	4
Boddington (S)	2011	M	2.1
Boddington (S)	2016	F	7.2
Boddington (S)	2016	M	5.3
Boyup Brook (S)	2006	F	2.5
Boyup Brook (S)	2006	M	3.4
Boyup Brook (S)	2011	F	4.5
Boyup Brook (S)	2011	M	4.2
Boyup Brook (S)	2016	F	5.7
Boyup Brook (S)	2016	M	5.2
Bridgetown-Greenbushes (S)	2006	F	3.4
Bridgetown-Greenbushes (S)	2006	M	3.9
Bridgetown-Greenbushes (S)	2011	F	4.1
Bridgetown-Greenbushes (S)	2011	M	3.9
Bridgetown-Greenbushes (S)	2016	F	5.8
Bridgetown-Greenbushes (S)	2016	M	5.9
Brookton (S)	2006	F	3.9
Brookton (S)	2006	M	4.8
Brookton (S)	2011	F	5.2
Brookton (S)	2011	M	7
Brookton (S)	2016	F	8
Brookton (S)	2016	M	9.2
Broome (S)	2006	F	3.7
Broome (S)	2006	M	4.2
Broome (S)	2011	F	4
Broome (S)	2011	M	5.5
Broome (S)	2016	F	5.4
Broome (S)	2016	M	7.6
Broomehill-Tambellup (S)	2006	F	5.2
Broomehill-Tambellup (S)	2006	M	1
Broomehill-Tambellup (S)	2011	F	1.8
Broomehill-Tambellup (S)	2011	M	4.8
Broomehill-Tambellup (S)	2016	F	6.1
Broomehill-Tambellup (S)	2016	M	7.1
Bruce Rock (S)	2006	F	2.7
Bruce Rock (S)	2006	M	5.9
Bruce Rock (S)	2011	F	6.4
Bruce Rock (S)	2011	M	3.4
Bruce Rock (S)	2016	F	2.7
Bruce Rock (S)	2016	M	3.7
Bunbury (C)	2006	F	5
Bunbury (C)	2006	M	3.8
Bunbury (C)	2011	F	6
Bunbury (C)	2011	M	5.3
Bunbury (C)	2016	F	8
Bunbury (C)	2016	M	9.5
Busselton (C)	2006	F	3.8
Busselton (C)	2006	M	3.1
Busselton (C)	2011	F	5.2
Busselton (C)	2011	M	4.5
Busselton (C)	2016	F	5.3
Busselton (C)	2016	M	6.1
Cambridge (T)	2006	F	2.1
Cambridge (T)	2006	M	2.6
Cambridge (T)	2011	F	3
Cambridge (T)	2011	M	3
Cambridge (T)	2016	F	5.1
Cambridge (T)	2016	M	5.6
Canning (C)	2006	F	4.3
Canning (C)	2006	M	3.8
Canning (C)	2011	F	5.7
Canning (C)	2011	M	5.4
Canning (C)	2016	F	10
Canning (C)	2016	M	10.4
Capel (S)	2006	F	3.6
Capel (S)	2006	M	2.4
Capel (S)	2011	F	4.4
Capel (S)	2011	M	3.8
Capel (S)	2016	F	7
Capel (S)	2016	M	6.6
Carnamah (S)	2006	F	2.1
Carnamah (S)	2006	M	3
Carnamah (S)	2011	F	0
Carnamah (S)	2011	M	0
Carnamah (S)	2016	F	6.5
Carnamah (S)	2016	M	7.4
Carnarvon (S)	2006	F	1.9
Carnarvon (S)	2006	M	3.7
Carnarvon (S)	2011	F	5.1
Carnarvon (S)	2011	M	5.2
Carnarvon (S)	2016	F	4.6
Carnarvon (S)	2016	M	8
Chapman Valley (S)	2006	F	4.4
Chapman Valley (S)	2006	M	2.5
Chapman Valley (S)	2011	F	3.1
Chapman Valley (S)	2011	M	3
Chapman Valley (S)	2016	F	4.8
Chapman Valley (S)	2016	M	3.8
Chittering (S)	2006	F	2.5
Chittering (S)	2006	M	3.6
Chittering (S)	2011	F	3.8
Chittering (S)	2011	M	3
Chittering (S)	2016	F	6.2
Chittering (S)	2016	M	6
Claremont (T)	2006	F	3.1
Claremont (T)	2006	M	3.4
Claremont (T)	2011	F	3
Claremont (T)	2011	M	4.1
Claremont (T)	2016	F	6.1
Claremont (T)	2016	M	5
Cockburn (C)	2006	F	3.6
Cockburn (C)	2006	M	3
Cockburn (C)	2011	F	4.5
Cockburn (C)	2011	M	4.1
Cockburn (C)	2016	F	7.1
Cockburn (C)	2016	M	8
Collie (S)	2006	F	5.5
Collie (S)	2006	M	5.2
Collie (S)	2011	F	4.9
Collie (S)	2011	M	4.3
Collie (S)	2016	F	9
Collie (S)	2016	M	12.6
Coolgardie (S)	2006	F	8
Coolgardie (S)	2006	M	3.5
Coolgardie (S)	2011	F	9.4
Coolgardie (S)	2011	M	4.7
Coolgardie (S)	2016	F	7.9
Coolgardie (S)	2016	M	9.7
Coorow (S)	2006	F	4.7
Coorow (S)	2006	M	4.1
Coorow (S)	2011	F	5.6
Coorow (S)	2011	M	3.8
Coorow (S)	2016	F	8.2
Coorow (S)	2016	M	7.9
Corrigin (S)	2006	F	3.5
Corrigin (S)	2006	M	4
Corrigin (S)	2011	F	4.2
Corrigin (S)	2011	M	4.2
Corrigin (S)	2016	F	5.1
Corrigin (S)	2016	M	3.8
Cottesloe (T)	2006	F	2.4
Cottesloe (T)	2006	M	2.6
Cottesloe (T)	2011	F	3.7
Cottesloe (T)	2011	M	3.1
Cottesloe (T)	2016	F	4.5
Cottesloe (T)	2016	M	5
Cranbrook (S)	2006	F	3.5
Cranbrook (S)	2006	M	2.8
Cranbrook (S)	2011	F	6.7
Cranbrook (S)	2011	M	4.4
Cranbrook (S)	2016	F	3
Cranbrook (S)	2016	M	2.3
Cuballing (S)	2006	F	2.3
Cuballing (S)	2006	M	1.8
Cuballing (S)	2011	F	1.5
Cuballing (S)	2011	M	3.6
Cuballing (S)	2016	F	4.6
Cuballing (S)	2016	M	4.7
Cue (S)	2006	F	6
Cue (S)	2006	M	6.7
Cue (S)	2011	F	6.5
Cue (S)	2011	M	18
Cue (S)	2016	F	0
Cue (S)	2016	M	7.5
Cunderdin (S)	2006	F	3.6
Cunderdin (S)	2006	M	2.9
Cunderdin (S)	2011	F	3.4
Cunderdin (S)	2011	M	4.3
Cunderdin (S)	2016	F	6
Cunderdin (S)	2016	M	6.1
Dalwallinu (S)	2006	F	2.7
Dalwallinu (S)	2006	M	2
Dalwallinu (S)	2011	F	2.9
Dalwallinu (S)	2011	M	1.8
Dalwallinu (S)	2016	F	4.1
Dalwallinu (S)	2016	M	2.7
Dandaragan (S)	2006	F	3.6
Dandaragan (S)	2006	M	5.7
Dandaragan (S)	2011	F	4.2
Dandaragan (S)	2011	M	4.7
Dandaragan (S)	2016	F	5
Dandaragan (S)	2016	M	4.6
Dardanup (S)	2006	F	4.1
Dardanup (S)	2006	M	3
Dardanup (S)	2011	F	4.2
Dardanup (S)	2011	M	4
Dardanup (S)	2016	F	6.9
Dardanup (S)	2016	M	7
Denmark (S)	2006	F	4.6
Denmark (S)	2006	M	5.2
Denmark (S)	2011	F	4.4
Denmark (S)	2011	M	4.8
Denmark (S)	2016	F	4.2
Denmark (S)	2016	M	5.1
Derby-West Kimberley (S)	2006	F	3.1
Derby-West Kimberley (S)	2006	M	3.7
Derby-West Kimberley (S)	2011	F	4.9
Derby-West Kimberley (S)	2011	M	5
Derby-West Kimberley (S)	2016	F	11
Derby-West Kimberley (S)	2016	M	17.3
Donnybrook-Balingup (S)	2006	F	2.5
Donnybrook-Balingup (S)	2006	M	3
Donnybrook-Balingup (S)	2011	F	4.2
Donnybrook-Balingup (S)	2011	M	3.3
Donnybrook-Balingup (S)	2016	F	5.3
Donnybrook-Balingup (S)	2016	M	7.2
Dowerin (S)	2006	F	2.6
Dowerin (S)	2006	M	1.4
Dowerin (S)	2011	F	7
Dowerin (S)	2011	M	2.6
Dowerin (S)	2016	F	3.8
Dowerin (S)	2016	M	4.8
Dumbleyung (S)	2006	F	1.9
Dumbleyung (S)	2006	M	4.2
Dumbleyung (S)	2011	F	4.1
Dumbleyung (S)	2011	M	3.4
Dumbleyung (S)	2016	F	5.2
Dumbleyung (S)	2016	M	3.7
Dundas (S)	2006	F	5.1
Dundas (S)	2006	M	7.3
Dundas (S)	2011	F	2.4
Dundas (S)	2011	M	6.1
Dundas (S)	2016	F	7.4
Dundas (S)	2016	M	11.6
East Fremantle (T)	2006	F	1.7
East Fremantle (T)	2006	M	3.3
East Fremantle (T)	2011	F	3.4
East Fremantle (T)	2011	M	3.8
East Fremantle (T)	2016	F	4.6
East Fremantle (T)	2016	M	6.8
East Pilbara (S)	2006	F	5.1
East Pilbara (S)	2006	M	2.7
East Pilbara (S)	2011	F	3.4
East Pilbara (S)	2011	M	1.5
East Pilbara (S)	2016	F	7.4
East Pilbara (S)	2016	M	3
Esperance (S)	2006	F	4.6
Esperance (S)	2006	M	3.9
Esperance (S)	2011	F	4.5
Esperance (S)	2011	M	4.4
Esperance (S)	2016	F	4.1
Esperance (S)	2016	M	5
Exmouth (S)	2006	F	3.8
Exmouth (S)	2006	M	4
Exmouth (S)	2011	F	2.6
Exmouth (S)	2011	M	4.1
Exmouth (S)	2016	F	4.6
Exmouth (S)	2016	M	4.2
Fremantle (C)	2006	F	4
Fremantle (C)	2006	M	5
Fremantle (C)	2011	F	4.5
Fremantle (C)	2011	M	5.4
Fremantle (C)	2016	F	6.2
Fremantle (C)	2016	M	8.6
Gingin (S)	2006	F	4.6
Gingin (S)	2006	M	3.8
Gingin (S)	2011	F	4.3
Gingin (S)	2011	M	4.6
Gingin (S)	2016	F	5.6
Gingin (S)	2016	M	7.1
Gnowangerup (S)	2006	F	2.5
Gnowangerup (S)	2006	M	2.5
Gnowangerup (S)	2011	F	3.8
Gnowangerup (S)	2011	M	5.6
Gnowangerup (S)	2016	F	2.7
Gnowangerup (S)	2016	M	3
Goomalling (S)	2006	F	6.3
Goomalling (S)	2006	M	3.5
Goomalling (S)	2011	F	2.9
Goomalling (S)	2011	M	4
Goomalling (S)	2016	F	7.9
Goomalling (S)	2016	M	4.3
Gosnells (C)	2006	F	3.9
Gosnells (C)	2006	M	3.8
Gosnells (C)	2011	F	5.9
Gosnells (C)	2011	M	5.1
Gosnells (C)	2016	F	9.6
Gosnells (C)	2016	M	9.8
Greater Geraldton (C)	2006	F	5.8
Greater Geraldton (C)	2006	M	6.1
Greater Geraldton (C)	2011	F	5.6
Greater Geraldton (C)	2011	M	5.5
Greater Geraldton (C)	2016	F	7.2
Greater Geraldton (C)	2016	M	10.2
Halls Creek (S)	2006	F	10.3
Halls Creek (S)	2006	M	4.2
Halls Creek (S)	2011	F	11
Halls Creek (S)	2011	M	13.4
Halls Creek (S)	2016	F	16.2
Halls Creek (S)	2016	M	19.9
Harvey (S)	2006	F	4.5
Harvey (S)	2006	M	2.7
Harvey (S)	2011	F	5
Harvey (S)	2011	M	4.4
Harvey (S)	2016	F	7.5
Harvey (S)	2016	M	8
Irwin (S)	2006	F	6.1
Irwin (S)	2006	M	6.8
Irwin (S)	2011	F	4.8
Irwin (S)	2011	M	5
Irwin (S)	2016	F	7
Irwin (S)	2016	M	8.2
Jerramungup (S)	2006	F	1.5
Jerramungup (S)	2006	M	0.8
Jerramungup (S)	2011	F	1.2
Jerramungup (S)	2011	M	1.4
Jerramungup (S)	2016	F	1.7
Jerramungup (S)	2016	M	2.9
Joondalup (C)	2006	F	3.1
Joondalup (C)	2006	M	2.7
Joondalup (C)	2011	F	3.9
Joondalup (C)	2011	M	3.8
Joondalup (C)	2016	F	6.3
Joondalup (C)	2016	M	7.4
Kalamunda (S)	2006	F	3.1
Kalamunda (S)	2006	M	2.4
Kalamunda (S)	2011	F	3.7
Kalamunda (S)	2011	M	3.7
Kalamunda (S)	2016	F	7
Kalamunda (S)	2016	M	7.2
Kalgoorlie/Boulder (C)	2006	F	4
Kalgoorlie/Boulder (C)	2006	M	3.3
Kalgoorlie/Boulder (C)	2011	F	5
Kalgoorlie/Boulder (C)	2011	M	3.7
Kalgoorlie/Boulder (C)	2016	F	6.5
Kalgoorlie/Boulder (C)	2016	M	5.3
Karratha (C)	2006	F	3.6
Karratha (C)	2006	M	2.4
Karratha (C)	2011	F	3.1
Karratha (C)	2011	M	2.1
Karratha (C)	2016	F	7.4
Karratha (C)	2016	M	5
Katanning (S)	2006	F	4.6
Katanning (S)	2006	M	3.9
Katanning (S)	2011	F	4.9
Katanning (S)	2011	M	6.5
Katanning (S)	2016	F	4.6
Katanning (S)	2016	M	6.6
Kellerberrin (S)	2006	F	2.3
Kellerberrin (S)	2006	M	6.3
Kellerberrin (S)	2011	F	3.6
Kellerberrin (S)	2011	M	4.5
Kellerberrin (S)	2016	F	3.1
Kellerberrin (S)	2016	M	5
Kent (S)	2006	F	3.5
Kent (S)	2006	M	1.5
Kent (S)	2011	F	0
Kent (S)	2011	M	1.7
Kent (S)	2016	F	2.5
Kent (S)	2016	M	0
Kojonup (S)	2006	F	3.4
Kojonup (S)	2006	M	2.6
Kojonup (S)	2011	F	2.3
Kojonup (S)	2011	M	4.2
Kojonup (S)	2016	F	2.3
Kojonup (S)	2016	M	3.4
Kondinin (S)	2006	F	1.7
Kondinin (S)	2006	M	3.3
Kondinin (S)	2011	F	2.2
Kondinin (S)	2011	M	4
Kondinin (S)	2016	F	3.3
Kondinin (S)	2016	M	2.4
Koorda (S)	2006	F	0
Koorda (S)	2006	M	2.1
Koorda (S)	2011	F	3.9
Koorda (S)	2011	M	2.4
Koorda (S)	2016	F	4.6
Koorda (S)	2016	M	2.8
Kulin (S)	2006	F	2.8
Kulin (S)	2006	M	2.3
Kulin (S)	2011	F	4.1
Kulin (S)	2011	M	3.6
Kulin (S)	2016	F	1.8
Kulin (S)	2016	M	3.2
Kwinana (C)	2006	F	6.9
Kwinana (C)	2006	M	5.1
Kwinana (C)	2011	F	7.4
Kwinana (C)	2011	M	6.2
Kwinana (C)	2016	F	11
Kwinana (C)	2016	M	10.6
Lake Grace (S)	2006	F	3.3
Lake Grace (S)	2006	M	1.5
Lake Grace (S)	2011	F	1.5
Lake Grace (S)	2011	M	1.7
Lake Grace (S)	2016	F	1.7
Lake Grace (S)	2016	M	0
Laverton (S)	2006	F	5.6
Laverton (S)	2006	M	1.6
Laverton (S)	2011	F	3.8
Laverton (S)	2011	M	3.1
Laverton (S)	2016	F	12.3
Laverton (S)	2016	M	5.6
Leonora (S)	2006	F	2.9
Leonora (S)	2006	M	2.3
Leonora (S)	2011	F	4.5
Leonora (S)	2011	M	0.8
Leonora (S)	2016	F	6.9
Leonora (S)	2016	M	1.9
Mandurah (C)	2006	F	6.4
Mandurah (C)	2006	M	4.8
Mandurah (C)	2011	F	7.5
Mandurah (C)	2011	M	6.8
Mandurah (C)	2016	F	10.6
Mandurah (C)	2016	M	11.1
Manjimup (S)	2006	F	3.6
Manjimup (S)	2006	M	3.5
Manjimup (S)	2011	F	4
Manjimup (S)	2011	M	4.7
Manjimup (S)	2016	F	4.4
Manjimup (S)	2016	M	5.7
Meekatharra (S)	2006	F	8.9
Meekatharra (S)	2006	M	7.1
Meekatharra (S)	2011	F	2.9
Meekatharra (S)	2011	M	3.4
Meekatharra (S)	2016	F	8.1
Meekatharra (S)	2016	M	6.2
Melville (C)	2006	F	3.2
Melville (C)	2006	M	3
Melville (C)	2011	F	4.1
Melville (C)	2011	M	4.1
Melville (C)	2016	F	6.2
Melville (C)	2016	M	7.4
Menzies (S)	2006	F	0
Menzies (S)	2006	M	5.4
Menzies (S)	2011	F	5.8
Menzies (S)	2011	M	9.3
Menzies (S)	2016	F	18.6
Menzies (S)	2016	M	5
Merredin (S)	2006	F	3.4
Merredin (S)	2006	M	3.8
Merredin (S)	2011	F	4.1
Merredin (S)	2011	M	4.5
Merredin (S)	2016	F	4.4
Merredin (S)	2016	M	5.9
Mingenew (S)	2006	F	3.3
Mingenew (S)	2006	M	4.3
Mingenew (S)	2011	F	15.5
Mingenew (S)	2011	M	4.8
Mingenew (S)	2016	F	6.7
Mingenew (S)	2016	M	2.2
Moora (S)	2006	F	3.4
Moora (S)	2006	M	4.1
Moora (S)	2011	F	2.8
Moora (S)	2011	M	3
Moora (S)	2016	F	4.8
Moora (S)	2016	M	5.2
Morawa (S)	2006	F	3.3
Morawa (S)	2006	M	6.3
Morawa (S)	2011	F	3.8
Morawa (S)	2011	M	4.3
Morawa (S)	2016	F	8.8
Morawa (S)	2016	M	7.8
Mosman Park (T)	2006	F	3.7
Mosman Park (T)	2006	M	4.3
Mosman Park (T)	2011	F	4.5
Mosman Park (T)	2011	M	4.4
Mosman Park (T)	2016	F	5.8
Mosman Park (T)	2016	M	6.3
Mount Magnet (S)	2006	F	5.9
Mount Magnet (S)	2006	M	6.1
Mount Magnet (S)	2011	F	9
Mount Magnet (S)	2011	M	4.9
Mount Magnet (S)	2016	F	8.1
Mount Magnet (S)	2016	M	11
Mount Marshall (S)	2006	F	0
Mount Marshall (S)	2006	M	1.5
Mount Marshall (S)	2011	F	0
Mount Marshall (S)	2011	M	1.8
Mount Marshall (S)	2016	F	2.5
Mount Marshall (S)	2016	M	3
Mukinbudin (S)	2006	F	2.3
Mukinbudin (S)	2006	M	2.6
Mukinbudin (S)	2011	F	4.1
Mukinbudin (S)	2011	M	0
Mukinbudin (S)	2016	F	2.6
Mukinbudin (S)	2016	M	2.9
Mundaring (S)	2006	F	3.4
Mundaring (S)	2006	M	2.9
Mundaring (S)	2011	F	4.2
Mundaring (S)	2011	M	3.6
Mundaring (S)	2016	F	6.1
Mundaring (S)	2016	M	7.6
Murchison (S)	2006	F	0
Murchison (S)	2006	M	0
Murchison (S)	2011	F	0
Murchison (S)	2011	M	0
Murchison (S)	2016	F	12.5
Murchison (S)	2016	M	8.6
Murray (S)	2006	F	5.1
Murray (S)	2006	M	4.3
Murray (S)	2011	F	6.3
Murray (S)	2011	M	5.3
Murray (S)	2016	F	9.5
Murray (S)	2016	M	9.6
Nannup (S)	2006	F	4.2
Nannup (S)	2006	M	4.8
Nannup (S)	2011	F	2.5
Nannup (S)	2011	M	6.3
Nannup (S)	2016	F	4.8
Nannup (S)	2016	M	7.5
Narembeen (S)	2006	F	2.1
Narembeen (S)	2006	M	3
Narembeen (S)	2011	F	4
Narembeen (S)	2011	M	1.9
Narembeen (S)	2016	F	4.4
Narembeen (S)	2016	M	2.5
Narrogin (S)	2006	F	4.1
Narrogin (S)	2006	M	3.2
Narrogin (S)	2011	F	5
Narrogin (S)	2011	M	6.8
Narrogin (S)	2016	F	4.5
Narrogin (S)	2016	M	5.7
Nedlands (C)	2006	F	2.7
Nedlands (C)	2006	M	2.3
Nedlands (C)	2011	F	3.6
Nedlands (C)	2011	M	4
Nedlands (C)	2016	F	5.1
Nedlands (C)	2016	M	5.6
Ngaanyatjarraku (S)	2006	F	2.8
Ngaanyatjarraku (S)	2006	M	2
Ngaanyatjarraku (S)	2011	F	7.9
Ngaanyatjarraku (S)	2011	M	6
Ngaanyatjarraku (S)	2016	F	26.6
Ngaanyatjarraku (S)	2016	M	29.7
Northam (S)	2006	F	6.9
Northam (S)	2006	M	5.9
Northam (S)	2011	F	5.9
Northam (S)	2011	M	7.2
Northam (S)	2016	F	7.4
Northam (S)	2016	M	9.6
Northampton (S)	2006	F	3.6
Northampton (S)	2006	M	6.8
Northampton (S)	2011	F	3
Northampton (S)	2011	M	6.9
Northampton (S)	2016	F	5.1
Northampton (S)	2016	M	9.7
Nungarin (S)	2006	F	0
Nungarin (S)	2006	M	4.3
Nungarin (S)	2011	F	0
Nungarin (S)	2011	M	4.7
Nungarin (S)	2016	F	0
Nungarin (S)	2016	M	6.3
Peppermint Grove (S)	2006	F	3.4
Peppermint Grove (S)	2006	M	3.6
Peppermint Grove (S)	2011	F	4
Peppermint Grove (S)	2011	M	3.1
Peppermint Grove (S)	2016	F	2.8
Peppermint Grove (S)	2016	M	3.8
Perenjori (S)	2006	F	2.7
Perenjori (S)	2006	M	2.5
Perenjori (S)	2011	F	1.9
Perenjori (S)	2011	M	0.9
Perenjori (S)	2016	F	3.3
Perenjori (S)	2016	M	1.8
Perth (C)	2006	F	6
Perth (C)	2006	M	5.7
Perth (C)	2011	F	6
Perth (C)	2011	M	4.7
Perth (C)	2016	F	9.9
Perth (C)	2016	M	9
Pingelly (S)	2006	F	4
Pingelly (S)	2006	M	3.9
Pingelly (S)	2011	F	6.8
Pingelly (S)	2011	M	8.7
Pingelly (S)	2016	F	8.7
Pingelly (S)	2016	M	9
Plantagenet (S)	2006	F	5.6
Plantagenet (S)	2006	M	3.9
Plantagenet (S)	2011	F	5.5
Plantagenet (S)	2011	M	5.5
Plantagenet (S)	2016	F	6
Plantagenet (S)	2016	M	7.6
Port Hedland (T)	2006	F	4.2
Port Hedland (T)	2006	M	4
Port Hedland (T)	2011	F	4.4
Port Hedland (T)	2011	M	3
Port Hedland (T)	2016	F	6.2
Port Hedland (T)	2016	M	4.5
Quairading (S)	2006	F	3.3
Quairading (S)	2006	M	6.6
Quairading (S)	2011	F	8
Quairading (S)	2011	M	5.6
Quairading (S)	2016	F	2.9
Quairading (S)	2016	M	7
Ravensthorpe (S)	2006	F	0
Ravensthorpe (S)	2006	M	1.5
Ravensthorpe (S)	2011	F	3.4
Ravensthorpe (S)	2011	M	2
Ravensthorpe (S)	2016	F	5.6
Ravensthorpe (S)	2016	M	6.4
Rockingham (C)	2006	F	5.7
Rockingham (C)	2006	M	4
Rockingham (C)	2011	F	6.6
Rockingham (C)	2011	M	5.3
Rockingham (C)	2016	F	9.9
Rockingham (C)	2016	M	9.6
Sandstone (S)	2006	F	13
Sandstone (S)	2006	M	11.9
Sandstone (S)	2011	F	0
Sandstone (S)	2011	M	0
Sandstone (S)	2016	F	0
Sandstone (S)	2016	M	13.6
Serpentine-Jarrahdale (S)	2006	F	3.5
Serpentine-Jarrahdale (S)	2006	M	1.7
Serpentine-Jarrahdale (S)	2011	F	4.3
Serpentine-Jarrahdale (S)	2011	M	3.6
Serpentine-Jarrahdale (S)	2016	F	7.7
Serpentine-Jarrahdale (S)	2016	M	6.6
Shark Bay (S)	2006	F	3.4
Shark Bay (S)	2006	M	1.3
Shark Bay (S)	2011	F	2.4
Shark Bay (S)	2011	M	4.4
Shark Bay (S)	2016	F	2.6
Shark Bay (S)	2016	M	4
South Perth (C)	2006	F	3.9
South Perth (C)	2006	M	3.7
South Perth (C)	2011	F	4.8
South Perth (C)	2011	M	4.5
South Perth (C)	2016	F	6.7
South Perth (C)	2016	M	7.6
Stirling (C)	2006	F	3.6
Stirling (C)	2006	M	3.6
Stirling (C)	2011	F	4.4
Stirling (C)	2011	M	4.6
Stirling (C)	2016	F	6.8
Stirling (C)	2016	M	7.7
Subiaco (C)	2006	F	3.8
Subiaco (C)	2006	M	4.2
Subiaco (C)	2011	F	4.3
Subiaco (C)	2011	M	4.5
Subiaco (C)	2016	F	7.4
Subiaco (C)	2016	M	8.1
Swan (C)	2006	F	3.9
Swan (C)	2006	M	3.2
Swan (C)	2011	F	5.3
Swan (C)	2011	M	4.4
Swan (C)	2016	F	8.3
Swan (C)	2016	M	8.4
Tammin (S)	2006	F	4.7
Tammin (S)	2006	M	8.2
Tammin (S)	2011	F	0
Tammin (S)	2011	M	11.4
Tammin (S)	2016	F	5.3
Tammin (S)	2016	M	3.9
Three Springs (S)	2006	F	0
Three Springs (S)	2006	M	4.2
Three Springs (S)	2011	F	6.1
Three Springs (S)	2011	M	3.6
Three Springs (S)	2016	F	5.6
Three Springs (S)	2016	M	3.8
Toodyay (S)	2006	F	4.3
Toodyay (S)	2006	M	6.8
Toodyay (S)	2011	F	6.2
Toodyay (S)	2011	M	4.9
Toodyay (S)	2016	F	6.9
Toodyay (S)	2016	M	9
Trayning (S)	2006	F	0
Trayning (S)	2006	M	5.6
Trayning (S)	2011	F	0
Trayning (S)	2011	M	9.4
Trayning (S)	2016	F	0
Trayning (S)	2016	M	4.4
Upper Gascoyne (S)	2006	F	7
Upper Gascoyne (S)	2006	M	0
Upper Gascoyne (S)	2011	F	6.8
Upper Gascoyne (S)	2011	M	0
Upper Gascoyne (S)	2016	F	9.1
Upper Gascoyne (S)	2016	M	22.4
Victoria Park (T)	2006	F	4.8
Victoria Park (T)	2006	M	4.8
Victoria Park (T)	2011	F	5.9
Victoria Park (T)	2011	M	5.1
Victoria Park (T)	2016	F	8.1
Victoria Park (T)	2016	M	9.1
Victoria Plains (S)	2006	F	1.6
Victoria Plains (S)	2006	M	2.7
Victoria Plains (S)	2011	F	3.8
Victoria Plains (S)	2011	M	2
Victoria Plains (S)	2016	F	1.6
Victoria Plains (S)	2016	M	2.8
Vincent (C)	2006	F	3
Vincent (C)	2006	M	3.7
Vincent (C)	2011	F	3.8
Vincent (C)	2011	M	4.2
Vincent (C)	2016	F	5.6
Vincent (C)	2016	M	6.5
Wagin (S)	2006	F	3.1
Wagin (S)	2006	M	2.6
Wagin (S)	2011	F	3.8
Wagin (S)	2011	M	4.7
Wagin (S)	2016	F	5.2
Wagin (S)	2016	M	7.7
Wandering (S)	2006	F	0
Wandering (S)	2006	M	3.7
Wandering (S)	2011	F	5
Wandering (S)	2011	M	0
Wandering (S)	2016	F	4.6
Wandering (S)	2016	M	3.8
Wanneroo (C)	2006	F	4.9
Wanneroo (C)	2006	M	3.3
Wanneroo (C)	2011	F	5.4
Wanneroo (C)	2011	M	4.4
Wanneroo (C)	2016	F	8.5
Wanneroo (C)	2016	M	8.5
Waroona (S)	2006	F	5.6
Waroona (S)	2006	M	3.6
Waroona (S)	2011	F	6.4
Waroona (S)	2011	M	4.7
Waroona (S)	2016	F	9
Waroona (S)	2016	M	8.7
West Arthur (S)	2006	F	2.5
West Arthur (S)	2006	M	1.1
West Arthur (S)	2011	F	2
West Arthur (S)	2011	M	1.1
West Arthur (S)	2016	F	4.9
West Arthur (S)	2016	M	6.5
Westonia (S)	2006	F	0
Westonia (S)	2006	M	0
Westonia (S)	2011	F	0
Westonia (S)	2011	M	2.9
Westonia (S)	2016	F	0
Westonia (S)	2016	M	3.6
Wickepin (S)	2006	F	6.5
Wickepin (S)	2006	M	3.4
Wickepin (S)	2011	F	2.1
Wickepin (S)	2011	M	4.9
Wickepin (S)	2016	F	5.8
Wickepin (S)	2016	M	5.7
Williams (S)	2006	F	1.3
Williams (S)	2006	M	1.7
Williams (S)	2011	F	1.3
Williams (S)	2011	M	2.9
Williams (S)	2016	F	1.7
Williams (S)	2016	M	1.7
Wiluna (S)	2006	F	3.1
Wiluna (S)	2006	M	4.8
Wiluna (S)	2011	F	6.4
Wiluna (S)	2011	M	3.6
Wiluna (S)	2016	F	15.2
Wiluna (S)	2016	M	4.4
Wongan-Ballidu (S)	2006	F	1.9
Wongan-Ballidu (S)	2006	M	3.1
Wongan-Ballidu (S)	2011	F	9.2
Wongan-Ballidu (S)	2011	M	2.6
Wongan-Ballidu (S)	2016	F	6.8
Wongan-Ballidu (S)	2016	M	6.2
Woodanilling (S)	2006	F	3.3
Woodanilling (S)	2006	M	2.4
Woodanilling (S)	2011	F	3.3
Woodanilling (S)	2011	M	2.4
Woodanilling (S)	2016	F	5.1
Woodanilling (S)	2016	M	7.4
Wyalkatchem (S)	2006	F	3.2
Wyalkatchem (S)	2006	M	4.9
Wyalkatchem (S)	2011	F	3
Wyalkatchem (S)	2011	M	2.5
Wyalkatchem (S)	2016	F	13.3
