LGA_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Gnowangerup (S)	2011	M	0	10
Gnowangerup (S)	2011	M	1	634
Gnowangerup (S)	2016	F	0	34
Gnowangerup (S)	2016	F	1	480
Gnowangerup (S)	2016	M	0	36
Gnowangerup (S)	2016	M	1	543
Goomalling (S)	2006	F	0	8
Goomalling (S)	2006	F	1	440
Goomalling (S)	2006	M	0	3
Goomalling (S)	2006	M	1	452
Goomalling (S)	2011	F	0	14
Goomalling (S)	2011	F	1	458
Goomalling (S)	2011	M	0	15
Goomalling (S)	2011	M	1	456
Goomalling (S)	2016	F	0	12
Goomalling (S)	2016	F	1	461
Goomalling (S)	2016	M	0	13
Goomalling (S)	2016	M	1	455
Gosnells (C)	2006	F	0	6482
Gosnells (C)	2006	F	1	36950
Gosnells (C)	2006	M	0	6052
Gosnells (C)	2006	M	1	36620
Gosnells (C)	2011	F	0	11720
Gosnells (C)	2011	F	1	38288
Gosnells (C)	2011	M	0	11508
Gosnells (C)	2011	M	1	38136
Gosnells (C)	2016	F	0	18889
Gosnells (C)	2016	F	1	36322
Gosnells (C)	2016	M	0	18860
Gosnells (C)	2016	M	1	37087
Greater Geraldton (C)	2006	F	0	682
Greater Geraldton (C)	2006	F	1	15002
Greater Geraldton (C)	2006	M	0	645
Greater Geraldton (C)	2006	M	1	14733
Greater Geraldton (C)	2011	F	0	1103
Greater Geraldton (C)	2011	F	1	16626
Greater Geraldton (C)	2011	M	0	994
Greater Geraldton (C)	2011	M	1	16242
Greater Geraldton (C)	2016	F	0	1522
Greater Geraldton (C)	2016	F	1	16403
Greater Geraldton (C)	2016	M	0	1312
Greater Geraldton (C)	2016	M	1	15975
Halls Creek (S)	2006	F	0	608
Halls Creek (S)	2006	F	1	725
Halls Creek (S)	2006	M	0	593
Halls Creek (S)	2006	M	1	735
Halls Creek (S)	2011	F	0	873
Halls Creek (S)	2011	F	1	804
Halls Creek (S)	2011	M	0	846
Halls Creek (S)	2011	M	1	849
Halls Creek (S)	2016	F	0	575
Halls Creek (S)	2016	F	1	755
Halls Creek (S)	2016	M	0	568
Halls Creek (S)	2016	M	1	692
Harvey (S)	2006	F	0	466
Harvey (S)	2006	F	1	8679
Harvey (S)	2006	M	0	447
Harvey (S)	2006	M	1	8877
Harvey (S)	2011	F	0	668
Harvey (S)	2011	F	1	10311
Harvey (S)	2011	M	0	641
Harvey (S)	2011	M	1	10371
Harvey (S)	2016	F	0	914
Harvey (S)	2016	F	1	11426
Harvey (S)	2016	M	0	878
Harvey (S)	2016	M	1	11387
Irwin (S)	2006	F	0	24
Irwin (S)	2006	F	1	1372
Irwin (S)	2006	M	0	13
Irwin (S)	2006	M	1	1472
Irwin (S)	2011	F	0	38
Irwin (S)	2011	F	1	1639
Irwin (S)	2011	M	0	32
Irwin (S)	2011	M	1	1679
Irwin (S)	2016	F	0	48
Irwin (S)	2016	F	1	1615
Irwin (S)	2016	M	0	25
Irwin (S)	2016	M	1	1640
Jerramungup (S)	2006	F	0	5
Jerramungup (S)	2006	F	1	477
Jerramungup (S)	2006	M	0	8
Jerramungup (S)	2006	M	1	570
Jerramungup (S)	2011	F	0	8
Jerramungup (S)	2011	F	1	454
Jerramungup (S)	2011	M	0	13
Jerramungup (S)	2011	M	1	534
Jerramungup (S)	2016	F	0	19
Jerramungup (S)	2016	F	1	414
Jerramungup (S)	2016	M	0	9
Jerramungup (S)	2016	M	1	526
Joondalup (C)	2006	F	0	6747
Joondalup (C)	2006	F	1	66225
Joondalup (C)	2006	M	0	5852
Joondalup (C)	2006	M	1	64915
Joondalup (C)	2011	F	0	8013
Joondalup (C)	2011	F	1	66764
Joondalup (C)	2011	M	0	6977
Joondalup (C)	2011	M	1	65654
Joondalup (C)	2016	F	0	9032
Joondalup (C)	2016	F	1	66109
Joondalup (C)	2016	M	0	7860
Joondalup (C)	2016	M	1	65543
Kalamunda (S)	2006	F	0	1650
Kalamunda (S)	2006	F	1	22138
Kalamunda (S)	2006	M	0	1392
Kalamunda (S)	2006	M	1	21972
Kalamunda (S)	2011	F	0	2248
Kalamunda (S)	2011	F	1	23609
Kalamunda (S)	2011	M	0	1982
Kalamunda (S)	2011	M	1	23142
Kalamunda (S)	2016	F	0	3622
Kalamunda (S)	2016	F	1	23845
Kalamunda (S)	2016	M	0	3169
Kalamunda (S)	2016	M	1	23620
Kalgoorlie/Boulder (C)	2006	F	0	809
Kalgoorlie/Boulder (C)	2006	F	1	11345
Kalgoorlie/Boulder (C)	2006	M	0	763
Kalgoorlie/Boulder (C)	2006	M	1	12228
Kalgoorlie/Boulder (C)	2011	F	0	1329
Kalgoorlie/Boulder (C)	2011	F	1	11946
Kalgoorlie/Boulder (C)	2011	M	0	1408
Kalgoorlie/Boulder (C)	2011	M	1	12803
Kalgoorlie/Boulder (C)	2016	F	0	1727
Kalgoorlie/Boulder (C)	2016	F	1	11331
Kalgoorlie/Boulder (C)	2016	M	0	1735
Kalgoorlie/Boulder (C)	2016	M	1	12279
Karratha (C)	2006	F	0	585
Karratha (C)	2006	F	1	6024
Karratha (C)	2006	M	0	585
Karratha (C)	2006	M	1	6864
Karratha (C)	2011	F	0	887
Karratha (C)	2011	F	1	6734
Karratha (C)	2011	M	0	1444
Karratha (C)	2011	M	1	9110
Karratha (C)	2016	F	0	1312
Karratha (C)	2016	F	1	7231
Karratha (C)	2016	M	0	1412
Karratha (C)	2016	M	1	8753
Katanning (S)	2006	F	0	253
Katanning (S)	2006	F	1	1641
Katanning (S)	2006	M	0	259
Katanning (S)	2006	M	1	1604
Katanning (S)	2011	F	0	377
Katanning (S)	2011	F	1	1653
Katanning (S)	2011	M	0	378
Katanning (S)	2011	M	1	1604
Katanning (S)	2016	F	0	370
Katanning (S)	2016	F	1	1378
Katanning (S)	2016	M	0	419
Katanning (S)	2016	M	1	1427
Kellerberrin (S)	2006	F	0	17
Kellerberrin (S)	2006	F	1	557
Kellerberrin (S)	2006	M	0	16
Kellerberrin (S)	2006	M	1	546
Kellerberrin (S)	2011	F	0	23
Kellerberrin (S)	2011	F	1	541
Kellerberrin (S)	2011	M	0	10
Kellerberrin (S)	2011	M	1	549
Kellerberrin (S)	2016	F	0	16
Kellerberrin (S)	2016	F	1	531
Kellerberrin (S)	2016	M	0	19
Kellerberrin (S)	2016	M	1	536
Kent (S)	2006	F	0	3
Kent (S)	2006	F	1	248
Kent (S)	2006	M	0	9
Kent (S)	2006	M	1	303
Kent (S)	2011	F	0	0
Kent (S)	2011	F	1	231
Kent (S)	2011	M	0	5
Kent (S)	2011	M	1	264
Kent (S)	2016	F	0	0
Kent (S)	2016	F	1	212
Kent (S)	2016	M	0	6
Kent (S)	2016	M	1	261
Kojonup (S)	2006	F	0	26
Kojonup (S)	2006	F	1	963
Kojonup (S)	2006	M	0	36
Kojonup (S)	2006	M	1	990
Kojonup (S)	2011	F	0	30
Kojonup (S)	2011	F	1	946
Kojonup (S)	2011	M	0	40
Kojonup (S)	2011	M	1	905
Kojonup (S)	2016	F	0	32
Kojonup (S)	2016	F	1	848
Kojonup (S)	2016	M	0	37
Kojonup (S)	2016	M	1	870
Kondinin (S)	2006	F	0	10
Kondinin (S)	2006	F	1	427
Kondinin (S)	2006	M	0	8
Kondinin (S)	2006	M	1	491
Kondinin (S)	2011	F	0	10
Kondinin (S)	2011	F	1	428
Kondinin (S)	2011	M	0	16
Kondinin (S)	2011	M	1	521
Kondinin (S)	2016	F	0	23
Kondinin (S)	2016	F	1	342
Kondinin (S)	2016	M	0	23
Kondinin (S)	2016	M	1	419
Koorda (S)	2006	F	0	0
Koorda (S)	2006	F	1	193
Koorda (S)	2006	M	0	3
Koorda (S)	2006	M	1	214
Koorda (S)	2011	F	0	3
Koorda (S)	2011	F	1	192
Koorda (S)	2011	M	0	7
Koorda (S)	2011	M	1	225
Koorda (S)	2016	F	0	0
Koorda (S)	2016	F	1	187
Koorda (S)	2016	M	0	0
Koorda (S)	2016	M	1	207
Kulin (S)	2006	F	0	10
Kulin (S)	2006	F	1	403
Kulin (S)	2006	M	0	8
Kulin (S)	2006	M	1	443
Kulin (S)	2011	F	0	17
Kulin (S)	2011	F	1	377
Kulin (S)	2011	M	0	14
Kulin (S)	2011	M	1	405
Kulin (S)	2016	F	0	13
Kulin (S)	2016	F	1	331
Kulin (S)	2016	M	0	9
Kulin (S)	2016	M	1	357
Kwinana (C)	2006	F	0	703
Kwinana (C)	2006	F	1	9581
Kwinana (C)	2006	M	0	651
Kwinana (C)	2006	M	1	9683
Kwinana (C)	2011	F	0	1480
Kwinana (C)	2011	F	1	11903
Kwinana (C)	2011	M	0	1354
Kwinana (C)	2011	M	1	11779
Kwinana (C)	2016	F	0	3794
Kwinana (C)	2016	F	1	13864
Kwinana (C)	2016	M	0	3625
Kwinana (C)	2016	M	1	13950
Lake Grace (S)	2006	F	0	16
Lake Grace (S)	2006	F	1	627
Lake Grace (S)	2006	M	0	18
Lake Grace (S)	2006	M	1	757
Lake Grace (S)	2011	F	0	24
Lake Grace (S)	2011	F	1	594
Lake Grace (S)	2011	M	0	32
Lake Grace (S)	2011	M	1	663
Lake Grace (S)	2016	F	0	25
Lake Grace (S)	2016	F	1	515
Lake Grace (S)	2016	M	0	30
Lake Grace (S)	2016	M	1	571
Laverton (S)	2006	F	0	63
Laverton (S)	2006	F	1	187
Laverton (S)	2006	M	0	57
Laverton (S)	2006	M	1	360
Laverton (S)	2011	F	0	108
Laverton (S)	2011	F	1	227
Laverton (S)	2011	M	0	136
Laverton (S)	2011	M	1	611
Laverton (S)	2016	F	0	99
Laverton (S)	2016	F	1	212
Laverton (S)	2016	M	0	106
Laverton (S)	2016	M	1	519
Leonora (S)	2006	F	0	54
Leonora (S)	2006	F	1	487
Leonora (S)	2006	M	0	73
Leonora (S)	2006	M	1	708
Leonora (S)	2011	F	0	88
Leonora (S)	2011	F	1	561
Leonora (S)	2011	M	0	121
Leonora (S)	2011	M	1	1091
Leonora (S)	2016	F	0	47
Leonora (S)	2016	F	1	380
Leonora (S)	2016	M	0	64
Leonora (S)	2016	M	1	593
Mandurah (C)	2006	F	0	884
Mandurah (C)	2006	F	1	25824
Mandurah (C)	2006	M	0	795
Mandurah (C)	2006	M	1	24524
Mandurah (C)	2011	F	0	1833
Mandurah (C)	2011	F	1	32117
Mandurah (C)	2011	M	0	1602
Mandurah (C)	2011	M	1	30235
Mandurah (C)	2016	F	0	3007
Mandurah (C)	2016	F	1	36123
Mandurah (C)	2016	M	0	2464
Mandurah (C)	2016	M	1	34045
Manjimup (S)	2006	F	0	240
Manjimup (S)	2006	F	1	4148
Manjimup (S)	2006	M	0	222
Manjimup (S)	2006	M	1	4199
Manjimup (S)	2011	F	0	245
Manjimup (S)	2011	F	1	4133
Manjimup (S)	2011	M	0	233
Manjimup (S)	2011	M	1	4206
Manjimup (S)	2016	F	0	266
Manjimup (S)	2016	F	1	3914
Manjimup (S)	2016	M	0	233
Manjimup (S)	2016	M	1	4033
Meekatharra (S)	2006	F	0	17
Meekatharra (S)	2006	F	1	406
Meekatharra (S)	2006	M	0	13
Meekatharra (S)	2006	M	1	453
Meekatharra (S)	2011	F	0	40
Meekatharra (S)	2011	F	1	407
Meekatharra (S)	2011	M	0	56
Meekatharra (S)	2011	M	1	600
Meekatharra (S)	2016	F	0	34
Meekatharra (S)	2016	F	1	304
Meekatharra (S)	2016	M	0	52
Meekatharra (S)	2016	M	1	448
Melville (C)	2006	F	0	7714
Melville (C)	2006	F	1	38830
Melville (C)	2006	M	0	6740
Melville (C)	2006	M	1	35263
Melville (C)	2011	F	0	9148
Melville (C)	2011	F	1	38754
Melville (C)	2011	M	0	8000
Melville (C)	2011	M	1	36099
Melville (C)	2016	F	0	10428
Melville (C)	2016	F	1	37969
Melville (C)	2016	M	0	9069
Melville (C)	2016	M	1	35928
Menzies (S)	2006	F	0	30
Menzies (S)	2006	F	1	52
Menzies (S)	2006	M	0	48
Menzies (S)	2006	M	1	60
Menzies (S)	2011	F	0	92
Menzies (S)	2011	F	1	79
Menzies (S)	2011	M	0	97
Menzies (S)	2011	M	1	101
Menzies (S)	2016	F	0	91
Menzies (S)	2016	F	1	71
Menzies (S)	2016	M	0	104
Menzies (S)	2016	M	1	159
Merredin (S)	2006	F	0	52
Merredin (S)	2006	F	1	1452
Merredin (S)	2006	M	0	63
Merredin (S)	2006	M	1	1491
Merredin (S)	2011	F	0	64
Merredin (S)	2011	F	1	1415
Merredin (S)	2011	M	0	141
Merredin (S)	2011	M	1	1525
Merredin (S)	2016	F	0	73
Merredin (S)	2016	F	1	1395
Merredin (S)	2016	M	0	166
Merredin (S)	2016	M	1	1466
Mingenew (S)	2006	F	0	0
Mingenew (S)	2006	F	1	200
Mingenew (S)	2006	M	0	0
Mingenew (S)	2006	M	1	242
Mingenew (S)	2011	F	0	4
Mingenew (S)	2011	F	1	206
Mingenew (S)	2011	M	0	0
Mingenew (S)	2011	M	1	246
Mingenew (S)	2016	F	0	0
Mingenew (S)	2016	F	1	183
Mingenew (S)	2016	M	0	5
Mingenew (S)	2016	M	1	233
Moora (S)	2006	F	0	24
Moora (S)	2006	F	1	1113
Moora (S)	2006	M	0	26
Moora (S)	2006	M	1	1163
Moora (S)	2011	F	0	39
Moora (S)	2011	F	1	1152
Moora (S)	2011	M	0	32
Moora (S)	2011	M	1	1147
Moora (S)	2016	F	0	41
Moora (S)	2016	F	1	1016
Moora (S)	2016	M	0	39
Moora (S)	2016	M	1	1103
Morawa (S)	2006	F	0	9
Morawa (S)	2006	F	1	360
Morawa (S)	2006	M	0	13
Morawa (S)	2006	M	1	407
Morawa (S)	2011	F	0	18
Morawa (S)	2011	F	1	396
Morawa (S)	2011	M	0	11
Morawa (S)	2011	M	1	431
Morawa (S)	2016	F	0	16
Morawa (S)	2016	F	1	298
Morawa (S)	2016	M	0	7
Morawa (S)	2016	M	1	365
Mosman Park (T)	2006	F	0	513
Mosman Park (T)	2006	F	1	3622
Mosman Park (T)	2006	M	0	364
Mosman Park (T)	2006	M	1	3083
Mosman Park (T)	2011	F	0	605
Mosman Park (T)	2011	F	1	3833
Mosman Park (T)	2011	M	0	455
Mosman Park (T)	2011	M	1	3252
Mosman Park (T)	2016	F	0	663
Mosman Park (T)	2016	F	1	3685
Mosman Park (T)	2016	M	0	519
Mosman Park (T)	2016	M	1	3195
Mount Magnet (S)	2006	F	0	3
Mount Magnet (S)	2006	F	1	176
Mount Magnet (S)	2006	M	0	3
Mount Magnet (S)	2006	M	1	196
Mount Magnet (S)	2011	F	0	14
Mount Magnet (S)	2011	F	1	253
Mount Magnet (S)	2011	M	0	10
Mount Magnet (S)	2011	M	1	315
Mount Magnet (S)	2016	F	0	8
Mount Magnet (S)	2016	F	1	156
Mount Magnet (S)	2016	M	0	11
Mount Magnet (S)	2016	M	1	188
Mount Marshall (S)	2006	F	0	7
Mount Marshall (S)	2006	F	1	264
Mount Marshall (S)	2006	M	0	3
Mount Marshall (S)	2006	M	1	329
Mount Marshall (S)	2011	F	0	3
Mount Marshall (S)	2011	F	1	216
Mount Marshall (S)	2011	M	0	0
Mount Marshall (S)	2011	M	1	252
Mount Marshall (S)	2016	F	0	3
Mount Marshall (S)	2016	F	1	216
Mount Marshall (S)	2016	M	0	0
Mount Marshall (S)	2016	M	1	261
Mukinbudin (S)	2006	F	0	5
Mukinbudin (S)	2006	F	1	281
Mukinbudin (S)	2006	M	0	7
Mukinbudin (S)	2006	M	1	278
Mukinbudin (S)	2011	F	0	0
Mukinbudin (S)	2011	F	1	231
Mukinbudin (S)	2011	M	0	9
Mukinbudin (S)	2011	M	1	248
Mukinbudin (S)	2016	F	0	3
Mukinbudin (S)	2016	F	1	241
Mukinbudin (S)	2016	M	0	4
Mukinbudin (S)	2016	M	1	270
Mundaring (S)	2006	F	0	844
Mundaring (S)	2006	F	1	15682
Mundaring (S)	2006	M	0	725
Mundaring (S)	2006	M	1	15435
Mundaring (S)	2011	F	0	981
Mundaring (S)	2011	F	1	15968
Mundaring (S)	2011	M	0	854
Mundaring (S)	2011	M	1	15653
Mundaring (S)	2016	F	0	1246
Mundaring (S)	2016	F	1	16100
Mundaring (S)	2016	M	0	1090
Mundaring (S)	2016	M	1	15935
Murchison (S)	2006	F	0	0
Murchison (S)	2006	F	1	43
Murchison (S)	2006	M	0	4
Murchison (S)	2006	M	1	54
Murchison (S)	2011	F	0	7
Murchison (S)	2011	F	1	40
Murchison (S)	2011	M	0	7
Murchison (S)	2011	M	1	48
Murchison (S)	2016	F	0	8
Murchison (S)	2016	F	1	44
Murchison (S)	2016	M	0	5
Murchison (S)	2016	M	1	47
Murray (S)	2006	F	0	119
Murray (S)	2006	F	1	5396
Murray (S)	2006	M	0	117
Murray (S)	2006	M	1	5496
Murray (S)	2011	F	0	179
Murray (S)	2011	F	1	6421
Murray (S)	2011	M	0	144
Murray (S)	2011	M	1	6589
Murray (S)	2016	F	0	274
Murray (S)	2016	F	1	7468
Murray (S)	2016	M	0	218
Murray (S)	2016	M	1	7424
Nannup (S)	2006	F	0	15
Nannup (S)	2006	F	1	522
Nannup (S)	2006	M	0	8
Nannup (S)	2006	M	1	592
Nannup (S)	2011	F	0	17
Nannup (S)	2011	F	1	546
Nannup (S)	2011	M	0	20
Nannup (S)	2011	M	1	624
Nannup (S)	2016	F	0	26
Nannup (S)	2016	F	1	557
Nannup (S)	2016	M	0	9
Nannup (S)	2016	M	1	615
Narembeen (S)	2006	F	0	15
Narembeen (S)	2006	F	1	393
Narembeen (S)	2006	M	0	9
Narembeen (S)	2006	M	1	447
Narembeen (S)	2011	F	0	21
Narembeen (S)	2011	F	1	356
Narembeen (S)	2011	M	0	11
Narembeen (S)	2011	M	1	383
Narembeen (S)	2016	F	0	18
Narembeen (S)	2016	F	1	347
Narembeen (S)	2016	M	0	18
Narembeen (S)	2016	M	1	358
Narrogin (S)	2006	F	0	89
Narrogin (S)	2006	F	1	2457
Narrogin (S)	2006	M	0	72
Narrogin (S)	2006	M	1	2290
Narrogin (S)	2011	F	0	134
Narrogin (S)	2011	F	1	2352
Narrogin (S)	2011	M	0	123
Narrogin (S)	2011	M	1	2268
Narrogin (S)	2016	F	0	159
Narrogin (S)	2016	F	1	2187
Narrogin (S)	2016	M	0	144
Narrogin (S)	2016	M	1	2103
Nedlands (C)	2006	F	0	1155
Nedlands (C)	2006	F	1	8680
Nedlands (C)	2006	M	0	981
Nedlands (C)	2006	M	1	8161
Nedlands (C)	2011	F	0	1445
Nedlands (C)	2011	F	1	8737
Nedlands (C)	2011	M	0	1305
Nedlands (C)	2011	M	1	8267
Nedlands (C)	2016	F	0	1725
Nedlands (C)	2016	F	1	8512
Nedlands (C)	2016	M	0	1458
Nedlands (C)	2016	M	1	8476
Ngaanyatjarraku (S)	2006	F	0	528
Ngaanyatjarraku (S)	2006	F	1	122
Ngaanyatjarraku (S)	2006	M	0	458
Ngaanyatjarraku (S)	2006	M	1	127
Ngaanyatjarraku (S)	2011	F	0	596
Ngaanyatjarraku (S)	2011	F	1	107
Ngaanyatjarraku (S)	2011	M	0	527
Ngaanyatjarraku (S)	2011	M	1	132
Ngaanyatjarraku (S)	2016	F	0	668
Ngaanyatjarraku (S)	2016	F	1	80
Ngaanyatjarraku (S)	2016	M	0	627
Ngaanyatjarraku (S)	2016	M	1	76
Northam (S)	2006	F	0	211
Northam (S)	2006	F	1	4426
Northam (S)	2006	M	0	166
Northam (S)	2006	M	1	4333
Northam (S)	2011	F	0	283
Northam (S)	2011	F	1	4673
Northam (S)	2011	M	0	265
Northam (S)	2011	M	1	4498
Northam (S)	2016	F	0	287
Northam (S)	2016	F	1	4601
Northam (S)	2016	M	0	271
Northam (S)	2016	M	1	4478
Northampton (S)	2006	F	0	32
Northampton (S)	2006	F	1	1439
Northampton (S)	2006	M	0	15
Northampton (S)	2006	M	1	1527
Northampton (S)	2011	F	0	39
Northampton (S)	2011	F	1	1449
Northampton (S)	2011	M	0	26
Northampton (S)	2011	M	1	1535
Northampton (S)	2016	F	0	43
Northampton (S)	2016	F	1	1395
Northampton (S)	2016	M	0	32
Northampton (S)	2016	M	1	1520
Nungarin (S)	2006	F	0	0
Nungarin (S)	2006	F	1	116
Nungarin (S)	2006	M	0	0
Nungarin (S)	2006	M	1	122
Nungarin (S)	2011	F	0	0
Nungarin (S)	2011	F	1	100
Nungarin (S)	2011	M	0	0
Nungarin (S)	2011	M	1	115
Nungarin (S)	2016	F	0	3
Nungarin (S)	2016	F	1	104
Nungarin (S)	2016	M	0	4
Nungarin (S)	2016	M	1	116
Peppermint Grove (S)	2006	F	0	68
Peppermint Grove (S)	2006	F	1	781
Peppermint Grove (S)	2006	M	0	40
Peppermint Grove (S)	2006	M	1	592
Peppermint Grove (S)	2011	F	0	77
Peppermint Grove (S)	2011	F	1	693
Peppermint Grove (S)	2011	M	0	48
Peppermint Grove (S)	2011	M	1	581
Peppermint Grove (S)	2016	F	0	84
Peppermint Grove (S)	2016	F	1	799
Peppermint Grove (S)	2016	M	0	61
Peppermint Grove (S)	2016	M	1	587
Perenjori (S)	2006	F	0	0
Perenjori (S)	2006	F	1	239
Perenjori (S)	2006	M	0	0
Perenjori (S)	2006	M	1	258
Perenjori (S)	2011	F	0	7
Perenjori (S)	2011	F	1	274
Perenjori (S)	2011	M	0	34
Perenjori (S)	2011	M	1	517
Perenjori (S)	2016	F	0	6
Perenjori (S)	2016	F	1	197
Perenjori (S)	2016	M	0	21
Perenjori (S)	2016	M	1	331
Perth (C)	2006	F	0	1460
Perth (C)	2006	F	1	2536
Perth (C)	2006	M	0	1563
Perth (C)	2006	M	1	3241
Perth (C)	2011	F	0	2498
Perth (C)	2011	F	1	3847
Perth (C)	2011	M	0	2672
Perth (C)	2011	M	1	4986
Perth (C)	2016	F	0	4160
Perth (C)	2016	F	1	4541
Perth (C)	2016	M	0	3882
Perth (C)	2016	M	1	5684
Pingelly (S)	2006	F	0	15
Pingelly (S)	2006	F	1	513
Pingelly (S)	2006	M	0	19
Pingelly (S)	2006	M	1	520
Pingelly (S)	2011	F	0	22
Pingelly (S)	2011	F	1	523
Pingelly (S)	2011	M	0	8
Pingelly (S)	2011	M	1	555
Pingelly (S)	2016	F	0	17
Pingelly (S)	2016	F	1	487
Pingelly (S)	2016	M	0	4
Pingelly (S)	2016	M	1	512
Plantagenet (S)	2006	F	0	80
Plantagenet (S)	2006	F	1	2015
Plantagenet (S)	2006	M	0	76
Plantagenet (S)	2006	M	1	2032
Plantagenet (S)	2011	F	0	128
Plantagenet (S)	2011	F	1	2150
Plantagenet (S)	2011	M	0	102
Plantagenet (S)	2011	M	1	2188
Plantagenet (S)	2016	F	0	136
Plantagenet (S)	2016	F	1	2128
Plantagenet (S)	2016	M	0	156
Plantagenet (S)	2016	M	1	2163
Port Hedland (T)	2006	F	0	555
Port Hedland (T)	2006	F	1	3531
Port Hedland (T)	2006	M	0	618
Port Hedland (T)	2006	M	1	4093
Port Hedland (T)	2011	F	0	725
Port Hedland (T)	2011	F	1	4529
Port Hedland (T)	2011	M	0	809
Port Hedland (T)	2011	M	1	5903
Port Hedland (T)	2016	F	0	1052
Port Hedland (T)	2016	F	1	4656
Port Hedland (T)	2016	M	0	1016
Port Hedland (T)	2016	M	1	5487
Quairading (S)	2006	F	0	8
Quairading (S)	2006	F	1	473
Quairading (S)	2006	M	0	5
Quairading (S)	2006	M	1	485
Quairading (S)	2011	F	0	13
Quairading (S)	2011	F	1	516
Quairading (S)	2011	M	0	7
Quairading (S)	2011	M	1	488
Quairading (S)	2016	F	0	7
Quairading (S)	2016	F	1	448
Quairading (S)	2016	M	0	16
Quairading (S)	2016	M	1	421
Ravensthorpe (S)	2006	F	0	23
Ravensthorpe (S)	2006	F	1	713
Ravensthorpe (S)	2006	M	0	76
Ravensthorpe (S)	2006	M	1	1031
Ravensthorpe (S)	2011	F	0	46
Ravensthorpe (S)	2011	F	1	847
Ravensthorpe (S)	2011	M	0	42
Ravensthorpe (S)	2011	M	1	1053
Ravensthorpe (S)	2016	F	0	43
Ravensthorpe (S)	2016	F	1	652
Ravensthorpe (S)	2016	M	0	40
Ravensthorpe (S)	2016	M	1	784
Rockingham (C)	2006	F	0	1796
Rockingham (C)	2006	F	1	38001
Rockingham (C)	2006	M	0	1622
Rockingham (C)	2006	M	1	37305
Rockingham (C)	2011	F	0	3239
Rockingham (C)	2011	F	1	46663
Rockingham (C)	2011	M	0	2831
Rockingham (C)	2011	M	1	45950
Rockingham (C)	2016	F	0	5216
Rockingham (C)	2016	F	1	53746
Rockingham (C)	2016	M	0	4455
Rockingham (C)	2016	M	1	52801
Sandstone (S)	2006	F	0	3
Sandstone (S)	2006	F	1	43
Sandstone (S)	2006	M	0	0
Sandstone (S)	2006	M	1	59
Sandstone (S)	2011	F	0	0
Sandstone (S)	2011	F	1	47
Sandstone (S)	2011	M	0	0
Sandstone (S)	2011	M	1	40
Sandstone (S)	2016	F	0	0
Sandstone (S)	2016	F	1	24
Sandstone (S)	2016	M	0	0
Sandstone (S)	2016	M	1	43
Serpentine-Jarrahdale (S)	2006	F	0	229
Serpentine-Jarrahdale (S)	2006	F	1	5885
Serpentine-Jarrahdale (S)	2006	M	0	231
Serpentine-Jarrahdale (S)	2006	M	1	5984
Serpentine-Jarrahdale (S)	2011	F	0	390
Serpentine-Jarrahdale (S)	2011	F	1	8018
Serpentine-Jarrahdale (S)	2011	M	0	360
Serpentine-Jarrahdale (S)	2011	M	1	8033
Serpentine-Jarrahdale (S)	2016	F	0	1258
Serpentine-Jarrahdale (S)	2016	F	1	11227
Serpentine-Jarrahdale (S)	2016	M	0	1212
Serpentine-Jarrahdale (S)	2016	M	1	11217
Shark Bay (S)	2006	F	0	17
Shark Bay (S)	2006	F	1	337
Shark Bay (S)	2006	M	0	12
Shark Bay (S)	2006	M	1	385
Shark Bay (S)	2011	F	0	13
Shark Bay (S)	2011	F	1	369
Shark Bay (S)	2011	M	0	9
Shark Bay (S)	2011	M	1	430
Shark Bay (S)	2016	F	0	31
Shark Bay (S)	2016	F	1	364
Shark Bay (S)	2016	M	0	32
Shark Bay (S)	2016	M	1	425
South Perth (C)	2006	F	0	3405
South Perth (C)	2006	F	1	14818
South Perth (C)	2006	M	0	3154
South Perth (C)	2006	M	1	14000
South Perth (C)	2011	F	0	4294
South Perth (C)	2011	F	1	15385
South Perth (C)	2011	M	0	3989
South Perth (C)	2011	M	1	14587
South Perth (C)	2016	F	0	4853
South Perth (C)	2016	F	1	15159
South Perth (C)	2016	M	0	4417
South Perth (C)	2016	M	1	14742
Stirling (C)	2006	F	0	18907
Stirling (C)	2006	F	1	66426
Stirling (C)	2006	M	0	17363
Stirling (C)	2006	M	1	62163
Stirling (C)	2011	F	0	24572
Stirling (C)	2011	F	1	69621
Stirling (C)	2011	M	0	22992
Stirling (C)	2011	M	1	66737
Stirling (C)	2016	F	0	29619
Stirling (C)	2016	F	1	71111
Stirling (C)	2016	M	0	27755
Stirling (C)	2016	M	1	68266
Subiaco (C)	2006	F	0	1250
Subiaco (C)	2006	F	1	6547
Subiaco (C)	2006	M	0	1112
Subiaco (C)	2006	M	1	6126
Subiaco (C)	2011	F	0	1774
Subiaco (C)	2011	F	1	6752
Subiaco (C)	2011	M	0	1566
Subiaco (C)	2011	M	1	6368
Subiaco (C)	2016	F	0	2260
Subiaco (C)	2016	F	1	7002
Subiaco (C)	2016	M	0	2077
Subiaco (C)	2016	M	1	6690
Swan (C)	2006	F	0	6718
Swan (C)	2006	F	1	37355
Swan (C)	2006	M	0	6376
Swan (C)	2006	M	1	36950
Swan (C)	2011	F	0	8816
Swan (C)	2011	F	1	42813
Swan (C)	2011	M	0	8380
Swan (C)	2011	M	1	42651
Swan (C)	2016	F	0	14200
Swan (C)	2016	F	1	48538
