LGA_NAME16	Year	Occupation	Sex	workers
Donnybrook-Balingup (S)	2006	Sales workers	M	52
Donnybrook-Balingup (S)	2006	Technicians and trades workers	F	56
Donnybrook-Balingup (S)	2006	Technicians and trades workers	M	279
Donnybrook-Balingup (S)	2011		F	13
Donnybrook-Balingup (S)	2011		M	29
Donnybrook-Balingup (S)	2011	Clerical and administrative workers	F	194
Donnybrook-Balingup (S)	2011	Clerical and administrative workers	M	47
Donnybrook-Balingup (S)	2011	Community and personal service workers	F	184
Donnybrook-Balingup (S)	2011	Community and personal service workers	M	33
Donnybrook-Balingup (S)	2011	Labourers	F	140
Donnybrook-Balingup (S)	2011	Labourers	M	240
Donnybrook-Balingup (S)	2011	Machinery operators and drivers	F	21
Donnybrook-Balingup (S)	2011	Machinery operators and drivers	M	216
Donnybrook-Balingup (S)	2011	Managers	F	177
Donnybrook-Balingup (S)	2011	Managers	M	298
Donnybrook-Balingup (S)	2011	Professionals	F	209
Donnybrook-Balingup (S)	2011	Professionals	M	121
Donnybrook-Balingup (S)	2011	Sales workers	F	111
Donnybrook-Balingup (S)	2011	Sales workers	M	54
Donnybrook-Balingup (S)	2011	Technicians and trades workers	F	59
Donnybrook-Balingup (S)	2011	Technicians and trades workers	M	330
Donnybrook-Balingup (S)	2016		F	13
Donnybrook-Balingup (S)	2016		M	31
Donnybrook-Balingup (S)	2016	Clerical and administrative workers	F	211
Donnybrook-Balingup (S)	2016	Clerical and administrative workers	M	42
Donnybrook-Balingup (S)	2016	Community and personal service workers	F	188
Donnybrook-Balingup (S)	2016	Community and personal service workers	M	37
Donnybrook-Balingup (S)	2016	Labourers	F	157
Donnybrook-Balingup (S)	2016	Labourers	M	182
Donnybrook-Balingup (S)	2016	Machinery operators and drivers	F	26
Donnybrook-Balingup (S)	2016	Machinery operators and drivers	M	254
Donnybrook-Balingup (S)	2016	Managers	F	166
Donnybrook-Balingup (S)	2016	Managers	M	292
Donnybrook-Balingup (S)	2016	Professionals	F	214
Donnybrook-Balingup (S)	2016	Professionals	M	109
Donnybrook-Balingup (S)	2016	Sales workers	F	125
Donnybrook-Balingup (S)	2016	Sales workers	M	56
Donnybrook-Balingup (S)	2016	Technicians and trades workers	F	62
Donnybrook-Balingup (S)	2016	Technicians and trades workers	M	342
Dowerin (S)	2006		F	3
Dowerin (S)	2006		M	0
Dowerin (S)	2006	Clerical and administrative workers	F	23
Dowerin (S)	2006	Clerical and administrative workers	M	0
Dowerin (S)	2006	Community and personal service workers	F	29
Dowerin (S)	2006	Community and personal service workers	M	3
Dowerin (S)	2006	Labourers	F	18
Dowerin (S)	2006	Labourers	M	25
Dowerin (S)	2006	Machinery operators and drivers	F	3
Dowerin (S)	2006	Machinery operators and drivers	M	18
Dowerin (S)	2006	Managers	F	51
Dowerin (S)	2006	Managers	M	117
Dowerin (S)	2006	Professionals	F	19
Dowerin (S)	2006	Professionals	M	5
Dowerin (S)	2006	Sales workers	F	5
Dowerin (S)	2006	Sales workers	M	4
Dowerin (S)	2006	Technicians and trades workers	F	0
Dowerin (S)	2006	Technicians and trades workers	M	27
Dowerin (S)	2011		F	0
Dowerin (S)	2011		M	8
Dowerin (S)	2011	Clerical and administrative workers	F	28
Dowerin (S)	2011	Clerical and administrative workers	M	0
Dowerin (S)	2011	Community and personal service workers	F	22
Dowerin (S)	2011	Community and personal service workers	M	3
Dowerin (S)	2011	Labourers	F	14
Dowerin (S)	2011	Labourers	M	22
Dowerin (S)	2011	Machinery operators and drivers	F	3
Dowerin (S)	2011	Machinery operators and drivers	M	23
Dowerin (S)	2011	Managers	F	35
Dowerin (S)	2011	Managers	M	98
Dowerin (S)	2011	Professionals	F	25
Dowerin (S)	2011	Professionals	M	9
Dowerin (S)	2011	Sales workers	F	8
Dowerin (S)	2011	Sales workers	M	6
Dowerin (S)	2011	Technicians and trades workers	F	6
Dowerin (S)	2011	Technicians and trades workers	M	22
Dowerin (S)	2016		F	5
Dowerin (S)	2016		M	0
Dowerin (S)	2016	Clerical and administrative workers	F	26
Dowerin (S)	2016	Clerical and administrative workers	M	3
Dowerin (S)	2016	Community and personal service workers	F	20
Dowerin (S)	2016	Community and personal service workers	M	4
Dowerin (S)	2016	Labourers	F	11
Dowerin (S)	2016	Labourers	M	26
Dowerin (S)	2016	Machinery operators and drivers	F	3
Dowerin (S)	2016	Machinery operators and drivers	M	23
Dowerin (S)	2016	Managers	F	38
Dowerin (S)	2016	Managers	M	87
Dowerin (S)	2016	Professionals	F	16
Dowerin (S)	2016	Professionals	M	8
Dowerin (S)	2016	Sales workers	F	12
Dowerin (S)	2016	Sales workers	M	0
Dowerin (S)	2016	Technicians and trades workers	F	3
Dowerin (S)	2016	Technicians and trades workers	M	26
Dumbleyung (S)	2006		F	0
Dumbleyung (S)	2006		M	0
Dumbleyung (S)	2006	Clerical and administrative workers	F	21
Dumbleyung (S)	2006	Clerical and administrative workers	M	0
Dumbleyung (S)	2006	Community and personal service workers	F	12
Dumbleyung (S)	2006	Community and personal service workers	M	4
Dumbleyung (S)	2006	Labourers	F	13
Dumbleyung (S)	2006	Labourers	M	31
Dumbleyung (S)	2006	Machinery operators and drivers	F	0
Dumbleyung (S)	2006	Machinery operators and drivers	M	15
Dumbleyung (S)	2006	Managers	F	48
Dumbleyung (S)	2006	Managers	M	133
Dumbleyung (S)	2006	Professionals	F	34
Dumbleyung (S)	2006	Professionals	M	4
Dumbleyung (S)	2006	Sales workers	F	6
Dumbleyung (S)	2006	Sales workers	M	4
Dumbleyung (S)	2006	Technicians and trades workers	F	16
Dumbleyung (S)	2006	Technicians and trades workers	M	16
Dumbleyung (S)	2011		F	0
Dumbleyung (S)	2011		M	3
Dumbleyung (S)	2011	Clerical and administrative workers	F	27
Dumbleyung (S)	2011	Clerical and administrative workers	M	3
Dumbleyung (S)	2011	Community and personal service workers	F	17
Dumbleyung (S)	2011	Community and personal service workers	M	3
Dumbleyung (S)	2011	Labourers	F	7
Dumbleyung (S)	2011	Labourers	M	20
Dumbleyung (S)	2011	Machinery operators and drivers	F	0
Dumbleyung (S)	2011	Machinery operators and drivers	M	17
Dumbleyung (S)	2011	Managers	F	45
Dumbleyung (S)	2011	Managers	M	130
Dumbleyung (S)	2011	Professionals	F	30
Dumbleyung (S)	2011	Professionals	M	4
Dumbleyung (S)	2011	Sales workers	F	3
Dumbleyung (S)	2011	Sales workers	M	5
Dumbleyung (S)	2011	Technicians and trades workers	F	10
Dumbleyung (S)	2011	Technicians and trades workers	M	11
Dumbleyung (S)	2016		F	3
Dumbleyung (S)	2016		M	0
Dumbleyung (S)	2016	Clerical and administrative workers	F	22
Dumbleyung (S)	2016	Clerical and administrative workers	M	0
Dumbleyung (S)	2016	Community and personal service workers	F	24
Dumbleyung (S)	2016	Community and personal service workers	M	0
Dumbleyung (S)	2016	Labourers	F	9
Dumbleyung (S)	2016	Labourers	M	21
Dumbleyung (S)	2016	Machinery operators and drivers	F	0
Dumbleyung (S)	2016	Machinery operators and drivers	M	18
Dumbleyung (S)	2016	Managers	F	50
Dumbleyung (S)	2016	Managers	M	112
Dumbleyung (S)	2016	Professionals	F	27
Dumbleyung (S)	2016	Professionals	M	3
Dumbleyung (S)	2016	Sales workers	F	8
Dumbleyung (S)	2016	Sales workers	M	3
Dumbleyung (S)	2016	Technicians and trades workers	F	3
Dumbleyung (S)	2016	Technicians and trades workers	M	18
Dundas (S)	2006		F	6
Dundas (S)	2006		M	4
Dundas (S)	2006	Clerical and administrative workers	F	30
Dundas (S)	2006	Clerical and administrative workers	M	6
Dundas (S)	2006	Community and personal service workers	F	26
Dundas (S)	2006	Community and personal service workers	M	14
Dundas (S)	2006	Labourers	F	34
Dundas (S)	2006	Labourers	M	47
Dundas (S)	2006	Machinery operators and drivers	F	0
Dundas (S)	2006	Machinery operators and drivers	M	92
Dundas (S)	2006	Managers	F	29
Dundas (S)	2006	Managers	M	39
Dundas (S)	2006	Professionals	F	26
Dundas (S)	2006	Professionals	M	20
Dundas (S)	2006	Sales workers	F	13
Dundas (S)	2006	Sales workers	M	6
Dundas (S)	2006	Technicians and trades workers	F	25
Dundas (S)	2006	Technicians and trades workers	M	64
Dundas (S)	2011		F	5
Dundas (S)	2011		M	3
Dundas (S)	2011	Clerical and administrative workers	F	28
Dundas (S)	2011	Clerical and administrative workers	M	13
Dundas (S)	2011	Community and personal service workers	F	38
Dundas (S)	2011	Community and personal service workers	M	19
Dundas (S)	2011	Labourers	F	36
Dundas (S)	2011	Labourers	M	26
Dundas (S)	2011	Machinery operators and drivers	F	7
Dundas (S)	2011	Machinery operators and drivers	M	115
Dundas (S)	2011	Managers	F	23
Dundas (S)	2011	Managers	M	31
Dundas (S)	2011	Professionals	F	19
Dundas (S)	2011	Professionals	M	17
Dundas (S)	2011	Sales workers	F	17
Dundas (S)	2011	Sales workers	M	9
Dundas (S)	2011	Technicians and trades workers	F	27
Dundas (S)	2011	Technicians and trades workers	M	82
Dundas (S)	2016		F	3
Dundas (S)	2016		M	6
Dundas (S)	2016	Clerical and administrative workers	F	17
Dundas (S)	2016	Clerical and administrative workers	M	6
Dundas (S)	2016	Community and personal service workers	F	16
Dundas (S)	2016	Community and personal service workers	M	9
Dundas (S)	2016	Labourers	F	21
Dundas (S)	2016	Labourers	M	24
Dundas (S)	2016	Machinery operators and drivers	F	0
Dundas (S)	2016	Machinery operators and drivers	M	40
Dundas (S)	2016	Managers	F	19
Dundas (S)	2016	Managers	M	29
Dundas (S)	2016	Professionals	F	20
Dundas (S)	2016	Professionals	M	7
Dundas (S)	2016	Sales workers	F	10
Dundas (S)	2016	Sales workers	M	5
Dundas (S)	2016	Technicians and trades workers	F	24
Dundas (S)	2016	Technicians and trades workers	M	41
East Fremantle (T)	2006		F	17
East Fremantle (T)	2006		M	28
East Fremantle (T)	2006	Clerical and administrative workers	F	338
East Fremantle (T)	2006	Clerical and administrative workers	M	99
East Fremantle (T)	2006	Community and personal service workers	F	176
East Fremantle (T)	2006	Community and personal service workers	M	104
East Fremantle (T)	2006	Labourers	F	49
East Fremantle (T)	2006	Labourers	M	137
East Fremantle (T)	2006	Machinery operators and drivers	F	7
East Fremantle (T)	2006	Machinery operators and drivers	M	70
East Fremantle (T)	2006	Managers	F	179
East Fremantle (T)	2006	Managers	M	350
East Fremantle (T)	2006	Professionals	F	635
East Fremantle (T)	2006	Professionals	M	546
East Fremantle (T)	2006	Sales workers	F	182
East Fremantle (T)	2006	Sales workers	M	122
East Fremantle (T)	2006	Technicians and trades workers	F	65
East Fremantle (T)	2006	Technicians and trades workers	M	258
East Fremantle (T)	2011		F	31
East Fremantle (T)	2011		M	31
East Fremantle (T)	2011	Clerical and administrative workers	F	363
East Fremantle (T)	2011	Clerical and administrative workers	M	98
East Fremantle (T)	2011	Community and personal service workers	F	170
East Fremantle (T)	2011	Community and personal service workers	M	109
East Fremantle (T)	2011	Labourers	F	44
East Fremantle (T)	2011	Labourers	M	126
East Fremantle (T)	2011	Machinery operators and drivers	F	11
East Fremantle (T)	2011	Machinery operators and drivers	M	70
East Fremantle (T)	2011	Managers	F	208
East Fremantle (T)	2011	Managers	M	390
East Fremantle (T)	2011	Professionals	F	704
East Fremantle (T)	2011	Professionals	M	624
East Fremantle (T)	2011	Sales workers	F	168
East Fremantle (T)	2011	Sales workers	M	102
East Fremantle (T)	2011	Technicians and trades workers	F	54
East Fremantle (T)	2011	Technicians and trades workers	M	273
East Fremantle (T)	2016		F	27
East Fremantle (T)	2016		M	28
East Fremantle (T)	2016	Clerical and administrative workers	F	349
East Fremantle (T)	2016	Clerical and administrative workers	M	82
East Fremantle (T)	2016	Community and personal service workers	F	230
East Fremantle (T)	2016	Community and personal service workers	M	115
East Fremantle (T)	2016	Labourers	F	54
East Fremantle (T)	2016	Labourers	M	112
East Fremantle (T)	2016	Machinery operators and drivers	F	12
East Fremantle (T)	2016	Machinery operators and drivers	M	77
East Fremantle (T)	2016	Managers	F	236
East Fremantle (T)	2016	Managers	M	427
East Fremantle (T)	2016	Professionals	F	736
East Fremantle (T)	2016	Professionals	M	610
East Fremantle (T)	2016	Sales workers	F	162
East Fremantle (T)	2016	Sales workers	M	114
East Fremantle (T)	2016	Technicians and trades workers	F	63
East Fremantle (T)	2016	Technicians and trades workers	M	290
East Pilbara (S)	2006		F	14
East Pilbara (S)	2006		M	37
East Pilbara (S)	2006	Clerical and administrative workers	F	213
East Pilbara (S)	2006	Clerical and administrative workers	M	39
East Pilbara (S)	2006	Community and personal service workers	F	157
East Pilbara (S)	2006	Community and personal service workers	M	66
East Pilbara (S)	2006	Labourers	F	220
East Pilbara (S)	2006	Labourers	M	260
East Pilbara (S)	2006	Machinery operators and drivers	F	74
East Pilbara (S)	2006	Machinery operators and drivers	M	634
East Pilbara (S)	2006	Managers	F	85
East Pilbara (S)	2006	Managers	M	145
East Pilbara (S)	2006	Professionals	F	196
East Pilbara (S)	2006	Professionals	M	195
East Pilbara (S)	2006	Sales workers	F	89
East Pilbara (S)	2006	Sales workers	M	24
East Pilbara (S)	2006	Technicians and trades workers	F	79
East Pilbara (S)	2006	Technicians and trades workers	M	615
East Pilbara (S)	2011		F	22
East Pilbara (S)	2011		M	65
East Pilbara (S)	2011	Clerical and administrative workers	F	391
East Pilbara (S)	2011	Clerical and administrative workers	M	113
East Pilbara (S)	2011	Community and personal service workers	F	194
East Pilbara (S)	2011	Community and personal service workers	M	95
East Pilbara (S)	2011	Labourers	F	281
East Pilbara (S)	2011	Labourers	M	453
East Pilbara (S)	2011	Machinery operators and drivers	F	226
East Pilbara (S)	2011	Machinery operators and drivers	M	1716
East Pilbara (S)	2011	Managers	F	118
East Pilbara (S)	2011	Managers	M	258
East Pilbara (S)	2011	Professionals	F	320
East Pilbara (S)	2011	Professionals	M	533
East Pilbara (S)	2011	Sales workers	F	108
East Pilbara (S)	2011	Sales workers	M	15
East Pilbara (S)	2011	Technicians and trades workers	F	137
East Pilbara (S)	2011	Technicians and trades workers	M	1799
East Pilbara (S)	2016		F	27
East Pilbara (S)	2016		M	97
East Pilbara (S)	2016	Clerical and administrative workers	F	224
East Pilbara (S)	2016	Clerical and administrative workers	M	92
East Pilbara (S)	2016	Community and personal service workers	F	160
East Pilbara (S)	2016	Community and personal service workers	M	85
East Pilbara (S)	2016	Labourers	F	219
East Pilbara (S)	2016	Labourers	M	349
East Pilbara (S)	2016	Machinery operators and drivers	F	299
East Pilbara (S)	2016	Machinery operators and drivers	M	1477
East Pilbara (S)	2016	Managers	F	147
East Pilbara (S)	2016	Managers	M	255
East Pilbara (S)	2016	Professionals	F	271
East Pilbara (S)	2016	Professionals	M	378
East Pilbara (S)	2016	Sales workers	F	102
East Pilbara (S)	2016	Sales workers	M	16
East Pilbara (S)	2016	Technicians and trades workers	F	129
East Pilbara (S)	2016	Technicians and trades workers	M	1535
Esperance (S)	2006		F	21
Esperance (S)	2006		M	53
Esperance (S)	2006	Clerical and administrative workers	F	617
Esperance (S)	2006	Clerical and administrative workers	M	81
Esperance (S)	2006	Community and personal service workers	F	391
Esperance (S)	2006	Community and personal service workers	M	79
Esperance (S)	2006	Labourers	F	300
Esperance (S)	2006	Labourers	M	495
Esperance (S)	2006	Machinery operators and drivers	F	32
Esperance (S)	2006	Machinery operators and drivers	M	490
Esperance (S)	2006	Managers	F	411
Esperance (S)	2006	Managers	M	858
Esperance (S)	2006	Professionals	F	399
Esperance (S)	2006	Professionals	M	314
Esperance (S)	2006	Sales workers	F	377
Esperance (S)	2006	Sales workers	M	180
Esperance (S)	2006	Technicians and trades workers	F	149
Esperance (S)	2006	Technicians and trades workers	M	756
Esperance (S)	2011		F	33
Esperance (S)	2011		M	56
Esperance (S)	2011	Clerical and administrative workers	F	641
Esperance (S)	2011	Clerical and administrative workers	M	91
Esperance (S)	2011	Community and personal service workers	F	450
Esperance (S)	2011	Community and personal service workers	M	84
Esperance (S)	2011	Labourers	F	323
Esperance (S)	2011	Labourers	M	498
Esperance (S)	2011	Machinery operators and drivers	F	53
Esperance (S)	2011	Machinery operators and drivers	M	566
Esperance (S)	2011	Managers	F	413
Esperance (S)	2011	Managers	M	824
Esperance (S)	2011	Professionals	F	450
Esperance (S)	2011	Professionals	M	323
Esperance (S)	2011	Sales workers	F	378
Esperance (S)	2011	Sales workers	M	171
Esperance (S)	2011	Technicians and trades workers	F	156
Esperance (S)	2011	Technicians and trades workers	M	846
Esperance (S)	2016		F	32
Esperance (S)	2016		M	72
Esperance (S)	2016	Clerical and administrative workers	F	626
Esperance (S)	2016	Clerical and administrative workers	M	104
Esperance (S)	2016	Community and personal service workers	F	446
Esperance (S)	2016	Community and personal service workers	M	82
Esperance (S)	2016	Labourers	F	332
Esperance (S)	2016	Labourers	M	513
Esperance (S)	2016	Machinery operators and drivers	F	56
Esperance (S)	2016	Machinery operators and drivers	M	613
Esperance (S)	2016	Managers	F	385
Esperance (S)	2016	Managers	M	740
Esperance (S)	2016	Professionals	F	494
Esperance (S)	2016	Professionals	M	332
Esperance (S)	2016	Sales workers	F	375
Esperance (S)	2016	Sales workers	M	198
Esperance (S)	2016	Technicians and trades workers	F	171
Esperance (S)	2016	Technicians and trades workers	M	811
Exmouth (S)	2006		F	10
Exmouth (S)	2006		M	14
Exmouth (S)	2006	Clerical and administrative workers	F	112
Exmouth (S)	2006	Clerical and administrative workers	M	18
Exmouth (S)	2006	Community and personal service workers	F	69
Exmouth (S)	2006	Community and personal service workers	M	46
Exmouth (S)	2006	Labourers	F	69
Exmouth (S)	2006	Labourers	M	92
Exmouth (S)	2006	Machinery operators and drivers	F	3
Exmouth (S)	2006	Machinery operators and drivers	M	52
Exmouth (S)	2006	Managers	F	52
Exmouth (S)	2006	Managers	M	90
Exmouth (S)	2006	Professionals	F	60
Exmouth (S)	2006	Professionals	M	71
Exmouth (S)	2006	Sales workers	F	78
Exmouth (S)	2006	Sales workers	M	24
Exmouth (S)	2006	Technicians and trades workers	F	30
Exmouth (S)	2006	Technicians and trades workers	M	203
Exmouth (S)	2011		F	10
Exmouth (S)	2011		M	7
Exmouth (S)	2011	Clerical and administrative workers	F	145
Exmouth (S)	2011	Clerical and administrative workers	M	29
Exmouth (S)	2011	Community and personal service workers	F	79
Exmouth (S)	2011	Community and personal service workers	M	56
Exmouth (S)	2011	Labourers	F	74
Exmouth (S)	2011	Labourers	M	108
Exmouth (S)	2011	Machinery operators and drivers	F	12
Exmouth (S)	2011	Machinery operators and drivers	M	59
Exmouth (S)	2011	Managers	F	66
Exmouth (S)	2011	Managers	M	114
Exmouth (S)	2011	Professionals	F	76
Exmouth (S)	2011	Professionals	M	74
Exmouth (S)	2011	Sales workers	F	78
Exmouth (S)	2011	Sales workers	M	26
Exmouth (S)	2011	Technicians and trades workers	F	35
Exmouth (S)	2011	Technicians and trades workers	M	225
Exmouth (S)	2016		F	6
Exmouth (S)	2016		M	17
Exmouth (S)	2016	Clerical and administrative workers	F	137
Exmouth (S)	2016	Clerical and administrative workers	M	20
Exmouth (S)	2016	Community and personal service workers	F	104
Exmouth (S)	2016	Community and personal service workers	M	60
Exmouth (S)	2016	Labourers	F	79
Exmouth (S)	2016	Labourers	M	94
Exmouth (S)	2016	Machinery operators and drivers	F	11
Exmouth (S)	2016	Machinery operators and drivers	M	60
Exmouth (S)	2016	Managers	F	73
Exmouth (S)	2016	Managers	M	122
Exmouth (S)	2016	Professionals	F	108
Exmouth (S)	2016	Professionals	M	94
Exmouth (S)	2016	Sales workers	F	78
Exmouth (S)	2016	Sales workers	M	41
Exmouth (S)	2016	Technicians and trades workers	F	46
Exmouth (S)	2016	Technicians and trades workers	M	237
Fremantle (C)	2006		F	51
Fremantle (C)	2006		M	116
Fremantle (C)	2006	Clerical and administrative workers	F	1111
Fremantle (C)	2006	Clerical and administrative workers	M	340
Fremantle (C)	2006	Community and personal service workers	F	724
Fremantle (C)	2006	Community and personal service workers	M	320
Fremantle (C)	2006	Labourers	F	306
Fremantle (C)	2006	Labourers	M	706
Fremantle (C)	2006	Machinery operators and drivers	F	51
Fremantle (C)	2006	Machinery operators and drivers	M	434
Fremantle (C)	2006	Managers	F	520
Fremantle (C)	2006	Managers	M	916
Fremantle (C)	2006	Professionals	F	2031
Fremantle (C)	2006	Professionals	M	1780
Fremantle (C)	2006	Sales workers	F	592
Fremantle (C)	2006	Sales workers	M	372
Fremantle (C)	2006	Technicians and trades workers	F	278
Fremantle (C)	2006	Technicians and trades workers	M	1279
Fremantle (C)	2011		F	52
Fremantle (C)	2011		M	89
Fremantle (C)	2011	Clerical and administrative workers	F	1231
Fremantle (C)	2011	Clerical and administrative workers	M	365
Fremantle (C)	2011	Community and personal service workers	F	856
Fremantle (C)	2011	Community and personal service workers	M	388
Fremantle (C)	2011	Labourers	F	271
Fremantle (C)	2011	Labourers	M	676
Fremantle (C)	2011	Machinery operators and drivers	F	54
Fremantle (C)	2011	Machinery operators and drivers	M	456
Fremantle (C)	2011	Managers	F	604
Fremantle (C)	2011	Managers	M	1071
Fremantle (C)	2011	Professionals	F	2504
Fremantle (C)	2011	Professionals	M	2040
Fremantle (C)	2011	Sales workers	F	592
Fremantle (C)	2011	Sales workers	M	358
Fremantle (C)	2011	Technicians and trades workers	F	300
Fremantle (C)	2011	Technicians and trades workers	M	1409
Fremantle (C)	2016		F	92
Fremantle (C)	2016		M	151
Fremantle (C)	2016	Clerical and administrative workers	F	1095
Fremantle (C)	2016	Clerical and administrative workers	M	360
Fremantle (C)	2016	Community and personal service workers	F	966
Fremantle (C)	2016	Community and personal service workers	M	462
Fremantle (C)	2016	Labourers	F	283
Fremantle (C)	2016	Labourers	M	604
Fremantle (C)	2016	Machinery operators and drivers	F	69
Fremantle (C)	2016	Machinery operators and drivers	M	440
Fremantle (C)	2016	Managers	F	764
Fremantle (C)	2016	Managers	M	1167
Fremantle (C)	2016	Professionals	F	2790
Fremantle (C)	2016	Professionals	M	2143
Fremantle (C)	2016	Sales workers	F	624
Fremantle (C)	2016	Sales workers	M	376
Fremantle (C)	2016	Technicians and trades workers	F	312
Fremantle (C)	2016	Technicians and trades workers	M	1289
Gingin (S)	2006		F	7
Gingin (S)	2006		M	19
Gingin (S)	2006	Clerical and administrative workers	F	145
Gingin (S)	2006	Clerical and administrative workers	M	30
Gingin (S)	2006	Community and personal service workers	F	79
Gingin (S)	2006	Community and personal service workers	M	31
Gingin (S)	2006	Labourers	F	131
Gingin (S)	2006	Labourers	M	195
Gingin (S)	2006	Machinery operators and drivers	F	20
Gingin (S)	2006	Machinery operators and drivers	M	176
Gingin (S)	2006	Managers	F	145
Gingin (S)	2006	Managers	M	283
Gingin (S)	2006	Professionals	F	77
Gingin (S)	2006	Professionals	M	57
Gingin (S)	2006	Sales workers	F	67
Gingin (S)	2006	Sales workers	M	15
Gingin (S)	2006	Technicians and trades workers	F	40
Gingin (S)	2006	Technicians and trades workers	M	211
Gingin (S)	2011		F	15
Gingin (S)	2011		M	22
Gingin (S)	2011	Clerical and administrative workers	F	176
Gingin (S)	2011	Clerical and administrative workers	M	28
Gingin (S)	2011	Community and personal service workers	F	86
Gingin (S)	2011	Community and personal service workers	M	34
Gingin (S)	2011	Labourers	F	156
Gingin (S)	2011	Labourers	M	217
Gingin (S)	2011	Machinery operators and drivers	F	22
Gingin (S)	2011	Machinery operators and drivers	M	197
Gingin (S)	2011	Managers	F	149
Gingin (S)	2011	Managers	M	297
Gingin (S)	2011	Professionals	F	92
Gingin (S)	2011	Professionals	M	64
Gingin (S)	2011	Sales workers	F	84
Gingin (S)	2011	Sales workers	M	21
Gingin (S)	2011	Technicians and trades workers	F	58
Gingin (S)	2011	Technicians and trades workers	M	226
Gingin (S)	2016		F	13
Gingin (S)	2016		M	22
Gingin (S)	2016	Clerical and administrative workers	F	186
Gingin (S)	2016	Clerical and administrative workers	M	26
Gingin (S)	2016	Community and personal service workers	F	103
Gingin (S)	2016	Community and personal service workers	M	30
Gingin (S)	2016	Labourers	F	222
Gingin (S)	2016	Labourers	M	260
Gingin (S)	2016	Machinery operators and drivers	F	33
Gingin (S)	2016	Machinery operators and drivers	M	197
Gingin (S)	2016	Managers	F	159
Gingin (S)	2016	Managers	M	275
Gingin (S)	2016	Professionals	F	99
Gingin (S)	2016	Professionals	M	57
Gingin (S)	2016	Sales workers	F	98
Gingin (S)	2016	Sales workers	M	32
Gingin (S)	2016	Technicians and trades workers	F	60
Gingin (S)	2016	Technicians and trades workers	M	278
Gnowangerup (S)	2006		F	10
Gnowangerup (S)	2006		M	12
Gnowangerup (S)	2006	Clerical and administrative workers	F	65
Gnowangerup (S)	2006	Clerical and administrative workers	M	4
Gnowangerup (S)	2006	Community and personal service workers	F	29
Gnowangerup (S)	2006	Community and personal service workers	M	11
Gnowangerup (S)	2006	Labourers	F	33
Gnowangerup (S)	2006	Labourers	M	65
Gnowangerup (S)	2006	Machinery operators and drivers	F	7
Gnowangerup (S)	2006	Machinery operators and drivers	M	38
Gnowangerup (S)	2006	Managers	F	92
Gnowangerup (S)	2006	Managers	M	213
Gnowangerup (S)	2006	Professionals	F	45
Gnowangerup (S)	2006	Professionals	M	16
Gnowangerup (S)	2006	Sales workers	F	15
Gnowangerup (S)	2006	Sales workers	M	12
Gnowangerup (S)	2006	Technicians and trades workers	F	17
Gnowangerup (S)	2006	Technicians and trades workers	M	53
Gnowangerup (S)	2011		F	3
Gnowangerup (S)	2011		M	3
Gnowangerup (S)	2011	Clerical and administrative workers	F	48
Gnowangerup (S)	2011	Clerical and administrative workers	M	4
Gnowangerup (S)	2011	Community and personal service workers	F	30
Gnowangerup (S)	2011	Community and personal service workers	M	0
Gnowangerup (S)	2011	Labourers	F	22
Gnowangerup (S)	2011	Labourers	M	44
Gnowangerup (S)	2011	Machinery operators and drivers	F	5
Gnowangerup (S)	2011	Machinery operators and drivers	M	39
Gnowangerup (S)	2011	Managers	F	78
Gnowangerup (S)	2011	Managers	M	195
Gnowangerup (S)	2011	Professionals	F	34
Gnowangerup (S)	2011	Professionals	M	9
Gnowangerup (S)	2011	Sales workers	F	16
Gnowangerup (S)	2011	Sales workers	M	10
Gnowangerup (S)	2011	Technicians and trades workers	F	13
Gnowangerup (S)	2011	Technicians and trades workers	M	48
Gnowangerup (S)	2016		F	3
Gnowangerup (S)	2016		M	9
Gnowangerup (S)	2016	Clerical and administrative workers	F	56
Gnowangerup (S)	2016	Clerical and administrative workers	M	8
Gnowangerup (S)	2016	Community and personal service workers	F	22
Gnowangerup (S)	2016	Community and personal service workers	M	4
Gnowangerup (S)	2016	Labourers	F	27
Gnowangerup (S)	2016	Labourers	M	61
Gnowangerup (S)	2016	Machinery operators and drivers	F	5
Gnowangerup (S)	2016	Machinery operators and drivers	M	40
Gnowangerup (S)	2016	Managers	F	68
Gnowangerup (S)	2016	Managers	M	155
Gnowangerup (S)	2016	Professionals	F	33
Gnowangerup (S)	2016	Professionals	M	10
Gnowangerup (S)	2016	Sales workers	F	11
Gnowangerup (S)	2016	Sales workers	M	9
Gnowangerup (S)	2016	Technicians and trades workers	F	13
Gnowangerup (S)	2016	Technicians and trades workers	M	60
Goomalling (S)	2006		F	0
Goomalling (S)	2006		M	3
Goomalling (S)	2006	Clerical and administrative workers	F	48
Goomalling (S)	2006	Clerical and administrative workers	M	4
Goomalling (S)	2006	Community and personal service workers	F	28
Goomalling (S)	2006	Community and personal service workers	M	3
Goomalling (S)	2006	Labourers	F	18
Goomalling (S)	2006	Labourers	M	18
Goomalling (S)	2006	Machinery operators and drivers	F	3
Goomalling (S)	2006	Machinery operators and drivers	M	35
Goomalling (S)	2006	Managers	F	53
Goomalling (S)	2006	Managers	M	129
Goomalling (S)	2006	Professionals	F	25
Goomalling (S)	2006	Professionals	M	6
Goomalling (S)	2006	Sales workers	F	16
Goomalling (S)	2006	Sales workers	M	5
