STE_NAME16	Year	Age5yr	ChildrenEverBorn	females
Northern Territory	2016	40-44	6	186
Northern Territory	2016	45-49		1039
Northern Territory	2016	45-49	0	1275
Northern Territory	2016	45-49	1	970
Northern Territory	2016	45-49	2	2172
Northern Territory	2016	45-49	3	1344
Northern Territory	2016	45-49	4	632
Northern Territory	2016	45-49	5	285
Northern Territory	2016	45-49	6	209
Northern Territory	2016	50-54		955
Northern Territory	2016	50-54	0	1170
Northern Territory	2016	50-54	1	792
Northern Territory	2016	50-54	2	1882
Northern Territory	2016	50-54	3	1283
Northern Territory	2016	50-54	4	596
Northern Territory	2016	50-54	5	273
Northern Territory	2016	50-54	6	201
Northern Territory	2016	55-59		847
Northern Territory	2016	55-59	0	809
Northern Territory	2016	55-59	1	690
Northern Territory	2016	55-59	2	1675
Northern Territory	2016	55-59	3	1262
Northern Territory	2016	55-59	4	591
Northern Territory	2016	55-59	5	229
Northern Territory	2016	55-59	6	190
Northern Territory	2016	60-64		700
Northern Territory	2016	60-64	0	553
Northern Territory	2016	60-64	1	509
Northern Territory	2016	60-64	2	1356
Northern Territory	2016	60-64	3	937
Northern Territory	2016	60-64	4	471
Northern Territory	2016	60-64	5	207
Northern Territory	2016	60-64	6	167
Northern Territory	2016	65-69		443
Northern Territory	2016	65-69	0	345
Northern Territory	2016	65-69	1	319
Northern Territory	2016	65-69	2	902
Northern Territory	2016	65-69	3	698
Northern Territory	2016	65-69	4	345
Northern Territory	2016	65-69	5	169
Northern Territory	2016	65-69	6	145
Northern Territory	2016	70-74		277
Northern Territory	2016	70-74	0	195
Northern Territory	2016	70-74	1	155
Northern Territory	2016	70-74	2	500
Northern Territory	2016	70-74	3	388
Northern Territory	2016	70-74	4	234
Northern Territory	2016	70-74	5	95
Northern Territory	2016	70-74	6	131
Northern Territory	2016	75-79		160
Northern Territory	2016	75-79	0	117
Northern Territory	2016	75-79	1	87
Northern Territory	2016	75-79	2	237
Northern Territory	2016	75-79	3	232
Northern Territory	2016	75-79	4	151
Northern Territory	2016	75-79	5	91
Northern Territory	2016	75-79	6	113
Northern Territory	2016	80-84		106
Northern Territory	2016	80-84	0	58
Northern Territory	2016	80-84	1	39
Northern Territory	2016	80-84	2	112
Northern Territory	2016	80-84	3	90
Northern Territory	2016	80-84	4	105
Northern Territory	2016	80-84	5	64
Northern Territory	2016	80-84	6	107
Northern Territory	2016	85+		99
Northern Territory	2016	85+	0	42
Northern Territory	2016	85+	1	52
Northern Territory	2016	85+	2	78
Northern Territory	2016	85+	3	83
Northern Territory	2016	85+	4	74
Northern Territory	2016	85+	5	40
Northern Territory	2016	85+	6	83
Australian Capital Territory	2006	15-19		910
Australian Capital Territory	2006	15-19	0	10297
Australian Capital Territory	2006	15-19	1	139
Australian Capital Territory	2006	15-19	2	20
Australian Capital Territory	2006	15-19	3	4
Australian Capital Territory	2006	15-19	4	0
Australian Capital Territory	2006	15-19	5	4
Australian Capital Territory	2006	15-19	6	3
Australian Capital Territory	2006	20-24		852
Australian Capital Territory	2006	20-24	0	11508
Australian Capital Territory	2006	20-24	1	738
Australian Capital Territory	2006	20-24	2	268
Australian Capital Territory	2006	20-24	3	64
Australian Capital Territory	2006	20-24	4	9
Australian Capital Territory	2006	20-24	5	3
Australian Capital Territory	2006	20-24	6	4
Australian Capital Territory	2006	25-29		703
Australian Capital Territory	2006	25-29	0	8798
Australian Capital Territory	2006	25-29	1	1730
Australian Capital Territory	2006	25-29	2	1099
Australian Capital Territory	2006	25-29	3	308
Australian Capital Territory	2006	25-29	4	84
Australian Capital Territory	2006	25-29	5	13
Australian Capital Territory	2006	25-29	6	9
Australian Capital Territory	2006	30-34		562
Australian Capital Territory	2006	30-34	0	5171
Australian Capital Territory	2006	30-34	1	2584
Australian Capital Territory	2006	30-34	2	3015
Australian Capital Territory	2006	30-34	3	1025
Australian Capital Territory	2006	30-34	4	283
Australian Capital Territory	2006	30-34	5	58
Australian Capital Territory	2006	30-34	6	29
Australian Capital Territory	2006	35-39		468
Australian Capital Territory	2006	35-39	0	3052
Australian Capital Territory	2006	35-39	1	2016
Australian Capital Territory	2006	35-39	2	4409
Australian Capital Territory	2006	35-39	3	1883
Australian Capital Territory	2006	35-39	4	563
Australian Capital Territory	2006	35-39	5	130
Australian Capital Territory	2006	35-39	6	75
Australian Capital Territory	2006	40-44		516
Australian Capital Territory	2006	40-44	0	2249
Australian Capital Territory	2006	40-44	1	1627
Australian Capital Territory	2006	40-44	2	4630
Australian Capital Territory	2006	40-44	3	2367
Australian Capital Territory	2006	40-44	4	771
Australian Capital Territory	2006	40-44	5	196
Australian Capital Territory	2006	40-44	6	74
Australian Capital Territory	2006	45-49		491
Australian Capital Territory	2006	45-49	0	1996
Australian Capital Territory	2006	45-49	1	1562
Australian Capital Territory	2006	45-49	2	4610
Australian Capital Territory	2006	45-49	3	2617
Australian Capital Territory	2006	45-49	4	869
Australian Capital Territory	2006	45-49	5	207
Australian Capital Territory	2006	45-49	6	113
Australian Capital Territory	2006	50-54		472
Australian Capital Territory	2006	50-54	0	1499
Australian Capital Territory	2006	50-54	1	1260
Australian Capital Territory	2006	50-54	2	4288
Australian Capital Territory	2006	50-54	3	2649
Australian Capital Territory	2006	50-54	4	931
Australian Capital Territory	2006	50-54	5	231
Australian Capital Territory	2006	50-54	6	91
Australian Capital Territory	2006	55-59		407
Australian Capital Territory	2006	55-59	0	1184
Australian Capital Territory	2006	55-59	1	1085
Australian Capital Territory	2006	55-59	2	3881
Australian Capital Territory	2006	55-59	3	2513
Australian Capital Territory	2006	55-59	4	864
Australian Capital Territory	2006	55-59	5	217
Australian Capital Territory	2006	55-59	6	135
Australian Capital Territory	2006	60-64		293
Australian Capital Territory	2006	60-64	0	698
Australian Capital Territory	2006	60-64	1	624
Australian Capital Territory	2006	60-64	2	2485
Australian Capital Territory	2006	60-64	3	1799
Australian Capital Territory	2006	60-64	4	767
Australian Capital Territory	2006	60-64	5	231
Australian Capital Territory	2006	60-64	6	116
Australian Capital Territory	2006	65-69		284
Australian Capital Territory	2006	65-69	0	431
Australian Capital Territory	2006	65-69	1	428
Australian Capital Territory	2006	65-69	2	1472
Australian Capital Territory	2006	65-69	3	1303
Australian Capital Territory	2006	65-69	4	693
Australian Capital Territory	2006	65-69	5	270
Australian Capital Territory	2006	65-69	6	186
Australian Capital Territory	2006	70-74		219
Australian Capital Territory	2006	70-74	0	364
Australian Capital Territory	2006	70-74	1	296
Australian Capital Territory	2006	70-74	2	965
Australian Capital Territory	2006	70-74	3	1013
Australian Capital Territory	2006	70-74	4	594
Australian Capital Territory	2006	70-74	5	256
Australian Capital Territory	2006	70-74	6	238
Australian Capital Territory	2006	75-79		248
Australian Capital Territory	2006	75-79	0	276
Australian Capital Territory	2006	75-79	1	281
Australian Capital Territory	2006	75-79	2	757
Australian Capital Territory	2006	75-79	3	742
Australian Capital Territory	2006	75-79	4	506
Australian Capital Territory	2006	75-79	5	247
Australian Capital Territory	2006	75-79	6	237
Australian Capital Territory	2006	80-84		274
Australian Capital Territory	2006	80-84	0	207
Australian Capital Territory	2006	80-84	1	299
Australian Capital Territory	2006	80-84	2	679
Australian Capital Territory	2006	80-84	3	614
Australian Capital Territory	2006	80-84	4	397
Australian Capital Territory	2006	80-84	5	201
Australian Capital Territory	2006	80-84	6	201
Australian Capital Territory	2006	85+		301
Australian Capital Territory	2006	85+	0	204
Australian Capital Territory	2006	85+	1	324
Australian Capital Territory	2006	85+	2	571
Australian Capital Territory	2006	85+	3	444
Australian Capital Territory	2006	85+	4	240
Australian Capital Territory	2006	85+	5	95
Australian Capital Territory	2006	85+	6	114
Australian Capital Territory	2011	15-19		867
Australian Capital Territory	2011	15-19	0	10631
Australian Capital Territory	2011	15-19	1	114
Australian Capital Territory	2011	15-19	2	21
Australian Capital Territory	2011	15-19	3	4
Australian Capital Territory	2011	15-19	4	0
Australian Capital Territory	2011	15-19	5	0
Australian Capital Territory	2011	15-19	6	0
Australian Capital Territory	2011	20-24		957
Australian Capital Territory	2011	20-24	0	13040
Australian Capital Territory	2011	20-24	1	760
Australian Capital Territory	2011	20-24	2	288
Australian Capital Territory	2011	20-24	3	57
Australian Capital Territory	2011	20-24	4	8
Australian Capital Territory	2011	20-24	5	0
Australian Capital Territory	2011	20-24	6	3
Australian Capital Territory	2011	25-29		726
Australian Capital Territory	2011	25-29	0	10964
Australian Capital Territory	2011	25-29	1	1989
Australian Capital Territory	2011	25-29	2	1132
Australian Capital Territory	2011	25-29	3	320
Australian Capital Territory	2011	25-29	4	81
Australian Capital Territory	2011	25-29	5	29
Australian Capital Territory	2011	25-29	6	21
Australian Capital Territory	2011	30-34		573
Australian Capital Territory	2011	30-34	0	5981
Australian Capital Territory	2011	30-34	1	3042
Australian Capital Territory	2011	30-34	2	3013
Australian Capital Territory	2011	30-34	3	1020
Australian Capital Territory	2011	30-34	4	252
Australian Capital Territory	2011	30-34	5	77
Australian Capital Territory	2011	30-34	6	30
Australian Capital Territory	2011	35-39		474
Australian Capital Territory	2011	35-39	0	3307
Australian Capital Territory	2011	35-39	1	2332
Australian Capital Territory	2011	35-39	2	4824
Australian Capital Territory	2011	35-39	3	1923
Australian Capital Territory	2011	35-39	4	549
Australian Capital Territory	2011	35-39	5	127
Australian Capital Territory	2011	35-39	6	77
Australian Capital Territory	2011	40-44		455
Australian Capital Territory	2011	40-44	0	2510
Australian Capital Territory	2011	40-44	1	1940
Australian Capital Territory	2011	40-44	2	5078
Australian Capital Territory	2011	40-44	3	2242
Australian Capital Territory	2011	40-44	4	682
Australian Capital Territory	2011	40-44	5	168
Australian Capital Territory	2011	40-44	6	97
Australian Capital Territory	2011	45-49		386
Australian Capital Territory	2011	45-49	0	2228
Australian Capital Territory	2011	45-49	1	1650
Australian Capital Territory	2011	45-49	2	4867
Australian Capital Territory	2011	45-49	3	2451
Australian Capital Territory	2011	45-49	4	772
Australian Capital Territory	2011	45-49	5	197
Australian Capital Territory	2011	45-49	6	104
Australian Capital Territory	2011	50-54		403
Australian Capital Territory	2011	50-54	0	1954
Australian Capital Territory	2011	50-54	1	1536
Australian Capital Territory	2011	50-54	2	4455
Australian Capital Territory	2011	50-54	3	2604
Australian Capital Territory	2011	50-54	4	820
Australian Capital Territory	2011	50-54	5	187
Australian Capital Territory	2011	50-54	6	110
Australian Capital Territory	2011	55-59		336
Australian Capital Territory	2011	55-59	0	1389
Australian Capital Territory	2011	55-59	1	1177
Australian Capital Territory	2011	55-59	2	3968
Australian Capital Territory	2011	55-59	3	2487
Australian Capital Territory	2011	55-59	4	866
Australian Capital Territory	2011	55-59	5	225
Australian Capital Territory	2011	55-59	6	87
Australian Capital Territory	2011	60-64		297
Australian Capital Territory	2011	60-64	0	1062
Australian Capital Territory	2011	60-64	1	1022
Australian Capital Territory	2011	60-64	2	3582
Australian Capital Territory	2011	60-64	3	2284
Australian Capital Territory	2011	60-64	4	819
Australian Capital Territory	2011	60-64	5	199
Australian Capital Territory	2011	60-64	6	138
Australian Capital Territory	2011	65-69		262
Australian Capital Territory	2011	65-69	0	655
Australian Capital Territory	2011	65-69	1	584
Australian Capital Territory	2011	65-69	2	2299
Australian Capital Territory	2011	65-69	3	1667
Australian Capital Territory	2011	65-69	4	699
Australian Capital Territory	2011	65-69	5	207
Australian Capital Territory	2011	65-69	6	114
Australian Capital Territory	2011	70-74		247
Australian Capital Territory	2011	70-74	0	387
Australian Capital Territory	2011	70-74	1	393
Australian Capital Territory	2011	70-74	2	1367
Australian Capital Territory	2011	70-74	3	1242
Australian Capital Territory	2011	70-74	4	671
Australian Capital Territory	2011	70-74	5	270
Australian Capital Territory	2011	70-74	6	182
Australian Capital Territory	2011	75-79		205
Australian Capital Territory	2011	75-79	0	307
Australian Capital Territory	2011	75-79	1	281
Australian Capital Territory	2011	75-79	2	902
Australian Capital Territory	2011	75-79	3	908
Australian Capital Territory	2011	75-79	4	538
Australian Capital Territory	2011	75-79	5	232
Australian Capital Territory	2011	75-79	6	215
Australian Capital Territory	2011	80-84		293
Australian Capital Territory	2011	80-84	0	211
Australian Capital Territory	2011	80-84	1	251
Australian Capital Territory	2011	80-84	2	665
Australian Capital Territory	2011	80-84	3	643
Australian Capital Territory	2011	80-84	4	414
Australian Capital Territory	2011	80-84	5	212
Australian Capital Territory	2011	80-84	6	210
Australian Capital Territory	2011	85+		488
Australian Capital Territory	2011	85+	0	217
Australian Capital Territory	2011	85+	1	355
Australian Capital Territory	2011	85+	2	737
Australian Capital Territory	2011	85+	3	652
Australian Capital Territory	2011	85+	4	363
Australian Capital Territory	2011	85+	5	186
Australian Capital Territory	2011	85+	6	173
Australian Capital Territory	2016	15-19		1103
Australian Capital Territory	2016	15-19	0	10972
Australian Capital Territory	2016	15-19	1	53
Australian Capital Territory	2016	15-19	2	12
Australian Capital Territory	2016	15-19	3	0
Australian Capital Territory	2016	15-19	4	0
Australian Capital Territory	2016	15-19	5	0
Australian Capital Territory	2016	15-19	6	4
Australian Capital Territory	2016	20-24		1278
Australian Capital Territory	2016	20-24	0	13384
Australian Capital Territory	2016	20-24	1	624
Australian Capital Territory	2016	20-24	2	217
Australian Capital Territory	2016	20-24	3	52
Australian Capital Territory	2016	20-24	4	6
Australian Capital Territory	2016	20-24	5	0
Australian Capital Territory	2016	20-24	6	3
Australian Capital Territory	2016	25-29		1232
Australian Capital Territory	2016	25-29	0	11650
Australian Capital Territory	2016	25-29	1	2128
Australian Capital Territory	2016	25-29	2	1118
Australian Capital Territory	2016	25-29	3	297
Australian Capital Territory	2016	25-29	4	88
Australian Capital Territory	2016	25-29	5	24
Australian Capital Territory	2016	25-29	6	4
Australian Capital Territory	2016	30-34		1093
Australian Capital Territory	2016	30-34	0	7144
Australian Capital Territory	2016	30-34	1	3932
Australian Capital Territory	2016	30-34	2	3635
Australian Capital Territory	2016	30-34	3	1002
Australian Capital Territory	2016	30-34	4	218
Australian Capital Territory	2016	30-34	5	73
Australian Capital Territory	2016	30-34	6	44
Australian Capital Territory	2016	35-39		801
Australian Capital Territory	2016	35-39	0	3650
Australian Capital Territory	2016	35-39	1	2817
Australian Capital Territory	2016	35-39	2	5277
Australian Capital Territory	2016	35-39	3	1950
Australian Capital Territory	2016	35-39	4	456
Australian Capital Territory	2016	35-39	5	148
Australian Capital Territory	2016	35-39	6	69
Australian Capital Territory	2016	40-44		733
Australian Capital Territory	2016	40-44	0	2602
Australian Capital Territory	2016	40-44	1	2091
Australian Capital Territory	2016	40-44	2	5558
Australian Capital Territory	2016	40-44	3	2325
Australian Capital Territory	2016	40-44	4	690
Australian Capital Territory	2016	40-44	5	178
Australian Capital Territory	2016	40-44	6	103
Australian Capital Territory	2016	45-49		689
Australian Capital Territory	2016	45-49	0	2305
Australian Capital Territory	2016	45-49	1	1924
Australian Capital Territory	2016	45-49	2	5147
Australian Capital Territory	2016	45-49	3	2337
Australian Capital Territory	2016	45-49	4	722
Australian Capital Territory	2016	45-49	5	164
Australian Capital Territory	2016	45-49	6	109
Australian Capital Territory	2016	50-54		645
Australian Capital Territory	2016	50-54	0	2068
Australian Capital Territory	2016	50-54	1	1642
Australian Capital Territory	2016	50-54	2	4688
Australian Capital Territory	2016	50-54	3	2444
Australian Capital Territory	2016	50-54	4	787
Australian Capital Territory	2016	50-54	5	212
Australian Capital Territory	2016	50-54	6	98
Australian Capital Territory	2016	55-59		642
Australian Capital Territory	2016	55-59	0	1724
Australian Capital Territory	2016	55-59	1	1501
Australian Capital Territory	2016	55-59	2	4124
Australian Capital Territory	2016	55-59	3	2403
Australian Capital Territory	2016	55-59	4	828
Australian Capital Territory	2016	55-59	5	208
Australian Capital Territory	2016	55-59	6	132
Australian Capital Territory	2016	60-64		603
Australian Capital Territory	2016	60-64	0	1244
Australian Capital Territory	2016	60-64	1	1145
Australian Capital Territory	2016	60-64	2	3622
Australian Capital Territory	2016	60-64	3	2263
Australian Capital Territory	2016	60-64	4	837
Australian Capital Territory	2016	60-64	5	227
Australian Capital Territory	2016	60-64	6	86
Australian Capital Territory	2016	65-69		501
Australian Capital Territory	2016	65-69	0	974
Australian Capital Territory	2016	65-69	1	969
Australian Capital Territory	2016	65-69	2	3344
Australian Capital Territory	2016	65-69	3	2148
Australian Capital Territory	2016	65-69	4	789
Australian Capital Territory	2016	65-69	5	230
Australian Capital Territory	2016	65-69	6	132
Australian Capital Territory	2016	70-74		441
Australian Capital Territory	2016	70-74	0	587
Australian Capital Territory	2016	70-74	1	548
Australian Capital Territory	2016	70-74	2	2241
Australian Capital Territory	2016	70-74	3	1607
Australian Capital Territory	2016	70-74	4	660
Australian Capital Territory	2016	70-74	5	225
Australian Capital Territory	2016	70-74	6	121
Australian Capital Territory	2016	75-79		387
Australian Capital Territory	2016	75-79	0	351
Australian Capital Territory	2016	75-79	1	362
Australian Capital Territory	2016	75-79	2	1273
Australian Capital Territory	2016	75-79	3	1188
Australian Capital Territory	2016	75-79	4	633
Australian Capital Territory	2016	75-79	5	253
Australian Capital Territory	2016	75-79	6	182
Australian Capital Territory	2016	80-84		347
Australian Capital Territory	2016	80-84	0	229
Australian Capital Territory	2016	80-84	1	237
Australian Capital Territory	2016	80-84	2	789
Australian Capital Territory	2016	80-84	3	794
Australian Capital Territory	2016	80-84	4	487
Australian Capital Territory	2016	80-84	5	210
Australian Capital Territory	2016	80-84	6	195
Australian Capital Territory	2016	85+		776
Australian Capital Territory	2016	85+	0	214
Australian Capital Territory	2016	85+	1	317
Australian Capital Territory	2016	85+	2	794
Australian Capital Territory	2016	85+	3	759
Australian Capital Territory	2016	85+	4	496
Australian Capital Territory	2016	85+	5	244
Australian Capital Territory	2016	85+	6	242
Other Territories	2006	15-19		7
Other Territories	2006	15-19	0	49
Other Territories	2006	15-19	1	6
Other Territories	2006	15-19	2	0
Other Territories	2006	15-19	3	0
Other Territories	2006	15-19	4	0
Other Territories	2006	15-19	5	0
Other Territories	2006	15-19	6	0
Other Territories	2006	20-24		9
Other Territories	2006	20-24	0	46
Other Territories	2006	20-24	1	8
Other Territories	2006	20-24	2	3
Other Territories	2006	20-24	3	0
Other Territories	2006	20-24	4	0
Other Territories	2006	20-24	5	0
Other Territories	2006	20-24	6	0
Other Territories	2006	25-29		0
Other Territories	2006	25-29	0	34
Other Territories	2006	25-29	1	7
Other Territories	2006	25-29	2	13
Other Territories	2006	25-29	3	3
Other Territories	2006	25-29	4	3
Other Territories	2006	25-29	5	0
Other Territories	2006	25-29	6	0
Other Territories	2006	30-34		0
Other Territories	2006	30-34	0	24
Other Territories	2006	30-34	1	13
Other Territories	2006	30-34	2	16
Other Territories	2006	30-34	3	12
Other Territories	2006	30-34	4	0
Other Territories	2006	30-34	5	0
Other Territories	2006	30-34	6	0
Other Territories	2006	35-39		3
Other Territories	2006	35-39	0	20
Other Territories	2006	35-39	1	6
Other Territories	2006	35-39	2	40
Other Territories	2006	35-39	3	23
Other Territories	2006	35-39	4	4
Other Territories	2006	35-39	5	4
Other Territories	2006	35-39	6	0
Other Territories	2006	40-44		4
Other Territories	2006	40-44	0	16
Other Territories	2006	40-44	1	6
Other Territories	2006	40-44	2	27
Other Territories	2006	40-44	3	19
Other Territories	2006	40-44	4	10
Other Territories	2006	40-44	5	7
Other Territories	2006	40-44	6	0
Other Territories	2006	45-49		0
Other Territories	2006	45-49	0	18
Other Territories	2006	45-49	1	9
Other Territories	2006	45-49	2	33
Other Territories	2006	45-49	3	19
Other Territories	2006	45-49	4	6
Other Territories	2006	45-49	5	3
Other Territories	2006	45-49	6	0
Other Territories	2006	50-54		3
Other Territories	2006	50-54	0	10
Other Territories	2006	50-54	1	5
Other Territories	2006	50-54	2	35
Other Territories	2006	50-54	3	22
Other Territories	2006	50-54	4	9
Other Territories	2006	50-54	5	3
Other Territories	2006	50-54	6	3
Other Territories	2006	55-59		3
Other Territories	2006	55-59	0	8
Other Territories	2006	55-59	1	3
Other Territories	2006	55-59	2	8
Other Territories	2006	55-59	3	15
Other Territories	2006	55-59	4	6
Other Territories	2006	55-59	5	3
Other Territories	2006	55-59	6	4
Other Territories	2006	60-64		0
Other Territories	2006	60-64	0	6
Other Territories	2006	60-64	1	4
Other Territories	2006	60-64	2	7
Other Territories	2006	60-64	3	10
Other Territories	2006	60-64	4	4
Other Territories	2006	60-64	5	4
Other Territories	2006	60-64	6	5
Other Territories	2006	65-69		0
Other Territories	2006	65-69	0	3
Other Territories	2006	65-69	1	0
Other Territories	2006	65-69	2	4
Other Territories	2006	65-69	3	4
Other Territories	2006	65-69	4	5
Other Territories	2006	65-69	5	0
Other Territories	2006	65-69	6	4
Other Territories	2006	70-74		0
Other Territories	2006	70-74	0	0
Other Territories	2006	70-74	1	0
Other Territories	2006	70-74	2	0
Other Territories	2006	70-74	3	4
Other Territories	2006	70-74	4	3
Other Territories	2006	70-74	5	0
Other Territories	2006	70-74	6	5
Other Territories	2006	75-79		0
Other Territories	2006	75-79	0	0
Other Territories	2006	75-79	1	0
Other Territories	2006	75-79	2	3
Other Territories	2006	75-79	3	0
Other Territories	2006	75-79	4	0
Other Territories	2006	75-79	5	0
Other Territories	2006	75-79	6	3
Other Territories	2006	80-84		0
Other Territories	2006	80-84	0	0
Other Territories	2006	80-84	1	0
Other Territories	2006	80-84	2	0
Other Territories	2006	80-84	3	0
Other Territories	2006	80-84	4	0
Other Territories	2006	80-84	5	0
Other Territories	2006	80-84	6	3
Other Territories	2006	85+		0
Other Territories	2006	85+	0	0
Other Territories	2006	85+	1	0
Other Territories	2006	85+	2	0
Other Territories	2006	85+	3	0
Other Territories	2006	85+	4	0
Other Territories	2006	85+	5	0
Other Territories	2006	85+	6	0
Other Territories	2011	15-19		7
Other Territories	2011	15-19	0	46
Other Territories	2011	15-19	1	0
Other Territories	2011	15-19	2	0
Other Territories	2011	15-19	3	0
Other Territories	2011	15-19	4	0
Other Territories	2011	15-19	5	0
Other Territories	2011	15-19	6	0
Other Territories	2011	20-24		8
Other Territories	2011	20-24	0	38
Other Territories	2011	20-24	1	12
Other Territories	2011	20-24	2	12
Other Territories	2011	20-24	3	0
Other Territories	2011	20-24	4	0
Other Territories	2011	20-24	5	0
Other Territories	2011	20-24	6	0
Other Territories	2011	25-29		7
Other Territories	2011	25-29	0	37
Other Territories	2011	25-29	1	12
Other Territories	2011	25-29	2	11
Other Territories	2011	25-29	3	0
Other Territories	2011	25-29	4	0
Other Territories	2011	25-29	5	0
Other Territories	2011	25-29	6	0
Other Territories	2011	30-34		9
Other Territories	2011	30-34	0	23
Other Territories	2011	30-34	1	12
Other Territories	2011	30-34	2	13
Other Territories	2011	30-34	3	17
Other Territories	2011	30-34	4	0
Other Territories	2011	30-34	5	0
Other Territories	2011	30-34	6	4
Other Territories	2011	35-39		4
Other Territories	2011	35-39	0	19
Other Territories	2011	35-39	1	13
Other Territories	2011	35-39	2	18
Other Territories	2011	35-39	3	17
Other Territories	2011	35-39	4	3
Other Territories	2011	35-39	5	3
Other Territories	2011	35-39	6	0
Other Territories	2011	40-44		9
Other Territories	2011	40-44	0	15
Other Territories	2011	40-44	1	18
Other Territories	2011	40-44	2	25
Other Territories	2011	40-44	3	22
Other Territories	2011	40-44	4	4
Other Territories	2011	40-44	5	4
Other Territories	2011	40-44	6	4
Other Territories	2011	45-49		3
Other Territories	2011	45-49	0	14
Other Territories	2011	45-49	1	10
Other Territories	2011	45-49	2	32
Other Territories	2011	45-49	3	14
Other Territories	2011	45-49	4	10
Other Territories	2011	45-49	5	3
Other Territories	2011	45-49	6	3
Other Territories	2011	50-54		0
Other Territories	2011	50-54	0	4
Other Territories	2011	50-54	1	11
Other Territories	2011	50-54	2	31
Other Territories	2011	50-54	3	28
Other Territories	2011	50-54	4	13
Other Territories	2011	50-54	5	0
Other Territories	2011	50-54	6	3
Other Territories	2011	55-59		4
Other Territories	2011	55-59	0	9
Other Territories	2011	55-59	1	4
Other Territories	2011	55-59	2	28
Other Territories	2011	55-59	3	20
Other Territories	2011	55-59	4	9
Other Territories	2011	55-59	5	4
Other Territories	2011	55-59	6	3
Other Territories	2011	60-64		8
Other Territories	2011	60-64	0	3
Other Territories	2011	60-64	1	7
Other Territories	2011	60-64	2	9
Other Territories	2011	60-64	3	10
Other Territories	2011	60-64	4	7
Other Territories	2011	60-64	5	0
Other Territories	2011	60-64	6	0
Other Territories	2011	65-69		0
Other Territories	2011	65-69	0	3
Other Territories	2011	65-69	1	4
Other Territories	2011	65-69	2	3
Other Territories	2011	65-69	3	0
Other Territories	2011	65-69	4	0
Other Territories	2011	65-69	5	5
Other Territories	2011	65-69	6	5
Other Territories	2011	70-74		3
Other Territories	2011	70-74	0	0
Other Territories	2011	70-74	1	0
Other Territories	2011	70-74	2	9
Other Territories	2011	70-74	3	6
Other Territories	2011	70-74	4	0
Other Territories	2011	70-74	5	0
Other Territories	2011	70-74	6	0
Other Territories	2011	75-79		0
Other Territories	2011	75-79	0	0
Other Territories	2011	75-79	1	0
Other Territories	2011	75-79	2	0
Other Territories	2011	75-79	3	3
Other Territories	2011	75-79	4	0
Other Territories	2011	75-79	5	3
Other Territories	2011	75-79	6	5
Other Territories	2011	80-84		0
Other Territories	2011	80-84	0	0
Other Territories	2011	80-84	1	0
Other Territories	2011	80-84	2	0
Other Territories	2011	80-84	3	0
Other Territories	2011	80-84	4	0
Other Territories	2011	80-84	5	0
Other Territories	2011	80-84	6	3
Other Territories	2011	85+		0
Other Territories	2011	85+	0	0
Other Territories	2011	85+	1	0
Other Territories	2011	85+	2	0
Other Territories	2011	85+	3	0
Other Territories	2011	85+	4	0
Other Territories	2011	85+	5	0
Other Territories	2011	85+	6	0
Other Territories	2016	15-19		23
Other Territories	2016	15-19	0	80
Other Territories	2016	15-19	1	0
Other Territories	2016	15-19	2	0
Other Territories	2016	15-19	3	0
Other Territories	2016	15-19	4	0
Other Territories	2016	15-19	5	0
Other Territories	2016	15-19	6	0
Other Territories	2016	20-24		9
Other Territories	2016	20-24	0	49
Other Territories	2016	20-24	1	9
Other Territories	2016	20-24	2	0
Other Territories	2016	20-24	3	0
Other Territories	2016	20-24	4	0
Other Territories	2016	20-24	5	0
Other Territories	2016	20-24	6	0
Other Territories	2016	25-29		9
Other Territories	2016	25-29	0	46
Other Territories	2016	25-29	1	19
Other Territories	2016	25-29	2	13
Other Territories	2016	25-29	3	7
Other Territories	2016	25-29	4	0
Other Territories	2016	25-29	5	0
Other Territories	2016	25-29	6	0
Other Territories	2016	30-34		15
Other Territories	2016	30-34	0	46
Other Territories	2016	30-34	1	31
Other Territories	2016	30-34	2	30
Other Territories	2016	30-34	3	20
Other Territories	2016	30-34	4	3
Other Territories	2016	30-34	5	0
Other Territories	2016	30-34	6	0
Other Territories	2016	35-39		9
Other Territories	2016	35-39	0	28
Other Territories	2016	35-39	1	18
Other Territories	2016	35-39	2	42
Other Territories	2016	35-39	3	30
Other Territories	2016	35-39	4	3
Other Territories	2016	35-39	5	0
Other Territories	2016	35-39	6	4
Other Territories	2016	40-44		18
Other Territories	2016	40-44	0	34
Other Territories	2016	40-44	1	25
Other Territories	2016	40-44	2	42
Other Territories	2016	40-44	3	24
Other Territories	2016	40-44	4	8
Other Territories	2016	40-44	5	3
Other Territories	2016	40-44	6	0
Other Territories	2016	45-49		15
Other Territories	2016	45-49	0	29
Other Territories	2016	45-49	1	18
Other Territories	2016	45-49	2	50
Other Territories	2016	45-49	3	23
Other Territories	2016	45-49	4	10
Other Territories	2016	45-49	5	3
Other Territories	2016	45-49	6	3
Other Territories	2016	50-54		29
Other Territories	2016	50-54	0	27
Other Territories	2016	50-54	1	19
Other Territories	2016	50-54	2	53
Other Territories	2016	50-54	3	26
Other Territories	2016	50-54	4	16
Other Territories	2016	50-54	5	6
Other Territories	2016	50-54	6	0
Other Territories	2016	55-59		29
Other Territories	2016	55-59	0	19
