STE_NAME16	Year	Age	FOE	adults
Tasmania	2006	75-84	Education	712
Tasmania	2006	75-84	Engineering and related technologies	1648
Tasmania	2006	75-84	Field of study not stated	6236
Tasmania	2006	75-84	Food hospitality and personal services	152
Tasmania	2006	75-84	Health	789
Tasmania	2006	75-84	Information technology	9
Tasmania	2006	75-84	Management and commerce	788
Tasmania	2006	75-84	Mixed field programmes	17
Tasmania	2006	75-84	Natural and physical sciences	161
Tasmania	2006	75-84	Society and culture	350
Tasmania	2006	85+	Agriculture environmental and related studies	28
Tasmania	2006	85+	Architecture and building	104
Tasmania	2006	85+	Creative arts	43
Tasmania	2006	85+	Education	222
Tasmania	2006	85+	Engineering and related technologies	311
Tasmania	2006	85+	Field of study not stated	2544
Tasmania	2006	85+	Food hospitality and personal services	60
Tasmania	2006	85+	Health	223
Tasmania	2006	85+	Information technology	0
Tasmania	2006	85+	Management and commerce	179
Tasmania	2006	85+	Mixed field programmes	10
Tasmania	2006	85+	Natural and physical sciences	30
Tasmania	2006	85+	Society and culture	71
Tasmania	2011	15-19	Agriculture environmental and related studies	121
Tasmania	2011	15-19	Architecture and building	234
Tasmania	2011	15-19	Creative arts	69
Tasmania	2011	15-19	Education	19
Tasmania	2011	15-19	Engineering and related technologies	332
Tasmania	2011	15-19	Field of study not stated	3042
Tasmania	2011	15-19	Food hospitality and personal services	531
Tasmania	2011	15-19	Health	55
Tasmania	2011	15-19	Information technology	98
Tasmania	2011	15-19	Management and commerce	543
Tasmania	2011	15-19	Mixed field programmes	25
Tasmania	2011	15-19	Natural and physical sciences	9
Tasmania	2011	15-19	Society and culture	339
Tasmania	2011	20-24	Agriculture environmental and related studies	429
Tasmania	2011	20-24	Architecture and building	1244
Tasmania	2011	20-24	Creative arts	482
Tasmania	2011	20-24	Education	324
Tasmania	2011	20-24	Engineering and related technologies	1790
Tasmania	2011	20-24	Field of study not stated	2095
Tasmania	2011	20-24	Food hospitality and personal services	1646
Tasmania	2011	20-24	Health	905
Tasmania	2011	20-24	Information technology	447
Tasmania	2011	20-24	Management and commerce	2425
Tasmania	2011	20-24	Mixed field programmes	32
Tasmania	2011	20-24	Natural and physical sciences	298
Tasmania	2011	20-24	Society and culture	1530
Tasmania	2011	25-34	Agriculture environmental and related studies	1404
Tasmania	2011	25-34	Architecture and building	2063
Tasmania	2011	25-34	Creative arts	1262
Tasmania	2011	25-34	Education	2306
Tasmania	2011	25-34	Engineering and related technologies	4749
Tasmania	2011	25-34	Field of study not stated	3839
Tasmania	2011	25-34	Food hospitality and personal services	3011
Tasmania	2011	25-34	Health	2961
Tasmania	2011	25-34	Information technology	1373
Tasmania	2011	25-34	Management and commerce	6729
Tasmania	2011	25-34	Mixed field programmes	28
Tasmania	2011	25-34	Natural and physical sciences	1135
Tasmania	2011	25-34	Society and culture	4294
Tasmania	2011	35-44	Agriculture environmental and related studies	1589
Tasmania	2011	35-44	Architecture and building	2538
Tasmania	2011	35-44	Creative arts	1247
Tasmania	2011	35-44	Education	2804
Tasmania	2011	35-44	Engineering and related technologies	6164
Tasmania	2011	35-44	Field of study not stated	4577
Tasmania	2011	35-44	Food hospitality and personal services	2749
Tasmania	2011	35-44	Health	3638
Tasmania	2011	35-44	Information technology	839
Tasmania	2011	35-44	Management and commerce	6382
Tasmania	2011	35-44	Mixed field programmes	20
Tasmania	2011	35-44	Natural and physical sciences	1360
Tasmania	2011	35-44	Society and culture	5031
Tasmania	2011	45-54	Agriculture environmental and related studies	1363
Tasmania	2011	45-54	Architecture and building	2914
Tasmania	2011	45-54	Creative arts	1069
Tasmania	2011	45-54	Education	3738
Tasmania	2011	45-54	Engineering and related technologies	7031
Tasmania	2011	45-54	Field of study not stated	5075
Tasmania	2011	45-54	Food hospitality and personal services	1886
Tasmania	2011	45-54	Health	4781
Tasmania	2011	45-54	Information technology	643
Tasmania	2011	45-54	Management and commerce	5970
Tasmania	2011	45-54	Mixed field programmes	28
Tasmania	2011	45-54	Natural and physical sciences	1163
Tasmania	2011	45-54	Society and culture	4978
Tasmania	2011	55-64	Agriculture environmental and related studies	783
Tasmania	2011	55-64	Architecture and building	2205
Tasmania	2011	55-64	Creative arts	949
Tasmania	2011	55-64	Education	4131
Tasmania	2011	55-64	Engineering and related technologies	6047
Tasmania	2011	55-64	Field of study not stated	5428
Tasmania	2011	55-64	Food hospitality and personal services	1349
Tasmania	2011	55-64	Health	4173
Tasmania	2011	55-64	Information technology	338
Tasmania	2011	55-64	Management and commerce	4464
Tasmania	2011	55-64	Mixed field programmes	30
Tasmania	2011	55-64	Natural and physical sciences	993
Tasmania	2011	55-64	Society and culture	4058
Tasmania	2011	65-74	Agriculture environmental and related studies	367
Tasmania	2011	65-74	Architecture and building	1440
Tasmania	2011	65-74	Creative arts	496
Tasmania	2011	65-74	Education	2356
Tasmania	2011	65-74	Engineering and related technologies	4057
Tasmania	2011	65-74	Field of study not stated	5504
Tasmania	2011	65-74	Food hospitality and personal services	670
Tasmania	2011	65-74	Health	2101
Tasmania	2011	65-74	Information technology	75
Tasmania	2011	65-74	Management and commerce	1884
Tasmania	2011	65-74	Mixed field programmes	36
Tasmania	2011	65-74	Natural and physical sciences	477
Tasmania	2011	65-74	Society and culture	1458
Tasmania	2011	75-84	Agriculture environmental and related studies	177
Tasmania	2011	75-84	Architecture and building	691
Tasmania	2011	75-84	Creative arts	208
Tasmania	2011	75-84	Education	964
Tasmania	2011	75-84	Engineering and related technologies	1950
Tasmania	2011	75-84	Field of study not stated	5011
Tasmania	2011	75-84	Food hospitality and personal services	207
Tasmania	2011	75-84	Health	941
Tasmania	2011	75-84	Information technology	15
Tasmania	2011	75-84	Management and commerce	833
Tasmania	2011	75-84	Mixed field programmes	16
Tasmania	2011	75-84	Natural and physical sciences	195
Tasmania	2011	75-84	Society and culture	455
Tasmania	2011	85+	Agriculture environmental and related studies	48
Tasmania	2011	85+	Architecture and building	174
Tasmania	2011	85+	Creative arts	71
Tasmania	2011	85+	Education	304
Tasmania	2011	85+	Engineering and related technologies	529
Tasmania	2011	85+	Field of study not stated	2487
Tasmania	2011	85+	Food hospitality and personal services	60
Tasmania	2011	85+	Health	344
Tasmania	2011	85+	Information technology	0
Tasmania	2011	85+	Management and commerce	258
Tasmania	2011	85+	Mixed field programmes	17
Tasmania	2011	85+	Natural and physical sciences	51
Tasmania	2011	85+	Society and culture	111
Tasmania	2016	15-19	Agriculture environmental and related studies	119
Tasmania	2016	15-19	Architecture and building	169
Tasmania	2016	15-19	Creative arts	69
Tasmania	2016	15-19	Education	34
Tasmania	2016	15-19	Engineering and related technologies	258
Tasmania	2016	15-19	Field of study not stated	3063
Tasmania	2016	15-19	Food hospitality and personal services	438
Tasmania	2016	15-19	Health	109
Tasmania	2016	15-19	Information technology	64
Tasmania	2016	15-19	Management and commerce	429
Tasmania	2016	15-19	Mixed field programmes	51
Tasmania	2016	15-19	Natural and physical sciences	6
Tasmania	2016	15-19	Society and culture	346
Tasmania	2016	20-24	Agriculture environmental and related studies	474
Tasmania	2016	20-24	Architecture and building	1101
Tasmania	2016	20-24	Creative arts	499
Tasmania	2016	20-24	Education	388
Tasmania	2016	20-24	Engineering and related technologies	1725
Tasmania	2016	20-24	Field of study not stated	2458
Tasmania	2016	20-24	Food hospitality and personal services	1460
Tasmania	2016	20-24	Health	1112
Tasmania	2016	20-24	Information technology	453
Tasmania	2016	20-24	Management and commerce	2225
Tasmania	2016	20-24	Mixed field programmes	68
Tasmania	2016	20-24	Natural and physical sciences	323
Tasmania	2016	20-24	Society and culture	1919
Tasmania	2016	25-34	Agriculture environmental and related studies	1352
Tasmania	2016	25-34	Architecture and building	2853
Tasmania	2016	25-34	Creative arts	1467
Tasmania	2016	25-34	Education	2553
Tasmania	2016	25-34	Engineering and related technologies	4913
Tasmania	2016	25-34	Field of study not stated	5023
Tasmania	2016	25-34	Food hospitality and personal services	3293
Tasmania	2016	25-34	Health	3931
Tasmania	2016	25-34	Information technology	1349
Tasmania	2016	25-34	Management and commerce	7050
Tasmania	2016	25-34	Mixed field programmes	61
Tasmania	2016	25-34	Natural and physical sciences	1270
Tasmania	2016	25-34	Society and culture	5129
Tasmania	2016	35-44	Agriculture environmental and related studies	1626
Tasmania	2016	35-44	Architecture and building	2195
Tasmania	2016	35-44	Creative arts	1384
Tasmania	2016	35-44	Education	3286
Tasmania	2016	35-44	Engineering and related technologies	5420
Tasmania	2016	35-44	Field of study not stated	5156
Tasmania	2016	35-44	Food hospitality and personal services	2839
Tasmania	2016	35-44	Health	3759
Tasmania	2016	35-44	Information technology	1027
Tasmania	2016	35-44	Management and commerce	6980
Tasmania	2016	35-44	Mixed field programmes	52
Tasmania	2016	35-44	Natural and physical sciences	1439
Tasmania	2016	35-44	Society and culture	5432
Tasmania	2016	45-54	Agriculture environmental and related studies	1563
Tasmania	2016	45-54	Architecture and building	2624
Tasmania	2016	45-54	Creative arts	1188
Tasmania	2016	45-54	Education	3457
Tasmania	2016	45-54	Engineering and related technologies	6462
Tasmania	2016	45-54	Field of study not stated	6287
Tasmania	2016	45-54	Food hospitality and personal services	2293
Tasmania	2016	45-54	Health	4566
Tasmania	2016	45-54	Information technology	720
Tasmania	2016	45-54	Management and commerce	6733
Tasmania	2016	45-54	Mixed field programmes	55
Tasmania	2016	45-54	Natural and physical sciences	1292
Tasmania	2016	45-54	Society and culture	5829
Tasmania	2016	55-64	Agriculture environmental and related studies	1111
Tasmania	2016	55-64	Architecture and building	2756
Tasmania	2016	55-64	Creative arts	1045
Tasmania	2016	55-64	Education	4499
Tasmania	2016	55-64	Engineering and related technologies	6709
Tasmania	2016	55-64	Field of study not stated	6664
Tasmania	2016	55-64	Food hospitality and personal services	1601
Tasmania	2016	55-64	Health	5013
Tasmania	2016	55-64	Information technology	480
Tasmania	2016	55-64	Management and commerce	5564
Tasmania	2016	55-64	Mixed field programmes	121
Tasmania	2016	55-64	Natural and physical sciences	1111
Tasmania	2016	55-64	Society and culture	5322
Tasmania	2016	65-74	Agriculture environmental and related studies	552
Tasmania	2016	65-74	Architecture and building	1741
Tasmania	2016	65-74	Creative arts	804
Tasmania	2016	65-74	Education	3249
Tasmania	2016	65-74	Engineering and related technologies	5097
Tasmania	2016	65-74	Field of study not stated	6633
Tasmania	2016	65-74	Food hospitality and personal services	1025
Tasmania	2016	65-74	Health	3049
Tasmania	2016	65-74	Information technology	207
Tasmania	2016	65-74	Management and commerce	3230
Tasmania	2016	65-74	Mixed field programmes	161
Tasmania	2016	65-74	Natural and physical sciences	800
Tasmania	2016	65-74	Society and culture	2880
Tasmania	2016	75-84	Agriculture environmental and related studies	246
Tasmania	2016	75-84	Architecture and building	914
Tasmania	2016	75-84	Creative arts	300
Tasmania	2016	75-84	Education	1461
Tasmania	2016	75-84	Engineering and related technologies	2549
Tasmania	2016	75-84	Field of study not stated	4709
Tasmania	2016	75-84	Food hospitality and personal services	341
Tasmania	2016	75-84	Health	1331
Tasmania	2016	75-84	Information technology	36
Tasmania	2016	75-84	Management and commerce	1102
Tasmania	2016	75-84	Mixed field programmes	113
Tasmania	2016	75-84	Natural and physical sciences	253
Tasmania	2016	75-84	Society and culture	768
Tasmania	2016	85+	Agriculture environmental and related studies	63
Tasmania	2016	85+	Architecture and building	246
Tasmania	2016	85+	Creative arts	93
Tasmania	2016	85+	Education	417
Tasmania	2016	85+	Engineering and related technologies	757
Tasmania	2016	85+	Field of study not stated	2192
Tasmania	2016	85+	Food hospitality and personal services	89
Tasmania	2016	85+	Health	473
Tasmania	2016	85+	Information technology	4
Tasmania	2016	85+	Management and commerce	447
Tasmania	2016	85+	Mixed field programmes	53
Tasmania	2016	85+	Natural and physical sciences	92
Tasmania	2016	85+	Society and culture	204
Northern Territory	2006	15-19	Agriculture environmental and related studies	80
Northern Territory	2006	15-19	Architecture and building	40
Northern Territory	2006	15-19	Creative arts	30
Northern Territory	2006	15-19	Education	8
Northern Territory	2006	15-19	Engineering and related technologies	134
Northern Territory	2006	15-19	Field of study not stated	2728
Northern Territory	2006	15-19	Food hospitality and personal services	172
Northern Territory	2006	15-19	Health	24
Northern Territory	2006	15-19	Information technology	57
Northern Territory	2006	15-19	Management and commerce	168
Northern Territory	2006	15-19	Mixed field programmes	9
Northern Territory	2006	15-19	Natural and physical sciences	0
Northern Territory	2006	15-19	Society and culture	68
Northern Territory	2006	20-24	Agriculture environmental and related studies	212
Northern Territory	2006	20-24	Architecture and building	196
Northern Territory	2006	20-24	Creative arts	169
Northern Territory	2006	20-24	Education	144
Northern Territory	2006	20-24	Engineering and related technologies	863
Northern Territory	2006	20-24	Field of study not stated	2467
Northern Territory	2006	20-24	Food hospitality and personal services	546
Northern Territory	2006	20-24	Health	323
Northern Territory	2006	20-24	Information technology	198
Northern Territory	2006	20-24	Management and commerce	971
Northern Territory	2006	20-24	Mixed field programmes	18
Northern Territory	2006	20-24	Natural and physical sciences	105
Northern Territory	2006	20-24	Society and culture	449
Northern Territory	2006	25-34	Agriculture environmental and related studies	631
Northern Territory	2006	25-34	Architecture and building	693
Northern Territory	2006	25-34	Creative arts	487
Northern Territory	2006	25-34	Education	1057
Northern Territory	2006	25-34	Engineering and related technologies	2797
Northern Territory	2006	25-34	Field of study not stated	5052
Northern Territory	2006	25-34	Food hospitality and personal services	1037
Northern Territory	2006	25-34	Health	1431
Northern Territory	2006	25-34	Information technology	447
Northern Territory	2006	25-34	Management and commerce	2608
Northern Territory	2006	25-34	Mixed field programmes	29
Northern Territory	2006	25-34	Natural and physical sciences	474
Northern Territory	2006	25-34	Society and culture	1726
Northern Territory	2006	35-44	Agriculture environmental and related studies	532
Northern Territory	2006	35-44	Architecture and building	811
Northern Territory	2006	35-44	Creative arts	371
Northern Territory	2006	35-44	Education	1326
Northern Territory	2006	35-44	Engineering and related technologies	3246
Northern Territory	2006	35-44	Field of study not stated	4894
Northern Territory	2006	35-44	Food hospitality and personal services	826
Northern Territory	2006	35-44	Health	1574
Northern Territory	2006	35-44	Information technology	341
Northern Territory	2006	35-44	Management and commerce	2288
Northern Territory	2006	35-44	Mixed field programmes	20
Northern Territory	2006	35-44	Natural and physical sciences	425
Northern Territory	2006	35-44	Society and culture	1767
Northern Territory	2006	45-54	Agriculture environmental and related studies	340
Northern Territory	2006	45-54	Architecture and building	775
Northern Territory	2006	45-54	Creative arts	255
Northern Territory	2006	45-54	Education	1616
Northern Territory	2006	45-54	Engineering and related technologies	2594
Northern Territory	2006	45-54	Field of study not stated	4153
Northern Territory	2006	45-54	Food hospitality and personal services	468
Northern Territory	2006	45-54	Health	1471
Northern Territory	2006	45-54	Information technology	234
Northern Territory	2006	45-54	Management and commerce	1818
Northern Territory	2006	45-54	Mixed field programmes	19
Northern Territory	2006	45-54	Natural and physical sciences	369
Northern Territory	2006	45-54	Society and culture	1446
Northern Territory	2006	55-64	Agriculture environmental and related studies	165
Northern Territory	2006	55-64	Architecture and building	587
Northern Territory	2006	55-64	Creative arts	149
Northern Territory	2006	55-64	Education	1030
Northern Territory	2006	55-64	Engineering and related technologies	1686
Northern Territory	2006	55-64	Field of study not stated	2685
Northern Territory	2006	55-64	Food hospitality and personal services	246
Northern Territory	2006	55-64	Health	745
Northern Territory	2006	55-64	Information technology	76
Northern Territory	2006	55-64	Management and commerce	941
Northern Territory	2006	55-64	Mixed field programmes	10
Northern Territory	2006	55-64	Natural and physical sciences	198
Northern Territory	2006	55-64	Society and culture	806
Northern Territory	2006	65-74	Agriculture environmental and related studies	43
Northern Territory	2006	65-74	Architecture and building	212
Northern Territory	2006	65-74	Creative arts	47
Northern Territory	2006	65-74	Education	242
Northern Territory	2006	65-74	Engineering and related technologies	592
Northern Territory	2006	65-74	Field of study not stated	1217
Northern Territory	2006	65-74	Food hospitality and personal services	59
Northern Territory	2006	65-74	Health	238
Northern Territory	2006	65-74	Information technology	15
Northern Territory	2006	65-74	Management and commerce	182
Northern Territory	2006	65-74	Mixed field programmes	6
Northern Territory	2006	65-74	Natural and physical sciences	59
Northern Territory	2006	65-74	Society and culture	199
Northern Territory	2006	75-84	Agriculture environmental and related studies	16
Northern Territory	2006	75-84	Architecture and building	67
Northern Territory	2006	75-84	Creative arts	13
Northern Territory	2006	75-84	Education	55
Northern Territory	2006	75-84	Engineering and related technologies	137
Northern Territory	2006	75-84	Field of study not stated	594
Northern Territory	2006	75-84	Food hospitality and personal services	17
Northern Territory	2006	75-84	Health	68
Northern Territory	2006	75-84	Information technology	0
Northern Territory	2006	75-84	Management and commerce	47
Northern Territory	2006	75-84	Mixed field programmes	3
Northern Territory	2006	75-84	Natural and physical sciences	19
Northern Territory	2006	75-84	Society and culture	33
Northern Territory	2006	85+	Agriculture environmental and related studies	0
Northern Territory	2006	85+	Architecture and building	7
Northern Territory	2006	85+	Creative arts	7
Northern Territory	2006	85+	Education	20
Northern Territory	2006	85+	Engineering and related technologies	13
Northern Territory	2006	85+	Field of study not stated	155
Northern Territory	2006	85+	Food hospitality and personal services	3
Northern Territory	2006	85+	Health	10
Northern Territory	2006	85+	Information technology	3
Northern Territory	2006	85+	Management and commerce	6
Northern Territory	2006	85+	Mixed field programmes	0
Northern Territory	2006	85+	Natural and physical sciences	0
Northern Territory	2006	85+	Society and culture	7
Northern Territory	2011	15-19	Agriculture environmental and related studies	83
Northern Territory	2011	15-19	Architecture and building	71
Northern Territory	2011	15-19	Creative arts	32
Northern Territory	2011	15-19	Education	20
Northern Territory	2011	15-19	Engineering and related technologies	162
Northern Territory	2011	15-19	Field of study not stated	2620
Northern Territory	2011	15-19	Food hospitality and personal services	178
Northern Territory	2011	15-19	Health	33
Northern Territory	2011	15-19	Information technology	45
Northern Territory	2011	15-19	Management and commerce	188
Northern Territory	2011	15-19	Mixed field programmes	11
Northern Territory	2011	15-19	Natural and physical sciences	3
Northern Territory	2011	15-19	Society and culture	114
Northern Territory	2011	20-24	Agriculture environmental and related studies	228
Northern Territory	2011	20-24	Architecture and building	404
Northern Territory	2011	20-24	Creative arts	177
Northern Territory	2011	20-24	Education	220
Northern Territory	2011	20-24	Engineering and related technologies	1142
Northern Territory	2011	20-24	Field of study not stated	2671
Northern Territory	2011	20-24	Food hospitality and personal services	630
Northern Territory	2011	20-24	Health	390
Northern Territory	2011	20-24	Information technology	172
Northern Territory	2011	20-24	Management and commerce	1009
Northern Territory	2011	20-24	Mixed field programmes	17
Northern Territory	2011	20-24	Natural and physical sciences	95
Northern Territory	2011	20-24	Society and culture	652
Northern Territory	2011	25-34	Agriculture environmental and related studies	712
Northern Territory	2011	25-34	Architecture and building	1129
Northern Territory	2011	25-34	Creative arts	636
Northern Territory	2011	25-34	Education	1314
Northern Territory	2011	25-34	Engineering and related technologies	3146
Northern Territory	2011	25-34	Field of study not stated	5885
Northern Territory	2011	25-34	Food hospitality and personal services	1306
Northern Territory	2011	25-34	Health	2084
Northern Territory	2011	25-34	Information technology	628
Northern Territory	2011	25-34	Management and commerce	3522
Northern Territory	2011	25-34	Mixed field programmes	34
Northern Territory	2011	25-34	Natural and physical sciences	547
Northern Territory	2011	25-34	Society and culture	2302
Northern Territory	2011	35-44	Agriculture environmental and related studies	666
Northern Territory	2011	35-44	Architecture and building	961
Northern Territory	2011	35-44	Creative arts	453
Northern Territory	2011	35-44	Education	1477
Northern Territory	2011	35-44	Engineering and related technologies	3302
Northern Territory	2011	35-44	Field of study not stated	5264
Northern Territory	2011	35-44	Food hospitality and personal services	999
Northern Territory	2011	35-44	Health	1802
Northern Territory	2011	35-44	Information technology	394
Northern Territory	2011	35-44	Management and commerce	3188
Northern Territory	2011	35-44	Mixed field programmes	34
Northern Territory	2011	35-44	Natural and physical sciences	488
Northern Territory	2011	35-44	Society and culture	2180
Northern Territory	2011	45-54	Agriculture environmental and related studies	480
Northern Territory	2011	45-54	Architecture and building	882
Northern Territory	2011	45-54	Creative arts	345
Northern Territory	2011	45-54	Education	1613
Northern Territory	2011	45-54	Engineering and related technologies	3008
Northern Territory	2011	45-54	Field of study not stated	4143
Northern Territory	2011	45-54	Food hospitality and personal services	668
Northern Territory	2011	45-54	Health	1755
Northern Territory	2011	45-54	Information technology	263
Northern Territory	2011	45-54	Management and commerce	2374
Northern Territory	2011	45-54	Mixed field programmes	19
Northern Territory	2011	45-54	Natural and physical sciences	395
Northern Territory	2011	45-54	Society and culture	1822
Northern Territory	2011	55-64	Agriculture environmental and related studies	223
Northern Territory	2011	55-64	Architecture and building	699
Northern Territory	2011	55-64	Creative arts	230
Northern Territory	2011	55-64	Education	1389
Northern Territory	2011	55-64	Engineering and related technologies	2089
Northern Territory	2011	55-64	Field of study not stated	2975
Northern Territory	2011	55-64	Food hospitality and personal services	319
Northern Territory	2011	55-64	Health	1169
Northern Territory	2011	55-64	Information technology	136
Northern Territory	2011	55-64	Management and commerce	1496
Northern Territory	2011	55-64	Mixed field programmes	16
Northern Territory	2011	55-64	Natural and physical sciences	266
Northern Territory	2011	55-64	Society and culture	1209
Northern Territory	2011	65-74	Agriculture environmental and related studies	79
Northern Territory	2011	65-74	Architecture and building	291
Northern Territory	2011	65-74	Creative arts	77
Northern Territory	2011	65-74	Education	474
Northern Territory	2011	65-74	Engineering and related technologies	834
Northern Territory	2011	65-74	Field of study not stated	1503
Northern Territory	2011	65-74	Food hospitality and personal services	97
Northern Territory	2011	65-74	Health	340
Northern Territory	2011	65-74	Information technology	21
Northern Territory	2011	65-74	Management and commerce	346
Northern Territory	2011	65-74	Mixed field programmes	5
Northern Territory	2011	65-74	Natural and physical sciences	100
Northern Territory	2011	65-74	Society and culture	363
Northern Territory	2011	75-84	Agriculture environmental and related studies	17
Northern Territory	2011	75-84	Architecture and building	73
Northern Territory	2011	75-84	Creative arts	9
Northern Territory	2011	75-84	Education	77
Northern Territory	2011	75-84	Engineering and related technologies	210
Northern Territory	2011	75-84	Field of study not stated	682
Northern Territory	2011	75-84	Food hospitality and personal services	25
Northern Territory	2011	75-84	Health	109
Northern Territory	2011	75-84	Information technology	6
Northern Territory	2011	75-84	Management and commerce	58
Northern Territory	2011	75-84	Mixed field programmes	9
Northern Territory	2011	75-84	Natural and physical sciences	21
Northern Territory	2011	75-84	Society and culture	69
Northern Territory	2011	85+	Agriculture environmental and related studies	5
Northern Territory	2011	85+	Architecture and building	5
Northern Territory	2011	85+	Creative arts	3
Northern Territory	2011	85+	Education	9
Northern Territory	2011	85+	Engineering and related technologies	27
Northern Territory	2011	85+	Field of study not stated	216
Northern Territory	2011	85+	Food hospitality and personal services	10
Northern Territory	2011	85+	Health	19
Northern Territory	2011	85+	Information technology	0
Northern Territory	2011	85+	Management and commerce	17
Northern Territory	2011	85+	Mixed field programmes	0
Northern Territory	2011	85+	Natural and physical sciences	0
Northern Territory	2011	85+	Society and culture	15
Northern Territory	2016	15-19	Agriculture environmental and related studies	75
Northern Territory	2016	15-19	Architecture and building	48
Northern Territory	2016	15-19	Creative arts	52
Northern Territory	2016	15-19	Education	22
Northern Territory	2016	15-19	Engineering and related technologies	177
Northern Territory	2016	15-19	Field of study not stated	2692
Northern Territory	2016	15-19	Food hospitality and personal services	191
Northern Territory	2016	15-19	Health	33
Northern Territory	2016	15-19	Information technology	41
Northern Territory	2016	15-19	Management and commerce	193
Northern Territory	2016	15-19	Mixed field programmes	35
Northern Territory	2016	15-19	Natural and physical sciences	5
Northern Territory	2016	15-19	Society and culture	141
Northern Territory	2016	20-24	Agriculture environmental and related studies	217
Northern Territory	2016	20-24	Architecture and building	301
Northern Territory	2016	20-24	Creative arts	183
Northern Territory	2016	20-24	Education	184
Northern Territory	2016	20-24	Engineering and related technologies	1150
Northern Territory	2016	20-24	Field of study not stated	3277
Northern Territory	2016	20-24	Food hospitality and personal services	545
Northern Territory	2016	20-24	Health	502
Northern Territory	2016	20-24	Information technology	163
Northern Territory	2016	20-24	Management and commerce	999
Northern Territory	2016	20-24	Mixed field programmes	36
Northern Territory	2016	20-24	Natural and physical sciences	128
Northern Territory	2016	20-24	Society and culture	708
Northern Territory	2016	25-34	Agriculture environmental and related studies	666
Northern Territory	2016	25-34	Architecture and building	1613
Northern Territory	2016	25-34	Creative arts	690
Northern Territory	2016	25-34	Education	1590
Northern Territory	2016	25-34	Engineering and related technologies	4541
Northern Territory	2016	25-34	Field of study not stated	8050
Northern Territory	2016	25-34	Food hospitality and personal services	1544
Northern Territory	2016	25-34	Health	2881
Northern Territory	2016	25-34	Information technology	625
Northern Territory	2016	25-34	Management and commerce	4413
Northern Territory	2016	25-34	Mixed field programmes	68
Northern Territory	2016	25-34	Natural and physical sciences	520
Northern Territory	2016	25-34	Society and culture	3065
Northern Territory	2016	35-44	Agriculture environmental and related studies	683
Northern Territory	2016	35-44	Architecture and building	1138
Northern Territory	2016	35-44	Creative arts	518
Northern Territory	2016	35-44	Education	1667
Northern Territory	2016	35-44	Engineering and related technologies	3624
Northern Territory	2016	35-44	Field of study not stated	6104
Northern Territory	2016	35-44	Food hospitality and personal services	1017
Northern Territory	2016	35-44	Health	2174
Northern Territory	2016	35-44	Information technology	547
Northern Territory	2016	35-44	Management and commerce	3672
Northern Territory	2016	35-44	Mixed field programmes	40
Northern Territory	2016	35-44	Natural and physical sciences	572
Northern Territory	2016	35-44	Society and culture	2603
Northern Territory	2016	45-54	Agriculture environmental and related studies	515
Northern Territory	2016	45-54	Architecture and building	928
Northern Territory	2016	45-54	Creative arts	328
Northern Territory	2016	45-54	Education	1636
Northern Territory	2016	45-54	Engineering and related technologies	3399
Northern Territory	2016	45-54	Field of study not stated	5516
Northern Territory	2016	45-54	Food hospitality and personal services	794
Northern Territory	2016	45-54	Health	1772
Northern Territory	2016	45-54	Information technology	269
Northern Territory	2016	45-54	Management and commerce	3003
Northern Territory	2016	45-54	Mixed field programmes	41
Northern Territory	2016	45-54	Natural and physical sciences	431
Northern Territory	2016	45-54	Society and culture	2242
Northern Territory	2016	55-64	Agriculture environmental and related studies	302
Northern Territory	2016	55-64	Architecture and building	735
Northern Territory	2016	55-64	Creative arts	249
Northern Territory	2016	55-64	Education	1506
Northern Territory	2016	55-64	Engineering and related technologies	2388
Northern Territory	2016	55-64	Field of study not stated	3948
Northern Territory	2016	55-64	Food hospitality and personal services	394
Northern Territory	2016	55-64	Health	1413
Northern Territory	2016	55-64	Information technology	174
Northern Territory	2016	55-64	Management and commerce	1841
Northern Territory	2016	55-64	Mixed field programmes	39
Northern Territory	2016	55-64	Natural and physical sciences	302
Northern Territory	2016	55-64	Society and culture	1659
Northern Territory	2016	65-74	Agriculture environmental and related studies	111
Northern Territory	2016	65-74	Architecture and building	390
Northern Territory	2016	65-74	Creative arts	119
Northern Territory	2016	65-74	Education	708
Northern Territory	2016	65-74	Engineering and related technologies	1132
Northern Territory	2016	65-74	Field of study not stated	2044
Northern Territory	2016	65-74	Food hospitality and personal services	163
Northern Territory	2016	65-74	Health	540
Northern Territory	2016	65-74	Information technology	47
Northern Territory	2016	65-74	Management and commerce	666
Northern Territory	2016	65-74	Mixed field programmes	31
Northern Territory	2016	65-74	Natural and physical sciences	139
Northern Territory	2016	65-74	Society and culture	554
Northern Territory	2016	75-84	Agriculture environmental and related studies	25
Northern Territory	2016	75-84	Architecture and building	132
Northern Territory	2016	75-84	Creative arts	25
Northern Territory	2016	75-84	Education	166
Northern Territory	2016	75-84	Engineering and related technologies	329
Northern Territory	2016	75-84	Field of study not stated	698
Northern Territory	2016	75-84	Food hospitality and personal services	45
Northern Territory	2016	75-84	Health	171
Northern Territory	2016	75-84	Information technology	8
Northern Territory	2016	75-84	Management and commerce	131
Northern Territory	2016	75-84	Mixed field programmes	7
Northern Territory	2016	75-84	Natural and physical sciences	29
Northern Territory	2016	75-84	Society and culture	143
Northern Territory	2016	85+	Agriculture environmental and related studies	6
Northern Territory	2016	85+	Architecture and building	21
Northern Territory	2016	85+	Creative arts	8
