STE_NAME16	Year	Age	FOE	Sex	adults
New South Wales	2016	20-24	Information technology	F	1342
New South Wales	2016	20-24	Information technology	M	6574
New South Wales	2016	20-24	Management and commerce	F	32359
New South Wales	2016	20-24	Management and commerce	M	19410
New South Wales	2016	20-24	Mixed field programmes	F	625
New South Wales	2016	20-24	Mixed field programmes	M	660
New South Wales	2016	20-24	Natural and physical sciences	F	4213
New South Wales	2016	20-24	Natural and physical sciences	M	3381
New South Wales	2016	20-24	Society and culture	F	21513
New South Wales	2016	20-24	Society and culture	M	8982
New South Wales	2016	25-34	Agriculture environmental and related studies	F	4441
New South Wales	2016	25-34	Agriculture environmental and related studies	M	8845
New South Wales	2016	25-34	Architecture and building	F	5427
New South Wales	2016	25-34	Architecture and building	M	36079
New South Wales	2016	25-34	Creative arts	F	27130
New South Wales	2016	25-34	Creative arts	M	17005
New South Wales	2016	25-34	Education	F	37855
New South Wales	2016	25-34	Education	M	9407
New South Wales	2016	25-34	Engineering and related technologies	F	9849
New South Wales	2016	25-34	Engineering and related technologies	M	79387
New South Wales	2016	25-34	Field of study inadequately described	F	4795
New South Wales	2016	25-34	Field of study inadequately described	M	4118
New South Wales	2016	25-34	Field of study not stated	F	42152
New South Wales	2016	25-34	Field of study not stated	M	49619
New South Wales	2016	25-34	Food hospitality and personal services	F	27561
New South Wales	2016	25-34	Food hospitality and personal services	M	16799
New South Wales	2016	25-34	Health	F	54797
New South Wales	2016	25-34	Health	M	17217
New South Wales	2016	25-34	Information technology	F	10078
New South Wales	2016	25-34	Information technology	M	30751
New South Wales	2016	25-34	Management and commerce	F	118959
New South Wales	2016	25-34	Management and commerce	M	80408
New South Wales	2016	25-34	Mixed field programmes	F	584
New South Wales	2016	25-34	Mixed field programmes	M	696
New South Wales	2016	25-34	Natural and physical sciences	F	12606
New South Wales	2016	25-34	Natural and physical sciences	M	9761
New South Wales	2016	25-34	Society and culture	F	66041
New South Wales	2016	25-34	Society and culture	M	30148
New South Wales	2016	35-44	Agriculture environmental and related studies	F	4719
New South Wales	2016	35-44	Agriculture environmental and related studies	M	10466
New South Wales	2016	35-44	Architecture and building	F	4318
New South Wales	2016	35-44	Architecture and building	M	35362
New South Wales	2016	35-44	Creative arts	F	20069
New South Wales	2016	35-44	Creative arts	M	12362
New South Wales	2016	35-44	Education	F	38642
New South Wales	2016	35-44	Education	M	10121
New South Wales	2016	35-44	Engineering and related technologies	F	8125
New South Wales	2016	35-44	Engineering and related technologies	M	81680
New South Wales	2016	35-44	Field of study inadequately described	F	5460
New South Wales	2016	35-44	Field of study inadequately described	M	4968
New South Wales	2016	35-44	Field of study not stated	F	35551
New South Wales	2016	35-44	Field of study not stated	M	42483
New South Wales	2016	35-44	Food hospitality and personal services	F	22038
New South Wales	2016	35-44	Food hospitality and personal services	M	13736
New South Wales	2016	35-44	Health	F	47144
New South Wales	2016	35-44	Health	M	15665
New South Wales	2016	35-44	Information technology	F	10054
New South Wales	2016	35-44	Information technology	M	30741
New South Wales	2016	35-44	Management and commerce	F	111317
New South Wales	2016	35-44	Management and commerce	M	72595
New South Wales	2016	35-44	Mixed field programmes	F	425
New South Wales	2016	35-44	Mixed field programmes	M	510
New South Wales	2016	35-44	Natural and physical sciences	F	11983
New South Wales	2016	35-44	Natural and physical sciences	M	9757
New South Wales	2016	35-44	Society and culture	F	63337
New South Wales	2016	35-44	Society and culture	M	28663
New South Wales	2016	45-54	Agriculture environmental and related studies	F	3836
New South Wales	2016	45-54	Agriculture environmental and related studies	M	10174
New South Wales	2016	45-54	Architecture and building	F	3197
New South Wales	2016	45-54	Architecture and building	M	34160
New South Wales	2016	45-54	Creative arts	F	13466
New South Wales	2016	45-54	Creative arts	M	7934
New South Wales	2016	45-54	Education	F	36708
New South Wales	2016	45-54	Education	M	10755
New South Wales	2016	45-54	Engineering and related technologies	F	7766
New South Wales	2016	45-54	Engineering and related technologies	M	91953
New South Wales	2016	45-54	Field of study inadequately described	F	4635
New South Wales	2016	45-54	Field of study inadequately described	M	4900
New South Wales	2016	45-54	Field of study not stated	F	35480
New South Wales	2016	45-54	Field of study not stated	M	40755
New South Wales	2016	45-54	Food hospitality and personal services	F	17412
New South Wales	2016	45-54	Food hospitality and personal services	M	10294
New South Wales	2016	45-54	Health	F	46786
New South Wales	2016	45-54	Health	M	14233
New South Wales	2016	45-54	Information technology	F	6160
New South Wales	2016	45-54	Information technology	M	14096
New South Wales	2016	45-54	Management and commerce	F	89564
New South Wales	2016	45-54	Management and commerce	M	57897
New South Wales	2016	45-54	Mixed field programmes	F	626
New South Wales	2016	45-54	Mixed field programmes	M	510
New South Wales	2016	45-54	Natural and physical sciences	F	9899
New South Wales	2016	45-54	Natural and physical sciences	M	9835
New South Wales	2016	45-54	Society and culture	F	54070
New South Wales	2016	45-54	Society and culture	M	26021
New South Wales	2016	55-64	Agriculture environmental and related studies	F	2455
New South Wales	2016	55-64	Agriculture environmental and related studies	M	8357
New South Wales	2016	55-64	Architecture and building	F	1822
New South Wales	2016	55-64	Architecture and building	M	27993
New South Wales	2016	55-64	Creative arts	F	8127
New South Wales	2016	55-64	Creative arts	M	5867
New South Wales	2016	55-64	Education	F	40950
New South Wales	2016	55-64	Education	M	15520
New South Wales	2016	55-64	Engineering and related technologies	F	5843
New South Wales	2016	55-64	Engineering and related technologies	M	86679
New South Wales	2016	55-64	Field of study inadequately described	F	3126
New South Wales	2016	55-64	Field of study inadequately described	M	3796
New South Wales	2016	55-64	Field of study not stated	F	34713
New South Wales	2016	55-64	Field of study not stated	M	36892
New South Wales	2016	55-64	Food hospitality and personal services	F	10292
New South Wales	2016	55-64	Food hospitality and personal services	M	6949
New South Wales	2016	55-64	Health	F	45653
New South Wales	2016	55-64	Health	M	12956
New South Wales	2016	55-64	Information technology	F	3316
New South Wales	2016	55-64	Information technology	M	6721
New South Wales	2016	55-64	Management and commerce	F	61783
New South Wales	2016	55-64	Management and commerce	M	43205
New South Wales	2016	55-64	Mixed field programmes	F	801
New South Wales	2016	55-64	Mixed field programmes	M	560
New South Wales	2016	55-64	Natural and physical sciences	F	7111
New South Wales	2016	55-64	Natural and physical sciences	M	8823
New South Wales	2016	55-64	Society and culture	F	40617
New South Wales	2016	55-64	Society and culture	M	22274
New South Wales	2016	65-74	Agriculture environmental and related studies	F	1098
New South Wales	2016	65-74	Agriculture environmental and related studies	M	5187
New South Wales	2016	65-74	Architecture and building	F	736
New South Wales	2016	65-74	Architecture and building	M	19345
New South Wales	2016	65-74	Creative arts	F	4532
New South Wales	2016	65-74	Creative arts	M	3439
New South Wales	2016	65-74	Education	F	25384
New South Wales	2016	65-74	Education	M	10388
New South Wales	2016	65-74	Engineering and related technologies	F	3791
New South Wales	2016	65-74	Engineering and related technologies	M	65067
New South Wales	2016	65-74	Field of study inadequately described	F	1817
New South Wales	2016	65-74	Field of study inadequately described	M	2489
New South Wales	2016	65-74	Field of study not stated	F	33795
New South Wales	2016	65-74	Field of study not stated	M	32428
New South Wales	2016	65-74	Food hospitality and personal services	F	6893
New South Wales	2016	65-74	Food hospitality and personal services	M	4887
New South Wales	2016	65-74	Health	F	25145
New South Wales	2016	65-74	Health	M	7459
New South Wales	2016	65-74	Information technology	F	1191
New South Wales	2016	65-74	Information technology	M	2087
New South Wales	2016	65-74	Management and commerce	F	34835
New South Wales	2016	65-74	Management and commerce	M	27270
New South Wales	2016	65-74	Mixed field programmes	F	904
New South Wales	2016	65-74	Mixed field programmes	M	607
New South Wales	2016	65-74	Natural and physical sciences	F	3742
New South Wales	2016	65-74	Natural and physical sciences	M	6818
New South Wales	2016	65-74	Society and culture	F	19467
New South Wales	2016	65-74	Society and culture	M	14637
New South Wales	2016	75-84	Agriculture environmental and related studies	F	353
New South Wales	2016	75-84	Agriculture environmental and related studies	M	2359
New South Wales	2016	75-84	Architecture and building	F	275
New South Wales	2016	75-84	Architecture and building	M	10187
New South Wales	2016	75-84	Creative arts	F	1951
New South Wales	2016	75-84	Creative arts	M	1294
New South Wales	2016	75-84	Education	F	9879
New South Wales	2016	75-84	Education	M	4079
New South Wales	2016	75-84	Engineering and related technologies	F	3031
New South Wales	2016	75-84	Engineering and related technologies	M	32003
New South Wales	2016	75-84	Field of study inadequately described	F	764
New South Wales	2016	75-84	Field of study inadequately described	M	1191
New South Wales	2016	75-84	Field of study not stated	F	30376
New South Wales	2016	75-84	Field of study not stated	M	23400
New South Wales	2016	75-84	Food hospitality and personal services	F	1935
New South Wales	2016	75-84	Food hospitality and personal services	M	2122
New South Wales	2016	75-84	Health	F	11510
New South Wales	2016	75-84	Health	M	3701
New South Wales	2016	75-84	Information technology	F	212
New South Wales	2016	75-84	Information technology	M	273
New South Wales	2016	75-84	Management and commerce	F	11727
New South Wales	2016	75-84	Management and commerce	M	9340
New South Wales	2016	75-84	Mixed field programmes	F	786
New South Wales	2016	75-84	Mixed field programmes	M	493
New South Wales	2016	75-84	Natural and physical sciences	F	1253
New South Wales	2016	75-84	Natural and physical sciences	M	2593
New South Wales	2016	75-84	Society and culture	F	5329
New South Wales	2016	75-84	Society and culture	M	5259
New South Wales	2016	85+	Agriculture environmental and related studies	F	80
New South Wales	2016	85+	Agriculture environmental and related studies	M	630
New South Wales	2016	85+	Architecture and building	F	71
New South Wales	2016	85+	Architecture and building	M	2822
New South Wales	2016	85+	Creative arts	F	695
New South Wales	2016	85+	Creative arts	M	382
New South Wales	2016	85+	Education	F	2982
New South Wales	2016	85+	Education	M	1130
New South Wales	2016	85+	Engineering and related technologies	F	1527
New South Wales	2016	85+	Engineering and related technologies	M	10177
New South Wales	2016	85+	Field of study inadequately described	F	281
New South Wales	2016	85+	Field of study inadequately described	M	511
New South Wales	2016	85+	Field of study not stated	F	24785
New South Wales	2016	85+	Field of study not stated	M	12201
New South Wales	2016	85+	Food hospitality and personal services	F	905
New South Wales	2016	85+	Food hospitality and personal services	M	560
New South Wales	2016	85+	Health	F	4072
New South Wales	2016	85+	Health	M	1416
New South Wales	2016	85+	Information technology	F	26
New South Wales	2016	85+	Information technology	M	54
New South Wales	2016	85+	Management and commerce	F	5162
New South Wales	2016	85+	Management and commerce	M	2683
New South Wales	2016	85+	Mixed field programmes	F	354
New South Wales	2016	85+	Mixed field programmes	M	184
