STE_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Victoria	2006	55-64	Certificate III and IV Level	M	55795
Victoria	2006	55-64	Advanced Diploma and Diploma	F	22954
Victoria	2006	55-64	Advanced Diploma and Diploma	M	21585
Victoria	2006	55-64	Bachelor	F	25067
Victoria	2006	55-64	Bachelor	M	25558
Victoria	2006	55-64	Graduate Diploma and Graduate Certificate	F	6254
Victoria	2006	55-64	Graduate Diploma and Graduate Certificate	M	4375
Victoria	2006	55-64	Postgraduate	F	5771
Victoria	2006	55-64	Postgraduate	M	10201
Victoria	2006	65-74		F	34536
Victoria	2006	65-74		M	25791
Victoria	2006	65-74	Certificate nfd	F	2039
Victoria	2006	65-74	Certificate nfd	M	1465
Victoria	2006	65-74	Certificate I and II Level	F	478
Victoria	2006	65-74	Certificate I and II Level	M	403
Victoria	2006	65-74	Certificate III and IV Level	F	5099
Victoria	2006	65-74	Certificate III and IV Level	M	34077
Victoria	2006	65-74	Advanced Diploma and Diploma	F	10452
Victoria	2006	65-74	Advanced Diploma and Diploma	M	10183
Victoria	2006	65-74	Bachelor	F	9688
Victoria	2006	65-74	Bachelor	M	9759
Victoria	2006	65-74	Graduate Diploma and Graduate Certificate	F	1758
Victoria	2006	65-74	Graduate Diploma and Graduate Certificate	M	1325
Victoria	2006	65-74	Postgraduate	F	1430
Victoria	2006	65-74	Postgraduate	M	3605
Victoria	2006	75-84		F	40187
Victoria	2006	75-84		M	24556
Victoria	2006	75-84	Certificate nfd	F	1236
Victoria	2006	75-84	Certificate nfd	M	810
Victoria	2006	75-84	Certificate I and II Level	F	248
Victoria	2006	75-84	Certificate I and II Level	M	190
Victoria	2006	75-84	Certificate III and IV Level	F	2890
Victoria	2006	75-84	Certificate III and IV Level	M	17533
Victoria	2006	75-84	Advanced Diploma and Diploma	F	5200
Victoria	2006	75-84	Advanced Diploma and Diploma	M	5347
Victoria	2006	75-84	Bachelor	F	4317
Victoria	2006	75-84	Bachelor	M	5089
Victoria	2006	75-84	Graduate Diploma and Graduate Certificate	F	475
Victoria	2006	75-84	Graduate Diploma and Graduate Certificate	M	455
Victoria	2006	75-84	Postgraduate	F	482
Victoria	2006	75-84	Postgraduate	M	1341
Victoria	2006	85+		F	20365
Victoria	2006	85+		M	8721
Victoria	2006	85+	Certificate nfd	F	354
Victoria	2006	85+	Certificate nfd	M	139
Victoria	2006	85+	Certificate I and II Level	F	71
Victoria	2006	85+	Certificate I and II Level	M	32
Victoria	2006	85+	Certificate III and IV Level	F	866
Victoria	2006	85+	Certificate III and IV Level	M	3416
Victoria	2006	85+	Advanced Diploma and Diploma	F	1491
Victoria	2006	85+	Advanced Diploma and Diploma	M	1017
Victoria	2006	85+	Bachelor	F	1180
Victoria	2006	85+	Bachelor	M	1097
Victoria	2006	85+	Graduate Diploma and Graduate Certificate	F	93
Victoria	2006	85+	Graduate Diploma and Graduate Certificate	M	55
Victoria	2006	85+	Postgraduate	F	117
Victoria	2006	85+	Postgraduate	M	281
Victoria	2011	15-19		F	16099
Victoria	2011	15-19		M	17391
Victoria	2011	15-19	Certificate nfd	F	918
Victoria	2011	15-19	Certificate nfd	M	529
Victoria	2011	15-19	Certificate I and II Level	F	2593
Victoria	2011	15-19	Certificate I and II Level	M	1792
Victoria	2011	15-19	Certificate III and IV Level	F	5822
Victoria	2011	15-19	Certificate III and IV Level	M	7119
Victoria	2011	15-19	Advanced Diploma and Diploma	F	1070
Victoria	2011	15-19	Advanced Diploma and Diploma	M	654
Victoria	2011	15-19	Bachelor	F	188
Victoria	2011	15-19	Bachelor	M	133
Victoria	2011	15-19	Graduate Diploma and Graduate Certificate	F	15
Victoria	2011	15-19	Graduate Diploma and Graduate Certificate	M	4
Victoria	2011	15-19	Postgraduate	F	15
Victoria	2011	15-19	Postgraduate	M	7
Victoria	2011	20-24		F	14107
Victoria	2011	20-24		M	17393
Victoria	2011	20-24	Certificate nfd	F	2915
Victoria	2011	20-24	Certificate nfd	M	1677
Victoria	2011	20-24	Certificate I and II Level	F	3693
Victoria	2011	20-24	Certificate I and II Level	M	2514
Victoria	2011	20-24	Certificate III and IV Level	F	22365
Victoria	2011	20-24	Certificate III and IV Level	M	33815
Victoria	2011	20-24	Advanced Diploma and Diploma	F	16536
Victoria	2011	20-24	Advanced Diploma and Diploma	M	13684
Victoria	2011	20-24	Bachelor	F	32571
Victoria	2011	20-24	Bachelor	M	21965
Victoria	2011	20-24	Graduate Diploma and Graduate Certificate	F	1187
Victoria	2011	20-24	Graduate Diploma and Graduate Certificate	M	470
Victoria	2011	20-24	Postgraduate	F	1920
Victoria	2011	20-24	Postgraduate	M	1376
Victoria	2011	25-34		F	28050
Victoria	2011	25-34		M	34939
Victoria	2011	25-34	Certificate nfd	F	6277
Victoria	2011	25-34	Certificate nfd	M	3649
Victoria	2011	25-34	Certificate I and II Level	F	6874
Victoria	2011	25-34	Certificate I and II Level	M	3585
Victoria	2011	25-34	Certificate III and IV Level	F	44231
Victoria	2011	25-34	Certificate III and IV Level	M	79019
Victoria	2011	25-34	Advanced Diploma and Diploma	F	43964
Victoria	2011	25-34	Advanced Diploma and Diploma	M	34059
Victoria	2011	25-34	Bachelor	F	117967
Victoria	2011	25-34	Bachelor	M	86688
Victoria	2011	25-34	Graduate Diploma and Graduate Certificate	F	13832
Victoria	2011	25-34	Graduate Diploma and Graduate Certificate	M	6307
Victoria	2011	25-34	Postgraduate	F	27334
Victoria	2011	25-34	Postgraduate	M	24836
Victoria	2011	35-44		F	29682
Victoria	2011	35-44		M	31753
Victoria	2011	35-44	Certificate nfd	F	8757
Victoria	2011	35-44	Certificate nfd	M	3857
Victoria	2011	35-44	Certificate I and II Level	F	5784
Victoria	2011	35-44	Certificate I and II Level	M	2522
Victoria	2011	35-44	Certificate III and IV Level	F	40522
Victoria	2011	35-44	Certificate III and IV Level	M	88741
Victoria	2011	35-44	Advanced Diploma and Diploma	F	48207
Victoria	2011	35-44	Advanced Diploma and Diploma	M	32867
Victoria	2011	35-44	Bachelor	F	87993
Victoria	2011	35-44	Bachelor	M	68288
Victoria	2011	35-44	Graduate Diploma and Graduate Certificate	F	17086
Victoria	2011	35-44	Graduate Diploma and Graduate Certificate	M	8826
Victoria	2011	35-44	Postgraduate	F	21956
Victoria	2011	35-44	Postgraduate	M	22888
Victoria	2011	45-54		F	32005
Victoria	2011	45-54		M	30909
Victoria	2011	45-54	Certificate nfd	F	8590
Victoria	2011	45-54	Certificate nfd	M	3988
Victoria	2011	45-54	Certificate I and II Level	F	5074
Victoria	2011	45-54	Certificate I and II Level	M	1950
Victoria	2011	45-54	Certificate III and IV Level	F	36468
Victoria	2011	45-54	Certificate III and IV Level	M	87482
Victoria	2011	45-54	Advanced Diploma and Diploma	F	40964
Victoria	2011	45-54	Advanced Diploma and Diploma	M	29254
Victoria	2011	45-54	Bachelor	F	56667
Victoria	2011	45-54	Bachelor	M	49254
Victoria	2011	45-54	Graduate Diploma and Graduate Certificate	F	14417
Victoria	2011	45-54	Graduate Diploma and Graduate Certificate	M	8563
Victoria	2011	45-54	Postgraduate	F	15058
Victoria	2011	45-54	Postgraduate	M	18781
Victoria	2011	55-64		F	33679
Victoria	2011	55-64		M	28425
Victoria	2011	55-64	Certificate nfd	F	6298
Victoria	2011	55-64	Certificate nfd	M	3795
Victoria	2011	55-64	Certificate I and II Level	F	3326
Victoria	2011	55-64	Certificate I and II Level	M	1404
Victoria	2011	55-64	Certificate III and IV Level	F	21490
Victoria	2011	55-64	Certificate III and IV Level	M	64922
Victoria	2011	55-64	Advanced Diploma and Diploma	F	30522
Victoria	2011	55-64	Advanced Diploma and Diploma	M	26155
Victoria	2011	55-64	Bachelor	F	37228
Victoria	2011	55-64	Bachelor	M	35738
Victoria	2011	55-64	Graduate Diploma and Graduate Certificate	F	10467
Victoria	2011	55-64	Graduate Diploma and Graduate Certificate	M	6922
Victoria	2011	55-64	Postgraduate	F	9743
Victoria	2011	55-64	Postgraduate	M	13374
Victoria	2011	65-74		F	33442
Victoria	2011	65-74		M	24698
Victoria	2011	65-74	Certificate nfd	F	3168
Victoria	2011	65-74	Certificate nfd	M	1972
Victoria	2011	65-74	Certificate I and II Level	F	1019
Victoria	2011	65-74	Certificate I and II Level	M	648
Victoria	2011	65-74	Certificate III and IV Level	F	7532
Victoria	2011	65-74	Certificate III and IV Level	M	41286
Victoria	2011	65-74	Advanced Diploma and Diploma	F	15280
Victoria	2011	65-74	Advanced Diploma and Diploma	M	14889
Victoria	2011	65-74	Bachelor	F	15445
Victoria	2011	65-74	Bachelor	M	15455
Victoria	2011	65-74	Graduate Diploma and Graduate Certificate	F	3316
Victoria	2011	65-74	Graduate Diploma and Graduate Certificate	M	2326
Victoria	2011	65-74	Postgraduate	F	3136
Victoria	2011	65-74	Postgraduate	M	6588
Victoria	2011	75-84		F	32764
Victoria	2011	75-84		M	21516
Victoria	2011	75-84	Certificate nfd	F	1399
Victoria	2011	75-84	Certificate nfd	M	834
Victoria	2011	75-84	Certificate I and II Level	F	310
Victoria	2011	75-84	Certificate I and II Level	M	248
Victoria	2011	75-84	Certificate III and IV Level	F	3423
Victoria	2011	75-84	Certificate III and IV Level	M	20381
Victoria	2011	75-84	Advanced Diploma and Diploma	F	6535
Victoria	2011	75-84	Advanced Diploma and Diploma	M	6394
Victoria	2011	75-84	Bachelor	F	5979
Victoria	2011	75-84	Bachelor	M	6137
Victoria	2011	75-84	Graduate Diploma and Graduate Certificate	F	749
Victoria	2011	75-84	Graduate Diploma and Graduate Certificate	M	608
Victoria	2011	75-84	Postgraduate	F	778
Victoria	2011	75-84	Postgraduate	M	1974
Victoria	2011	85+		F	21280
Victoria	2011	85+		M	9499
Victoria	2011	85+	Certificate nfd	F	618
Victoria	2011	85+	Certificate nfd	M	235
Victoria	2011	85+	Certificate I and II Level	F	109
Victoria	2011	85+	Certificate I and II Level	M	57
Victoria	2011	85+	Certificate III and IV Level	F	1145
Victoria	2011	85+	Certificate III and IV Level	M	5422
Victoria	2011	85+	Advanced Diploma and Diploma	F	2085
Victoria	2011	85+	Advanced Diploma and Diploma	M	1639
Victoria	2011	85+	Bachelor	F	1661
Victoria	2011	85+	Bachelor	M	1863
Victoria	2011	85+	Graduate Diploma and Graduate Certificate	F	151
Victoria	2011	85+	Graduate Diploma and Graduate Certificate	M	105
Victoria	2011	85+	Postgraduate	F	179
Victoria	2011	85+	Postgraduate	M	431
Victoria	2016	15-19		F	14541
Victoria	2016	15-19		M	14892
Victoria	2016	15-19	Certificate nfd	F	880
Victoria	2016	15-19	Certificate nfd	M	557
Victoria	2016	15-19	Certificate I and II Level	F	1832
Victoria	2016	15-19	Certificate I and II Level	M	1470
Victoria	2016	15-19	Certificate III and IV Level	F	5725
Victoria	2016	15-19	Certificate III and IV Level	M	7252
Victoria	2016	15-19	Advanced Diploma and Diploma	F	1674
Victoria	2016	15-19	Advanced Diploma and Diploma	M	982
Victoria	2016	15-19	Bachelor	F	256
Victoria	2016	15-19	Bachelor	M	201
Victoria	2016	15-19	Graduate Diploma and Graduate Certificate	F	103
Victoria	2016	15-19	Graduate Diploma and Graduate Certificate	M	23
Victoria	2016	15-19	Postgraduate	F	20
Victoria	2016	15-19	Postgraduate	M	27
Victoria	2016	20-24		F	16036
Victoria	2016	20-24		M	17560
Victoria	2016	20-24	Certificate nfd	F	2884
Victoria	2016	20-24	Certificate nfd	M	1987
Victoria	2016	20-24	Certificate I and II Level	F	3343
Victoria	2016	20-24	Certificate I and II Level	M	2737
Victoria	2016	20-24	Certificate III and IV Level	F	23786
Victoria	2016	20-24	Certificate III and IV Level	M	35197
Victoria	2016	20-24	Advanced Diploma and Diploma	F	18474
Victoria	2016	20-24	Advanced Diploma and Diploma	M	13187
Victoria	2016	20-24	Bachelor	F	40257
Victoria	2016	20-24	Bachelor	M	28429
Victoria	2016	20-24	Graduate Diploma and Graduate Certificate	F	1733
Victoria	2016	20-24	Graduate Diploma and Graduate Certificate	M	586
Victoria	2016	20-24	Postgraduate	F	3461
Victoria	2016	20-24	Postgraduate	M	2247
Victoria	2016	25-34		F	36918
Victoria	2016	25-34		M	40205
Victoria	2016	25-34	Certificate nfd	F	6849
Victoria	2016	25-34	Certificate nfd	M	4919
Victoria	2016	25-34	Certificate I and II Level	F	5388
Victoria	2016	25-34	Certificate I and II Level	M	3509
Victoria	2016	25-34	Certificate III and IV Level	F	52993
Victoria	2016	25-34	Certificate III and IV Level	M	93320
Victoria	2016	25-34	Advanced Diploma and Diploma	F	54232
Victoria	2016	25-34	Advanced Diploma and Diploma	M	42692
Victoria	2016	25-34	Bachelor	F	140680
Victoria	2016	25-34	Bachelor	M	104934
Victoria	2016	25-34	Graduate Diploma and Graduate Certificate	F	16751
Victoria	2016	25-34	Graduate Diploma and Graduate Certificate	M	7212
Victoria	2016	25-34	Postgraduate	F	46823
Victoria	2016	25-34	Postgraduate	M	36415
Victoria	2016	35-44		F	31027
Victoria	2016	35-44		M	34352
Victoria	2016	35-44	Certificate nfd	F	8781
Victoria	2016	35-44	Certificate nfd	M	5447
Victoria	2016	35-44	Certificate I and II Level	F	5470
Victoria	2016	35-44	Certificate I and II Level	M	2790
Victoria	2016	35-44	Certificate III and IV Level	F	45482
Victoria	2016	35-44	Certificate III and IV Level	M	84200
Victoria	2016	35-44	Advanced Diploma and Diploma	F	54514
Victoria	2016	35-44	Advanced Diploma and Diploma	M	39179
Victoria	2016	35-44	Bachelor	F	109682
Victoria	2016	35-44	Bachelor	M	83222
Victoria	2016	35-44	Graduate Diploma and Graduate Certificate	F	19178
Victoria	2016	35-44	Graduate Diploma and Graduate Certificate	M	9715
Victoria	2016	35-44	Postgraduate	F	36365
Victoria	2016	35-44	Postgraduate	M	35299
Victoria	2016	45-54		F	32752
Victoria	2016	45-54		M	33234
Victoria	2016	45-54	Certificate nfd	F	10352
Victoria	2016	45-54	Certificate nfd	M	5802
Victoria	2016	45-54	Certificate I and II Level	F	5297
Victoria	2016	45-54	Certificate I and II Level	M	2211
Victoria	2016	45-54	Certificate III and IV Level	F	45813
Victoria	2016	45-54	Certificate III and IV Level	M	92093
Victoria	2016	45-54	Advanced Diploma and Diploma	F	51806
Victoria	2016	45-54	Advanced Diploma and Diploma	M	35076
Victoria	2016	45-54	Bachelor	F	69665
Victoria	2016	45-54	Bachelor	M	56778
Victoria	2016	45-54	Graduate Diploma and Graduate Certificate	F	17619
Victoria	2016	45-54	Graduate Diploma and Graduate Certificate	M	9337
Victoria	2016	45-54	Postgraduate	F	21734
Victoria	2016	45-54	Postgraduate	M	23749
Victoria	2016	55-64		F	34809
Victoria	2016	55-64		M	30902
Victoria	2016	55-64	Certificate nfd	F	9108
Victoria	2016	55-64	Certificate nfd	M	5675
Victoria	2016	55-64	Certificate I and II Level	F	4185
Victoria	2016	55-64	Certificate I and II Level	M	1623
Victoria	2016	55-64	Certificate III and IV Level	F	30709
Victoria	2016	55-64	Certificate III and IV Level	M	75251
Victoria	2016	55-64	Advanced Diploma and Diploma	F	39185
Victoria	2016	55-64	Advanced Diploma and Diploma	M	29015
Victoria	2016	55-64	Bachelor	F	47826
Victoria	2016	55-64	Bachelor	M	42891
Victoria	2016	55-64	Graduate Diploma and Graduate Certificate	F	14264
Victoria	2016	55-64	Graduate Diploma and Graduate Certificate	M	8807
Victoria	2016	55-64	Postgraduate	F	14197
Victoria	2016	55-64	Postgraduate	M	17064
Victoria	2016	65-74		F	36613
Victoria	2016	65-74		M	28798
Victoria	2016	65-74	Certificate nfd	F	6382
Victoria	2016	65-74	Certificate nfd	M	4354
Victoria	2016	65-74	Certificate I and II Level	F	2178
Victoria	2016	65-74	Certificate I and II Level	M	950
Victoria	2016	65-74	Certificate III and IV Level	F	13205
Victoria	2016	65-74	Certificate III and IV Level	M	50048
Victoria	2016	65-74	Advanced Diploma and Diploma	F	23044
Victoria	2016	65-74	Advanced Diploma and Diploma	M	20655
Victoria	2016	65-74	Bachelor	F	25105
Victoria	2016	65-74	Bachelor	M	24803
Victoria	2016	65-74	Graduate Diploma and Graduate Certificate	F	6245
Victoria	2016	65-74	Graduate Diploma and Graduate Certificate	M	4578
Victoria	2016	65-74	Postgraduate	F	6469
Victoria	2016	65-74	Postgraduate	M	10414
Victoria	2016	75-84		F	29632
Victoria	2016	75-84		M	20712
Victoria	2016	75-84	Certificate nfd	F	2500
Victoria	2016	75-84	Certificate nfd	M	1908
Victoria	2016	75-84	Certificate I and II Level	F	493
Victoria	2016	75-84	Certificate I and II Level	M	295
Victoria	2016	75-84	Certificate III and IV Level	F	3990
Victoria	2016	75-84	Certificate III and IV Level	M	25722
Victoria	2016	75-84	Advanced Diploma and Diploma	F	9324
Victoria	2016	75-84	Advanced Diploma and Diploma	M	8096
Victoria	2016	75-84	Bachelor	F	9136
Victoria	2016	75-84	Bachelor	M	8764
Victoria	2016	75-84	Graduate Diploma and Graduate Certificate	F	1505
Victoria	2016	75-84	Graduate Diploma and Graduate Certificate	M	1056
Victoria	2016	75-84	Postgraduate	F	1411
Victoria	2016	75-84	Postgraduate	M	3270
Victoria	2016	85+		F	19979
Victoria	2016	85+		M	10078
Victoria	2016	85+	Certificate nfd	F	1252
Victoria	2016	85+	Certificate nfd	M	656
Victoria	2016	85+	Certificate I and II Level	F	182
Victoria	2016	85+	Certificate I and II Level	M	66
Victoria	2016	85+	Certificate III and IV Level	F	1628
Victoria	2016	85+	Certificate III and IV Level	M	7718
Victoria	2016	85+	Advanced Diploma and Diploma	F	3341
Victoria	2016	85+	Advanced Diploma and Diploma	M	2538
Victoria	2016	85+	Bachelor	F	2883
Victoria	2016	85+	Bachelor	M	2757
Victoria	2016	85+	Graduate Diploma and Graduate Certificate	F	289
Victoria	2016	85+	Graduate Diploma and Graduate Certificate	M	216
Victoria	2016	85+	Postgraduate	F	339
Victoria	2016	85+	Postgraduate	M	728
Queensland	2006	15-19		F	15300
Queensland	2006	15-19		M	17107
Queensland	2006	15-19	Certificate nfd	F	924
Queensland	2006	15-19	Certificate nfd	M	507
Queensland	2006	15-19	Certificate I and II Level	F	3080
Queensland	2006	15-19	Certificate I and II Level	M	1656
Queensland	2006	15-19	Certificate III and IV Level	F	4924
Queensland	2006	15-19	Certificate III and IV Level	M	5470
Queensland	2006	15-19	Advanced Diploma and Diploma	F	1267
Queensland	2006	15-19	Advanced Diploma and Diploma	M	695
Queensland	2006	15-19	Bachelor	F	156
Queensland	2006	15-19	Bachelor	M	121
Queensland	2006	15-19	Graduate Diploma and Graduate Certificate	F	12
