SA3_NAME16	Year	IndustryOfEmployment	workers
South East Coast	2011	Public administration and safety	134
South East Coast	2011	Rental hiring and real estate services	29
South East Coast	2011	Retail trade	196
South East Coast	2011	Transport postal and warehousing	100
South East Coast	2011	Wholesale trade	47
South East Coast	2016		102
South East Coast	2016	Accommodation and food services	418
South East Coast	2016	Administrative and support services	109
South East Coast	2016	Agriculture forestry and fishing	332
South East Coast	2016	Arts and recreation services	132
South East Coast	2016	Construction	189
South East Coast	2016	Education and training	131
South East Coast	2016	Electricity gas water and waste services	26
South East Coast	2016	Financial and insurance services	28
South East Coast	2016	Health care and social assistance	212
South East Coast	2016	Information media and telecommunications	6
South East Coast	2016	Manufacturing	136
South East Coast	2016	Mining	18
South East Coast	2016	Other services	56
South East Coast	2016	Professional scientific and technical services	71
South East Coast	2016	Public administration and safety	123
South East Coast	2016	Rental hiring and real estate services	38
South East Coast	2016	Retail trade	192
South East Coast	2016	Transport postal and warehousing	89
South East Coast	2016	Wholesale trade	28
Burnie - Ulverstone	2006		476
Burnie - Ulverstone	2006	Accommodation and food services	1124
Burnie - Ulverstone	2006	Administrative and support services	724
Burnie - Ulverstone	2006	Agriculture forestry and fishing	995
Burnie - Ulverstone	2006	Arts and recreation services	83
Burnie - Ulverstone	2006	Construction	1154
Burnie - Ulverstone	2006	Education and training	1462
Burnie - Ulverstone	2006	Electricity gas water and waste services	150
Burnie - Ulverstone	2006	Financial and insurance services	302
Burnie - Ulverstone	2006	Health care and social assistance	2143
Burnie - Ulverstone	2006	Information media and telecommunications	208
Burnie - Ulverstone	2006	Manufacturing	2675
Burnie - Ulverstone	2006	Mining	338
Burnie - Ulverstone	2006	Other services	689
Burnie - Ulverstone	2006	Professional scientific and technical services	534
Burnie - Ulverstone	2006	Public administration and safety	1194
Burnie - Ulverstone	2006	Rental hiring and real estate services	222
Burnie - Ulverstone	2006	Retail trade	2408
Burnie - Ulverstone	2006	Transport postal and warehousing	1074
Burnie - Ulverstone	2006	Wholesale trade	730
Burnie - Ulverstone	2011		292
Burnie - Ulverstone	2011	Accommodation and food services	1235
Burnie - Ulverstone	2011	Administrative and support services	632
Burnie - Ulverstone	2011	Agriculture forestry and fishing	888
Burnie - Ulverstone	2011	Arts and recreation services	124
Burnie - Ulverstone	2011	Construction	1406
Burnie - Ulverstone	2011	Education and training	1607
Burnie - Ulverstone	2011	Electricity gas water and waste services	192
Burnie - Ulverstone	2011	Financial and insurance services	299
Burnie - Ulverstone	2011	Health care and social assistance	2480
Burnie - Ulverstone	2011	Information media and telecommunications	162
Burnie - Ulverstone	2011	Manufacturing	2404
Burnie - Ulverstone	2011	Mining	737
Burnie - Ulverstone	2011	Other services	813
Burnie - Ulverstone	2011	Professional scientific and technical services	557
Burnie - Ulverstone	2011	Public administration and safety	1373
Burnie - Ulverstone	2011	Rental hiring and real estate services	207
Burnie - Ulverstone	2011	Retail trade	2426
Burnie - Ulverstone	2011	Transport postal and warehousing	961
Burnie - Ulverstone	2011	Wholesale trade	792
Burnie - Ulverstone	2016		710
Burnie - Ulverstone	2016	Accommodation and food services	1324
Burnie - Ulverstone	2016	Administrative and support services	707
Burnie - Ulverstone	2016	Agriculture forestry and fishing	1010
Burnie - Ulverstone	2016	Arts and recreation services	131
Burnie - Ulverstone	2016	Construction	1401
Burnie - Ulverstone	2016	Education and training	1579
Burnie - Ulverstone	2016	Electricity gas water and waste services	193
Burnie - Ulverstone	2016	Financial and insurance services	246
Burnie - Ulverstone	2016	Health care and social assistance	2822
Burnie - Ulverstone	2016	Information media and telecommunications	141
Burnie - Ulverstone	2016	Manufacturing	1715
Burnie - Ulverstone	2016	Mining	581
Burnie - Ulverstone	2016	Other services	795
Burnie - Ulverstone	2016	Professional scientific and technical services	556
Burnie - Ulverstone	2016	Public administration and safety	1121
Burnie - Ulverstone	2016	Rental hiring and real estate services	187
Burnie - Ulverstone	2016	Retail trade	2337
Burnie - Ulverstone	2016	Transport postal and warehousing	955
Burnie - Ulverstone	2016	Wholesale trade	475
Devonport	2006		470
Devonport	2006	Accommodation and food services	1152
Devonport	2006	Administrative and support services	470
Devonport	2006	Agriculture forestry and fishing	1076
Devonport	2006	Arts and recreation services	152
Devonport	2006	Construction	1267
Devonport	2006	Education and training	1262
Devonport	2006	Electricity gas water and waste services	182
Devonport	2006	Financial and insurance services	240
Devonport	2006	Health care and social assistance	1719
Devonport	2006	Information media and telecommunications	128
Devonport	2006	Manufacturing	2395
Devonport	2006	Mining	135
Devonport	2006	Other services	589
Devonport	2006	Professional scientific and technical services	525
Devonport	2006	Public administration and safety	915
Devonport	2006	Rental hiring and real estate services	201
Devonport	2006	Retail trade	2102
Devonport	2006	Transport postal and warehousing	1140
Devonport	2006	Wholesale trade	695
Devonport	2011		295
Devonport	2011	Accommodation and food services	1289
Devonport	2011	Administrative and support services	596
Devonport	2011	Agriculture forestry and fishing	1029
Devonport	2011	Arts and recreation services	136
Devonport	2011	Construction	1572
Devonport	2011	Education and training	1475
Devonport	2011	Electricity gas water and waste services	241
Devonport	2011	Financial and insurance services	266
Devonport	2011	Health care and social assistance	1973
Devonport	2011	Information media and telecommunications	121
Devonport	2011	Manufacturing	2062
Devonport	2011	Mining	295
Devonport	2011	Other services	717
Devonport	2011	Professional scientific and technical services	615
Devonport	2011	Public administration and safety	1013
Devonport	2011	Rental hiring and real estate services	221
Devonport	2011	Retail trade	2149
Devonport	2011	Transport postal and warehousing	1162
Devonport	2011	Wholesale trade	791
Devonport	2016		682
Devonport	2016	Accommodation and food services	1292
Devonport	2016	Administrative and support services	553
Devonport	2016	Agriculture forestry and fishing	1248
Devonport	2016	Arts and recreation services	237
Devonport	2016	Construction	1448
Devonport	2016	Education and training	1457
Devonport	2016	Electricity gas water and waste services	239
Devonport	2016	Financial and insurance services	223
Devonport	2016	Health care and social assistance	2420
Devonport	2016	Information media and telecommunications	115
Devonport	2016	Manufacturing	1609
Devonport	2016	Mining	279
Devonport	2016	Other services	753
Devonport	2016	Professional scientific and technical services	630
Devonport	2016	Public administration and safety	820
Devonport	2016	Rental hiring and real estate services	227
Devonport	2016	Retail trade	2018
Devonport	2016	Transport postal and warehousing	1173
Devonport	2016	Wholesale trade	470
West Coast	2006		240
West Coast	2006	Accommodation and food services	664
West Coast	2006	Administrative and support services	276
West Coast	2006	Agriculture forestry and fishing	1538
West Coast	2006	Arts and recreation services	44
West Coast	2006	Construction	446
West Coast	2006	Education and training	527
West Coast	2006	Electricity gas water and waste services	58
West Coast	2006	Financial and insurance services	71
West Coast	2006	Health care and social assistance	503
West Coast	2006	Information media and telecommunications	46
West Coast	2006	Manufacturing	1207
West Coast	2006	Mining	618
West Coast	2006	Other services	210
West Coast	2006	Professional scientific and technical services	166
West Coast	2006	Public administration and safety	347
West Coast	2006	Rental hiring and real estate services	48
West Coast	2006	Retail trade	654
West Coast	2006	Transport postal and warehousing	354
West Coast	2006	Wholesale trade	249
West Coast	2011		129
West Coast	2011	Accommodation and food services	668
West Coast	2011	Administrative and support services	181
West Coast	2011	Agriculture forestry and fishing	1335
West Coast	2011	Arts and recreation services	46
West Coast	2011	Construction	540
West Coast	2011	Education and training	577
West Coast	2011	Electricity gas water and waste services	68
West Coast	2011	Financial and insurance services	90
West Coast	2011	Health care and social assistance	501
West Coast	2011	Information media and telecommunications	40
West Coast	2011	Manufacturing	1132
West Coast	2011	Mining	805
West Coast	2011	Other services	252
West Coast	2011	Professional scientific and technical services	179
West Coast	2011	Public administration and safety	355
West Coast	2011	Rental hiring and real estate services	54
West Coast	2011	Retail trade	687
West Coast	2011	Transport postal and warehousing	348
West Coast	2011	Wholesale trade	232
West Coast	2016		281
West Coast	2016	Accommodation and food services	574
West Coast	2016	Administrative and support services	199
West Coast	2016	Agriculture forestry and fishing	1458
West Coast	2016	Arts and recreation services	64
West Coast	2016	Construction	433
West Coast	2016	Education and training	551
West Coast	2016	Electricity gas water and waste services	65
West Coast	2016	Financial and insurance services	63
West Coast	2016	Health care and social assistance	566
West Coast	2016	Information media and telecommunications	22
West Coast	2016	Manufacturing	878
West Coast	2016	Mining	523
West Coast	2016	Other services	239
West Coast	2016	Professional scientific and technical services	169
West Coast	2016	Public administration and safety	282
West Coast	2016	Rental hiring and real estate services	56
West Coast	2016	Retail trade	565
West Coast	2016	Transport postal and warehousing	324
West Coast	2016	Wholesale trade	136
Migratory - Offshore - Shipping (Tas.)	2006		0
Migratory - Offshore - Shipping (Tas.)	2006	Accommodation and food services	0
Migratory - Offshore - Shipping (Tas.)	2006	Administrative and support services	4
Migratory - Offshore - Shipping (Tas.)	2006	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (Tas.)	2006	Arts and recreation services	0
Migratory - Offshore - Shipping (Tas.)	2006	Construction	3
Migratory - Offshore - Shipping (Tas.)	2006	Education and training	0
Migratory - Offshore - Shipping (Tas.)	2006	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (Tas.)	2006	Financial and insurance services	0
Migratory - Offshore - Shipping (Tas.)	2006	Health care and social assistance	0
Migratory - Offshore - Shipping (Tas.)	2006	Information media and telecommunications	0
Migratory - Offshore - Shipping (Tas.)	2006	Manufacturing	0
Migratory - Offshore - Shipping (Tas.)	2006	Mining	0
Migratory - Offshore - Shipping (Tas.)	2006	Other services	0
Migratory - Offshore - Shipping (Tas.)	2006	Professional scientific and technical services	30
Migratory - Offshore - Shipping (Tas.)	2006	Public administration and safety	5
Migratory - Offshore - Shipping (Tas.)	2006	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (Tas.)	2006	Retail trade	0
Migratory - Offshore - Shipping (Tas.)	2006	Transport postal and warehousing	22
Migratory - Offshore - Shipping (Tas.)	2006	Wholesale trade	0
Migratory - Offshore - Shipping (Tas.)	2011		0
Migratory - Offshore - Shipping (Tas.)	2011	Accommodation and food services	5
Migratory - Offshore - Shipping (Tas.)	2011	Administrative and support services	3
Migratory - Offshore - Shipping (Tas.)	2011	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (Tas.)	2011	Arts and recreation services	8
Migratory - Offshore - Shipping (Tas.)	2011	Construction	3
Migratory - Offshore - Shipping (Tas.)	2011	Education and training	0
Migratory - Offshore - Shipping (Tas.)	2011	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (Tas.)	2011	Financial and insurance services	0
Migratory - Offshore - Shipping (Tas.)	2011	Health care and social assistance	0
Migratory - Offshore - Shipping (Tas.)	2011	Information media and telecommunications	0
Migratory - Offshore - Shipping (Tas.)	2011	Manufacturing	3
Migratory - Offshore - Shipping (Tas.)	2011	Mining	0
Migratory - Offshore - Shipping (Tas.)	2011	Other services	0
Migratory - Offshore - Shipping (Tas.)	2011	Professional scientific and technical services	16
Migratory - Offshore - Shipping (Tas.)	2011	Public administration and safety	4
Migratory - Offshore - Shipping (Tas.)	2011	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (Tas.)	2011	Retail trade	3
Migratory - Offshore - Shipping (Tas.)	2011	Transport postal and warehousing	26
Migratory - Offshore - Shipping (Tas.)	2011	Wholesale trade	0
Migratory - Offshore - Shipping (Tas.)	2016		0
Migratory - Offshore - Shipping (Tas.)	2016	Accommodation and food services	0
Migratory - Offshore - Shipping (Tas.)	2016	Administrative and support services	3
Migratory - Offshore - Shipping (Tas.)	2016	Agriculture forestry and fishing	6
Migratory - Offshore - Shipping (Tas.)	2016	Arts and recreation services	0
Migratory - Offshore - Shipping (Tas.)	2016	Construction	4
Migratory - Offshore - Shipping (Tas.)	2016	Education and training	0
Migratory - Offshore - Shipping (Tas.)	2016	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (Tas.)	2016	Financial and insurance services	0
Migratory - Offshore - Shipping (Tas.)	2016	Health care and social assistance	4
Migratory - Offshore - Shipping (Tas.)	2016	Information media and telecommunications	0
Migratory - Offshore - Shipping (Tas.)	2016	Manufacturing	3
Migratory - Offshore - Shipping (Tas.)	2016	Mining	0
Migratory - Offshore - Shipping (Tas.)	2016	Other services	5
Migratory - Offshore - Shipping (Tas.)	2016	Professional scientific and technical services	0
Migratory - Offshore - Shipping (Tas.)	2016	Public administration and safety	0
Migratory - Offshore - Shipping (Tas.)	2016	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (Tas.)	2016	Retail trade	3
Migratory - Offshore - Shipping (Tas.)	2016	Transport postal and warehousing	19
Migratory - Offshore - Shipping (Tas.)	2016	Wholesale trade	0
No usual address (Tas.)	2006		9
No usual address (Tas.)	2006	Accommodation and food services	17
No usual address (Tas.)	2006	Administrative and support services	10
No usual address (Tas.)	2006	Agriculture forestry and fishing	24
No usual address (Tas.)	2006	Arts and recreation services	5
No usual address (Tas.)	2006	Construction	17
No usual address (Tas.)	2006	Education and training	6
No usual address (Tas.)	2006	Electricity gas water and waste services	8
No usual address (Tas.)	2006	Financial and insurance services	5
No usual address (Tas.)	2006	Health care and social assistance	47
No usual address (Tas.)	2006	Information media and telecommunications	6
No usual address (Tas.)	2006	Manufacturing	34
No usual address (Tas.)	2006	Mining	5
No usual address (Tas.)	2006	Other services	3
No usual address (Tas.)	2006	Professional scientific and technical services	16
No usual address (Tas.)	2006	Public administration and safety	21
No usual address (Tas.)	2006	Rental hiring and real estate services	3
No usual address (Tas.)	2006	Retail trade	30
No usual address (Tas.)	2006	Transport postal and warehousing	11
No usual address (Tas.)	2006	Wholesale trade	4
No usual address (Tas.)	2011		8
No usual address (Tas.)	2011	Accommodation and food services	22
No usual address (Tas.)	2011	Administrative and support services	5
No usual address (Tas.)	2011	Agriculture forestry and fishing	29
No usual address (Tas.)	2011	Arts and recreation services	6
No usual address (Tas.)	2011	Construction	31
No usual address (Tas.)	2011	Education and training	14
No usual address (Tas.)	2011	Electricity gas water and waste services	3
No usual address (Tas.)	2011	Financial and insurance services	3
No usual address (Tas.)	2011	Health care and social assistance	34
No usual address (Tas.)	2011	Information media and telecommunications	7
No usual address (Tas.)	2011	Manufacturing	25
No usual address (Tas.)	2011	Mining	6
No usual address (Tas.)	2011	Other services	9
No usual address (Tas.)	2011	Professional scientific and technical services	18
No usual address (Tas.)	2011	Public administration and safety	29
No usual address (Tas.)	2011	Rental hiring and real estate services	4
No usual address (Tas.)	2011	Retail trade	18
No usual address (Tas.)	2011	Transport postal and warehousing	15
No usual address (Tas.)	2011	Wholesale trade	12
No usual address (Tas.)	2016		18
No usual address (Tas.)	2016	Accommodation and food services	26
No usual address (Tas.)	2016	Administrative and support services	6
No usual address (Tas.)	2016	Agriculture forestry and fishing	13
No usual address (Tas.)	2016	Arts and recreation services	7
No usual address (Tas.)	2016	Construction	18
No usual address (Tas.)	2016	Education and training	9
No usual address (Tas.)	2016	Electricity gas water and waste services	0
No usual address (Tas.)	2016	Financial and insurance services	4
No usual address (Tas.)	2016	Health care and social assistance	30
No usual address (Tas.)	2016	Information media and telecommunications	3
No usual address (Tas.)	2016	Manufacturing	21
No usual address (Tas.)	2016	Mining	3
No usual address (Tas.)	2016	Other services	6
No usual address (Tas.)	2016	Professional scientific and technical services	7
No usual address (Tas.)	2016	Public administration and safety	13
No usual address (Tas.)	2016	Rental hiring and real estate services	4
No usual address (Tas.)	2016	Retail trade	22
No usual address (Tas.)	2016	Transport postal and warehousing	20
No usual address (Tas.)	2016	Wholesale trade	0
Darwin City	2006		223
Darwin City	2006	Accommodation and food services	855
Darwin City	2006	Administrative and support services	368
Darwin City	2006	Agriculture forestry and fishing	110
Darwin City	2006	Arts and recreation services	320
Darwin City	2006	Construction	612
Darwin City	2006	Education and training	696
Darwin City	2006	Electricity gas water and waste services	55
Darwin City	2006	Financial and insurance services	302
Darwin City	2006	Health care and social assistance	677
Darwin City	2006	Information media and telecommunications	231
Darwin City	2006	Manufacturing	405
Darwin City	2006	Mining	159
Darwin City	2006	Other services	347
Darwin City	2006	Professional scientific and technical services	784
Darwin City	2006	Public administration and safety	2712
Darwin City	2006	Rental hiring and real estate services	265
Darwin City	2006	Retail trade	946
Darwin City	2006	Transport postal and warehousing	547
Darwin City	2006	Wholesale trade	304
Darwin City	2011		158
Darwin City	2011	Accommodation and food services	1182
Darwin City	2011	Administrative and support services	429
Darwin City	2011	Agriculture forestry and fishing	92
Darwin City	2011	Arts and recreation services	381
Darwin City	2011	Construction	992
Darwin City	2011	Education and training	818
Darwin City	2011	Electricity gas water and waste services	163
Darwin City	2011	Financial and insurance services	312
Darwin City	2011	Health care and social assistance	950
Darwin City	2011	Information media and telecommunications	222
Darwin City	2011	Manufacturing	429
Darwin City	2011	Mining	241
Darwin City	2011	Other services	378
Darwin City	2011	Professional scientific and technical services	1050
Darwin City	2011	Public administration and safety	3172
Darwin City	2011	Rental hiring and real estate services	348
Darwin City	2011	Retail trade	938
Darwin City	2011	Transport postal and warehousing	692
Darwin City	2011	Wholesale trade	290
Darwin City	2016		611
Darwin City	2016	Accommodation and food services	1518
Darwin City	2016	Administrative and support services	477
Darwin City	2016	Agriculture forestry and fishing	103
Darwin City	2016	Arts and recreation services	424
Darwin City	2016	Construction	1691
Darwin City	2016	Education and training	945
Darwin City	2016	Electricity gas water and waste services	252
Darwin City	2016	Financial and insurance services	250
Darwin City	2016	Health care and social assistance	1153
Darwin City	2016	Information media and telecommunications	201
Darwin City	2016	Manufacturing	362
Darwin City	2016	Mining	345
Darwin City	2016	Other services	443
Darwin City	2016	Professional scientific and technical services	1291
Darwin City	2016	Public administration and safety	3042
Darwin City	2016	Rental hiring and real estate services	362
Darwin City	2016	Retail trade	919
Darwin City	2016	Transport postal and warehousing	569
Darwin City	2016	Wholesale trade	256
Darwin Suburbs	2006		597
Darwin Suburbs	2006	Accommodation and food services	1557
Darwin Suburbs	2006	Administrative and support services	704
Darwin Suburbs	2006	Agriculture forestry and fishing	158
Darwin Suburbs	2006	Arts and recreation services	585
Darwin Suburbs	2006	Construction	1842
Darwin Suburbs	2006	Education and training	2476
Darwin Suburbs	2006	Electricity gas water and waste services	127
Darwin Suburbs	2006	Financial and insurance services	460
Darwin Suburbs	2006	Health care and social assistance	2534
Darwin Suburbs	2006	Information media and telecommunications	428
Darwin Suburbs	2006	Manufacturing	1132
Darwin Suburbs	2006	Mining	291
Darwin Suburbs	2006	Other services	922
Darwin Suburbs	2006	Professional scientific and technical services	1339
Darwin Suburbs	2006	Public administration and safety	4482
Darwin Suburbs	2006	Rental hiring and real estate services	407
Darwin Suburbs	2006	Retail trade	2418
Darwin Suburbs	2006	Transport postal and warehousing	1255
Darwin Suburbs	2006	Wholesale trade	704
Darwin Suburbs	2011		432
Darwin Suburbs	2011	Accommodation and food services	1554
Darwin Suburbs	2011	Administrative and support services	817
Darwin Suburbs	2011	Agriculture forestry and fishing	132
Darwin Suburbs	2011	Arts and recreation services	517
Darwin Suburbs	2011	Construction	2209
Darwin Suburbs	2011	Education and training	2496
Darwin Suburbs	2011	Electricity gas water and waste services	403
Darwin Suburbs	2011	Financial and insurance services	385
Darwin Suburbs	2011	Health care and social assistance	3228
Darwin Suburbs	2011	Information media and telecommunications	330
Darwin Suburbs	2011	Manufacturing	988
Darwin Suburbs	2011	Mining	402
Darwin Suburbs	2011	Other services	933
Darwin Suburbs	2011	Professional scientific and technical services	1485
Darwin Suburbs	2011	Public administration and safety	4912
Darwin Suburbs	2011	Rental hiring and real estate services	388
Darwin Suburbs	2011	Retail trade	2312
Darwin Suburbs	2011	Transport postal and warehousing	1348
Darwin Suburbs	2011	Wholesale trade	647
Darwin Suburbs	2016		1183
Darwin Suburbs	2016	Accommodation and food services	1888
Darwin Suburbs	2016	Administrative and support services	872
Darwin Suburbs	2016	Agriculture forestry and fishing	127
Darwin Suburbs	2016	Arts and recreation services	591
Darwin Suburbs	2016	Construction	2484
Darwin Suburbs	2016	Education and training	2725
Darwin Suburbs	2016	Electricity gas water and waste services	442
Darwin Suburbs	2016	Financial and insurance services	331
Darwin Suburbs	2016	Health care and social assistance	3638
Darwin Suburbs	2016	Information media and telecommunications	323
Darwin Suburbs	2016	Manufacturing	720
Darwin Suburbs	2016	Mining	362
Darwin Suburbs	2016	Other services	875
Darwin Suburbs	2016	Professional scientific and technical services	1579
Darwin Suburbs	2016	Public administration and safety	4730
Darwin Suburbs	2016	Rental hiring and real estate services	378
Darwin Suburbs	2016	Retail trade	2246
Darwin Suburbs	2016	Transport postal and warehousing	1321
Darwin Suburbs	2016	Wholesale trade	489
Litchfield	2006		227
Litchfield	2006	Accommodation and food services	272
Litchfield	2006	Administrative and support services	214
Litchfield	2006	Agriculture forestry and fishing	389
Litchfield	2006	Arts and recreation services	112
Litchfield	2006	Construction	899
Litchfield	2006	Education and training	580
Litchfield	2006	Electricity gas water and waste services	79
Litchfield	2006	Financial and insurance services	97
Litchfield	2006	Health care and social assistance	420
Litchfield	2006	Information media and telecommunications	99
Litchfield	2006	Manufacturing	448
Litchfield	2006	Mining	209
Litchfield	2006	Other services	338
Litchfield	2006	Professional scientific and technical services	348
Litchfield	2006	Public administration and safety	1536
Litchfield	2006	Rental hiring and real estate services	103
Litchfield	2006	Retail trade	687
Litchfield	2006	Transport postal and warehousing	446
Litchfield	2006	Wholesale trade	261
Litchfield	2011		163
Litchfield	2011	Accommodation and food services	348
Litchfield	2011	Administrative and support services	282
Litchfield	2011	Agriculture forestry and fishing	301
Litchfield	2011	Arts and recreation services	142
Litchfield	2011	Construction	1293
Litchfield	2011	Education and training	663
Litchfield	2011	Electricity gas water and waste services	160
Litchfield	2011	Financial and insurance services	107
Litchfield	2011	Health care and social assistance	542
Litchfield	2011	Information media and telecommunications	91
Litchfield	2011	Manufacturing	525
Litchfield	2011	Mining	384
Litchfield	2011	Other services	455
Litchfield	2011	Professional scientific and technical services	385
Litchfield	2011	Public administration and safety	2010
Litchfield	2011	Rental hiring and real estate services	142
Litchfield	2011	Retail trade	746
Litchfield	2011	Transport postal and warehousing	594
Litchfield	2011	Wholesale trade	311
Litchfield	2016		613
Litchfield	2016	Accommodation and food services	394
Litchfield	2016	Administrative and support services	311
Litchfield	2016	Agriculture forestry and fishing	396
Litchfield	2016	Arts and recreation services	166
Litchfield	2016	Construction	2231
Litchfield	2016	Education and training	778
Litchfield	2016	Electricity gas water and waste services	235
Litchfield	2016	Financial and insurance services	114
Litchfield	2016	Health care and social assistance	602
Litchfield	2016	Information media and telecommunications	76
Litchfield	2016	Manufacturing	387
Litchfield	2016	Mining	360
Litchfield	2016	Other services	454
Litchfield	2016	Professional scientific and technical services	788
Litchfield	2016	Public administration and safety	1946
Litchfield	2016	Rental hiring and real estate services	153
Litchfield	2016	Retail trade	699
Litchfield	2016	Transport postal and warehousing	594
Litchfield	2016	Wholesale trade	259
Palmerston	2006		204
Palmerston	2006	Accommodation and food services	558
Palmerston	2006	Administrative and support services	368
Palmerston	2006	Agriculture forestry and fishing	62
Palmerston	2006	Arts and recreation services	154
Palmerston	2006	Construction	896
Palmerston	2006	Education and training	825
Palmerston	2006	Electricity gas water and waste services	95
Palmerston	2006	Financial and insurance services	198
Palmerston	2006	Health care and social assistance	825
Palmerston	2006	Information media and telecommunications	156
Palmerston	2006	Manufacturing	613
Palmerston	2006	Mining	180
Palmerston	2006	Other services	447
Palmerston	2006	Professional scientific and technical services	406
Palmerston	2006	Public administration and safety	2747
Palmerston	2006	Rental hiring and real estate services	199
Palmerston	2006	Retail trade	1185
Palmerston	2006	Transport postal and warehousing	611
Palmerston	2006	Wholesale trade	404
Palmerston	2011		224
Palmerston	2011	Accommodation and food services	672
Palmerston	2011	Administrative and support services	468
Palmerston	2011	Agriculture forestry and fishing	48
Palmerston	2011	Arts and recreation services	191
Palmerston	2011	Construction	1251
Palmerston	2011	Education and training	956
Palmerston	2011	Electricity gas water and waste services	255
Palmerston	2011	Financial and insurance services	241
Palmerston	2011	Health care and social assistance	1119
Palmerston	2011	Information media and telecommunications	142
Palmerston	2011	Manufacturing	734
Palmerston	2011	Mining	355
Palmerston	2011	Other services	583
Palmerston	2011	Professional scientific and technical services	597
Palmerston	2011	Public administration and safety	3512
Palmerston	2011	Rental hiring and real estate services	226
Palmerston	2011	Retail trade	1396
Palmerston	2011	Transport postal and warehousing	810
Palmerston	2011	Wholesale trade	452
Palmerston	2016		781
Palmerston	2016	Accommodation and food services	888
Palmerston	2016	Administrative and support services	514
Palmerston	2016	Agriculture forestry and fishing	140
Palmerston	2016	Arts and recreation services	268
Palmerston	2016	Construction	2128
Palmerston	2016	Education and training	1270
Palmerston	2016	Electricity gas water and waste services	354
Palmerston	2016	Financial and insurance services	247
Palmerston	2016	Health care and social assistance	1351
Palmerston	2016	Information media and telecommunications	166
Palmerston	2016	Manufacturing	562
Palmerston	2016	Mining	427
Palmerston	2016	Other services	614
Palmerston	2016	Professional scientific and technical services	961
Palmerston	2016	Public administration and safety	3560
Palmerston	2016	Rental hiring and real estate services	306
Palmerston	2016	Retail trade	1411
Palmerston	2016	Transport postal and warehousing	922
Palmerston	2016	Wholesale trade	431
Alice Springs	2006		458
Alice Springs	2006	Accommodation and food services	1425
Alice Springs	2006	Administrative and support services	470
Alice Springs	2006	Agriculture forestry and fishing	278
Alice Springs	2006	Arts and recreation services	388
Alice Springs	2006	Construction	887
Alice Springs	2006	Education and training	1423
Alice Springs	2006	Electricity gas water and waste services	74
Alice Springs	2006	Financial and insurance services	174
Alice Springs	2006	Health care and social assistance	1924
Alice Springs	2006	Information media and telecommunications	213
Alice Springs	2006	Manufacturing	405
Alice Springs	2006	Mining	160
Alice Springs	2006	Other services	654
Alice Springs	2006	Professional scientific and technical services	865
Alice Springs	2006	Public administration and safety	2775
Alice Springs	2006	Rental hiring and real estate services	222
Alice Springs	2006	Retail trade	1529
Alice Springs	2006	Transport postal and warehousing	699
Alice Springs	2006	Wholesale trade	307
Alice Springs	2011		323
Alice Springs	2011	Accommodation and food services	1223
Alice Springs	2011	Administrative and support services	458
Alice Springs	2011	Agriculture forestry and fishing	234
Alice Springs	2011	Arts and recreation services	530
Alice Springs	2011	Construction	1113
Alice Springs	2011	Education and training	1586
Alice Springs	2011	Electricity gas water and waste services	189
Alice Springs	2011	Financial and insurance services	126
Alice Springs	2011	Health care and social assistance	2241
Alice Springs	2011	Information media and telecommunications	202
Alice Springs	2011	Manufacturing	403
Alice Springs	2011	Mining	273
Alice Springs	2011	Other services	670
Alice Springs	2011	Professional scientific and technical services	946
Alice Springs	2011	Public administration and safety	3001
Alice Springs	2011	Rental hiring and real estate services	229
Alice Springs	2011	Retail trade	1415
Alice Springs	2011	Transport postal and warehousing	704
Alice Springs	2011	Wholesale trade	287
Alice Springs	2016		595
Alice Springs	2016	Accommodation and food services	1360
Alice Springs	2016	Administrative and support services	508
Alice Springs	2016	Agriculture forestry and fishing	238
Alice Springs	2016	Arts and recreation services	381
Alice Springs	2016	Construction	922
Alice Springs	2016	Education and training	1628
Alice Springs	2016	Electricity gas water and waste services	212
Alice Springs	2016	Financial and insurance services	89
Alice Springs	2016	Health care and social assistance	2567
Alice Springs	2016	Information media and telecommunications	185
Alice Springs	2016	Manufacturing	222
Alice Springs	2016	Mining	113
Alice Springs	2016	Other services	736
Alice Springs	2016	Professional scientific and technical services	727
Alice Springs	2016	Public administration and safety	2708
Alice Springs	2016	Rental hiring and real estate services	194
Alice Springs	2016	Retail trade	1163
Alice Springs	2016	Transport postal and warehousing	623
Alice Springs	2016	Wholesale trade	177
Barkly	2006		66
Barkly	2006	Accommodation and food services	122
Barkly	2006	Administrative and support services	38
Barkly	2006	Agriculture forestry and fishing	272
Barkly	2006	Arts and recreation services	14
Barkly	2006	Construction	76
Barkly	2006	Education and training	159
Barkly	2006	Electricity gas water and waste services	5
Barkly	2006	Financial and insurance services	15
Barkly	2006	Health care and social assistance	253
Barkly	2006	Information media and telecommunications	15
Barkly	2006	Manufacturing	13
Barkly	2006	Mining	29
Barkly	2006	Other services	47
Barkly	2006	Professional scientific and technical services	19
