SA3_NAME16	Year	DwellingStructure	occupied_private_dwellings
Tweed Valley	2011	Flat/apartment	4146
Tweed Valley	2011	Semi-detached, row/terrace house, townhouse etc.	6415
Tweed Valley	2011	Separate house	21893
Tweed Valley	2016		282
Tweed Valley	2016	(Other)	1211
Tweed Valley	2016	Flat/apartment	4180
Tweed Valley	2016	Semi-detached, row/terrace house, townhouse etc.	6489
Tweed Valley	2016	Separate house	22929
Griffith - Murrumbidgee (West)	2006		3
Griffith - Murrumbidgee (West)	2006	(Other)	219
Griffith - Murrumbidgee (West)	2006	Flat/apartment	1330
Griffith - Murrumbidgee (West)	2006	Semi-detached, row/terrace house, townhouse etc.	394
Griffith - Murrumbidgee (West)	2006	Separate house	14463
Griffith - Murrumbidgee (West)	2011		15
Griffith - Murrumbidgee (West)	2011	(Other)	169
Griffith - Murrumbidgee (West)	2011	Flat/apartment	957
Griffith - Murrumbidgee (West)	2011	Semi-detached, row/terrace house, townhouse etc.	725
Griffith - Murrumbidgee (West)	2011	Separate house	14611
Griffith - Murrumbidgee (West)	2016		127
Griffith - Murrumbidgee (West)	2016	(Other)	180
Griffith - Murrumbidgee (West)	2016	Flat/apartment	1184
Griffith - Murrumbidgee (West)	2016	Semi-detached, row/terrace house, townhouse etc.	651
Griffith - Murrumbidgee (West)	2016	Separate house	14326
Tumut - Tumbarumba	2006		3
Tumut - Tumbarumba	2006	(Other)	74
Tumut - Tumbarumba	2006	Flat/apartment	272
Tumut - Tumbarumba	2006	Semi-detached, row/terrace house, townhouse etc.	103
Tumut - Tumbarumba	2006	Separate house	5093
Tumut - Tumbarumba	2011		22
Tumut - Tumbarumba	2011	(Other)	56
Tumut - Tumbarumba	2011	Flat/apartment	270
Tumut - Tumbarumba	2011	Semi-detached, row/terrace house, townhouse etc.	73
Tumut - Tumbarumba	2011	Separate house	5084
Tumut - Tumbarumba	2016		41
Tumut - Tumbarumba	2016	(Other)	32
Tumut - Tumbarumba	2016	Flat/apartment	153
Tumut - Tumbarumba	2016	Semi-detached, row/terrace house, townhouse etc.	135
Tumut - Tumbarumba	2016	Separate house	5047
Wagga Wagga	2006		6
Wagga Wagga	2006	(Other)	248
Wagga Wagga	2006	Flat/apartment	2475
Wagga Wagga	2006	Semi-detached, row/terrace house, townhouse etc.	1002
Wagga Wagga	2006	Separate house	27896
Wagga Wagga	2011		47
Wagga Wagga	2011	(Other)	234
Wagga Wagga	2011	Flat/apartment	2620
Wagga Wagga	2011	Semi-detached, row/terrace house, townhouse etc.	1058
Wagga Wagga	2011	Separate house	28911
Wagga Wagga	2016		143
Wagga Wagga	2016	(Other)	293
Wagga Wagga	2016	Flat/apartment	2488
Wagga Wagga	2016	Semi-detached, row/terrace house, townhouse etc.	1154
Wagga Wagga	2016	Separate house	29552
Shoalhaven	2006		10
Shoalhaven	2006	(Other)	700
Shoalhaven	2006	Flat/apartment	1393
Shoalhaven	2006	Semi-detached, row/terrace house, townhouse etc.	1198
Shoalhaven	2006	Separate house	30652
Shoalhaven	2011		62
Shoalhaven	2011	(Other)	650
Shoalhaven	2011	Flat/apartment	1515
Shoalhaven	2011	Semi-detached, row/terrace house, townhouse etc.	1846
Shoalhaven	2011	Separate house	31794
Shoalhaven	2016		276
Shoalhaven	2016	(Other)	1002
Shoalhaven	2016	Flat/apartment	963
Shoalhaven	2016	Semi-detached, row/terrace house, townhouse etc.	2585
Shoalhaven	2016	Separate house	33301
Southern Highlands	2006		0
Southern Highlands	2006	(Other)	135
Southern Highlands	2006	Flat/apartment	461
Southern Highlands	2006	Semi-detached, row/terrace house, townhouse etc.	1004
Southern Highlands	2006	Separate house	13954
Southern Highlands	2011		20
Southern Highlands	2011	(Other)	108
Southern Highlands	2011	Flat/apartment	297
Southern Highlands	2011	Semi-detached, row/terrace house, townhouse etc.	1199
Southern Highlands	2011	Separate house	15088
Southern Highlands	2016		130
Southern Highlands	2016	(Other)	136
Southern Highlands	2016	Flat/apartment	324
Southern Highlands	2016	Semi-detached, row/terrace house, townhouse etc.	1055
Southern Highlands	2016	Separate house	16123
Baulkham Hills	2006		3
Baulkham Hills	2006	(Other)	23
Baulkham Hills	2006	Flat/apartment	1753
Baulkham Hills	2006	Semi-detached, row/terrace house, townhouse etc.	4598
Baulkham Hills	2006	Separate house	32878
Baulkham Hills	2011		34
Baulkham Hills	2011	(Other)	7
Baulkham Hills	2011	Flat/apartment	2027
Baulkham Hills	2011	Semi-detached, row/terrace house, townhouse etc.	5351
Baulkham Hills	2011	Separate house	34451
Baulkham Hills	2016		96
Baulkham Hills	2016	(Other)	22
Baulkham Hills	2016	Flat/apartment	3075
Baulkham Hills	2016	Semi-detached, row/terrace house, townhouse etc.	5786
Baulkham Hills	2016	Separate house	35745
Dural - Wisemans Ferry	2006		0
Dural - Wisemans Ferry	2006	(Other)	139
Dural - Wisemans Ferry	2006	Flat/apartment	264
Dural - Wisemans Ferry	2006	Semi-detached, row/terrace house, townhouse etc.	249
Dural - Wisemans Ferry	2006	Separate house	7072
Dural - Wisemans Ferry	2011		7
Dural - Wisemans Ferry	2011	(Other)	136
Dural - Wisemans Ferry	2011	Flat/apartment	231
Dural - Wisemans Ferry	2011	Semi-detached, row/terrace house, townhouse etc.	303
Dural - Wisemans Ferry	2011	Separate house	7356
Dural - Wisemans Ferry	2016		58
Dural - Wisemans Ferry	2016	(Other)	138
Dural - Wisemans Ferry	2016	Flat/apartment	199
Dural - Wisemans Ferry	2016	Semi-detached, row/terrace house, townhouse etc.	328
Dural - Wisemans Ferry	2016	Separate house	7147
Hawkesbury	2006		7
Hawkesbury	2006	(Other)	127
Hawkesbury	2006	Flat/apartment	30
Hawkesbury	2006	Semi-detached, row/terrace house, townhouse etc.	47
Hawkesbury	2006	Separate house	7193
Hawkesbury	2011		12
Hawkesbury	2011	(Other)	96
Hawkesbury	2011	Flat/apartment	47
Hawkesbury	2011	Semi-detached, row/terrace house, townhouse etc.	31
Hawkesbury	2011	Separate house	7370
Hawkesbury	2016		80
Hawkesbury	2016	(Other)	75
Hawkesbury	2016	Flat/apartment	29
Hawkesbury	2016	Semi-detached, row/terrace house, townhouse etc.	26
Hawkesbury	2016	Separate house	7443
Rouse Hill - McGraths Hill	2006		0
Rouse Hill - McGraths Hill	2006	(Other)	73
Rouse Hill - McGraths Hill	2006	Flat/apartment	102
Rouse Hill - McGraths Hill	2006	Semi-detached, row/terrace house, townhouse etc.	121
Rouse Hill - McGraths Hill	2006	Separate house	7311
Rouse Hill - McGraths Hill	2011		0
Rouse Hill - McGraths Hill	2011	(Other)	76
Rouse Hill - McGraths Hill	2011	Flat/apartment	90
Rouse Hill - McGraths Hill	2011	Semi-detached, row/terrace house, townhouse etc.	239
Rouse Hill - McGraths Hill	2011	Separate house	7623
Rouse Hill - McGraths Hill	2016		55
Rouse Hill - McGraths Hill	2016	(Other)	59
Rouse Hill - McGraths Hill	2016	Flat/apartment	146
Rouse Hill - McGraths Hill	2016	Semi-detached, row/terrace house, townhouse etc.	1033
Rouse Hill - McGraths Hill	2016	Separate house	8281
Blacktown	2006		13
Blacktown	2006	(Other)	73
Blacktown	2006	Flat/apartment	2302
Blacktown	2006	Semi-detached, row/terrace house, townhouse etc.	5035
Blacktown	2006	Separate house	31935
Blacktown	2011		59
Blacktown	2011	(Other)	68
Blacktown	2011	Flat/apartment	2818
Blacktown	2011	Semi-detached, row/terrace house, townhouse etc.	4581
Blacktown	2011	Separate house	33814
Blacktown	2016		145
Blacktown	2016	(Other)	78
Blacktown	2016	Flat/apartment	2863
Blacktown	2016	Semi-detached, row/terrace house, townhouse etc.	5605
Blacktown	2016	Separate house	34091
Blacktown - North	2006		8
Blacktown - North	2006	(Other)	548
Blacktown - North	2006	Flat/apartment	65
Blacktown - North	2006	Semi-detached, row/terrace house, townhouse etc.	1437
Blacktown - North	2006	Separate house	16149
Blacktown - North	2011		5
Blacktown - North	2011	(Other)	314
Blacktown - North	2011	Flat/apartment	239
Blacktown - North	2011	Semi-detached, row/terrace house, townhouse etc.	2774
Blacktown - North	2011	Separate house	19180
Blacktown - North	2016		136
Blacktown - North	2016	(Other)	293
Blacktown - North	2016	Flat/apartment	763
Blacktown - North	2016	Semi-detached, row/terrace house, townhouse etc.	6945
Blacktown - North	2016	Separate house	18636
Mount Druitt	2006		4
Mount Druitt	2006	(Other)	25
Mount Druitt	2006	Flat/apartment	1478
Mount Druitt	2006	Semi-detached, row/terrace house, townhouse etc.	2808
Mount Druitt	2006	Separate house	24503
Mount Druitt	2011		0
Mount Druitt	2011	(Other)	19
Mount Druitt	2011	Flat/apartment	1889
Mount Druitt	2011	Semi-detached, row/terrace house, townhouse etc.	3577
Mount Druitt	2011	Separate house	25133
Mount Druitt	2016		72
Mount Druitt	2016	(Other)	79
Mount Druitt	2016	Flat/apartment	1807
Mount Druitt	2016	Semi-detached, row/terrace house, townhouse etc.	3955
Mount Druitt	2016	Separate house	26445
Botany	2006		7
Botany	2006	(Other)	85
Botany	2006	Flat/apartment	5519
Botany	2006	Semi-detached, row/terrace house, townhouse etc.	1977
Botany	2006	Separate house	5559
Botany	2011		32
Botany	2011	(Other)	74
Botany	2011	Flat/apartment	6371
Botany	2011	Semi-detached, row/terrace house, townhouse etc.	2067
Botany	2011	Separate house	5576
Botany	2016		78
Botany	2016	(Other)	118
Botany	2016	Flat/apartment	8571
Botany	2016	Semi-detached, row/terrace house, townhouse etc.	2176
Botany	2016	Separate house	5484
Marrickville - Sydenham - Petersham	2006		18
Marrickville - Sydenham - Petersham	2006	(Other)	200
Marrickville - Sydenham - Petersham	2006	Flat/apartment	6298
Marrickville - Sydenham - Petersham	2006	Semi-detached, row/terrace house, townhouse etc.	4286
Marrickville - Sydenham - Petersham	2006	Separate house	7512
Marrickville - Sydenham - Petersham	2011		30
Marrickville - Sydenham - Petersham	2011	(Other)	254
Marrickville - Sydenham - Petersham	2011	Flat/apartment	6791
Marrickville - Sydenham - Petersham	2011	Semi-detached, row/terrace house, townhouse etc.	5183
Marrickville - Sydenham - Petersham	2011	Separate house	7162
Marrickville - Sydenham - Petersham	2016		174
Marrickville - Sydenham - Petersham	2016	(Other)	405
Marrickville - Sydenham - Petersham	2016	Flat/apartment	8080
Marrickville - Sydenham - Petersham	2016	Semi-detached, row/terrace house, townhouse etc.	5822
Marrickville - Sydenham - Petersham	2016	Separate house	5972
Sydney Inner City	2006		99
Sydney Inner City	2006	(Other)	742
Sydney Inner City	2006	Flat/apartment	42311
Sydney Inner City	2006	Semi-detached, row/terrace house, townhouse etc.	14944
Sydney Inner City	2006	Separate house	3409
Sydney Inner City	2011		531
Sydney Inner City	2011	(Other)	298
Sydney Inner City	2011	Flat/apartment	54115
Sydney Inner City	2011	Semi-detached, row/terrace house, townhouse etc.	16957
Sydney Inner City	2011	Separate house	3440
Sydney Inner City	2016		579
Sydney Inner City	2016	(Other)	519
Sydney Inner City	2016	Flat/apartment	66252
Sydney Inner City	2016	Semi-detached, row/terrace house, townhouse etc.	18621
Sydney Inner City	2016	Separate house	1829
Eastern Suburbs - North	2006		59
Eastern Suburbs - North	2006	(Other)	301
Eastern Suburbs - North	2006	Flat/apartment	24633
Eastern Suburbs - North	2006	Semi-detached, row/terrace house, townhouse etc.	9060
Eastern Suburbs - North	2006	Separate house	10296
Eastern Suburbs - North	2011		113
Eastern Suburbs - North	2011	(Other)	216
Eastern Suburbs - North	2011	Flat/apartment	26975
Eastern Suburbs - North	2011	Semi-detached, row/terrace house, townhouse etc.	10160
Eastern Suburbs - North	2011	Separate house	9973
Eastern Suburbs - North	2016		251
Eastern Suburbs - North	2016	(Other)	514
Eastern Suburbs - North	2016	Flat/apartment	28600
Eastern Suburbs - North	2016	Semi-detached, row/terrace house, townhouse etc.	10310
Eastern Suburbs - North	2016	Separate house	8779
Eastern Suburbs - South	2006		55
Eastern Suburbs - South	2006	(Other)	280
Eastern Suburbs - South	2006	Flat/apartment	22766
Eastern Suburbs - South	2006	Semi-detached, row/terrace house, townhouse etc.	6736
Eastern Suburbs - South	2006	Separate house	15014
Eastern Suburbs - South	2011		60
Eastern Suburbs - South	2011	(Other)	200
Eastern Suburbs - South	2011	Flat/apartment	25345
Eastern Suburbs - South	2011	Semi-detached, row/terrace house, townhouse etc.	7407
Eastern Suburbs - South	2011	Separate house	14549
Eastern Suburbs - South	2016		191
Eastern Suburbs - South	2016	(Other)	452
Eastern Suburbs - South	2016	Flat/apartment	28104
Eastern Suburbs - South	2016	Semi-detached, row/terrace house, townhouse etc.	8306
Eastern Suburbs - South	2016	Separate house	13316
Bankstown	2006		45
Bankstown	2006	(Other)	192
Bankstown	2006	Flat/apartment	6493
Bankstown	2006	Semi-detached, row/terrace house, townhouse etc.	6892
Bankstown	2006	Separate house	34282
Bankstown	2011		31
Bankstown	2011	(Other)	192
Bankstown	2011	Flat/apartment	7632
Bankstown	2011	Semi-detached, row/terrace house, townhouse etc.	8478
Bankstown	2011	Separate house	33993
Bankstown	2016		199
Bankstown	2016	(Other)	253
Bankstown	2016	Flat/apartment	8003
Bankstown	2016	Semi-detached, row/terrace house, townhouse etc.	10573
Bankstown	2016	Separate house	33117
Canterbury	2006		9
Canterbury	2006	(Other)	229
Canterbury	2006	Flat/apartment	12930
Canterbury	2006	Semi-detached, row/terrace house, townhouse etc.	4058
Canterbury	2006	Separate house	21428
Canterbury	2011		168
Canterbury	2011	(Other)	200
Canterbury	2011	Flat/apartment	13724
Canterbury	2011	Semi-detached, row/terrace house, townhouse etc.	4284
Canterbury	2011	Separate house	22082
Canterbury	2016		163
Canterbury	2016	(Other)	226
Canterbury	2016	Flat/apartment	15708
Canterbury	2016	Semi-detached, row/terrace house, townhouse etc.	4837
Canterbury	2016	Separate house	21308
Hurstville	2006		21
Hurstville	2006	(Other)	100
Hurstville	2006	Flat/apartment	10770
Hurstville	2006	Semi-detached, row/terrace house, townhouse etc.	4254
Hurstville	2006	Separate house	23953
Hurstville	2011		24
Hurstville	2011	(Other)	174
Hurstville	2011	Flat/apartment	11998
Hurstville	2011	Semi-detached, row/terrace house, townhouse etc.	4724
Hurstville	2011	Separate house	23794
Hurstville	2016		148
Hurstville	2016	(Other)	185
Hurstville	2016	Flat/apartment	13540
Hurstville	2016	Semi-detached, row/terrace house, townhouse etc.	5547
Hurstville	2016	Separate house	23001
Kogarah - Rockdale	2006		29
Kogarah - Rockdale	2006	(Other)	262
Kogarah - Rockdale	2006	Flat/apartment	15234
Kogarah - Rockdale	2006	Semi-detached, row/terrace house, townhouse etc.	4643
Kogarah - Rockdale	2006	Separate house	21096
Kogarah - Rockdale	2011		63
Kogarah - Rockdale	2011	(Other)	327
Kogarah - Rockdale	2011	Flat/apartment	16471
Kogarah - Rockdale	2011	Semi-detached, row/terrace house, townhouse etc.	4920
Kogarah - Rockdale	2011	Separate house	21577
Kogarah - Rockdale	2016		170
Kogarah - Rockdale	2016	(Other)	436
Kogarah - Rockdale	2016	Flat/apartment	20564
Kogarah - Rockdale	2016	Semi-detached, row/terrace house, townhouse etc.	6026
Kogarah - Rockdale	2016	Separate house	20399
Canada Bay	2006		7
Canada Bay	2006	(Other)	136
Canada Bay	2006	Flat/apartment	8566
Canada Bay	2006	Semi-detached, row/terrace house, townhouse etc.	2566
Canada Bay	2006	Separate house	12754
Canada Bay	2011		55
Canada Bay	2011	(Other)	135
Canada Bay	2011	Flat/apartment	11346
Canada Bay	2011	Semi-detached, row/terrace house, townhouse etc.	3366
Canada Bay	2011	Separate house	12604
Canada Bay	2016		151
Canada Bay	2016	(Other)	306
Canada Bay	2016	Flat/apartment	15560
Canada Bay	2016	Semi-detached, row/terrace house, townhouse etc.	2936
Canada Bay	2016	Separate house	12290
Leichhardt	2006		3
Leichhardt	2006	(Other)	274
Leichhardt	2006	Flat/apartment	5238
Leichhardt	2006	Semi-detached, row/terrace house, townhouse etc.	7510
Leichhardt	2006	Separate house	7138
Leichhardt	2011		20
Leichhardt	2011	(Other)	258
Leichhardt	2011	Flat/apartment	5751
Leichhardt	2011	Semi-detached, row/terrace house, townhouse etc.	7761
Leichhardt	2011	Separate house	7529
Leichhardt	2016		142
Leichhardt	2016	(Other)	226
Leichhardt	2016	Flat/apartment	6022
Leichhardt	2016	Semi-detached, row/terrace house, townhouse etc.	11535
Leichhardt	2016	Separate house	3595
Strathfield - Burwood - Ashfield	2006		10
Strathfield - Burwood - Ashfield	2006	(Other)	339
Strathfield - Burwood - Ashfield	2006	Flat/apartment	18916
Strathfield - Burwood - Ashfield	2006	Semi-detached, row/terrace house, townhouse etc.	4918
Strathfield - Burwood - Ashfield	2006	Separate house	21860
Strathfield - Burwood - Ashfield	2011		82
Strathfield - Burwood - Ashfield	2011	(Other)	318
Strathfield - Burwood - Ashfield	2011	Flat/apartment	21184
Strathfield - Burwood - Ashfield	2011	Semi-detached, row/terrace house, townhouse etc.	4966
Strathfield - Burwood - Ashfield	2011	Separate house	21798
Strathfield - Burwood - Ashfield	2016		466
Strathfield - Burwood - Ashfield	2016	(Other)	582
Strathfield - Burwood - Ashfield	2016	Flat/apartment	25633
Strathfield - Burwood - Ashfield	2016	Semi-detached, row/terrace house, townhouse etc.	6103
Strathfield - Burwood - Ashfield	2016	Separate house	19406
Chatswood - Lane Cove	2006		25
Chatswood - Lane Cove	2006	(Other)	143
Chatswood - Lane Cove	2006	Flat/apartment	14658
Chatswood - Lane Cove	2006	Semi-detached, row/terrace house, townhouse etc.	2485
Chatswood - Lane Cove	2006	Separate house	18056
Chatswood - Lane Cove	2011		44
Chatswood - Lane Cove	2011	(Other)	90
Chatswood - Lane Cove	2011	Flat/apartment	16262
Chatswood - Lane Cove	2011	Semi-detached, row/terrace house, townhouse etc.	2633
Chatswood - Lane Cove	2011	Separate house	18222
Chatswood - Lane Cove	2016		121
Chatswood - Lane Cove	2016	(Other)	86
Chatswood - Lane Cove	2016	Flat/apartment	19751
Chatswood - Lane Cove	2016	Semi-detached, row/terrace house, townhouse etc.	2836
Chatswood - Lane Cove	2016	Separate house	17808
Hornsby	2006		0
Hornsby	2006	(Other)	132
Hornsby	2006	Flat/apartment	5840
Hornsby	2006	Semi-detached, row/terrace house, townhouse etc.	1698
Hornsby	2006	Separate house	17899
Hornsby	2011		26
Hornsby	2011	(Other)	59
Hornsby	2011	Flat/apartment	6300
Hornsby	2011	Semi-detached, row/terrace house, townhouse etc.	1777
Hornsby	2011	Separate house	18611
Hornsby	2016		98
Hornsby	2016	(Other)	44
Hornsby	2016	Flat/apartment	6957
Hornsby	2016	Semi-detached, row/terrace house, townhouse etc.	2007
Hornsby	2016	Separate house	18292
Ku-ring-gai	2006		18
Ku-ring-gai	2006	(Other)	39
Ku-ring-gai	2006	Flat/apartment	3761
Ku-ring-gai	2006	Semi-detached, row/terrace house, townhouse etc.	984
Ku-ring-gai	2006	Separate house	28346
Ku-ring-gai	2011		47
Ku-ring-gai	2011	(Other)	25
Ku-ring-gai	2011	Flat/apartment	5814
Ku-ring-gai	2011	Semi-detached, row/terrace house, townhouse etc.	1532
Ku-ring-gai	2011	Separate house	28455
Ku-ring-gai	2016		84
Ku-ring-gai	2016	(Other)	21
Ku-ring-gai	2016	Flat/apartment	8518
Ku-ring-gai	2016	Semi-detached, row/terrace house, townhouse etc.	1560
Ku-ring-gai	2016	Separate house	28383
North Sydney - Mosman	2006		17
