SA3_NAME16	Year	NonSchoolQualification	Sex	persons
Merrylands - Guildford	2016	Certificate I and II Level	M	410
Merrylands - Guildford	2016	Certificate III and IV Level	F	4440
Merrylands - Guildford	2016	Certificate III and IV Level	M	9385
Merrylands - Guildford	2016	Advanced Diploma and Diploma	F	5617
Merrylands - Guildford	2016	Advanced Diploma and Diploma	M	4358
Merrylands - Guildford	2016	Bachelor	F	7862
Merrylands - Guildford	2016	Bachelor	M	6720
Merrylands - Guildford	2016	Graduate Diploma and Graduate Certificate	F	607
Merrylands - Guildford	2016	Graduate Diploma and Graduate Certificate	M	389
Merrylands - Guildford	2016	Postgraduate	F	2099
Merrylands - Guildford	2016	Postgraduate	M	2401
Parramatta	2006		F	35931
Parramatta	2006		M	32903
Parramatta	2006	Certificate nfd	F	1062
Parramatta	2006	Certificate nfd	M	595
Parramatta	2006	Certificate I and II Level	F	649
Parramatta	2006	Certificate I and II Level	M	353
Parramatta	2006	Certificate III and IV Level	F	2637
Parramatta	2006	Certificate III and IV Level	M	7251
Parramatta	2006	Advanced Diploma and Diploma	F	3966
Parramatta	2006	Advanced Diploma and Diploma	M	3369
Parramatta	2006	Bachelor	F	7789
Parramatta	2006	Bachelor	M	7309
Parramatta	2006	Graduate Diploma and Graduate Certificate	F	666
Parramatta	2006	Graduate Diploma and Graduate Certificate	M	512
Parramatta	2006	Postgraduate	F	2192
Parramatta	2006	Postgraduate	M	3231
Parramatta	2011		F	36946
Parramatta	2011		M	34387
Parramatta	2011	Certificate nfd	F	970
Parramatta	2011	Certificate nfd	M	547
Parramatta	2011	Certificate I and II Level	F	633
Parramatta	2011	Certificate I and II Level	M	350
Parramatta	2011	Certificate III and IV Level	F	3120
Parramatta	2011	Certificate III and IV Level	M	7486
Parramatta	2011	Advanced Diploma and Diploma	F	4933
Parramatta	2011	Advanced Diploma and Diploma	M	4613
Parramatta	2011	Bachelor	F	10450
Parramatta	2011	Bachelor	M	9330
Parramatta	2011	Graduate Diploma and Graduate Certificate	F	892
Parramatta	2011	Graduate Diploma and Graduate Certificate	M	753
Parramatta	2011	Postgraduate	F	4114
Parramatta	2011	Postgraduate	M	5251
Parramatta	2016		F	38418
Parramatta	2016		M	36819
Parramatta	2016	Certificate nfd	F	1169
Parramatta	2016	Certificate nfd	M	804
Parramatta	2016	Certificate I and II Level	F	522
Parramatta	2016	Certificate I and II Level	M	286
Parramatta	2016	Certificate III and IV Level	F	3273
Parramatta	2016	Certificate III and IV Level	M	6992
Parramatta	2016	Advanced Diploma and Diploma	F	5249
Parramatta	2016	Advanced Diploma and Diploma	M	4893
Parramatta	2016	Bachelor	F	13660
Parramatta	2016	Bachelor	M	12822
Parramatta	2016	Graduate Diploma and Graduate Certificate	F	1173
Parramatta	2016	Graduate Diploma and Graduate Certificate	M	960
Parramatta	2016	Postgraduate	F	6568
Parramatta	2016	Postgraduate	M	7284
Pennant Hills - Epping	2006		F	11996
Pennant Hills - Epping	2006		M	10006
Pennant Hills - Epping	2006	Certificate nfd	F	502
Pennant Hills - Epping	2006	Certificate nfd	M	278
Pennant Hills - Epping	2006	Certificate I and II Level	F	177
Pennant Hills - Epping	2006	Certificate I and II Level	M	116
Pennant Hills - Epping	2006	Certificate III and IV Level	F	652
Pennant Hills - Epping	2006	Certificate III and IV Level	M	1861
Pennant Hills - Epping	2006	Advanced Diploma and Diploma	F	2109
Pennant Hills - Epping	2006	Advanced Diploma and Diploma	M	1417
Pennant Hills - Epping	2006	Bachelor	F	3983
Pennant Hills - Epping	2006	Bachelor	M	4034
Pennant Hills - Epping	2006	Graduate Diploma and Graduate Certificate	F	545
Pennant Hills - Epping	2006	Graduate Diploma and Graduate Certificate	M	331
Pennant Hills - Epping	2006	Postgraduate	F	1192
Pennant Hills - Epping	2006	Postgraduate	M	1844
Pennant Hills - Epping	2011		F	11536
Pennant Hills - Epping	2011		M	9788
Pennant Hills - Epping	2011	Certificate nfd	F	404
Pennant Hills - Epping	2011	Certificate nfd	M	212
Pennant Hills - Epping	2011	Certificate I and II Level	F	166
Pennant Hills - Epping	2011	Certificate I and II Level	M	93
Pennant Hills - Epping	2011	Certificate III and IV Level	F	742
Pennant Hills - Epping	2011	Certificate III and IV Level	M	1838
Pennant Hills - Epping	2011	Advanced Diploma and Diploma	F	2214
Pennant Hills - Epping	2011	Advanced Diploma and Diploma	M	1483
Pennant Hills - Epping	2011	Bachelor	F	4764
Pennant Hills - Epping	2011	Bachelor	M	4619
Pennant Hills - Epping	2011	Graduate Diploma and Graduate Certificate	F	617
Pennant Hills - Epping	2011	Graduate Diploma and Graduate Certificate	M	431
Pennant Hills - Epping	2011	Postgraduate	F	1720
Pennant Hills - Epping	2011	Postgraduate	M	2378
Pennant Hills - Epping	2016		F	11764
Pennant Hills - Epping	2016		M	10620
Pennant Hills - Epping	2016	Certificate nfd	F	484
Pennant Hills - Epping	2016	Certificate nfd	M	266
Pennant Hills - Epping	2016	Certificate I and II Level	F	138
Pennant Hills - Epping	2016	Certificate I and II Level	M	75
Pennant Hills - Epping	2016	Certificate III and IV Level	F	795
Pennant Hills - Epping	2016	Certificate III and IV Level	M	1715
Pennant Hills - Epping	2016	Advanced Diploma and Diploma	F	2103
Pennant Hills - Epping	2016	Advanced Diploma and Diploma	M	1555
Pennant Hills - Epping	2016	Bachelor	F	5732
Pennant Hills - Epping	2016	Bachelor	M	5399
Pennant Hills - Epping	2016	Graduate Diploma and Graduate Certificate	F	669
Pennant Hills - Epping	2016	Graduate Diploma and Graduate Certificate	M	509
Pennant Hills - Epping	2016	Postgraduate	F	2634
Pennant Hills - Epping	2016	Postgraduate	M	3134
Ryde - Hunters Hill	2006		F	35568
Ryde - Hunters Hill	2006		M	31081
Ryde - Hunters Hill	2006	Certificate nfd	F	1226
Ryde - Hunters Hill	2006	Certificate nfd	M	689
Ryde - Hunters Hill	2006	Certificate I and II Level	F	535
Ryde - Hunters Hill	2006	Certificate I and II Level	M	278
Ryde - Hunters Hill	2006	Certificate III and IV Level	F	2404
Ryde - Hunters Hill	2006	Certificate III and IV Level	M	6645
Ryde - Hunters Hill	2006	Advanced Diploma and Diploma	F	5304
Ryde - Hunters Hill	2006	Advanced Diploma and Diploma	M	3684
Ryde - Hunters Hill	2006	Bachelor	F	9828
Ryde - Hunters Hill	2006	Bachelor	M	8867
Ryde - Hunters Hill	2006	Graduate Diploma and Graduate Certificate	F	1100
Ryde - Hunters Hill	2006	Graduate Diploma and Graduate Certificate	M	621
Ryde - Hunters Hill	2006	Postgraduate	F	2762
Ryde - Hunters Hill	2006	Postgraduate	M	3429
Ryde - Hunters Hill	2011		F	34059
Ryde - Hunters Hill	2011		M	30485
Ryde - Hunters Hill	2011	Certificate nfd	F	1135
Ryde - Hunters Hill	2011	Certificate nfd	M	538
Ryde - Hunters Hill	2011	Certificate I and II Level	F	531
Ryde - Hunters Hill	2011	Certificate I and II Level	M	291
Ryde - Hunters Hill	2011	Certificate III and IV Level	F	2654
Ryde - Hunters Hill	2011	Certificate III and IV Level	M	6524
Ryde - Hunters Hill	2011	Advanced Diploma and Diploma	F	5579
Ryde - Hunters Hill	2011	Advanced Diploma and Diploma	M	4246
Ryde - Hunters Hill	2011	Bachelor	F	11993
Ryde - Hunters Hill	2011	Bachelor	M	10660
Ryde - Hunters Hill	2011	Graduate Diploma and Graduate Certificate	F	1270
Ryde - Hunters Hill	2011	Graduate Diploma and Graduate Certificate	M	782
Ryde - Hunters Hill	2011	Postgraduate	F	4247
Ryde - Hunters Hill	2011	Postgraduate	M	4842
Ryde - Hunters Hill	2016		F	34693
Ryde - Hunters Hill	2016		M	32328
Ryde - Hunters Hill	2016	Certificate nfd	F	1436
Ryde - Hunters Hill	2016	Certificate nfd	M	780
Ryde - Hunters Hill	2016	Certificate I and II Level	F	500
Ryde - Hunters Hill	2016	Certificate I and II Level	M	271
Ryde - Hunters Hill	2016	Certificate III and IV Level	F	2970
Ryde - Hunters Hill	2016	Certificate III and IV Level	M	6496
Ryde - Hunters Hill	2016	Advanced Diploma and Diploma	F	6076
Ryde - Hunters Hill	2016	Advanced Diploma and Diploma	M	4563
Ryde - Hunters Hill	2016	Bachelor	F	15174
Ryde - Hunters Hill	2016	Bachelor	M	13516
Ryde - Hunters Hill	2016	Graduate Diploma and Graduate Certificate	F	1518
Ryde - Hunters Hill	2016	Graduate Diploma and Graduate Certificate	M	868
Ryde - Hunters Hill	2016	Postgraduate	F	6600
Ryde - Hunters Hill	2016	Postgraduate	M	6745
Bringelly - Green Valley	2006		F	30166
Bringelly - Green Valley	2006		M	27859
Bringelly - Green Valley	2006	Certificate nfd	F	655
Bringelly - Green Valley	2006	Certificate nfd	M	337
Bringelly - Green Valley	2006	Certificate I and II Level	F	511
Bringelly - Green Valley	2006	Certificate I and II Level	M	192
Bringelly - Green Valley	2006	Certificate III and IV Level	F	1851
Bringelly - Green Valley	2006	Certificate III and IV Level	M	5582
Bringelly - Green Valley	2006	Advanced Diploma and Diploma	F	1933
Bringelly - Green Valley	2006	Advanced Diploma and Diploma	M	1369
Bringelly - Green Valley	2006	Bachelor	F	2076
Bringelly - Green Valley	2006	Bachelor	M	1585
Bringelly - Green Valley	2006	Graduate Diploma and Graduate Certificate	F	130
Bringelly - Green Valley	2006	Graduate Diploma and Graduate Certificate	M	85
Bringelly - Green Valley	2006	Postgraduate	F	211
Bringelly - Green Valley	2006	Postgraduate	M	240
Bringelly - Green Valley	2011		F	30735
Bringelly - Green Valley	2011		M	28770
Bringelly - Green Valley	2011	Certificate nfd	F	657
Bringelly - Green Valley	2011	Certificate nfd	M	334
Bringelly - Green Valley	2011	Certificate I and II Level	F	587
Bringelly - Green Valley	2011	Certificate I and II Level	M	231
Bringelly - Green Valley	2011	Certificate III and IV Level	F	2548
Bringelly - Green Valley	2011	Certificate III and IV Level	M	6190
Bringelly - Green Valley	2011	Advanced Diploma and Diploma	F	2531
Bringelly - Green Valley	2011	Advanced Diploma and Diploma	M	1814
Bringelly - Green Valley	2011	Bachelor	F	2812
Bringelly - Green Valley	2011	Bachelor	M	2100
Bringelly - Green Valley	2011	Graduate Diploma and Graduate Certificate	F	191
Bringelly - Green Valley	2011	Graduate Diploma and Graduate Certificate	M	106
Bringelly - Green Valley	2011	Postgraduate	F	370
Bringelly - Green Valley	2011	Postgraduate	M	368
Bringelly - Green Valley	2016		F	36187
Bringelly - Green Valley	2016		M	34694
Bringelly - Green Valley	2016	Certificate nfd	F	1024
Bringelly - Green Valley	2016	Certificate nfd	M	628
Bringelly - Green Valley	2016	Certificate I and II Level	F	673
Bringelly - Green Valley	2016	Certificate I and II Level	M	304
Bringelly - Green Valley	2016	Certificate III and IV Level	F	3647
Bringelly - Green Valley	2016	Certificate III and IV Level	M	8122
Bringelly - Green Valley	2016	Advanced Diploma and Diploma	F	4012
Bringelly - Green Valley	2016	Advanced Diploma and Diploma	M	2793
Bringelly - Green Valley	2016	Bachelor	F	4856
Bringelly - Green Valley	2016	Bachelor	M	3444
Bringelly - Green Valley	2016	Graduate Diploma and Graduate Certificate	F	370
Bringelly - Green Valley	2016	Graduate Diploma and Graduate Certificate	M	209
Bringelly - Green Valley	2016	Postgraduate	F	1036
Bringelly - Green Valley	2016	Postgraduate	M	806
Fairfield	2006		F	70569
Fairfield	2006		M	64346
Fairfield	2006	Certificate nfd	F	1238
Fairfield	2006	Certificate nfd	M	705
Fairfield	2006	Certificate I and II Level	F	981
Fairfield	2006	Certificate I and II Level	M	482
Fairfield	2006	Certificate III and IV Level	F	3714
Fairfield	2006	Certificate III and IV Level	M	9984
Fairfield	2006	Advanced Diploma and Diploma	F	3878
Fairfield	2006	Advanced Diploma and Diploma	M	3232
Fairfield	2006	Bachelor	F	4539
Fairfield	2006	Bachelor	M	4166
Fairfield	2006	Graduate Diploma and Graduate Certificate	F	241
Fairfield	2006	Graduate Diploma and Graduate Certificate	M	165
Fairfield	2006	Postgraduate	F	342
Fairfield	2006	Postgraduate	M	498
Fairfield	2011		F	70177
Fairfield	2011		M	64872
Fairfield	2011	Certificate nfd	F	1237
Fairfield	2011	Certificate nfd	M	675
Fairfield	2011	Certificate I and II Level	F	1070
Fairfield	2011	Certificate I and II Level	M	544
Fairfield	2011	Certificate III and IV Level	F	4767
Fairfield	2011	Certificate III and IV Level	M	10476
Fairfield	2011	Advanced Diploma and Diploma	F	4908
Fairfield	2011	Advanced Diploma and Diploma	M	3907
Fairfield	2011	Bachelor	F	5925
Fairfield	2011	Bachelor	M	5074
Fairfield	2011	Graduate Diploma and Graduate Certificate	F	299
Fairfield	2011	Graduate Diploma and Graduate Certificate	M	198
Fairfield	2011	Postgraduate	F	721
Fairfield	2011	Postgraduate	M	788
Fairfield	2016		F	70738
Fairfield	2016		M	66271
Fairfield	2016	Certificate nfd	F	1583
Fairfield	2016	Certificate nfd	M	1088
Fairfield	2016	Certificate I and II Level	F	1088
Fairfield	2016	Certificate I and II Level	M	535
Fairfield	2016	Certificate III and IV Level	F	5449
Fairfield	2016	Certificate III and IV Level	M	11032
Fairfield	2016	Advanced Diploma and Diploma	F	6208
Fairfield	2016	Advanced Diploma and Diploma	M	4648
Fairfield	2016	Bachelor	F	7535
Fairfield	2016	Bachelor	M	6442
Fairfield	2016	Graduate Diploma and Graduate Certificate	F	486
Fairfield	2016	Graduate Diploma and Graduate Certificate	M	261
Fairfield	2016	Postgraduate	F	1299
Fairfield	2016	Postgraduate	M	1135
Liverpool	2006		F	35621
Liverpool	2006		M	32376
Liverpool	2006	Certificate nfd	F	848
Liverpool	2006	Certificate nfd	M	442
Liverpool	2006	Certificate I and II Level	F	722
Liverpool	2006	Certificate I and II Level	M	295
Liverpool	2006	Certificate III and IV Level	F	2559
Liverpool	2006	Certificate III and IV Level	M	7460
Liverpool	2006	Advanced Diploma and Diploma	F	2811
Liverpool	2006	Advanced Diploma and Diploma	M	2257
Liverpool	2006	Bachelor	F	3686
Liverpool	2006	Bachelor	M	2859
Liverpool	2006	Graduate Diploma and Graduate Certificate	F	254
Liverpool	2006	Graduate Diploma and Graduate Certificate	M	193
Liverpool	2006	Postgraduate	F	542
Liverpool	2006	Postgraduate	M	664
Liverpool	2011		F	37510
Liverpool	2011		M	34479
Liverpool	2011	Certificate nfd	F	824
Liverpool	2011	Certificate nfd	M	449
Liverpool	2011	Certificate I and II Level	F	756
Liverpool	2011	Certificate I and II Level	M	346
Liverpool	2011	Certificate III and IV Level	F	3448
Liverpool	2011	Certificate III and IV Level	M	8179
Liverpool	2011	Advanced Diploma and Diploma	F	3604
Liverpool	2011	Advanced Diploma and Diploma	M	2954
Liverpool	2011	Bachelor	F	4946
Liverpool	2011	Bachelor	M	3908
Liverpool	2011	Graduate Diploma and Graduate Certificate	F	379
Liverpool	2011	Graduate Diploma and Graduate Certificate	M	255
Liverpool	2011	Postgraduate	F	1042
Liverpool	2011	Postgraduate	M	1114
Liverpool	2016		F	39447
Liverpool	2016		M	37635
Liverpool	2016	Certificate nfd	F	1113
Liverpool	2016	Certificate nfd	M	755
Liverpool	2016	Certificate I and II Level	F	659
Liverpool	2016	Certificate I and II Level	M	340
Liverpool	2016	Certificate III and IV Level	F	4107
Liverpool	2016	Certificate III and IV Level	M	8526
Liverpool	2016	Advanced Diploma and Diploma	F	4778
Liverpool	2016	Advanced Diploma and Diploma	M	3793
Liverpool	2016	Bachelor	F	6704
Liverpool	2016	Bachelor	M	5059
Liverpool	2016	Graduate Diploma and Graduate Certificate	F	538
Liverpool	2016	Graduate Diploma and Graduate Certificate	M	334
Liverpool	2016	Postgraduate	F	1809
Liverpool	2016	Postgraduate	M	1758
Cronulla - Miranda - Caringbah	2006		F	34671
Cronulla - Miranda - Caringbah	2006		M	27668
Cronulla - Miranda - Caringbah	2006	Certificate nfd	F	1440
Cronulla - Miranda - Caringbah	2006	Certificate nfd	M	700
Cronulla - Miranda - Caringbah	2006	Certificate I and II Level	F	635
Cronulla - Miranda - Caringbah	2006	Certificate I and II Level	M	353
Cronulla - Miranda - Caringbah	2006	Certificate III and IV Level	F	3124
Cronulla - Miranda - Caringbah	2006	Certificate III and IV Level	M	10950
Cronulla - Miranda - Caringbah	2006	Advanced Diploma and Diploma	F	4720
Cronulla - Miranda - Caringbah	2006	Advanced Diploma and Diploma	M	3346
Cronulla - Miranda - Caringbah	2006	Bachelor	F	5476
Cronulla - Miranda - Caringbah	2006	Bachelor	M	4763
Cronulla - Miranda - Caringbah	2006	Graduate Diploma and Graduate Certificate	F	707
Cronulla - Miranda - Caringbah	2006	Graduate Diploma and Graduate Certificate	M	429
Cronulla - Miranda - Caringbah	2006	Postgraduate	F	871
Cronulla - Miranda - Caringbah	2006	Postgraduate	M	1260
Cronulla - Miranda - Caringbah	2011		F	33231
Cronulla - Miranda - Caringbah	2011		M	26736
Cronulla - Miranda - Caringbah	2011	Certificate nfd	F	1386
Cronulla - Miranda - Caringbah	2011	Certificate nfd	M	662
Cronulla - Miranda - Caringbah	2011	Certificate I and II Level	F	667
Cronulla - Miranda - Caringbah	2011	Certificate I and II Level	M	352
Cronulla - Miranda - Caringbah	2011	Certificate III and IV Level	F	3738
Cronulla - Miranda - Caringbah	2011	Certificate III and IV Level	M	11292
Cronulla - Miranda - Caringbah	2011	Advanced Diploma and Diploma	F	5524
Cronulla - Miranda - Caringbah	2011	Advanced Diploma and Diploma	M	4008
Cronulla - Miranda - Caringbah	2011	Bachelor	F	6945
Cronulla - Miranda - Caringbah	2011	Bachelor	M	5538
Cronulla - Miranda - Caringbah	2011	Graduate Diploma and Graduate Certificate	F	878
Cronulla - Miranda - Caringbah	2011	Graduate Diploma and Graduate Certificate	M	529
Cronulla - Miranda - Caringbah	2011	Postgraduate	F	1280
Cronulla - Miranda - Caringbah	2011	Postgraduate	M	1604
Cronulla - Miranda - Caringbah	2016		F	32200
Cronulla - Miranda - Caringbah	2016		M	27032
Cronulla - Miranda - Caringbah	2016	Certificate nfd	F	1683
Cronulla - Miranda - Caringbah	2016	Certificate nfd	M	960
Cronulla - Miranda - Caringbah	2016	Certificate I and II Level	F	647
Cronulla - Miranda - Caringbah	2016	Certificate I and II Level	M	291
Cronulla - Miranda - Caringbah	2016	Certificate III and IV Level	F	4057
Cronulla - Miranda - Caringbah	2016	Certificate III and IV Level	M	11483
Cronulla - Miranda - Caringbah	2016	Advanced Diploma and Diploma	F	6119
Cronulla - Miranda - Caringbah	2016	Advanced Diploma and Diploma	M	4380
Cronulla - Miranda - Caringbah	2016	Bachelor	F	8469
Cronulla - Miranda - Caringbah	2016	Bachelor	M	6517
Cronulla - Miranda - Caringbah	2016	Graduate Diploma and Graduate Certificate	F	1084
Cronulla - Miranda - Caringbah	2016	Graduate Diploma and Graduate Certificate	M	650
Cronulla - Miranda - Caringbah	2016	Postgraduate	F	2103
Cronulla - Miranda - Caringbah	2016	Postgraduate	M	2168
Sutherland - Menai - Heathcote	2006		F	35166
Sutherland - Menai - Heathcote	2006		M	28669
Sutherland - Menai - Heathcote	2006	Certificate nfd	F	1658
Sutherland - Menai - Heathcote	2006	Certificate nfd	M	822
Sutherland - Menai - Heathcote	2006	Certificate I and II Level	F	734
Sutherland - Menai - Heathcote	2006	Certificate I and II Level	M	378
Sutherland - Menai - Heathcote	2006	Certificate III and IV Level	F	3158
Sutherland - Menai - Heathcote	2006	Certificate III and IV Level	M	11314
Sutherland - Menai - Heathcote	2006	Advanced Diploma and Diploma	F	4708
Sutherland - Menai - Heathcote	2006	Advanced Diploma and Diploma	M	3491
Sutherland - Menai - Heathcote	2006	Bachelor	F	5565
