SA2_NAME16	Year	Sex	overseas_visitors
Ballarat	2011	F	26
Ballarat	2011	M	19
Ballarat	2016	F	50
Ballarat	2016	M	35
Ballarat - North	2006	F	30
Ballarat - North	2006	M	21
Ballarat - North	2011	F	32
Ballarat - North	2011	M	20
Ballarat - North	2016	F	33
Ballarat - North	2016	M	26
Ballarat - South	2006	F	29
Ballarat - South	2006	M	30
Ballarat - South	2011	F	49
Ballarat - South	2011	M	42
Ballarat - South	2016	F	49
Ballarat - South	2016	M	39
Buninyong	2006	F	30
Buninyong	2006	M	7
Buninyong	2011	F	15
Buninyong	2011	M	15
Buninyong	2016	F	20
Buninyong	2016	M	20
Delacombe	2006	F	0
Delacombe	2006	M	3
Delacombe	2011	F	4
Delacombe	2011	M	0
Delacombe	2016	F	0
Delacombe	2016	M	4
Smythes Creek	2006	F	4
Smythes Creek	2006	M	3
Smythes Creek	2011	F	8
Smythes Creek	2011	M	3
Smythes Creek	2016	F	0
Smythes Creek	2016	M	0
Wendouree - Miners Rest	2006	F	9
Wendouree - Miners Rest	2006	M	9
Wendouree - Miners Rest	2011	F	19
Wendouree - Miners Rest	2011	M	16
Wendouree - Miners Rest	2016	F	25
Wendouree - Miners Rest	2016	M	23
Bacchus Marsh Region	2006	F	4
Bacchus Marsh Region	2006	M	4
Bacchus Marsh Region	2011	F	6
Bacchus Marsh Region	2011	M	8
Bacchus Marsh Region	2016	F	11
Bacchus Marsh Region	2016	M	7
Creswick - Clunes	2006	F	4
Creswick - Clunes	2006	M	6
Creswick - Clunes	2011	F	14
Creswick - Clunes	2011	M	15
Creswick - Clunes	2016	F	13
Creswick - Clunes	2016	M	8
Daylesford	2006	F	4
Daylesford	2006	M	14
Daylesford	2011	F	22
Daylesford	2011	M	16
Daylesford	2016	F	28
Daylesford	2016	M	15
Gordon (Vic.)	2006	F	3
Gordon (Vic.)	2006	M	0
Gordon (Vic.)	2011	F	0
Gordon (Vic.)	2011	M	0
Gordon (Vic.)	2016	F	12
Gordon (Vic.)	2016	M	5
Avoca	2006	F	0
Avoca	2006	M	0
Avoca	2011	F	0
Avoca	2011	M	0
Avoca	2016	F	0
Avoca	2016	M	3
Beaufort	2006	F	5
Beaufort	2006	M	7
Beaufort	2011	F	10
Beaufort	2011	M	3
Beaufort	2016	F	6
Beaufort	2016	M	3
Golden Plains - North	2006	F	0
Golden Plains - North	2006	M	0
Golden Plains - North	2011	F	0
Golden Plains - North	2011	M	0
Golden Plains - North	2016	F	4
Golden Plains - North	2016	M	0
Maryborough (Vic.)	2006	F	3
Maryborough (Vic.)	2006	M	0
Maryborough (Vic.)	2011	F	5
Maryborough (Vic.)	2011	M	8
Maryborough (Vic.)	2016	F	4
Maryborough (Vic.)	2016	M	5
Maryborough Region	2006	F	5
Maryborough Region	2006	M	4
Maryborough Region	2011	F	0
Maryborough Region	2011	M	4
Maryborough Region	2016	F	7
Maryborough Region	2016	M	5
Bendigo	2006	F	23
Bendigo	2006	M	24
Bendigo	2011	F	23
Bendigo	2011	M	12
Bendigo	2016	F	40
Bendigo	2016	M	46
California Gully - Eaglehawk	2006	F	3
California Gully - Eaglehawk	2006	M	0
California Gully - Eaglehawk	2011	F	9
California Gully - Eaglehawk	2011	M	9
California Gully - Eaglehawk	2016	F	17
California Gully - Eaglehawk	2016	M	11
East Bendigo - Kennington	2006	F	25
East Bendigo - Kennington	2006	M	26
East Bendigo - Kennington	2011	F	21
East Bendigo - Kennington	2011	M	23
East Bendigo - Kennington	2016	F	20
East Bendigo - Kennington	2016	M	14
Flora Hill - Spring Gully	2006	F	34
Flora Hill - Spring Gully	2006	M	20
Flora Hill - Spring Gully	2011	F	19
Flora Hill - Spring Gully	2011	M	14
Flora Hill - Spring Gully	2016	F	29
Flora Hill - Spring Gully	2016	M	21
Kangaroo Flat - Golden Square	2006	F	18
Kangaroo Flat - Golden Square	2006	M	12
Kangaroo Flat - Golden Square	2011	F	28
Kangaroo Flat - Golden Square	2011	M	13
Kangaroo Flat - Golden Square	2016	F	53
Kangaroo Flat - Golden Square	2016	M	41
Maiden Gully	2006	F	0
Maiden Gully	2006	M	0
Maiden Gully	2011	F	0
Maiden Gully	2011	M	0
Maiden Gully	2016	F	3
Maiden Gully	2016	M	3
Strathfieldsaye	2006	F	11
Strathfieldsaye	2006	M	10
Strathfieldsaye	2011	F	5
Strathfieldsaye	2011	M	3
Strathfieldsaye	2016	F	18
Strathfieldsaye	2016	M	12
White Hills - Ascot	2006	F	4
White Hills - Ascot	2006	M	0
White Hills - Ascot	2011	F	9
White Hills - Ascot	2011	M	11
White Hills - Ascot	2016	F	16
White Hills - Ascot	2016	M	14
Bendigo Region - South	2006	F	6
Bendigo Region - South	2006	M	3
Bendigo Region - South	2011	F	10
Bendigo Region - South	2011	M	10
Bendigo Region - South	2016	F	5
Bendigo Region - South	2016	M	3
Castlemaine	2006	F	10
Castlemaine	2006	M	8
Castlemaine	2011	F	13
Castlemaine	2011	M	12
Castlemaine	2016	F	15
Castlemaine	2016	M	13
Castlemaine Region	2006	F	9
Castlemaine Region	2006	M	9
Castlemaine Region	2011	F	23
Castlemaine Region	2011	M	21
Castlemaine Region	2016	F	19
Castlemaine Region	2016	M	4
Heathcote	2006	F	0
Heathcote	2006	M	0
Heathcote	2011	F	7
Heathcote	2011	M	3
Heathcote	2016	F	5
Heathcote	2016	M	7
Kyneton	2006	F	22
Kyneton	2006	M	18
Kyneton	2011	F	8
Kyneton	2011	M	10
Kyneton	2016	F	35
Kyneton	2016	M	22
Woodend	2006	F	15
Woodend	2006	M	5
Woodend	2011	F	16
Woodend	2011	M	8
Woodend	2016	F	18
Woodend	2016	M	8
Bendigo Region - North	2006	F	0
Bendigo Region - North	2006	M	0
Bendigo Region - North	2011	F	0
Bendigo Region - North	2011	M	0
Bendigo Region - North	2016	F	8
Bendigo Region - North	2016	M	3
Loddon	2006	F	3
Loddon	2006	M	0
Loddon	2011	F	4
Loddon	2011	M	7
Loddon	2016	F	12
Loddon	2016	M	7
Bannockburn	2006	F	0
Bannockburn	2006	M	3
Bannockburn	2011	F	9
Bannockburn	2011	M	5
Bannockburn	2016	F	5
Bannockburn	2016	M	0
Golden Plains - South	2006	F	11
Golden Plains - South	2006	M	10
Golden Plains - South	2011	F	3
Golden Plains - South	2011	M	6
Golden Plains - South	2016	F	12
Golden Plains - South	2016	M	10
Winchelsea	2006	F	8
Winchelsea	2006	M	10
Winchelsea	2011	F	12
Winchelsea	2011	M	9
Winchelsea	2016	F	13
Winchelsea	2016	M	7
Belmont	2006	F	45
Belmont	2006	M	32
Belmont	2011	F	27
Belmont	2011	M	20
Belmont	2016	F	40
Belmont	2016	M	49
Corio - Norlane	2006	F	48
Corio - Norlane	2006	M	41
Corio - Norlane	2011	F	36
Corio - Norlane	2011	M	47
Corio - Norlane	2016	F	35
Corio - Norlane	2016	M	34
Geelong	2006	F	42
Geelong	2006	M	72
Geelong	2011	F	63
Geelong	2011	M	83
Geelong	2016	F	75
Geelong	2016	M	104
Geelong West - Hamlyn Heights	2006	F	35
Geelong West - Hamlyn Heights	2006	M	28
Geelong West - Hamlyn Heights	2011	F	43
Geelong West - Hamlyn Heights	2011	M	28
Geelong West - Hamlyn Heights	2016	F	62
Geelong West - Hamlyn Heights	2016	M	41
Grovedale	2006	F	26
Grovedale	2006	M	8
Grovedale	2011	F	39
Grovedale	2011	M	20
Grovedale	2016	F	61
Grovedale	2016	M	47
Highton	2006	F	68
Highton	2006	M	38
Highton	2011	F	47
Highton	2011	M	63
Highton	2016	F	81
Highton	2016	M	70
Lara	2006	F	36
Lara	2006	M	28
Lara	2011	F	30
Lara	2011	M	35
Lara	2016	F	39
Lara	2016	M	37
Leopold	2006	F	15
Leopold	2006	M	7
Leopold	2011	F	8
Leopold	2011	M	4
Leopold	2016	F	25
Leopold	2016	M	23
Newcomb - Moolap	2006	F	12
Newcomb - Moolap	2006	M	13
Newcomb - Moolap	2011	F	18
Newcomb - Moolap	2011	M	12
Newcomb - Moolap	2016	F	22
Newcomb - Moolap	2016	M	17
Newtown (Vic.)	2006	F	10
Newtown (Vic.)	2006	M	9
Newtown (Vic.)	2011	F	33
Newtown (Vic.)	2011	M	28
Newtown (Vic.)	2016	F	32
Newtown (Vic.)	2016	M	20
North Geelong - Bell Park	2006	F	15
North Geelong - Bell Park	2006	M	14
North Geelong - Bell Park	2011	F	10
North Geelong - Bell Park	2011	M	9
North Geelong - Bell Park	2016	F	38
North Geelong - Bell Park	2016	M	30
Clifton Springs	2006	F	12
Clifton Springs	2006	M	8
Clifton Springs	2011	F	13
Clifton Springs	2011	M	19
Clifton Springs	2016	F	17
Clifton Springs	2016	M	10
Lorne - Anglesea	2006	F	36
Lorne - Anglesea	2006	M	35
Lorne - Anglesea	2011	F	31
Lorne - Anglesea	2011	M	25
Lorne - Anglesea	2016	F	40
Lorne - Anglesea	2016	M	31
Ocean Grove - Barwon Heads	2006	F	42
Ocean Grove - Barwon Heads	2006	M	22
Ocean Grove - Barwon Heads	2011	F	41
Ocean Grove - Barwon Heads	2011	M	45
Ocean Grove - Barwon Heads	2016	F	37
Ocean Grove - Barwon Heads	2016	M	42
Portarlington	2006	F	0
Portarlington	2006	M	3
Portarlington	2011	F	9
Portarlington	2011	M	13
Portarlington	2016	F	10
Portarlington	2016	M	4
Point Lonsdale - Queenscliff	2006	F	9
Point Lonsdale - Queenscliff	2006	M	13
Point Lonsdale - Queenscliff	2011	F	11
Point Lonsdale - Queenscliff	2011	M	8
Point Lonsdale - Queenscliff	2016	F	7
Point Lonsdale - Queenscliff	2016	M	5
Torquay	2006	F	38
Torquay	2006	M	16
Torquay	2011	F	45
Torquay	2011	M	38
Torquay	2016	F	50
Torquay	2016	M	48
Alexandra	2006	F	9
Alexandra	2006	M	18
Alexandra	2011	F	17
Alexandra	2011	M	12
Alexandra	2016	F	58
Alexandra	2016	M	27
Euroa	2006	F	12
Euroa	2006	M	4
Euroa	2011	F	9
Euroa	2011	M	9
Euroa	2016	F	20
Euroa	2016	M	6
Kilmore - Broadford	2006	F	9
Kilmore - Broadford	2006	M	13
Kilmore - Broadford	2011	F	76
Kilmore - Broadford	2011	M	61
Kilmore - Broadford	2016	F	29
Kilmore - Broadford	2016	M	15
Mansfield (Vic.)	2006	F	84
Mansfield (Vic.)	2006	M	121
Mansfield (Vic.)	2011	F	140
Mansfield (Vic.)	2011	M	164
Mansfield (Vic.)	2016	F	130
Mansfield (Vic.)	2016	M	196
Nagambie	2006	F	3
Nagambie	2006	M	0
Nagambie	2011	F	6
Nagambie	2011	M	3
Nagambie	2016	F	20
Nagambie	2016	M	6
Seymour	2006	F	5
Seymour	2006	M	3
Seymour	2011	F	13
Seymour	2011	M	18
Seymour	2016	F	25
Seymour	2016	M	35
Seymour Region	2006	F	4
Seymour Region	2006	M	13
Seymour Region	2011	F	10
Seymour Region	2011	M	7
Seymour Region	2016	F	3
Seymour Region	2016	M	4
Upper Yarra Valley	2006	F	0
Upper Yarra Valley	2006	M	3
Upper Yarra Valley	2011	F	3
Upper Yarra Valley	2011	M	0
Upper Yarra Valley	2016	F	0
Upper Yarra Valley	2016	M	0
Yea	2006	F	6
Yea	2006	M	3
Yea	2011	F	3
Yea	2011	M	3
Yea	2016	F	9
Yea	2016	M	4
Benalla	2006	F	12
Benalla	2006	M	20
Benalla	2011	F	16
Benalla	2011	M	6
Benalla	2016	F	10
Benalla	2016	M	4
Benalla Region	2006	F	3
Benalla Region	2006	M	3
Benalla Region	2011	F	6
Benalla Region	2011	M	6
Benalla Region	2016	F	3
Benalla Region	2016	M	0
Rutherglen	2006	F	4
Rutherglen	2006	M	0
Rutherglen	2011	F	3
Rutherglen	2011	M	0
Rutherglen	2016	F	5
Rutherglen	2016	M	5
Wangaratta	2006	F	15
Wangaratta	2006	M	11
Wangaratta	2011	F	31
Wangaratta	2011	M	17
Wangaratta	2016	F	39
Wangaratta	2016	M	32
Wangaratta Region	2006	F	21
Wangaratta Region	2006	M	15
Wangaratta Region	2011	F	8
Wangaratta Region	2011	M	13
Wangaratta Region	2016	F	9
Wangaratta Region	2016	M	14
Beechworth	2006	F	10
Beechworth	2006	M	5
Beechworth	2011	F	11
Beechworth	2011	M	10
Beechworth	2016	F	15
Beechworth	2016	M	6
Bright - Mount Beauty	2006	F	125
Bright - Mount Beauty	2006	M	167
Bright - Mount Beauty	2011	F	119
Bright - Mount Beauty	2011	M	145
Bright - Mount Beauty	2016	F	179
Bright - Mount Beauty	2016	M	162
Chiltern - Indigo Valley	2006	F	0
Chiltern - Indigo Valley	2006	M	0
Chiltern - Indigo Valley	2011	F	3
Chiltern - Indigo Valley	2011	M	0
Chiltern - Indigo Valley	2016	F	6
Chiltern - Indigo Valley	2016	M	0
Myrtleford	2006	F	3
Myrtleford	2006	M	3
Myrtleford	2011	F	9
Myrtleford	2011	M	4
Myrtleford	2016	F	8
Myrtleford	2016	M	8
Towong	2006	F	9
Towong	2006	M	10
Towong	2011	F	8
Towong	2011	M	8
Towong	2016	F	15
Towong	2016	M	8
West Wodonga	2006	F	14
West Wodonga	2006	M	9
West Wodonga	2011	F	23
West Wodonga	2011	M	10
West Wodonga	2016	F	24
West Wodonga	2016	M	10
Wodonga	2006	F	30
Wodonga	2006	M	24
Wodonga	2011	F	21
Wodonga	2011	M	17
Wodonga	2016	F	40
Wodonga	2016	M	34
Yackandandah	2006	F	11
Yackandandah	2006	M	8
Yackandandah	2011	F	13
Yackandandah	2011	M	7
Yackandandah	2016	F	7
Yackandandah	2016	M	10
Drouin	2006	F	7
Drouin	2006	M	4
Drouin	2011	F	13
Drouin	2011	M	9
Drouin	2016	F	27
Drouin	2016	M	26
Mount Baw Baw Region	2006	F	10
Mount Baw Baw Region	2006	M	7
Mount Baw Baw Region	2011	F	13
Mount Baw Baw Region	2011	M	13
Mount Baw Baw Region	2016	F	40
Mount Baw Baw Region	2016	M	33
Trafalgar (Vic.)	2006	F	10
Trafalgar (Vic.)	2006	M	8
Trafalgar (Vic.)	2011	F	12
Trafalgar (Vic.)	2011	M	7
Trafalgar (Vic.)	2016	F	18
Trafalgar (Vic.)	2016	M	6
Warragul	2006	F	29
Warragul	2006	M	36
Warragul	2011	F	25
Warragul	2011	M	14
Warragul	2016	F	53
Warragul	2016	M	37
Alps - East	2006	F	0
Alps - East	2006	M	0
Alps - East	2011	F	0
Alps - East	2011	M	0
Alps - East	2016	F	0
Alps - East	2016	M	0
Bairnsdale	2006	F	17
Bairnsdale	2006	M	7
Bairnsdale	2011	F	18
Bairnsdale	2011	M	17
Bairnsdale	2016	F	31
Bairnsdale	2016	M	19
Bruthen - Omeo	2006	F	15
Bruthen - Omeo	2006	M	5
Bruthen - Omeo	2011	F	13
Bruthen - Omeo	2011	M	14
Bruthen - Omeo	2016	F	8
Bruthen - Omeo	2016	M	11
Lake King	2006	F	0
Lake King	2006	M	0
Lake King	2011	F	0
Lake King	2011	M	0
Lake King	2016	F	0
Lake King	2016	M	0
Lakes Entrance	2006	F	11
Lakes Entrance	2006	M	17
Lakes Entrance	2011	F	50
Lakes Entrance	2011	M	28
Lakes Entrance	2016	F	23
Lakes Entrance	2016	M	21
Orbost	2006	F	13
Orbost	2006	M	9
Orbost	2011	F	9
Orbost	2011	M	5
Orbost	2016	F	23
Orbost	2016	M	12
Paynesville	2006	F	12
Paynesville	2006	M	0
Paynesville	2011	F	10
Paynesville	2011	M	6
Paynesville	2016	F	23
Paynesville	2016	M	5
Foster	2006	F	16
Foster	2006	M	7
Foster	2011	F	22
Foster	2011	M	21
Foster	2016	F	43
Foster	2016	M	31
French Island	2006	F	0
French Island	2006	M	0
French Island	2011	F	0
French Island	2011	M	0
French Island	2016	F	0
French Island	2016	M	0
Korumburra	2006	F	11
Korumburra	2006	M	5
Korumburra	2011	F	14
Korumburra	2011	M	20
Korumburra	2016	F	15
Korumburra	2016	M	10
Leongatha	2006	F	8
Leongatha	2006	M	9
Leongatha	2011	F	18
Leongatha	2011	M	13
Leongatha	2016	F	12
Leongatha	2016	M	16
Phillip Island	2006	F	48
Phillip Island	2006	M	42
Phillip Island	2011	F	63
Phillip Island	2011	M	37
Phillip Island	2016	F	28
Phillip Island	2016	M	24
Wilsons Promontory	2006	F	0
Wilsons Promontory	2006	M	0
Wilsons Promontory	2011	F	0
Wilsons Promontory	2011	M	0
Wilsons Promontory	2016	F	8
Wilsons Promontory	2016	M	3
Wonthaggi - Inverloch	2006	F	27
Wonthaggi - Inverloch	2006	M	11
Wonthaggi - Inverloch	2011	F	37
Wonthaggi - Inverloch	2011	M	41
Wonthaggi - Inverloch	2016	F	54
Wonthaggi - Inverloch	2016	M	33
Churchill	2006	F	32
Churchill	2006	M	26
Churchill	2011	F	26
Churchill	2011	M	20
Churchill	2016	F	20
Churchill	2016	M	22
Moe - Newborough	2006	F	11
Moe - Newborough	2006	M	8
Moe - Newborough	2011	F	11
Moe - Newborough	2011	M	14
Moe - Newborough	2016	F	8
Moe - Newborough	2016	M	10
Morwell	2006	F	10
Morwell	2006	M	12
Morwell	2011	F	13
Morwell	2011	M	13
Morwell	2016	F	23
Morwell	2016	M	11
Traralgon	2006	F	37
Traralgon	2006	M	36
Traralgon	2011	F	37
Traralgon	2011	M	31
Traralgon	2016	F	41
Traralgon	2016	M	25
Yallourn North - Glengarry	2006	F	0
Yallourn North - Glengarry	2006	M	0
Yallourn North - Glengarry	2011	F	3
Yallourn North - Glengarry	2011	M	0
Yallourn North - Glengarry	2016	F	0
Yallourn North - Glengarry	2016	M	0
Alps - West	2006	F	0
Alps - West	2006	M	0
Alps - West	2011	F	0
Alps - West	2011	M	0
Alps - West	2016	F	0
Alps - West	2016	M	0
Longford - Loch Sport	2006	F	7
Longford - Loch Sport	2006	M	10
Longford - Loch Sport	2011	F	3
Longford - Loch Sport	2011	M	11
Longford - Loch Sport	2016	F	12
Longford - Loch Sport	2016	M	11
Maffra	2006	F	12
Maffra	2006	M	11
Maffra	2011	F	25
Maffra	2011	M	24
Maffra	2016	F	20
Maffra	2016	M	19
Rosedale	2006	F	6
Rosedale	2006	M	0
Rosedale	2011	F	10
Rosedale	2011	M	3
Rosedale	2016	F	3
Rosedale	2016	M	3
Sale	2006	F	33
Sale	2006	M	17
Sale	2011	F	33
Sale	2011	M	46
Sale	2016	F	36
Sale	2016	M	28
Yarram	2006	F	8
Yarram	2006	M	5
Yarram	2011	F	15
Yarram	2011	M	6
Yarram	2016	F	12
Yarram	2016	M	19
Brunswick	2006	F	96
Brunswick	2006	M	70
Brunswick	2011	F	144
Brunswick	2011	M	107
Brunswick	2016	F	181
Brunswick	2016	M	146
Brunswick East	2006	F	37
Brunswick East	2006	M	15
Brunswick East	2011	F	52
Brunswick East	2011	M	31
Brunswick East	2016	F	83
Brunswick East	2016	M	43
Brunswick West	2006	F	62
Brunswick West	2006	M	41
Brunswick West	2011	F	69
Brunswick West	2011	M	55
Brunswick West	2016	F	72
Brunswick West	2016	M	53
Coburg	2006	F	88
Coburg	2006	M	62
Coburg	2011	F	93
Coburg	2011	M	80
Coburg	2016	F	113
Coburg	2016	M	95
Pascoe Vale South	2006	F	25
Pascoe Vale South	2006	M	13
Pascoe Vale South	2011	F	24
Pascoe Vale South	2011	M	17
Pascoe Vale South	2016	F	27
Pascoe Vale South	2016	M	28
Alphington - Fairfield	2006	F	12
Alphington - Fairfield	2006	M	13
Alphington - Fairfield	2011	F	33
Alphington - Fairfield	2011	M	16
Alphington - Fairfield	2016	F	57
Alphington - Fairfield	2016	M	25
Northcote	2006	F	70
Northcote	2006	M	58
Northcote	2011	F	72
Northcote	2011	M	55
Northcote	2016	F	95
Northcote	2016	M	59
Thornbury	2006	F	59
Thornbury	2006	M	48
Thornbury	2011	F	47
Thornbury	2011	M	39
Thornbury	2016	F	68
Thornbury	2016	M	45
Ascot Vale	2006	F	40
Ascot Vale	2006	M	32
Ascot Vale	2011	F	33
Ascot Vale	2011	M	27
Ascot Vale	2016	F	75
Ascot Vale	2016	M	40
Essendon - Aberfeldie	2006	F	63
Essendon - Aberfeldie	2006	M	68
Essendon - Aberfeldie	2011	F	112
Essendon - Aberfeldie	2011	M	73
Essendon - Aberfeldie	2016	F	145
Essendon - Aberfeldie	2016	M	99
Flemington	2006	F	29
Flemington	2006	M	13
Flemington	2011	F	58
Flemington	2011	M	45
Flemington	2016	F	95
Flemington	2016	M	71
Moonee Ponds	2006	F	52
Moonee Ponds	2006	M	36
Moonee Ponds	2011	F	56
Moonee Ponds	2011	M	44
Moonee Ponds	2016	F	75
Moonee Ponds	2016	M	50
Carlton	2006	F	523
Carlton	2006	M	476
Carlton	2011	F	543
Carlton	2011	M	468
Carlton	2016	F	752
Carlton	2016	M	582
Docklands	2006	F	128
Docklands	2006	M	197
Docklands	2011	F	281
Docklands	2011	M	379
Docklands	2016	F	616
Docklands	2016	M	573
East Melbourne	2006	F	176
East Melbourne	2006	M	255
East Melbourne	2011	F	206
East Melbourne	2011	M	267
East Melbourne	2016	F	266
East Melbourne	2016	M	251
Flemington Racecourse	2006	F	0
Flemington Racecourse	2006	M	0
Flemington Racecourse	2011	F	3
Flemington Racecourse	2011	M	0
Flemington Racecourse	2016	F	17
Flemington Racecourse	2016	M	24
Kensington (Vic.)	2006	F	46
Kensington (Vic.)	2006	M	37
Kensington (Vic.)	2011	F	56
Kensington (Vic.)	2011	M	27
Kensington (Vic.)	2016	F	73
Kensington (Vic.)	2016	M	53
Melbourne	2006	F	2111
Melbourne	2006	M	2516
Melbourne	2011	F	2382
Melbourne	2011	M	2706
Melbourne	2016	F	4882
Melbourne	2016	M	4296
North Melbourne	2006	F	253
North Melbourne	2006	M	223
North Melbourne	2011	F	347
North Melbourne	2011	M	306
North Melbourne	2016	F	615
North Melbourne	2016	M	468
Parkville	2006	F	238
Parkville	2006	M	185
Parkville	2011	F	173
Parkville	2011	M	128
Parkville	2016	F	207
Parkville	2016	M	141
South Yarra - West	2006	F	83
South Yarra - West	2006	M	74
South Yarra - West	2011	F	85
South Yarra - West	2011	M	99
South Yarra - West	2016	F	85
South Yarra - West	2016	M	75
Southbank	2006	F	457
Southbank	2006	M	593
Southbank	2011	F	656
Southbank	2011	M	676
Southbank	2016	F	1256
Southbank	2016	M	1089
West Melbourne	2006	F	0
West Melbourne	2006	M	0
West Melbourne	2011	F	0
West Melbourne	2011	M	0
West Melbourne	2016	F	0
West Melbourne	2016	M	0
Albert Park	2006	F	195
Albert Park	2006	M	208
Albert Park	2011	F	230
Albert Park	2011	M	270
Albert Park	2016	F	446
Albert Park	2016	M	366
Elwood	2006	F	45
Elwood	2006	M	56
Elwood	2011	F	65
Elwood	2011	M	56
Elwood	2016	F	88
Elwood	2016	M	58
Port Melbourne	2006	F	71
Port Melbourne	2006	M	65
Port Melbourne	2011	F	72
Port Melbourne	2011	M	57
Port Melbourne	2016	F	93
Port Melbourne	2016	M	63
Port Melbourne Industrial	2006	F	0
Port Melbourne Industrial	2006	M	0
Port Melbourne Industrial	2011	F	0
Port Melbourne Industrial	2011	M	0
Port Melbourne Industrial	2016	F	0
Port Melbourne Industrial	2016	M	0
South Melbourne	2006	F	77
South Melbourne	2006	M	89
South Melbourne	2011	F	84
South Melbourne	2011	M	87
South Melbourne	2016	F	170
South Melbourne	2016	M	105
St Kilda	2006	F	481
St Kilda	2006	M	424
St Kilda	2011	F	490
St Kilda	2011	M	542
St Kilda	2016	F	559
St Kilda	2016	M	535
St Kilda East	2006	F	69
St Kilda East	2006	M	86
St Kilda East	2011	F	124
St Kilda East	2011	M	100
St Kilda East	2016	F	140
St Kilda East	2016	M	117
Armadale	2006	F	32
Armadale	2006	M	24
Armadale	2011	F	38
Armadale	2011	M	41
Armadale	2016	F	68
Armadale	2016	M	35
Prahran - Windsor	2006	F	87
Prahran - Windsor	2006	M	75
Prahran - Windsor	2011	F	138
Prahran - Windsor	2011	M	145
Prahran - Windsor	2016	F	168
Prahran - Windsor	2016	M	124
South Yarra - East	2006	F	193
South Yarra - East	2006	M	239
South Yarra - East	2011	F	250
South Yarra - East	2011	M	257
South Yarra - East	2016	F	362
South Yarra - East	2016	M	363
Toorak	2006	F	89
Toorak	2006	M	91
Toorak	2011	F	107
Toorak	2011	M	87
Toorak	2016	F	148
Toorak	2016	M	88
Abbotsford	2006	F	17
Abbotsford	2006	M	10
Abbotsford	2011	F	15
Abbotsford	2011	M	13
Abbotsford	2016	F	98
Abbotsford	2016	M	82
Carlton North - Princes Hill	2006	F	66
Carlton North - Princes Hill	2006	M	43
Carlton North - Princes Hill	2011	F	53
Carlton North - Princes Hill	2011	M	35
Carlton North - Princes Hill	2016	F	59
Carlton North - Princes Hill	2016	M	36
Collingwood	2006	F	33
Collingwood	2006	M	17
Collingwood	2011	F	34
Collingwood	2011	M	35
Collingwood	2016	F	69
Collingwood	2016	M	47
Fitzroy	2006	F	79
Fitzroy	2006	M	96
Fitzroy	2011	F	72
Fitzroy	2011	M	70
Fitzroy	2016	F	164
Fitzroy	2016	M	134
Fitzroy North	2006	F	54
Fitzroy North	2006	M	37
Fitzroy North	2011	F	50
Fitzroy North	2011	M	46
Fitzroy North	2016	F	61
Fitzroy North	2016	M	46
Richmond (Vic.)	2006	F	149
Richmond (Vic.)	2006	M	89
Richmond (Vic.)	2011	F	137
Richmond (Vic.)	2011	M	145
Richmond (Vic.)	2016	F	248
Richmond (Vic.)	2016	M	160
Yarra - North	2006	F	36
Yarra - North	2006	M	48
Yarra - North	2011	F	31
Yarra - North	2011	M	35
Yarra - North	2016	F	56
Yarra - North	2016	M	43
Ashburton (Vic.)	2006	F	18
Ashburton (Vic.)	2006	M	12
Ashburton (Vic.)	2011	F	29
Ashburton (Vic.)	2011	M	25
Ashburton (Vic.)	2016	F	44
Ashburton (Vic.)	2016	M	32
Balwyn	2006	F	95
Balwyn	2006	M	53
Balwyn	2011	F	113
Balwyn	2011	M	87
Balwyn	2016	F	223
Balwyn	2016	M	154
Balwyn North	2006	F	113
Balwyn North	2006	M	83
Balwyn North	2011	F	128
Balwyn North	2011	M	82
Balwyn North	2016	F	214
Balwyn North	2016	M	177
Camberwell	2006	F	101
Camberwell	2006	M	84
Camberwell	2011	F	103
