SA2_NAME16	Year	Sex	unemployment
Scone	2016	M	4
Scone Region	2006	F	4.8
Scone Region	2006	M	4.6
Scone Region	2011	F	4
Scone Region	2011	M	3.8
Scone Region	2016	F	5.5
Scone Region	2016	M	4.9
Dapto - Avondale	2006	F	8.1
Dapto - Avondale	2006	M	7.8
Dapto - Avondale	2011	F	7
Dapto - Avondale	2011	M	7
Dapto - Avondale	2016	F	7.3
Dapto - Avondale	2016	M	8
Horsley - Kembla Grange	2006	F	6
Horsley - Kembla Grange	2006	M	3.7
Horsley - Kembla Grange	2011	F	4.9
Horsley - Kembla Grange	2011	M	4
Horsley - Kembla Grange	2016	F	4.9
Horsley - Kembla Grange	2016	M	4.4
Port Kembla Industrial	2006	F	0
Port Kembla Industrial	2006	M	0
Port Kembla Industrial	2011	F	0
Port Kembla Industrial	2011	M	33.3
Port Kembla Industrial	2016	F	0
Port Kembla Industrial	2016	M	100
Unanderra - Mount Kembla	2006	F	5.5
Unanderra - Mount Kembla	2006	M	5.6
Unanderra - Mount Kembla	2011	F	5.2
Unanderra - Mount Kembla	2011	M	5.8
Unanderra - Mount Kembla	2016	F	5.6
Unanderra - Mount Kembla	2016	M	6.6
Berkeley - Lake Heights - Cringila	2006	F	11
Berkeley - Lake Heights - Cringila	2006	M	11.8
Berkeley - Lake Heights - Cringila	2011	F	10.2
Berkeley - Lake Heights - Cringila	2011	M	9.9
Berkeley - Lake Heights - Cringila	2016	F	9.1
Berkeley - Lake Heights - Cringila	2016	M	9.4
Port Kembla - Warrawong	2006	F	13.5
Port Kembla - Warrawong	2006	M	15.6
Port Kembla - Warrawong	2011	F	11.1
Port Kembla - Warrawong	2011	M	12.3
Port Kembla - Warrawong	2016	F	11.8
Port Kembla - Warrawong	2016	M	12.5
Windang - Primbee	2006	F	7.5
Windang - Primbee	2006	M	9.5
Windang - Primbee	2011	F	6.9
Windang - Primbee	2011	M	7.9
Windang - Primbee	2016	F	7.2
Windang - Primbee	2016	M	7.4
Illawarra Catchment Reserve	2006	F	0
Illawarra Catchment Reserve	2006	M	0
Illawarra Catchment Reserve	2011	F	0
Illawarra Catchment Reserve	2011	M	0
Illawarra Catchment Reserve	2016	F	0
Illawarra Catchment Reserve	2016	M	0
Albion Park - Macquarie Pass	2006	F	5.6
Albion Park - Macquarie Pass	2006	M	4.7
Albion Park - Macquarie Pass	2011	F	5.6
Albion Park - Macquarie Pass	2011	M	5.1
Albion Park - Macquarie Pass	2016	F	6.2
Albion Park - Macquarie Pass	2016	M	5
Albion Park Rail	2006	F	8.1
Albion Park Rail	2006	M	6.1
Albion Park Rail	2011	F	9
Albion Park Rail	2011	M	7.3
Albion Park Rail	2016	F	7.3
Albion Park Rail	2016	M	7.2
Kiama	2006	F	5.6
Kiama	2006	M	5
Kiama	2011	F	4.5
Kiama	2011	M	5.5
Kiama	2016	F	4.2
Kiama	2016	M	5.8
Kiama Downs - Minnamurra	2006	F	5.7
Kiama Downs - Minnamurra	2006	M	5
Kiama Downs - Minnamurra	2011	F	4.1
Kiama Downs - Minnamurra	2011	M	4
Kiama Downs - Minnamurra	2016	F	4.6
Kiama Downs - Minnamurra	2016	M	5
Kiama Hinterland - Gerringong	2006	F	4.2
Kiama Hinterland - Gerringong	2006	M	3.4
Kiama Hinterland - Gerringong	2011	F	4.4
Kiama Hinterland - Gerringong	2011	M	3.1
Kiama Hinterland - Gerringong	2016	F	3.6
Kiama Hinterland - Gerringong	2016	M	3.2
Shellharbour - Flinders	2006	F	6.2
Shellharbour - Flinders	2006	M	5.2
Shellharbour - Flinders	2011	F	5.7
Shellharbour - Flinders	2011	M	4.5
Shellharbour - Flinders	2016	F	5.8
Shellharbour - Flinders	2016	M	5.4
Shellharbour - Oak Flats	2006	F	7
Shellharbour - Oak Flats	2006	M	6.9
Shellharbour - Oak Flats	2011	F	6.2
Shellharbour - Oak Flats	2011	M	6.1
Shellharbour - Oak Flats	2016	F	6.7
Shellharbour - Oak Flats	2016	M	6.9
Warilla	2006	F	10.6
Warilla	2006	M	10.7
Warilla	2011	F	9
Warilla	2011	M	9
Warilla	2016	F	9
Warilla	2016	M	9.9
Balgownie - Fairy Meadow	2006	F	7.1
Balgownie - Fairy Meadow	2006	M	7.7
Balgownie - Fairy Meadow	2011	F	6.7
Balgownie - Fairy Meadow	2011	M	7
Balgownie - Fairy Meadow	2016	F	7
Balgownie - Fairy Meadow	2016	M	7.5
Corrimal - Tarrawanna - Bellambi	2006	F	8.9
Corrimal - Tarrawanna - Bellambi	2006	M	8.9
Corrimal - Tarrawanna - Bellambi	2011	F	6.4
Corrimal - Tarrawanna - Bellambi	2011	M	8.1
Corrimal - Tarrawanna - Bellambi	2016	F	7
Corrimal - Tarrawanna - Bellambi	2016	M	7.5
Figtree - Keiraville	2006	F	5.7
Figtree - Keiraville	2006	M	6.6
Figtree - Keiraville	2011	F	6.2
Figtree - Keiraville	2011	M	6.8
Figtree - Keiraville	2016	F	6.6
Figtree - Keiraville	2016	M	8
Helensburgh	2006	F	3.3
Helensburgh	2006	M	3.2
Helensburgh	2011	F	3.2
Helensburgh	2011	M	4.2
Helensburgh	2016	F	3.1
Helensburgh	2016	M	4.1
Thirroul - Austinmer - Coalcliff	2006	F	4.7
Thirroul - Austinmer - Coalcliff	2006	M	5.7
Thirroul - Austinmer - Coalcliff	2011	F	4.2
Thirroul - Austinmer - Coalcliff	2011	M	5.2
Thirroul - Austinmer - Coalcliff	2016	F	4.6
Thirroul - Austinmer - Coalcliff	2016	M	4.3
Woonona - Bulli - Russell Vale	2006	F	6.2
Woonona - Bulli - Russell Vale	2006	M	5.4
Woonona - Bulli - Russell Vale	2011	F	4.6
Woonona - Bulli - Russell Vale	2011	M	5.8
Woonona - Bulli - Russell Vale	2016	F	4.8
Woonona - Bulli - Russell Vale	2016	M	4.6
Wollongong - East	2006	F	7.7
Wollongong - East	2006	M	9.2
Wollongong - East	2011	F	8.6
Wollongong - East	2011	M	8.7
Wollongong - East	2016	F	7.9
Wollongong - East	2016	M	8.3
Wollongong - West	2006	F	9.4
Wollongong - West	2006	M	9.9
Wollongong - West	2011	F	9.4
Wollongong - West	2011	M	10.1
Wollongong - West	2016	F	8.6
Wollongong - West	2016	M	11.5
Bulahdelah - Stroud	2006	F	5.1
Bulahdelah - Stroud	2006	M	6
Bulahdelah - Stroud	2011	F	7.1
Bulahdelah - Stroud	2011	M	5.4
Bulahdelah - Stroud	2016	F	6.2
Bulahdelah - Stroud	2016	M	7.7
Forster	2006	F	7.8
Forster	2006	M	10.1
Forster	2011	F	6.1
Forster	2011	M	9.5
Forster	2016	F	6.9
Forster	2016	M	9.4
Forster-Tuncurry Region	2006	F	7.6
Forster-Tuncurry Region	2006	M	12.4
Forster-Tuncurry Region	2011	F	8.6
Forster-Tuncurry Region	2011	M	10.8
Forster-Tuncurry Region	2016	F	8.4
Forster-Tuncurry Region	2016	M	9.5
Tuncurry	2006	F	12.5
Tuncurry	2006	M	14.5
Tuncurry	2011	F	9.1
Tuncurry	2011	M	12.5
Tuncurry	2016	F	8.4
Tuncurry	2016	M	11.2
Kempsey	2006	F	11.1
Kempsey	2006	M	13.4
Kempsey	2011	F	8.3
Kempsey	2011	M	12.1
Kempsey	2016	F	8.8
Kempsey	2016	M	10.2
Kempsey Region	2006	F	10.1
Kempsey Region	2006	M	13.7
Kempsey Region	2011	F	6.3
Kempsey Region	2011	M	9.9
Kempsey Region	2016	F	5.6
Kempsey Region	2016	M	9.1
Macksville - Scotts Head	2006	F	11.1
Macksville - Scotts Head	2006	M	14.9
Macksville - Scotts Head	2011	F	9.2
Macksville - Scotts Head	2011	M	10.1
Macksville - Scotts Head	2016	F	7.9
Macksville - Scotts Head	2016	M	10.1
Nambucca Heads	2006	F	13.4
Nambucca Heads	2006	M	20.7
Nambucca Heads	2011	F	11.6
Nambucca Heads	2011	M	14.2
Nambucca Heads	2016	F	9.9
Nambucca Heads	2016	M	12.8
Nambucca Heads Region	2006	F	12.3
Nambucca Heads Region	2006	M	16.5
Nambucca Heads Region	2011	F	8.1
Nambucca Heads Region	2011	M	11.3
Nambucca Heads Region	2016	F	7.6
Nambucca Heads Region	2016	M	9.4
South West Rocks	2006	F	7.3
South West Rocks	2006	M	9.7
South West Rocks	2011	F	4.7
South West Rocks	2011	M	8.4
South West Rocks	2016	F	7
South West Rocks	2016	M	9.1
Lord Howe Island	2006	F	3.9
Lord Howe Island	2006	M	0
Lord Howe Island	2011	F	2.9
Lord Howe Island	2011	M	0
Lord Howe Island	2016	F	2.7
Lord Howe Island	2016	M	0
Laurieton - Bonny Hills	2006	F	8.6
Laurieton - Bonny Hills	2006	M	10.3
Laurieton - Bonny Hills	2011	F	6.8
Laurieton - Bonny Hills	2011	M	9
Laurieton - Bonny Hills	2016	F	7
Laurieton - Bonny Hills	2016	M	8.2
Port Macquarie - East	2006	F	6.8
Port Macquarie - East	2006	M	8.5
Port Macquarie - East	2011	F	5.5
Port Macquarie - East	2011	M	7
Port Macquarie - East	2016	F	6
Port Macquarie - East	2016	M	7
Port Macquarie - West	2006	F	9
Port Macquarie - West	2006	M	10.7
Port Macquarie - West	2011	F	6.6
Port Macquarie - West	2011	M	8.8
Port Macquarie - West	2016	F	6
Port Macquarie - West	2016	M	7.3
Port Macquarie Region	2006	F	7.5
Port Macquarie Region	2006	M	8.3
Port Macquarie Region	2011	F	6.3
Port Macquarie Region	2011	M	7.4
Port Macquarie Region	2016	F	5.3
Port Macquarie Region	2016	M	5.3
Wauchope	2006	F	7.9
Wauchope	2006	M	7.7
Wauchope	2011	F	6
Wauchope	2011	M	6.1
Wauchope	2016	F	6.9
Wauchope	2016	M	7.8
Gloucester	2006	F	7.1
Gloucester	2006	M	5.8
Gloucester	2011	F	4.8
Gloucester	2011	M	5.9
Gloucester	2016	F	6.7
Gloucester	2016	M	7.7
Old Bar - Manning Point - Red Head	2006	F	8.8
Old Bar - Manning Point - Red Head	2006	M	8
Old Bar - Manning Point - Red Head	2011	F	6.8
Old Bar - Manning Point - Red Head	2011	M	8.1
Old Bar - Manning Point - Red Head	2016	F	6.5
Old Bar - Manning Point - Red Head	2016	M	9.1
Taree	2006	F	10.9
Taree	2006	M	11.2
Taree	2011	F	9.6
Taree	2011	M	11.3
Taree	2016	F	9.9
Taree	2016	M	11.8
Taree Region	2006	F	10.6
Taree Region	2006	M	12.3
Taree Region	2011	F	8.2
Taree Region	2011	M	10
Taree Region	2016	F	8.1
Taree Region	2016	M	10.5
Wingham	2006	F	10.9
Wingham	2006	M	10.5
Wingham	2011	F	8.2
Wingham	2011	M	8.5
Wingham	2016	F	8.8
Wingham	2016	M	11
Albury - East	2006	F	4.6
Albury - East	2006	M	4
Albury - East	2011	F	4.9
Albury - East	2011	M	4
Albury - East	2016	F	5.5
Albury - East	2016	M	4.6
Albury - North	2006	F	6.8
Albury - North	2006	M	6.8
Albury - North	2011	F	6
Albury - North	2011	M	7.1
Albury - North	2016	F	7.3
Albury - North	2016	M	8.3
Albury - South	2006	F	6.6
Albury - South	2006	M	6.4
Albury - South	2011	F	4.9
Albury - South	2011	M	6.1
Albury - South	2016	F	5.4
Albury - South	2016	M	7.4
Albury Region	2006	F	3.8
Albury Region	2006	M	3.6
Albury Region	2011	F	4
Albury Region	2011	M	3.7
Albury Region	2016	F	4.1
Albury Region	2016	M	4.4
Lavington	2006	F	7
Lavington	2006	M	6.6
Lavington	2011	F	7.1
Lavington	2011	M	7.2
Lavington	2016	F	8.5
Lavington	2016	M	9.7
Hay	2006	F	4.7
Hay	2006	M	4
Hay	2011	F	2.6
Hay	2011	M	4.2
Hay	2016	F	3.6
Hay	2016	M	5
Wentworth - Buronga	2006	F	6
Wentworth - Buronga	2006	M	4.7
Wentworth - Buronga	2011	F	6.5
Wentworth - Buronga	2011	M	6.6
Wentworth - Buronga	2016	F	5.2
Wentworth - Buronga	2016	M	7.7
Wentworth-Balranald Region	2006	F	5.7
Wentworth-Balranald Region	2006	M	4
Wentworth-Balranald Region	2011	F	4.7
Wentworth-Balranald Region	2011	M	3.5
Wentworth-Balranald Region	2016	F	5.2
Wentworth-Balranald Region	2016	M	4.1
Corowa	2006	F	4.2
Corowa	2006	M	4.3
Corowa	2011	F	5.1
Corowa	2011	M	4.2
Corowa	2016	F	6.5
Corowa	2016	M	5.3
Corowa Region	2006	F	5.8
Corowa Region	2006	M	4.5
Corowa Region	2011	F	5
Corowa Region	2011	M	4.4
Corowa Region	2016	F	4.4
Corowa Region	2016	M	3.8
Deniliquin	2006	F	5.3
Deniliquin	2006	M	4.8
Deniliquin	2011	F	4.5
Deniliquin	2011	M	4.6
Deniliquin	2016	F	5.4
Deniliquin	2016	M	5.7
Deniliquin Region	2006	F	4
Deniliquin Region	2006	M	3.1
Deniliquin Region	2011	F	4.2
Deniliquin Region	2011	M	3.1
Deniliquin Region	2016	F	3.2
Deniliquin Region	2016	M	3.7
Moama	2006	F	4.6
Moama	2006	M	4.7
Moama	2011	F	3.9
Moama	2011	M	4.5
Moama	2016	F	3.2
Moama	2016	M	4.7
Tocumwal - Finley - Jerilderie	2006	F	4.8
Tocumwal - Finley - Jerilderie	2006	M	3.9
Tocumwal - Finley - Jerilderie	2011	F	4.4
Tocumwal - Finley - Jerilderie	2011	M	3.9
Tocumwal - Finley - Jerilderie	2016	F	4.3
Tocumwal - Finley - Jerilderie	2016	M	5
Armidale	2006	F	8.6
Armidale	2006	M	8.9
Armidale	2011	F	7.1
Armidale	2011	M	8.4
Armidale	2016	F	7.7
Armidale	2016	M	8.9
Armidale Region - North	2006	F	4.2
Armidale Region - North	2006	M	5.4
Armidale Region - North	2011	F	4.5
Armidale Region - North	2011	M	4.5
Armidale Region - North	2016	F	5.3
Armidale Region - North	2016	M	4.2
Armidale Region - South	2006	F	5.2
Armidale Region - South	2006	M	6.4
Armidale Region - South	2011	F	4
Armidale Region - South	2011	M	4.7
Armidale Region - South	2016	F	5
Armidale Region - South	2016	M	4.7
Walcha	2006	F	4.3
Walcha	2006	M	3
Walcha	2011	F	3.6
Walcha	2011	M	4
Walcha	2016	F	3.1
Walcha	2016	M	3.3
Glen Innes	2006	F	6.4
Glen Innes	2006	M	8.9
Glen Innes	2011	F	6.6
Glen Innes	2011	M	7.1
Glen Innes	2016	F	6.9
Glen Innes	2016	M	9.2
Inverell	2006	F	9
Inverell	2006	M	8.7
Inverell	2011	F	6.7
Inverell	2011	M	7.3
Inverell	2016	F	7.2
Inverell	2016	M	7.9
Inverell Region - East	2006	F	9.6
Inverell Region - East	2006	M	10.1
Inverell Region - East	2011	F	9.3
Inverell Region - East	2011	M	8.7
Inverell Region - East	2016	F	7.2
Inverell Region - East	2016	M	9.7
Inverell Region - West	2006	F	5.3
Inverell Region - West	2006	M	5.1
Inverell Region - West	2011	F	6.7
Inverell Region - West	2011	M	5.2
Inverell Region - West	2016	F	6.1
Inverell Region - West	2016	M	4.3
Tenterfield	2006	F	6.7
Tenterfield	2006	M	8.4
Tenterfield	2011	F	6
Tenterfield	2011	M	7.3
Tenterfield	2016	F	7.9
Tenterfield	2016	M	7.6
Moree	2006	F	6
Moree	2006	M	8.2
Moree	2011	F	5.9
Moree	2011	M	8.1
Moree	2016	F	6.8
Moree	2016	M	8.4
Moree Region	2006	F	5.8
Moree Region	2006	M	4.3
Moree Region	2011	F	3.8
Moree Region	2011	M	4.1
Moree Region	2016	F	4.5
Moree Region	2016	M	3.8
Narrabri	2006	F	8.8
Narrabri	2006	M	6.7
Narrabri	2011	F	5.1
Narrabri	2011	M	4.6
Narrabri	2016	F	5.8
Narrabri	2016	M	5.9
Narrabri Region	2006	F	5.7
Narrabri Region	2006	M	4.9
Narrabri Region	2011	F	6.4
Narrabri Region	2011	M	5.2
Narrabri Region	2016	F	5.7
Narrabri Region	2016	M	6
Gunnedah	2006	F	9.4
Gunnedah	2006	M	8.2
Gunnedah	2011	F	7.4
Gunnedah	2011	M	5.9
Gunnedah	2016	F	5.7
Gunnedah	2016	M	5.9
Gunnedah Region	2006	F	8.8
Gunnedah Region	2006	M	8.4
Gunnedah Region	2011	F	6.5
Gunnedah Region	2011	M	4.5
Gunnedah Region	2016	F	5.8
Gunnedah Region	2016	M	4.4
Quirindi	2006	F	5.5
Quirindi	2006	M	6.3
Quirindi	2011	F	5.7
Quirindi	2011	M	6.1
Quirindi	2016	F	7.7
Quirindi	2016	M	7
Tamworth - East	2006	F	6.6
Tamworth - East	2006	M	6.6
Tamworth - East	2011	F	5.3
Tamworth - East	2011	M	5.9
Tamworth - East	2016	F	6.3
Tamworth - East	2016	M	5.5
Tamworth - North	2006	F	6.1
Tamworth - North	2006	M	6.8
Tamworth - North	2011	F	4.9
Tamworth - North	2011	M	5.5
Tamworth - North	2016	F	5.7
Tamworth - North	2016	M	5.8
Tamworth - West	2006	F	13
Tamworth - West	2006	M	13.6
Tamworth - West	2011	F	11.6
Tamworth - West	2011	M	11.9
Tamworth - West	2016	F	11.6
Tamworth - West	2016	M	10.7
Tamworth Region	2006	F	5.2
Tamworth Region	2006	M	5.9
Tamworth Region	2011	F	4.8
Tamworth Region	2011	M	5.1
Tamworth Region	2016	F	4.7
Tamworth Region	2016	M	4.6
Belmont - Bennetts Green	2006	F	6.2
Belmont - Bennetts Green	2006	M	6.9
Belmont - Bennetts Green	2011	F	5
Belmont - Bennetts Green	2011	M	5.3
Belmont - Bennetts Green	2016	F	5.8
Belmont - Bennetts Green	2016	M	7.9
Belmont South - Blacksmiths	2006	F	8.7
Belmont South - Blacksmiths	2006	M	10.8
Belmont South - Blacksmiths	2011	F	5.8
Belmont South - Blacksmiths	2011	M	6.6
Belmont South - Blacksmiths	2016	F	7.5
Belmont South - Blacksmiths	2016	M	9.2
Charlestown - Dudley	2006	F	5.8
Charlestown - Dudley	2006	M	7.2
Charlestown - Dudley	2011	F	4.8
Charlestown - Dudley	2011	M	5.2
Charlestown - Dudley	2016	F	5.2
Charlestown - Dudley	2016	M	6.8
Glendale - Cardiff - Hillsborough	2006	F	4.9
Glendale - Cardiff - Hillsborough	2006	M	5.8
Glendale - Cardiff - Hillsborough	2011	F	4.6
Glendale - Cardiff - Hillsborough	2011	M	5
Glendale - Cardiff - Hillsborough	2016	F	5.8
Glendale - Cardiff - Hillsborough	2016	M	7.4
Mount Hutton - Windale	2006	F	9.6
Mount Hutton - Windale	2006	M	11.7
Mount Hutton - Windale	2011	F	7.9
Mount Hutton - Windale	2011	M	8
Mount Hutton - Windale	2016	F	9
Mount Hutton - Windale	2016	M	9.3
Redhead	2006	F	4.9
Redhead	2006	M	6
Redhead	2011	F	3.6
Redhead	2011	M	3.8
Redhead	2016	F	4.9
Redhead	2016	M	5.6
Swansea - Caves Beach	2006	F	7
Swansea - Caves Beach	2006	M	9.4
Swansea - Caves Beach	2011	F	5.5
Swansea - Caves Beach	2011	M	7.4
Swansea - Caves Beach	2016	F	6.2
Swansea - Caves Beach	2016	M	8.6
Valentine - Eleebana	2006	F	4.6
Valentine - Eleebana	2006	M	3.7
Valentine - Eleebana	2011	F	3.3
Valentine - Eleebana	2011	M	3.6
Valentine - Eleebana	2016	F	5.4
Valentine - Eleebana	2016	M	5.4
Warners Bay - Boolaroo	2006	F	5.9
Warners Bay - Boolaroo	2006	M	5.7
Warners Bay - Boolaroo	2011	F	4.2
Warners Bay - Boolaroo	2011	M	4.9
Warners Bay - Boolaroo	2016	F	5.9
Warners Bay - Boolaroo	2016	M	6.7
Bolton Point - Teralba	2006	F	10
Bolton Point - Teralba	2006	M	11.3
Bolton Point - Teralba	2011	F	7.2
Bolton Point - Teralba	2011	M	7.6
Bolton Point - Teralba	2016	F	8.7
Bolton Point - Teralba	2016	M	11.9
Bonnells Bay - Silverwater	2006	F	7.1
Bonnells Bay - Silverwater	2006	M	7.2
Bonnells Bay - Silverwater	2011	F	5.4
Bonnells Bay - Silverwater	2011	M	6.5
Bonnells Bay - Silverwater	2016	F	7.2
Bonnells Bay - Silverwater	2016	M	8
Edgeworth - Cameron Park	2006	F	4.9
Edgeworth - Cameron Park	2006	M	5.4
Edgeworth - Cameron Park	2011	F	4.5
Edgeworth - Cameron Park	2011	M	4.7
Edgeworth - Cameron Park	2016	F	4.9
Edgeworth - Cameron Park	2016	M	5.9
Morisset - Cooranbong	2006	F	7
Morisset - Cooranbong	2006	M	7.2
Morisset - Cooranbong	2011	F	5.7
Morisset - Cooranbong	2011	M	6.2
Morisset - Cooranbong	2016	F	6.8
Morisset - Cooranbong	2016	M	7.9
Toronto - Awaba	2006	F	7.2
Toronto - Awaba	2006	M	8.1
Toronto - Awaba	2011	F	6
Toronto - Awaba	2011	M	6
Toronto - Awaba	2016	F	6.5
Toronto - Awaba	2016	M	9.3
Wangi Wangi - Rathmines	2006	F	5.6
Wangi Wangi - Rathmines	2006	M	6.1
Wangi Wangi - Rathmines	2011	F	4.7
Wangi Wangi - Rathmines	2011	M	4.8
Wangi Wangi - Rathmines	2016	F	5.5
Wangi Wangi - Rathmines	2016	M	8.5
West Wallsend - Barnsley - Killingworth	2006	F	6.5
West Wallsend - Barnsley - Killingworth	2006	M	5.5
West Wallsend - Barnsley - Killingworth	2011	F	5.6
West Wallsend - Barnsley - Killingworth	2011	M	4.8
West Wallsend - Barnsley - Killingworth	2016	F	6.6
West Wallsend - Barnsley - Killingworth	2016	M	7.4
Adamstown - Kotara	2006	F	5.6
Adamstown - Kotara	2006	M	6.1
Adamstown - Kotara	2011	F	3.8
Adamstown - Kotara	2011	M	4.1
Adamstown - Kotara	2016	F	5.1
Adamstown - Kotara	2016	M	6.7
Beresfield - Hexham	2006	F	8.8
Beresfield - Hexham	2006	M	7.8
Beresfield - Hexham	2011	F	7.1
Beresfield - Hexham	2011	M	7.4
Beresfield - Hexham	2016	F	11.4
Beresfield - Hexham	2016	M	11.4
Hamilton - Broadmeadow	2006	F	7
Hamilton - Broadmeadow	2006	M	10
Hamilton - Broadmeadow	2011	F	5.7
Hamilton - Broadmeadow	2011	M	7.7
Hamilton - Broadmeadow	2016	F	6.3
Hamilton - Broadmeadow	2016	M	8.8
Lambton - New Lambton	2006	F	5.1
Lambton - New Lambton	2006	M	5.5
Lambton - New Lambton	2011	F	4.7
Lambton - New Lambton	2011	M	5
Lambton - New Lambton	2016	F	4.8
Lambton - New Lambton	2016	M	6.4
Maryland - Fletcher - Minmi	2006	F	5.2
Maryland - Fletcher - Minmi	2006	M	4.6
Maryland - Fletcher - Minmi	2011	F	4.1
Maryland - Fletcher - Minmi	2011	M	4
Maryland - Fletcher - Minmi	2016	F	5.2
Maryland - Fletcher - Minmi	2016	M	7.1
Mayfield - Warabrook	2006	F	8.7
Mayfield - Warabrook	2006	M	11.5
Mayfield - Warabrook	2011	F	6.5
Mayfield - Warabrook	2011	M	8.2
Mayfield - Warabrook	2016	F	7.3
Mayfield - Warabrook	2016	M	9.6
Merewether - The Junction	2006	F	4.2
Merewether - The Junction	2006	M	5.4
Merewether - The Junction	2011	F	4
Merewether - The Junction	2011	M	4.4
Merewether - The Junction	2016	F	3.6
Merewether - The Junction	2016	M	4.4
Newcastle - Cooks Hill	2006	F	6.9
Newcastle - Cooks Hill	2006	M	7.4
Newcastle - Cooks Hill	2011	F	5
Newcastle - Cooks Hill	2011	M	5.7
Newcastle - Cooks Hill	2016	F	5.2
Newcastle - Cooks Hill	2016	M	6.2
Newcastle Port - Kooragang	2006	F	0
Newcastle Port - Kooragang	2006	M	0
Newcastle Port - Kooragang	2011	F	0
Newcastle Port - Kooragang	2011	M	0
Newcastle Port - Kooragang	2016	F	0
Newcastle Port - Kooragang	2016	M	0
Shortland - Jesmond	2006	F	12.8
Shortland - Jesmond	2006	M	12.1
Shortland - Jesmond	2011	F	10.9
Shortland - Jesmond	2011	M	11.1
Shortland - Jesmond	2016	F	15.3
Shortland - Jesmond	2016	M	16.7
Stockton - Fullerton Cove	2006	F	6.1
Stockton - Fullerton Cove	2006	M	9
Stockton - Fullerton Cove	2011	F	7
Stockton - Fullerton Cove	2011	M	5.7
Stockton - Fullerton Cove	2016	F	5.6
Stockton - Fullerton Cove	2016	M	7.7
Wallsend - Elermore Vale	2006	F	6.1
Wallsend - Elermore Vale	2006	M	7.3
Wallsend - Elermore Vale	2011	F	5.3
Wallsend - Elermore Vale	2011	M	5.4
Wallsend - Elermore Vale	2016	F	7.3
Wallsend - Elermore Vale	2016	M	9.1
Waratah - North Lambton	2006	F	7.1
Waratah - North Lambton	2006	M	9
Waratah - North Lambton	2011	F	6.2
Waratah - North Lambton	2011	M	6.7
Waratah - North Lambton	2016	F	7.8
Waratah - North Lambton	2016	M	10
Wickham - Carrington - Tighes Hill	2006	F	8.4
Wickham - Carrington - Tighes Hill	2006	M	11.3
Wickham - Carrington - Tighes Hill	2011	F	5.6
Wickham - Carrington - Tighes Hill	2011	M	7.2
Wickham - Carrington - Tighes Hill	2016	F	5.1
Wickham - Carrington - Tighes Hill	2016	M	8.1
Ballina	2006	F	9
Ballina	2006	M	9.4
Ballina	2011	F	7.3
Ballina	2011	M	7.9
Ballina	2016	F	5
Ballina	2016	M	7.9
Ballina Region	2006	F	5.8
Ballina Region	2006	M	6.4
Ballina Region	2011	F	4.7
Ballina Region	2011	M	6
Ballina Region	2016	F	5.2
Ballina Region	2016	M	5.9
Bangalow	2006	F	5.6
Bangalow	2006	M	4.7
Bangalow	2011	F	6.7
Bangalow	2011	M	7.7
Bangalow	2016	F	4.2
Bangalow	2016	M	5.3
Brunswick Heads - Ocean Shores	2006	F	9.5
Brunswick Heads - Ocean Shores	2006	M	8.5
Brunswick Heads - Ocean Shores	2011	F	8.5
Brunswick Heads - Ocean Shores	2011	M	10.1
Brunswick Heads - Ocean Shores	2016	F	7.5
Brunswick Heads - Ocean Shores	2016	M	8.2
Byron Bay	2006	F	9.9
Byron Bay	2006	M	9.2
Byron Bay	2011	F	7.6
Byron Bay	2011	M	9.2
Byron Bay	2016	F	5.6
Byron Bay	2016	M	5.8
Evans Head	2006	F	9.5
Evans Head	2006	M	10.3
Evans Head	2011	F	6.9
Evans Head	2011	M	9.3
Evans Head	2016	F	5.8
Evans Head	2016	M	8.8
Lennox Head - Skennars Head	2006	F	6.3
Lennox Head - Skennars Head	2006	M	5.4
Lennox Head - Skennars Head	2011	F	5.2
Lennox Head - Skennars Head	2011	M	6.6
Lennox Head - Skennars Head	2016	F	4.5
Lennox Head - Skennars Head	2016	M	5.9
Mullumbimby	2006	F	9.6
Mullumbimby	2006	M	10.3
Mullumbimby	2011	F	8.1
Mullumbimby	2011	M	9.1
Mullumbimby	2016	F	6.8
Mullumbimby	2016	M	7.9
Casino	2006	F	8.4
Casino	2006	M	8.4
Casino	2011	F	7.7
Casino	2011	M	8.9
Casino	2016	F	8.2
Casino	2016	M	9.4
Casino Region	2006	F	9.3
Casino Region	2006	M	8.7
Casino Region	2011	F	7.9
Casino Region	2011	M	7.4
Casino Region	2016	F	6.1
Casino Region	2016	M	7.1
Goonellabah	2006	F	6.2
Goonellabah	2006	M	7.3
Goonellabah	2011	F	6.5
Goonellabah	2011	M	7.4
Goonellabah	2016	F	5.6
Goonellabah	2016	M	8
Kyogle	2006	F	9.8
Kyogle	2006	M	10.8
Kyogle	2011	F	8.7
Kyogle	2011	M	10.4
Kyogle	2016	F	8.3
Kyogle	2016	M	9.3
Lismore	2006	F	12.3
Lismore	2006	M	12.2
Lismore	2011	F	10.4
Lismore	2011	M	11.8
Lismore	2016	F	9.2
Lismore	2016	M	11.1
Lismore Region	2006	F	7.7
Lismore Region	2006	M	8.4
Lismore Region	2011	F	5.4
Lismore Region	2011	M	7.5
Lismore Region	2016	F	5.1
Lismore Region	2016	M	7.3
Kingscliff - Fingal Head	2006	F	5.9
Kingscliff - Fingal Head	2006	M	6.6
Kingscliff - Fingal Head	2011	F	7
