SA2_NAME16	Year	Sex	employmentToPopulation
Scone	2016	F	51.1
Scone	2016	M	64.1
Scone Region	2006	F	53
Scone Region	2006	M	67.1
Scone Region	2011	F	53.8
Scone Region	2011	M	66.9
Scone Region	2016	F	50.3
Scone Region	2016	M	60.7
Dapto - Avondale	2006	F	43.3
Dapto - Avondale	2006	M	58.8
Dapto - Avondale	2011	F	44.6
Dapto - Avondale	2011	M	57.2
Dapto - Avondale	2016	F	46.8
Dapto - Avondale	2016	M	55
Horsley - Kembla Grange	2006	F	58.1
Horsley - Kembla Grange	2006	M	74.5
Horsley - Kembla Grange	2011	F	60
Horsley - Kembla Grange	2011	M	71.6
Horsley - Kembla Grange	2016	F	61.1
Horsley - Kembla Grange	2016	M	68.7
Port Kembla Industrial	2006	F	0
Port Kembla Industrial	2006	M	0
Port Kembla Industrial	2011	F	0
Port Kembla Industrial	2011	M	44
Port Kembla Industrial	2016	F	0
Port Kembla Industrial	2016	M	0
Unanderra - Mount Kembla	2006	F	49.4
Unanderra - Mount Kembla	2006	M	62.5
Unanderra - Mount Kembla	2011	F	51.7
Unanderra - Mount Kembla	2011	M	64.5
Unanderra - Mount Kembla	2016	F	52
Unanderra - Mount Kembla	2016	M	60.9
Berkeley - Lake Heights - Cringila	2006	F	35.7
Berkeley - Lake Heights - Cringila	2006	M	49.6
Berkeley - Lake Heights - Cringila	2011	F	37.5
Berkeley - Lake Heights - Cringila	2011	M	51.6
Berkeley - Lake Heights - Cringila	2016	F	39.8
Berkeley - Lake Heights - Cringila	2016	M	50.6
Port Kembla - Warrawong	2006	F	30.8
Port Kembla - Warrawong	2006	M	42.4
Port Kembla - Warrawong	2011	F	33.5
Port Kembla - Warrawong	2011	M	42.2
Port Kembla - Warrawong	2016	F	34.6
Port Kembla - Warrawong	2016	M	42.3
Windang - Primbee	2006	F	35.5
Windang - Primbee	2006	M	46
Windang - Primbee	2011	F	38
Windang - Primbee	2011	M	46
Windang - Primbee	2016	F	39.2
Windang - Primbee	2016	M	46.2
Illawarra Catchment Reserve	2006	F	0
Illawarra Catchment Reserve	2006	M	0
Illawarra Catchment Reserve	2011	F	0
Illawarra Catchment Reserve	2011	M	50
Illawarra Catchment Reserve	2016	F	0
Illawarra Catchment Reserve	2016	M	0
Albion Park - Macquarie Pass	2006	F	56.6
Albion Park - Macquarie Pass	2006	M	71
Albion Park - Macquarie Pass	2011	F	56.8
Albion Park - Macquarie Pass	2011	M	69.9
Albion Park - Macquarie Pass	2016	F	56.6
Albion Park - Macquarie Pass	2016	M	66.9
Albion Park Rail	2006	F	45.3
Albion Park Rail	2006	M	64.1
Albion Park Rail	2011	F	46.1
Albion Park Rail	2011	M	61.6
Albion Park Rail	2016	F	46.3
Albion Park Rail	2016	M	57.3
Kiama	2006	F	45.8
Kiama	2006	M	56.6
Kiama	2011	F	47.2
Kiama	2011	M	56.2
Kiama	2016	F	46.4
Kiama	2016	M	52.3
Kiama Downs - Minnamurra	2006	F	55.2
Kiama Downs - Minnamurra	2006	M	64.2
Kiama Downs - Minnamurra	2011	F	56.5
Kiama Downs - Minnamurra	2011	M	64.1
Kiama Downs - Minnamurra	2016	F	54.2
Kiama Downs - Minnamurra	2016	M	61.3
Kiama Hinterland - Gerringong	2006	F	49
Kiama Hinterland - Gerringong	2006	M	62.1
Kiama Hinterland - Gerringong	2011	F	50.6
Kiama Hinterland - Gerringong	2011	M	63.3
Kiama Hinterland - Gerringong	2016	F	48.9
Kiama Hinterland - Gerringong	2016	M	59.4
Shellharbour - Flinders	2006	F	53.1
Shellharbour - Flinders	2006	M	66.7
Shellharbour - Flinders	2011	F	56
Shellharbour - Flinders	2011	M	68.6
Shellharbour - Flinders	2016	F	57.6
Shellharbour - Flinders	2016	M	66
Shellharbour - Oak Flats	2006	F	47.9
Shellharbour - Oak Flats	2006	M	63
Shellharbour - Oak Flats	2011	F	50.9
Shellharbour - Oak Flats	2011	M	62.3
Shellharbour - Oak Flats	2016	F	49.9
Shellharbour - Oak Flats	2016	M	57.8
Warilla	2006	F	38.3
Warilla	2006	M	51.7
Warilla	2011	F	39.1
Warilla	2011	M	50.4
Warilla	2016	F	40.4
Warilla	2016	M	47.5
Balgownie - Fairy Meadow	2006	F	43.8
Balgownie - Fairy Meadow	2006	M	55.9
Balgownie - Fairy Meadow	2011	F	46.4
Balgownie - Fairy Meadow	2011	M	55.4
Balgownie - Fairy Meadow	2016	F	48.3
Balgownie - Fairy Meadow	2016	M	54.2
Corrimal - Tarrawanna - Bellambi	2006	F	43.9
Corrimal - Tarrawanna - Bellambi	2006	M	56.5
Corrimal - Tarrawanna - Bellambi	2011	F	47.5
Corrimal - Tarrawanna - Bellambi	2011	M	56.1
Corrimal - Tarrawanna - Bellambi	2016	F	48.5
Corrimal - Tarrawanna - Bellambi	2016	M	55.4
Figtree - Keiraville	2006	F	49.3
Figtree - Keiraville	2006	M	59
Figtree - Keiraville	2011	F	50.7
Figtree - Keiraville	2011	M	57.9
Figtree - Keiraville	2016	F	51.7
Figtree - Keiraville	2016	M	56.4
Helensburgh	2006	F	63
Helensburgh	2006	M	74.2
Helensburgh	2011	F	63.7
Helensburgh	2011	M	71.1
Helensburgh	2016	F	65.5
Helensburgh	2016	M	69.5
Thirroul - Austinmer - Coalcliff	2006	F	56.7
Thirroul - Austinmer - Coalcliff	2006	M	65.4
Thirroul - Austinmer - Coalcliff	2011	F	57.9
Thirroul - Austinmer - Coalcliff	2011	M	67.4
Thirroul - Austinmer - Coalcliff	2016	F	58.6
Thirroul - Austinmer - Coalcliff	2016	M	64
Woonona - Bulli - Russell Vale	2006	F	48.3
Woonona - Bulli - Russell Vale	2006	M	61.7
Woonona - Bulli - Russell Vale	2011	F	52.9
Woonona - Bulli - Russell Vale	2011	M	61.9
Woonona - Bulli - Russell Vale	2016	F	53.8
Woonona - Bulli - Russell Vale	2016	M	62.2
Wollongong - East	2006	F	49.2
Wollongong - East	2006	M	55.1
Wollongong - East	2011	F	47.5
Wollongong - East	2011	M	53.3
Wollongong - East	2016	F	46.4
Wollongong - East	2016	M	51.2
Wollongong - West	2006	F	45.2
Wollongong - West	2006	M	53.2
Wollongong - West	2011	F	47.9
Wollongong - West	2011	M	52.7
Wollongong - West	2016	F	50
Wollongong - West	2016	M	52.3
Bulahdelah - Stroud	2006	F	44.1
Bulahdelah - Stroud	2006	M	54.3
Bulahdelah - Stroud	2011	F	43.2
Bulahdelah - Stroud	2011	M	54.6
Bulahdelah - Stroud	2016	F	44.7
Bulahdelah - Stroud	2016	M	48.8
Forster	2006	F	36
Forster	2006	M	42.7
Forster	2011	F	35.7
Forster	2011	M	38.9
Forster	2016	F	36.4
Forster	2016	M	38.3
Forster-Tuncurry Region	2006	F	41.8
Forster-Tuncurry Region	2006	M	47.2
Forster-Tuncurry Region	2011	F	39.9
Forster-Tuncurry Region	2011	M	44.4
Forster-Tuncurry Region	2016	F	38.9
Forster-Tuncurry Region	2016	M	41.1
Tuncurry	2006	F	26.6
Tuncurry	2006	M	32.7
Tuncurry	2011	F	29.1
Tuncurry	2011	M	32.2
Tuncurry	2016	F	28.1
Tuncurry	2016	M	31.4
Kempsey	2006	F	37.3
Kempsey	2006	M	43.7
Kempsey	2011	F	38.2
Kempsey	2011	M	41.1
Kempsey	2016	F	36.5
Kempsey	2016	M	38.8
Kempsey Region	2006	F	42.6
Kempsey Region	2006	M	47.7
Kempsey Region	2011	F	45.3
Kempsey Region	2011	M	46
Kempsey Region	2016	F	44.9
Kempsey Region	2016	M	44.5
Macksville - Scotts Head	2006	F	34
Macksville - Scotts Head	2006	M	43.3
Macksville - Scotts Head	2011	F	36.4
Macksville - Scotts Head	2011	M	44.2
Macksville - Scotts Head	2016	F	37.9
Macksville - Scotts Head	2016	M	43.5
Nambucca Heads	2006	F	30.4
Nambucca Heads	2006	M	34
Nambucca Heads	2011	F	30.6
Nambucca Heads	2011	M	34.3
Nambucca Heads	2016	F	30
Nambucca Heads	2016	M	32.8
Nambucca Heads Region	2006	F	40.2
Nambucca Heads Region	2006	M	43.9
Nambucca Heads Region	2011	F	44
Nambucca Heads Region	2011	M	47.1
Nambucca Heads Region	2016	F	43.2
Nambucca Heads Region	2016	M	45.6
South West Rocks	2006	F	36.3
South West Rocks	2006	M	39.2
South West Rocks	2011	F	37.2
South West Rocks	2011	M	39.4
South West Rocks	2016	F	35.6
South West Rocks	2016	M	36
Lord Howe Island	2006	F	71.4
Lord Howe Island	2006	M	80.6
Lord Howe Island	2011	F	72.8
Lord Howe Island	2011	M	78
Lord Howe Island	2016	F	63.8
Lord Howe Island	2016	M	71.5
Laurieton - Bonny Hills	2006	F	35.2
Laurieton - Bonny Hills	2006	M	41.5
Laurieton - Bonny Hills	2011	F	37.3
Laurieton - Bonny Hills	2011	M	41.9
Laurieton - Bonny Hills	2016	F	36.8
Laurieton - Bonny Hills	2016	M	39.7
Port Macquarie - East	2006	F	45.1
Port Macquarie - East	2006	M	53.1
Port Macquarie - East	2011	F	47.1
Port Macquarie - East	2011	M	53.9
Port Macquarie - East	2016	F	47
Port Macquarie - East	2016	M	52.9
Port Macquarie - West	2006	F	34.9
Port Macquarie - West	2006	M	43.7
Port Macquarie - West	2011	F	38.2
Port Macquarie - West	2011	M	44
Port Macquarie - West	2016	F	39.6
Port Macquarie - West	2016	M	44.3
Port Macquarie Region	2006	F	51.7
Port Macquarie Region	2006	M	57
Port Macquarie Region	2011	F	52.9
Port Macquarie Region	2011	M	54
Port Macquarie Region	2016	F	49.8
Port Macquarie Region	2016	M	53.8
Wauchope	2006	F	44.3
Wauchope	2006	M	54
Wauchope	2011	F	46.7
Wauchope	2011	M	55.3
Wauchope	2016	F	45
Wauchope	2016	M	50.7
Gloucester	2006	F	40.3
Gloucester	2006	M	55.1
Gloucester	2011	F	42.2
Gloucester	2011	M	53.8
Gloucester	2016	F	38
Gloucester	2016	M	48.4
Old Bar - Manning Point - Red Head	2006	F	43.1
Old Bar - Manning Point - Red Head	2006	M	50.4
Old Bar - Manning Point - Red Head	2011	F	44.4
Old Bar - Manning Point - Red Head	2011	M	49.7
Old Bar - Manning Point - Red Head	2016	F	42.8
Old Bar - Manning Point - Red Head	2016	M	45.8
Taree	2006	F	38
Taree	2006	M	48.8
Taree	2011	F	37.7
Taree	2011	M	45.8
Taree	2016	F	37
Taree	2016	M	42.2
Taree Region	2006	F	40.1
Taree Region	2006	M	47.9
Taree Region	2011	F	40.4
Taree Region	2011	M	45.5
Taree Region	2016	F	39.9
Taree Region	2016	M	40.9
Wingham	2006	F	40.4
Wingham	2006	M	50.1
Wingham	2011	F	40.6
Wingham	2011	M	49
Wingham	2016	F	39
Wingham	2016	M	46
Albury - East	2006	F	58.9
Albury - East	2006	M	69.4
Albury - East	2011	F	59.9
Albury - East	2011	M	70.1
Albury - East	2016	F	58.8
Albury - East	2016	M	67.3
Albury - North	2006	F	50.3
Albury - North	2006	M	62.7
Albury - North	2011	F	52.9
Albury - North	2011	M	58.8
Albury - North	2016	F	50.2
Albury - North	2016	M	55.8
Albury - South	2006	F	52.1
Albury - South	2006	M	62.2
Albury - South	2011	F	52.8
Albury - South	2011	M	59.8
Albury - South	2016	F	51.9
Albury - South	2016	M	55.9
Albury Region	2006	F	54.6
Albury Region	2006	M	68.3
Albury Region	2011	F	54.8
Albury Region	2011	M	65.8
Albury Region	2016	F	54.8
Albury Region	2016	M	61.9
Lavington	2006	F	49.2
Lavington	2006	M	63.8
Lavington	2011	F	48.9
Lavington	2011	M	61.1
Lavington	2016	F	45.1
Lavington	2016	M	53.1
Hay	2006	F	51.6
Hay	2006	M	65
Hay	2011	F	50.6
Hay	2011	M	59.9
Hay	2016	F	48.2
Hay	2016	M	58.7
Wentworth - Buronga	2006	F	50.2
Wentworth - Buronga	2006	M	62.7
Wentworth - Buronga	2011	F	48.6
Wentworth - Buronga	2011	M	57.7
Wentworth - Buronga	2016	F	47.7
Wentworth - Buronga	2016	M	50.9
Wentworth-Balranald Region	2006	F	53.1
Wentworth-Balranald Region	2006	M	66.2
Wentworth-Balranald Region	2011	F	50.8
Wentworth-Balranald Region	2011	M	65.8
Wentworth-Balranald Region	2016	F	50.4
Wentworth-Balranald Region	2016	M	59.6
Corowa	2006	F	45.7
Corowa	2006	M	59.9
Corowa	2011	F	44.7
Corowa	2011	M	57.8
Corowa	2016	F	43.6
Corowa	2016	M	53.1
Corowa Region	2006	F	46.2
Corowa Region	2006	M	59.7
Corowa Region	2011	F	47
Corowa Region	2011	M	57.4
Corowa Region	2016	F	45.9
Corowa Region	2016	M	52.8
Deniliquin	2006	F	48.7
Deniliquin	2006	M	60.7
Deniliquin	2011	F	48.4
Deniliquin	2011	M	56.6
Deniliquin	2016	F	46.5
Deniliquin	2016	M	54.3
Deniliquin Region	2006	F	53.1
Deniliquin Region	2006	M	66.4
Deniliquin Region	2011	F	51.7
Deniliquin Region	2011	M	63.9
Deniliquin Region	2016	F	51.1
Deniliquin Region	2016	M	58.4
Moama	2006	F	48.1
Moama	2006	M	58.8
Moama	2011	F	49
Moama	2011	M	55.1
Moama	2016	F	46.9
Moama	2016	M	54.4
Tocumwal - Finley - Jerilderie	2006	F	49.3
Tocumwal - Finley - Jerilderie	2006	M	62.2
Tocumwal - Finley - Jerilderie	2011	F	46.7
Tocumwal - Finley - Jerilderie	2011	M	56.6
Tocumwal - Finley - Jerilderie	2016	F	44.7
Tocumwal - Finley - Jerilderie	2016	M	50.5
Armidale	2006	F	47.9
Armidale	2006	M	55.6
Armidale	2011	F	48.9
Armidale	2011	M	55.7
Armidale	2016	F	47.7
Armidale	2016	M	52.9
Armidale Region - North	2006	F	52.8
Armidale Region - North	2006	M	63.9
Armidale Region - North	2011	F	53.8
Armidale Region - North	2011	M	66.5
Armidale Region - North	2016	F	52.2
Armidale Region - North	2016	M	62.2
Armidale Region - South	2006	F	53.2
Armidale Region - South	2006	M	64.7
Armidale Region - South	2011	F	56.4
Armidale Region - South	2011	M	63.1
Armidale Region - South	2016	F	52.7
Armidale Region - South	2016	M	60
Walcha	2006	F	50.6
Walcha	2006	M	68.8
Walcha	2011	F	51.5
Walcha	2011	M	66.1
Walcha	2016	F	49.2
Walcha	2016	M	61.5
Glen Innes	2006	F	42.5
Glen Innes	2006	M	52.3
Glen Innes	2011	F	44.5
Glen Innes	2011	M	51.8
Glen Innes	2016	F	42
Glen Innes	2016	M	45.9
Inverell	2006	F	42.4
Inverell	2006	M	57.6
Inverell	2011	F	45
Inverell	2011	M	54.1
Inverell	2016	F	45
Inverell	2016	M	53.2
Inverell Region - East	2006	F	42.3
Inverell Region - East	2006	M	52.8
Inverell Region - East	2011	F	42
Inverell Region - East	2011	M	53
Inverell Region - East	2016	F	41
Inverell Region - East	2016	M	46.1
Inverell Region - West	2006	F	45.9
Inverell Region - West	2006	M	58.1
Inverell Region - West	2011	F	45.7
Inverell Region - West	2011	M	54.5
Inverell Region - West	2016	F	45.2
Inverell Region - West	2016	M	51.9
Tenterfield	2006	F	43.5
Tenterfield	2006	M	53.8
Tenterfield	2011	F	42.7
Tenterfield	2011	M	51.1
Tenterfield	2016	F	40
Tenterfield	2016	M	44.7
Moree	2006	F	49.2
Moree	2006	M	59.8
Moree	2011	F	47.3
Moree	2011	M	57.8
Moree	2016	F	47.9
Moree	2016	M	53.8
Moree Region	2006	F	55.3
Moree Region	2006	M	72.3
Moree Region	2011	F	57.2
Moree Region	2011	M	70.9
Moree Region	2016	F	53.3
Moree Region	2016	M	65.1
Narrabri	2006	F	48.3
Narrabri	2006	M	63.6
Narrabri	2011	F	52.7
Narrabri	2011	M	63.2
Narrabri	2016	F	51.3
Narrabri	2016	M	60.4
Narrabri Region	2006	F	54.6
Narrabri Region	2006	M	68.8
Narrabri Region	2011	F	53.9
Narrabri Region	2011	M	67.6
Narrabri Region	2016	F	49.7
Narrabri Region	2016	M	60.5
Gunnedah	2006	F	43.2
Gunnedah	2006	M	57.4
Gunnedah	2011	F	45.8
Gunnedah	2011	M	59.8
Gunnedah	2016	F	48.3
Gunnedah	2016	M	59.5
Gunnedah Region	2006	F	47.6
Gunnedah Region	2006	M	59.7
Gunnedah Region	2011	F	51.2
Gunnedah Region	2011	M	64.6
Gunnedah Region	2016	F	51.9
Gunnedah Region	2016	M	62.7
Quirindi	2006	F	43.4
Quirindi	2006	M	57.2
Quirindi	2011	F	44.8
Quirindi	2011	M	58
Quirindi	2016	F	43.7
Quirindi	2016	M	52.9
Tamworth - East	2006	F	52.2
Tamworth - East	2006	M	63.7
Tamworth - East	2011	F	53.1
Tamworth - East	2011	M	61
Tamworth - East	2016	F	51.9
Tamworth - East	2016	M	59.8
Tamworth - North	2006	F	47.6
Tamworth - North	2006	M	61.1
Tamworth - North	2011	F	49.9
Tamworth - North	2011	M	60.3
Tamworth - North	2016	F	50.3
Tamworth - North	2016	M	59.2
Tamworth - West	2006	F	41.1
Tamworth - West	2006	M	57
Tamworth - West	2011	F	43.9
Tamworth - West	2011	M	56.8
Tamworth - West	2016	F	43.1
Tamworth - West	2016	M	53.6
Tamworth Region	2006	F	50.6
Tamworth Region	2006	M	60.9
Tamworth Region	2011	F	53.1
Tamworth Region	2011	M	61.5
Tamworth Region	2016	F	52.4
Tamworth Region	2016	M	58.7
Belmont - Bennetts Green	2006	F	46.3
Belmont - Bennetts Green	2006	M	58.9
Belmont - Bennetts Green	2011	F	50
Belmont - Bennetts Green	2011	M	60
Belmont - Bennetts Green	2016	F	49.7
Belmont - Bennetts Green	2016	M	56.2
Belmont South - Blacksmiths	2006	F	37.5
Belmont South - Blacksmiths	2006	M	47.6
Belmont South - Blacksmiths	2011	F	44.7
Belmont South - Blacksmiths	2011	M	51.2
Belmont South - Blacksmiths	2016	F	44.8
Belmont South - Blacksmiths	2016	M	49.5
Charlestown - Dudley	2006	F	49.7
Charlestown - Dudley	2006	M	59.6
Charlestown - Dudley	2011	F	53.2
Charlestown - Dudley	2011	M	62.2
Charlestown - Dudley	2016	F	54.4
Charlestown - Dudley	2016	M	60
Glendale - Cardiff - Hillsborough	2006	F	52.6
Glendale - Cardiff - Hillsborough	2006	M	63.8
Glendale - Cardiff - Hillsborough	2011	F	54.7
Glendale - Cardiff - Hillsborough	2011	M	64.8
Glendale - Cardiff - Hillsborough	2016	F	54.6
Glendale - Cardiff - Hillsborough	2016	M	61.2
Mount Hutton - Windale	2006	F	39.3
Mount Hutton - Windale	2006	M	51.3
Mount Hutton - Windale	2011	F	42.1
Mount Hutton - Windale	2011	M	52.4
Mount Hutton - Windale	2016	F	41.1
Mount Hutton - Windale	2016	M	50.5
Redhead	2006	F	47.9
Redhead	2006	M	54.1
Redhead	2011	F	51.5
Redhead	2011	M	60
Redhead	2016	F	48.5
Redhead	2016	M	57.4
Swansea - Caves Beach	2006	F	39.5
Swansea - Caves Beach	2006	M	50.3
Swansea - Caves Beach	2011	F	42.9
Swansea - Caves Beach	2011	M	52.2
Swansea - Caves Beach	2016	F	44.1
Swansea - Caves Beach	2016	M	51.2
Valentine - Eleebana	2006	F	56.7
Valentine - Eleebana	2006	M	67.7
Valentine - Eleebana	2011	F	57.7
Valentine - Eleebana	2011	M	66.2
Valentine - Eleebana	2016	F	55.4
Valentine - Eleebana	2016	M	60.2
Warners Bay - Boolaroo	2006	F	48.9
Warners Bay - Boolaroo	2006	M	60
Warners Bay - Boolaroo	2011	F	53
Warners Bay - Boolaroo	2011	M	62
Warners Bay - Boolaroo	2016	F	51.3
Warners Bay - Boolaroo	2016	M	59.3
Bolton Point - Teralba	2006	F	40.2
Bolton Point - Teralba	2006	M	52.2
Bolton Point - Teralba	2011	F	42
Bolton Point - Teralba	2011	M	53.9
Bolton Point - Teralba	2016	F	43.6
Bolton Point - Teralba	2016	M	50.7
Bonnells Bay - Silverwater	2006	F	45.3
Bonnells Bay - Silverwater	2006	M	54.6
Bonnells Bay - Silverwater	2011	F	48.6
Bonnells Bay - Silverwater	2011	M	55.9
Bonnells Bay - Silverwater	2016	F	48.4
Bonnells Bay - Silverwater	2016	M	53.3
Edgeworth - Cameron Park	2006	F	50.4
Edgeworth - Cameron Park	2006	M	66.2
Edgeworth - Cameron Park	2011	F	54.7
Edgeworth - Cameron Park	2011	M	67.2
Edgeworth - Cameron Park	2016	F	57.6
Edgeworth - Cameron Park	2016	M	66.2
Morisset - Cooranbong	2006	F	38.9
Morisset - Cooranbong	2006	M	49
Morisset - Cooranbong	2011	F	41.5
Morisset - Cooranbong	2011	M	49.9
Morisset - Cooranbong	2016	F	41.4
Morisset - Cooranbong	2016	M	48.7
Toronto - Awaba	2006	F	40.8
Toronto - Awaba	2006	M	52.9
Toronto - Awaba	2011	F	43
Toronto - Awaba	2011	M	54.5
Toronto - Awaba	2016	F	43.7
Toronto - Awaba	2016	M	50.4
Wangi Wangi - Rathmines	2006	F	48.4
Wangi Wangi - Rathmines	2006	M	57.1
Wangi Wangi - Rathmines	2011	F	50.5
Wangi Wangi - Rathmines	2011	M	58.2
Wangi Wangi - Rathmines	2016	F	48.4
Wangi Wangi - Rathmines	2016	M	52.4
West Wallsend - Barnsley - Killingworth	2006	F	52.4
West Wallsend - Barnsley - Killingworth	2006	M	67.3
West Wallsend - Barnsley - Killingworth	2011	F	56.5
West Wallsend - Barnsley - Killingworth	2011	M	67.4
West Wallsend - Barnsley - Killingworth	2016	F	54.4
West Wallsend - Barnsley - Killingworth	2016	M	62
Adamstown - Kotara	2006	F	50.8
Adamstown - Kotara	2006	M	59.7
Adamstown - Kotara	2011	F	57.2
Adamstown - Kotara	2011	M	65
Adamstown - Kotara	2016	F	58.2
Adamstown - Kotara	2016	M	63.7
Beresfield - Hexham	2006	F	42.1
Beresfield - Hexham	2006	M	57.4
Beresfield - Hexham	2011	F	43.3
Beresfield - Hexham	2011	M	56.3
Beresfield - Hexham	2016	F	42.2
Beresfield - Hexham	2016	M	51.9
Hamilton - Broadmeadow	2006	F	48.9
Hamilton - Broadmeadow	2006	M	55.4
Hamilton - Broadmeadow	2011	F	52.9
Hamilton - Broadmeadow	2011	M	58.3
Hamilton - Broadmeadow	2016	F	55.6
Hamilton - Broadmeadow	2016	M	57.6
Lambton - New Lambton	2006	F	52.4
Lambton - New Lambton	2006	M	62.3
Lambton - New Lambton	2011	F	56
Lambton - New Lambton	2011	M	65.5
Lambton - New Lambton	2016	F	58.2
Lambton - New Lambton	2016	M	62.5
Maryland - Fletcher - Minmi	2006	F	59.7
Maryland - Fletcher - Minmi	2006	M	73.5
Maryland - Fletcher - Minmi	2011	F	62.6
Maryland - Fletcher - Minmi	2011	M	72
Maryland - Fletcher - Minmi	2016	F	62
Maryland - Fletcher - Minmi	2016	M	68.6
Mayfield - Warabrook	2006	F	44.6
Mayfield - Warabrook	2006	M	52.8
Mayfield - Warabrook	2011	F	50.3
Mayfield - Warabrook	2011	M	57.2
Mayfield - Warabrook	2016	F	54
Mayfield - Warabrook	2016	M	56.1
Merewether - The Junction	2006	F	57.8
Merewether - The Junction	2006	M	66.1
Merewether - The Junction	2011	F	60.2
Merewether - The Junction	2011	M	69.2
Merewether - The Junction	2016	F	61.4
Merewether - The Junction	2016	M	66.6
Newcastle - Cooks Hill	2006	F	55.9
Newcastle - Cooks Hill	2006	M	59.6
Newcastle - Cooks Hill	2011	F	61.1
Newcastle - Cooks Hill	2011	M	66.1
Newcastle - Cooks Hill	2016	F	59.5
Newcastle - Cooks Hill	2016	M	63.3
Newcastle Port - Kooragang	2006	F	0
Newcastle Port - Kooragang	2006	M	100
Newcastle Port - Kooragang	2011	F	37.5
Newcastle Port - Kooragang	2011	M	66.7
Newcastle Port - Kooragang	2016	F	0
Newcastle Port - Kooragang	2016	M	42.9
Shortland - Jesmond	2006	F	34.5
Shortland - Jesmond	2006	M	45.8
Shortland - Jesmond	2011	F	39.3
Shortland - Jesmond	2011	M	46.4
Shortland - Jesmond	2016	F	40.4
Shortland - Jesmond	2016	M	44.3
Stockton - Fullerton Cove	2006	F	34.9
Stockton - Fullerton Cove	2006	M	42.8
Stockton - Fullerton Cove	2011	F	39.4
Stockton - Fullerton Cove	2011	M	48.6
Stockton - Fullerton Cove	2016	F	40.2
Stockton - Fullerton Cove	2016	M	44.9
Wallsend - Elermore Vale	2006	F	46.7
Wallsend - Elermore Vale	2006	M	59.7
Wallsend - Elermore Vale	2011	F	48.6
Wallsend - Elermore Vale	2011	M	59.3
Wallsend - Elermore Vale	2016	F	46.9
Wallsend - Elermore Vale	2016	M	54.6
Waratah - North Lambton	2006	F	43.4
Waratah - North Lambton	2006	M	53.4
Waratah - North Lambton	2011	F	47.6
Waratah - North Lambton	2011	M	57.7
Waratah - North Lambton	2016	F	51.8
Waratah - North Lambton	2016	M	56
Wickham - Carrington - Tighes Hill	2006	F	49.6
Wickham - Carrington - Tighes Hill	2006	M	53.6
Wickham - Carrington - Tighes Hill	2011	F	59.1
Wickham - Carrington - Tighes Hill	2011	M	61.3
Wickham - Carrington - Tighes Hill	2016	F	62.9
Wickham - Carrington - Tighes Hill	2016	M	61.5
Ballina	2006	F	39.6
Ballina	2006	M	48.8
Ballina	2011	F	40.4
Ballina	2011	M	48.4
Ballina	2016	F	40.1
Ballina	2016	M	46.1
Ballina Region	2006	F	51.5
Ballina Region	2006	M	61.1
Ballina Region	2011	F	51.7
Ballina Region	2011	M	58.5
Ballina Region	2016	F	50.2
Ballina Region	2016	M	56.3
Bangalow	2006	F	53.6
Bangalow	2006	M	62.6
Bangalow	2011	F	52.9
Bangalow	2011	M	59.8
Bangalow	2016	F	53.2
Bangalow	2016	M	58.8
Brunswick Heads - Ocean Shores	2006	F	44.7
Brunswick Heads - Ocean Shores	2006	M	51.9
Brunswick Heads - Ocean Shores	2011	F	49.8
Brunswick Heads - Ocean Shores	2011	M	53.5
Brunswick Heads - Ocean Shores	2016	F	48.1
Brunswick Heads - Ocean Shores	2016	M	53.1
Byron Bay	2006	F	50.6
Byron Bay	2006	M	54.5
Byron Bay	2011	F	52.6
Byron Bay	2011	M	56.2
Byron Bay	2016	F	51.6
Byron Bay	2016	M	54.4
Evans Head	2006	F	38.3
Evans Head	2006	M	47
Evans Head	2011	F	41
Evans Head	2011	M	47.1
Evans Head	2016	F	43.4
Evans Head	2016	M	45
Lennox Head - Skennars Head	2006	F	60.6
Lennox Head - Skennars Head	2006	M	66
Lennox Head - Skennars Head	2011	F	59.5
Lennox Head - Skennars Head	2011	M	63.3
Lennox Head - Skennars Head	2016	F	59
Lennox Head - Skennars Head	2016	M	62.8
Mullumbimby	2006	F	44.7
Mullumbimby	2006	M	51.5
Mullumbimby	2011	F	48
Mullumbimby	2011	M	52.4
Mullumbimby	2016	F	46.7
Mullumbimby	2016	M	49.7
Casino	2006	F	40.7
Casino	2006	M	53.3
Casino	2011	F	39.6
Casino	2011	M	51.5
Casino	2016	F	39.5
Casino	2016	M	47.5
Casino Region	2006	F	43.6
Casino Region	2006	M	54.4
Casino Region	2011	F	46.1
Casino Region	2011	M	51.9
Casino Region	2016	F	44.4
Casino Region	2016	M	49.6
Goonellabah	2006	F	49.2
Goonellabah	2006	M	59
Goonellabah	2011	F	50.5
Goonellabah	2011	M	58.8
Goonellabah	2016	F	48.4
Goonellabah	2016	M	54.8
Kyogle	2006	F	41.8
Kyogle	2006	M	52
Kyogle	2011	F	43
Kyogle	2011	M	49.7
Kyogle	2016	F	40.9
Kyogle	2016	M	46.2
Lismore	2006	F	44
Lismore	2006	M	53.1
Lismore	2011	F	46.3
Lismore	2011	M	52.8
Lismore	2016	F	46.1
Lismore	2016	M	49
Lismore Region	2006	F	54.6
Lismore Region	2006	M	61
Lismore Region	2011	F	57
Lismore Region	2011	M	59.6
Lismore Region	2016	F	54.6
Lismore Region	2016	M	55.8
Kingscliff - Fingal Head	2006	F	41.4
