SA2_NAME16	Year	SpeaksEnglishOnly	persons
Illawarra Catchment Reserve	2006	0	0
Illawarra Catchment Reserve	2006	1	0
Illawarra Catchment Reserve	2011	0	3
Illawarra Catchment Reserve	2011	1	5
Illawarra Catchment Reserve	2016	0	0
Illawarra Catchment Reserve	2016	1	7
Albion Park - Macquarie Pass	2006	0	749
Albion Park - Macquarie Pass	2006	1	11487
Albion Park - Macquarie Pass	2011	0	755
Albion Park - Macquarie Pass	2011	1	12540
Albion Park - Macquarie Pass	2016	0	823
Albion Park - Macquarie Pass	2016	1	12992
Albion Park Rail	2006	0	411
Albion Park Rail	2006	1	6271
Albion Park Rail	2011	0	453
Albion Park Rail	2011	1	6347
Albion Park Rail	2016	0	406
Albion Park Rail	2016	1	6140
Kiama	2006	0	255
Kiama	2006	1	6035
Kiama	2011	0	330
Kiama	2011	1	6638
Kiama	2016	0	411
Kiama	2016	1	6826
Kiama Downs - Minnamurra	2006	0	189
Kiama Downs - Minnamurra	2006	1	5415
Kiama Downs - Minnamurra	2011	0	194
Kiama Downs - Minnamurra	2011	1	5362
Kiama Downs - Minnamurra	2016	0	231
Kiama Downs - Minnamurra	2016	1	5417
Kiama Hinterland - Gerringong	2006	0	177
Kiama Hinterland - Gerringong	2006	1	6298
Kiama Hinterland - Gerringong	2011	0	208
Kiama Hinterland - Gerringong	2011	1	6611
Kiama Hinterland - Gerringong	2016	0	272
Kiama Hinterland - Gerringong	2016	1	6900
Shellharbour - Flinders	2006	0	1438
Shellharbour - Flinders	2006	1	9214
Shellharbour - Flinders	2011	0	1887
Shellharbour - Flinders	2011	1	11241
Shellharbour - Flinders	2016	0	2113
Shellharbour - Flinders	2016	1	13948
Shellharbour - Oak Flats	2006	0	1317
Shellharbour - Oak Flats	2006	1	7730
Shellharbour - Oak Flats	2011	0	1294
Shellharbour - Oak Flats	2011	1	7985
Shellharbour - Oak Flats	2016	0	1429
Shellharbour - Oak Flats	2016	1	8091
Warilla	2006	0	2584
Warilla	2006	1	16633
Warilla	2011	0	2497
Warilla	2011	1	16694
Warilla	2016	0	2339
Warilla	2016	1	16778
Balgownie - Fairy Meadow	2006	0	3480
Balgownie - Fairy Meadow	2006	1	14696
Balgownie - Fairy Meadow	2011	0	3741
Balgownie - Fairy Meadow	2011	1	15564
Balgownie - Fairy Meadow	2016	0	4182
Balgownie - Fairy Meadow	2016	1	16086
Corrimal - Tarrawanna - Bellambi	2006	0	1959
Corrimal - Tarrawanna - Bellambi	2006	1	12656
Corrimal - Tarrawanna - Bellambi	2011	0	1934
Corrimal - Tarrawanna - Bellambi	2011	1	12684
Corrimal - Tarrawanna - Bellambi	2016	0	1888
Corrimal - Tarrawanna - Bellambi	2016	1	12836
Figtree - Keiraville	2006	0	3695
Figtree - Keiraville	2006	1	14853
Figtree - Keiraville	2011	0	3873
Figtree - Keiraville	2011	1	15238
Figtree - Keiraville	2016	0	4481
Figtree - Keiraville	2016	1	15874
Helensburgh	2006	0	242
Helensburgh	2006	1	7517
Helensburgh	2011	0	296
Helensburgh	2011	1	7846
Helensburgh	2016	0	442
Helensburgh	2016	1	7933
Thirroul - Austinmer - Coalcliff	2006	0	455
Thirroul - Austinmer - Coalcliff	2006	1	9270
Thirroul - Austinmer - Coalcliff	2011	0	493
Thirroul - Austinmer - Coalcliff	2011	1	9697
Thirroul - Austinmer - Coalcliff	2016	0	634
Thirroul - Austinmer - Coalcliff	2016	1	10147
Woonona - Bulli - Russell Vale	2006	0	995
Woonona - Bulli - Russell Vale	2006	1	15820
Woonona - Bulli - Russell Vale	2011	0	1092
Woonona - Bulli - Russell Vale	2011	1	16961
Woonona - Bulli - Russell Vale	2016	0	1227
Woonona - Bulli - Russell Vale	2016	1	17788
Wollongong - East	2006	0	2029
Wollongong - East	2006	1	7006
Wollongong - East	2011	0	3105
Wollongong - East	2011	1	8396
Wollongong - East	2016	0	3289
Wollongong - East	2016	1	9052
Wollongong - West	2006	0	3967
Wollongong - West	2006	1	9632
Wollongong - West	2011	0	4672
Wollongong - West	2011	1	10005
Wollongong - West	2016	0	5380
Wollongong - West	2016	1	10499
Bulahdelah - Stroud	2006	0	55
Bulahdelah - Stroud	2006	1	3924
Bulahdelah - Stroud	2011	0	77
Bulahdelah - Stroud	2011	1	4442
Bulahdelah - Stroud	2016	0	84
Bulahdelah - Stroud	2016	1	4337
Forster	2006	0	211
Forster	2006	1	12439
Forster	2011	0	320
Forster	2011	1	12569
Forster	2016	0	408
Forster	2016	1	12823
Forster-Tuncurry Region	2006	0	108
Forster-Tuncurry Region	2006	1	5285
Forster-Tuncurry Region	2011	0	132
Forster-Tuncurry Region	2011	1	5257
Forster-Tuncurry Region	2016	0	140
Forster-Tuncurry Region	2016	1	5508
Tuncurry	2006	0	130
Tuncurry	2006	1	5376
Tuncurry	2011	0	142
Tuncurry	2011	1	5404
Tuncurry	2016	0	186
Tuncurry	2016	1	5510
Kempsey	2006	0	227
Kempsey	2006	1	12476
Kempsey	2011	0	284
Kempsey	2011	1	12929
Kempsey	2016	0	365
Kempsey	2016	1	12507
Kempsey Region	2006	0	158
Kempsey Region	2006	1	8623
Kempsey Region	2011	0	167
Kempsey Region	2011	1	8359
Kempsey Region	2016	0	175
Kempsey Region	2016	1	8069
Macksville - Scotts Head	2006	0	48
Macksville - Scotts Head	2006	1	4111
Macksville - Scotts Head	2011	0	75
Macksville - Scotts Head	2011	1	4373
Macksville - Scotts Head	2016	0	101
Macksville - Scotts Head	2016	1	4316
Nambucca Heads	2006	0	136
Nambucca Heads	2006	1	6145
Nambucca Heads	2011	0	161
Nambucca Heads	2011	1	6220
Nambucca Heads	2016	0	202
Nambucca Heads	2016	1	5991
Nambucca Heads Region	2006	0	128
Nambucca Heads Region	2006	1	6514
Nambucca Heads Region	2011	0	201
Nambucca Heads Region	2011	1	6895
Nambucca Heads Region	2016	0	153
Nambucca Heads Region	2016	1	6972
South West Rocks	2006	0	52
South West Rocks	2006	1	4180
South West Rocks	2011	0	93
South West Rocks	2011	1	4620
South West Rocks	2016	0	107
South West Rocks	2016	1	4703
Lord Howe Island	2006	0	11
Lord Howe Island	2006	1	328
Lord Howe Island	2011	0	11
Lord Howe Island	2011	1	342
Lord Howe Island	2016	0	22
Lord Howe Island	2016	1	321
Laurieton - Bonny Hills	2006	0	178
Laurieton - Bonny Hills	2006	1	14248
Laurieton - Bonny Hills	2011	0	229
Laurieton - Bonny Hills	2011	1	14911
Laurieton - Bonny Hills	2016	0	301
Laurieton - Bonny Hills	2016	1	15462
Port Macquarie - East	2006	0	571
Port Macquarie - East	2006	1	23910
Port Macquarie - East	2011	0	738
Port Macquarie - East	2011	1	25181
Port Macquarie - East	2016	0	1013
Port Macquarie - East	2016	1	25560
Port Macquarie - West	2006	0	358
Port Macquarie - West	2006	1	12544
Port Macquarie - West	2011	0	439
Port Macquarie - West	2011	1	13743
Port Macquarie - West	2016	0	782
Port Macquarie - West	2016	1	15351
Port Macquarie Region	2006	0	109
Port Macquarie Region	2006	1	4717
Port Macquarie Region	2011	0	133
Port Macquarie Region	2011	1	4675
Port Macquarie Region	2016	0	107
Port Macquarie Region	2016	1	4656
Wauchope	2006	0	121
Wauchope	2006	1	8946
Wauchope	2011	0	163
Wauchope	2011	1	9645
Wauchope	2016	0	196
Wauchope	2016	1	10251
Gloucester	2006	0	54
Gloucester	2006	1	4552
Gloucester	2011	0	68
Gloucester	2011	1	4675
Gloucester	2016	0	88
Gloucester	2016	1	4595
Old Bar - Manning Point - Red Head	2006	0	186
Old Bar - Manning Point - Red Head	2006	1	8150
Old Bar - Manning Point - Red Head	2011	0	238
Old Bar - Manning Point - Red Head	2011	1	8956
Old Bar - Manning Point - Red Head	2016	0	290
Old Bar - Manning Point - Red Head	2016	1	9682
Taree	2006	0	414
Taree	2006	1	18600
Taree	2011	0	508
Taree	2011	1	18685
Taree	2016	0	663
Taree	2016	1	18349
Taree Region	2006	0	172
Taree Region	2006	1	10552
Taree Region	2011	0	190
Taree Region	2011	1	10725
Taree Region	2016	0	188
Taree Region	2016	1	11256
Wingham	2006	0	91
Wingham	2006	1	5356
Wingham	2011	0	85
Wingham	2011	1	5011
Wingham	2016	0	118
Wingham	2016	1	4922
Albury - East	2006	0	377
Albury - East	2006	1	10283
Albury - East	2011	0	577
Albury - East	2011	1	11801
Albury - East	2016	0	797
Albury - East	2016	1	13547
Albury - North	2006	0	316
Albury - North	2006	1	8796
Albury - North	2011	0	491
Albury - North	2011	1	8344
Albury - North	2016	0	632
Albury - North	2016	1	8403
Albury - South	2006	0	417
Albury - South	2006	1	9285
Albury - South	2011	0	687
Albury - South	2011	1	9261
Albury - South	2016	0	705
Albury - South	2016	1	8730
Albury Region	2006	0	128
Albury Region	2006	1	10353
Albury Region	2011	0	182
Albury Region	2011	1	10267
Albury Region	2016	0	220
Albury Region	2016	1	10661
Lavington	2006	0	554
Lavington	2006	1	13096
Lavington	2011	0	768
Lavington	2011	1	12578
Lavington	2016	0	1294
Lavington	2016	1	12125
Hay	2006	0	70
Hay	2006	1	3209
Hay	2011	0	86
Hay	2011	1	2796
Hay	2016	0	112
Hay	2016	1	2504
Wentworth - Buronga	2006	0	212
Wentworth - Buronga	2006	1	5654
Wentworth - Buronga	2011	0	181
Wentworth - Buronga	2011	1	5320
Wentworth - Buronga	2016	0	192
Wentworth - Buronga	2016	1	5149
Wentworth-Balranald Region	2006	0	232
Wentworth-Balranald Region	2006	1	3086
Wentworth-Balranald Region	2011	0	231
Wentworth-Balranald Region	2011	1	3172
Wentworth-Balranald Region	2016	0	199
Wentworth-Balranald Region	2016	1	2985
Corowa	2006	0	84
Corowa	2006	1	5576
Corowa	2011	0	105
Corowa	2011	1	5290
Corowa	2016	0	136
Corowa	2016	1	4958
Corowa Region	2006	0	108
Corowa Region	2006	1	5775
Corowa Region	2011	0	94
Corowa Region	2011	1	6174
Corowa Region	2016	0	107
Corowa Region	2016	1	6036
Deniliquin	2006	0	163
Deniliquin	2006	1	6976
Deniliquin	2011	0	170
Deniliquin	2011	1	6563
Deniliquin	2016	0	266
Deniliquin	2016	1	6492
Deniliquin Region	2006	0	107
Deniliquin Region	2006	1	7028
Deniliquin Region	2011	0	121
Deniliquin Region	2011	1	6394
Deniliquin Region	2016	0	118
Deniliquin Region	2016	1	6011
Moama	2006	0	84
Moama	2006	1	4159
Moama	2011	0	95
Moama	2011	1	4791
Moama	2016	0	156
Moama	2016	1	5305
Tocumwal - Finley - Jerilderie	2006	0	191
Tocumwal - Finley - Jerilderie	2006	1	8826
Tocumwal - Finley - Jerilderie	2011	0	218
Tocumwal - Finley - Jerilderie	2011	1	8661
Tocumwal - Finley - Jerilderie	2016	0	316
Tocumwal - Finley - Jerilderie	2016	1	8426
Armidale	2006	0	1007
Armidale	2006	1	19649
Armidale	2011	0	1524
Armidale	2011	1	19707
Armidale	2016	0	2200
Armidale	2016	1	19446
Armidale Region - North	2006	0	43
Armidale Region - North	2006	1	4043
Armidale Region - North	2011	0	56
Armidale Region - North	2011	1	4044
Armidale Region - North	2016	0	110
Armidale Region - North	2016	1	4062
Armidale Region - South	2006	0	100
Armidale Region - South	2006	1	5461
Armidale Region - South	2011	0	124
Armidale Region - South	2011	1	5627
Armidale Region - South	2016	0	108
Armidale Region - South	2016	1	5521
Walcha	2006	0	37
Walcha	2006	1	3090
Walcha	2011	0	52
Walcha	2011	1	3057
Walcha	2016	0	43
Walcha	2016	1	2819
Glen Innes	2006	0	118
Glen Innes	2006	1	8202
Glen Innes	2011	0	144
Glen Innes	2011	1	8053
Glen Innes	2016	0	189
Glen Innes	2016	1	7633
Inverell	2006	0	168
Inverell	2006	1	10714
Inverell	2011	0	301
Inverell	2011	1	10710
Inverell	2016	0	426
Inverell	2016	1	10447
Inverell Region - East	2006	0	50
Inverell Region - East	2006	1	4532
Inverell Region - East	2011	0	59
Inverell Region - East	2011	1	5063
Inverell Region - East	2016	0	93
Inverell Region - East	2016	1	4585
Inverell Region - West	2006	0	55
Inverell Region - West	2006	1	5796
Inverell Region - West	2011	0	52
Inverell Region - West	2011	1	5430
Inverell Region - West	2016	0	61
Inverell Region - West	2016	1	5345
Tenterfield	2006	0	139
Tenterfield	2006	1	6190
Tenterfield	2011	0	157
Tenterfield	2011	1	6281
Tenterfield	2016	0	163
Tenterfield	2016	1	5730
Moree	2006	0	233
Moree	2006	1	7463
Moree	2011	0	271
Moree	2011	1	7220
Moree	2016	0	357
Moree	2016	1	6846
Moree Region	2006	0	61
Moree Region	2006	1	5551
Moree Region	2011	0	66
Moree Region	2011	1	5283
Moree Region	2016	0	120
Moree Region	2016	1	4669
Narrabri	2006	0	96
Narrabri	2006	1	6275
Narrabri	2011	0	123
Narrabri	2011	1	6446
Narrabri	2016	0	157
Narrabri	2016	1	6307
Narrabri Region	2006	0	61
Narrabri Region	2006	1	4970
Narrabri Region	2011	0	66
Narrabri Region	2011	1	4507
Narrabri Region	2016	0	46
Narrabri Region	2016	1	4143
Gunnedah	2006	0	98
Gunnedah	2006	1	8069
Gunnedah	2011	0	154
Gunnedah	2011	1	8059
Gunnedah	2016	0	239
Gunnedah	2016	1	8267
Gunnedah Region	2006	0	32
Gunnedah Region	2006	1	4060
Gunnedah Region	2011	0	27
Gunnedah Region	2011	1	4294
Gunnedah Region	2016	0	51
Gunnedah Region	2016	1	3703
Quirindi	2006	0	74
Quirindi	2006	1	6977
Quirindi	2011	0	105
Quirindi	2011	1	7066
Quirindi	2016	0	87
Quirindi	2016	1	6907
Tamworth - East	2006	0	321
Tamworth - East	2006	1	18675
Tamworth - East	2011	0	387
Tamworth - East	2011	1	18579
Tamworth - East	2016	0	910
Tamworth - East	2016	1	18104
Tamworth - North	2006	0	269
Tamworth - North	2006	1	11380
Tamworth - North	2011	0	363
Tamworth - North	2011	1	12293
Tamworth - North	2016	0	827
Tamworth - North	2016	1	13093
Tamworth - West	2006	0	88
Tamworth - West	2006	1	4755
Tamworth - West	2011	0	135
Tamworth - West	2011	1	4942
Tamworth - West	2016	0	229
Tamworth - West	2016	1	4784
Tamworth Region	2006	0	207
Tamworth Region	2006	1	15836
Tamworth Region	2011	0	230
Tamworth Region	2011	1	16588
Tamworth Region	2016	0	268
Tamworth Region	2016	1	16797
Belmont - Bennetts Green	2006	0	368
Belmont - Bennetts Green	2006	1	15237
Belmont - Bennetts Green	2011	0	500
Belmont - Bennetts Green	2011	1	16036
Belmont - Bennetts Green	2016	0	627
Belmont - Bennetts Green	2016	1	16323
Belmont South - Blacksmiths	2006	0	79
Belmont South - Blacksmiths	2006	1	5200
Belmont South - Blacksmiths	2011	0	111
Belmont South - Blacksmiths	2011	1	5332
Belmont South - Blacksmiths	2016	0	139
Belmont South - Blacksmiths	2016	1	5217
Charlestown - Dudley	2006	0	1188
Charlestown - Dudley	2006	1	21147
Charlestown - Dudley	2011	0	1334
Charlestown - Dudley	2011	1	21503
Charlestown - Dudley	2016	0	1473
Charlestown - Dudley	2016	1	21509
Glendale - Cardiff - Hillsborough	2006	0	942
Glendale - Cardiff - Hillsborough	2006	1	20962
Glendale - Cardiff - Hillsborough	2011	0	1068
Glendale - Cardiff - Hillsborough	2011	1	21177
Glendale - Cardiff - Hillsborough	2016	0	1319
Glendale - Cardiff - Hillsborough	2016	1	21224
Mount Hutton - Windale	2006	0	225
Mount Hutton - Windale	2006	1	8361
Mount Hutton - Windale	2011	0	260
Mount Hutton - Windale	2011	1	7959
Mount Hutton - Windale	2016	0	312
Mount Hutton - Windale	2016	1	8046
Redhead	2006	0	114
Redhead	2006	1	3069
Redhead	2011	0	117
Redhead	2011	1	3299
Redhead	2016	0	142
Redhead	2016	1	3186
Swansea - Caves Beach	2006	0	241
Swansea - Caves Beach	2006	1	9837
Swansea - Caves Beach	2011	0	249
Swansea - Caves Beach	2011	1	9950
Swansea - Caves Beach	2016	0	314
Swansea - Caves Beach	2016	1	10711
Valentine - Eleebana	2006	0	341
Valentine - Eleebana	2006	1	11127
Valentine - Eleebana	2011	0	427
Valentine - Eleebana	2011	1	11274
Valentine - Eleebana	2016	0	497
Valentine - Eleebana	2016	1	11137
Warners Bay - Boolaroo	2006	0	520
Warners Bay - Boolaroo	2006	1	11689
Warners Bay - Boolaroo	2011	0	596
Warners Bay - Boolaroo	2011	1	11864
Warners Bay - Boolaroo	2016	0	623
Warners Bay - Boolaroo	2016	1	12223
Bolton Point - Teralba	2006	0	195
Bolton Point - Teralba	2006	1	8131
Bolton Point - Teralba	2011	0	279
Bolton Point - Teralba	2011	1	8148
Bolton Point - Teralba	2016	0	288
Bolton Point - Teralba	2016	1	7665
Bonnells Bay - Silverwater	2006	0	236
Bonnells Bay - Silverwater	2006	1	7103
Bonnells Bay - Silverwater	2011	0	287
Bonnells Bay - Silverwater	2011	1	7355
Bonnells Bay - Silverwater	2016	0	356
Bonnells Bay - Silverwater	2016	1	8003
Edgeworth - Cameron Park	2006	0	275
Edgeworth - Cameron Park	2006	1	8965
Edgeworth - Cameron Park	2011	0	455
Edgeworth - Cameron Park	2011	1	10729
Edgeworth - Cameron Park	2016	0	912
Edgeworth - Cameron Park	2016	1	12792
Morisset - Cooranbong	2006	0	532
Morisset - Cooranbong	2006	1	11960
Morisset - Cooranbong	2011	0	595
Morisset - Cooranbong	2011	1	12660
Morisset - Cooranbong	2016	0	721
Morisset - Cooranbong	2016	1	13431
Toronto - Awaba	2006	0	295
Toronto - Awaba	2006	1	12309
Toronto - Awaba	2011	0	377
Toronto - Awaba	2011	1	12429
Toronto - Awaba	2016	0	423
Toronto - Awaba	2016	1	12347
Wangi Wangi - Rathmines	2006	0	181
Wangi Wangi - Rathmines	2006	1	8224
Wangi Wangi - Rathmines	2011	0	216
Wangi Wangi - Rathmines	2011	1	8271
Wangi Wangi - Rathmines	2016	0	261
Wangi Wangi - Rathmines	2016	1	8333
West Wallsend - Barnsley - Killingworth	2006	0	109
West Wallsend - Barnsley - Killingworth	2006	1	5957
West Wallsend - Barnsley - Killingworth	2011	0	91
West Wallsend - Barnsley - Killingworth	2011	1	5838
West Wallsend - Barnsley - Killingworth	2016	0	126
West Wallsend - Barnsley - Killingworth	2016	1	6098
Adamstown - Kotara	2006	0	1061
Adamstown - Kotara	2006	1	12804
Adamstown - Kotara	2011	0	1103
Adamstown - Kotara	2011	1	13535
Adamstown - Kotara	2016	0	1246
Adamstown - Kotara	2016	1	13950
Beresfield - Hexham	2006	0	224
Beresfield - Hexham	2006	1	7843
Beresfield - Hexham	2011	0	244
Beresfield - Hexham	2011	1	7749
Beresfield - Hexham	2016	0	358
Beresfield - Hexham	2016	1	7513
Hamilton - Broadmeadow	2006	0	1198
Hamilton - Broadmeadow	2006	1	9330
Hamilton - Broadmeadow	2011	0	1227
Hamilton - Broadmeadow	2011	1	9838
Hamilton - Broadmeadow	2016	0	1267
Hamilton - Broadmeadow	2016	1	9866
Lambton - New Lambton	2006	0	1039
Lambton - New Lambton	2006	1	14038
Lambton - New Lambton	2011	0	1191
Lambton - New Lambton	2011	1	14628
Lambton - New Lambton	2016	0	1289
Lambton - New Lambton	2016	1	14635
Maryland - Fletcher - Minmi	2006	0	663
Maryland - Fletcher - Minmi	2006	1	9419
Maryland - Fletcher - Minmi	2011	0	878
Maryland - Fletcher - Minmi	2011	1	10104
Maryland - Fletcher - Minmi	2016	0	1482
Maryland - Fletcher - Minmi	2016	1	11707
Mayfield - Warabrook	2006	0	1151
Mayfield - Warabrook	2006	1	12385
Mayfield - Warabrook	2011	0	1377
Mayfield - Warabrook	2011	1	12411
Mayfield - Warabrook	2016	0	1509
Mayfield - Warabrook	2016	1	12450
Merewether - The Junction	2006	0	561
Merewether - The Junction	2006	1	11998
Merewether - The Junction	2011	0	658
Merewether - The Junction	2011	1	12347
Merewether - The Junction	2016	0	713
Merewether - The Junction	2016	1	12269
Newcastle - Cooks Hill	2006	0	548
Newcastle - Cooks Hill	2006	1	7781
Newcastle - Cooks Hill	2011	0	783
Newcastle - Cooks Hill	2011	1	8683
Newcastle - Cooks Hill	2016	0	879
Newcastle - Cooks Hill	2016	1	8996
Newcastle Port - Kooragang	2006	0	0
Newcastle Port - Kooragang	2006	1	8
Newcastle Port - Kooragang	2011	0	0
Newcastle Port - Kooragang	2011	1	16
Newcastle Port - Kooragang	2016	0	0
Newcastle Port - Kooragang	2016	1	20
Shortland - Jesmond	2006	0	1302
Shortland - Jesmond	2006	1	7651
Shortland - Jesmond	2011	0	1784
Shortland - Jesmond	2011	1	7756
Shortland - Jesmond	2016	0	2958
Shortland - Jesmond	2016	1	8083
Stockton - Fullerton Cove	2006	0	82
Stockton - Fullerton Cove	2006	1	5570
Stockton - Fullerton Cove	2011	0	153
Stockton - Fullerton Cove	2011	1	5636
Stockton - Fullerton Cove	2016	0	219
Stockton - Fullerton Cove	2016	1	6411
Wallsend - Elermore Vale	2006	0	1401
Wallsend - Elermore Vale	2006	1	15863
Wallsend - Elermore Vale	2011	0	1674
Wallsend - Elermore Vale	2011	1	16595
Wallsend - Elermore Vale	2016	0	2149
Wallsend - Elermore Vale	2016	1	16616
Waratah - North Lambton	2006	0	859
Waratah - North Lambton	2006	1	9740
Waratah - North Lambton	2011	0	1145
Waratah - North Lambton	2011	1	10138
Waratah - North Lambton	2016	0	1214
Waratah - North Lambton	2016	1	9886
Wickham - Carrington - Tighes Hill	2006	0	365
Wickham - Carrington - Tighes Hill	2006	1	5985
Wickham - Carrington - Tighes Hill	2011	0	476
Wickham - Carrington - Tighes Hill	2011	1	6683
Wickham - Carrington - Tighes Hill	2016	0	540
Wickham - Carrington - Tighes Hill	2016	1	6981
Ballina	2006	0	350
Ballina	2006	1	14988
Ballina	2011	0	531
Ballina	2011	1	14878
Ballina	2016	0	631
Ballina	2016	1	14990
Ballina Region	2006	0	398
Ballina Region	2006	1	14812
Ballina Region	2011	0	488
Ballina Region	2011	1	14729
Ballina Region	2016	0	633
Ballina Region	2016	1	15103
Bangalow	2006	0	206
Bangalow	2006	1	4387
Bangalow	2011	0	276
Bangalow	2011	1	4840
Bangalow	2016	0	292
Bangalow	2016	1	4749
Brunswick Heads - Ocean Shores	2006	0	379
Brunswick Heads - Ocean Shores	2006	1	6805
Brunswick Heads - Ocean Shores	2011	0	421
Brunswick Heads - Ocean Shores	2011	1	7042
Brunswick Heads - Ocean Shores	2016	0	498
Brunswick Heads - Ocean Shores	2016	1	6989
Byron Bay	2006	0	479
Byron Bay	2006	1	7470
Byron Bay	2011	0	606
Byron Bay	2011	1	7381
Byron Bay	2016	0	771
Byron Bay	2016	1	7250
Evans Head	2006	0	64
Evans Head	2006	1	4591
Evans Head	2011	0	72
Evans Head	2011	1	4720
Evans Head	2016	0	86
Evans Head	2016	1	4674
Lennox Head - Skennars Head	2006	0	179
Lennox Head - Skennars Head	2006	1	6257
Lennox Head - Skennars Head	2011	0	262
Lennox Head - Skennars Head	2011	1	6869
Lennox Head - Skennars Head	2016	0	314
Lennox Head - Skennars Head	2016	1	7035
Mullumbimby	2006	0	432
Mullumbimby	2006	1	6366
Mullumbimby	2011	0	545
Mullumbimby	2011	1	6358
Mullumbimby	2016	0	566
Mullumbimby	2016	1	6407
Casino	2006	0	147
Casino	2006	1	10750
Casino	2011	0	204
Casino	2011	1	11093
Casino	2016	0	214
Casino	2016	1	11198
Casino Region	2006	0	129
Casino Region	2006	1	6420
Casino Region	2011	0	151
Casino Region	2011	1	6399
Casino Region	2016	0	140
Casino Region	2016	1	6187
Goonellabah	2006	0	405
Goonellabah	2006	1	11317
Goonellabah	2011	0	539
Goonellabah	2011	1	11833
Goonellabah	2016	0	679
Goonellabah	2016	1	11531
Kyogle	2006	0	200
Kyogle	2006	1	7219
Kyogle	2011	0	202
Kyogle	2011	1	6999
Kyogle	2016	0	192
Kyogle	2016	1	6438
Lismore	2006	0	587
Lismore	2006	1	14229
Lismore	2011	0	678
Lismore	2011	1	14257
Lismore	2016	0	720
Lismore	2016	1	13319
Lismore Region	2006	0	561
Lismore Region	2006	1	13505
Lismore Region	2011	0	608
Lismore Region	2011	1	13531
Lismore Region	2016	0	596
Lismore Region	2016	1	13169
Kingscliff - Fingal Head	2006	0	195
Kingscliff - Fingal Head	2006	1	8759
Kingscliff - Fingal Head	2011	0	291
Kingscliff - Fingal Head	2011	1	10035
Kingscliff - Fingal Head	2016	0	392
Kingscliff - Fingal Head	2016	1	11770
Murwillumbah	2006	0	260
Murwillumbah	2006	1	7136
Murwillumbah	2011	0	296
Murwillumbah	2011	1	7601
Murwillumbah	2016	0	351
Murwillumbah	2016	1	7974
Murwillumbah Region	2006	0	301
Murwillumbah Region	2006	1	8637
Murwillumbah Region	2011	0	361
Murwillumbah Region	2011	1	8675
Murwillumbah Region	2016	0	304
Murwillumbah Region	2016	1	8360
Pottsville	2006	0	289
Pottsville	2006	1	9688
Pottsville	2011	0	376
Pottsville	2011	1	11303
Pottsville	2016	0	492
Pottsville	2016	1	11869
Tweed Heads	2006	0	628
Tweed Heads	2006	1	15022
Tweed Heads	2011	0	828
Tweed Heads	2011	1	16324
