SA2_MAINCODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
109011174,0,0,55,5,0,0,5,0,0,10,3,4,0,0,0,30,0,0,0,0,0,0,3,3,0,4,0,0,8,0,3,6,9,10,18,14,20,6,0,3,3,88,0,5,8,3,7,3,3,0,0,0,0,9,42,79,131,321,281,180,252,211,84,21,11,18,57,1636,4,0,11,3,0,0,0,3,0,0,0,3,21,0,0,4,3,0,0,0,0,0,0,0,3,14,12,3,32,15,3,7,4,3,0,0,0,5,76,4,6,57,31,12,11,7,0,0,0,0,0,124,5,6,51,48,9,16,10,4,0,0,0,0,148,3,5,22,44,20,27,14,0,0,0,0,4,142,0,0,17,35,27,39,27,10,0,0,0,5,154,0,5,17,33,13,30,16,4,3,0,0,0,136,5,0,10,22,17,42,27,8,0,0,0,5,141,4,0,8,12,20,43,31,14,0,0,0,0,133,3,0
109011175,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,3,12,4,3,3,0,0,0,0,3,37,7,0,4,0,3,0,0,0,0,0,0,7,24,142,31,141,167,73,58,40,10,0,3,8,48,712,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,0,0,6,3,3,3,0,0,0,0,0,5,23,6,3,6,10,6,3,0,0,0,0,0,0,41,13,7,14,21,8,11,0,0,0,0,0,3,83,5,0,9,15,11,3,4,0,0,0,0,0,49,13,0,11,22,9,5,6,3,0,0,0,6,77,8,0,3,8,13,10,5,0,0,0,0,4,57,11,0,10,12,7,5,9,0,0,0,0,0,67,12,0,3,7,7,9,8,0,0,0,0,3,50,17,0
109011176,0,4,21,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,22,15,18,17,0,0,0,0,11,88,4,5,16,8,7,4,0,0,0,0,3,20,66,69,109,463,564,248,329,180,33,8,3,15,82,2093,3,0,0,9,3,5,3,0,0,0,3,4,33,0,0,4,12,3,3,0,0,0,0,0,0,28,5,10,25,36,8,15,7,0,0,0,0,3,112,3,3,53,68,19,19,3,3,0,0,0,5,185,3,3,62,98,38,52,18,3,0,0,0,8,285,0,0,14,86,40,49,43,3,0,0,0,3,244,4,7,21,70,43,58,37,8,0,0,0,0,249,3,0,16,47,57,72,52,5,0,0,0,3,252,3,0,11,41,34,72,51,10,0,0,0,3,226,3,0,5,13,21,56,54,6,0,0,0,3,166,0,0
109021177,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,8,3,0,0,0,0,0,0,0,22,0,0,4,3,0,0,0,0,0,0,0,0,10,81,25,137,85,11,14,0,0,0,3,4,23,381,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,0,0,0,0,0,0,5,24,3,0,11,8,4,0,0,0,0,0,0,0,25,4,0,13,15,3,3,0,0,0,0,0,3,37,4,0,8,3,3,0,0,0,0,0,0,0,21,5,3,4,15,8,0,0,0,0,0,0,0,38,4,0,7,3,3,0,0,0,0,0,0,0,20,3,0,10,15,4,0,0,0,0,0,0,0,32,11,0,7,6,3,5,4,0,0,0,0,0,35,8,0
109021178,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,11,0,4,3,3,0,0,0,3,40,3,3,6,3,4,0,0,0,0,0,0,5,19,90,25,142,196,46,45,16,15,3,0,0,17,593,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,12,6,0,5,11,3,0,0,0,0,0,0,0,26,3,0,10,24,3,4,0,0,0,0,0,3,41,6,0,16,20,3,6,5,0,0,0,0,0,63,0,0,11,16,11,3,0,0,0,0,0,0,44,7,0,8,19,9,3,3,0,0,0,0,4,59,7,3,17,22,6,7,5,0,0,0,0,3,66,5,0,10,15,4,9,0,0,0,0,4,3,48,0,0,3,9,6,10,3,3,0,0,0,0,33,5,5
109021179,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,8,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,3,13,135,15,82,89,12,4,3,0,0,0,8,24,382,6,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,3,0,0,0,0,0,0,0,0,18,4,0,11,7,0,0,0,0,0,0,0,0,23,8,0,3,8,0,0,0,0,0,0,0,3,22,11,0,7,8,4,0,0,0,0,0,0,3,28,9,3,3,5,5,0,0,0,0,0,0,5,30,17,0,6,4,6,0,0,0,0,0,0,4,33,13,0,0,9,4,3,0,0,0,0,0,0,36,13,0,6,11,0,6,0,0,0,0,0,0,32,18,0
109031180,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,11,0,0,0,0,0,3,30,0,3,6,5,0,3,0,0,0,0,0,6,23,36,22,125,166,77,92,22,0,3,0,7,25,571,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,3,0,0,0,0,0,0,27,0,0,8,8,10,3,0,0,0,0,0,0,30,7,0,12,26,9,11,0,0,0,0,0,8,62,0,3,11,17,10,12,5,0,0,0,0,0,55,0,0,7,19,5,15,15,0,0,0,0,3,65,0,0,5,16,7,11,3,0,0,0,0,0,48,0,0,3,10,11,16,3,4,0,0,0,3,49,5,3,3,16,8,13,4,0,0,0,0,0,51,0,0
109031181,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,0,20,0,0,3,0,3,3,0,0,0,0,0,3,10,89,28,71,90,54,94,39,9,7,3,5,19,508,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,3,7,0,0,0,0,0,0,18,4,0,3,3,0,4,0,0,0,0,0,0,18,19,4,11,13,9,8,0,0,0,0,0,0,68,3,4,3,12,6,12,4,0,0,0,0,3,50,7,0,10,10,10,6,7,0,0,0,0,3,55,8,0,6,5,6,12,5,0,0,0,0,0,54,10,0,3,4,0,17,18,0,0,0,0,0,57,13,4,3,3,3,15,6,0,0,0,0,0,44,13,0
109031182,0,0,16,0,0,0,0,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,5,4,0,0,0,0,0,40,3,4,20,4,0,3,0,0,0,0,0,10,52,52,47,272,254,61,57,25,13,3,3,3,32,817,0,0,0,0,3,4,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,10,3,3,17,14,6,3,3,0,0,0,0,0,43,3,0,24,21,12,3,4,3,0,0,0,4,75,0,0,27,25,7,11,6,0,0,0,0,6,89,0,0,13,30,15,4,0,0,0,0,0,0,69,0,0,13,25,13,15,8,3,0,0,0,3,76,0,0,7,22,17,13,3,0,0,0,0,5,81,5,0,11,13,8,16,16,0,0,0,0,3,84,0,5,7,17,6,15,18,0,0,0,0,0,77,3,0
109031183,0,0,14,6,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,6,3,0,0,0,0,0,0,3,31,5,0,9,7,0,0,0,0,0,0,0,9,27,227,37,161,99,22,14,10,3,0,0,4,41,625,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,4,0,0,0,3,0,0,0,4,32,8,5,10,14,7,0,0,0,0,0,0,3,39,10,3,26,10,3,0,0,0,0,0,0,0,54,11,3,10,18,3,0,0,0,0,0,0,0,49,15,3,10,6,0,4,0,0,0,0,0,3,47,19,0,12,8,4,0,0,0,0,0,0,0,47,27,4,10,7,3,4,0,0,0,0,0,4,58,17,4,11,6,3,4,0,0,0,0,0,9,56,30,3
109031184,0,0,21,0,0,0,0,0,3,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,3,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,3,19,52,9,19,95,61,136,71,30,3,3,10,15,500,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,12,0,0,3,0,0,3,3,0,0,0,0,0,15,9,0,3,9,13,4,3,3,0,0,0,0,44,4,0,0,13,12,8,6,0,0,0,0,0,44,4,0,3,4,3,15,9,3,0,0,0,3,50,0,0,0,0,9,17,7,4,0,0,0,5,49,4,0,0,0,3,18,25,10,3,0,0,6,63,0,0,0,3,4,17,14,8,0,0,4,0,48,0,0
109031185,0,0,20,3,0,0,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,5,3,4,0,0,0,0,8,46,3,3,9,6,0,0,0,0,0,0,0,10,30,157,70,217,226,69,56,15,6,4,0,10,46,875,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,11,0,0,9,11,0,10,0,0,0,0,0,3,42,4,4,11,16,8,0,0,0,0,0,0,3,52,22,10,34,32,13,8,3,0,0,0,0,6,130,9,0,14,25,7,7,0,0,0,0,0,6,71,5,6,8,34,14,6,8,0,0,0,0,4,101,14,3,10,21,8,13,4,0,0,0,0,5,80,12,0,20,24,10,15,7,0,0,0,0,5,93,11,4,8,20,15,5,7,3,0,0,0,3,81,19,3
110011186,3,0,78,5,0,0,0,0,0,12,17,3,0,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,13,24,22,35,40,25,3,0,3,11,192,4,8,10,10,4,4,6,13,0,0,0,14,79,147,126,336,633,366,515,450,264,25,4,18,94,2996,3,0,6,7,7,14,3,11,4,0,0,0,55,3,3,6,10,3,0,0,4,0,0,0,0,29,14,11,24,31,16,19,15,4,0,0,3,8,140,10,3,45,40,25,22,10,7,0,0,0,0,167,6,5,60,78,52,44,36,16,0,0,0,16,303,13,3,24,65,43,67,60,22,4,0,0,3,299,13,0,17,43,25,72,68,28,8,0,0,3,279,5,3,15,28,41,70,83,48,4,0,0,3,306,7,0,7,30,42,63,80,58,6,4,0,5,307,0,0,6,15,25,44,78,69,3,0,0,3,250,17,0
110011187,0,0,5,4,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,8,5,4,0,0,0,0,0,0,25,4,0,4,0,0,0,0,0,0,0,0,3,9,100,17,83,97,32,32,9,0,7,0,3,29,407,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,3,0,3,0,0,0,0,0,0,16,3,0,3,4,3,0,7,0,0,0,0,0,19,10,3,7,4,5,3,3,0,0,0,0,3,41,7,0,3,4,7,6,7,0,0,0,0,0,37,15,0,7,14,5,9,17,0,0,0,0,0,62,13,0,3,4,10,6,4,0,0,0,0,3,47,15,0,4,3,11,4,12,3,0,0,0,4,55,11,0,3,7,8,5,8,0,0,0,0,3,40,13,0
110011188,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,4,5,3,3,0,0,0,3,31,0,0,3,3,0,0,0,0,0,3,0,0,14,84,16,82,96,42,44,29,22,0,8,3,22,439,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,3,3,3,3,5,0,0,0,0,0,24,3,0,3,8,0,3,0,0,0,0,0,0,25,3,0,10,17,4,8,5,3,0,0,0,0,58,6,0,0,7,4,8,5,0,0,0,0,3,38,12,3,7,6,5,17,3,0,0,0,0,0,53,7,0,5,4,3,6,15,0,0,0,0,3,40,3,0,0,6,4,3,7,0,0,0,0,0,33,9,0,0,9,3,3,13,8,0,0,0,4,54,3,0
110011189,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,11,0,0,0,0,0,0,0,4,36,0,0,3,0,0,0,0,0,0,0,0,3,8,113,21,87,63,22,3,0,0,0,0,3,21,338,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,0,0,0,12,9,0,7,4,0,0,0,0,0,0,0,0,16,3,0,4,4,0,0,0,0,0,0,0,0,14,7,0,3,11,0,0,0,0,0,0,0,0,21,4,0,9,4,3,7,0,0,0,0,0,0,30,8,0,10,6,3,3,0,0,0,0,0,6,32,5,0,8,6,3,3,0,0,0,0,0,3,29,8,0,7,8,4,3,0,0,0,0,0,6,37,8,4,0,7,5,3,0,0,0,0,0,4,31,18,0
110021190,0,0,16,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,9,15,7,6,3,0,0,0,0,0,49,9,7,10,6,0,0,0,0,0,0,0,5,36,100,42,235,257,115,76,18,0,0,3,10,54,901,0,0,0,0,5,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,13,7,10,4,3,0,0,0,0,3,50,3,4,17,17,8,8,4,0,0,0,0,7,71,7,5,29,42,22,29,7,0,0,0,0,4,143,6,3,15,27,13,22,4,4,0,0,0,3,98,9,0,14,27,14,28,8,0,0,0,0,8,116,8,0,6,15,24,19,3,0,0,0,0,3,77,5,0,4,14,9,20,6,0,0,0,0,3,76,4,0,10,10,12,18,7,0,0,0,0,4,59,11,0
110021191,0,0,20,0,0,4,0,0,5,3,5,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,5,7,0,9,21,9,24,9,0,0,0,0,6,76,3,3,8,7,10,0,3,0,0,0,0,17,59,116,74,248,308,155,276,98,40,5,4,13,61,1392,3,0,3,6,0,0,3,0,0,0,3,3,21,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0,14,17,14,10,4,3,0,0,0,5,71,9,4,35,31,11,21,4,0,0,0,0,3,118,27,5,20,49,23,38,13,3,0,0,0,3,183,3,3,11,33,20,42,29,7,0,0,0,3,152,13,5,23,36,24,37,20,5,0,0,0,3,164,9,0,14,29,21,48,27,9,0,0,0,0,161,8,0,7,16,21,27,39,6,3,0,0,7,129,3,0,3,13,17,37,44,9,0,0,0,0,130,0,0
110021192,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,7,7,0,0,0,0,0,0,3,44,4,0,3,0,0,0,0,0,0,0,0,0,11,161,23,98,72,30,10,3,0,4,0,0,22,429,15,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,3,0,0,0,0,0,0,0,3,16,3,6,0,8,7,0,0,0,0,0,0,3,23,24,3,6,10,3,0,0,0,0,0,0,0,41,4,0,5,6,0,0,0,0,0,0,0,3,28,9,3,0,7,0,8,0,0,0,0,0,0,30,12,0,0,15,10,3,0,0,0,0,0,0,43,9,4,8,5,6,3,3,0,0,0,0,3,44,16,0,6,6,5,4,0,0,0,0,0,3,34,3,0
110021193,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,3,3,0,0,0,0,0,0,0,27,3,0,3,4,0,0,0,0,0,0,0,0,13,158,36,134,91,21,8,3,4,0,0,0,31,490,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,8,3,0,0,0,0,0,0,3,25,5,3,15,11,0,3,0,0,0,0,0,0,37,20,3,11,8,3,7,0,0,0,0,0,3,56,11,0,3,4,5,4,0,0,0,0,0,0,29,11,0,11,15,7,6,0,0,0,0,0,3,54,9,0,10,10,3,3,3,0,0,0,0,0,45,13,0,10,12,5,8,5,0,0,0,0,0,51,20,0,7,4,7,5,3,0,0,0,0,4,47,15,0
110021194,0,0,12,3,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,14,3,9,0,0,0,0,0,0,39,0,3,0,8,6,0,0,0,0,0,0,0,26,90,29,163,208,71,42,7,0,0,0,7,23,645,3,0,0,4,3,4,0,0,0,0,0,0,18,3,0,3,3,0,0,0,0,0,0,0,0,14,10,3,6,6,9,3,0,0,0,0,0,0,34,10,3,13,26,9,3,0,0,0,0,0,0,59,12,10,19,21,19,9,0,0,0,0,0,3,92,4,0,4,15,11,11,3,0,0,0,0,3,59,12,0,10,16,12,12,5,0,0,0,0,0,72,8,0,13,13,6,11,3,0,0,0,0,3,67,10,3,7,13,7,13,3,0,0,0,0,3,58,6,0,6,0,5,9,0,0,0,0,0,0,37,4,0
110031195,0,3,47,0,0,0,0,0,8,5,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,25,10,5,6,3,0,0,0,11,86,10,7,23,12,0,3,3,0,0,0,0,12,68,96,51,304,351,104,162,82,45,10,4,6,46,1251,3,0,4,6,0,0,0,0,0,0,0,0,16,0,3,4,4,0,0,0,0,0,0,0,0,16,6,6,11,27,5,9,0,3,0,0,0,4,68,5,3,13,31,3,3,5,0,0,0,0,0,66,4,8,12,40,13,7,10,0,0,0,0,11,106,8,4,11,30,11,13,11,0,0,0,0,3,82,3,4,11,48,17,14,7,7,3,0,0,4,125,5,4,7,30,16,22,10,5,0,0,0,3,99,8,0,12,34,20,26,10,3,0,0,3,6,112,3,8,4,25,5,17,21,9,3,0,0,0,92,5,6
110031196,0,4,37,17,0,3,0,3,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,9,23,0,18,3,6,3,0,0,0,0,0,9,58,17,0,4,0,0,0,0,0,0,0,0,6,26,396,22,200,65,23,29,9,3,0,0,7,65,814,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,10,0,0,0,0,0,0,0,3,31,3,0,3,3,0,0,0,0,0,0,0,6,22,12,4,15,9,3,0,0,0,0,0,0,0,40,11,0,11,9,0,3,0,0,0,0,0,6,40,21,7,9,10,7,3,0,0,0,0,0,3,54,26,0,13,6,3,0,0,0,0,0,0,0,62,39,0,6,15,3,0,3,0,0,0,0,8,78,37,4,17,4,0,4,3,0,0,0,0,10,81,60,0
110031197,3,3,39,0,0,3,0,3,0,0,9,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,8,0,5,5,7,4,0,0,0,45,6,0,8,6,0,3,3,3,0,0,0,9,35,58,54,232,173,73,86,84,52,12,0,9,33,865,0,0,7,3,0,0,0,4,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,12,9,5,0,3,0,0,0,0,0,31,0,4,24,15,3,4,7,4,0,0,0,0,58,5,0,25,14,4,5,3,3,0,0,0,4,65,6,0,9,17,7,14,3,5,0,0,0,0,54,3,0,9,19,8,9,16,6,0,0,0,3,79,3,0,4,18,10,8,12,10,0,0,0,3,72,0,0,6,16,14,5,15,12,0,0,0,0,69,4,0,0,15,8,9,15,16,0,0,0,3,76,4,0
110031198,0,4,19,7,0,3,0,0,3,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,4,11,4,9,13,3,3,0,0,0,0,0,3,39,3,0,10,0,0,0,0,0,0,0,0,6,17,181,31,144,89,24,18,8,0,3,0,0,38,542,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,7,3,0,0,0,0,0,0,3,19,3,0,3,7,3,3,0,0,0,0,0,0,27,12,0,20,11,0,4,0,0,0,0,0,3,47,9,0,11,7,5,3,3,0,0,0,0,0,31,7,0,9,10,0,5,3,0,0,0,0,7,32,12,0,8,9,6,10,0,0,0,0,0,3,51,18,0,0,11,9,4,3,0,0,0,0,5,59,19,0,8,3,0,0,5,0,0,0,0,0,42,22,5
110041199,0,6,65,0,0,0,3,0,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,13,8,0,3,16,6,14,5,7,0,0,3,0,65,3,0,9,16,3,5,3,3,0,0,0,4,42,51,30,171,256,161,181,106,54,11,5,16,44,1090,0,0,4,3,0,4,3,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,9,17,11,3,0,0,0,0,0,0,41,3,7,9,25,8,12,8,0,0,0,0,3,71,6,3,27,28,19,19,10,5,0,0,0,0,116,3,0,7,25,16,21,15,6,0,0,0,5,97,4,0,3,16,15,22,20,10,0,0,0,4,83,0,0,3,13,18,17,23,4,0,0,0,0,81,0,3,3,11,13,26,21,14,0,0,0,0,96,3,0,3,0,7,19,22,17,0,0,0,0,81,4,0
110041200,0,0,32,4,0,0,5,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,5,3,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,5,8,140,18,57,60,40,25,14,10,3,0,4,45,413,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,7,3,0,0,8,3,0,0,0,0,0,0,0,19,17,3,4,9,3,4,3,0,0,0,0,3,47,4,0,0,0,3,4,3,0,0,0,0,0,22,11,0,0,3,5,7,4,0,0,0,3,0,28,13,0,3,3,3,3,4,0,0,0,0,0,30,17,0,0,3,0,6,9,3,0,0,0,8,46,11,0,4,3,4,4,4,0,3,0,0,4,35,9,0
110041201,0,0,19,5,0,0,6,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,13,16,3,4,8,0,0,0,0,6,73,7,3,3,3,0,0,0,0,0,0,0,7,29,179,41,185,219,64,70,42,0,0,0,7,55,861,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,3,0,0,0,0,0,0,20,4,9,21,21,7,7,0,0,0,0,0,6,73,6,3,13,19,12,3,3,0,0,0,0,3,65,10,0,12,14,15,19,3,0,0,0,0,4,70,18,0,12,18,10,11,7,0,0,0,0,4,77,9,3,11,15,12,17,6,0,0,0,0,4,76,10,0,15,18,10,15,9,0,0,0,0,11,84,14,0,10,16,10,19,9,0,0,0,0,4,86,9,3
