SA2_MAINCODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
313051542,0,0,3,5,0,3,0,0,0,5,11,14,9,4,6,3,44,836,133,316,8,38,30,1369,3,5,25,0,4,17,56,0,21,0,3,0,0,29,6,75,9,4,0,3,104,17,12,21,3,3,0,49,29,0,21,0,0,0,54,82,6,45,0,11,0,145,243,23,65,4,3,0,337,277,0,50,0,0,0,330,110,0,25,0,0,0,132,61,0,7,0,3,0,70,20,0,8,0,0,0,34,12,0,3,0,0,0,16,7,0,0,0,0,0,5,7,0,0,0,0,0,8,16,12,8,10,3,4,48,884,152,283,29,39,32,1421
314011382,0,0,0,0,0,0,0,0,0,7,8,0,13,0,3,0,23,432,23,196,15,85,5,746,0,0,15,0,0,12,27,0,0,0,0,0,0,0,0,3,4,4,3,4,16,0,3,3,3,5,0,18,0,0,11,3,3,0,17,3,10,6,0,60,0,81,18,5,31,0,8,0,65,250,3,64,0,0,0,314,129,0,33,0,4,0,167,50,0,8,0,0,0,60,15,0,8,0,0,0,22,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,8,0,0,26,481,26,180,19,88,20,816
314011383,0,0,0,3,0,0,0,0,0,3,6,0,7,0,10,0,29,698,29,161,3,138,5,1034,0,0,8,0,0,3,22,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,9,0,3,0,15,4,4,8,0,4,0,20,12,15,15,0,186,0,230,102,6,27,0,11,0,155,572,0,63,0,0,0,634,233,0,31,0,8,0,266,36,0,4,0,0,0,36,15,0,0,0,0,0,18,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,9,0,5,0,9,0,35,991,35,176,5,229,10,1442
314011384,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,9,130,0,131,0,11,11,283,0,0,17,0,3,9,30,0,0,3,0,0,0,4,0,0,6,0,0,0,6,0,0,5,0,0,0,10,4,0,5,0,0,0,13,9,0,11,0,0,0,19,20,0,20,0,0,0,42,46,0,29,0,4,0,76,19,0,11,0,0,0,24,17,0,3,0,0,0,20,10,0,0,0,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,15,127,3,116,0,11,10,268
314011385,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,5,170,7,63,0,58,7,312,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,52,0,52,0,0,9,0,9,0,15,49,0,20,0,3,0,78,75,0,12,0,0,0,87,27,0,3,0,0,0,31,9,0,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,170,7,58,0,66,3,307
314011386,0,0,0,0,0,3,0,0,0,3,8,0,9,0,0,3,24,757,54,339,7,51,24,1225,0,5,22,0,3,11,40,0,3,4,0,0,0,3,3,5,4,0,0,0,14,0,7,10,0,0,0,19,0,7,20,0,0,0,25,9,12,14,0,42,0,72,54,3,60,0,9,0,132,426,5,145,0,4,0,584,256,0,49,0,4,0,311,44,0,15,0,0,0,59,16,0,0,0,0,0,22,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,4,28,824,51,357,3,65,16,1320
314011387,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,13,144,0,167,0,11,11,335,0,0,19,3,0,11,35,0,0,3,0,0,0,3,0,0,9,0,0,0,6,0,0,4,0,0,0,4,4,0,10,0,0,0,11,3,0,11,0,0,0,18,15,0,18,0,0,0,32,22,0,19,0,0,0,42,29,0,17,0,0,0,41,26,0,15,0,0,0,35,20,0,3,0,0,0,20,13,0,0,0,0,0,19,5,0,4,0,0,0,8,3,0,0,0,0,0,4,3,0,5,0,0,0,6,142,0,126,3,7,15,290
314021388,0,0,0,7,0,0,0,0,0,7,21,11,13,4,3,10,64,1499,285,515,34,116,46,2491,0,9,17,4,3,10,38,0,20,0,5,0,0,25,8,86,10,12,23,0,136,6,71,15,3,40,0,136,33,29,23,0,0,0,84,147,34,66,4,25,5,274,932,37,254,9,15,4,1251,1147,0,187,5,9,13,1364,52,0,5,3,0,0,56,9,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,19,18,17,0,0,7,66,2352,304,595,42,117,38,3443
314021389,0,0,0,7,0,0,0,0,0,6,11,0,8,0,0,0,21,766,44,199,21,66,17,1117,3,3,7,0,0,10,21,0,0,0,0,0,0,3,0,9,3,3,0,0,12,4,14,8,19,6,0,49,4,3,8,0,0,0,17,27,7,12,0,33,0,81,473,12,59,8,20,0,574,1272,3,113,10,14,0,1422,163,0,12,0,0,0,171,35,0,3,0,0,0,41,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,33,2022,60,232,34,85,16,2444
314021390,0,0,0,3,0,3,0,0,0,3,26,0,3,0,3,7,39,1716,18,239,8,97,20,2099,4,0,8,0,0,6,27,0,0,0,3,0,0,3,0,5,3,0,3,0,13,0,0,3,0,0,0,11,12,8,5,0,10,0,26,38,20,14,0,100,0,177,369,28,75,3,19,0,498,2118,5,205,14,24,7,2381,595,0,33,0,8,0,634,136,0,12,0,0,0,145,50,0,9,0,0,0,63,17,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,5,43,0,12,4,5,3,64,3387,64,380,32,180,17,4060
314031391,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,20,576,134,155,8,31,0,910,0,3,6,0,0,3,13,0,7,3,0,0,0,9,0,35,0,0,0,0,39,0,21,7,0,0,0,34,9,16,14,0,0,0,34,13,10,14,0,25,0,62,93,20,31,0,6,0,162,463,3,57,0,3,3,531,12,0,11,0,0,0,23,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,3,0,25,602,128,150,4,39,11,938
314031392,0,0,0,3,0,0,0,0,0,5,5,26,3,0,0,0,31,349,214,127,8,21,11,721,3,5,3,0,0,5,20,0,9,0,0,0,0,9,0,58,6,3,0,0,68,3,32,9,0,0,0,46,3,9,7,3,0,0,33,43,17,12,0,22,0,94,211,21,57,3,4,4,300,149,0,39,3,5,0,201,11,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,0,0,4,24,432,170,146,11,40,16,816
314031393,0,0,0,0,0,0,0,0,0,0,3,6,9,0,4,4,21,346,124,151,5,5,12,650,0,6,4,0,0,10,22,0,8,0,0,0,0,8,3,42,0,0,0,0,46,3,19,13,0,0,0,32,8,7,6,0,0,3,30,31,5,12,0,5,0,59,161,16,55,5,4,5,245,235,3,52,0,6,0,292,19,0,3,0,0,0,27,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,0,0,0,21,475,117,161,6,15,14,792
314031394,0,0,0,0,0,0,0,0,0,3,11,3,11,0,0,3,29,678,72,345,24,31,22,1167,3,11,6,4,3,9,30,0,4,0,0,0,0,4,3,32,0,0,0,0,35,19,19,18,0,3,0,55,29,10,21,7,0,0,67,75,17,40,3,4,0,138,374,9,114,4,11,3,514,467,7,102,13,10,0,603,22,0,4,0,0,0,26,5,0,3,0,0,0,10,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,4,0,5,33,1006,109,320,29,34,13,1513
315011395,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,13,0,63,4,109,54,0,222,0,39,0,3,28,3,68,0,24,0,0,5,0,28,0,108,0,0,3,0,114,0,38,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,9,0,213,0,3,38,3,260
315011396,3,0,3,0,0,3,0,3,0,8,0,14,12,3,30,5,66,131,533,148,206,211,78,1310,3,126,26,15,141,50,364,0,84,0,13,3,0,98,3,297,25,17,13,0,357,13,154,26,20,8,0,215,6,11,18,5,4,0,44,17,12,12,7,3,0,52,36,10,19,5,4,0,81,32,4,24,4,6,0,65,4,0,3,0,5,0,12,0,3,3,0,3,0,7,0,0,3,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,9,10,35,22,3,41,5,115,117,743,168,90,252,65,1439
315011397,0,0,0,0,0,0,0,3,0,3,0,8,10,0,20,3,36,3,17,39,0,95,25,180,0,9,6,0,18,9,41,0,0,0,0,0,0,3,0,4,13,0,13,0,26,0,4,11,0,9,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,19,0,25,3,18,33,0,69,13,132
315011398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,116,0,228,67,0,411,0,100,0,104,25,4,230,0,41,0,22,5,0,69,0,75,0,16,7,0,103,0,22,0,3,0,0,25,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,0,26,0,252,3,144,50,4,454
315011399,0,0,0,0,0,0,0,4,0,4,0,3,0,6,14,0,21,0,168,8,274,102,10,568,0,52,0,9,43,5,114,0,57,0,7,10,0,72,0,240,3,17,12,0,268,0,127,0,6,3,0,136,0,9,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,4,18,0,28,3,494,18,39,98,13,663
315011400,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,35,44,19,203,11,101,81,455,3,8,33,3,33,57,137,3,0,5,0,8,0,17,0,8,31,0,8,0,52,8,3,33,0,15,3,55,11,0,20,0,3,0,35,7,0,29,0,7,0,45,24,0,20,0,5,0,40,4,0,7,0,0,0,17,3,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,6,0,20,58,19,194,3,95,63,433
315011401,0,0,0,0,0,0,0,0,0,3,0,17,14,0,32,3,72,9,279,55,39,270,28,674,0,44,10,3,135,21,210,0,14,0,0,3,0,19,0,27,3,10,26,0,68,0,24,7,3,21,0,51,0,17,4,3,3,0,32,0,34,9,25,6,0,75,0,81,3,3,4,4,96,0,16,6,3,8,0,37,0,6,12,0,0,0,19,0,0,3,0,3,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,0,6,0,29,9,3,28,0,75,9,283,72,57,245,33,692
315011402,0,0,0,0,0,0,0,0,0,0,0,22,3,19,10,0,47,0,553,5,240,71,13,878,0,139,3,15,50,10,227,0,87,0,4,5,0,97,0,276,0,22,3,0,295,0,228,0,14,0,5,243,0,5,0,0,0,0,5,0,5,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,3,5,11,0,64,0,781,6,63,72,18,942
315011403,0,0,0,0,0,4,0,3,0,4,21,3,3,0,44,0,70,162,16,49,3,403,26,658,8,25,3,0,143,9,191,0,0,0,0,4,0,5,0,0,3,0,8,0,13,5,0,0,0,13,0,14,3,0,0,0,7,0,10,0,0,0,0,16,0,20,11,0,3,0,27,0,39,16,0,3,0,15,0,31,46,0,4,0,22,0,74,52,0,4,0,30,3,91,59,0,8,0,20,0,83,46,0,4,0,7,0,55,25,0,0,0,4,0,26,0,0,0,0,3,0,4,20,0,6,0,36,0,59,285,29,45,0,359,18,726
315021404,0,0,0,0,0,3,0,0,0,3,0,18,5,3,40,3,70,3,391,83,107,268,63,915,0,74,13,7,106,31,223,0,66,0,3,0,0,77,0,209,9,20,19,3,261,0,125,13,20,22,0,178,0,23,9,0,9,0,47,0,20,13,0,3,0,37,0,13,11,0,9,0,33,3,3,3,0,0,0,10,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,3,6,25,0,55,4,552,77,65,198,41,935
315021405,0,0,0,3,0,0,0,3,0,11,23,51,32,3,80,12,199,947,553,668,28,645,73,2921,7,72,9,4,234,47,373,0,36,0,0,20,0,60,22,119,12,3,36,0,197,75,124,33,4,30,3,278,106,44,53,3,8,0,217,150,35,81,0,16,0,283,239,31,118,4,22,0,410,326,18,119,0,33,3,506,187,3,76,0,19,0,282,45,0,30,0,3,0,78,18,0,8,0,0,0,27,7,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,6,24,29,20,0,59,6,138,1209,513,573,23,494,59,2867
315021406,0,0,0,0,0,0,0,0,0,0,5,10,17,0,44,3,76,87,110,93,55,237,64,643,0,14,8,0,114,31,177,0,7,0,5,14,0,27,0,30,4,9,13,0,60,10,21,3,11,12,0,63,11,5,7,3,6,0,33,18,7,4,0,4,0,38,33,3,4,3,4,0,46,28,0,13,0,6,0,51,16,0,3,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,3,34,0,53,121,101,70,34,213,33,573
315021407,0,0,0,0,0,0,0,0,0,0,4,0,21,0,28,0,54,27,55,128,7,166,81,467,0,16,27,0,91,36,164,3,10,4,0,3,0,22,5,16,26,0,20,0,75,16,15,25,0,12,0,64,8,0,22,0,0,0,28,0,0,5,0,0,0,8,0,0,5,0,3,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,5,0,31,0,44,43,59,118,4,165,34,427
315031408,0,0,0,0,0,3,0,0,0,3,3,3,12,0,44,3,62,59,102,177,26,240,76,683,0,25,24,3,99,49,205,0,7,10,0,11,0,30,6,34,30,15,27,0,116,19,8,41,11,5,0,87,20,0,11,0,6,0,39,22,0,8,0,8,0,41,3,0,3,0,0,0,10,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,31,0,48,85,78,146,33,193,56,593
315031409,0,0,0,0,0,0,0,0,0,0,10,0,8,0,23,0,41,172,82,127,14,159,38,585,0,14,18,3,67,26,137,0,12,0,0,3,0,17,11,12,25,11,9,0,70,55,16,30,0,3,3,111,32,4,27,0,3,0,73,42,0,20,0,0,0,60,9,0,4,0,3,0,17,3,0,4,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,19,0,34,170,69,130,15,113,37,533
315031410,0,0,0,0,0,0,0,0,0,0,0,8,5,3,38,0,53,7,96,77,28,170,64,450,0,20,17,8,63,28,137,0,24,3,0,7,0,31,0,13,6,0,29,0,50,0,6,19,8,15,0,50,0,4,7,0,3,0,19,0,3,4,0,3,0,17,0,4,0,0,7,0,12,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,17,0,33,4,82,69,18,158,36,368
315031411,0,0,0,0,0,0,0,0,0,0,3,7,18,0,26,3,49,24,107,136,10,168,59,502,0,13,15,0,46,36,120,0,22,9,0,3,0,41,0,38,45,3,32,0,125,3,3,31,0,8,0,51,0,0,11,0,7,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,20,0,31,10,87,121,9,120,39,393
315031412,0,0,3,0,0,4,0,3,0,8,4,6,6,4,43,4,67,172,99,128,21,217,46,682,3,15,14,3,65,31,130,0,12,0,0,13,0,29,12,18,9,6,7,0,56,27,12,19,3,7,0,67,26,5,19,3,5,0,65,49,6,19,0,4,0,79,40,0,22,0,3,0,68,14,0,11,0,9,0,33,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,9,6,4,26,0,47,179,75,135,19,151,37,605
316011413,0,0,0,4,0,3,0,0,0,4,9,10,10,12,7,0,52,687,105,343,38,64,27,1265,4,8,14,0,8,18,47,0,6,5,3,0,0,20,0,29,22,14,11,3,75,5,14,19,0,0,0,41,7,9,17,0,0,0,32,30,6,39,0,0,0,78,133,10,56,0,7,3,205,228,6,87,0,3,0,322,201,0,53,0,3,0,261,80,0,21,0,0,0,99,37,0,4,0,0,0,45,10,0,3,0,0,0,14,3,0,0,0,0,0,3,8,0,0,0,0,0,13,5,3,10,6,7,3,39,756,96,350,26,43,27,1290
316011414,0,0,0,5,0,0,0,0,0,5,7,3,11,0,0,3,23,664,51,287,12,35,19,1062,0,3,10,0,3,14,35,0,4,3,3,3,0,18,3,27,3,0,0,0,32,3,3,9,0,0,0,21,5,5,6,0,0,0,16,7,3,27,0,0,0,42,205,3,48,0,14,0,270,429,0,90,5,15,0,541,226,0,45,0,0,0,278,77,0,18,0,3,0,92,35,0,7,0,0,0,42,15,0,3,0,0,0,19,6,0,3,0,0,0,8,12,0,0,0,0,0,12,11,4,4,0,3,0,22,1037,54,272,13,47,22,1447
316011415,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,3,14,492,66,158,3,7,8,734,0,3,9,0,0,9,20,0,4,0,0,0,0,7,4,17,3,0,0,0,25,0,9,4,0,0,0,17,3,3,6,0,0,0,10,16,3,11,0,0,0,32,139,14,33,0,3,0,196,318,12,61,0,5,0,396,533,0,57,0,0,0,596,106,0,10,0,0,0,121,15,0,4,0,0,0,17,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,0,3,0,3,0,32,1161,71,208,3,15,16,1478
316011416,0,0,0,0,0,0,0,0,0,0,6,0,8,0,6,0,17,703,31,157,20,30,13,954,3,0,7,4,6,10,29,0,4,3,14,3,0,22,3,9,6,0,0,0,19,5,8,3,0,0,0,16,0,6,5,0,0,0,14,16,10,6,0,4,0,41,41,3,16,3,3,0,73,348,5,63,0,3,0,421,331,0,44,0,3,0,376,33,0,3,0,0,0,37,7,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,14,3,4,0,0,0,29,807,39,170,29,26,16,1085
316021417,0,0,0,3,0,0,0,0,0,4,7,5,11,0,0,3,24,554,86,260,0,10,17,935,0,0,13,0,0,9,27,0,4,0,3,0,0,4,0,20,5,0,0,0,28,3,24,11,0,0,0,42,0,7,7,0,0,0,21,4,14,11,0,0,0,28,72,10,50,0,6,0,136,327,3,80,0,3,0,413,121,0,26,0,0,0,151,33,0,3,0,0,0,44,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,6,9,0,0,0,29,583,84,230,9,8,10,936
316021418,0,0,5,3,0,3,0,0,0,8,4,4,13,0,3,0,22,463,56,252,4,24,10,813,0,5,10,0,0,11,28,0,10,0,0,0,0,8,0,26,10,0,3,0,42,3,6,5,0,0,0,18,3,3,9,0,0,0,10,9,0,11,0,0,0,19,82,0,46,0,3,0,136,170,0,52,0,4,0,230,88,0,33,0,0,0,128,45,0,15,0,0,0,59,25,0,3,0,0,0,30,7,0,3,0,0,0,10,4,0,0,0,0,0,5,6,0,3,0,0,0,8,3,6,6,0,0,3,19,464,58,209,0,11,14,756
316021419,0,0,0,3,0,0,0,0,0,4,14,12,9,3,6,0,44,967,203,335,15,45,33,1590,0,15,8,0,0,12,38,0,31,0,0,3,0,33,4,111,6,3,0,3,125,8,18,7,27,3,0,67,10,7,15,4,3,0,32,54,8,40,4,3,0,111,446,9,88,3,12,0,557,294,4,63,5,4,0,364,74,0,22,0,0,0,99,23,0,6,0,0,0,29,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,6,12,13,0,3,0,38,929,213,271,46,43,17,1522
316021420,0,0,0,4,0,0,0,0,0,5,3,3,3,4,0,0,20,839,51,221,20,97,17,1246,0,0,9,0,3,8,17,0,0,0,0,3,0,6,0,19,11,9,5,0,40,0,11,14,3,27,3,56,3,6,9,0,11,0,29,13,15,20,5,37,0,92,107,35,47,0,11,0,202,702,6,106,0,10,3,835,600,0,41,0,4,0,646,52,0,12,0,0,0,63,11,0,0,0,0,0,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,3,3,6,36,1508,87,275,27,124,23,2042
316021421,0,0,3,6,0,0,0,0,0,7,16,5,8,3,8,0,39,790,33,321,5,43,16,1217,0,0,24,0,3,12,37,0,3,0,0,0,0,8,3,17,9,0,0,0,29,7,7,11,0,5,0,26,6,4,12,0,4,0,35,31,0,23,0,3,0,61,189,0,80,0,11,0,285,291,0,97,0,4,3,396,155,0,33,0,0,3,193,82,0,13,0,3,0,91,36,0,3,0,0,0,33,6,0,0,0,4,0,12,7,0,3,0,0,0,4,3,0,0,0,0,0,6,14,4,16,0,4,0,38,832,35,319,4,38,17,1242
316021422,0,0,0,3,0,0,0,0,0,5,16,3,8,0,3,3,29,653,133,293,5,35,13,1136,0,4,11,0,0,11,33,0,16,0,0,0,0,19,0,58,7,5,0,0,72,0,27,10,0,4,0,38,9,11,16,0,0,0,33,28,8,20,0,0,0,60,155,0,60,0,8,0,228,242,0,81,0,6,3,331,94,0,18,0,0,0,116,48,0,6,0,0,0,55,17,0,4,0,0,0,17,6,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,5,13,3,3,0,0,3,22,621,134,241,10,21,19,1046
316021423,0,0,0,7,0,0,0,0,0,5,12,3,14,0,0,3,34,807,67,331,14,23,10,1255,0,3,7,0,0,16,20,0,3,0,0,0,0,5,3,21,0,12,0,0,38,3,19,9,4,0,0,35,0,3,12,3,0,0,20,8,10,10,0,0,0,33,82,0,43,0,0,0,132,347,0,89,0,5,0,451,236,0,49,0,3,0,287,88,0,8,0,3,0,99,27,0,0,0,0,0,28,6,0,0,0,0,0,11,3,0,0,0,0,0,3,8,0,0,0,0,0,8,11,4,6,0,3,0,23,825,65,246,17,21,18,1187
