SA4_NAME16	Year	IndustryOfEmployment	workers
West and North West	2011	Rental hiring and real estate services	482
West and North West	2011	Retail trade	5262
West and North West	2011	Transport postal and warehousing	2470
West and North West	2011	Wholesale trade	1806
West and North West	2016		1672
West and North West	2016	Accommodation and food services	3191
West and North West	2016	Administrative and support services	1461
West and North West	2016	Agriculture forestry and fishing	3722
West and North West	2016	Arts and recreation services	428
West and North West	2016	Construction	3279
West and North West	2016	Education and training	3589
West and North West	2016	Electricity gas water and waste services	499
West and North West	2016	Financial and insurance services	527
West and North West	2016	Health care and social assistance	5810
West and North West	2016	Information media and telecommunications	272
West and North West	2016	Manufacturing	4205
West and North West	2016	Mining	1380
West and North West	2016	Other services	1785
West and North West	2016	Professional scientific and technical services	1355
West and North West	2016	Public administration and safety	2223
West and North West	2016	Rental hiring and real estate services	479
West and North West	2016	Retail trade	4923
West and North West	2016	Transport postal and warehousing	2444
West and North West	2016	Wholesale trade	1087
Migratory - Offshore - Shipping (Tas.)	2006		0
Migratory - Offshore - Shipping (Tas.)	2006	Accommodation and food services	0
Migratory - Offshore - Shipping (Tas.)	2006	Administrative and support services	4
Migratory - Offshore - Shipping (Tas.)	2006	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (Tas.)	2006	Arts and recreation services	0
Migratory - Offshore - Shipping (Tas.)	2006	Construction	3
Migratory - Offshore - Shipping (Tas.)	2006	Education and training	0
Migratory - Offshore - Shipping (Tas.)	2006	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (Tas.)	2006	Financial and insurance services	0
Migratory - Offshore - Shipping (Tas.)	2006	Health care and social assistance	0
Migratory - Offshore - Shipping (Tas.)	2006	Information media and telecommunications	0
Migratory - Offshore - Shipping (Tas.)	2006	Manufacturing	0
Migratory - Offshore - Shipping (Tas.)	2006	Mining	0
Migratory - Offshore - Shipping (Tas.)	2006	Other services	0
Migratory - Offshore - Shipping (Tas.)	2006	Professional scientific and technical services	30
Migratory - Offshore - Shipping (Tas.)	2006	Public administration and safety	5
Migratory - Offshore - Shipping (Tas.)	2006	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (Tas.)	2006	Retail trade	0
Migratory - Offshore - Shipping (Tas.)	2006	Transport postal and warehousing	22
Migratory - Offshore - Shipping (Tas.)	2006	Wholesale trade	0
Migratory - Offshore - Shipping (Tas.)	2011		0
Migratory - Offshore - Shipping (Tas.)	2011	Accommodation and food services	5
Migratory - Offshore - Shipping (Tas.)	2011	Administrative and support services	3
Migratory - Offshore - Shipping (Tas.)	2011	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (Tas.)	2011	Arts and recreation services	8
Migratory - Offshore - Shipping (Tas.)	2011	Construction	3
Migratory - Offshore - Shipping (Tas.)	2011	Education and training	0
Migratory - Offshore - Shipping (Tas.)	2011	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (Tas.)	2011	Financial and insurance services	0
Migratory - Offshore - Shipping (Tas.)	2011	Health care and social assistance	0
Migratory - Offshore - Shipping (Tas.)	2011	Information media and telecommunications	0
Migratory - Offshore - Shipping (Tas.)	2011	Manufacturing	3
Migratory - Offshore - Shipping (Tas.)	2011	Mining	0
Migratory - Offshore - Shipping (Tas.)	2011	Other services	0
Migratory - Offshore - Shipping (Tas.)	2011	Professional scientific and technical services	16
Migratory - Offshore - Shipping (Tas.)	2011	Public administration and safety	4
Migratory - Offshore - Shipping (Tas.)	2011	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (Tas.)	2011	Retail trade	3
Migratory - Offshore - Shipping (Tas.)	2011	Transport postal and warehousing	26
Migratory - Offshore - Shipping (Tas.)	2011	Wholesale trade	0
Migratory - Offshore - Shipping (Tas.)	2016		0
Migratory - Offshore - Shipping (Tas.)	2016	Accommodation and food services	0
Migratory - Offshore - Shipping (Tas.)	2016	Administrative and support services	3
Migratory - Offshore - Shipping (Tas.)	2016	Agriculture forestry and fishing	6
Migratory - Offshore - Shipping (Tas.)	2016	Arts and recreation services	0
Migratory - Offshore - Shipping (Tas.)	2016	Construction	4
Migratory - Offshore - Shipping (Tas.)	2016	Education and training	0
Migratory - Offshore - Shipping (Tas.)	2016	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (Tas.)	2016	Financial and insurance services	0
Migratory - Offshore - Shipping (Tas.)	2016	Health care and social assistance	4
Migratory - Offshore - Shipping (Tas.)	2016	Information media and telecommunications	0
Migratory - Offshore - Shipping (Tas.)	2016	Manufacturing	3
Migratory - Offshore - Shipping (Tas.)	2016	Mining	0
Migratory - Offshore - Shipping (Tas.)	2016	Other services	5
Migratory - Offshore - Shipping (Tas.)	2016	Professional scientific and technical services	0
Migratory - Offshore - Shipping (Tas.)	2016	Public administration and safety	0
Migratory - Offshore - Shipping (Tas.)	2016	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (Tas.)	2016	Retail trade	3
Migratory - Offshore - Shipping (Tas.)	2016	Transport postal and warehousing	19
Migratory - Offshore - Shipping (Tas.)	2016	Wholesale trade	0
No usual address (Tas.)	2006		9
No usual address (Tas.)	2006	Accommodation and food services	17
No usual address (Tas.)	2006	Administrative and support services	10
No usual address (Tas.)	2006	Agriculture forestry and fishing	24
No usual address (Tas.)	2006	Arts and recreation services	5
No usual address (Tas.)	2006	Construction	17
No usual address (Tas.)	2006	Education and training	6
No usual address (Tas.)	2006	Electricity gas water and waste services	8
No usual address (Tas.)	2006	Financial and insurance services	5
No usual address (Tas.)	2006	Health care and social assistance	47
No usual address (Tas.)	2006	Information media and telecommunications	6
No usual address (Tas.)	2006	Manufacturing	34
No usual address (Tas.)	2006	Mining	5
No usual address (Tas.)	2006	Other services	3
No usual address (Tas.)	2006	Professional scientific and technical services	16
No usual address (Tas.)	2006	Public administration and safety	21
No usual address (Tas.)	2006	Rental hiring and real estate services	3
No usual address (Tas.)	2006	Retail trade	30
No usual address (Tas.)	2006	Transport postal and warehousing	11
No usual address (Tas.)	2006	Wholesale trade	4
No usual address (Tas.)	2011		8
No usual address (Tas.)	2011	Accommodation and food services	22
No usual address (Tas.)	2011	Administrative and support services	5
No usual address (Tas.)	2011	Agriculture forestry and fishing	29
No usual address (Tas.)	2011	Arts and recreation services	6
No usual address (Tas.)	2011	Construction	31
No usual address (Tas.)	2011	Education and training	14
No usual address (Tas.)	2011	Electricity gas water and waste services	3
No usual address (Tas.)	2011	Financial and insurance services	3
No usual address (Tas.)	2011	Health care and social assistance	34
No usual address (Tas.)	2011	Information media and telecommunications	7
No usual address (Tas.)	2011	Manufacturing	25
No usual address (Tas.)	2011	Mining	6
No usual address (Tas.)	2011	Other services	9
No usual address (Tas.)	2011	Professional scientific and technical services	18
No usual address (Tas.)	2011	Public administration and safety	29
No usual address (Tas.)	2011	Rental hiring and real estate services	4
No usual address (Tas.)	2011	Retail trade	18
No usual address (Tas.)	2011	Transport postal and warehousing	15
No usual address (Tas.)	2011	Wholesale trade	12
No usual address (Tas.)	2016		18
No usual address (Tas.)	2016	Accommodation and food services	26
No usual address (Tas.)	2016	Administrative and support services	6
No usual address (Tas.)	2016	Agriculture forestry and fishing	13
No usual address (Tas.)	2016	Arts and recreation services	7
No usual address (Tas.)	2016	Construction	18
No usual address (Tas.)	2016	Education and training	9
No usual address (Tas.)	2016	Electricity gas water and waste services	0
No usual address (Tas.)	2016	Financial and insurance services	4
No usual address (Tas.)	2016	Health care and social assistance	30
No usual address (Tas.)	2016	Information media and telecommunications	3
No usual address (Tas.)	2016	Manufacturing	21
No usual address (Tas.)	2016	Mining	3
No usual address (Tas.)	2016	Other services	6
No usual address (Tas.)	2016	Professional scientific and technical services	7
No usual address (Tas.)	2016	Public administration and safety	13
No usual address (Tas.)	2016	Rental hiring and real estate services	4
No usual address (Tas.)	2016	Retail trade	22
No usual address (Tas.)	2016	Transport postal and warehousing	20
No usual address (Tas.)	2016	Wholesale trade	0
Darwin	2006		1257
Darwin	2006	Accommodation and food services	3237
Darwin	2006	Administrative and support services	1653
Darwin	2006	Agriculture forestry and fishing	722
Darwin	2006	Arts and recreation services	1171
Darwin	2006	Construction	4237
Darwin	2006	Education and training	4581
Darwin	2006	Electricity gas water and waste services	357
Darwin	2006	Financial and insurance services	1061
Darwin	2006	Health care and social assistance	4451
Darwin	2006	Information media and telecommunications	909
Darwin	2006	Manufacturing	2597
Darwin	2006	Mining	846
Darwin	2006	Other services	2050
Darwin	2006	Professional scientific and technical services	2871
Darwin	2006	Public administration and safety	11474
Darwin	2006	Rental hiring and real estate services	983
Darwin	2006	Retail trade	5243
Darwin	2006	Transport postal and warehousing	2861
Darwin	2006	Wholesale trade	1678
Darwin	2011		973
Darwin	2011	Accommodation and food services	3763
Darwin	2011	Administrative and support services	1997
Darwin	2011	Agriculture forestry and fishing	572
Darwin	2011	Arts and recreation services	1233
Darwin	2011	Construction	5751
Darwin	2011	Education and training	4941
Darwin	2011	Electricity gas water and waste services	974
Darwin	2011	Financial and insurance services	1045
Darwin	2011	Health care and social assistance	5843
Darwin	2011	Information media and telecommunications	782
Darwin	2011	Manufacturing	2670
Darwin	2011	Mining	1384
Darwin	2011	Other services	2351
Darwin	2011	Professional scientific and technical services	3509
Darwin	2011	Public administration and safety	13607
Darwin	2011	Rental hiring and real estate services	1098
Darwin	2011	Retail trade	5390
Darwin	2011	Transport postal and warehousing	3444
Darwin	2011	Wholesale trade	1702
Darwin	2016		3191
Darwin	2016	Accommodation and food services	4686
Darwin	2016	Administrative and support services	2168
Darwin	2016	Agriculture forestry and fishing	763
Darwin	2016	Arts and recreation services	1453
Darwin	2016	Construction	8541
Darwin	2016	Education and training	5711
Darwin	2016	Electricity gas water and waste services	1285
Darwin	2016	Financial and insurance services	948
Darwin	2016	Health care and social assistance	6739
Darwin	2016	Information media and telecommunications	759
Darwin	2016	Manufacturing	2029
Darwin	2016	Mining	1497
Darwin	2016	Other services	2378
Darwin	2016	Professional scientific and technical services	4622
Darwin	2016	Public administration and safety	13267
Darwin	2016	Rental hiring and real estate services	1199
Darwin	2016	Retail trade	5280
Darwin	2016	Transport postal and warehousing	3401
Darwin	2016	Wholesale trade	1441
Northern Territory - Outback	2006		1540
Northern Territory - Outback	2006	Accommodation and food services	2304
Northern Territory - Outback	2006	Administrative and support services	940
Northern Territory - Outback	2006	Agriculture forestry and fishing	1302
Northern Territory - Outback	2006	Arts and recreation services	595
Northern Territory - Outback	2006	Construction	1800
Northern Territory - Outback	2006	Education and training	2934
Northern Territory - Outback	2006	Electricity gas water and waste services	162
Northern Territory - Outback	2006	Financial and insurance services	303
Northern Territory - Outback	2006	Health care and social assistance	4090
Northern Territory - Outback	2006	Information media and telecommunications	300
Northern Territory - Outback	2006	Manufacturing	1283
Northern Territory - Outback	2006	Mining	839
Northern Territory - Outback	2006	Other services	1073
Northern Territory - Outback	2006	Professional scientific and technical services	1092
Northern Territory - Outback	2006	Public administration and safety	7308
Northern Territory - Outback	2006	Rental hiring and real estate services	300
Northern Territory - Outback	2006	Retail trade	2556
Northern Territory - Outback	2006	Transport postal and warehousing	1093
Northern Territory - Outback	2006	Wholesale trade	451
Northern Territory - Outback	2011		930
Northern Territory - Outback	2011	Accommodation and food services	2245
Northern Territory - Outback	2011	Administrative and support services	968
Northern Territory - Outback	2011	Agriculture forestry and fishing	1264
Northern Territory - Outback	2011	Arts and recreation services	962
Northern Territory - Outback	2011	Construction	2247
Northern Territory - Outback	2011	Education and training	3829
Northern Territory - Outback	2011	Electricity gas water and waste services	339
Northern Territory - Outback	2011	Financial and insurance services	222
Northern Territory - Outback	2011	Health care and social assistance	3976
Northern Territory - Outback	2011	Information media and telecommunications	258
Northern Territory - Outback	2011	Manufacturing	1263
Northern Territory - Outback	2011	Mining	1271
Northern Territory - Outback	2011	Other services	2338
Northern Territory - Outback	2011	Professional scientific and technical services	1270
Northern Territory - Outback	2011	Public administration and safety	6918
Northern Territory - Outback	2011	Rental hiring and real estate services	333
Northern Territory - Outback	2011	Retail trade	2567
Northern Territory - Outback	2011	Transport postal and warehousing	1148
Northern Territory - Outback	2011	Wholesale trade	397
Northern Territory - Outback	2016		1488
Northern Territory - Outback	2016	Accommodation and food services	2178
Northern Territory - Outback	2016	Administrative and support services	933
Northern Territory - Outback	2016	Agriculture forestry and fishing	1270
Northern Territory - Outback	2016	Arts and recreation services	692
Northern Territory - Outback	2016	Construction	1762
Northern Territory - Outback	2016	Education and training	3794
Northern Territory - Outback	2016	Electricity gas water and waste services	339
Northern Territory - Outback	2016	Financial and insurance services	170
Northern Territory - Outback	2016	Health care and social assistance	4585
Northern Territory - Outback	2016	Information media and telecommunications	239
Northern Territory - Outback	2016	Manufacturing	399
Northern Territory - Outback	2016	Mining	1013
Northern Territory - Outback	2016	Other services	1799
Northern Territory - Outback	2016	Professional scientific and technical services	1005
Northern Territory - Outback	2016	Public administration and safety	5278
Northern Territory - Outback	2016	Rental hiring and real estate services	295
Northern Territory - Outback	2016	Retail trade	2155
Northern Territory - Outback	2016	Transport postal and warehousing	1080
Northern Territory - Outback	2016	Wholesale trade	295
Migratory - Offshore - Shipping (NT)	2006		0
Migratory - Offshore - Shipping (NT)	2006	Accommodation and food services	0
Migratory - Offshore - Shipping (NT)	2006	Administrative and support services	0
Migratory - Offshore - Shipping (NT)	2006	Agriculture forestry and fishing	32
Migratory - Offshore - Shipping (NT)	2006	Arts and recreation services	0
Migratory - Offshore - Shipping (NT)	2006	Construction	3
Migratory - Offshore - Shipping (NT)	2006	Education and training	0
Migratory - Offshore - Shipping (NT)	2006	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (NT)	2006	Financial and insurance services	0
Migratory - Offshore - Shipping (NT)	2006	Health care and social assistance	0
Migratory - Offshore - Shipping (NT)	2006	Information media and telecommunications	0
Migratory - Offshore - Shipping (NT)	2006	Manufacturing	5
Migratory - Offshore - Shipping (NT)	2006	Mining	0
Migratory - Offshore - Shipping (NT)	2006	Other services	0
Migratory - Offshore - Shipping (NT)	2006	Professional scientific and technical services	3
Migratory - Offshore - Shipping (NT)	2006	Public administration and safety	0
Migratory - Offshore - Shipping (NT)	2006	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (NT)	2006	Retail trade	31
Migratory - Offshore - Shipping (NT)	2006	Transport postal and warehousing	0
Migratory - Offshore - Shipping (NT)	2006	Wholesale trade	0
Migratory - Offshore - Shipping (NT)	2011		0
Migratory - Offshore - Shipping (NT)	2011	Accommodation and food services	0
Migratory - Offshore - Shipping (NT)	2011	Administrative and support services	3
Migratory - Offshore - Shipping (NT)	2011	Agriculture forestry and fishing	20
Migratory - Offshore - Shipping (NT)	2011	Arts and recreation services	0
Migratory - Offshore - Shipping (NT)	2011	Construction	0
Migratory - Offshore - Shipping (NT)	2011	Education and training	0
Migratory - Offshore - Shipping (NT)	2011	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (NT)	2011	Financial and insurance services	0
Migratory - Offshore - Shipping (NT)	2011	Health care and social assistance	0
Migratory - Offshore - Shipping (NT)	2011	Information media and telecommunications	0
Migratory - Offshore - Shipping (NT)	2011	Manufacturing	7
Migratory - Offshore - Shipping (NT)	2011	Mining	0
Migratory - Offshore - Shipping (NT)	2011	Other services	0
Migratory - Offshore - Shipping (NT)	2011	Professional scientific and technical services	4
Migratory - Offshore - Shipping (NT)	2011	Public administration and safety	28
Migratory - Offshore - Shipping (NT)	2011	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (NT)	2011	Retail trade	0
Migratory - Offshore - Shipping (NT)	2011	Transport postal and warehousing	16
Migratory - Offshore - Shipping (NT)	2011	Wholesale trade	3
Migratory - Offshore - Shipping (NT)	2016		9
Migratory - Offshore - Shipping (NT)	2016	Accommodation and food services	0
Migratory - Offshore - Shipping (NT)	2016	Administrative and support services	0
Migratory - Offshore - Shipping (NT)	2016	Agriculture forestry and fishing	8
Migratory - Offshore - Shipping (NT)	2016	Arts and recreation services	0
Migratory - Offshore - Shipping (NT)	2016	Construction	0
Migratory - Offshore - Shipping (NT)	2016	Education and training	0
Migratory - Offshore - Shipping (NT)	2016	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (NT)	2016	Financial and insurance services	0
Migratory - Offshore - Shipping (NT)	2016	Health care and social assistance	0
Migratory - Offshore - Shipping (NT)	2016	Information media and telecommunications	0
Migratory - Offshore - Shipping (NT)	2016	Manufacturing	0
Migratory - Offshore - Shipping (NT)	2016	Mining	0
Migratory - Offshore - Shipping (NT)	2016	Other services	3
Migratory - Offshore - Shipping (NT)	2016	Professional scientific and technical services	0
Migratory - Offshore - Shipping (NT)	2016	Public administration and safety	0
Migratory - Offshore - Shipping (NT)	2016	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (NT)	2016	Retail trade	0
Migratory - Offshore - Shipping (NT)	2016	Transport postal and warehousing	3
Migratory - Offshore - Shipping (NT)	2016	Wholesale trade	0
No usual address (NT)	2006		17
No usual address (NT)	2006	Accommodation and food services	101
No usual address (NT)	2006	Administrative and support services	36
No usual address (NT)	2006	Agriculture forestry and fishing	35
No usual address (NT)	2006	Arts and recreation services	4
No usual address (NT)	2006	Construction	61
No usual address (NT)	2006	Education and training	21
No usual address (NT)	2006	Electricity gas water and waste services	3
No usual address (NT)	2006	Financial and insurance services	5
No usual address (NT)	2006	Health care and social assistance	41
No usual address (NT)	2006	Information media and telecommunications	8
No usual address (NT)	2006	Manufacturing	34
No usual address (NT)	2006	Mining	23
No usual address (NT)	2006	Other services	11
No usual address (NT)	2006	Professional scientific and technical services	14
No usual address (NT)	2006	Public administration and safety	48
No usual address (NT)	2006	Rental hiring and real estate services	3
No usual address (NT)	2006	Retail trade	66
No usual address (NT)	2006	Transport postal and warehousing	33
No usual address (NT)	2006	Wholesale trade	12
No usual address (NT)	2011		13
No usual address (NT)	2011	Accommodation and food services	112
No usual address (NT)	2011	Administrative and support services	18
No usual address (NT)	2011	Agriculture forestry and fishing	37
No usual address (NT)	2011	Arts and recreation services	13
No usual address (NT)	2011	Construction	63
No usual address (NT)	2011	Education and training	19
No usual address (NT)	2011	Electricity gas water and waste services	3
No usual address (NT)	2011	Financial and insurance services	4
No usual address (NT)	2011	Health care and social assistance	58
No usual address (NT)	2011	Information media and telecommunications	0
No usual address (NT)	2011	Manufacturing	14
No usual address (NT)	2011	Mining	32
No usual address (NT)	2011	Other services	17
No usual address (NT)	2011	Professional scientific and technical services	31
No usual address (NT)	2011	Public administration and safety	47
No usual address (NT)	2011	Rental hiring and real estate services	7
No usual address (NT)	2011	Retail trade	41
No usual address (NT)	2011	Transport postal and warehousing	39
No usual address (NT)	2011	Wholesale trade	8
No usual address (NT)	2016		36
No usual address (NT)	2016	Accommodation and food services	86
No usual address (NT)	2016	Administrative and support services	26
No usual address (NT)	2016	Agriculture forestry and fishing	51
No usual address (NT)	2016	Arts and recreation services	12
No usual address (NT)	2016	Construction	63
No usual address (NT)	2016	Education and training	33
No usual address (NT)	2016	Electricity gas water and waste services	3
No usual address (NT)	2016	Financial and insurance services	4
No usual address (NT)	2016	Health care and social assistance	47
No usual address (NT)	2016	Information media and telecommunications	5
No usual address (NT)	2016	Manufacturing	10
No usual address (NT)	2016	Mining	14
No usual address (NT)	2016	Other services	9
No usual address (NT)	2016	Professional scientific and technical services	29
No usual address (NT)	2016	Public administration and safety	60
No usual address (NT)	2016	Rental hiring and real estate services	5
No usual address (NT)	2016	Retail trade	40
No usual address (NT)	2016	Transport postal and warehousing	25
No usual address (NT)	2016	Wholesale trade	6
Australian Capital Territory	2006		3276
Australian Capital Territory	2006	Accommodation and food services	10279
Australian Capital Territory	2006	Administrative and support services	4411
Australian Capital Territory	2006	Agriculture forestry and fishing	491
Australian Capital Territory	2006	Arts and recreation services	3233
Australian Capital Territory	2006	Construction	9587
Australian Capital Territory	2006	Education and training	15772
Australian Capital Territory	2006	Electricity gas water and waste services	1237
Australian Capital Territory	2006	Financial and insurance services	3541
Australian Capital Territory	2006	Health care and social assistance	15511
Australian Capital Territory	2006	Information media and telecommunications	3835
Australian Capital Territory	2006	Manufacturing	4686
Australian Capital Territory	2006	Mining	91
Australian Capital Territory	2006	Other services	5944
Australian Capital Territory	2006	Professional scientific and technical services	16722
Australian Capital Territory	2006	Public administration and safety	52993
Australian Capital Territory	2006	Rental hiring and real estate services	2384
Australian Capital Territory	2006	Retail trade	15297
Australian Capital Territory	2006	Transport postal and warehousing	4196
Australian Capital Territory	2006	Wholesale trade	2491
Australian Capital Territory	2011		2833
Australian Capital Territory	2011	Accommodation and food services	11259
Australian Capital Territory	2011	Administrative and support services	4611
Australian Capital Territory	2011	Agriculture forestry and fishing	353
Australian Capital Territory	2011	Arts and recreation services	3294
Australian Capital Territory	2011	Construction	11963
Australian Capital Territory	2011	Education and training	17128
Australian Capital Territory	2011	Electricity gas water and waste services	1489
Australian Capital Territory	2011	Financial and insurance services	3550
Australian Capital Territory	2011	Health care and social assistance	17935
Australian Capital Territory	2011	Information media and telecommunications	3659
Australian Capital Territory	2011	Manufacturing	4015
Australian Capital Territory	2011	Mining	95
Australian Capital Territory	2011	Other services	6208
Australian Capital Territory	2011	Professional scientific and technical services	19122
Australian Capital Territory	2011	Public administration and safety	64050
Australian Capital Territory	2011	Rental hiring and real estate services	2430
Australian Capital Territory	2011	Retail trade	14823
Australian Capital Territory	2011	Transport postal and warehousing	4396
Australian Capital Territory	2011	Wholesale trade	2419
Australian Capital Territory	2016		5346
Australian Capital Territory	2016	Accommodation and food services	13391
Australian Capital Territory	2016	Administrative and support services	5227
Australian Capital Territory	2016	Agriculture forestry and fishing	590
Australian Capital Territory	2016	Arts and recreation services	3586
Australian Capital Territory	2016	Construction	12012
Australian Capital Territory	2016	Education and training	19629
Australian Capital Territory	2016	Electricity gas water and waste services	1447
Australian Capital Territory	2016	Financial and insurance services	3164
Australian Capital Territory	2016	Health care and social assistance	21297
Australian Capital Territory	2016	Information media and telecommunications	3625
Australian Capital Territory	2016	Manufacturing	3377
Australian Capital Territory	2016	Mining	115
Australian Capital Territory	2016	Other services	6102
Australian Capital Territory	2016	Professional scientific and technical services	19287
Australian Capital Territory	2016	Public administration and safety	63236
Australian Capital Territory	2016	Rental hiring and real estate services	2660
Australian Capital Territory	2016	Retail trade	14588
Australian Capital Territory	2016	Transport postal and warehousing	4708
Australian Capital Territory	2016	Wholesale trade	2042
Migratory - Offshore - Shipping (ACT)	2006		0
Migratory - Offshore - Shipping (ACT)	2006	Accommodation and food services	0
Migratory - Offshore - Shipping (ACT)	2006	Administrative and support services	0
Migratory - Offshore - Shipping (ACT)	2006	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (ACT)	2006	Arts and recreation services	0
Migratory - Offshore - Shipping (ACT)	2006	Construction	0
Migratory - Offshore - Shipping (ACT)	2006	Education and training	0
Migratory - Offshore - Shipping (ACT)	2006	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (ACT)	2006	Financial and insurance services	0
Migratory - Offshore - Shipping (ACT)	2006	Health care and social assistance	0
Migratory - Offshore - Shipping (ACT)	2006	Information media and telecommunications	0
Migratory - Offshore - Shipping (ACT)	2006	Manufacturing	0
Migratory - Offshore - Shipping (ACT)	2006	Mining	0
Migratory - Offshore - Shipping (ACT)	2006	Other services	0
Migratory - Offshore - Shipping (ACT)	2006	Professional scientific and technical services	0
Migratory - Offshore - Shipping (ACT)	2006	Public administration and safety	0
Migratory - Offshore - Shipping (ACT)	2006	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (ACT)	2006	Retail trade	0
Migratory - Offshore - Shipping (ACT)	2006	Transport postal and warehousing	0
Migratory - Offshore - Shipping (ACT)	2006	Wholesale trade	0
Migratory - Offshore - Shipping (ACT)	2011		0
Migratory - Offshore - Shipping (ACT)	2011	Accommodation and food services	0
Migratory - Offshore - Shipping (ACT)	2011	Administrative and support services	0
Migratory - Offshore - Shipping (ACT)	2011	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (ACT)	2011	Arts and recreation services	0
Migratory - Offshore - Shipping (ACT)	2011	Construction	0
Migratory - Offshore - Shipping (ACT)	2011	Education and training	0
Migratory - Offshore - Shipping (ACT)	2011	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (ACT)	2011	Financial and insurance services	0
Migratory - Offshore - Shipping (ACT)	2011	Health care and social assistance	0
Migratory - Offshore - Shipping (ACT)	2011	Information media and telecommunications	0
Migratory - Offshore - Shipping (ACT)	2011	Manufacturing	0
Migratory - Offshore - Shipping (ACT)	2011	Mining	0
Migratory - Offshore - Shipping (ACT)	2011	Other services	0
Migratory - Offshore - Shipping (ACT)	2011	Professional scientific and technical services	0
Migratory - Offshore - Shipping (ACT)	2011	Public administration and safety	0
Migratory - Offshore - Shipping (ACT)	2011	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (ACT)	2011	Retail trade	0
Migratory - Offshore - Shipping (ACT)	2011	Transport postal and warehousing	0
Migratory - Offshore - Shipping (ACT)	2011	Wholesale trade	0
Migratory - Offshore - Shipping (ACT)	2016		0
Migratory - Offshore - Shipping (ACT)	2016	Accommodation and food services	0
Migratory - Offshore - Shipping (ACT)	2016	Administrative and support services	0
Migratory - Offshore - Shipping (ACT)	2016	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (ACT)	2016	Arts and recreation services	0
Migratory - Offshore - Shipping (ACT)	2016	Construction	0
Migratory - Offshore - Shipping (ACT)	2016	Education and training	0
Migratory - Offshore - Shipping (ACT)	2016	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (ACT)	2016	Financial and insurance services	0
Migratory - Offshore - Shipping (ACT)	2016	Health care and social assistance	0
Migratory - Offshore - Shipping (ACT)	2016	Information media and telecommunications	0
Migratory - Offshore - Shipping (ACT)	2016	Manufacturing	0
Migratory - Offshore - Shipping (ACT)	2016	Mining	0
Migratory - Offshore - Shipping (ACT)	2016	Other services	0
Migratory - Offshore - Shipping (ACT)	2016	Professional scientific and technical services	0
Migratory - Offshore - Shipping (ACT)	2016	Public administration and safety	0
Migratory - Offshore - Shipping (ACT)	2016	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (ACT)	2016	Retail trade	0
Migratory - Offshore - Shipping (ACT)	2016	Transport postal and warehousing	0
Migratory - Offshore - Shipping (ACT)	2016	Wholesale trade	0
No usual address (ACT)	2006		7
No usual address (ACT)	2006	Accommodation and food services	29
No usual address (ACT)	2006	Administrative and support services	21
No usual address (ACT)	2006	Agriculture forestry and fishing	0
No usual address (ACT)	2006	Arts and recreation services	11
No usual address (ACT)	2006	Construction	32
No usual address (ACT)	2006	Education and training	17
No usual address (ACT)	2006	Electricity gas water and waste services	0
No usual address (ACT)	2006	Financial and insurance services	3
No usual address (ACT)	2006	Health care and social assistance	21
No usual address (ACT)	2006	Information media and telecommunications	6
No usual address (ACT)	2006	Manufacturing	8
No usual address (ACT)	2006	Mining	0
No usual address (ACT)	2006	Other services	4
No usual address (ACT)	2006	Professional scientific and technical services	19
No usual address (ACT)	2006	Public administration and safety	88
No usual address (ACT)	2006	Rental hiring and real estate services	0
No usual address (ACT)	2006	Retail trade	23
No usual address (ACT)	2006	Transport postal and warehousing	4
No usual address (ACT)	2006	Wholesale trade	3
No usual address (ACT)	2011		12
No usual address (ACT)	2011	Accommodation and food services	23
No usual address (ACT)	2011	Administrative and support services	5
No usual address (ACT)	2011	Agriculture forestry and fishing	0
No usual address (ACT)	2011	Arts and recreation services	11
No usual address (ACT)	2011	Construction	26
No usual address (ACT)	2011	Education and training	20
No usual address (ACT)	2011	Electricity gas water and waste services	0
No usual address (ACT)	2011	Financial and insurance services	0
No usual address (ACT)	2011	Health care and social assistance	43
No usual address (ACT)	2011	Information media and telecommunications	10
No usual address (ACT)	2011	Manufacturing	3
No usual address (ACT)	2011	Mining	0
No usual address (ACT)	2011	Other services	11
No usual address (ACT)	2011	Professional scientific and technical services	22
