SA4_NAME16	Year	Age	NonSchoolQualification	adults
Sydney - Outer West and Blue Mountains	2011	15-19	Advanced Diploma and Diploma	132
Sydney - Outer West and Blue Mountains	2011	15-19	Bachelor	9
Sydney - Outer West and Blue Mountains	2011	15-19	Graduate Diploma and Graduate Certificate	0
Sydney - Outer West and Blue Mountains	2011	15-19	Postgraduate	3
Sydney - Outer West and Blue Mountains	2011	20-24		1726
Sydney - Outer West and Blue Mountains	2011	20-24	Certificate nfd	310
Sydney - Outer West and Blue Mountains	2011	20-24	Certificate I and II Level	503
Sydney - Outer West and Blue Mountains	2011	20-24	Certificate III and IV Level	4421
Sydney - Outer West and Blue Mountains	2011	20-24	Advanced Diploma and Diploma	1263
Sydney - Outer West and Blue Mountains	2011	20-24	Bachelor	1588
Sydney - Outer West and Blue Mountains	2011	20-24	Graduate Diploma and Graduate Certificate	52
Sydney - Outer West and Blue Mountains	2011	20-24	Postgraduate	150
Sydney - Outer West and Blue Mountains	2011	25-34		2977
Sydney - Outer West and Blue Mountains	2011	25-34	Certificate nfd	607
Sydney - Outer West and Blue Mountains	2011	25-34	Certificate I and II Level	836
Sydney - Outer West and Blue Mountains	2011	25-34	Certificate III and IV Level	9411
Sydney - Outer West and Blue Mountains	2011	25-34	Advanced Diploma and Diploma	3551
Sydney - Outer West and Blue Mountains	2011	25-34	Bachelor	5664
Sydney - Outer West and Blue Mountains	2011	25-34	Graduate Diploma and Graduate Certificate	457
Sydney - Outer West and Blue Mountains	2011	25-34	Postgraduate	1036
Sydney - Outer West and Blue Mountains	2011	35-44		3281
Sydney - Outer West and Blue Mountains	2011	35-44	Certificate nfd	862
Sydney - Outer West and Blue Mountains	2011	35-44	Certificate I and II Level	651
Sydney - Outer West and Blue Mountains	2011	35-44	Certificate III and IV Level	8649
Sydney - Outer West and Blue Mountains	2011	35-44	Advanced Diploma and Diploma	4309
Sydney - Outer West and Blue Mountains	2011	35-44	Bachelor	5488
Sydney - Outer West and Blue Mountains	2011	35-44	Graduate Diploma and Graduate Certificate	656
Sydney - Outer West and Blue Mountains	2011	35-44	Postgraduate	1351
Sydney - Outer West and Blue Mountains	2011	45-54		3869
Sydney - Outer West and Blue Mountains	2011	45-54	Certificate nfd	998
Sydney - Outer West and Blue Mountains	2011	45-54	Certificate I and II Level	580
Sydney - Outer West and Blue Mountains	2011	45-54	Certificate III and IV Level	8356
Sydney - Outer West and Blue Mountains	2011	45-54	Advanced Diploma and Diploma	3877
Sydney - Outer West and Blue Mountains	2011	45-54	Bachelor	4656
Sydney - Outer West and Blue Mountains	2011	45-54	Graduate Diploma and Graduate Certificate	850
Sydney - Outer West and Blue Mountains	2011	45-54	Postgraduate	1497
Sydney - Outer West and Blue Mountains	2011	55-64		3813
Sydney - Outer West and Blue Mountains	2011	55-64	Certificate nfd	912
Sydney - Outer West and Blue Mountains	2011	55-64	Certificate I and II Level	400
Sydney - Outer West and Blue Mountains	2011	55-64	Certificate III and IV Level	6009
Sydney - Outer West and Blue Mountains	2011	55-64	Advanced Diploma and Diploma	3141
Sydney - Outer West and Blue Mountains	2011	55-64	Bachelor	3611
Sydney - Outer West and Blue Mountains	2011	55-64	Graduate Diploma and Graduate Certificate	833
Sydney - Outer West and Blue Mountains	2011	55-64	Postgraduate	1304
Sydney - Outer West and Blue Mountains	2011	65-74		2867
Sydney - Outer West and Blue Mountains	2011	65-74	Certificate nfd	411
Sydney - Outer West and Blue Mountains	2011	65-74	Certificate I and II Level	131
Sydney - Outer West and Blue Mountains	2011	65-74	Certificate III and IV Level	2760
Sydney - Outer West and Blue Mountains	2011	65-74	Advanced Diploma and Diploma	1410
Sydney - Outer West and Blue Mountains	2011	65-74	Bachelor	1392
Sydney - Outer West and Blue Mountains	2011	65-74	Graduate Diploma and Graduate Certificate	247
Sydney - Outer West and Blue Mountains	2011	65-74	Postgraduate	476
Sydney - Outer West and Blue Mountains	2011	75-84		2090
Sydney - Outer West and Blue Mountains	2011	75-84	Certificate nfd	168
Sydney - Outer West and Blue Mountains	2011	75-84	Certificate I and II Level	28
Sydney - Outer West and Blue Mountains	2011	75-84	Certificate III and IV Level	1060
Sydney - Outer West and Blue Mountains	2011	75-84	Advanced Diploma and Diploma	564
Sydney - Outer West and Blue Mountains	2011	75-84	Bachelor	494
Sydney - Outer West and Blue Mountains	2011	75-84	Graduate Diploma and Graduate Certificate	51
Sydney - Outer West and Blue Mountains	2011	75-84	Postgraduate	132
Sydney - Outer West and Blue Mountains	2011	85+		1140
Sydney - Outer West and Blue Mountains	2011	85+	Certificate nfd	46
Sydney - Outer West and Blue Mountains	2011	85+	Certificate I and II Level	13
Sydney - Outer West and Blue Mountains	2011	85+	Certificate III and IV Level	303
Sydney - Outer West and Blue Mountains	2011	85+	Advanced Diploma and Diploma	152
Sydney - Outer West and Blue Mountains	2011	85+	Bachelor	129
Sydney - Outer West and Blue Mountains	2011	85+	Graduate Diploma and Graduate Certificate	11
Sydney - Outer West and Blue Mountains	2011	85+	Postgraduate	22
Sydney - Outer West and Blue Mountains	2016	15-19		1449
Sydney - Outer West and Blue Mountains	2016	15-19	Certificate nfd	118
Sydney - Outer West and Blue Mountains	2016	15-19	Certificate I and II Level	227
Sydney - Outer West and Blue Mountains	2016	15-19	Certificate III and IV Level	957
Sydney - Outer West and Blue Mountains	2016	15-19	Advanced Diploma and Diploma	197
Sydney - Outer West and Blue Mountains	2016	15-19	Bachelor	11
Sydney - Outer West and Blue Mountains	2016	15-19	Graduate Diploma and Graduate Certificate	10
Sydney - Outer West and Blue Mountains	2016	15-19	Postgraduate	0
Sydney - Outer West and Blue Mountains	2016	20-24		1581
Sydney - Outer West and Blue Mountains	2016	20-24	Certificate nfd	333
Sydney - Outer West and Blue Mountains	2016	20-24	Certificate I and II Level	406
Sydney - Outer West and Blue Mountains	2016	20-24	Certificate III and IV Level	4488
Sydney - Outer West and Blue Mountains	2016	20-24	Advanced Diploma and Diploma	1464
Sydney - Outer West and Blue Mountains	2016	20-24	Bachelor	1936
Sydney - Outer West and Blue Mountains	2016	20-24	Graduate Diploma and Graduate Certificate	70
Sydney - Outer West and Blue Mountains	2016	20-24	Postgraduate	192
Sydney - Outer West and Blue Mountains	2016	25-34		3546
Sydney - Outer West and Blue Mountains	2016	25-34	Certificate nfd	708
Sydney - Outer West and Blue Mountains	2016	25-34	Certificate I and II Level	661
Sydney - Outer West and Blue Mountains	2016	25-34	Certificate III and IV Level	10809
Sydney - Outer West and Blue Mountains	2016	25-34	Advanced Diploma and Diploma	4567
Sydney - Outer West and Blue Mountains	2016	25-34	Bachelor	6666
Sydney - Outer West and Blue Mountains	2016	25-34	Graduate Diploma and Graduate Certificate	572
Sydney - Outer West and Blue Mountains	2016	25-34	Postgraduate	2146
Sydney - Outer West and Blue Mountains	2016	35-44		3308
Sydney - Outer West and Blue Mountains	2016	35-44	Certificate nfd	987
Sydney - Outer West and Blue Mountains	2016	35-44	Certificate I and II Level	607
Sydney - Outer West and Blue Mountains	2016	35-44	Certificate III and IV Level	9205
Sydney - Outer West and Blue Mountains	2016	35-44	Advanced Diploma and Diploma	4870
Sydney - Outer West and Blue Mountains	2016	35-44	Bachelor	6645
Sydney - Outer West and Blue Mountains	2016	35-44	Graduate Diploma and Graduate Certificate	813
Sydney - Outer West and Blue Mountains	2016	35-44	Postgraduate	2137
Sydney - Outer West and Blue Mountains	2016	45-54		3293
Sydney - Outer West and Blue Mountains	2016	45-54	Certificate nfd	1097
Sydney - Outer West and Blue Mountains	2016	45-54	Certificate I and II Level	485
Sydney - Outer West and Blue Mountains	2016	45-54	Certificate III and IV Level	8928
Sydney - Outer West and Blue Mountains	2016	45-54	Advanced Diploma and Diploma	4561
Sydney - Outer West and Blue Mountains	2016	45-54	Bachelor	4912
Sydney - Outer West and Blue Mountains	2016	45-54	Graduate Diploma and Graduate Certificate	851
Sydney - Outer West and Blue Mountains	2016	45-54	Postgraduate	1798
Sydney - Outer West and Blue Mountains	2016	55-64		3378
Sydney - Outer West and Blue Mountains	2016	55-64	Certificate nfd	1282
Sydney - Outer West and Blue Mountains	2016	55-64	Certificate I and II Level	411
Sydney - Outer West and Blue Mountains	2016	55-64	Certificate III and IV Level	6931
Sydney - Outer West and Blue Mountains	2016	55-64	Advanced Diploma and Diploma	3913
Sydney - Outer West and Blue Mountains	2016	55-64	Bachelor	4417
Sydney - Outer West and Blue Mountains	2016	55-64	Graduate Diploma and Graduate Certificate	1019
Sydney - Outer West and Blue Mountains	2016	55-64	Postgraduate	1697
Sydney - Outer West and Blue Mountains	2016	65-74		3172
Sydney - Outer West and Blue Mountains	2016	65-74	Certificate nfd	944
Sydney - Outer West and Blue Mountains	2016	65-74	Certificate I and II Level	223
Sydney - Outer West and Blue Mountains	2016	65-74	Certificate III and IV Level	3856
Sydney - Outer West and Blue Mountains	2016	65-74	Advanced Diploma and Diploma	2148
Sydney - Outer West and Blue Mountains	2016	65-74	Bachelor	2423
Sydney - Outer West and Blue Mountains	2016	65-74	Graduate Diploma and Graduate Certificate	501
Sydney - Outer West and Blue Mountains	2016	65-74	Postgraduate	919
Sydney - Outer West and Blue Mountains	2016	75-84		2084
Sydney - Outer West and Blue Mountains	2016	75-84	Certificate nfd	295
Sydney - Outer West and Blue Mountains	2016	75-84	Certificate I and II Level	58
Sydney - Outer West and Blue Mountains	2016	75-84	Certificate III and IV Level	1474
Sydney - Outer West and Blue Mountains	2016	75-84	Advanced Diploma and Diploma	785
Sydney - Outer West and Blue Mountains	2016	75-84	Bachelor	771
Sydney - Outer West and Blue Mountains	2016	75-84	Graduate Diploma and Graduate Certificate	93
Sydney - Outer West and Blue Mountains	2016	75-84	Postgraduate	240
Sydney - Outer West and Blue Mountains	2016	85+		1034
Sydney - Outer West and Blue Mountains	2016	85+	Certificate nfd	121
Sydney - Outer West and Blue Mountains	2016	85+	Certificate I and II Level	21
Sydney - Outer West and Blue Mountains	2016	85+	Certificate III and IV Level	389
Sydney - Outer West and Blue Mountains	2016	85+	Advanced Diploma and Diploma	191
Sydney - Outer West and Blue Mountains	2016	85+	Bachelor	181
Sydney - Outer West and Blue Mountains	2016	85+	Graduate Diploma and Graduate Certificate	11
Sydney - Outer West and Blue Mountains	2016	85+	Postgraduate	32
Sydney - Parramatta	2006	15-19		3438
Sydney - Parramatta	2006	15-19	Certificate nfd	105
Sydney - Parramatta	2006	15-19	Certificate I and II Level	215
Sydney - Parramatta	2006	15-19	Certificate III and IV Level	639
Sydney - Parramatta	2006	15-19	Advanced Diploma and Diploma	223
Sydney - Parramatta	2006	15-19	Bachelor	53
Sydney - Parramatta	2006	15-19	Graduate Diploma and Graduate Certificate	3
Sydney - Parramatta	2006	15-19	Postgraduate	15
Sydney - Parramatta	2006	20-24		3962
Sydney - Parramatta	2006	20-24	Certificate nfd	376
Sydney - Parramatta	2006	20-24	Certificate I and II Level	530
Sydney - Parramatta	2006	20-24	Certificate III and IV Level	2785
Sydney - Parramatta	2006	20-24	Advanced Diploma and Diploma	2222
Sydney - Parramatta	2006	20-24	Bachelor	4324
Sydney - Parramatta	2006	20-24	Graduate Diploma and Graduate Certificate	76
Sydney - Parramatta	2006	20-24	Postgraduate	436
Sydney - Parramatta	2006	25-34		8140
Sydney - Parramatta	2006	25-34	Certificate nfd	1005
Sydney - Parramatta	2006	25-34	Certificate I and II Level	834
Sydney - Parramatta	2006	25-34	Certificate III and IV Level	6693
Sydney - Parramatta	2006	25-34	Advanced Diploma and Diploma	5602
Sydney - Parramatta	2006	25-34	Bachelor	13074
Sydney - Parramatta	2006	25-34	Graduate Diploma and Graduate Certificate	746
Sydney - Parramatta	2006	25-34	Postgraduate	4187
Sydney - Parramatta	2006	35-44		7501
Sydney - Parramatta	2006	35-44	Certificate nfd	1032
Sydney - Parramatta	2006	35-44	Certificate I and II Level	656
Sydney - Parramatta	2006	35-44	Certificate III and IV Level	6430
Sydney - Parramatta	2006	35-44	Advanced Diploma and Diploma	5114
Sydney - Parramatta	2006	35-44	Bachelor	8840
Sydney - Parramatta	2006	35-44	Graduate Diploma and Graduate Certificate	625
Sydney - Parramatta	2006	35-44	Postgraduate	2925
Sydney - Parramatta	2006	45-54		6105
Sydney - Parramatta	2006	45-54	Certificate nfd	997
Sydney - Parramatta	2006	45-54	Certificate I and II Level	477
Sydney - Parramatta	2006	45-54	Certificate III and IV Level	5374
Sydney - Parramatta	2006	45-54	Advanced Diploma and Diploma	3666
Sydney - Parramatta	2006	45-54	Bachelor	5724
Sydney - Parramatta	2006	45-54	Graduate Diploma and Graduate Certificate	653
Sydney - Parramatta	2006	45-54	Postgraduate	1918
Sydney - Parramatta	2006	55-64		4772
Sydney - Parramatta	2006	55-64	Certificate nfd	745
Sydney - Parramatta	2006	55-64	Certificate I and II Level	246
Sydney - Parramatta	2006	55-64	Certificate III and IV Level	4214
Sydney - Parramatta	2006	55-64	Advanced Diploma and Diploma	2204
Sydney - Parramatta	2006	55-64	Bachelor	2872
Sydney - Parramatta	2006	55-64	Graduate Diploma and Graduate Certificate	341
Sydney - Parramatta	2006	55-64	Postgraduate	898
Sydney - Parramatta	2006	65-74		3831
Sydney - Parramatta	2006	65-74	Certificate nfd	306
Sydney - Parramatta	2006	65-74	Certificate I and II Level	96
Sydney - Parramatta	2006	65-74	Certificate III and IV Level	2463
Sydney - Parramatta	2006	65-74	Advanced Diploma and Diploma	1030
Sydney - Parramatta	2006	65-74	Bachelor	1138
Sydney - Parramatta	2006	65-74	Graduate Diploma and Graduate Certificate	117
Sydney - Parramatta	2006	65-74	Postgraduate	269
Sydney - Parramatta	2006	75-84		3734
Sydney - Parramatta	2006	75-84	Certificate nfd	154
Sydney - Parramatta	2006	75-84	Certificate I and II Level	42
Sydney - Parramatta	2006	75-84	Certificate III and IV Level	1420
Sydney - Parramatta	2006	75-84	Advanced Diploma and Diploma	476
Sydney - Parramatta	2006	75-84	Bachelor	417
Sydney - Parramatta	2006	75-84	Graduate Diploma and Graduate Certificate	43
Sydney - Parramatta	2006	75-84	Postgraduate	64
Sydney - Parramatta	2006	85+		1635
Sydney - Parramatta	2006	85+	Certificate nfd	31
Sydney - Parramatta	2006	85+	Certificate I and II Level	7
Sydney - Parramatta	2006	85+	Certificate III and IV Level	308
Sydney - Parramatta	2006	85+	Advanced Diploma and Diploma	116
Sydney - Parramatta	2006	85+	Bachelor	100
Sydney - Parramatta	2006	85+	Graduate Diploma and Graduate Certificate	7
Sydney - Parramatta	2006	85+	Postgraduate	11
Sydney - Parramatta	2011	15-19		2638
Sydney - Parramatta	2011	15-19	Certificate nfd	80
Sydney - Parramatta	2011	15-19	Certificate I and II Level	179
Sydney - Parramatta	2011	15-19	Certificate III and IV Level	616
Sydney - Parramatta	2011	15-19	Advanced Diploma and Diploma	191
Sydney - Parramatta	2011	15-19	Bachelor	55
Sydney - Parramatta	2011	15-19	Graduate Diploma and Graduate Certificate	4
Sydney - Parramatta	2011	15-19	Postgraduate	9
Sydney - Parramatta	2011	20-24		3531
Sydney - Parramatta	2011	20-24	Certificate nfd	323
Sydney - Parramatta	2011	20-24	Certificate I and II Level	412
Sydney - Parramatta	2011	20-24	Certificate III and IV Level	3221
Sydney - Parramatta	2011	20-24	Advanced Diploma and Diploma	3060
Sydney - Parramatta	2011	20-24	Bachelor	4424
Sydney - Parramatta	2011	20-24	Graduate Diploma and Graduate Certificate	101
Sydney - Parramatta	2011	20-24	Postgraduate	515
Sydney - Parramatta	2011	25-34		7938
Sydney - Parramatta	2011	25-34	Certificate nfd	789
Sydney - Parramatta	2011	25-34	Certificate I and II Level	774
Sydney - Parramatta	2011	25-34	Certificate III and IV Level	7350
Sydney - Parramatta	2011	25-34	Advanced Diploma and Diploma	7586
Sydney - Parramatta	2011	25-34	Bachelor	18776
Sydney - Parramatta	2011	25-34	Graduate Diploma and Graduate Certificate	1098
Sydney - Parramatta	2011	25-34	Postgraduate	8631
Sydney - Parramatta	2011	35-44		6040
Sydney - Parramatta	2011	35-44	Certificate nfd	975
Sydney - Parramatta	2011	35-44	Certificate I and II Level	705
Sydney - Parramatta	2011	35-44	Certificate III and IV Level	6834
Sydney - Parramatta	2011	35-44	Advanced Diploma and Diploma	6405
Sydney - Parramatta	2011	35-44	Bachelor	11424
Sydney - Parramatta	2011	35-44	Graduate Diploma and Graduate Certificate	981
Sydney - Parramatta	2011	35-44	Postgraduate	4641
Sydney - Parramatta	2011	45-54		5558
Sydney - Parramatta	2011	45-54	Certificate nfd	1010
Sydney - Parramatta	2011	45-54	Certificate I and II Level	592
Sydney - Parramatta	2011	45-54	Certificate III and IV Level	6143
Sydney - Parramatta	2011	45-54	Advanced Diploma and Diploma	4648
Sydney - Parramatta	2011	45-54	Bachelor	7198
Sydney - Parramatta	2011	45-54	Graduate Diploma and Graduate Certificate	724
