SA4_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
Ballarat	2006	3	1	20800	49
Ballarat	2006	3	1	26000	155
Ballarat	2006	3	1	33800	167
Ballarat	2006	3	1	41600	243
Ballarat	2006	3	1	52000	835
Ballarat	2006	3	1	78000	478
Ballarat	2006	3	1	104000	214
Ballarat	2006	3	1	130000	152
Ballarat	2006	3	1	156000	106
Ballarat	2006	3	1	208000	14
Ballarat	2006	4	0		65
Ballarat	2006	4	0	-1	4
Ballarat	2006	4	0	52	3
Ballarat	2006	4	0	7800	11
Ballarat	2006	4	0	15600	13
Ballarat	2006	4	0	20800	6
Ballarat	2006	4	0	26000	77
Ballarat	2006	4	0	33800	45
Ballarat	2006	4	0	41600	22
Ballarat	2006	4	0	52000	20
Ballarat	2006	4	0	78000	13
Ballarat	2006	4	0	104000	0
Ballarat	2006	4	0	130000	3
Ballarat	2006	4	0	156000	0
Ballarat	2006	4	0	208000	0
Ballarat	2006	4	1		212
Ballarat	2006	4	1	-1	0
Ballarat	2006	4	1	52	3
Ballarat	2006	4	1	7800	4
Ballarat	2006	4	1	15600	3
Ballarat	2006	4	1	20800	17
Ballarat	2006	4	1	26000	52
Ballarat	2006	4	1	33800	54
Ballarat	2006	4	1	41600	101
Ballarat	2006	4	1	52000	305
Ballarat	2006	4	1	78000	131
Ballarat	2006	4	1	104000	64
Ballarat	2006	4	1	130000	42
Ballarat	2006	4	1	156000	26
Ballarat	2006	4	1	208000	14
Ballarat	2011	1	0		387
Ballarat	2011	1	0	-1	38
Ballarat	2011	1	0	52	56
Ballarat	2011	1	0	7800	173
Ballarat	2011	1	0	15600	339
Ballarat	2011	1	0	20800	496
Ballarat	2011	1	0	26000	215
Ballarat	2011	1	0	33800	592
Ballarat	2011	1	0	41600	442
Ballarat	2011	1	0	52000	640
Ballarat	2011	1	0	78000	215
Ballarat	2011	1	0	104000	72
Ballarat	2011	1	0	130000	42
Ballarat	2011	1	0	156000	11
Ballarat	2011	1	0	208000	6
Ballarat	2011	1	1		740
Ballarat	2011	1	1	-1	21
Ballarat	2011	1	1	52	10
Ballarat	2011	1	1	7800	42
Ballarat	2011	1	1	15600	21
Ballarat	2011	1	1	20800	37
Ballarat	2011	1	1	26000	187
Ballarat	2011	1	1	33800	273
Ballarat	2011	1	1	41600	404
Ballarat	2011	1	1	52000	1200
Ballarat	2011	1	1	78000	888
Ballarat	2011	1	1	104000	677
Ballarat	2011	1	1	130000	399
Ballarat	2011	1	1	156000	357
Ballarat	2011	1	1	208000	107
Ballarat	2011	2	0		247
Ballarat	2011	2	0	-1	12
Ballarat	2011	2	0	52	14
Ballarat	2011	2	0	7800	64
Ballarat	2011	2	0	15600	144
Ballarat	2011	2	0	20800	360
Ballarat	2011	2	0	26000	91
Ballarat	2011	2	0	33800	263
Ballarat	2011	2	0	41600	195
Ballarat	2011	2	0	52000	291
Ballarat	2011	2	0	78000	125
Ballarat	2011	2	0	104000	44
Ballarat	2011	2	0	130000	30
Ballarat	2011	2	0	156000	5
Ballarat	2011	2	0	208000	0
Ballarat	2011	2	1		755
Ballarat	2011	2	1	-1	20
Ballarat	2011	2	1	52	3
Ballarat	2011	2	1	7800	17
Ballarat	2011	2	1	15600	23
Ballarat	2011	2	1	20800	27
Ballarat	2011	2	1	26000	133
Ballarat	2011	2	1	33800	249
Ballarat	2011	2	1	41600	462
Ballarat	2011	2	1	52000	1320
Ballarat	2011	2	1	78000	1132
Ballarat	2011	2	1	104000	839
Ballarat	2011	2	1	130000	568
Ballarat	2011	2	1	156000	445
Ballarat	2011	2	1	208000	166
Ballarat	2011	3	0		129
Ballarat	2011	3	0	-1	3
Ballarat	2011	3	0	52	3
Ballarat	2011	3	0	7800	23
Ballarat	2011	3	0	15600	54
Ballarat	2011	3	0	20800	151
Ballarat	2011	3	0	26000	24
Ballarat	2011	3	0	33800	116
Ballarat	2011	3	0	41600	58
Ballarat	2011	3	0	52000	99
Ballarat	2011	3	0	78000	42
Ballarat	2011	3	0	104000	20
Ballarat	2011	3	0	130000	4
Ballarat	2011	3	0	156000	8
Ballarat	2011	3	0	208000	0
Ballarat	2011	3	1		427
Ballarat	2011	3	1	-1	4
Ballarat	2011	3	1	52	3
Ballarat	2011	3	1	7800	6
Ballarat	2011	3	1	15600	5
Ballarat	2011	3	1	20800	13
Ballarat	2011	3	1	26000	60
Ballarat	2011	3	1	33800	115
Ballarat	2011	3	1	41600	172
Ballarat	2011	3	1	52000	639
Ballarat	2011	3	1	78000	501
Ballarat	2011	3	1	104000	346
Ballarat	2011	3	1	130000	282
Ballarat	2011	3	1	156000	225
Ballarat	2011	3	1	208000	87
Ballarat	2011	4	0		61
Ballarat	2011	4	0	-1	0
Ballarat	2011	4	0	52	0
Ballarat	2011	4	0	7800	8
Ballarat	2011	4	0	15600	18
Ballarat	2011	4	0	20800	46
Ballarat	2011	4	0	26000	15
Ballarat	2011	4	0	33800	60
Ballarat	2011	4	0	41600	25
Ballarat	2011	4	0	52000	43
Ballarat	2011	4	0	78000	8
Ballarat	2011	4	0	104000	4
Ballarat	2011	4	0	130000	4
Ballarat	2011	4	0	156000	0
Ballarat	2011	4	0	208000	0
Ballarat	2011	4	1		199
Ballarat	2011	4	1	-1	3
Ballarat	2011	4	1	52	0
Ballarat	2011	4	1	7800	3
Ballarat	2011	4	1	15600	6
Ballarat	2011	4	1	20800	3
Ballarat	2011	4	1	26000	35
Ballarat	2011	4	1	33800	45
Ballarat	2011	4	1	41600	66
Ballarat	2011	4	1	52000	230
Ballarat	2011	4	1	78000	189
Ballarat	2011	4	1	104000	104
Ballarat	2011	4	1	130000	74
Ballarat	2011	4	1	156000	66
Ballarat	2011	4	1	208000	29
Ballarat	2016	1	0		408
Ballarat	2016	1	0	-1	46
Ballarat	2016	1	0	52	25
Ballarat	2016	1	0	7800	108
Ballarat	2016	1	0	15600	159
Ballarat	2016	1	0	20800	350
Ballarat	2016	1	0	26000	465
Ballarat	2016	1	0	33800	496
Ballarat	2016	1	0	41600	513
Ballarat	2016	1	0	52000	731
Ballarat	2016	1	0	78000	331
Ballarat	2016	1	0	104000	130
Ballarat	2016	1	0	130000	46
Ballarat	2016	1	0	156000	36
Ballarat	2016	1	0	208000	25
Ballarat	2016	1	1		703
Ballarat	2016	1	1	-1	20
Ballarat	2016	1	1	52	13
Ballarat	2016	1	1	7800	21
Ballarat	2016	1	1	15600	11
Ballarat	2016	1	1	20800	38
Ballarat	2016	1	1	26000	92
Ballarat	2016	1	1	33800	196
Ballarat	2016	1	1	41600	334
Ballarat	2016	1	1	52000	1015
Ballarat	2016	1	1	78000	979
Ballarat	2016	1	1	104000	862
Ballarat	2016	1	1	130000	524
Ballarat	2016	1	1	156000	472
Ballarat	2016	1	1	208000	309
Ballarat	2016	2	0		233
Ballarat	2016	2	0	-1	26
Ballarat	2016	2	0	52	6
Ballarat	2016	2	0	7800	57
Ballarat	2016	2	0	15600	87
Ballarat	2016	2	0	20800	155
Ballarat	2016	2	0	26000	288
Ballarat	2016	2	0	33800	273
Ballarat	2016	2	0	41600	192
Ballarat	2016	2	0	52000	336
Ballarat	2016	2	0	78000	175
Ballarat	2016	2	0	104000	94
Ballarat	2016	2	0	130000	31
Ballarat	2016	2	0	156000	33
Ballarat	2016	2	0	208000	5
Ballarat	2016	2	1		802
Ballarat	2016	2	1	-1	20
Ballarat	2016	2	1	52	10
Ballarat	2016	2	1	7800	26
Ballarat	2016	2	1	15600	10
Ballarat	2016	2	1	20800	42
Ballarat	2016	2	1	26000	83
Ballarat	2016	2	1	33800	137
Ballarat	2016	2	1	41600	255
Ballarat	2016	2	1	52000	1104
Ballarat	2016	2	1	78000	1141
Ballarat	2016	2	1	104000	1124
Ballarat	2016	2	1	130000	745
Ballarat	2016	2	1	156000	703
Ballarat	2016	2	1	208000	458
Ballarat	2016	3	0		103
Ballarat	2016	3	0	-1	10
Ballarat	2016	3	0	52	0
Ballarat	2016	3	0	7800	24
Ballarat	2016	3	0	15600	35
Ballarat	2016	3	0	20800	59
Ballarat	2016	3	0	26000	95
Ballarat	2016	3	0	33800	118
Ballarat	2016	3	0	41600	91
Ballarat	2016	3	0	52000	119
Ballarat	2016	3	0	78000	58
Ballarat	2016	3	0	104000	25
Ballarat	2016	3	0	130000	13
Ballarat	2016	3	0	156000	13
Ballarat	2016	3	0	208000	4
Ballarat	2016	3	1		404
Ballarat	2016	3	1	-1	9
Ballarat	2016	3	1	52	8
Ballarat	2016	3	1	7800	3
Ballarat	2016	3	1	15600	3
Ballarat	2016	3	1	20800	22
Ballarat	2016	3	1	26000	28
Ballarat	2016	3	1	33800	50
Ballarat	2016	3	1	41600	96
Ballarat	2016	3	1	52000	465
Ballarat	2016	3	1	78000	493
Ballarat	2016	3	1	104000	414
Ballarat	2016	3	1	130000	279
Ballarat	2016	3	1	156000	291
Ballarat	2016	3	1	208000	244
Ballarat	2016	4	0		66
Ballarat	2016	4	0	-1	0
Ballarat	2016	4	0	52	4
Ballarat	2016	4	0	7800	11
Ballarat	2016	4	0	15600	9
Ballarat	2016	4	0	20800	13
Ballarat	2016	4	0	26000	44
Ballarat	2016	4	0	33800	49
Ballarat	2016	4	0	41600	43
Ballarat	2016	4	0	52000	47
Ballarat	2016	4	0	78000	13
Ballarat	2016	4	0	104000	3
Ballarat	2016	4	0	130000	3
Ballarat	2016	4	0	156000	7
Ballarat	2016	4	0	208000	0
Ballarat	2016	4	1		199
Ballarat	2016	4	1	-1	3
Ballarat	2016	4	1	52	0
Ballarat	2016	4	1	7800	3
Ballarat	2016	4	1	15600	3
Ballarat	2016	4	1	20800	10
Ballarat	2016	4	1	26000	12
Ballarat	2016	4	1	33800	34
Ballarat	2016	4	1	41600	48
Ballarat	2016	4	1	52000	182
Ballarat	2016	4	1	78000	179
Ballarat	2016	4	1	104000	134
Ballarat	2016	4	1	130000	84
Ballarat	2016	4	1	156000	72
Ballarat	2016	4	1	208000	81
Bendigo	2006	1	0		333
Bendigo	2006	1	0	-1	24
Bendigo	2006	1	0	52	71
Bendigo	2006	1	0	7800	236
Bendigo	2006	1	0	15600	564
Bendigo	2006	1	0	20800	166
Bendigo	2006	1	0	26000	719
Bendigo	2006	1	0	33800	308
Bendigo	2006	1	0	41600	313
Bendigo	2006	1	0	52000	468
Bendigo	2006	1	0	78000	83
Bendigo	2006	1	0	104000	17
Bendigo	2006	1	0	130000	21
Bendigo	2006	1	0	156000	3
Bendigo	2006	1	0	208000	0
Bendigo	2006	1	1		680
Bendigo	2006	1	1	-1	17
Bendigo	2006	1	1	52	29
Bendigo	2006	1	1	7800	37
Bendigo	2006	1	1	15600	45
Bendigo	2006	1	1	20800	108
Bendigo	2006	1	1	26000	391
Bendigo	2006	1	1	33800	342
Bendigo	2006	1	1	41600	454
Bendigo	2006	1	1	52000	1357
Bendigo	2006	1	1	78000	814
Bendigo	2006	1	1	104000	416
Bendigo	2006	1	1	130000	188
Bendigo	2006	1	1	156000	129
Bendigo	2006	1	1	208000	45
Bendigo	2006	2	0		220
Bendigo	2006	2	0	-1	19
Bendigo	2006	2	0	52	16
Bendigo	2006	2	0	7800	85
Bendigo	2006	2	0	15600	310
Bendigo	2006	2	0	20800	21
Bendigo	2006	2	0	26000	479
Bendigo	2006	2	0	33800	197
Bendigo	2006	2	0	41600	163
Bendigo	2006	2	0	52000	188
Bendigo	2006	2	0	78000	67
Bendigo	2006	2	0	104000	16
Bendigo	2006	2	0	130000	12
Bendigo	2006	2	0	156000	0
Bendigo	2006	2	0	208000	0
Bendigo	2006	2	1		786
Bendigo	2006	2	1	-1	19
Bendigo	2006	2	1	52	22
Bendigo	2006	2	1	7800	35
Bendigo	2006	2	1	15600	37
Bendigo	2006	2	1	20800	100
Bendigo	2006	2	1	26000	289
Bendigo	2006	2	1	33800	325
Bendigo	2006	2	1	41600	491
Bendigo	2006	2	1	52000	1736
Bendigo	2006	2	1	78000	998
Bendigo	2006	2	1	104000	502
Bendigo	2006	2	1	130000	304
Bendigo	2006	2	1	156000	168
Bendigo	2006	2	1	208000	31
Bendigo	2006	3	0		94
Bendigo	2006	3	0	-1	5
Bendigo	2006	3	0	52	6
Bendigo	2006	3	0	7800	31
Bendigo	2006	3	0	15600	78
Bendigo	2006	3	0	20800	3
Bendigo	2006	3	0	26000	204
Bendigo	2006	3	0	33800	72
Bendigo	2006	3	0	41600	41
Bendigo	2006	3	0	52000	80
Bendigo	2006	3	0	78000	18
Bendigo	2006	3	0	104000	3
Bendigo	2006	3	0	130000	7
Bendigo	2006	3	0	156000	0
Bendigo	2006	3	0	208000	0
Bendigo	2006	3	1		447
Bendigo	2006	3	1	-1	5
Bendigo	2006	3	1	52	9
Bendigo	2006	3	1	7800	7
Bendigo	2006	3	1	15600	20
Bendigo	2006	3	1	20800	35
Bendigo	2006	3	1	26000	120
Bendigo	2006	3	1	33800	145
Bendigo	2006	3	1	41600	234
Bendigo	2006	3	1	52000	841
Bendigo	2006	3	1	78000	447
Bendigo	2006	3	1	104000	199
Bendigo	2006	3	1	130000	136
Bendigo	2006	3	1	156000	90
Bendigo	2006	3	1	208000	25
Bendigo	2006	4	0		42
Bendigo	2006	4	0	-1	0
Bendigo	2006	4	0	52	3
Bendigo	2006	4	0	7800	6
Bendigo	2006	4	0	15600	14
Bendigo	2006	4	0	20800	3
Bendigo	2006	4	0	26000	84
Bendigo	2006	4	0	33800	48
Bendigo	2006	4	0	41600	24
Bendigo	2006	4	0	52000	19
Bendigo	2006	4	0	78000	9
Bendigo	2006	4	0	104000	0
Bendigo	2006	4	0	130000	4
Bendigo	2006	4	0	156000	0
Bendigo	2006	4	0	208000	0
Bendigo	2006	4	1		208
Bendigo	2006	4	1	-1	0
Bendigo	2006	4	1	52	3
Bendigo	2006	4	1	7800	6
Bendigo	2006	4	1	15600	6
Bendigo	2006	4	1	20800	15
Bendigo	2006	4	1	26000	59
Bendigo	2006	4	1	33800	55
Bendigo	2006	4	1	41600	76
Bendigo	2006	4	1	52000	320
Bendigo	2006	4	1	78000	170
Bendigo	2006	4	1	104000	81
Bendigo	2006	4	1	130000	42
Bendigo	2006	4	1	156000	29
Bendigo	2006	4	1	208000	9
Bendigo	2011	1	0		346
Bendigo	2011	1	0	-1	29
Bendigo	2011	1	0	52	47
Bendigo	2011	1	0	7800	184
Bendigo	2011	1	0	15600	280
Bendigo	2011	1	0	20800	490
Bendigo	2011	1	0	26000	211
Bendigo	2011	1	0	33800	568
Bendigo	2011	1	0	41600	466
Bendigo	2011	1	0	52000	628
Bendigo	2011	1	0	78000	242
Bendigo	2011	1	0	104000	79
Bendigo	2011	1	0	130000	44
Bendigo	2011	1	0	156000	16
Bendigo	2011	1	0	208000	3
Bendigo	2011	1	1		770
Bendigo	2011	1	1	-1	13
Bendigo	2011	1	1	52	13
Bendigo	2011	1	1	7800	46
Bendigo	2011	1	1	15600	28
Bendigo	2011	1	1	20800	33
Bendigo	2011	1	1	26000	170
Bendigo	2011	1	1	33800	271
Bendigo	2011	1	1	41600	396
Bendigo	2011	1	1	52000	1160
Bendigo	2011	1	1	78000	895
Bendigo	2011	1	1	104000	709
Bendigo	2011	1	1	130000	399
Bendigo	2011	1	1	156000	343
Bendigo	2011	1	1	208000	120
Bendigo	2011	2	0		241
Bendigo	2011	2	0	-1	17
Bendigo	2011	2	0	52	21
Bendigo	2011	2	0	7800	79
Bendigo	2011	2	0	15600	129
Bendigo	2011	2	0	20800	353
Bendigo	2011	2	0	26000	72
Bendigo	2011	2	0	33800	266
Bendigo	2011	2	0	41600	181
Bendigo	2011	2	0	52000	305
Bendigo	2011	2	0	78000	134
Bendigo	2011	2	0	104000	41
Bendigo	2011	2	0	130000	34
Bendigo	2011	2	0	156000	10
Bendigo	2011	2	0	208000	0
Bendigo	2011	2	1		779
Bendigo	2011	2	1	-1	12
Bendigo	2011	2	1	52	10
Bendigo	2011	2	1	7800	26
Bendigo	2011	2	1	15600	27
Bendigo	2011	2	1	20800	38
Bendigo	2011	2	1	26000	103
Bendigo	2011	2	1	33800	209
Bendigo	2011	2	1	41600	359
Bendigo	2011	2	1	52000	1210
Bendigo	2011	2	1	78000	1164
Bendigo	2011	2	1	104000	871
Bendigo	2011	2	1	130000	576
Bendigo	2011	2	1	156000	456
Bendigo	2011	2	1	208000	141
Bendigo	2011	3	0		118
Bendigo	2011	3	0	-1	0
Bendigo	2011	3	0	52	0
Bendigo	2011	3	0	7800	18
Bendigo	2011	3	0	15600	37
Bendigo	2011	3	0	20800	110
Bendigo	2011	3	0	26000	27
Bendigo	2011	3	0	33800	116
Bendigo	2011	3	0	41600	73
Bendigo	2011	3	0	52000	89
Bendigo	2011	3	0	78000	48
Bendigo	2011	3	0	104000	16
Bendigo	2011	3	0	130000	14
Bendigo	2011	3	0	156000	0
Bendigo	2011	3	0	208000	0
Bendigo	2011	3	1		426
Bendigo	2011	3	1	-1	8
Bendigo	2011	3	1	52	5
Bendigo	2011	3	1	7800	12
Bendigo	2011	3	1	15600	10
Bendigo	2011	3	1	20800	18
Bendigo	2011	3	1	26000	58
Bendigo	2011	3	1	33800	92
Bendigo	2011	3	1	41600	169
Bendigo	2011	3	1	52000	584
Bendigo	2011	3	1	78000	483
Bendigo	2011	3	1	104000	335
Bendigo	2011	3	1	130000	256
Bendigo	2011	3	1	156000	216
Bendigo	2011	3	1	208000	89
Bendigo	2011	4	0		53
Bendigo	2011	4	0	-1	3
Bendigo	2011	4	0	52	3
Bendigo	2011	4	0	7800	8
Bendigo	2011	4	0	15600	14
Bendigo	2011	4	0	20800	51
Bendigo	2011	4	0	26000	15
Bendigo	2011	4	0	33800	73
Bendigo	2011	4	0	41600	19
Bendigo	2011	4	0	52000	32
Bendigo	2011	4	0	78000	16
Bendigo	2011	4	0	104000	4
Bendigo	2011	4	0	130000	3
Bendigo	2011	4	0	156000	5
Bendigo	2011	4	0	208000	3
Bendigo	2011	4	1		173
Bendigo	2011	4	1	-1	3
Bendigo	2011	4	1	52	4
Bendigo	2011	4	1	7800	8
Bendigo	2011	4	1	15600	7
Bendigo	2011	4	1	20800	0
Bendigo	2011	4	1	26000	33
Bendigo	2011	4	1	33800	46
Bendigo	2011	4	1	41600	79
Bendigo	2011	4	1	52000	211
Bendigo	2011	4	1	78000	180
Bendigo	2011	4	1	104000	92
Bendigo	2011	4	1	130000	97
Bendigo	2011	4	1	156000	58
Bendigo	2011	4	1	208000	32
Bendigo	2016	1	0		381
Bendigo	2016	1	0	-1	39
Bendigo	2016	1	0	52	38
Bendigo	2016	1	0	7800	123
Bendigo	2016	1	0	15600	180
Bendigo	2016	1	0	20800	284
Bendigo	2016	1	0	26000	435
Bendigo	2016	1	0	33800	469
Bendigo	2016	1	0	41600	502
Bendigo	2016	1	0	52000	773
Bendigo	2016	1	0	78000	374
Bendigo	2016	1	0	104000	160
Bendigo	2016	1	0	130000	48
Bendigo	2016	1	0	156000	29
Bendigo	2016	1	0	208000	30
Bendigo	2016	1	1		636
Bendigo	2016	1	1	-1	17
Bendigo	2016	1	1	52	15
Bendigo	2016	1	1	7800	19
Bendigo	2016	1	1	15600	13
Bendigo	2016	1	1	20800	56
Bendigo	2016	1	1	26000	69
Bendigo	2016	1	1	33800	185
Bendigo	2016	1	1	41600	302
Bendigo	2016	1	1	52000	1036
Bendigo	2016	1	1	78000	999
Bendigo	2016	1	1	104000	856
Bendigo	2016	1	1	130000	603
Bendigo	2016	1	1	156000	539
Bendigo	2016	1	1	208000	313
Bendigo	2016	2	0		271
Bendigo	2016	2	0	-1	26
Bendigo	2016	2	0	52	20
Bendigo	2016	2	0	7800	46
Bendigo	2016	2	0	15600	79
Bendigo	2016	2	0	20800	99
Bendigo	2016	2	0	26000	271
Bendigo	2016	2	0	33800	232
Bendigo	2016	2	0	41600	197
Bendigo	2016	2	0	52000	381
Bendigo	2016	2	0	78000	178
Bendigo	2016	2	0	104000	84
Bendigo	2016	2	0	130000	31
Bendigo	2016	2	0	156000	29
Bendigo	2016	2	0	208000	13
Bendigo	2016	2	1		759
Bendigo	2016	2	1	-1	21
Bendigo	2016	2	1	52	7
Bendigo	2016	2	1	7800	6
Bendigo	2016	2	1	15600	6
Bendigo	2016	2	1	20800	54
Bendigo	2016	2	1	26000	64
Bendigo	2016	2	1	33800	116
Bendigo	2016	2	1	41600	237
Bendigo	2016	2	1	52000	970
Bendigo	2016	2	1	78000	1128
Bendigo	2016	2	1	104000	1059
Bendigo	2016	2	1	130000	772
Bendigo	2016	2	1	156000	699
Bendigo	2016	2	1	208000	425
Bendigo	2016	3	0		111
Bendigo	2016	3	0	-1	6
Bendigo	2016	3	0	52	0
Bendigo	2016	3	0	7800	15
Bendigo	2016	3	0	15600	24
Bendigo	2016	3	0	20800	44
Bendigo	2016	3	0	26000	99
Bendigo	2016	3	0	33800	120
Bendigo	2016	3	0	41600	79
Bendigo	2016	3	0	52000	115
Bendigo	2016	3	0	78000	40
Bendigo	2016	3	0	104000	28
Bendigo	2016	3	0	130000	10
Bendigo	2016	3	0	156000	12
Bendigo	2016	3	0	208000	3
Bendigo	2016	3	1		416
Bendigo	2016	3	1	-1	3
Bendigo	2016	3	1	52	3
Bendigo	2016	3	1	7800	9
Bendigo	2016	3	1	15600	0
Bendigo	2016	3	1	20800	30
Bendigo	2016	3	1	26000	21
Bendigo	2016	3	1	33800	58
Bendigo	2016	3	1	41600	121
Bendigo	2016	3	1	52000	455
Bendigo	2016	3	1	78000	502
Bendigo	2016	3	1	104000	428
Bendigo	2016	3	1	130000	293
Bendigo	2016	3	1	156000	309
Bendigo	2016	3	1	208000	202
Bendigo	2016	4	0		51
Bendigo	2016	4	0	-1	3
Bendigo	2016	4	0	52	0
Bendigo	2016	4	0	7800	8
Bendigo	2016	4	0	15600	8
Bendigo	2016	4	0	20800	18
Bendigo	2016	4	0	26000	23
Bendigo	2016	4	0	33800	53
Bendigo	2016	4	0	41600	50
Bendigo	2016	4	0	52000	48
Bendigo	2016	4	0	78000	21
Bendigo	2016	4	0	104000	10
Bendigo	2016	4	0	130000	4
Bendigo	2016	4	0	156000	0
Bendigo	2016	4	0	208000	0
Bendigo	2016	4	1		176
Bendigo	2016	4	1	-1	8
Bendigo	2016	4	1	52	0
Bendigo	2016	4	1	7800	0
Bendigo	2016	4	1	15600	0
Bendigo	2016	4	1	20800	6
Bendigo	2016	4	1	26000	21
Bendigo	2016	4	1	33800	22
Bendigo	2016	4	1	41600	42
Bendigo	2016	4	1	52000	173
Bendigo	2016	4	1	78000	152
Bendigo	2016	4	1	104000	124
Bendigo	2016	4	1	130000	83
Bendigo	2016	4	1	156000	63
Bendigo	2016	4	1	208000	68
Geelong	2006	1	0		583
Geelong	2006	1	0	-1	42
Geelong	2006	1	0	52	102
Geelong	2006	1	0	7800	358
Geelong	2006	1	0	15600	809
Geelong	2006	1	0	20800	251
Geelong	2006	1	0	26000	1146
Geelong	2006	1	0	33800	533
Geelong	2006	1	0	41600	493
Geelong	2006	1	0	52000	895
Geelong	2006	1	0	78000	186
Geelong	2006	1	0	104000	63
Geelong	2006	1	0	130000	48
Geelong	2006	1	0	156000	25
Geelong	2006	1	0	208000	3
Geelong	2006	1	1		1282
Geelong	2006	1	1	-1	36
Geelong	2006	1	1	52	41
Geelong	2006	1	1	7800	49
Geelong	2006	1	1	15600	47
Geelong	2006	1	1	20800	160
Geelong	2006	1	1	26000	500
Geelong	2006	1	1	33800	530
Geelong	2006	1	1	41600	768
Geelong	2006	1	1	52000	2366
Geelong	2006	1	1	78000	1544
Geelong	2006	1	1	104000	834
Geelong	2006	1	1	130000	519
Geelong	2006	1	1	156000	358
Geelong	2006	1	1	208000	94
Geelong	2006	2	0		436
Geelong	2006	2	0	-1	27
Geelong	2006	2	0	52	43
Geelong	2006	2	0	7800	154
Geelong	2006	2	0	15600	439
Geelong	2006	2	0	20800	45
Geelong	2006	2	0	26000	738
Geelong	2006	2	0	33800	324
Geelong	2006	2	0	41600	234
Geelong	2006	2	0	52000	378
Geelong	2006	2	0	78000	134
Geelong	2006	2	0	104000	43
Geelong	2006	2	0	130000	33
Geelong	2006	2	0	156000	4
Geelong	2006	2	0	208000	3
Geelong	2006	2	1		1665
Geelong	2006	2	1	-1	31
Geelong	2006	2	1	52	33
Geelong	2006	2	1	7800	38
Geelong	2006	2	1	15600	60
Geelong	2006	2	1	20800	120
Geelong	2006	2	1	26000	390
Geelong	2006	2	1	33800	478
Geelong	2006	2	1	41600	814
Geelong	2006	2	1	52000	3203
Geelong	2006	2	1	78000	2081
Geelong	2006	2	1	104000	1095
Geelong	2006	2	1	130000	843
Geelong	2006	2	1	156000	526
Geelong	2006	2	1	208000	131
Geelong	2006	3	0		182
Geelong	2006	3	0	-1	0
Geelong	2006	3	0	52	8
Geelong	2006	3	0	7800	41
Geelong	2006	3	0	15600	123
Geelong	2006	3	0	20800	7
Geelong	2006	3	0	26000	288
Geelong	2006	3	0	33800	122
Geelong	2006	3	0	41600	76
Geelong	2006	3	0	52000	104
Geelong	2006	3	0	78000	42
Geelong	2006	3	0	104000	10
Geelong	2006	3	0	130000	8
Geelong	2006	3	0	156000	3
Geelong	2006	3	0	208000	0
Geelong	2006	3	1		880
Geelong	2006	3	1	-1	9
Geelong	2006	3	1	52	17
Geelong	2006	3	1	7800	14
Geelong	2006	3	1	15600	17
Geelong	2006	3	1	20800	59
Geelong	2006	3	1	26000	157
Geelong	2006	3	1	33800	158
Geelong	2006	3	1	41600	299
Geelong	2006	3	1	52000	1277
Geelong	2006	3	1	78000	880
Geelong	2006	3	1	104000	449
Geelong	2006	3	1	130000	381
Geelong	2006	3	1	156000	241
Geelong	2006	3	1	208000	51
Geelong	2006	4	0		79
Geelong	2006	4	0	-1	0
Geelong	2006	4	0	52	0
Geelong	2006	4	0	7800	8
Geelong	2006	4	0	15600	30
Geelong	2006	4	0	20800	5
Geelong	2006	4	0	26000	110
Geelong	2006	4	0	33800	53
Geelong	2006	4	0	41600	23
Geelong	2006	4	0	52000	37
Geelong	2006	4	0	78000	6
Geelong	2006	4	0	104000	4
Geelong	2006	4	0	130000	0
Geelong	2006	4	0	156000	0
Geelong	2006	4	0	208000	0
Geelong	2006	4	1		336
Geelong	2006	4	1	-1	3
Geelong	2006	4	1	52	3
Geelong	2006	4	1	7800	6
Geelong	2006	4	1	15600	9
Geelong	2006	4	1	20800	19
Geelong	2006	4	1	26000	65
Geelong	2006	4	1	33800	67
Geelong	2006	4	1	41600	105
Geelong	2006	4	1	52000	416
Geelong	2006	4	1	78000	249
Geelong	2006	4	1	104000	129
Geelong	2006	4	1	130000	73
Geelong	2006	4	1	156000	68
Geelong	2006	4	1	208000	17
Geelong	2011	1	0		647
Geelong	2011	1	0	-1	54
Geelong	2011	1	0	52	67
Geelong	2011	1	0	7800	273
Geelong	2011	1	0	15600	447
Geelong	2011	1	0	20800	718
Geelong	2011	1	0	26000	365
Geelong	2011	1	0	33800	833
Geelong	2011	1	0	41600	794
Geelong	2011	1	0	52000	1045
Geelong	2011	1	0	78000	468
Geelong	2011	1	0	104000	169
Geelong	2011	1	0	130000	134
Geelong	2011	1	0	156000	46
Geelong	2011	1	0	208000	6
Geelong	2011	1	1		1376
Geelong	2011	1	1	-1	32
Geelong	2011	1	1	52	15
Geelong	2011	1	1	7800	57
Geelong	2011	1	1	15600	35
Geelong	2011	1	1	20800	59
Geelong	2011	1	1	26000	238
Geelong	2011	1	1	33800	415
Geelong	2011	1	1	41600	565
Geelong	2011	1	1	52000	1885
Geelong	2011	1	1	78000	1680
Geelong	2011	1	1	104000	1424
Geelong	2011	1	1	130000	930
Geelong	2011	1	1	156000	938
