SA4_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Richmond - Tweed	2011	45-54	Certificate III and IV Level	M	5182
Richmond - Tweed	2011	45-54	Advanced Diploma and Diploma	F	2269
Richmond - Tweed	2011	45-54	Advanced Diploma and Diploma	M	1187
Richmond - Tweed	2011	45-54	Bachelor	F	2499
Richmond - Tweed	2011	45-54	Bachelor	M	1689
Richmond - Tweed	2011	45-54	Graduate Diploma and Graduate Certificate	F	517
Richmond - Tweed	2011	45-54	Graduate Diploma and Graduate Certificate	M	269
Richmond - Tweed	2011	45-54	Postgraduate	F	469
Richmond - Tweed	2011	45-54	Postgraduate	M	414
Richmond - Tweed	2011	55-64		F	1959
Richmond - Tweed	2011	55-64		M	1559
Richmond - Tweed	2011	55-64	Certificate nfd	F	489
Richmond - Tweed	2011	55-64	Certificate nfd	M	273
Richmond - Tweed	2011	55-64	Certificate I and II Level	F	254
Richmond - Tweed	2011	55-64	Certificate I and II Level	M	142
Richmond - Tweed	2011	55-64	Certificate III and IV Level	F	1396
Richmond - Tweed	2011	55-64	Certificate III and IV Level	M	4439
Richmond - Tweed	2011	55-64	Advanced Diploma and Diploma	F	1836
Richmond - Tweed	2011	55-64	Advanced Diploma and Diploma	M	1214
Richmond - Tweed	2011	55-64	Bachelor	F	2051
Richmond - Tweed	2011	55-64	Bachelor	M	1732
Richmond - Tweed	2011	55-64	Graduate Diploma and Graduate Certificate	F	497
Richmond - Tweed	2011	55-64	Graduate Diploma and Graduate Certificate	M	333
Richmond - Tweed	2011	55-64	Postgraduate	F	437
Richmond - Tweed	2011	55-64	Postgraduate	M	524
Richmond - Tweed	2011	65-74		F	1882
Richmond - Tweed	2011	65-74		M	1305
Richmond - Tweed	2011	65-74	Certificate nfd	F	210
Richmond - Tweed	2011	65-74	Certificate nfd	M	143
Richmond - Tweed	2011	65-74	Certificate I and II Level	F	76
Richmond - Tweed	2011	65-74	Certificate I and II Level	M	51
Richmond - Tweed	2011	65-74	Certificate III and IV Level	F	422
Richmond - Tweed	2011	65-74	Certificate III and IV Level	M	2790
Richmond - Tweed	2011	65-74	Advanced Diploma and Diploma	F	900
Richmond - Tweed	2011	65-74	Advanced Diploma and Diploma	M	694
Richmond - Tweed	2011	65-74	Bachelor	F	830
Richmond - Tweed	2011	65-74	Bachelor	M	738
Richmond - Tweed	2011	65-74	Graduate Diploma and Graduate Certificate	F	132
Richmond - Tweed	2011	65-74	Graduate Diploma and Graduate Certificate	M	90
Richmond - Tweed	2011	65-74	Postgraduate	F	154
Richmond - Tweed	2011	65-74	Postgraduate	M	235
Richmond - Tweed	2011	75-84		F	2016
Richmond - Tweed	2011	75-84		M	1284
Richmond - Tweed	2011	75-84	Certificate nfd	F	104
Richmond - Tweed	2011	75-84	Certificate nfd	M	63
Richmond - Tweed	2011	75-84	Certificate I and II Level	F	22
Richmond - Tweed	2011	75-84	Certificate I and II Level	M	19
Richmond - Tweed	2011	75-84	Certificate III and IV Level	F	221
Richmond - Tweed	2011	75-84	Certificate III and IV Level	M	1528
Richmond - Tweed	2011	75-84	Advanced Diploma and Diploma	F	392
Richmond - Tweed	2011	75-84	Advanced Diploma and Diploma	M	338
Richmond - Tweed	2011	75-84	Bachelor	F	269
Richmond - Tweed	2011	75-84	Bachelor	M	308
Richmond - Tweed	2011	75-84	Graduate Diploma and Graduate Certificate	F	28
Richmond - Tweed	2011	75-84	Graduate Diploma and Graduate Certificate	M	30
Richmond - Tweed	2011	75-84	Postgraduate	F	33
Richmond - Tweed	2011	75-84	Postgraduate	M	94
Richmond - Tweed	2011	85+		F	1153
Richmond - Tweed	2011	85+		M	600
Richmond - Tweed	2011	85+	Certificate nfd	F	41
Richmond - Tweed	2011	85+	Certificate nfd	M	17
Richmond - Tweed	2011	85+	Certificate I and II Level	F	8
Richmond - Tweed	2011	85+	Certificate I and II Level	M	4
Richmond - Tweed	2011	85+	Certificate III and IV Level	F	71
Richmond - Tweed	2011	85+	Certificate III and IV Level	M	441
Richmond - Tweed	2011	85+	Advanced Diploma and Diploma	F	112
Richmond - Tweed	2011	85+	Advanced Diploma and Diploma	M	81
Richmond - Tweed	2011	85+	Bachelor	F	85
Richmond - Tweed	2011	85+	Bachelor	M	94
Richmond - Tweed	2011	85+	Graduate Diploma and Graduate Certificate	F	7
Richmond - Tweed	2011	85+	Graduate Diploma and Graduate Certificate	M	4
Richmond - Tweed	2011	85+	Postgraduate	F	6
Richmond - Tweed	2011	85+	Postgraduate	M	12
Richmond - Tweed	2016	15-19		F	806
Richmond - Tweed	2016	15-19		M	837
Richmond - Tweed	2016	15-19	Certificate nfd	F	39
Richmond - Tweed	2016	15-19	Certificate nfd	M	36
Richmond - Tweed	2016	15-19	Certificate I and II Level	F	116
Richmond - Tweed	2016	15-19	Certificate I and II Level	M	74
Richmond - Tweed	2016	15-19	Certificate III and IV Level	F	316
Richmond - Tweed	2016	15-19	Certificate III and IV Level	M	243
Richmond - Tweed	2016	15-19	Advanced Diploma and Diploma	F	51
Richmond - Tweed	2016	15-19	Advanced Diploma and Diploma	M	21
Richmond - Tweed	2016	15-19	Bachelor	F	0
Richmond - Tweed	2016	15-19	Bachelor	M	3
Richmond - Tweed	2016	15-19	Graduate Diploma and Graduate Certificate	F	4
Richmond - Tweed	2016	15-19	Graduate Diploma and Graduate Certificate	M	0
Richmond - Tweed	2016	15-19	Postgraduate	F	0
Richmond - Tweed	2016	15-19	Postgraduate	M	0
Richmond - Tweed	2016	20-24		F	523
Richmond - Tweed	2016	20-24		M	601
Richmond - Tweed	2016	20-24	Certificate nfd	F	136
Richmond - Tweed	2016	20-24	Certificate nfd	M	68
Richmond - Tweed	2016	20-24	Certificate I and II Level	F	190
Richmond - Tweed	2016	20-24	Certificate I and II Level	M	134
Richmond - Tweed	2016	20-24	Certificate III and IV Level	F	998
Richmond - Tweed	2016	20-24	Certificate III and IV Level	M	1258
Richmond - Tweed	2016	20-24	Advanced Diploma and Diploma	F	383
Richmond - Tweed	2016	20-24	Advanced Diploma and Diploma	M	129
Richmond - Tweed	2016	20-24	Bachelor	F	458
Richmond - Tweed	2016	20-24	Bachelor	M	205
Richmond - Tweed	2016	20-24	Graduate Diploma and Graduate Certificate	F	25
Richmond - Tweed	2016	20-24	Graduate Diploma and Graduate Certificate	M	7
Richmond - Tweed	2016	20-24	Postgraduate	F	23
Richmond - Tweed	2016	20-24	Postgraduate	M	4
Richmond - Tweed	2016	25-34		F	1141
Richmond - Tweed	2016	25-34		M	1176
Richmond - Tweed	2016	25-34	Certificate nfd	F	283
Richmond - Tweed	2016	25-34	Certificate nfd	M	194
Richmond - Tweed	2016	25-34	Certificate I and II Level	F	258
Richmond - Tweed	2016	25-34	Certificate I and II Level	M	181
Richmond - Tweed	2016	25-34	Certificate III and IV Level	F	2239
Richmond - Tweed	2016	25-34	Certificate III and IV Level	M	3566
Richmond - Tweed	2016	25-34	Advanced Diploma and Diploma	F	1425
Richmond - Tweed	2016	25-34	Advanced Diploma and Diploma	M	710
Richmond - Tweed	2016	25-34	Bachelor	F	2556
Richmond - Tweed	2016	25-34	Bachelor	M	1259
Richmond - Tweed	2016	25-34	Graduate Diploma and Graduate Certificate	F	249
Richmond - Tweed	2016	25-34	Graduate Diploma and Graduate Certificate	M	75
Richmond - Tweed	2016	25-34	Postgraduate	F	408
Richmond - Tweed	2016	25-34	Postgraduate	M	195
Richmond - Tweed	2016	35-44		F	1378
Richmond - Tweed	2016	35-44		M	1389
Richmond - Tweed	2016	35-44	Certificate nfd	F	435
Richmond - Tweed	2016	35-44	Certificate nfd	M	206
Richmond - Tweed	2016	35-44	Certificate I and II Level	F	261
Richmond - Tweed	2016	35-44	Certificate I and II Level	M	135
Richmond - Tweed	2016	35-44	Certificate III and IV Level	F	2469
Richmond - Tweed	2016	35-44	Certificate III and IV Level	M	4102
Richmond - Tweed	2016	35-44	Advanced Diploma and Diploma	F	1988
Richmond - Tweed	2016	35-44	Advanced Diploma and Diploma	M	1097
Richmond - Tweed	2016	35-44	Bachelor	F	3502
Richmond - Tweed	2016	35-44	Bachelor	M	1904
Richmond - Tweed	2016	35-44	Graduate Diploma and Graduate Certificate	F	466
Richmond - Tweed	2016	35-44	Graduate Diploma and Graduate Certificate	M	215
Richmond - Tweed	2016	35-44	Postgraduate	F	599
Richmond - Tweed	2016	35-44	Postgraduate	M	405
Richmond - Tweed	2016	45-54		F	1843
Richmond - Tweed	2016	45-54		M	1744
Richmond - Tweed	2016	45-54	Certificate nfd	F	666
Richmond - Tweed	2016	45-54	Certificate nfd	M	292
Richmond - Tweed	2016	45-54	Certificate I and II Level	F	327
Richmond - Tweed	2016	45-54	Certificate I and II Level	M	141
Richmond - Tweed	2016	45-54	Certificate III and IV Level	F	2683
Richmond - Tweed	2016	45-54	Certificate III and IV Level	M	4655
Richmond - Tweed	2016	45-54	Advanced Diploma and Diploma	F	2432
Richmond - Tweed	2016	45-54	Advanced Diploma and Diploma	M	1332
Richmond - Tweed	2016	45-54	Bachelor	F	2771
Richmond - Tweed	2016	45-54	Bachelor	M	1857
Richmond - Tweed	2016	45-54	Graduate Diploma and Graduate Certificate	F	498
Richmond - Tweed	2016	45-54	Graduate Diploma and Graduate Certificate	M	259
Richmond - Tweed	2016	45-54	Postgraduate	F	626
Richmond - Tweed	2016	45-54	Postgraduate	M	471
Richmond - Tweed	2016	55-64		F	2372
Richmond - Tweed	2016	55-64		M	2124
Richmond - Tweed	2016	55-64	Certificate nfd	F	797
Richmond - Tweed	2016	55-64	Certificate nfd	M	379
Richmond - Tweed	2016	55-64	Certificate I and II Level	F	331
Richmond - Tweed	2016	55-64	Certificate I and II Level	M	126
Richmond - Tweed	2016	55-64	Certificate III and IV Level	F	2255
Richmond - Tweed	2016	55-64	Certificate III and IV Level	M	5106
Richmond - Tweed	2016	55-64	Advanced Diploma and Diploma	F	2581
Richmond - Tweed	2016	55-64	Advanced Diploma and Diploma	M	1454
Richmond - Tweed	2016	55-64	Bachelor	F	2665
Richmond - Tweed	2016	55-64	Bachelor	M	1948
Richmond - Tweed	2016	55-64	Graduate Diploma and Graduate Certificate	F	629
Richmond - Tweed	2016	55-64	Graduate Diploma and Graduate Certificate	M	367
Richmond - Tweed	2016	55-64	Postgraduate	F	653
Richmond - Tweed	2016	55-64	Postgraduate	M	569
Richmond - Tweed	2016	65-74		F	2255
Richmond - Tweed	2016	65-74		M	1914
Richmond - Tweed	2016	65-74	Certificate nfd	F	560
Richmond - Tweed	2016	65-74	Certificate nfd	M	337
Richmond - Tweed	2016	65-74	Certificate I and II Level	F	168
Richmond - Tweed	2016	65-74	Certificate I and II Level	M	78
Richmond - Tweed	2016	65-74	Certificate III and IV Level	F	807
Richmond - Tweed	2016	65-74	Certificate III and IV Level	M	3738
Richmond - Tweed	2016	65-74	Advanced Diploma and Diploma	F	1476
Richmond - Tweed	2016	65-74	Advanced Diploma and Diploma	M	1036
Richmond - Tweed	2016	65-74	Bachelor	F	1372
Richmond - Tweed	2016	65-74	Bachelor	M	1318
Richmond - Tweed	2016	65-74	Graduate Diploma and Graduate Certificate	F	302
Richmond - Tweed	2016	65-74	Graduate Diploma and Graduate Certificate	M	220
Richmond - Tweed	2016	65-74	Postgraduate	F	289
Richmond - Tweed	2016	65-74	Postgraduate	M	487
Richmond - Tweed	2016	75-84		F	1965
Richmond - Tweed	2016	75-84		M	1356
Richmond - Tweed	2016	75-84	Certificate nfd	F	233
Richmond - Tweed	2016	75-84	Certificate nfd	M	170
Richmond - Tweed	2016	75-84	Certificate I and II Level	F	35
Richmond - Tweed	2016	75-84	Certificate I and II Level	M	20
Richmond - Tweed	2016	75-84	Certificate III and IV Level	F	213
Richmond - Tweed	2016	75-84	Certificate III and IV Level	M	1829
Richmond - Tweed	2016	75-84	Advanced Diploma and Diploma	F	547
Richmond - Tweed	2016	75-84	Advanced Diploma and Diploma	M	397
Richmond - Tweed	2016	75-84	Bachelor	F	455
Richmond - Tweed	2016	75-84	Bachelor	M	451
Richmond - Tweed	2016	75-84	Graduate Diploma and Graduate Certificate	F	58
Richmond - Tweed	2016	75-84	Graduate Diploma and Graduate Certificate	M	47
Richmond - Tweed	2016	75-84	Postgraduate	F	63
Richmond - Tweed	2016	75-84	Postgraduate	M	125
Richmond - Tweed	2016	85+		F	1466
Richmond - Tweed	2016	85+		M	787
Richmond - Tweed	2016	85+	Certificate nfd	F	90
Richmond - Tweed	2016	85+	Certificate nfd	M	62
Richmond - Tweed	2016	85+	Certificate I and II Level	F	9
Richmond - Tweed	2016	85+	Certificate I and II Level	M	3
Richmond - Tweed	2016	85+	Certificate III and IV Level	F	102
Richmond - Tweed	2016	85+	Certificate III and IV Level	M	557
Richmond - Tweed	2016	85+	Advanced Diploma and Diploma	F	174
Richmond - Tweed	2016	85+	Advanced Diploma and Diploma	M	127
Richmond - Tweed	2016	85+	Bachelor	F	133
Richmond - Tweed	2016	85+	Bachelor	M	138
Richmond - Tweed	2016	85+	Graduate Diploma and Graduate Certificate	F	8
Richmond - Tweed	2016	85+	Graduate Diploma and Graduate Certificate	M	15
Richmond - Tweed	2016	85+	Postgraduate	F	12
Richmond - Tweed	2016	85+	Postgraduate	M	37
Riverina	2006	15-19		F	589
Riverina	2006	15-19		M	643
Riverina	2006	15-19	Certificate nfd	F	35
Riverina	2006	15-19	Certificate nfd	M	21
Riverina	2006	15-19	Certificate I and II Level	F	138
Riverina	2006	15-19	Certificate I and II Level	M	62
Riverina	2006	15-19	Certificate III and IV Level	F	185
Riverina	2006	15-19	Certificate III and IV Level	M	301
Riverina	2006	15-19	Advanced Diploma and Diploma	F	20
Riverina	2006	15-19	Advanced Diploma and Diploma	M	9
Riverina	2006	15-19	Bachelor	F	0
Riverina	2006	15-19	Bachelor	M	4
Riverina	2006	15-19	Graduate Diploma and Graduate Certificate	F	0
Riverina	2006	15-19	Graduate Diploma and Graduate Certificate	M	0
Riverina	2006	15-19	Postgraduate	F	0
Riverina	2006	15-19	Postgraduate	M	0
Riverina	2006	20-24		F	319
Riverina	2006	20-24		M	562
Riverina	2006	20-24	Certificate nfd	F	91
Riverina	2006	20-24	Certificate nfd	M	60
Riverina	2006	20-24	Certificate I and II Level	F	263
Riverina	2006	20-24	Certificate I and II Level	M	151
Riverina	2006	20-24	Certificate III and IV Level	F	828
Riverina	2006	20-24	Certificate III and IV Level	M	1166
Riverina	2006	20-24	Advanced Diploma and Diploma	F	243
Riverina	2006	20-24	Advanced Diploma and Diploma	M	128
Riverina	2006	20-24	Bachelor	F	393
Riverina	2006	20-24	Bachelor	M	208
Riverina	2006	20-24	Graduate Diploma and Graduate Certificate	F	14
Riverina	2006	20-24	Graduate Diploma and Graduate Certificate	M	6
Riverina	2006	20-24	Postgraduate	F	9
Riverina	2006	20-24	Postgraduate	M	13
Riverina	2006	25-34		F	730
Riverina	2006	25-34		M	1110
Riverina	2006	25-34	Certificate nfd	F	242
Riverina	2006	25-34	Certificate nfd	M	120
Riverina	2006	25-34	Certificate I and II Level	F	276
Riverina	2006	25-34	Certificate I and II Level	M	141
Riverina	2006	25-34	Certificate III and IV Level	F	1276
Riverina	2006	25-34	Certificate III and IV Level	M	2647
Riverina	2006	25-34	Advanced Diploma and Diploma	F	645
Riverina	2006	25-34	Advanced Diploma and Diploma	M	371
Riverina	2006	25-34	Bachelor	F	1639
Riverina	2006	25-34	Bachelor	M	865
Riverina	2006	25-34	Graduate Diploma and Graduate Certificate	F	168
Riverina	2006	25-34	Graduate Diploma and Graduate Certificate	M	60
Riverina	2006	25-34	Postgraduate	F	107
Riverina	2006	25-34	Postgraduate	M	126
Riverina	2006	35-44		F	1075
Riverina	2006	35-44		M	1119
Riverina	2006	35-44	Certificate nfd	F	346
Riverina	2006	35-44	Certificate nfd	M	147
Riverina	2006	35-44	Certificate I and II Level	F	265
Riverina	2006	35-44	Certificate I and II Level	M	83
Riverina	2006	35-44	Certificate III and IV Level	F	1184
Riverina	2006	35-44	Certificate III and IV Level	M	2955
Riverina	2006	35-44	Advanced Diploma and Diploma	F	828
Riverina	2006	35-44	Advanced Diploma and Diploma	M	534
Riverina	2006	35-44	Bachelor	F	1127
Riverina	2006	35-44	Bachelor	M	743
Riverina	2006	35-44	Graduate Diploma and Graduate Certificate	F	188
Riverina	2006	35-44	Graduate Diploma and Graduate Certificate	M	101
Riverina	2006	35-44	Postgraduate	F	155
Riverina	2006	35-44	Postgraduate	M	193
Riverina	2006	45-54		F	1219
Riverina	2006	45-54		M	1053
Riverina	2006	45-54	Certificate nfd	F	329
Riverina	2006	45-54	Certificate nfd	M	136
Riverina	2006	45-54	Certificate I and II Level	F	209
Riverina	2006	45-54	Certificate I and II Level	M	70
Riverina	2006	45-54	Certificate III and IV Level	F	908
Riverina	2006	45-54	Certificate III and IV Level	M	2820
Riverina	2006	45-54	Advanced Diploma and Diploma	F	858
Riverina	2006	45-54	Advanced Diploma and Diploma	M	585
Riverina	2006	45-54	Bachelor	F	1006
Riverina	2006	45-54	Bachelor	M	741
Riverina	2006	45-54	Graduate Diploma and Graduate Certificate	F	241
Riverina	2006	45-54	Graduate Diploma and Graduate Certificate	M	139
Riverina	2006	45-54	Postgraduate	F	136
Riverina	2006	45-54	Postgraduate	M	224
Riverina	2006	55-64		F	1073
Riverina	2006	55-64		M	908
Riverina	2006	55-64	Certificate nfd	F	185
Riverina	2006	55-64	Certificate nfd	M	110
Riverina	2006	55-64	Certificate I and II Level	F	97
Riverina	2006	55-64	Certificate I and II Level	M	37
Riverina	2006	55-64	Certificate III and IV Level	F	413
Riverina	2006	55-64	Certificate III and IV Level	M	1881
Riverina	2006	55-64	Advanced Diploma and Diploma	F	559
Riverina	2006	55-64	Advanced Diploma and Diploma	M	413
Riverina	2006	55-64	Bachelor	F	546
Riverina	2006	55-64	Bachelor	M	394
Riverina	2006	55-64	Graduate Diploma and Graduate Certificate	F	108
Riverina	2006	55-64	Graduate Diploma and Graduate Certificate	M	65
Riverina	2006	55-64	Postgraduate	F	88
Riverina	2006	55-64	Postgraduate	M	161
Riverina	2006	65-74		F	1044
Riverina	2006	65-74		M	855
Riverina	2006	65-74	Certificate nfd	F	68
Riverina	2006	65-74	Certificate nfd	M	41
Riverina	2006	65-74	Certificate I and II Level	F	16
Riverina	2006	65-74	Certificate I and II Level	M	20
Riverina	2006	65-74	Certificate III and IV Level	F	153
Riverina	2006	65-74	Certificate III and IV Level	M	992
Riverina	2006	65-74	Advanced Diploma and Diploma	F	278
Riverina	2006	65-74	Advanced Diploma and Diploma	M	183
Riverina	2006	65-74	Bachelor	F	253
Riverina	2006	65-74	Bachelor	M	156
Riverina	2006	65-74	Graduate Diploma and Graduate Certificate	F	36
Riverina	2006	65-74	Graduate Diploma and Graduate Certificate	M	26
Riverina	2006	65-74	Postgraduate	F	17
Riverina	2006	65-74	Postgraduate	M	55
Riverina	2006	75-84		F	1159
Riverina	2006	75-84		M	684
Riverina	2006	75-84	Certificate nfd	F	38
Riverina	2006	75-84	Certificate nfd	M	29
Riverina	2006	75-84	Certificate I and II Level	F	8
Riverina	2006	75-84	Certificate I and II Level	M	5
Riverina	2006	75-84	Certificate III and IV Level	F	59
Riverina	2006	75-84	Certificate III and IV Level	M	424
Riverina	2006	75-84	Advanced Diploma and Diploma	F	142
Riverina	2006	75-84	Advanced Diploma and Diploma	M	98
Riverina	2006	75-84	Bachelor	F	100
Riverina	2006	75-84	Bachelor	M	75
Riverina	2006	75-84	Graduate Diploma and Graduate Certificate	F	6
Riverina	2006	75-84	Graduate Diploma and Graduate Certificate	M	3
Riverina	2006	75-84	Postgraduate	F	3
Riverina	2006	75-84	Postgraduate	M	25
Riverina	2006	85+		F	450
Riverina	2006	85+		M	197
Riverina	2006	85+	Certificate nfd	F	9
Riverina	2006	85+	Certificate nfd	M	0
Riverina	2006	85+	Certificate I and II Level	F	0
Riverina	2006	85+	Certificate I and II Level	M	0
Riverina	2006	85+	Certificate III and IV Level	F	22
Riverina	2006	85+	Certificate III and IV Level	M	74
Riverina	2006	85+	Advanced Diploma and Diploma	F	37
Riverina	2006	85+	Advanced Diploma and Diploma	M	17
Riverina	2006	85+	Bachelor	F	26
Riverina	2006	85+	Bachelor	M	3
Riverina	2006	85+	Graduate Diploma and Graduate Certificate	F	0
Riverina	2006	85+	Graduate Diploma and Graduate Certificate	M	0
Riverina	2006	85+	Postgraduate	F	0
Riverina	2006	85+	Postgraduate	M	0
Riverina	2011	15-19		F	510
Riverina	2011	15-19		M	561
Riverina	2011	15-19	Certificate nfd	F	28
Riverina	2011	15-19	Certificate nfd	M	25
Riverina	2011	15-19	Certificate I and II Level	F	134
Riverina	2011	15-19	Certificate I and II Level	M	71
Riverina	2011	15-19	Certificate III and IV Level	F	242
Riverina	2011	15-19	Certificate III and IV Level	M	280
Riverina	2011	15-19	Advanced Diploma and Diploma	F	26
Riverina	2011	15-19	Advanced Diploma and Diploma	M	6
Riverina	2011	15-19	Bachelor	F	0
Riverina	2011	15-19	Bachelor	M	3
Riverina	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Riverina	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Riverina	2011	15-19	Postgraduate	F	0
Riverina	2011	15-19	Postgraduate	M	0
Riverina	2011	20-24		F	371
Riverina	2011	20-24		M	542
Riverina	2011	20-24	Certificate nfd	F	101
Riverina	2011	20-24	Certificate nfd	M	54
Riverina	2011	20-24	Certificate I and II Level	F	195
